tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual
31,1.0,459,10696,0,157,104,82,116,1,13.00,0.861,0.823,0.231,0.194,0.229,-0.070,1.529,0.3488,1.3772,0.812,0.363,0.209,0.100,0.004,47,0,24,0,0,0,24987.40,1313.275,6951.743,23.501,386.724,12.783,2332.911,595.512,0.112,3041.502,2433.201,1188.876,1232.551,495.249,0.000076,-0.000691
61,2.0,496,9467,0,165,110,77,144,1,21.00,0.874,0.831,0.230,0.181,0.223,-0.103,1.527,0.3468,1.4370,0.836,0.424,0.211,0.100,0.010,58,0,19,0,0,0,26624.61,1352.148,6666.699,21.070,85.675,24.639,2474.980,603.962,1.687,2159.693,1727.754,781.895,1907.051,201.200,0.000150,-0.002167
91,3.0,561,8134,0,166,138,75,182,2,28.12,0.897,0.867,0.214,0.177,0.203,-0.145,1.521,0.3435,1.5829,0.892,0.434,0.185,0.100,0.020,60,1,8,0,0,0,29720.56,1430.089,8158.303,8.567,103.947,20.214,2772.092,688.995,1.860,2920.837,2336.669,494.881,1779.077,179.925,0.000145,-0.003258
121,4.0,645,6889,0,173,166,74,232,3,34.00,0.912,0.903,0.202,0.166,0.188,-0.178,1.517,0.3563,1.7515,0.827,0.410,0.161,0.099,0.028,76,3,13,0,1,0,32586.79,1478.672,9171.217,11.068,186.455,23.507,3222.832,849.465,4.986,4008.657,3206.926,705.679,2016.746,193.299,0.000134,-0.003208
151,5.0,805,5300,34,181,209,71,344,3,48.55,0.951,0.972,0.177,0.170,0.163,-0.206,1.513,0.3596,1.9504,0.835,0.381,0.125,0.099,0.036,80,6,11,0,0,0,39371.54,1501.024,14220.140,21.889,96.630,25.392,3999.177,1199.203,6.017,7293.013,5834.411,595.434,1604.460,95.407,0.000157,-0.002871
181,6.0,987,3738,34,189,244,69,485,3,66.71,0.976,1.026,0.155,0.167,0.144,-0.232,1.509,0.3498,2.0419,0.841,0.376,0.099,0.101,0.040,94,14,28,0,0,0,45359.32,1616.390,16424.585,21.374,66.165,28.060,5257.925,1796.064,6.017,9200.226,7360.181,1046.109,1875.647,252.756,0.000107,-0.001940
211,7.0,1091,2541,34,199,272,57,563,4,85.80,0.975,1.060,0.140,0.171,0.138,-0.255,1.503,0.3454,2.1834,0.840,0.367,0.091,0.102,0.044,70,28,49,0,1,0,48840.08,1735.255,15113.718,50.870,36.766,21.242,6099.458,2408.896,6.155,7374.593,5899.675,1784.697,1427.694,217.275,0.000191,-0.000309
241,8.0,1244,1337,34,209,335,46,654,5,117.24,0.967,1.104,0.133,0.184,0.127,-0.279,1.509,0.3517,2.3534,0.815,0.330,0.078,0.102,0.045,80,35,55,0,1,0,53534.70,1818.483,18028.682,63.776,114.304,18.631,6903.459,2927.869,6.890,9691.805,7753.444,2047.440,937.916,454.384,0.000119,-0.000300
271,9.0,1272,947,34,228,340,37,667,6,134.45,0.961,1.102,0.126,0.184,0.134,-0.287,1.504,0.3526,2.4003,0.828,0.311,0.071,0.101,0.046,80,48,52,0,1,0,52906.66,2031.898,11558.043,62.497,39.884,13.158,7393.018,3102.328,9.532,5068.988,4055.190,1811.761,765.594,184.452,0.000140,0.001045
301,10.0,1243,962,33,241,328,30,644,7,147.52,0.955,1.094,0.116,0.174,0.142,-0.294,1.505,0.3522,2.4351,0.797,0.324,0.068,0.101,0.048,77,59,35,0,0,0,50386.32,2180.284,8050.897,37.444,30.051,13.020,7308.043,3013.730,11.323,2540.879,2032.703,1265.559,431.048,251.080,0.000154,0.002781
331,11.0,1237,997,33,256,347,22,612,11,161.34,0.941,1.083,0.110,0.159,0.150,-0.307,1.504,0.3548,2.4566,0.806,0.344,0.072,0.099,0.049,79,59,24,0,0,0,49015.26,2453.676,8463.482,22.417,31.161,14.603,7088.445,2963.203,14.878,2864.493,2291.595,911.406,601.767,158.040,0.000166,0.005220
