tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual
31,1.0,452,7745,0,159,100,76,117,0,16.38,0.863,0.807,0.277,0.164,0.237,-0.032,1.535,0.3393,1.3397,0.820,0.415,0.102,0.101,-0.002,38,0,13,0,0,0,23893.79,1364.609,3831.385,23.462,53.325,16.256,2354.122,827.775,0.000,2337.202,1869.761,678.148,312.442,209.717,0.000090,-0.000316
61,2.0,505,6915,0,171,126,76,132,0,21.35,0.873,0.823,0.281,0.164,0.226,-0.073,1.516,0.3389,1.3954,0.831,0.462,0.096,0.099,-0.006,49,0,4,0,0,0,25136.01,1414.255,4764.219,12.946,97.719,18.834,2584.437,792.530,0.000,2221.028,1776.822,228.290,725.890,173.845,0.000117,-0.001067
91,3.0,573,6074,0,178,172,74,149,1,35.88,0.875,0.847,0.268,0.158,0.209,-0.128,1.504,0.3368,1.5219,0.864,0.455,0.086,0.097,-0.012,69,1,6,0,0,0,27011.26,1506.266,5411.161,20.198,9.253,19.533,2893.098,827.901,0.132,2870.314,2296.251,307.653,435.195,24.330,0.000115,-0.001525
121,4.0,704,4994,0,187,267,72,178,3,42.59,0.883,0.893,0.255,0.150,0.183,-0.206,1.513,0.3410,1.7215,0.829,0.428,0.091,0.093,-0.021,74,1,4,0,0,0,32263.83,1589.268,9771.503,2.808,32.326,24.108,3441.884,980.316,2.191,5209.164,4167.331,118.114,423.729,102.942,0.000114,-0.001088
151,5.0,871,3969,36,198,398,70,205,3,65.30,0.907,0.932,0.227,0.135,0.160,-0.291,1.517,0.3323,1.8423,0.822,0.414,0.074,0.092,-0.033,83,7,10,0,0,0,38172.01,1634.253,12785.310,30.336,5.042,22.641,4266.403,1319.934,5.206,7325.518,5860.415,505.956,838.932,140.183,0.000118,-0.000179
181,6.0,1091,2633,36,208,591,63,229,4,92.24,0.931,0.970,0.185,0.122,0.135,-0.379,1.517,0.3315,1.9556,0.867,0.389,0.071,0.092,-0.044,92,27,13,0,0,0,47584.44,1826.139,19517.013,16.284,87.780,20.822,5585.291,1785.129,5.308,10468.977,8375.182,393.008,1982.992,101.486,0.000149,0.000634
211,7.0,1265,1625,36,217,769,48,231,6,111.14,0.940,0.991,0.168,0.105,0.122,-0.438,1.524,0.3243,2.0463,0.856,0.396,0.065,0.090,-0.050,117,38,31,0,0,0,53508.96,1985.420,17970.782,31.583,99.388,24.870,6802.162,2295.524,8.836,9592.401,7673.921,1122.174,1754.081,162.006,0.000138,0.000858
241,8.0,1391,862,36,240,886,33,232,9,143.15,0.942,1.002,0.145,0.097,0.121,-0.484,1.525,0.3230,2.1460,0.808,0.367,0.060,0.090,-0.058,107,57,30,0,0,0,57245.77,2156.785,16361.062,9.471,196.686,18.471,7718.600,3018.945,11.164,8401.933,6721.546,1048.330,944.317,368.763,0.000140,0.001613
271,9.0,1383,684,36,254,901,16,212,9,155.95,0.952,0.994,0.132,0.090,0.127,-0.521,1.532,0.3275,2.1488,0.795,0.370,0.057,0.092,-0.060,101,76,37,0,1,0,54421.42,2330.357,9530.627,62.081,68.542,21.314,8024.100,3485.062,14.903,4446.423,3557.139,1331.488,863.869,138.718,0.000200,0.003183
301,10.0,1324,734,33,279,850,10,185,10,150.73,0.944,0.972,0.124,0.083,0.142,-0.542,1.534,0.3226,2.1545,0.761,0.348,0.056,0.093,-0.058,99,98,24,0,2,0,50454.51,2547.861,6743.901,17.860,96.449,17.070,7749.913,3629.317,14.451,2516.623,2013.298,633.045,560.073,186.401,0.000098,0.003066
