tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual
841,28.0,3994,777,44,1972,1974,1,47,579,139.01,0.746,0.881,0.162,0.137,0.360,-0.658,1.522,0.3167,2.8466,0.509,0.077,0.035,0.063,-0.022,150,34,490,0,25,0,148093.05,20801.283,38543.970,106.085,4682.424,21.498,18487.628,7157.128,894.333,27635.714,22108.571,16646.003,1476.287,4229.768,0.000211,0.005391
871,29.0,4182,798,44,2181,1956,1,44,810,129.59,0.737,0.857,0.173,0.128,0.377,-0.661,1.518,0.3185,2.8255,0.509,0.072,0.035,0.064,-0.018,172,37,473,0,31,0,153701.92,22755.255,39436.595,108.316,6011.476,24.995,19154.439,7217.485,1281.579,27005.136,21604.109,16892.360,1567.384,5177.010,0.000280,0.006067
901,30.0,4462,694,42,2409,2012,1,40,1087,144.53,0.731,0.841,0.178,0.125,0.388,-0.661,1.518,0.3205,2.8379,0.496,0.062,0.034,0.064,-0.016,188,38,455,0,32,0,161381.83,25134.072,41205.729,117.783,6928.104,27.257,20105.765,7274.649,1740.299,29864.247,23891.398,16837.705,1244.185,5602.236,0.000220,0.006884
931,31.0,4640,726,42,2632,1964,1,43,1393,115.56,0.721,0.815,0.185,0.115,0.405,-0.661,1.519,0.3203,2.8144,0.490,0.054,0.032,0.066,-0.012,192,28,542,0,49,0,162026.42,26968.269,38861.635,112.334,9493.937,34.143,21076.396,7464.585,2307.494,29757.244,23805.795,20109.990,1196.048,7191.672,0.000204,0.005487
961,32.0,4848,713,42,2833,1964,0,51,1784,114.67,0.711,0.798,0.192,0.104,0.417,-0.661,1.518,0.3220,2.8057,0.497,0.046,0.030,0.066,-0.011,196,25,588,0,49,0,161761.38,29249.637,39661.201,128.995,12791.182,35.280,21262.021,7323.777,2973.575,33029.285,26423.428,21427.166,1157.164,8555.321,0.000335,0.003687
991,33.0,4980,761,42,2972,1959,0,49,2239,126.14,0.707,0.785,0.201,0.095,0.425,-0.659,1.522,0.3214,2.8003,0.491,0.037,0.028,0.067,-0.008,202,19,554,0,81,0,158718.92,30641.376,37733.217,118.835,14307.311,37.454,21820.791,7455.008,3783.394,30348.349,24278.680,22203.052,964.010,9239.954,0.000194,0.002667
1021,34.0,5087,683,42,3081,1962,0,44,2644,96.03,0.707,0.779,0.214,0.094,0.430,-0.661,1.526,0.3248,2.7770,0.493,0.029,0.027,0.067,-0.006,226,22,632,0,83,0,151335.83,31841.012,38997.645,105.265,17774.614,41.621,22356.694,7617.206,4649.160,33087.760,26470.208,24607.274,1154.332,11324.805,0.000244,0.003020
1051,35.0,5090,670,42,3130,1924,0,36,2890,118.86,0.708,0.771,0.229,0.089,0.436,-0.663,1.528,0.3235,2.7703,0.502,0.016,0.024,0.067,-0.003,232,21,647,0,97,0,141663.78,32485.359,37698.970,102.397,19993.806,48.156,22693.291,7648.439,5262.412,30818.871,24655.098,24889.724,1070.852,12230.278,0.000221,0.000163
1081,36.0,5120,601,42,3128,1963,0,29,3132,150.40,0.715,0.779,0.247,0.088,0.434,-0.666,1.533,0.3244,2.7947,0.518,0.011,0.021,0.068,-0.002,230,14,591,0,112,0,132811.09,32984.673,37527.336,81.274,20394.859,46.610,23059.342,7990.344,5684.093,30741.187,24592.950,23597.698,1040.307,11925.953,0.000190,-0.001059
1111,37.0,5226,605,42,3112,2091,0,23,3313,154.46,0.728,0.801,0.270,0.090,0.426,-0.671,1.535,0.3219,2.8025,0.525,0.007,0.021,0.068,-0.004,218,13,452,0,122,0,127607.64,32984.367,35814.444,74.757,20448.968,46.902,23916.546,8058.676,6131.326,28708.603,22966.883,18731.725,465.790,11031.231,0.000194,-0.002744
1141,38.0,5181,617,42,3036,2124,0,21,3416,173.63,0.736,0.815,0.288,0.093,0.421,-0.670,1.539,0.3222,2.7994,0.546,0.003,0.024,0.068,-0.005,211,10,446,0,155,0,120887.14,32791.611,33585.923,95.966,18855.716,42.632,24762.409,8157.220,6385.065,23778.095,19022.477,18277.515,516.007,10340.166,0.000222,-0.004218
1171,39.0,5170,516,42,2943,2213,0,14,3480,178.60,0.746,0.835,0.303,0.094,0.413,-0.671,1.544,0.3249,2.8050,0.554,0.002,0.026,0.067,-0.006,172,17,421,0,170,0,116138.11,32060.158,35960.612,86.990,18057.220,44.787,25066.351,8347.875,6559.934,25037.559,20030.048,17229.961,823.815,9821.346,0.000205,-0.004631
1201,40.0,5056,531,41,2832,2215,0,9,3400,180.98,0.752,0.845,0.317,0.094,0.408,-0.672,1.548,0.3243,2.8040,0.567,0.001,0.028,0.067,-0.006,166,13,366,0,212,0,109665.84,30699.562,32689.144,54.354,16747.738,38.563,25328.368,8687.775,6523.091,20149.387,16119.510,15448.733,764.128,9133.360,0.000182,-0.004392
1231,41.0,4962,441,41,2717,2238,0,7,3414,210.57,0.761,0.862,0.330,0.096,0.402,-0.671,1.552,0.3210,2.8016,0.578,0.001,0.023,0.066,-0.007,140,17,310,0,202,0,105860.35,29429.798,32743.336,55.592,14418.746,38.783,25304.463,8731.406,6438.167,18506.392,14805.114,13486.726,491.256,7880.905,0.000263,-0.006678
1261,42.0,4832,425,41,2596,2232,0,4,3376,244.64,0.768,0.876,0.337,0.095,0.397,-0.670,1.559,0.3224,2.8056,0.604,0.001,0.024,0.065,-0.008,127,12,253,0,233,0,102569.91,28269.696,30161.649,62.988,13040.699,38.860,25124.252,8682.950,6390.854,15680.370,12544.296,11174.850,374.392,6901.400,0.000161,-0.007870
1291,43.0,4737,399,41,2485,2250,0,2,3317,252.99,0.777,0.889,0.350,0.096,0.391,-0.669,1.566,0.3200,2.7970,0.618,0.001,0.022,0.065,-0.008,104,13,207,0,212,0,100365.92,27180.605,28780.540,70.250,11976.066,36.094,24904.282,8694.007,6300.157,14243.438,11394.750,9064.833,225.547,6197.880,0.000144,-0.006706
1321,44.0,4638,373,41,2375,2261,0,2,3229,295.45,0.789,0.905,0.357,0.097,0.385,-0.670,1.571,0.3165,2.7924,0.625,0.001,0.022,0.064,-0.010,125,27,156,0,212,0,97714.20,25482.638,26925.972,29.768,11217.224,31.426,25089.452,8713.523,6194.101,12648.451,10118.761,6816.253,218.502,5528.585,0.000133,-0.005614
1351,45.0,4530,349,40,2265,2265,0,0,3110,329.91,0.798,0.919,0.363,0.099,0.379,-0.672,1.579,0.3187,2.7904,0.639,0.001,0.022,0.064,-0.011,117,15,147,0,227,0,93936.48,23940.921,26219.395,24.896,10648.899,35.064,24978.594,8614.392,5999.772,12060.893,9648.714,6363.725,368.286,5225.974,0.000167,-0.004224
1381,46.0,4352,309,40,2147,2205,0,0,2969,290.35,0.805,0.926,0.369,0.102,0.377,-0.673,1.587,0.3157,2.7814,0.651,0.003,0.020,0.064,-0.012,108,27,142,0,239,0,89853.01,22557.879,25078.215,26.170,9551.433,27.329,24648.946,8515.525,5728.388,10030.879,8024.704,5825.263,362.651,4658.794,0.000167,-0.002539
1411,47.0,4150,300,40,2054,2096,0,0,2724,313.88,0.805,0.924,0.370,0.101,0.378,-0.675,1.595,0.3154,2.7697,0.660,0.002,0.021,0.063,-0.011,80,26,128,0,244,0,83766.15,20914.205,22283.674,21.354,8976.201,26.245,23833.170,8247.178,5341.856,8350.643,6680.514,5654.926,194.643,4364.191,0.000279,-0.000359
1441,48.0,3975,283,40,1972,2003,0,0,2529,298.44,0.805,0.923,0.374,0.100,0.380,-0.675,1.597,0.3150,2.7502,0.680,0.002,0.020,0.063,-0.011,100,29,109,0,222,0,78616.59,19496.011,21166.017,19.032,8152.161,29.824,22825.121,7894.215,4928.846,7935.442,6348.353,4625.229,68.021,3902.090,0.000115,-0.000740
1471,49.0,3762,264,40,1864,1898,0,0,2339,374.64,0.806,0.922,0.375,0.100,0.381,-0.676,1.606,0.3121,2.7448,0.673,0.002,0.021,0.062,-0.010,83,39,78,0,246,0,73645.07,18053.679,18833.319,17.385,7463.984,24.922,21772.288,7488.606,4484.539,6413.480,5130.784,3161.749,186.755,3499.273,0.000137,-0.001534
1501,50.0,3574,258,38,1767,1807,0,0,2114,401.68,0.807,0.923,0.378,0.099,0.382,-0.676,1.611,0.3089,2.7469,0.686,0.002,0.018,0.061,-0.010,87,39,88,0,223,0,67956.80,16508.737,18249.908,11.195,6734.642,26.145,20824.825,7064.608,4107.897,6967.734,5574.187,3763.071,71.921,3232.240,0.000132,-0.002569
1531,51.0,3359,229,38,1673,1686,0,0,1922,403.53,0.803,0.920,0.379,0.097,0.385,-0.675,1.617,0.3110,2.7498,0.691,0.002,0.018,0.061,-0.009,81,42,69,0,229,0,63633.32,15492.821,16569.397,13.014,6079.413,25.262,19686.680,6566.318,3693.223,5274.025,4219.220,2521.146,47.208,2829.340,0.000134,-0.000955
1561,52.0,3116,278,38,1586,1530,0,0,1725,409.42,0.794,0.906,0.374,0.094,0.393,-0.676,1.621,0.3095,2.7352,0.718,0.001,0.018,0.061,-0.006,80,62,59,0,207,0,58101.10,14275.559,13769.754,5.472,5363.174,28.307,18271.745,6006.637,3324.188,3597.334,2877.867,2753.870,25.381,2481.714,0.000083,-0.000274
1591,53.0,2956,234,38,1517,1439,0,0,1592,397.86,0.791,0.897,0.371,0.093,0.396,-0.676,1.626,0.3081,2.7330,0.730,0.003,0.017,0.061,-0.005,79,62,36,0,174,0,54658.77,13351.857,13986.341,3.045,5082.486,26.752,17050.093,5546.504,2983.386,4795.656,3836.525,1855.575,130.983,2257.900,0.000153,-0.000002
1621,54.0,2776,223,38,1443,1333,0,0,1420,451.05,0.787,0.891,0.367,0.092,0.400,-0.680,1.628,0.3111,2.7445,0.734,0.003,0.017,0.062,-0.005,76,64,44,0,170,0,50858.31,12311.125,12643.951,3.731,4589.301,24.035,16136.916,5257.597,2695.621,4173.784,3339.027,1659.483,115.971,2058.927,0.000134,0.001372
1651,55.0,2607,218,36,1367,1240,0,0,1253,470.96,0.785,0.884,0.364,0.092,0.404,-0.682,1.632,0.3105,2.7230,0.750,0.003,0.019,0.062,-0.005,84,57,27,0,165,0,47888.62,11413.982,11869.856,2.347,4155.628,30.120,15186.070,4919.136,2344.037,3430.588,2744.471,1288.068,62.998,1769.443,0.000165,0.000122
1681,56.0,2493,227,36,1317,1176,0,0,1127,467.92,0.783,0.880,0.366,0.092,0.406,-0.684,1.637,0.3119,2.7439,0.760,0.002,0.018,0.062,-0.004,88,57,30,0,117,0,44479.73,10839.219,10620.790,12.972,3954.544,25.572,14431.440,4642.535,2057.360,3828.230,3062.584,1222.943,71.114,1690.829,0.000131,-0.001682
1711,57.0,2361,189,36,1262,1099,0,0,1016,478.95,0.778,0.872,0.361,0.091,0.410,-0.684,1.642,0.3093,2.7583,0.758,0.002,0.015,0.061,-0.004,69,70,20,0,106,0,41758.88,10224.839,10132.346,2.185,3770.305,26.346,13705.627,4437.013,1840.278,2767.495,2213.996,879.056,80.086,1584.667,0.000137,-0.002902
1741,58.0,2215,197,36,1203,1012,0,0,879,521.77,0.771,0.859,0.361,0.090,0.415,-0.685,1.644,0.3038,2.7414,0.750,0.002,0.012,0.061,-0.003,83,60,20,0,126,0,39244.07,9542.761,9198.238,1.616,3366.874,27.693,12810.868,4091.321,1600.832,2504.098,2003.278,808.456,53.478,1391.650,0.000112,-0.002425
1771,59.0,2112,217,36,1167,945,0,0,775,489.60,0.764,0.848,0.357,0.089,0.421,-0.686,1.646,0.3070,2.7390,0.779,0.003,0.013,0.061,-0.003,72,60,13,0,98,0,37739.24,9327.157,9196.371,1.088,3311.984,27.805,12145.027,3831.019,1398.664,2880.793,2304.634,715.487,29.808,1333.280,0.000111,-0.002923
1801,60.0,2048,201,32,1133,915,0,0,686,442.05,0.765,0.844,0.353,0.088,0.421,-0.688,1.645,0.3034,2.7253,0.781,0.003,0.012,0.060,-0.003,91,57,21,0,67,0,36910.53,9013.508,9735.980,1.720,3105.219,31.073,11634.228,3742.640,1218.305,3574.286,2859.429,936.271,35.133,1298.483,0.000165,-0.001361
1831,61.0,1989,183,32,1108,881,0,0,609,494.57,0.763,0.838,0.351,0.087,0.424,-0.690,1.643,0.3047,2.7261,0.782,0.003,0.009,0.060,-0.003,82,46,18,0,54,0,35650.91,8890.901,8525.869,1.486,3277.802,28.793,11307.597,3619.622,1047.650,2514.688,2011.750,821.948,35.654,1342.474,0.000077,-0.001054
1861,62.0,1917,236,32,1074,843,0,0,550,557.58,0.761,0.832,0.351,0.086,0.426,-0.693,1.647,0.3016,2.6984,0.786,0.003,0.011,0.060,-0.002,82,52,20,0,61,0,34697.90,8819.817,8267.853,1.598,3211.389,33.391,11026.869,3408.644,950.667,2644.941,2115.953,809.434,17.194,1300.477,0.000088,-0.000786
1891,63.0,1868,260,32,1049,819,0,0,475,527.89,0.761,0.828,0.352,0.086,0.426,-0.696,1.649,0.3020,2.7218,0.802,0.003,0.011,0.059,-0.004,89,48,24,0,54,0,35058.30,8727.437,9354.147,7.022,3218.484,30.868,10716.060,3273.122,827.341,3301.860,2641.488,934.705,20.778,1295.827,0.000106,0.000010
1921,64.0,1850,248,32,1030,820,0,0,429,477.12,0.760,0.830,0.354,0.087,0.423,-0.697,1.648,0.3039,2.7107,0.774,0.003,0.016,0.058,-0.005,100,47,24,0,43,0,36424.67,8634.386,10324.285,2.048,3120.185,31.921,10554.987,3312.130,740.465,4028.071,3222.457,915.421,38.981,1226.756,0.000121,-0.000735
1951,65.0,1865,235,30,1022,843,0,0,399,446.93,0.768,0.839,0.357,0.087,0.417,-0.701,1.648,0.3049,2.7066,0.780,0.003,0.019,0.058,-0.007,94,38,25,0,31,0,38871.80,8834.740,11281.222,6.773,3536.120,32.671,10545.353,3375.177,653.249,4701.895,3761.516,770.078,72.040,1319.330,0.000120,-0.000358
1981,66.0,1895,288,30,1007,888,0,0,358,462.60,0.778,0.856,0.366,0.089,0.407,-0.704,1.648,0.3022,2.7197,0.792,0.003,0.014,0.057,-0.009,111,40,20,0,23,0,40892.40,9164.998,11065.343,1.913,3567.576,32.172,10893.133,3469.950,606.239,4781.414,3825.131,846.612,122.685,1316.747,0.000133,-0.001095
2011,67.0,1965,256,30,1004,961,0,0,334,462.10,0.790,0.876,0.377,0.092,0.393,-0.705,1.648,0.3060,2.7309,0.791,0.003,0.012,0.056,-0.014,95,33,24,0,21,0,44539.45,9453.887,13678.954,5.540,3912.574,30.458,11424.406,3710.953,554.255,6156.373,4925.098,1016.571,76.839,1477.034,0.000087,-0.001526
2041,68.0,2021,263,30,998,1023,0,0,318,438.83,0.801,0.893,0.385,0.094,0.382,-0.708,1.648,0.3017,2.7045,0.790,0.003,0.011,0.055,-0.018,95,34,26,0,27,0,47413.98,9926.724,14074.880,2.755,4646.738,31.597,12029.563,4089.688,503.890,6123.597,4898.877,1180.116,389.392,1712.457,0.000102,-0.001002
2071,69.0,2113,285,30,997,1116,0,0,324,366.21,0.821,0.915,0.391,0.097,0.368,-0.712,1.648,0.3061,2.6782,0.792,0.003,0.014,0.055,-0.022,100,28,29,0,24,0,51073.17,10321.971,15416.036,3.421,4641.467,28.559,12693.707,4278.773,489.553,7653.498,6122.798,1195.634,184.869,1709.007,0.000099,-0.001382
2101,70.0,2231,246,29,989,1242,0,0,347,311.73,0.842,0.940,0.400,0.100,0.350,-0.712,1.651,0.3021,2.7004,0.794,0.001,0.011,0.054,-0.029,89,33,43,0,20,0,55537.17,10805.219,18620.702,5.237,5284.304,21.487,13742.098,4746.562,527.468,9369.946,7495.957,1870.169,249.175,1957.700,0.000129,-0.002208
2131,71.0,2329,248,29,990,1339,0,0,351,311.10,0.859,0.959,0.405,0.102,0.338,-0.715,1.650,0.3045,2.7123,0.790,0.001,0.011,0.053,-0.032,102,30,54,0,28,0,59322.52,11336.537,19223.174,4.908,5518.174,26.847,14736.093,5271.671,547.159,9185.579,7348.463,2087.002,297.632,2002.593,0.000107,-0.002491
2161,72.0,2409,270,29,990,1419,0,0,377,293.87,0.866,0.969,0.417,0.105,0.328,-0.717,1.649,0.3045,2.7073,0.769,0.002,0.013,0.053,-0.036,104,36,67,0,23,0,63270.73,11633.021,20947.869,8.962,5568.065,26.654,15519.251,5614.724,561.890,8885.960,7108.768,2762.669,248.883,2157.030,0.000170,-0.002346
2191,73.0,2532,264,29,993,1539,0,0,405,294.83,0.883,0.988,0.426,0.108,0.315,-0.720,1.648,0.3028,2.6892,0.782,0.003,0.016,0.053,-0.038,99,42,76,0,29,0,68681.73,12302.579,24236.855,6.904,6099.983,22.358,16426.092,5909.808,598.154,11860.400,9488.320,3227.502,259.149,2342.560,0.000163,-0.001493
2221,74.0,2647,291,29,991,1656,0,0,451,268.05,0.894,1.003,0.439,0.111,0.304,-0.719,1.647,0.3024,2.6734,0.787,0.001,0.011,0.052,-0.042,93,43,93,0,28,0,73004.55,13027.451,25361.539,9.017,6775.023,24.176,17533.719,6325.005,651.051,12078.202,9662.562,4204.253,312.193,2633.318,0.000190,-0.000085
