tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual
331,11.0,1387,887,46,209,1132,7,39,20,125.43,0.882,1.016,0.087,0.819,0.117,-0.714,1.488,0.3338,2.2936,0.819,0.330,0.033,0.076,-0.081,86,78,196,0,3,0,52549.48,2209.703,21266.632,40.043,639.670,10.426,9030.903,3470.392,30.295,10717.262,8573.810,6154.214,503.298,963.561,0.000146,-0.007013
361,12.0,1379,1044,46,219,1124,6,30,17,108.70,0.891,1.009,0.084,0.797,0.121,-0.727,1.485,0.3461,2.2886,0.816,0.306,0.034,0.076,-0.081,85,56,228,0,2,0,53229.39,2393.490,21577.317,55.312,853.145,14.576,8937.695,3401.655,25.244,10753.916,8603.133,7143.466,600.730,1086.632,0.000132,-0.007681
391,13.0,1450,1125,46,223,1200,4,23,19,124.47,0.918,1.017,0.085,0.781,0.118,-0.738,1.484,0.3399,2.2986,0.834,0.296,0.038,0.080,-0.081,103,48,210,0,3,0,57491.64,2554.749,25608.191,47.344,806.508,12.002,9242.783,3529.284,26.127,13194.779,10555.823,6684.713,743.365,1082.809,0.000201,-0.007364
421,14.0,1558,1168,46,236,1300,3,19,22,124.56,0.935,1.026,0.081,0.776,0.117,-0.743,1.475,0.3504,2.2928,0.819,0.280,0.036,0.082,-0.081,91,42,221,0,0,0,62958.26,2769.822,28442.282,48.873,519.056,13.051,10122.862,3866.420,31.908,14489.220,11591.376,7195.274,708.713,971.338,0.000164,-0.006745
451,15.0,1727,1146,42,251,1458,3,15,22,105.42,0.950,1.036,0.079,0.739,0.114,-0.749,1.469,0.3503,2.3017,0.820,0.295,0.033,0.084,-0.078,88,44,204,0,3,0,69830.12,3042.362,31424.236,36.509,620.629,13.246,11172.574,4328.934,36.167,16695.120,13356.096,6901.099,752.044,1101.398,0.000166,-0.006717
481,16.0,1891,1026,42,270,1608,3,10,26,117.94,0.968,1.041,0.077,0.715,0.113,-0.756,1.465,0.3467,2.3145,0.811,0.278,0.031,0.087,-0.076,97,46,268,0,1,0,76721.22,3342.984,36268.005,59.378,1174.733,9.141,12463.458,5065.690,39.405,19446.500,15557.200,9178.409,755.581,1387.431,0.000140,-0.007205
511,17.0,2019,1053,42,293,1715,2,9,21,103.43,0.982,1.042,0.072,0.713,0.115,-0.762,1.464,0.3616,2.3076,0.803,0.263,0.028,0.087,-0.075,95,45,278,0,5,0,81429.12,3676.902,35613.632,59.107,811.776,10.589,13563.275,5576.780,38.876,18412.310,14729.849,9419.321,1114.767,1246.264,0.000165,-0.007419
541,18.0,2199,965,42,328,1862,2,7,23,111.16,0.992,1.046,0.070,0.693,0.118,-0.767,1.465,0.3515,2.3060,0.761,0.265,0.034,0.091,-0.073,112,49,283,0,1,0,89703.55,4177.569,41591.229,47.784,1239.576,10.635,14791.538,5961.079,37.764,20855.173,16684.139,9823.181,1369.419,1388.140,0.000163,-0.007938
571,19.0,2335,907,42,361,1966,2,6,23,107.58,1.004,1.043,0.073,0.665,0.121,-0.772,1.460,0.3572,2.3171,0.732,0.233,0.035,0.092,-0.069,102,62,340,0,1,0,95042.80,4674.736,42613.494,56.130,1220.634,13.253,16227.041,6478.027,37.954,21902.043,17521.635,11581.073,1460.926,1839.672,0.000177,-0.006006
601,20.0,2473,794,39,396,2068,2,7,22,110.04,1.019,1.040,0.075,0.620,0.125,-0.775,1.466,0.3627,2.2895,0.726,0.220,0.028,0.094,-0.065,110,67,367,0,2,0,101078.37,5145.618,46131.215,43.415,1250.780,10.782,17326.844,7092.419,37.843,23525.850,18820.680,12866.048,1523.612,1732.750,0.000170,-0.005273
631,21.0,2534,805,39,454,2071,2,7,23,126.17,1.029,1.027,0.078,0.564,0.137,-0.775,1.464,0.3648,2.2614,0.699,0.189,0.034,0.096,-0.063,122,83,416,0,3,0,105504.46,5917.994,46385.597,56.796,1591.329,11.383,18102.621,7427.849,34.425,23321.659,18657.327,14251.177,1409.311,2044.580,0.000170,-0.004488
661,22.0,2694,882,39,514,2172,2,6,29,127.81,1.037,1.016,0.081,0.529,0.145,-0.778,1.465,0.3666,2.2407,0.679,0.169,0.038,0.098,-0.060,108,55,363,0,0,0,112802.88,6618.145,47948.851,45.042,1647.056,16.423,18978.486,7655.918,37.981,23986.576,19189.261,12266.674,1715.129,1862.111,0.000179,-0.003508
691,23.0,2903,761,39,592,2303,2,6,33,107.42,1.045,1.007,0.079,0.512,0.153,-0.780,1.468,0.3715,2.2310,0.647,0.169,0.043,0.100,-0.059,109,63,364,0,2,0,122531.18,7522.517,53098.902,46.711,1478.728,15.879,20418.828,8141.907,45.812,26913.362,21530.690,13222.867,1872.600,1855.146,0.000273,-0.004881
721,24.0,3046,738,39,676,2363,2,5,42,112.82,1.043,0.994,0.080,0.484,0.164,-0.782,1.472,0.3705,2.2105,0.632,0.148,0.038,0.099,-0.059,116,72,430,0,2,0,127295.27,8641.268,52008.994,44.293,1796.643,16.802,21591.650,8493.635,54.427,27138.525,21710.820,15961.792,2017.343,2383.919,0.000234,-0.006363
751,25.0,3263,719,38,796,2461,2,4,48,130.32,1.046,0.977,0.080,0.439,0.177,-0.782,1.466,0.3797,2.1956,0.611,0.127,0.036,0.101,-0.055,99,66,358,0,4,0,135054.80,9982.618,52581.041,46.521,2165.776,16.962,22788.214,8985.754,68.922,27018.567,21614.854,13014.703,2532.116,2057.229,0.000164,-0.005912
781,26.0,3369,680,38,916,2448,2,3,40,128.68,1.043,0.956,0.080,0.402,0.193,-0.784,1.467,0.3804,2.1674,0.591,0.110,0.036,0.102,-0.051,120,91,449,0,5,0,139525.11,11344.548,54122.490,52.615,3413.065,17.285,23922.777,9320.976,69.323,27293.663,21834.931,16636.415,2761.379,2879.734,0.000250,-0.005691
811,27.0,3551,577,38,1060,2487,1,3,51,130.54,1.042,0.936,0.080,0.361,0.208,-0.787,1.466,0.3892,2.1688,0.593,0.103,0.037,0.104,-0.044,120,76,477,0,3,0,147047.03,13006.814,57641.508,58.771,3148.198,17.621,24704.293,9516.083,72.474,31252.498,25001.999,17459.141,2333.736,2848.941,0.000208,-0.006157
841,28.0,3736,582,38,1225,2506,1,4,87,116.34,1.034,0.912,0.080,0.321,0.227,-0.791,1.467,0.3923,2.1389,0.573,0.100,0.035,0.106,-0.036,144,88,410,0,3,0,155624.72,14933.516,55150.298,41.101,2637.698,21.895,25611.563,9763.853,102.310,28726.475,22981.180,15228.028,2621.713,2474.462,0.000230,-0.007032
871,29.0,4031,557,38,1409,2618,1,3,128,119.19,1.029,0.897,0.083,0.291,0.241,-0.794,1.465,0.3973,2.1445,0.565,0.087,0.033,0.108,-0.032,157,84,349,0,4,0,167058.61,16841.740,56857.433,28.879,3491.679,24.930,27033.588,10325.179,169.026,30876.936,24701.549,13255.694,2839.693,2495.597,0.000243,-0.006772
901,30.0,4370,573,38,1631,2735,1,3,202,128.57,1.018,0.877,0.082,0.271,0.255,-0.799,1.465,0.3993,2.1291,0.550,0.083,0.032,0.109,-0.025,164,80,341,0,4,0,180369.34,18803.382,58979.998,40.942,3471.362,29.922,28882.714,10949.091,252.235,31528.861,25223.089,13251.124,2458.758,2413.907,0.000259,-0.004373
931,31.0,4714,485,38,1903,2806,2,3,285,130.57,1.001,0.851,0.083,0.241,0.275,-0.805,1.468,0.3976,2.1049,0.528,0.075,0.030,0.110,-0.019,185,89,412,0,17,0,191230.53,21560.902,61378.215,31.727,3976.387,27.998,30806.838,11634.385,371.482,35715.277,28572.222,16463.573,2712.417,2977.900,0.000253,-0.003229
961,32.0,5108,464,38,2231,2872,2,3,412,146.64,0.978,0.825,0.087,0.221,0.297,-0.810,1.469,0.3957,2.1091,0.511,0.066,0.033,0.110,-0.012,173,93,372,0,18,0,202465.80,24338.454,59161.773,29.328,4623.319,27.132,32275.808,12070.244,543.604,35153.335,28122.669,14595.839,2927.630,2850.493,0.000245,-0.001218
991,33.0,5355,460,38,2546,2807,1,1,598,143.29,0.951,0.794,0.090,0.201,0.322,-0.814,1.469,0.3997,2.0850,0.496,0.057,0.036,0.110,-0.007,195,116,457,0,32,0,209437.78,26769.424,58188.390,47.710,6061.319,30.021,33367.286,12054.545,789.506,34480.108,27584.087,18624.962,2804.439,3496.795,0.000273,-0.001229
1021,34.0,5670,452,38,2893,2775,1,1,882,151.16,0.924,0.765,0.092,0.184,0.345,-0.819,1.469,0.4011,2.0698,0.502,0.053,0.033,0.110,-0.001,236,109,452,0,42,0,219033.02,30482.557,57970.348,35.506,7099.283,35.591,34005.760,12070.362,1181.868,37038.078,29630.463,18108.987,2409.276,3709.299,0.000329,0.001085
1051,35.0,6000,437,38,3293,2706,0,1,1280,154.32,0.895,0.734,0.096,0.162,0.370,-0.824,1.467,0.4027,2.0494,0.474,0.048,0.033,0.110,0.005,235,114,457,0,70,0,229618.53,33979.057,57981.356,29.020,7275.411,35.018,34915.178,12194.771,1771.611,38411.887,30729.510,18052.829,2865.527,3921.624,0.000304,-0.000237
1081,36.0,5997,389,38,3507,2489,0,1,1783,141.21,0.867,0.708,0.098,0.153,0.394,-0.827,1.469,0.4065,2.0203,0.481,0.095,0.098,0.109,0.009,229,95,357,0,73,0,247302.97,36955.112,56318.310,18.186,8381.564,39.048,34640.699,11748.965,2545.122,20622.804,16498.244,14656.412,4336.468,3554.956,0.000319,0.002397
1111,37.0,5996,444,38,3689,2306,0,1,2292,198.82,0.840,0.685,0.100,0.142,0.414,-0.829,1.470,0.4080,2.0109,0.496,0.153,0.160,0.108,0.012,229,61,282,0,82,0,262109.66,39010.694,53959.112,24.807,8577.971,45.777,33421.490,10877.415,3371.645,16705.711,13364.569,15119.441,8599.566,3457.232,0.000342,0.005868
1141,38.0,5998,435,38,3923,2074,0,1,2897,190.46,0.805,0.656,0.099,0.134,0.440,-0.832,1.472,0.4046,2.0076,0.490,0.186,0.222,0.107,0.014,259,53,314,0,91,0,270865.25,40237.040,54121.746,24.474,10027.396,47.193,31994.402,10001.582,4383.386,17044.747,13635.798,19289.799,12522.649,4026.894,0.000301,0.007882
1171,39.0,5997,471,38,4066,1930,0,1,3434,185.08,0.783,0.638,0.098,0.125,0.456,-0.837,1.474,0.4066,1.9942,0.480,0.213,0.271,0.107,0.018,280,34,223,0,118,0,280104.09,40963.711,52002.823,22.647,11512.164,60.709,30668.291,9236.461,5363.753,14699.513,11759.611,15309.115,16332.893,3899.930,0.000444,0.004396
1201,40.0,5996,481,38,4233,1762,0,1,3851,214.35,0.756,0.618,0.099,0.121,0.474,-0.840,1.475,0.4055,2.0039,0.480,0.223,0.325,0.106,0.020,261,21,238,0,134,0,283026.56,41273.718,49679.722,20.274,11835.187,59.976,29607.292,8653.844,6204.608,14729.590,11783.673,17011.804,19598.054,4029.713,0.000392,0.009742
1231,41.0,6000,464,38,4380,1619,0,1,4176,249.54,0.733,0.601,0.100,0.119,0.490,-0.841,1.477,0.4064,1.9867,0.472,0.223,0.350,0.105,0.022,267,17,201,0,131,0,283286.34,40936.977,47165.703,19.231,12120.717,69.799,28614.185,8053.238,6872.099,13221.787,10577.430,16186.433,21577.683,3914.161,0.000508,0.016076
1261,42.0,5993,460,38,4511,1481,0,1,4357,261.70,0.711,0.584,0.099,0.114,0.506,-0.844,1.480,0.4083,2.0252,0.469,0.232,0.400,0.104,0.024,284,12,169,0,138,0,285054.06,41028.982,46071.333,14.299,10966.405,81.021,27617.248,7624.440,7342.096,11282.603,9026.082,14901.664,22207.092,3397.807,0.000253,0.016754
1291,43.0,6000,449,38,4605,1395,0,0,4473,264.44,0.698,0.574,0.099,0.109,0.516,-0.846,1.484,0.4084,2.0461,0.484,0.243,0.414,0.104,0.025,296,10,153,0,129,0,285743.31,40958.013,41784.710,12.093,10762.815,80.114,26822.423,7168.802,7634.128,11284.976,9027.981,13671.245,21182.600,3329.386,0.000340,0.018583
1321,44.0,6000,448,38,4675,1325,0,0,4520,299.48,0.687,0.566,0.101,0.106,0.525,-0.849,1.483,0.4084,2.0309,0.482,0.250,0.432,0.104,0.026,320,5,103,0,118,0,285821.00,40660.273,39773.656,7.766,11914.379,87.837,26256.331,6900.134,7845.404,8129.366,6503.493,10715.650,23951.183,3069.428,0.000351,0.022156
1351,45.0,5996,427,38,4739,1257,0,0,4485,322.99,0.676,0.557,0.101,0.103,0.532,-0.850,1.485,0.4086,2.0381,0.478,0.242,0.457,0.103,0.027,272,9,96,0,149,0,283352.69,39398.592,37891.576,6.434,12472.853,93.488,25759.745,6645.364,7795.913,9048.863,7239.091,11167.315,23727.076,2859.739,0.000301,0.023877
1381,46.0,6000,459,38,4806,1194,0,0,4493,312.18,0.665,0.550,0.100,0.098,0.540,-0.851,1.486,0.4093,2.0327,0.486,0.238,0.453,0.103,0.028,320,8,101,0,110,0,279821.09,38385.862,34125.154,9.886,12402.153,95.561,25362.056,6419.936,7844.012,8068.909,6455.127,9916.158,22123.312,2773.250,0.000575,0.027552
1411,47.0,5999,415,38,4871,1128,0,0,4422,347.17,0.655,0.541,0.100,0.094,0.548,-0.852,1.486,0.4091,2.0252,0.481,0.233,0.457,0.104,0.028,282,10,84,0,123,0,272803.47,37538.020,32650.362,5.994,13449.700,104.286,24819.746,6128.302,7756.865,7644.335,6115.468,10029.493,24080.689,2868.032,0.000443,0.031625
1441,48.0,5997,431,38,4944,1053,0,0,4354,345.14,0.642,0.533,0.102,0.093,0.557,-0.852,1.489,0.4094,2.0382,0.484,0.220,0.477,0.103,0.028,283,11,102,0,114,0,264765.16,35984.366,29682.053,13.285,12317.181,104.179,24405.352,5886.798,7679.208,8067.575,6454.060,10179.113,21101.035,2852.999,0.000309,0.032319
1471,49.0,6000,408,38,4990,1010,0,0,4314,366.64,0.635,0.527,0.103,0.091,0.563,-0.855,1.491,0.4083,2.0369,0.480,0.213,0.446,0.103,0.029,309,7,65,0,125,0,258985.81,34839.972,27666.939,3.381,10949.402,109.581,23999.224,5649.669,7581.006,6984.793,5587.834,7788.601,19508.190,2365.993,0.000292,0.031204
1501,50.0,6000,342,38,5028,972,0,0,4312,454.69,0.629,0.523,0.103,0.089,0.568,-0.858,1.494,0.4081,2.0327,0.485,0.199,0.427,0.103,0.029,298,16,68,0,139,0,253220.09,33509.327,25637.244,3.584,9911.448,112.400,23775.991,5507.864,7522.600,8041.401,6433.121,7460.006,16803.880,2237.253,0.000428,0.034519
1531,51.0,5996,301,38,5072,924,0,0,4416,446.44,0.621,0.518,0.103,0.087,0.575,-0.861,1.498,0.4087,2.0784,0.481,0.190,0.417,0.103,0.030,320,9,76,0,121,0,246025.06,32392.416,23783.449,4.646,10272.206,116.941,23550.751,5317.620,7577.933,7210.458,5768.367,7571.872,15715.347,2199.927,0.000329,0.036574
1561,52.0,5999,326,38,5119,880,0,0,4400,447.46,0.613,0.512,0.104,0.090,0.581,-0.862,1.503,0.4080,2.0359,0.474,0.166,0.414,0.103,0.031,316,13,72,0,147,0,235640.70,31100.912,20836.226,3.425,10555.226,122.137,23352.047,5222.968,7673.940,8187.909,6550.327,7775.936,14303.525,2358.933,0.000381,0.041586
1591,53.0,6000,303,38,5147,853,0,0,4434,466.92,0.607,0.509,0.104,0.091,0.586,-0.862,1.507,0.4076,2.0327,0.479,0.146,0.355,0.103,0.030,307,9,64,0,151,0,225232.92,30133.148,19745.330,3.822,9925.551,133.263,23069.928,5084.449,7664.961,8010.473,6408.379,7904.429,12607.282,2356.946,0.000389,0.047264
1621,54.0,6000,254,38,5164,836,0,0,4410,494.75,0.606,0.507,0.104,0.088,0.589,-0.867,1.512,0.4058,2.0690,0.467,0.129,0.347,0.103,0.031,311,12,63,0,170,0,215832.94,28921.148,17977.647,3.508,10278.894,129.440,23005.004,5019.606,7683.762,8906.047,7124.838,6970.770,9730.046,2111.901,0.000526,0.053176
1651,55.0,6000,264,37,5210,790,0,0,4379,471.92,0.598,0.502,0.104,0.088,0.596,-0.870,1.515,0.4048,2.0557,0.470,0.109,0.346,0.103,0.031,329,9,70,0,146,0,204316.66,28211.864,15702.301,14.128,11009.317,137.355,22907.405,4911.359,7627.285,7955.632,6364.506,6266.564,9874.396,2266.438,0.000258,0.054951
1681,56.0,6000,262,37,5225,775,0,0,4377,550.97,0.596,0.501,0.105,0.089,0.600,-0.872,1.521,0.4052,2.0385,0.466,0.088,0.293,0.103,0.030,340,17,75,0,171,0,191128.48,27281.866,14029.823,10.695,10319.516,134.125,22722.674,4716.513,7574.276,9626.971,7701.577,6740.108,8629.300,2202.294,0.000501,0.059118
1711,57.0,5998,253,37,5244,754,0,0,4280,440.26,0.593,0.499,0.105,0.091,0.606,-0.878,1.529,0.4031,2.0308,0.467,0.058,0.253,0.103,0.030,358,18,94,0,221,0,178034.48,26838.694,13579.280,3.231,10822.080,136.304,22649.574,4638.292,7504.041,12277.795,9822.236,7075.210,7069.339,2123.183,0.000203,0.060619
1741,58.0,5994,203,37,5194,800,0,0,4268,508.42,0.603,0.505,0.108,0.094,0.603,-0.881,1.533,0.4027,2.0348,0.465,0.038,0.166,0.103,0.031,337,24,90,0,233,0,166053.27,26508.986,13427.806,7.642,12734.782,150.713,22798.987,4712.552,7405.924,13699.922,10959.938,6163.412,5885.077,2219.725,0.000279,0.059353
1771,59.0,6000,195,37,5121,879,0,0,4252,507.49,0.617,0.517,0.113,0.098,0.598,-0.886,1.539,0.4057,2.0261,0.472,0.021,0.066,0.104,0.030,333,19,105,0,265,0,151962.69,26132.058,11624.019,3.509,13568.405,150.030,23458.143,5004.652,7400.865,16282.467,13025.974,7182.281,3094.781,2452.945,0.000299,0.055617
1801,60.0,5879,181,36,4953,926,0,0,4192,500.07,0.632,0.529,0.118,0.103,0.593,-0.894,1.545,0.4026,2.0429,0.484,0.015,0.037,0.104,0.029,311,19,145,0,297,0,138548.20,26035.344,11961.178,3.816,16818.732,136.009,24046.986,5277.471,7373.476,15268.775,12215.020,7753.943,1061.585,2847.598,0.000203,0.054487
1831,61.0,5661,194,36,4710,951,0,0,4035,484.97,0.645,0.538,0.125,0.099,0.589,-0.901,1.550,0.4010,2.0637,0.496,0.011,0.039,0.105,0.028,279,39,185,0,324,0,124917.22,25999.080,13075.354,6.070,17924.089,125.752,24005.334,5464.291,7215.636,15423.998,12339.198,8960.042,1063.159,2918.236,0.000243,0.052749
1861,62.0,5352,205,36,4376,976,0,0,3810,492.88,0.663,0.553,0.133,0.099,0.582,-0.906,1.558,0.4004,2.0778,0.521,0.008,0.031,0.105,0.026,307,37,174,0,411,0,110911.81,25877.084,12575.022,8.106,19825.809,135.282,23570.739,5601.254,6889.451,15152.090,12121.672,9611.569,850.067,2912.113,0.000246,0.050882
1891,63.0,5045,180,36,4030,1015,0,0,3502,536.61,0.685,0.572,0.141,0.099,0.572,-0.911,1.569,0.3984,2.1199,0.547,0.005,0.030,0.106,0.024,309,43,181,0,398,0,98907.55,25657.673,13980.824,10.212,20796.714,135.537,23352.736,5880.861,6418.620,15386.553,12309.243,9175.634,842.670,2905.133,0.000227,0.048892
1921,64.0,4755,207,36,3705,1050,0,0,3263,547.92,0.710,0.591,0.151,0.097,0.563,-0.912,1.579,0.3980,2.0920,0.560,0.002,0.027,0.107,0.024,250,44,173,0,349,0,88459.52,25704.200,13967.141,3.246,18867.893,117.580,22782.311,5900.418,5968.553,13990.185,11192.148,9166.707,807.251,2699.351,0.000212,0.049537
1951,65.0,4474,223,36,3395,1079,0,0,2916,432.74,0.735,0.611,0.160,0.092,0.553,-0.912,1.591,0.3961,2.1253,0.586,0.001,0.027,0.108,0.024,255,39,176,0,332,0,81525.95,25444.169,15809.594,2.383,16917.793,127.040,22477.159,6119.261,5407.203,13430.536,10744.429,8276.399,795.485,2428.100,0.000247,0.051224
1981,66.0,4282,231,36,3166,1116,0,0,2666,562.76,0.758,0.629,0.172,0.090,0.543,-0.914,1.603,0.3944,2.0991,0.597,0.002,0.021,0.109,0.024,248,24,163,0,250,0,77358.05,25687.568,16646.177,2.664,14859.307,125.020,22105.251,6139.991,4815.208,12457.497,9965.998,7961.272,782.619,2208.464,0.000188,0.050760
2011,67.0,4166,224,36,2993,1173,0,0,2526,472.26,0.782,0.648,0.184,0.088,0.530,-0.914,1.615,0.3925,2.0922,0.614,0.001,0.020,0.111,0.024,226,25,155,0,212,0,76890.13,25937.991,20059.221,2.377,14972.947,116.001,22225.755,6343.860,4497.879,14000.783,11200.627,7986.398,459.335,2154.129,0.000194,0.049933
2041,68.0,4072,253,36,2860,1212,0,0,2421,354.74,0.800,0.663,0.194,0.086,0.521,-0.915,1.625,0.3938,2.1089,0.619,0.000,0.022,0.112,0.023,209,14,169,0,166,0,77032.66,26568.129,20898.719,4.112,14341.191,99.667,22564.783,6640.787,4254.985,13237.203,10589.763,8425.410,675.316,2119.707,0.000224,0.049050
2071,69.0,4025,281,36,2738,1287,0,0,2304,433.38,0.825,0.683,0.205,0.086,0.507,-0.916,1.634,0.3927,2.0897,0.631,0.000,0.019,0.114,0.023,193,19,145,0,162,0,80687.08,27244.127,23142.851,1.904,14789.002,104.591,22773.562,6761.846,4042.782,14532.032,11625.626,7519.941,737.825,1992.106,0.000235,0.051065
2101,70.0,4023,247,33,2657,1366,0,0,2238,292.94,0.849,0.701,0.214,0.086,0.494,-0.917,1.640,0.3936,2.0766,0.626,0.001,0.023,0.114,0.024,189,13,172,0,124,0,83711.48,27764.133,25275.316,3.021,16465.970,91.955,23766.097,7184.045,3835.448,16122.034,12897.628,8668.344,1074.828,2264.905,0.000317,0.054718
2131,71.0,4062,265,33,2593,1469,0,0,2232,335.40,0.876,0.722,0.223,0.087,0.480,-0.918,1.646,0.3936,2.0894,0.633,0.001,0.023,0.115,0.023,183,12,181,0,93,0,88584.95,28936.237,27265.730,4.137,16849.039,86.419,24566.853,7582.293,3736.683,16948.260,13558.608,8596.226,1127.946,2332.985,0.000238,0.057113
2161,72.0,4098,260,33,2515,1583,0,0,2190,306.26,0.907,0.742,0.234,0.089,0.464,-0.920,1.653,0.3934,2.0991,0.630,0.001,0.019,0.115,0.021,176,20,196,0,112,0,94454.45,29691.931,31155.098,2.353,18084.486,85.318,25873.388,8184.358,3645.251,19087.075,15269.660,10020.475,916.330,2522.659,0.000179,0.057855
2191,73.0,4186,249,33,2465,1721,0,0,2184,249.50,0.937,0.764,0.241,0.091,0.447,-0.920,1.656,0.3941,2.0839,0.638,0.000,0.016,0.116,0.020,182,14,206,0,106,0,100905.80,30923.693,34067.934,2.167,19841.364,86.691,27211.706,8736.903,3589.879,21779.246,17423.397,11006.544,906.363,2735.203,0.000188,0.058323
2221,74.0,4276,249,33,2403,1873,0,0,2194,297.99,0.970,0.785,0.250,0.092,0.429,-0.920,1.662,0.3945,2.0749,0.636,0.000,0.013,0.118,0.018,164,14,216,0,103,0,109799.41,31755.190,37914.790,2.502,20499.634,64.588,28949.556,9482.127,3563.619,22317.973,17854.379,10611.300,872.454,2836.219,0.000220,0.059073
