tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual
841,28.0,5503,497,37,2949,2544,3,7,887,175.65,0.644,0.805,0.100,0.040,0.377,-0.889,1.636,0.3683,3.0586,0.477,0.061,0.042,0.133,0.028,150,70,528,0,36,0,190323.14,29676.801,32902.583,118.304,8945.955,23.249,20476.775,7529.013,1093.958,30025.179,24020.143,16564.839,1752.793,3246.773,0.000166,-0.007885
871,29.0,5773,484,37,3310,2454,3,6,1299,189.82,0.639,0.786,0.121,0.046,0.400,-0.888,1.635,0.3751,3.0493,0.468,0.052,0.043,0.132,0.031,193,64,622,0,42,0,194522.25,32962.653,34030.992,83.345,15196.479,26.496,21448.139,7751.754,1657.993,34552.461,27641.969,19217.000,1571.354,4321.155,0.000234,-0.007468
901,30.0,5996,521,33,3596,2394,2,4,1755,151.76,0.635,0.779,0.144,0.049,0.416,-0.888,1.639,0.3755,3.0668,0.467,0.047,0.069,0.131,0.032,187,44,652,0,42,0,196346.97,37032.720,32786.822,92.319,21796.738,32.617,22505.555,7631.616,2363.501,33594.074,26875.260,21435.133,2251.187,5181.331,0.000261,-0.008006
931,31.0,6000,620,33,3764,2228,3,5,2267,182.79,0.631,0.770,0.166,0.053,0.433,-0.889,1.639,0.3760,3.0363,0.470,0.057,0.132,0.131,0.033,208,23,599,0,60,0,198017.28,39125.451,33031.740,67.490,22940.401,36.522,23229.154,7111.217,3162.301,24384.644,19507.716,22571.336,4154.201,5449.228,0.000306,-0.011480
961,32.0,6000,659,33,3882,2112,2,4,2785,175.16,0.629,0.771,0.191,0.056,0.445,-0.890,1.640,0.3767,3.0925,0.473,0.054,0.223,0.131,0.035,198,22,521,0,90,0,197268.34,40090.017,33846.059,86.104,31531.854,45.174,23588.198,6553.776,3999.777,22828.532,18262.826,21368.532,8228.397,6466.732,0.000399,-0.013979
991,33.0,6000,680,33,3963,2034,0,3,3345,234.05,0.633,0.778,0.215,0.060,0.453,-0.890,1.644,0.3761,3.1010,0.475,0.050,0.295,0.131,0.038,198,19,477,0,105,0,191208.11,41299.914,31867.752,83.277,34171.943,46.925,24036.492,6200.983,4903.948,22012.149,17609.720,21506.257,11733.739,6527.332,0.000282,-0.013249
1021,34.0,6000,582,33,4002,1996,1,1,3699,165.02,0.638,0.788,0.240,0.062,0.456,-0.888,1.648,0.3754,3.1223,0.481,0.030,0.298,0.133,0.041,218,15,498,0,132,0,179088.92,42170.387,35112.065,263.944,34558.538,51.814,24570.925,6749.210,5646.395,24025.710,19220.568,26045.742,14476.893,7371.266,0.000386,-0.014630
1051,35.0,5997,587,32,3953,2043,0,1,3961,224.88,0.647,0.813,0.265,0.067,0.451,-0.888,1.653,0.3716,3.1949,0.492,0.016,0.339,0.135,0.042,208,9,361,0,139,0,171357.45,42514.527,31518.943,148.703,37029.131,51.135,25402.642,7900.824,6180.600,19514.365,15611.492,18919.306,12661.560,6945.834,0.000316,-0.013732
1081,36.0,6000,565,32,3865,2134,0,1,4206,205.26,0.659,0.842,0.289,0.072,0.441,-0.883,1.658,0.3746,3.2003,0.508,0.007,0.328,0.137,0.043,195,8,286,0,135,0,164932.05,42588.331,30090.130,85.535,33399.077,51.536,26313.601,8560.899,6609.465,16961.994,13569.596,16809.690,11289.406,6213.950,0.000331,-0.011577
1111,37.0,6000,530,32,3733,2266,0,1,4337,268.39,0.672,0.875,0.313,0.074,0.427,-0.883,1.661,0.3728,3.1938,0.525,0.005,0.320,0.140,0.045,180,8,201,0,184,0,165683.86,41924.921,30717.416,71.645,29642.865,47.565,27291.544,8043.596,6934.850,15719.549,12575.640,11627.023,9816.727,5104.522,0.000229,-0.011243
1141,38.0,5999,463,32,3623,2375,0,1,4404,258.77,0.682,0.899,0.327,0.077,0.415,-0.883,1.667,0.3710,3.2114,0.525,0.007,0.325,0.142,0.046,148,7,145,0,162,0,167813.83,40958.006,31251.983,130.533,26037.883,43.276,28148.539,7375.929,7174.711,12454.033,9963.227,10091.649,10539.575,4389.333,0.000352,-0.016193
1171,39.0,6000,385,32,3480,2519,0,1,4177,317.48,0.695,0.930,0.346,0.081,0.401,-0.883,1.674,0.3684,3.1953,0.539,0.005,0.314,0.145,0.046,144,5,127,0,203,0,168485.06,39098.033,31099.064,93.261,25062.807,36.306,28986.438,7675.172,7125.036,13349.761,10679.809,8964.119,10091.066,4107.346,0.000317,-0.020404
1201,40.0,5996,306,29,3347,2648,0,1,4104,282.03,0.708,0.957,0.361,0.084,0.387,-0.882,1.682,0.3685,3.2044,0.547,0.004,0.277,0.147,0.047,112,6,162,0,194,0,166466.89,37476.850,30947.169,168.287,24255.585,35.720,29863.614,9059.055,6830.701,14284.113,11427.291,10570.719,7383.605,4045.953,0.000182,-0.020427
1231,41.0,6000,254,29,3187,2812,0,1,4064,322.01,0.723,0.991,0.378,0.089,0.371,-0.882,1.691,0.3661,3.1885,0.561,0.004,0.231,0.150,0.047,95,15,165,0,223,0,163346.92,36157.922,27665.059,79.938,22425.521,29.730,30912.154,9836.755,6742.424,16282.003,13025.603,8790.765,3782.613,3701.772,0.000246,-0.019934
1261,42.0,6000,215,29,3054,2945,0,1,4012,274.86,0.736,1.019,0.391,0.092,0.357,-0.883,1.696,0.3624,3.1854,0.575,0.004,0.181,0.152,0.048,85,7,171,0,205,0,157311.73,34416.855,26479.369,65.091,20382.712,30.093,31804.264,10120.462,6703.306,15417.814,12334.252,9061.185,2832.865,3390.870,0.000315,-0.022464
1291,43.0,6000,207,29,2909,3091,0,0,4027,302.79,0.750,1.048,0.404,0.096,0.342,-0.883,1.702,0.3669,3.1927,0.589,0.003,0.131,0.155,0.048,76,20,161,0,228,0,150495.91,32908.691,25785.914,74.077,19164.208,20.709,32604.515,10019.863,6668.514,16409.737,13127.790,8030.236,1816.523,3162.905,0.000240,-0.025735
1321,44.0,6000,184,29,2767,3233,0,0,4006,321.80,0.767,1.075,0.416,0.100,0.326,-0.884,1.708,0.3618,3.1859,0.602,0.001,0.077,0.157,0.049,66,22,153,0,232,0,140928.98,30781.613,24484.060,71.124,17945.944,17.705,33530.690,10618.004,6588.034,16610.943,13288.754,6655.573,1257.493,2931.730,0.000235,-0.026600
1351,45.0,5937,155,27,2640,3297,0,0,3999,342.18,0.781,1.094,0.422,0.101,0.316,-0.884,1.714,0.3623,3.1792,0.611,0.001,0.023,0.159,0.050,55,29,188,0,268,0,126065.48,29011.986,22207.025,85.781,16508.049,15.835,34390.931,11583.050,6583.774,17278.865,13823.092,7126.678,310.258,2717.841,0.000187,-0.027791
1381,46.0,5647,159,27,2527,3120,0,0,3922,324.38,0.783,1.088,0.421,0.102,0.319,-0.885,1.719,0.3582,3.1582,0.616,0.001,0.015,0.159,0.050,50,33,178,0,276,0,111472.62,26887.970,20192.029,80.576,14700.382,15.830,33692.356,11303.671,6518.536,7975.302,6380.242,6082.781,164.665,2396.351,0.000180,-0.027794
1411,47.0,5272,146,27,2398,2874,0,0,3634,360.28,0.780,1.078,0.419,0.101,0.324,-0.886,1.724,0.3536,3.1489,0.628,0.002,0.015,0.159,0.049,52,39,153,0,350,0,98594.88,25112.914,19530.276,66.666,13184.760,15.666,31880.942,10100.892,6222.053,6777.917,5422.334,5752.548,139.265,2136.328,0.000250,-0.026857
1441,48.0,4820,152,27,2260,2560,0,0,3280,401.18,0.774,1.059,0.412,0.098,0.334,-0.888,1.731,0.3556,3.1402,0.648,0.002,0.014,0.158,0.048,64,45,149,0,399,0,87053.90,23207.155,17070.002,68.199,11950.638,16.917,29323.543,9190.186,5666.048,5728.122,4582.497,4618.073,80.220,1862.635,0.000121,-0.026527
1471,49.0,4461,143,27,2138,2323,0,0,2902,394.67,0.769,1.046,0.407,0.098,0.342,-0.890,1.737,0.3497,3.1326,0.651,0.002,0.014,0.157,0.048,52,48,106,0,341,0,79260.83,21334.083,17406.118,39.598,11021.708,18.768,26896.328,8605.144,5054.761,5546.670,4437.336,3279.602,35.882,1591.821,0.000159,-0.026711
1501,50.0,4079,168,26,2024,2055,0,0,2566,389.73,0.759,1.026,0.399,0.094,0.354,-0.891,1.742,0.3496,3.1438,0.639,0.002,0.016,0.156,0.048,77,52,99,0,341,0,70726.40,19373.008,14647.067,27.186,9664.629,20.303,24394.015,7681.755,4474.129,4482.188,3585.750,3629.551,26.464,1479.343,0.000147,-0.026353
1531,51.0,3779,180,26,1912,1867,0,0,2216,436.78,0.754,1.015,0.395,0.091,0.362,-0.893,1.744,0.3494,3.1433,0.665,0.003,0.015,0.156,0.046,69,53,45,0,304,0,65946.21,17813.462,14212.042,18.687,8530.602,25.326,22401.604,6850.953,3910.342,4188.029,3350.423,1571.523,98.888,1153.461,0.000137,-0.025383
1561,52.0,3515,164,26,1804,1711,0,0,1984,490.61,0.749,1.006,0.392,0.090,0.367,-0.894,1.749,0.3526,3.1451,0.690,0.003,0.020,0.155,0.045,64,67,27,0,261,0,62911.48,16552.420,13823.797,18.047,7980.641,20.947,20586.386,6272.787,3403.156,3679.622,2943.697,1159.481,233.416,1037.846,0.000138,-0.025059
1591,53.0,3287,146,26,1701,1586,0,0,1711,514.92,0.748,1.001,0.390,0.090,0.371,-0.895,1.752,0.3518,3.1380,0.690,0.003,0.023,0.155,0.045,59,51,40,0,220,0,58346.82,15328.838,11497.859,22.682,7267.593,21.333,19224.678,5688.329,2983.281,3456.482,2765.186,1732.142,135.778,958.540,0.000213,-0.024035
1621,54.0,3084,137,26,1613,1471,0,0,1535,529.68,0.744,0.995,0.388,0.089,0.375,-0.896,1.757,0.3479,3.1655,0.701,0.003,0.019,0.155,0.044,80,62,17,0,204,0,54893.65,14111.842,10847.882,5.828,6398.863,24.747,17989.183,5379.636,2602.431,3191.742,2553.393,958.323,52.570,798.230,0.000121,-0.023246
1651,55.0,2887,138,25,1536,1351,0,0,1337,508.86,0.739,0.985,0.387,0.089,0.383,-0.897,1.761,0.3486,3.1641,0.700,0.003,0.020,0.154,0.043,70,70,16,0,190,0,51602.43,12981.443,10148.310,4.640,5989.856,25.482,16826.011,4969.238,2268.946,3221.496,2577.197,973.415,21.586,722.112,0.000095,-0.023270
1681,56.0,2722,156,25,1468,1254,0,0,1183,536.24,0.736,0.977,0.387,0.087,0.388,-0.898,1.764,0.3396,3.1824,0.706,0.003,0.026,0.154,0.043,66,62,23,0,146,0,48397.82,12179.995,9162.551,7.057,5574.988,25.545,15868.371,4559.014,1981.481,2673.049,2138.439,817.479,79.637,713.622,0.000129,-0.024658
1711,57.0,2582,147,25,1408,1174,0,0,1045,526.39,0.733,0.970,0.389,0.087,0.393,-0.899,1.765,0.3439,3.1680,0.727,0.003,0.022,0.154,0.042,60,63,22,0,132,0,45675.91,11527.259,9054.726,7.064,5056.573,25.182,15015.541,4352.497,1736.632,3090.701,2472.561,953.738,5.180,629.228,0.000117,-0.024300
1741,58.0,2447,167,25,1355,1092,0,0,912,549.99,0.730,0.959,0.386,0.087,0.400,-0.899,1.766,0.3417,3.1595,0.722,0.003,0.025,0.154,0.041,75,74,11,0,110,0,43476.91,10857.813,8318.168,0.510,4754.856,24.999,14287.094,3989.259,1528.906,2433.556,1946.845,434.113,81.660,567.754,0.000098,-0.024009
1771,59.0,2319,184,25,1306,1013,0,0,797,591.11,0.726,0.946,0.383,0.085,0.406,-0.900,1.768,0.3392,3.1525,0.718,0.003,0.027,0.153,0.041,66,66,10,0,92,0,41230.52,10429.685,7225.858,2.482,4367.796,29.326,13473.512,3750.183,1296.294,1676.307,1341.045,477.044,51.699,520.417,0.000104,-0.024132
1801,60.0,2249,174,25,1271,978,0,0,713,572.95,0.725,0.946,0.385,0.084,0.408,-0.902,1.768,0.3429,3.1654,0.724,0.004,0.027,0.153,0.041,63,68,11,0,64,0,40473.59,10021.586,8378.205,0.103,4185.404,29.818,12971.875,3453.563,1143.440,2940.250,2352.200,393.753,144.102,462.051,0.000084,-0.024223
1831,61.0,2156,179,25,1243,913,0,0,635,566.61,0.718,0.930,0.381,0.082,0.416,-0.902,1.767,0.3419,3.1820,0.744,0.004,0.030,0.152,0.041,68,73,8,0,64,0,39702.46,10007.194,7438.135,0.081,4209.865,28.724,12470.581,3431.264,1006.772,2133.057,1706.446,355.328,61.575,464.404,0.000096,-0.023429
1861,62.0,2094,183,25,1213,881,0,0,562,562.61,0.717,0.926,0.383,0.084,0.419,-0.901,1.769,0.3417,3.1507,0.728,0.005,0.041,0.151,0.040,87,59,17,0,58,0,39028.20,9682.664,7896.308,0.203,4331.371,26.867,12078.662,3266.228,897.554,2915.165,2332.132,684.925,215.777,527.257,0.000090,-0.024011
1891,63.0,2048,217,25,1197,851,0,0,505,573.27,0.714,0.921,0.383,0.084,0.423,-0.902,1.771,0.3422,3.1762,0.727,0.004,0.033,0.150,0.040,62,58,13,0,33,0,38857.68,9783.638,7510.998,0.176,4312.327,28.498,11807.579,3133.916,792.210,2374.643,1899.714,527.755,208.927,520.019,0.000130,-0.026178
1921,64.0,2037,214,25,1185,852,0,0,470,557.66,0.717,0.925,0.386,0.084,0.421,-0.903,1.768,0.3403,3.1645,0.725,0.004,0.045,0.151,0.040,75,53,20,0,28,0,39900.22,9851.970,8666.835,0.160,4254.226,26.833,11676.967,3023.037,720.330,3616.568,2893.255,692.330,127.918,512.523,0.000084,-0.026383
1951,65.0,2007,218,24,1165,842,0,0,414,572.46,0.720,0.928,0.387,0.085,0.421,-0.904,1.767,0.3448,3.1814,0.730,0.004,0.050,0.151,0.038,72,49,19,0,35,0,40897.09,10048.924,8598.140,0.150,4518.612,27.812,11704.491,3160.260,644.227,3061.483,2449.186,692.539,283.731,552.805,0.000092,-0.026482
1981,66.0,2019,260,24,1154,865,0,0,395,604.78,0.724,0.940,0.394,0.087,0.415,-0.906,1.764,0.3469,3.1920,0.733,0.003,0.043,0.152,0.039,68,44,10,0,26,0,42707.87,10400.227,8940.520,0.055,4903.090,24.237,11694.649,3070.837,582.623,3712.657,2970.125,558.172,305.438,575.764,0.000152,-0.027063
2011,67.0,2076,248,24,1155,921,0,0,376,610.51,0.736,0.958,0.400,0.091,0.405,-0.907,1.761,0.3460,3.2048,0.726,0.003,0.052,0.154,0.040,73,36,14,0,18,0,46402.91,10657.903,11219.256,0.095,5063.900,27.541,12105.582,3230.035,548.380,5174.518,4139.615,414.944,300.121,548.246,0.000105,-0.027344
2041,68.0,2141,278,24,1151,990,0,0,348,536.68,0.748,0.980,0.410,0.096,0.393,-0.907,1.762,0.3428,3.1947,0.727,0.003,0.044,0.155,0.041,104,26,29,0,13,0,48846.22,11074.028,11171.897,0.215,5579.081,27.291,12731.517,3453.806,505.939,5491.333,4393.067,1004.119,314.362,694.821,0.000115,-0.027820
2071,69.0,2216,282,24,1147,1069,0,0,331,438.14,0.762,1.007,0.419,0.098,0.379,-0.906,1.763,0.3421,3.1808,0.723,0.003,0.045,0.156,0.042,76,33,35,0,21,0,52713.57,11321.092,13512.481,0.383,5568.601,24.445,13399.477,3649.863,487.252,6808.780,5447.024,1216.128,145.685,706.446,0.000147,-0.028020
2101,70.0,2301,259,24,1143,1158,0,0,295,426.77,0.779,1.033,0.429,0.101,0.365,-0.907,1.762,0.3404,3.1963,0.717,0.003,0.052,0.158,0.042,84,31,41,0,17,0,56332.02,11866.760,14468.045,0.331,6534.621,26.747,14181.836,4096.397,436.385,7205.185,5764.148,1386.990,356.217,817.823,0.000146,-0.028944
2131,71.0,2372,314,24,1152,1220,0,0,292,427.74,0.789,1.047,0.439,0.101,0.357,-0.908,1.765,0.3423,3.1755,0.721,0.003,0.036,0.159,0.043,74,51,58,0,19,0,58285.78,12329.149,14436.841,0.499,6865.320,27.000,15009.342,4466.641,407.101,8205.568,6564.455,2171.508,136.514,980.514,0.000151,-0.028390
2161,72.0,2479,293,24,1158,1321,0,0,292,359.67,0.802,1.070,0.450,0.103,0.345,-0.911,1.764,0.3408,3.1719,0.713,0.003,0.039,0.160,0.044,76,25,50,0,13,0,64174.98,12998.354,18551.084,0.444,7177.435,26.968,15837.154,4709.114,403.198,8069.044,6455.236,1654.630,540.026,902.750,0.000137,-0.029320
2191,73.0,2622,292,24,1165,1457,0,0,299,328.07,0.820,1.097,0.463,0.106,0.330,-0.912,1.763,0.3402,3.1303,0.710,0.003,0.039,0.162,0.046,71,34,40,0,10,0,70101.12,13840.600,19066.776,0.300,7144.842,21.893,16883.051,4855.007,404.499,9443.337,7554.670,1644.231,456.808,849.270,0.000128,-0.030156
2221,74.0,2762,288,24,1184,1578,0,0,309,317.62,0.833,1.117,0.474,0.110,0.320,-0.912,1.762,0.3390,3.1360,0.723,0.003,0.042,0.164,0.047,74,47,58,0,13,0,75141.77,14690.306,20269.460,0.544,8870.720,20.707,18261.088,5568.486,407.567,10632.358,8505.887,2095.444,355.134,1105.474,0.000090,-0.030277
2251,75.0,2903,295,24,1198,1705,0,0,325,280.63,0.847,1.137,0.485,0.112,0.309,-0.912,1.758,0.3374,3.1367,0.709,0.005,0.039,0.165,0.048,75,42,70,0,16,0,79464.30,15294.124,21622.355,0.625,9114.225,18.515,19539.919,6057.657,429.674,11200.373,8960.299,2630.147,525.873,1171.224,0.000148,-0.031499
