tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual
31,1.0,476,11294,0,161,134,80,101,0,11.78,0.882,0.796,0.224,0.213,0.232,-0.114,1.540,0.3047,1.2932,0.795,0.360,0.200,0.103,-0.013,46,0,37,0,0,0,26424.29,1373.089,9675.475,89.370,146.356,9.772,2366.082,605.352,0.000,4324.383,3459.506,2089.040,1761.745,457.906,0.000114,0.001335
61,2.0,599,9785,0,175,233,75,116,0,22.82,0.909,0.882,0.259,0.236,0.209,-0.247,1.524,0.3118,1.5928,0.812,0.394,0.170,0.094,-0.022,66,0,23,0,0,0,31812.79,1419.868,12259.992,30.457,57.421,17.892,2867.933,727.886,0.000,5851.704,4681.364,1251.244,2112.210,192.204,0.000100,0.002090
91,3.0,869,7855,0,178,494,69,128,1,34.28,0.940,1.015,0.299,0.249,0.170,-0.414,1.520,0.3161,1.9985,0.792,0.427,0.126,0.083,-0.031,73,1,34,0,0,0,43164.22,1471.583,22098.188,56.494,51.123,20.351,4301.666,1252.571,0.114,11987.358,9589.886,1600.058,2495.413,227.537,0.000144,0.000919
121,4.0,1267,5536,0,186,862,67,152,5,38.26,0.977,1.108,0.317,0.247,0.146,-0.489,1.524,0.3107,2.2085,0.825,0.414,0.106,0.076,-0.031,108,6,43,0,0,0,58733.59,1555.924,31229.222,32.507,92.703,29.875,6892.730,2026.289,2.816,17984.582,14387.666,1890.343,2582.666,256.522,0.000185,-0.000970
151,5.0,1587,3505,71,195,1164,61,167,10,52.49,0.969,1.155,0.284,0.202,0.137,-0.522,1.527,0.3239,2.3357,0.814,0.395,0.092,0.073,-0.026,129,29,89,0,0,0,69447.08,1662.220,30650.552,77.214,68.216,29.077,9346.027,3047.788,9.163,17146.797,13717.438,3194.287,2279.319,370.552,0.000176,-0.001564
181,6.0,1885,1506,71,217,1440,57,171,12,59.58,0.957,1.182,0.269,0.170,0.135,-0.550,1.531,0.3103,2.4507,0.762,0.350,0.082,0.070,-0.026,130,60,206,0,1,0,78290.78,1792.939,37721.149,171.377,82.403,26.745,11512.223,4619.806,15.626,21650.536,17320.429,7448.229,2126.580,789.190,0.000160,-0.001852
211,7.0,1853,726,71,227,1413,52,161,18,69.88,0.957,1.178,0.253,0.157,0.139,-0.554,1.533,0.3125,2.4906,0.747,0.317,0.070,0.071,-0.026,127,80,251,0,1,0,71426.20,1924.935,21769.637,105.724,116.170,22.334,12183.885,4538.154,21.294,11504.297,9203.438,9405.713,1141.096,1073.871,0.000173,-0.003598
241,8.0,1552,828,71,240,1134,39,139,19,112.23,0.963,1.149,0.251,0.153,0.155,-0.545,1.536,0.3107,2.4221,0.776,0.287,0.069,0.073,-0.023,102,111,251,0,4,0,57414.94,2086.727,8180.337,97.799,191.653,20.472,10957.981,3951.255,25.784,2518.795,2015.036,7584.423,421.270,931.656,0.000129,-0.004030
271,9.0,1437,797,71,254,1035,31,117,22,132.85,0.948,1.135,0.229,0.156,0.168,-0.550,1.531,0.3130,2.4552,0.787,0.268,0.059,0.074,-0.022,98,113,114,0,1,0,53129.32,2294.544,11448.229,27.726,227.746,19.190,9414.016,3323.320,29.482,4305.858,3444.686,3313.835,652.124,462.173,0.000132,-0.005667
301,10.0,1372,726,61,274,974,23,101,19,152.01,0.933,1.126,0.222,0.149,0.179,-0.565,1.533,0.3084,2.5202,0.757,0.255,0.055,0.075,-0.023,74,109,96,0,3,0,52569.70,2520.308,13777.425,33.488,111.407,12.690,8704.780,3332.350,31.226,5483.972,4387.178,2843.704,520.926,361.054,0.000064,-0.005962
331,11.0,1317,734,61,306,901,19,91,20,163.45,0.926,1.106,0.227,0.143,0.198,-0.571,1.538,0.3050,2.5598,0.740,0.232,0.061,0.074,-0.023,83,89,117,0,3,0,52160.62,2775.002,14556.200,42.558,426.659,10.995,8221.987,3407.993,30.945,5915.189,4732.151,3491.823,828.248,618.805,0.000112,-0.006239
361,12.0,1298,774,61,319,892,14,73,22,175.57,0.930,1.106,0.235,0.147,0.205,-0.588,1.534,0.3056,2.5930,0.766,0.232,0.058,0.074,-0.024,90,51,105,0,1,0,53917.51,3091.349,15891.833,45.061,431.713,12.808,8006.949,3122.804,30.151,5582.411,4465.929,3512.894,848.858,633.215,0.000121,-0.006293
391,13.0,1311,903,61,346,890,11,64,20,164.51,0.928,1.092,0.246,0.138,0.216,-0.598,1.540,0.2970,2.6030,0.732,0.237,0.061,0.074,-0.023,114,36,124,0,3,0,55780.37,3491.042,16777.783,52.246,409.295,14.238,8003.307,2969.414,30.015,7142.668,5714.135,4239.244,1088.005,699.695,0.000151,-0.005270
421,14.0,1362,1045,61,382,916,9,55,23,166.61,0.933,1.085,0.258,0.138,0.228,-0.608,1.543,0.2999,2.6074,0.715,0.217,0.073,0.075,-0.023,106,38,114,0,0,0,58123.95,3820.882,17518.992,64.098,655.891,11.358,8330.234,3047.327,30.634,8011.440,6409.152,3985.605,1216.561,847.749,0.000139,-0.003594
451,15.0,1462,1121,53,419,984,8,51,26,153.98,0.925,1.090,0.246,0.139,0.235,-0.614,1.534,0.3057,2.6598,0.716,0.203,0.064,0.073,-0.020,104,34,123,0,4,0,61577.60,4391.493,19982.960,26.829,675.266,12.682,8817.498,3314.503,33.694,10096.129,8076.903,4297.136,1625.765,839.806,0.000175,-0.001438
481,16.0,1576,1076,53,471,1050,8,47,29,142.48,0.927,1.081,0.230,0.129,0.243,-0.613,1.531,0.2956,2.6666,0.671,0.189,0.059,0.072,-0.016,124,45,142,0,3,0,65920.26,4930.908,22914.753,46.087,645.022,12.951,9371.274,3627.589,37.564,11837.407,9469.926,5457.007,1545.767,1142.414,0.000182,0.001210
511,17.0,1677,1073,53,518,1104,7,48,29,134.96,0.929,1.075,0.218,0.114,0.251,-0.615,1.539,0.3014,2.6578,0.663,0.189,0.051,0.072,-0.011,126,47,162,0,1,0,70796.29,5542.920,24227.204,65.756,524.770,14.659,9921.924,3900.285,43.478,12333.592,9866.873,6055.630,1414.309,1157.504,0.000208,0.001863
541,18.0,1844,1027,53,587,1214,7,36,32,159.05,0.928,1.073,0.205,0.106,0.261,-0.632,1.534,0.2936,2.6974,0.646,0.170,0.049,0.072,-0.011,120,44,166,0,2,0,78469.77,6371.387,27272.442,56.335,637.431,13.461,10567.924,4241.665,41.406,14909.904,11927.924,5718.727,1280.316,1194.672,0.000139,0.002578
571,19.0,2010,1096,53,679,1296,6,29,37,148.79,0.935,1.060,0.205,0.104,0.270,-0.639,1.535,0.2961,2.6913,0.599,0.146,0.051,0.073,-0.012,160,32,183,0,2,0,84470.59,7122.463,27086.833,64.702,821.376,14.207,11712.437,4602.147,48.087,15223.129,12178.503,6304.000,1317.964,1243.909,0.000190,0.001865
601,20.0,2149,982,47,759,1359,5,26,46,133.60,0.937,1.051,0.220,0.110,0.275,-0.640,1.534,0.2918,2.6483,0.608,0.136,0.050,0.073,-0.011,152,40,205,0,1,0,91739.82,8204.658,30617.926,59.215,1306.232,17.242,12566.920,4833.979,65.302,15620.169,12496.136,7486.537,1921.640,1614.160,0.000153,0.002953
