tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual
1141,38.0,5999,787,41,5358,640,0,1,4501,358.90,0.552,0.452,0.135,0.060,0.583,-0.849,1.590,0.3810,1.8901,0.466,0.401,0.763,0.131,-0.086,283,1,57,0,93,0,325798.06,54611.792,20357.471,2.404,18455.362,99.736,19863.144,3870.591,7349.217,4788.844,3831.076,7739.962,26863.102,3846.498,0.000489,-0.017400
1171,39.0,6000,830,41,5398,601,0,1,4485,362.67,0.545,0.447,0.136,0.058,0.588,-0.849,1.592,0.3798,1.8839,0.471,0.408,0.749,0.131,-0.085,289,1,60,0,80,0,328175.69,54417.600,19291.747,4.722,18166.881,97.293,19610.455,3715.675,7368.727,4720.675,3776.540,8330.324,27453.373,3913.762,0.000513,-0.013303
1201,40.0,6000,859,41,5423,576,0,1,4436,387.55,0.541,0.444,0.137,0.058,0.591,-0.848,1.593,0.3807,1.8752,0.465,0.413,0.773,0.132,-0.085,276,0,39,0,85,0,331711.41,53172.588,18032.360,4.755,16990.751,100.326,19480.861,3593.485,7366.411,3951.139,3160.911,6960.684,26032.165,3450.140,0.000438,-0.015058
1231,41.0,6000,824,41,5456,543,0,1,4406,425.99,0.536,0.441,0.138,0.056,0.595,-0.850,1.594,0.3812,1.8624,0.469,0.420,0.772,0.132,-0.084,247,1,42,0,87,0,332843.12,51496.026,18953.371,2.619,15601.358,104.110,19397.024,3507.681,7337.121,4139.870,3311.896,7798.167,26996.596,3455.744,0.000511,-0.013829
1261,42.0,6000,760,41,5491,508,0,1,4446,409.16,0.530,0.436,0.139,0.054,0.599,-0.850,1.595,0.3821,1.8689,0.468,0.427,0.776,0.133,-0.084,271,3,48,0,86,0,331985.91,50149.537,17305.172,3.353,15735.442,105.487,19231.897,3436.210,7378.389,4332.477,3465.982,8154.854,25707.972,3539.454,0.000324,-0.013799
1291,43.0,5997,750,41,5498,498,0,1,4427,429.68,0.529,0.435,0.140,0.053,0.600,-0.848,1.594,0.3815,1.8813,0.458,0.421,0.782,0.133,-0.084,260,3,23,0,87,0,331273.81,47889.754,15614.975,1.034,15553.253,110.368,19187.474,3369.518,7453.507,3641.891,2913.513,5813.532,24285.616,3379.841,0.000529,-0.012026
1321,44.0,6000,724,41,5509,490,0,1,4404,509.55,0.527,0.434,0.141,0.053,0.603,-0.848,1.594,0.3829,1.8612,0.469,0.409,0.760,0.133,-0.083,280,1,29,0,117,0,326212.91,46537.050,14829.796,3.554,16025.886,112.213,19237.364,3289.421,7438.216,4909.822,3927.858,8234.141,23734.182,3516.029,0.000417,-0.012758
1351,45.0,5998,729,39,5529,468,0,1,4305,521.00,0.523,0.431,0.141,0.053,0.606,-0.851,1.593,0.3817,1.8516,0.475,0.397,0.742,0.134,-0.083,312,3,30,0,93,0,321548.41,45511.075,12842.236,2.796,16388.967,115.160,19226.442,3306.250,7303.573,3875.715,3100.572,6338.395,22456.553,3614.254,0.000719,-0.021238
1381,46.0,5997,729,39,5541,455,0,1,4298,530.47,0.521,0.429,0.142,0.054,0.608,-0.853,1.593,0.3816,1.8197,0.465,0.398,0.754,0.134,-0.084,277,4,23,0,95,0,316831.47,43105.084,12569.564,1.436,15290.199,112.978,19255.489,3121.288,7170.616,3830.473,3064.378,5792.555,21136.125,3150.832,0.000413,-0.025580
1411,47.0,6000,718,39,5548,452,0,0,4351,540.45,0.520,0.428,0.142,0.054,0.609,-0.853,1.595,0.3806,1.8179,0.473,0.386,0.726,0.135,-0.084,286,2,23,0,91,0,312221.22,41582.436,12058.991,1.228,14446.147,111.801,19339.547,3128.815,7252.310,3905.080,3124.064,5163.455,19630.206,2957.539,0.000555,-0.031759
1441,48.0,5998,645,39,5546,452,0,0,4349,536.39,0.520,0.427,0.144,0.054,0.610,-0.855,1.596,0.3794,1.8105,0.465,0.371,0.695,0.135,-0.084,285,3,17,0,107,0,305715.91,39670.046,11365.306,1.057,15129.601,117.370,19476.559,3225.023,7274.371,4143.234,3314.587,5011.166,18668.247,3057.731,0.000449,-0.031920
1471,49.0,6000,623,39,5560,440,0,0,4339,577.96,0.518,0.426,0.144,0.054,0.612,-0.853,1.599,0.3823,1.7977,0.469,0.348,0.705,0.135,-0.084,270,5,28,0,98,0,295466.41,37540.996,10558.655,1.351,15839.489,121.272,19598.792,3310.966,7238.768,4271.174,3416.939,5846.640,18441.016,3060.086,0.000373,-0.030734
1501,50.0,5998,553,36,5569,429,0,0,4307,681.63,0.517,0.424,0.145,0.055,0.614,-0.850,1.602,0.3833,1.7696,0.471,0.328,0.690,0.136,-0.084,280,6,24,0,114,0,286126.22,35941.670,9491.751,1.434,13797.924,123.552,19677.628,3234.889,7136.844,4578.120,3662.496,5252.369,15872.210,2685.471,0.000478,-0.031050
1531,51.0,6000,566,36,5584,416,0,0,4282,659.65,0.515,0.422,0.146,0.055,0.617,-0.850,1.605,0.3816,1.7600,0.467,0.306,0.692,0.136,-0.083,288,2,25,0,98,0,276746.06,34482.771,8235.031,1.248,13897.836,121.141,19772.704,3187.083,7070.797,4076.626,3261.301,4019.800,14262.137,2971.350,0.000359,-0.033085
1561,52.0,5999,519,36,5590,409,0,0,4244,713.03,0.513,0.421,0.147,0.055,0.619,-0.852,1.606,0.3806,1.7678,0.464,0.286,0.663,0.137,-0.083,273,10,26,0,127,0,266112.78,32843.147,8031.695,1.361,12683.000,116.379,19807.370,2984.098,6960.179,5260.798,4208.639,4838.697,13271.651,2595.327,0.000602,-0.037895
1591,53.0,6000,471,36,5598,402,0,0,4242,691.38,0.511,0.420,0.149,0.055,0.621,-0.853,1.610,0.3800,1.7616,0.464,0.261,0.619,0.138,-0.082,292,6,26,0,164,0,254288.89,31448.727,7326.859,1.404,11959.997,122.049,19819.107,2870.064,6898.009,6338.127,5070.502,5402.419,11981.999,2361.660,0.000537,-0.043669
1621,54.0,5997,476,36,5596,401,0,0,4197,697.19,0.510,0.418,0.151,0.054,0.623,-0.852,1.612,0.3805,1.7328,0.467,0.239,0.559,0.139,-0.083,249,7,30,0,156,0,242230.83,30346.822,6215.427,1.277,11715.144,110.472,19915.239,2903.550,6845.117,6311.677,5049.342,4910.137,10308.352,2476.847,0.000304,-0.045887
1651,55.0,5999,406,35,5607,392,0,0,4163,644.40,0.508,0.416,0.152,0.054,0.626,-0.851,1.615,0.3786,1.7111,0.470,0.214,0.559,0.140,-0.083,259,13,30,0,152,0,231407.75,29536.570,6817.425,1.219,11055.967,115.800,19959.609,2838.948,6749.827,6377.508,5102.007,4387.317,9544.686,2422.402,0.000526,-0.045707
1681,56.0,5996,366,35,5599,397,0,0,4161,769.02,0.508,0.415,0.155,0.055,0.627,-0.851,1.619,0.3775,1.6943,0.474,0.190,0.514,0.141,-0.083,275,16,25,0,160,0,220190.72,28668.987,5871.577,1.265,10621.469,116.667,20036.935,2825.725,6667.875,6531.894,5225.515,3967.969,8698.049,2255.936,0.000365,-0.044033
1711,57.0,6000,333,35,5586,413,0,1,4202,737.56,0.510,0.416,0.158,0.056,0.628,-0.849,1.622,0.3771,1.6413,0.475,0.165,0.447,0.142,-0.084,287,19,34,0,157,0,208083.58,28450.946,5191.466,2.658,11804.279,120.124,20175.856,2821.459,6661.232,7405.444,5924.355,4562.950,7403.527,2646.096,0.000375,-0.043360
1741,58.0,6000,310,35,5581,418,0,1,4184,753.78,0.511,0.415,0.160,0.057,0.630,-0.848,1.624,0.3744,1.6593,0.471,0.135,0.470,0.143,-0.084,266,17,39,0,184,0,195425.78,27573.981,5168.270,1.266,12306.447,123.311,20329.044,2915.408,6661.569,8090.775,6472.620,4191.864,7055.383,2629.897,0.000271,-0.042677
1771,59.0,5999,313,35,5554,444,0,1,4162,733.13,0.515,0.417,0.161,0.059,0.630,-0.847,1.627,0.3726,1.6301,0.471,0.109,0.389,0.144,-0.084,273,18,35,0,196,0,182256.84,26995.685,4483.783,1.291,12554.644,112.500,20509.674,2989.660,6614.400,8814.111,7051.289,3931.520,6083.572,2758.048,0.000241,-0.041153
1801,60.0,6000,273,34,5517,483,0,0,4085,718.43,0.521,0.421,0.166,0.062,0.628,-0.848,1.630,0.3751,1.6060,0.481,0.083,0.304,0.146,-0.085,273,25,45,0,204,0,168674.44,27157.073,5004.713,2.699,13616.789,116.518,20798.662,3111.664,6519.540,10016.233,8012.986,5033.951,5117.899,3161.925,0.000274,-0.037709
1831,61.0,5996,243,34,5463,533,0,0,4090,629.85,0.529,0.425,0.172,0.065,0.626,-0.851,1.632,0.3731,1.6163,0.477,0.055,0.182,0.147,-0.086,264,35,70,0,243,0,153274.81,27195.923,4275.333,3.145,14988.166,112.846,21223.296,3235.420,6452.224,12803.692,10242.954,5859.301,4140.943,3402.116,0.000285,-0.033934
1861,62.0,6000,266,34,5349,651,0,0,4031,679.82,0.549,0.437,0.180,0.069,0.616,-0.854,1.634,0.3696,1.5900,0.493,0.036,0.126,0.148,-0.088,256,47,70,0,244,0,141190.45,27535.979,4872.206,3.233,16324.058,113.814,21896.111,3501.615,6404.673,14707.903,11766.322,4554.795,1748.997,3448.002,0.000269,-0.031389
1891,63.0,5956,246,34,5201,755,0,0,3999,652.61,0.568,0.448,0.190,0.074,0.608,-0.858,1.638,0.3680,1.6127,0.501,0.016,0.017,0.149,-0.089,242,29,109,0,304,0,126941.73,28306.131,4751.937,3.900,17429.147,102.182,22919.662,3717.253,6335.514,16412.676,13130.141,6615.812,599.093,3840.828,0.000246,-0.029024
1921,64.0,5706,257,34,4922,784,0,0,3937,676.39,0.579,0.454,0.199,0.079,0.603,-0.859,1.643,0.3676,1.6063,0.523,0.013,0.017,0.149,-0.090,244,41,124,0,300,0,115898.63,28806.335,5763.955,5.298,16798.281,84.852,23072.260,3788.589,6292.951,9822.013,7857.610,6389.322,389.098,3722.062,0.000270,-0.028511
1951,65.0,5438,244,35,4682,756,0,0,3727,562.01,0.581,0.454,0.206,0.080,0.605,-0.861,1.649,0.3643,1.5899,0.539,0.010,0.020,0.150,-0.090,217,44,172,0,290,0,104746.18,29575.868,5977.736,5.684,16332.184,89.368,22388.583,3657.067,6091.141,10613.656,8490.925,8587.460,265.547,3599.210,0.000280,-0.030763
1981,66.0,5166,320,35,4443,723,0,0,3436,639.15,0.583,0.453,0.215,0.083,0.607,-0.863,1.654,0.3635,1.5875,0.565,0.009,0.022,0.150,-0.090,215,49,160,0,256,0,96934.27,30202.349,5917.828,4.413,14680.680,85.669,21486.370,3464.390,5653.292,8703.419,6962.736,7992.006,284.703,3315.055,0.000171,-0.030154
2011,67.0,4966,308,35,4265,701,0,0,3261,498.92,0.583,0.454,0.222,0.087,0.608,-0.866,1.657,0.3611,1.5786,0.570,0.008,0.021,0.151,-0.090,200,22,164,0,211,0,91582.23,31222.048,7050.564,4.616,14237.837,86.567,20862.398,3429.823,5354.568,9084.787,7267.830,8582.141,437.573,3145.817,0.000162,-0.029335
2041,68.0,4817,329,35,4110,707,0,0,3109,576.95,0.589,0.457,0.231,0.090,0.606,-0.870,1.660,0.3599,1.5701,0.579,0.008,0.020,0.151,-0.089,203,24,146,0,193,0,90467.57,32209.068,7471.213,3.156,13873.943,82.897,20300.351,3290.162,5010.617,9843.295,7874.636,7033.397,310.610,2884.294,0.000137,-0.029445
2071,69.0,4734,356,35,4010,724,0,0,3005,468.36,0.596,0.461,0.240,0.095,0.603,-0.870,1.660,0.3574,1.5684,0.592,0.006,0.021,0.151,-0.090,219,16,152,0,142,0,89458.99,33051.586,8224.508,4.056,15839.993,85.961,20176.737,3422.970,4809.936,10626.133,8500.907,8232.280,278.032,3243.552,0.000158,-0.028620
2101,70.0,4685,420,32,3924,761,0,0,2839,522.14,0.605,0.469,0.248,0.099,0.598,-0.874,1.661,0.3591,1.6012,0.597,0.005,0.017,0.151,-0.090,202,16,149,0,129,0,90729.78,34586.458,8747.367,3.804,17540.536,80.634,20424.499,3641.387,4595.208,11299.589,9039.671,7394.059,355.667,3396.097,0.000241,-0.027451
2131,71.0,4651,481,32,3864,787,0,0,2748,340.78,0.612,0.476,0.265,0.106,0.594,-0.875,1.664,0.3591,1.5761,0.596,0.006,0.020,0.151,-0.090,195,13,207,0,96,0,89861.05,35971.234,9358.983,6.047,18595.351,79.579,20807.154,3837.321,4369.108,13183.565,10546.852,10585.315,340.294,3629.100,0.000162,-0.026656
2161,72.0,4666,544,32,3829,837,0,0,2713,338.32,0.622,0.488,0.290,0.115,0.588,-0.882,1.666,0.3579,1.6411,0.606,0.005,0.026,0.150,-0.090,196,7,204,0,86,0,92720.53,37734.245,12154.031,5.350,20030.040,85.546,21300.640,4015.162,4252.662,14571.163,11656.930,10279.207,504.152,3768.083,0.000151,-0.027464
2191,73.0,4704,558,32,3791,913,0,0,2698,294.73,0.637,0.502,0.314,0.124,0.578,-0.885,1.667,0.3586,1.6210,0.607,0.004,0.021,0.148,-0.091,198,21,226,0,62,0,96764.95,39509.078,14311.037,5.973,21271.864,72.127,22438.563,4238.933,4243.422,16583.948,13267.158,11275.745,359.142,3909.070,0.000150,-0.026440
2221,74.0,4791,589,32,3786,1005,0,0,2696,306.61,0.655,0.517,0.342,0.133,0.568,-0.889,1.665,0.3594,1.6150,0.613,0.004,0.017,0.147,-0.093,191,6,231,0,69,0,100497.70,41573.822,14661.649,5.335,24221.019,72.661,23764.929,4358.035,4216.861,18407.775,14726.220,11636.345,569.011,4281.322,0.000251,-0.028429
