tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual
31,1.0,506,10666,0,151,154,83,118,0,12.50,0.899,0.815,0.212,0.197,0.213,-0.134,1.500,0.3160,1.2916,0.825,0.497,0.189,0.103,0.001,30,0,14,0,0,0,28333.11,1362.042,10329.482,16.486,3.825,8.661,2486.689,666.418,0.000,4720.652,3776.522,813.920,1630.229,222.536,0.000080,0.000257
61,2.0,607,9123,0,163,226,83,135,0,18.96,0.925,0.854,0.208,0.227,0.197,-0.220,1.482,0.3222,1.3960,0.843,0.558,0.162,0.102,0.006,47,0,14,0,0,0,32544.57,1384.030,10193.034,12.457,0.012,19.869,3105.559,828.097,0.000,4717.253,3773.802,722.720,1688.887,89.354,0.000111,0.001056
91,3.0,738,7508,0,167,326,82,163,1,24.48,0.964,0.897,0.209,0.243,0.175,-0.300,1.482,0.3193,1.4938,0.861,0.539,0.142,0.103,0.011,71,0,28,0,0,0,38254.06,1485.140,13660.433,14.422,35.778,24.610,3919.672,1051.788,0.081,6769.002,5415.202,1187.632,1742.426,195.107,0.000200,0.003876
121,4.0,907,5767,0,172,466,79,190,2,39.41,1.008,0.937,0.196,0.240,0.156,-0.373,1.480,0.3183,1.5565,0.867,0.529,0.116,0.103,0.018,81,8,40,0,0,0,44954.23,1513.252,18042.499,23.109,57.436,25.592,5152.559,1323.060,1.293,9373.212,7498.570,1679.136,2651.364,196.636,0.000151,0.005947
151,5.0,1072,4295,54,181,602,72,217,2,48.82,1.037,0.967,0.179,0.247,0.147,-0.417,1.481,0.3185,1.6263,0.810,0.497,0.081,0.102,0.023,113,13,46,0,0,0,49707.95,1575.925,17052.870,14.370,50.619,30.215,6406.662,1594.454,2.345,9784.708,7827.767,1798.229,1901.671,229.149,0.000185,0.007458
181,6.0,1101,3441,54,184,642,66,209,2,78.38,1.042,0.981,0.164,0.251,0.147,-0.438,1.478,0.3182,1.6897,0.872,0.495,0.081,0.102,0.025,94,28,82,0,1,0,49259.01,1650.126,12588.211,26.730,79.365,27.148,7426.586,1808.017,1.849,6128.601,4902.881,2916.407,937.401,398.019,0.000099,0.008229
211,7.0,1106,2937,54,197,657,57,195,2,107.00,1.037,0.986,0.163,0.270,0.153,-0.460,1.477,0.3198,1.7243,0.848,0.467,0.075,0.101,0.025,97,49,51,0,0,0,47222.90,1787.042,8754.189,12.446,108.811,23.776,7393.650,1904.495,3.432,4390.156,3512.125,1718.979,404.208,286.994,0.000211,0.009333
241,8.0,1193,2006,54,208,764,45,176,3,127.04,1.047,1.023,0.158,0.312,0.152,-0.490,1.478,0.3130,1.8691,0.836,0.428,0.064,0.094,0.029,85,78,53,0,0,0,51872.46,1953.893,17618.862,13.364,242.438,18.996,7788.435,2315.604,3.598,9472.835,7578.268,1926.394,590.260,417.703,0.000131,0.010200
271,9.0,1319,1129,54,218,905,33,163,4,125.21,1.064,1.068,0.143,0.350,0.149,-0.509,1.481,0.3180,2.0115,0.810,0.408,0.052,0.088,0.034,85,75,64,0,0,0,56972.20,2094.308,21389.502,20.987,312.796,18.812,8941.150,3344.670,6.291,11658.615,9326.892,2513.258,811.031,456.940,0.000109,0.010585
301,10.0,1346,747,49,234,950,21,141,6,146.21,1.067,1.082,0.131,0.352,0.154,-0.529,1.483,0.3202,2.0851,0.811,0.380,0.051,0.085,0.036,79,73,60,0,2,0,57382.95,2306.870,15913.119,9.395,294.262,17.802,9629.758,3710.482,10.231,7052.375,5641.900,1977.274,661.967,418.442,0.000129,0.009017
331,11.0,1325,713,49,253,932,17,123,9,149.32,1.061,1.075,0.125,0.346,0.165,-0.538,1.475,0.3134,2.1473,0.753,0.364,0.044,0.085,0.038,79,82,79,0,0,0,55564.15,2485.218,13802.315,15.030,235.787,18.537,9493.048,3486.090,11.790,5961.214,4768.971,2759.416,717.391,461.380,0.000146,0.008688
361,12.0,1311,782,49,268,919,14,110,9,155.77,1.060,1.061,0.118,0.323,0.173,-0.553,1.470,0.3170,2.1562,0.779,0.358,0.041,0.086,0.042,85,73,68,0,2,0,54689.76,2702.921,13949.857,10.292,251.819,12.478,9306.987,3319.354,17.073,5580.533,4464.426,2600.025,802.910,375.009,0.000186,0.008202
391,13.0,1350,786,49,297,943,10,100,10,177.95,1.054,1.053,0.115,0.310,0.184,-0.573,1.474,0.3195,2.1452,0.758,0.330,0.036,0.090,0.042,69,74,60,0,1,0,57139.70,3052.613,16713.559,7.975,166.557,13.284,9326.483,3351.149,18.190,7309.666,5847.733,1956.445,887.378,322.627,0.000145,0.008886
421,14.0,1408,742,49,319,989,7,93,9,179.80,1.059,1.047,0.111,0.309,0.190,-0.589,1.474,0.3192,2.1570,0.763,0.317,0.037,0.092,0.043,93,70,67,0,4,0,61134.01,3452.856,18963.949,10.485,321.314,12.373,9703.483,3578.156,17.734,8656.182,6924.945,2143.310,829.892,429.175,0.000167,0.010596
451,15.0,1496,699,44,347,1058,6,85,10,176.85,1.060,1.055,0.109,0.320,0.194,-0.591,1.483,0.3138,2.2738,0.743,0.305,0.030,0.090,0.046,102,55,65,0,1,0,65915.87,3847.521,20472.724,14.561,191.893,11.589,10326.616,3852.562,15.919,8947.332,7157.865,2316.737,962.775,288.871,0.000169,0.011642
481,16.0,1603,723,44,398,1120,4,81,13,170.80,1.054,1.045,0.104,0.319,0.203,-0.595,1.486,0.3254,2.3046,0.728,0.274,0.031,0.088,0.046,117,51,87,0,0,0,69503.34,4335.472,20692.802,13.004,117.844,10.144,10915.149,4096.035,18.184,10242.502,8194.002,2888.903,1106.256,380.782,0.000144,0.011931
511,17.0,1703,822,44,435,1191,3,74,15,165.33,1.056,1.038,0.100,0.312,0.207,-0.605,1.483,0.3197,2.2658,0.688,0.251,0.032,0.088,0.047,112,51,94,0,1,0,73826.60,4858.508,22304.717,13.670,373.563,13.857,11587.047,4266.804,24.149,10574.479,8459.583,3187.757,1122.520,550.450,0.000157,0.011561
541,18.0,1850,828,44,508,1273,2,67,22,172.60,1.051,1.027,0.096,0.301,0.219,-0.614,1.477,0.3218,2.2635,0.640,0.215,0.034,0.088,0.046,118,57,99,0,1,0,79804.70,5383.203,25601.989,15.258,301.778,14.568,12455.328,4486.826,34.179,12782.115,10225.692,3448.821,1469.386,571.388,0.000179,0.012031
571,19.0,2015,708,44,566,1384,2,63,27,165.73,1.048,1.027,0.093,0.300,0.223,-0.622,1.477,0.3252,2.2778,0.643,0.193,0.038,0.088,0.044,125,62,109,0,1,0,87364.89,6154.846,29556.259,22.582,671.698,17.064,13522.533,4956.674,38.986,14293.738,11434.991,4108.873,1825.412,862.273,0.000193,0.010104
601,20.0,2156,703,39,624,1474,2,56,30,164.62,1.045,1.031,0.094,0.304,0.229,-0.627,1.475,0.3276,2.3394,0.631,0.170,0.031,0.088,0.043,116,59,156,0,2,0,92126.05,6854.561,29470.166,28.164,1391.006,16.584,14578.132,5455.370,43.070,15298.593,12238.875,5666.978,1622.195,1166.270,0.000196,0.008792
631,21.0,2319,707,39,714,1552,1,52,44,174.73,1.032,1.024,0.092,0.297,0.241,-0.632,1.482,0.3321,2.4100,0.621,0.158,0.030,0.089,0.042,127,72,140,0,2,0,97829.34,7775.710,30683.323,27.744,1390.667,17.702,15558.908,5898.697,56.853,15637.088,12509.670,5325.041,1793.077,1023.493,0.000227,0.010235
661,22.0,2558,715,39,819,1692,1,46,54,153.51,1.025,1.013,0.088,0.291,0.249,-0.638,1.474,0.3344,2.4068,0.600,0.143,0.032,0.090,0.043,164,52,127,0,4,0,106026.16,9113.345,32997.541,22.387,840.469,17.911,16720.093,6229.417,79.694,17544.974,14035.980,4930.080,1600.411,867.762,0.000200,0.010104
691,23.0,2756,622,39,947,1763,0,46,86,173.31,1.010,0.988,0.087,0.276,0.263,-0.641,1.479,0.3428,2.4059,0.578,0.129,0.028,0.091,0.041,167,73,176,0,4,0,114265.72,10394.235,35677.278,26.225,954.494,19.580,17986.537,6710.521,119.580,18403.617,14722.894,6420.956,1764.849,1175.012,0.000184,0.009729
721,24.0,2975,625,39,1083,1854,0,38,102,155.60,1.001,0.969,0.089,0.260,0.277,-0.653,1.482,0.3482,2.3797,0.566,0.119,0.027,0.094,0.040,143,72,195,0,3,0,122680.84,11946.314,37005.539,23.673,1663.679,16.996,18975.144,6948.953,158.593,20181.236,16144.989,7104.868,1758.698,1577.906,0.000148,0.009407
751,25.0,3185,578,35,1248,1908,0,29,147,157.61,0.983,0.943,0.093,0.238,0.294,-0.669,1.479,0.3611,2.3550,0.548,0.105,0.024,0.097,0.037,172,67,279,0,3,0,128585.90,13858.530,38329.908,35.318,2768.153,17.857,20142.828,7357.570,216.040,22858.794,18287.036,10365.615,1500.297,2164.581,0.000223,0.011069
781,26.0,3381,620,35,1434,1924,0,23,205,140.38,0.962,0.913,0.097,0.213,0.315,-0.687,1.485,0.3633,2.3424,0.548,0.090,0.021,0.099,0.033,171,79,292,0,6,0,134250.27,16011.653,37989.637,28.040,3287.904,23.567,20848.755,7336.126,293.342,23228.343,18582.674,11526.432,1437.507,2277.128,0.000207,0.011093
811,27.0,3645,583,35,1669,1956,0,20,291,147.12,0.939,0.883,0.101,0.193,0.336,-0.701,1.489,0.3699,2.3281,0.544,0.081,0.021,0.100,0.029,202,76,300,0,10,0,142734.12,18507.452,39695.273,22.619,4141.741,28.757,21795.431,7270.504,416.314,25945.825,20756.660,11291.816,1452.443,2325.813,0.000261,0.010781
841,28.0,3891,554,35,1904,1969,0,18,405,169.70,0.920,0.856,0.106,0.168,0.356,-0.717,1.495,0.3756,2.2867,0.519,0.070,0.022,0.102,0.025,186,70,346,0,13,0,149393.89,20884.898,40186.692,37.870,5925.322,29.089,22831.369,7396.442,588.661,27235.182,21788.146,13334.284,1730.335,3121.577,0.000194,0.011030
871,29.0,4119,623,35,2180,1921,0,18,583,140.28,0.895,0.820,0.111,0.144,0.380,-0.732,1.498,0.3833,2.2155,0.517,0.060,0.021,0.105,0.019,193,78,384,0,17,0,157854.03,23750.023,40960.992,29.396,5959.369,30.187,23287.424,7064.860,858.190,28222.428,22577.942,14707.835,1539.942,3177.535,0.000314,0.008519
901,30.0,4439,645,35,2457,1969,0,13,795,157.15,0.882,0.799,0.116,0.131,0.397,-0.751,1.504,0.3926,2.1521,0.517,0.053,0.022,0.107,0.014,226,56,375,0,29,0,169335.27,27141.206,42853.873,17.521,8040.359,35.012,24469.513,7069.925,1190.733,31538.892,25231.114,14493.031,1659.154,3341.223,0.000224,0.007202
931,31.0,4731,671,35,2761,1958,0,12,1079,135.65,0.866,0.773,0.120,0.112,0.417,-0.769,1.511,0.3980,2.0770,0.511,0.046,0.023,0.109,0.010,258,53,478,0,26,0,175097.67,30370.351,42491.502,24.233,11747.310,42.363,25626.012,7070.447,1622.047,34771.128,27816.903,19438.971,1828.899,4583.091,0.000244,0.006996
961,32.0,4976,603,35,3013,1954,0,9,1443,137.59,0.853,0.756,0.125,0.098,0.431,-0.789,1.517,0.4001,2.0342,0.499,0.038,0.024,0.111,0.006,237,38,533,0,40,0,180271.61,32958.126,43565.733,24.227,15820.306,42.138,26734.903,7026.762,2197.484,35786.536,28629.230,21543.928,1568.370,5145.391,0.000281,0.005233
991,33.0,5230,666,35,3282,1943,0,5,1771,109.01,0.844,0.738,0.130,0.088,0.447,-0.807,1.528,0.4077,1.9867,0.503,0.029,0.026,0.113,0.001,275,32,592,0,52,0,179570.58,35246.313,42338.696,29.335,18937.461,51.306,27507.997,6808.438,2795.936,39569.931,31655.945,25674.765,1662.940,5951.312,0.000232,0.007813
1021,34.0,5428,656,35,3486,1938,0,4,2215,134.10,0.840,0.728,0.137,0.079,0.457,-0.822,1.535,0.4106,1.9657,0.497,0.025,0.027,0.115,-0.002,252,27,642,0,67,0,177927.38,37468.478,44069.433,28.664,22846.979,48.712,28523.187,6847.364,3490.611,41046.370,32837.097,27326.489,2134.265,6678.593,0.000221,0.007325
1051,35.0,5527,633,33,3621,1904,0,2,2566,106.86,0.835,0.721,0.146,0.073,0.467,-0.832,1.545,0.4117,1.9643,0.491,0.018,0.028,0.116,-0.006,272,24,666,0,77,0,172119.42,38469.338,41818.207,28.043,23511.168,51.170,29293.336,6833.097,4151.562,38728.315,30982.652,28756.582,2394.991,6948.309,0.000203,0.005889
1081,36.0,5575,652,33,3679,1896,0,0,2884,124.90,0.837,0.716,0.151,0.069,0.471,-0.845,1.551,0.4116,1.9316,0.497,0.014,0.026,0.118,-0.008,298,16,635,0,110,0,167020.78,39106.323,41862.463,24.102,25071.880,66.022,29799.667,6634.203,4738.967,37464.551,29971.641,28819.696,1743.125,6862.948,0.000258,0.006268
1111,37.0,5681,588,33,3734,1947,0,0,3255,150.04,0.846,0.720,0.159,0.069,0.471,-0.853,1.566,0.4110,1.9118,0.506,0.011,0.024,0.119,-0.010,244,16,619,0,117,0,163516.17,39988.937,43174.213,18.033,26763.374,63.615,30528.255,6680.332,5356.523,39808.269,31846.616,27381.197,1850.051,6927.787,0.000316,0.009182
1141,38.0,5648,569,33,3714,1934,0,0,3540,153.30,0.853,0.721,0.165,0.066,0.474,-0.864,1.576,0.4085,1.8826,0.505,0.008,0.027,0.120,-0.011,246,25,678,0,162,0,154219.91,40123.260,41900.803,19.105,28678.149,54.302,31072.201,6733.490,5898.305,39509.219,31607.376,30631.078,1842.267,7260.253,0.000256,0.012527
