tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual
511,17.0,2193,774,28,330,1859,1,3,31,151.41,0.900,1.075,0.088,0.632,0.128,-0.771,1.503,0.3635,2.5624,0.742,0.261,0.053,0.080,-0.042,100,47,247,0,2,0,88776.30,4142.932,36219.062,12.044,1386.448,10.613,13248.813,6087.144,51.907,17350.613,13880.491,8275.702,1724.821,1273.103,0.000131,-0.013098
541,18.0,2322,758,28,368,1950,1,3,28,118.09,0.911,1.072,0.091,0.622,0.133,-0.775,1.506,0.3623,2.5875,0.731,0.217,0.047,0.081,-0.044,109,45,345,0,3,0,92011.11,4567.655,39210.486,17.703,1574.184,10.737,14444.785,6718.553,44.617,20159.400,16127.520,11637.060,2006.591,1677.552,0.000132,-0.012784
571,19.0,2485,716,28,405,2077,1,2,38,121.32,0.923,1.073,0.091,0.627,0.135,-0.777,1.512,0.3695,2.6130,0.708,0.193,0.046,0.082,-0.045,107,54,350,0,0,0,98962.52,5190.729,44596.253,17.725,1692.556,10.599,15423.743,7225.348,54.133,21994.282,17595.426,12042.694,2009.179,1699.346,0.000165,-0.011785
601,20.0,2650,681,28,455,2192,1,2,46,131.80,0.929,1.070,0.088,0.663,0.139,-0.783,1.511,0.3715,2.6298,0.691,0.204,0.050,0.081,-0.052,114,71,365,0,3,0,105735.78,5869.213,45549.467,18.099,1299.068,13.769,16580.796,7760.077,67.420,23378.041,18702.433,11998.769,1999.245,1581.602,0.000224,-0.013159
631,21.0,2845,591,28,512,2330,1,2,54,107.51,0.934,1.065,0.085,0.677,0.143,-0.785,1.516,0.3740,2.6689,0.674,0.188,0.039,0.081,-0.056,112,85,377,0,5,0,112299.10,6630.487,48901.330,18.550,1524.026,15.249,18216.854,8531.177,80.272,25606.488,20485.191,13068.431,2209.417,1759.591,0.000183,-0.014317
661,22.0,3073,534,28,586,2484,1,2,66,109.18,0.919,1.060,0.084,0.688,0.150,-0.787,1.516,0.3828,2.6940,0.665,0.160,0.042,0.081,-0.060,111,73,405,0,2,0,119397.82,7518.797,50888.753,17.763,2545.036,15.489,19534.342,9137.008,94.616,26561.557,21249.246,13064.171,2125.433,2058.715,0.000218,-0.014122
691,23.0,3156,551,28,659,2495,1,1,72,132.23,0.907,1.048,0.083,0.700,0.161,-0.792,1.518,0.3830,2.7202,0.649,0.143,0.047,0.079,-0.064,134,103,489,0,7,0,124197.12,8738.943,52354.876,20.864,2807.839,17.157,20098.170,9385.061,106.666,25916.327,20733.062,17107.877,1886.212,2548.130,0.000237,-0.012422
721,24.0,3276,543,28,766,2507,1,2,89,112.20,0.892,1.034,0.086,0.688,0.177,-0.795,1.518,0.3900,2.7381,0.620,0.123,0.043,0.078,-0.064,119,66,591,0,5,0,126050.78,9998.442,54021.243,25.841,3555.422,15.456,20670.387,9715.467,127.819,29369.098,23495.279,20449.490,2294.080,3060.810,0.000251,-0.011400
751,25.0,3381,503,27,876,2503,0,2,108,118.75,0.886,1.019,0.090,0.674,0.191,-0.796,1.520,0.3939,2.7400,0.598,0.088,0.046,0.079,-0.063,140,84,604,0,6,0,130657.18,11324.065,56060.294,22.580,3857.101,11.527,20959.934,9872.891,151.475,30370.515,24296.412,20802.209,1808.469,3131.460,0.000228,-0.012728
781,26.0,3422,514,27,987,2433,0,2,123,116.14,0.871,1.004,0.090,0.658,0.209,-0.797,1.517,0.3997,2.7821,0.586,0.092,0.071,0.079,-0.062,138,71,583,0,12,0,137631.55,12767.694,56532.382,25.079,3419.411,17.433,21185.695,9902.123,181.709,26915.824,21532.660,20349.053,2384.254,2964.783,0.000191,-0.013358
811,27.0,3589,454,27,1154,2435,0,0,147,102.51,0.860,0.980,0.091,0.642,0.230,-0.801,1.520,0.4054,2.8167,0.575,0.082,0.076,0.081,-0.061,139,70,579,0,6,0,144301.75,14666.761,57962.871,24.459,4624.668,16.821,21663.299,10134.043,204.783,31162.660,24930.129,21290.572,3119.964,3338.701,0.000206,-0.013346
841,28.0,3800,470,27,1309,2491,0,0,198,113.61,0.854,0.966,0.093,0.641,0.244,-0.804,1.520,0.4071,2.7998,0.584,0.082,0.073,0.081,-0.060,162,61,587,0,10,0,149439.94,16891.628,57168.860,29.998,5181.740,16.463,22563.675,10416.755,265.258,33272.691,26618.153,22148.724,3355.746,3547.596,0.000274,-0.014292
871,29.0,4073,427,27,1525,2548,0,0,240,94.29,0.843,0.942,0.096,0.613,0.263,-0.805,1.525,0.4059,2.8035,0.557,0.074,0.073,0.082,-0.058,169,69,567,0,14,0,160376.19,19164.040,59483.926,23.947,5472.169,16.181,23568.244,10594.074,332.751,34622.595,27698.076,19959.889,2968.942,3387.256,0.000133,-0.014459
901,30.0,4239,446,26,1714,2525,0,0,298,117.54,0.834,0.921,0.097,0.593,0.282,-0.808,1.525,0.4110,2.7950,0.542,0.063,0.064,0.084,-0.055,182,79,655,0,10,0,165564.06,21161.759,57868.970,29.568,6701.261,24.303,24655.882,10833.561,405.914,34749.245,27799.397,24063.416,2803.775,4160.014,0.000349,-0.016878
931,31.0,4501,435,26,1934,2567,0,0,388,121.99,0.824,0.900,0.100,0.569,0.299,-0.811,1.528,0.4092,2.7776,0.528,0.064,0.060,0.085,-0.051,206,63,571,0,16,0,173606.88,23341.564,57902.567,22.662,7446.212,25.992,25461.179,11102.640,523.376,34551.867,27641.494,22437.683,2679.246,4109.490,0.000227,-0.016262
961,32.0,4775,401,26,2219,2556,0,0,495,92.32,0.806,0.870,0.103,0.546,0.321,-0.812,1.521,0.4122,2.8014,0.507,0.057,0.058,0.088,-0.049,209,63,675,0,22,0,179479.39,25714.072,59218.377,25.610,9396.733,28.391,26661.645,11397.673,665.200,38876.112,31100.890,25388.231,2421.244,4776.326,0.000251,-0.015134
991,33.0,4993,427,26,2478,2515,0,0,690,94.76,0.791,0.844,0.107,0.512,0.342,-0.815,1.517,0.4164,2.7716,0.499,0.051,0.060,0.089,-0.045,225,54,665,0,18,0,185343.20,27994.229,57756.363,24.917,9759.952,32.850,27404.050,11396.847,893.218,36354.122,29083.298,25004.629,3148.684,4793.441,0.000257,-0.015304
1021,34.0,5170,447,26,2777,2393,0,0,908,97.15,0.771,0.811,0.109,0.472,0.369,-0.819,1.515,0.4159,2.7664,0.499,0.041,0.071,0.092,-0.041,250,64,745,0,38,0,189416.67,30995.033,58082.895,30.201,11184.709,28.481,27778.967,11269.550,1233.444,39403.787,31523.030,28733.624,2665.484,5472.842,0.000259,-0.018308
1051,35.0,5390,410,26,3091,2299,0,0,1230,108.39,0.753,0.782,0.112,0.436,0.394,-0.822,1.513,0.4150,2.7618,0.485,0.036,0.069,0.095,-0.037,254,48,754,0,43,0,192241.91,33857.339,57583.083,30.734,12789.166,34.177,27902.278,10888.677,1639.661,40919.626,32735.701,30509.523,3411.607,6110.239,0.000327,-0.021180
1081,36.0,5637,397,26,3402,2233,0,2,1707,100.88,0.737,0.757,0.115,0.402,0.414,-0.825,1.514,0.4201,2.7285,0.469,0.033,0.072,0.097,-0.034,268,57,687,0,56,0,198227.20,35895.511,56358.755,32.283,13443.725,34.015,28224.879,10769.860,2314.465,40310.922,32248.738,27802.828,3415.373,5711.666,0.000239,-0.024554
1111,37.0,5719,427,26,3669,2048,0,2,2217,105.28,0.711,0.728,0.119,0.368,0.439,-0.827,1.516,0.4228,2.7355,0.460,0.032,0.083,0.100,-0.030,252,45,750,0,81,0,199367.16,37836.522,54167.808,29.286,14010.022,42.974,28099.334,10393.248,3149.976,37005.275,29604.221,31538.507,3982.714,6328.829,0.000262,-0.027706
1141,38.0,5976,462,26,3942,2033,0,1,2810,106.68,0.703,0.715,0.123,0.353,0.452,-0.830,1.520,0.4232,2.7262,0.453,0.029,0.079,0.101,-0.029,288,21,650,0,70,0,202079.80,39214.575,52171.214,29.424,16453.978,46.534,28056.360,10043.100,4159.739,39092.728,31274.183,27542.916,4763.623,6318.277,0.000248,-0.028885
1171,39.0,5995,406,26,4095,1899,0,1,3380,119.08,0.694,0.695,0.128,0.329,0.469,-0.829,1.518,0.4274,2.7195,0.468,0.037,0.138,0.104,-0.026,273,17,613,0,117,0,206778.69,41115.953,52488.291,24.306,18290.749,53.450,28477.776,9816.462,5218.245,30798.972,24639.178,27561.737,5114.854,6580.802,0.000300,-0.031619
1201,40.0,6000,455,25,4252,1747,0,1,3781,141.27,0.681,0.670,0.129,0.298,0.487,-0.830,1.520,0.4264,2.6501,0.472,0.039,0.166,0.107,-0.023,268,16,590,0,131,0,203941.02,42360.591,47168.576,26.834,18435.825,56.538,27789.624,9122.924,6124.542,29243.148,23394.519,29985.178,6641.849,6880.920,0.000276,-0.030233
1231,41.0,5991,451,25,4353,1637,0,1,4100,147.60,0.677,0.653,0.133,0.271,0.501,-0.829,1.519,0.4250,2.6164,0.470,0.042,0.206,0.109,-0.020,274,12,500,0,139,0,202881.78,42426.951,44851.178,24.336,19150.263,68.669,27241.405,8498.300,6808.525,25724.268,20579.414,25389.146,8751.343,6528.124,0.000227,-0.029047
1261,42.0,5996,406,25,4442,1553,0,1,4310,168.43,0.668,0.641,0.135,0.250,0.513,-0.831,1.519,0.4286,2.5915,0.471,0.041,0.206,0.111,-0.019,301,11,527,0,146,0,196474.59,41810.875,44189.713,25.151,20030.420,68.943,26812.369,8288.933,7397.756,27424.225,21939.380,28514.751,8743.502,7190.783,0.000252,-0.028949
1291,43.0,6000,455,25,4521,1478,0,1,4405,163.53,0.662,0.632,0.143,0.234,0.524,-0.830,1.521,0.4299,2.5444,0.472,0.035,0.203,0.113,-0.018,271,12,508,0,173,0,187337.94,41350.516,40767.164,23.231,20267.258,65.925,26394.452,7955.502,7708.161,28216.272,22573.018,27639.049,8845.396,7091.757,0.000357,-0.027217
1321,44.0,6000,455,25,4601,1399,0,0,4353,145.78,0.654,0.623,0.146,0.216,0.536,-0.829,1.521,0.4295,2.5632,0.466,0.029,0.187,0.115,-0.016,291,7,531,0,152,0,176981.42,40607.409,38814.997,24.902,20225.398,79.150,26122.059,7844.065,7768.849,28202.583,22562.067,26901.815,8289.648,7236.865,0.000263,-0.025323
1351,45.0,6000,498,25,4631,1369,0,0,4252,161.46,0.658,0.618,0.153,0.190,0.541,-0.827,1.524,0.4294,2.5069,0.476,0.019,0.118,0.118,-0.013,265,7,533,0,171,0,163523.94,39716.221,35823.320,30.630,21094.610,81.355,25882.442,7620.320,7702.414,30011.415,24009.132,27934.439,6511.566,7374.190,0.000203,-0.024952
1381,46.0,6000,496,25,4616,1384,0,0,4147,156.60,0.669,0.620,0.161,0.174,0.542,-0.827,1.525,0.4314,2.4223,0.480,0.014,0.095,0.121,-0.011,303,9,507,0,192,0,151930.66,39041.560,33456.180,23.726,23072.222,80.804,26148.215,7573.772,7526.761,31082.430,24865.944,24953.160,4230.265,7466.100,0.000347,-0.021849
1411,47.0,5997,432,25,4555,1442,0,0,4120,174.77,0.684,0.629,0.171,0.166,0.537,-0.829,1.532,0.4297,2.3810,0.486,0.008,0.041,0.123,-0.012,246,16,504,0,187,0,140785.08,37607.808,33437.746,26.213,24705.702,80.588,26745.276,7740.864,7389.867,31824.467,25459.574,23803.548,2406.488,7766.412,0.000178,-0.021365
1441,48.0,5817,383,25,4403,1414,0,0,3943,183.05,0.690,0.631,0.180,0.160,0.538,-0.830,1.538,0.4301,2.4019,0.506,0.005,0.033,0.125,-0.011,291,11,500,0,239,0,126797.03,36394.579,29077.925,22.093,23005.530,77.596,27097.604,7793.328,7246.714,26445.777,21156.622,23196.660,1544.401,7314.773,0.000212,-0.020090
1471,49.0,5617,396,25,4230,1387,0,0,3838,251.38,0.695,0.637,0.188,0.159,0.538,-0.832,1.545,0.4291,2.4032,0.513,0.004,0.030,0.126,-0.011,271,15,417,0,262,0,116191.38,34738.920,26424.753,17.907,20215.957,89.213,26769.087,7816.627,6973.311,22320.963,17856.770,18456.672,1010.274,6297.068,0.000253,-0.019828
1501,50.0,5349,372,25,3995,1354,0,0,3682,261.88,0.700,0.641,0.201,0.159,0.536,-0.831,1.551,0.4314,2.3822,0.530,0.003,0.029,0.128,-0.012,253,22,370,0,302,0,106344.94,32581.678,24571.895,15.691,17704.395,85.575,25763.773,7324.877,6671.516,19476.244,15580.995,16319.729,1319.902,5720.666,0.000210,-0.019649
1531,51.0,5067,369,25,3776,1291,0,0,3493,280.27,0.703,0.643,0.211,0.151,0.538,-0.830,1.557,0.4292,2.3773,0.547,0.003,0.023,0.129,-0.011,220,27,354,0,260,0,95852.26,30605.991,22335.514,16.648,16866.809,82.066,24746.676,6995.000,6360.559,16568.207,13254.566,15887.385,725.476,5422.094,0.000246,-0.022294
1561,52.0,4773,328,25,3530,1243,0,0,3276,348.78,0.707,0.650,0.223,0.150,0.537,-0.833,1.567,0.4288,2.3886,0.569,0.002,0.014,0.129,-0.012,232,25,318,0,295,0,85439.34,28747.493,20713.118,14.570,16204.568,78.629,23849.922,6892.617,5999.452,15933.685,12746.948,14524.714,540.759,4893.886,0.000219,-0.025327
1591,53.0,4520,311,25,3315,1205,0,0,2953,299.46,0.714,0.656,0.232,0.151,0.536,-0.831,1.575,0.4285,2.3504,0.576,0.001,0.019,0.130,-0.012,224,29,254,0,257,0,78462.36,26815.455,19268.626,9.948,13623.990,82.228,22662.495,6442.013,5484.258,13492.098,10793.679,11395.012,305.708,4083.107,0.000219,-0.028189
1621,54.0,4230,259,25,3082,1148,0,0,2690,296.57,0.717,0.661,0.242,0.152,0.536,-0.833,1.584,0.4293,2.3250,0.596,0.001,0.022,0.131,-0.014,200,33,212,0,281,0,72263.05,24906.688,17426.061,9.443,12834.628,81.807,21901.431,6176.883,4925.420,10868.323,8694.658,9502.405,188.332,3673.358,0.000226,-0.030451
1651,55.0,4004,260,25,2899,1105,0,0,2483,361.35,0.723,0.666,0.250,0.153,0.535,-0.834,1.586,0.4296,2.2984,0.612,0.001,0.020,0.132,-0.014,183,23,164,0,221,0,66289.11,23137.844,14497.484,7.108,11550.055,82.487,20801.719,5879.966,4478.217,8756.565,7005.252,7359.544,131.965,3213.653,0.000176,-0.030953
1681,56.0,3767,218,25,2729,1038,0,0,2261,352.98,0.720,0.667,0.254,0.156,0.537,-0.836,1.591,0.4272,2.3304,0.631,0.001,0.024,0.132,-0.015,181,28,164,0,203,0,61665.61,21864.852,14911.016,6.949,9497.549,73.927,19771.071,5655.403,4071.307,7352.998,5882.399,7359.161,327.666,2751.107,0.000208,-0.033375
1711,57.0,3544,235,25,2554,990,0,0,2051,441.14,0.720,0.671,0.258,0.162,0.536,-0.837,1.601,0.4262,2.3375,0.641,0.001,0.024,0.132,-0.015,189,27,129,0,212,0,58277.63,20449.408,13607.434,4.939,8567.988,76.502,18678.102,5241.778,3665.339,6544.150,5235.320,5665.013,467.941,2422.757,0.000105,-0.033554
1741,58.0,3355,203,25,2422,933,0,0,1865,382.14,0.709,0.670,0.263,0.169,0.539,-0.835,1.604,0.4253,2.3416,0.652,0.001,0.027,0.132,-0.016,179,36,143,0,159,0,54688.77,19267.524,12527.726,5.787,7500.806,71.757,17624.495,4898.134,3292.836,6438.768,5151.014,5842.647,229.209,2214.822,0.000173,-0.032556
1771,59.0,3210,241,25,2304,906,0,0,1691,397.65,0.709,0.674,0.272,0.172,0.537,-0.840,1.611,0.4231,2.3933,0.645,0.001,0.023,0.132,-0.016,168,19,93,0,157,0,52416.62,18261.866,10887.269,4.359,7285.985,66.758,16664.124,4554.482,2981.326,5464.215,4371.372,3874.146,270.389,1988.340,0.000159,-0.032750
1801,60.0,3092,227,24,2190,902,0,0,1543,419.92,0.717,0.684,0.279,0.176,0.533,-0.841,1.618,0.4211,2.3762,0.671,0.001,0.021,0.132,-0.016,139,35,98,0,140,0,51335.06,17792.702,12670.163,3.614,7573.202,73.919,16328.844,4548.614,2703.070,6944.952,5555.962,4203.422,371.971,2003.122,0.000147,-0.033388
1831,61.0,2977,227,24,2095,882,0,0,1440,417.66,0.719,0.688,0.280,0.177,0.531,-0.841,1.622,0.4208,2.4096,0.678,0.001,0.019,0.132,-0.017,164,33,84,0,135,0,51045.68,17512.310,12084.910,3.218,7750.853,71.180,15798.558,4385.003,2453.679,6159.824,4927.859,3665.556,375.391,1979.671,0.000121,-0.033844
1861,62.0,2877,243,24,2028,849,0,0,1332,365.20,0.719,0.689,0.282,0.176,0.532,-0.844,1.624,0.4248,2.3873,0.684,0.001,0.016,0.133,-0.018,141,29,118,0,113,0,49746.63,17118.019,12325.005,4.200,7438.740,72.173,15355.501,4346.566,2267.437,7204.477,5763.582,5109.721,141.168,2084.981,0.000172,-0.035212
1891,63.0,2837,227,24,1971,866,0,0,1261,365.01,0.721,0.700,0.292,0.188,0.526,-0.846,1.627,0.4213,2.4088,0.674,0.001,0.016,0.131,-0.019,151,24,86,0,85,0,51196.94,16933.116,13205.499,4.294,6980.162,63.981,15144.543,4261.318,2104.715,6742.459,5393.967,3896.193,110.262,1827.079,0.000109,-0.035637
1921,64.0,2811,276,24,1918,893,0,0,1224,378.73,0.733,0.712,0.299,0.195,0.518,-0.846,1.630,0.4225,2.4220,0.677,0.001,0.016,0.131,-0.020,135,20,80,0,76,0,52358.46,16931.683,12810.322,2.415,6819.333,70.689,15385.522,4326.223,2016.963,6796.823,5437.458,3499.849,258.963,1736.011,0.000173,-0.036445
1951,65.0,2788,307,24,1872,916,0,0,1181,378.67,0.739,0.724,0.308,0.200,0.511,-0.848,1.634,0.4212,2.4603,0.688,0.001,0.020,0.131,-0.020,147,32,87,0,61,0,54684.95,17303.862,13680.732,3.125,7379.311,62.997,15544.798,4334.617,1937.784,6898.557,5518.846,3407.809,169.644,1886.869,0.000174,-0.036274
1981,66.0,2800,340,24,1846,954,0,0,1154,262.57,0.745,0.739,0.318,0.213,0.503,-0.848,1.636,0.4234,2.4840,0.692,0.001,0.020,0.130,-0.022,146,29,118,0,55,0,57643.78,17794.573,16276.984,4.092,7921.470,64.860,15737.416,4479.969,1897.913,9285.765,7428.612,4563.887,449.090,2131.389,0.000132,-0.036455
2011,67.0,2832,341,24,1819,1013,0,0,1152,311.83,0.757,0.756,0.330,0.227,0.492,-0.852,1.638,0.4252,2.4576,0.699,0.001,0.020,0.129,-0.024,145,35,120,0,67,0,60697.57,18307.054,18202.671,3.921,9316.082,66.489,16236.058,4778.924,1858.604,11213.760,8971.009,5379.195,512.437,2451.887,0.000114,-0.036660
2041,68.0,2882,362,24,1799,1083,0,0,1104,275.29,0.776,0.773,0.338,0.234,0.480,-0.849,1.641,0.4214,2.4471,0.697,0.001,0.015,0.129,-0.025,146,17,125,0,60,0,63992.80,18954.191,18740.011,3.678,10106.545,61.709,16973.581,5121.849,1824.639,11487.770,9190.216,5373.418,263.130,2548.471,0.000202,-0.035376
2071,69.0,2985,377,24,1776,1209,0,0,1103,267.54,0.797,0.806,0.357,0.256,0.460,-0.851,1.642,0.4245,2.5376,0.701,0.001,0.015,0.127,-0.027,137,32,140,0,56,0,67704.32,19664.553,21505.621,4.765,10193.486,53.016,17962.577,5474.313,1767.110,14558.505,11646.804,6280.553,478.377,2588.792,0.000145,-0.035303
2101,70.0,3096,374,24,1767,1329,0,0,1120,214.78,0.816,0.830,0.376,0.270,0.443,-0.853,1.644,0.4254,2.5306,0.695,0.001,0.017,0.126,-0.030,136,21,127,0,50,0,73730.66,20444.690,23349.209,3.264,10686.708,66.661,19289.236,6022.704,1786.119,13566.290,10853.032,5004.606,398.779,2556.118,0.000099,-0.035004
2131,71.0,3224,360,24,1762,1462,0,0,1151,199.74,0.840,0.852,0.390,0.277,0.426,-0.854,1.645,0.4263,2.5193,0.695,0.001,0.014,0.128,-0.028,126,35,145,0,69,0,80266.74,21363.130,26982.240,4.630,12221.819,48.305,20783.056,6529.510,1809.256,16958.745,13566.996,5961.257,408.392,2930.700,0.000254,-0.033095
2161,72.0,3363,365,24,1747,1616,0,0,1196,205.37,0.861,0.879,0.408,0.294,0.407,-0.854,1.645,0.4240,2.4887,0.686,0.001,0.014,0.128,-0.028,138,26,184,0,56,0,86422.12,21990.717,29472.325,4.214,12228.353,53.251,22443.129,7263.357,1877.813,17569.115,14055.292,6823.680,317.640,3072.448,0.000250,-0.030905
2191,73.0,3512,290,24,1731,1781,0,0,1211,226.10,0.887,0.908,0.422,0.309,0.389,-0.853,1.648,0.4246,2.5036,0.690,0.002,0.013,0.128,-0.028,148,35,179,0,62,0,92039.20,23201.549,31262.344,5.335,13052.797,47.224,24198.396,7837.169,1922.817,18740.422,14992.338,7348.354,446.758,3350.573,0.000159,-0.029704
2221,74.0,3626,369,24,1733,1893,0,0,1277,171.79,0.905,0.924,0.431,0.308,0.379,-0.852,1.654,0.4254,2.4975,0.690,0.001,0.014,0.129,-0.027,124,49,213,0,65,0,96853.51,24183.299,33375.485,6.893,14193.366,41.427,25726.427,8624.563,1957.294,19482.081,15585.665,8383.310,358.339,3805.016,0.000220,-0.028457
