tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated
1981,66.0,1973,365,24,634,1338,1,0,243,421.68,1.115,0.762,0.131,0.054,0.282,-0.884,1.883,0.3934,1.5622,0.691,0.008,0.034,0.150,-0.003,70,65,10,0,25,0,72339.02,7226.806,18786.213,9.457,2861.810,17.794,12661.867,4228.511,343.061,9614.092,7691.274,436.070,297.738,399.993,0.000156,0.007154,540,0,6,4,10,6,6324,95,4,9.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38502,849,445,24221.341,18770.055,2820.470,0.078,9.379,10605.562,3808.205,205.190,175,95,64,6,25,36269,30,0,0,0.000,0.000,0.000,0.000,0.000,14.627,1.732,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.759,0.813,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1854,1854,5,0
2011,67.0,2115,352,24,678,1436,1,0,244,385.88,1.115,0.760,0.131,0.053,0.281,-0.885,1.900,0.3984,1.5606,0.694,0.009,0.027,0.150,-0.004,74,63,11,0,12,0,78253.66,8029.990,19580.364,8.296,3511.650,12.955,13525.352,4575.872,340.603,9954.008,7963.207,390.811,388.921,491.660,0.000178,0.008233,598,0,6,5,11,6,6477,67,5,8.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41314,880,528,25856.715,19525.763,3497.089,0.081,8.216,11336.088,4126.776,220.853,178,80,63,6,11,30133,30,2,3,66.213,32.923,10.676,0.000,0.000,14.751,2.594,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.777,0.606,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1854,1854,5,0
2041,68.0,2260,349,24,726,1533,1,0,251,428.20,1.116,0.761,0.131,0.054,0.282,-0.886,1.905,0.3997,1.5789,0.678,0.007,0.027,0.150,-0.005,85,59,12,0,12,0,84442.12,8861.267,20584.411,0.774,3366.395,16.050,14479.984,4968.960,350.578,9976.700,7981.360,569.832,378.184,515.106,0.000185,0.006747,578,0,11,1,12,11,7188,66,1,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44317,928,512,26868.398,20554.809,3359.992,0.229,0.545,12149.849,4470.212,257.120,177,80,58,11,11,36184,30,0,0,0.000,0.000,0.000,0.000,0.000,14.878,2.049,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.753,0.628,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1854,1854,5,0
2071,69.0,2449,397,24,793,1655,1,0,255,399.03,1.115,0.761,0.130,0.054,0.284,-0.887,1.923,0.4007,1.5648,0.662,0.008,0.024,0.150,-0.005,86,69,6,0,17,0,91903.27,10000.448,22642.500,3.584,4593.899,12.512,15612.188,5331.405,361.140,12192.011,9753.609,343.616,457.284,641.348,0.000215,0.006947,819,0,4,2,6,4,7492,122,2,3.490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47812,1026,697,30518.286,22621.012,4562.847,0.094,3.490,13095.202,4789.937,280.901,210,88,69,4,15,29944,30,0,0,0.000,0.000,0.000,0.000,0.000,15.012,2.377,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.736,0.601,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1854,1854,5,0
2101,70.0,2657,392,25,847,1809,1,0,252,349.01,1.119,0.765,0.130,0.054,0.280,-0.887,1.925,0.3908,1.5611,0.665,0.008,0.024,0.150,-0.005,88,66,15,0,13,0,101166.59,11240.109,25405.960,14.883,5066.039,15.895,16907.215,5820.396,356.373,13310.012,10648.010,587.423,400.401,663.821,0.000293,0.007476,833,0,9,6,14,9,7716,63,5,14.310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51853,1147,770,34135.447,25383.535,5060.899,0.066,14.310,14206.173,5235.530,309.491,241,87,66,9,12,28455,30,0,0,0.000,0.000,0.000,0.000,0.000,15.155,3.364,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.718,0.625,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,2657,2656,188,1
2131,71.0,2936,374,25,913,2022,1,0,278,323.93,1.126,0.768,0.129,0.054,0.275,-0.888,1.938,0.3955,1.5541,0.666,0.005,0.023,0.150,-0.004,91,63,27,0,13,0,111308.77,12499.233,28932.807,32.636,6183.697,16.449,18642.494,6382.954,379.165,16782.796,13426.237,1153.376,574.527,833.421,0.000255,0.005722,979,0,13,14,25,13,8488,64,12,31.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57247,1303,915,39223.740,28879.398,6179.147,0.144,31.548,15744.018,5743.597,347.671,301,88,63,13,12,27893,30,1,0,25.000,16.462,0.000,0.000,0.000,15.297,2.652,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.713,0.725,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,2657,2656,188,1
2161,72.0,3248,364,25,982,2265,1,0,333,356.47,1.135,0.774,0.130,0.053,0.270,-0.889,1.953,0.3942,1.5567,0.635,0.009,0.022,0.150,-0.004,77,69,23,0,16,0,122569.36,13911.268,31881.923,9.431,7067.989,15.068,20709.551,7224.401,444.014,18699.690,14959.752,802.790,618.453,1002.886,0.000219,0.005091,1252,0,18,5,22,18,8771,96,4,8.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64053,1432,1155,43482.832,31867.582,7043.943,0.107,8.951,17599.844,6494.941,418.925,343,100,69,18,13,33240,30,0,1,8.843,0.000,5.823,0.000,0.000,15.438,2.587,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.710,0.943,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,2657,2656,188,1
2191,73.0,3568,328,25,1070,2498,0,0,390,311.83,1.135,0.779,0.129,0.054,0.268,-0.890,1.965,0.3941,1.5914,0.612,0.006,0.020,0.149,-0.004,76,68,32,0,17,0,133160.75,15238.477,33742.161,17.749,8141.605,14.204,22978.508,8124.814,532.835,19068.816,15255.053,1338.076,498.835,1120.158,0.000286,0.004064,1384,0,26,6,32,26,9809,68,6,17.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71379,1519,1316,46695.523,33637.167,8136.121,0.275,17.474,19612.925,7285.758,499.530,340,107,67,26,14,25986,48,4,0,100.000,66.354,0.000,0.000,0.000,20.389,4.831,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,8,0,0,0.000,0.000,0.000,0.000,0.000,0.723,0.246,0.000,0,1,1,0,0,230,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,2657,2656,188,1
2221,74.0,3890,320,25,1154,2736,0,0,467,262.36,1.139,0.782,0.128,0.055,0.266,-0.891,1.978,0.3917,1.5968,0.609,0.008,0.018,0.149,-0.003,74,91,42,0,25,0,144893.00,17156.796,37137.781,33.505,9999.351,15.841,25122.414,8875.085,650.206,21115.119,16892.095,1587.661,753.792,1383.660,0.000189,0.003067,1811,0,28,14,42,28,10578,110,14,33.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78261,1672,1701,52748.840,37085.549,9988.219,0.287,33.218,21486.891,7932.120,573.954,380,142,91,28,23,34815,60,1,0,25.000,16.462,0.000,0.000,0.000,23.733,5.178,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,2657,2656,188,1
2251,75.0,4206,310,25,1210,2996,0,0,560,252.08,1.146,0.784,0.127,0.055,0.260,-0.890,1.989,0.3870,1.6053,0.603,0.008,0.017,0.149,-0.002,73,83,54,0,25,0,157920.39,19222.618,39944.912,54.704,11004.324,13.365,27422.033,9814.638,772.465,21353.790,17083.032,1952.259,480.064,1482.616,0.000252,0.001512,1981,0,32,22,54,32,11118,77,22,54.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86007,1801,1904,57022.775,39896.309,10996.952,0.472,54.232,23587.315,8773.794,655.724,397,137,83,32,22,34219,60,1,0,25.000,16.715,0.000,0.000,0.000,23.875,4.986,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,4206,4206,48,0
2281,76.0,4560,264,25,1282,3278,0,0,710,286.05,1.153,0.786,0.128,0.056,0.255,-0.891,2.002,0.3851,1.5847,0.595,0.012,0.016,0.149,-0.002,61,83,78,0,35,0,170335.28,21231.042,42820.531,47.101,12694.467,14.433,29764.170,10817.864,959.299,24474.926,19579.941,2946.823,505.828,1794.816,0.000209,0.001130,2294,0,55,23,78,55,12048,72,23,46.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93919,1936,2222,62130.851,42782.394,12687.599,0.754,46.347,25731.778,9712.855,698.958,452,169,83,55,31,43201,36,0,0,0.000,0.000,0.000,0.000,0.000,11.191,3.520,0.000,0,1,0,0,1,1827,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,4206,4206,48,0
2311,77.0,4908,250,25,1370,3538,0,0,967,273.36,1.156,0.786,0.128,0.056,0.255,-0.890,2.015,0.3830,1.5867,0.576,0.008,0.015,0.149,-0.002,48,102,82,0,35,0,182528.80,22916.659,44960.630,41.561,14029.194,11.994,32239.518,11638.552,1291.212,25232.175,20185.740,3042.668,524.195,1942.754,0.000311,-0.000363,2740,0,64,18,82,64,12541,81,18,40.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101927,2041,2658,66005.325,44910.295,14011.684,0.800,40.761,27956.256,10491.783,712.836,457,197,101,64,32,51784,30,1,1,32.970,16.715,5.329,0.000,0.000,8.000,3.675,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,4206,4206,48,0
2341,78.0,5227,246,25,1431,3796,0,0,1261,248.05,1.162,0.789,0.127,0.057,0.251,-0.891,2.022,0.3844,1.5854,0.577,0.003,0.016,0.149,-0.001,65,90,92,0,59,0,194313.31,25466.393,47411.242,52.945,16077.570,11.985,34705.373,12521.545,1749.882,25067.105,20053.684,4190.204,682.977,2282.661,0.000271,-0.001333,3073,0,69,23,91,69,12287,82,22,51.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109989,2144,2991,70980.925,47375.256,16070.057,1.357,51.300,30169.635,11285.486,784.588,464,206,90,69,47,49452,30,0,0,0.000,0.000,0.000,0.000,0.000,8.006,2.544,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,4206,4206,48,0
2371,79.0,5551,234,25,1505,4046,0,0,1705,295.27,1.166,0.790,0.127,0.059,0.249,-0.891,2.032,0.3854,1.5821,0.555,0.003,0.015,0.149,-0.001,68,89,114,0,87,0,204416.31,26652.131,50122.691,62.679,16514.577,11.333,37195.916,13544.703,2357.873,27569.707,22055.766,5093.315,648.103,2380.646,0.000254,-0.003090,3254,0,87,27,111,86,13237,100,25,59.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118011,2271,3154,74417.156,50074.510,16504.658,1.078,59.784,32434.244,12160.702,905.073,508,258,89,87,82,71379,30,0,0,0.000,0.000,0.000,0.000,0.000,8.005,2.132,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,4206,4206,48,0
2401,80.0,5879,239,24,1573,4306,0,0,2216,260.02,1.171,0.789,0.127,0.057,0.247,-0.892,2.043,0.3872,1.5745,0.554,0.004,0.014,0.148,-0.001,57,75,108,0,104,0,215655.80,28950.458,53364.934,44.080,18698.584,10.609,39460.698,14291.370,3192.527,27745.714,22196.572,5550.675,483.917,2591.649,0.000241,-0.004785,3913,0,89,19,107,88,13498,134,19,41.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125344,2414,3779,80471.443,53338.798,18684.915,1.101,41.965,34491.160,12841.314,949.254,516,256,75,89,92,63343,30,0,0,0.000,0.000,0.000,0.000,0.000,8.010,2.275,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,5879,5878,65,0
2431,81.0,5998,164,24,1601,4397,0,0,2839,282.38,1.173,0.790,0.128,0.058,0.247,-0.892,2.049,0.3831,1.5799,0.558,0.018,0.048,0.148,-0.001,69,70,103,0,157,0,230570.86,31182.127,56715.204,58.027,19570.643,14.706,41458.701,14829.937,4180.103,20373.795,16299.036,4944.393,883.216,2669.195,0.000364,-0.004845,4137,0,73,30,102,72,13750,179,30,56.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131484,2569,3958,85248.573,56672.330,19559.113,0.869,56.415,36322.247,13321.741,995.196,381,290,70,73,147,71872,30,0,0,0.000,0.000,0.000,0.000,0.000,8.003,2.410,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,5879,5878,65,0
2461,82.0,6000,195,24,1602,4398,0,0,3405,287.77,1.174,0.789,0.129,0.059,0.247,-0.893,2.052,0.3865,1.5760,0.558,0.037,0.086,0.148,-0.001,76,50,102,0,178,0,244162.28,32497.626,56948.658,51.382,20362.675,15.353,41651.973,14848.194,5207.676,15207.611,12166.089,6393.936,1979.893,2783.038,0.000526,-0.006044,4130,0,78,24,102,78,13249,135,24,50.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131836,2557,3990,86085.853,56875.505,20332.863,0.787,50.595,36469.556,13342.118,986.586,292,291,50,78,163,80544,30,2,5,83.345,33.431,22.295,0.000,0.000,8.006,2.991,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,5879,5878,65,0
2491,83.0,6000,213,24,1608,4392,0,0,3876,282.40,1.174,0.788,0.129,0.059,0.248,-0.893,2.050,0.3861,1.5650,0.557,0.042,0.119,0.148,-0.001,54,47,106,0,207,0,258068.61,33327.190,60229.958,56.094,20977.899,16.786,41706.682,14861.603,6135.132,16410.721,13128.577,6839.272,3913.058,2969.040,0.000292,-0.004331,4100,0,80,26,103,79,13167,136,24,53.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131596,2712,3964,90646.849,60181.337,20953.760,1.171,53.014,36484.574,13372.319,960.032,310,316,47,80,189,82329,30,0,0,0.000,0.000,0.000,0.000,0.000,8.010,2.730,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,5879,5878,65,0
2521,84.0,5993,208,24,1587,4406,0,0,4138,311.45,1.178,0.790,0.129,0.060,0.245,-0.893,2.053,0.3933,1.5704,0.570,0.051,0.150,0.149,-0.001,48,38,136,0,224,0,270450.31,34719.346,62331.541,84.872,22441.869,14.012,41831.048,15026.961,6764.542,18067.242,14453.794,9235.403,5078.430,3204.216,0.000426,0.000281,4378,0,98,38,131,96,13307,169,35,78.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131919,2801,4208,94473.181,62287.558,22402.110,1.601,78.691,36622.581,13545.912,956.628,349,335,38,98,199,91296,30,0,1,3.733,0.000,2.496,0.000,0.000,8.007,2.433,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,5879,5878,65,0
2551,85.0,5994,227,24,1561,4433,0,0,4342,310.28,1.182,0.792,0.128,0.061,0.242,-0.894,2.054,0.3847,1.5613,0.575,0.054,0.170,0.149,-0.001,60,27,141,0,213,0,282263.28,35270.447,63558.862,89.497,22931.907,11.718,42034.799,15167.984,7172.223,17669.054,14135.243,8783.317,7098.422,3315.282,0.000497,0.003515,4335,0,103,38,139,101,12974,156,38,85.130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132653,2863,4172,96225.091,63496.799,22876.803,1.763,85.130,36891.554,13692.543,955.481,344,317,27,103,187,94224,30,1,7,69.187,16.715,29.544,0.000,0.000,8.000,2.348,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,5994,5990,184,1
2581,86.0,6000,220,24,1532,4468,0,0,4456,339.84,1.187,0.795,0.128,0.062,0.239,-0.894,2.064,0.3899,1.5653,0.580,0.065,0.204,0.148,-0.001,52,13,133,0,186,0,294485.56,35155.275,66305.071,80.949,22555.613,11.078,42289.229,15065.626,7471.062,15799.868,12639.895,9286.603,8863.745,3182.801,0.000386,0.006499,4112,0,100,33,133,100,13023,101,33,79.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133535,2980,4009,98915.494,66261.313,22536.260,1.709,79.240,37223.640,13610.450,945.716,313,278,13,100,165,83491,30,0,2,18.824,0.000,12.586,0.000,0.000,8.002,2.250,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,5994,5990,184,1
