tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated
2611,87.0,6000,209,24,1500,4500,0,0,4483,345.36,1.192,0.797,0.128,0.062,0.235,-0.895,2.070,0.3842,1.5681,0.581,0.062,0.228,0.148,-0.001,58,21,134,0,202,0,303972.41,35908.735,65472.902,70.677,24090.116,8.376,42515.732,15254.831,7604.564,16602.189,13281.751,9966.793,10004.356,3298.753,0.000408,0.007855,4021,0,100,34,133,100,12928,59,33,68.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134490,2942,3960,99706.962,65437.445,24082.055,1.669,68.339,37541.943,13769.202,987.233,326,294,21,100,173,87016,30,0,2,4.493,0.000,3.004,0.000,0.000,8.007,2.299,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,5994,5990,184,1
2641,88.0,6000,201,24,1491,4509,0,0,4430,344.52,1.194,0.798,0.128,0.061,0.234,-0.895,2.076,0.3866,1.5707,0.584,0.070,0.238,0.149,-0.001,43,23,145,0,204,0,311034.00,36100.625,66562.050,82.925,24272.885,9.486,42664.114,15311.194,7583.464,17241.734,13793.387,11479.425,11763.776,3433.676,0.000491,0.006714,4057,0,111,34,142,109,12704,39,33,77.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134962,2984,4018,101047.700,66523.618,24266.035,1.916,77.144,37719.244,13852.768,960.798,332,323,23,111,189,109743,30,0,0,0.000,0.000,0.000,0.000,0.000,8.003,2.313,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,5994,5990,184,1
2671,89.0,6000,227,24,1475,4525,0,0,4314,356.61,1.196,0.798,0.127,0.062,0.232,-0.895,2.078,0.3885,1.5722,0.587,0.073,0.263,0.149,0.000,49,18,132,0,207,0,320027.25,36077.206,67447.145,64.664,24046.307,9.580,42779.558,15372.379,7479.173,16514.368,13211.495,10689.585,11524.172,3448.014,0.000393,0.010304,3998,0,105,27,132,105,12645,56,27,62.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135422,3020,3942,101821.352,67407.050,24036.928,1.977,62.687,37872.554,13929.267,956.920,325,309,18,105,186,88503,30,0,0,0.000,0.000,0.000,0.000,0.000,8.002,2.346,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,5994,5990,184,1
2701,90.0,6000,241,23,1445,4555,0,0,4273,379.15,1.200,0.800,0.127,0.063,0.229,-0.895,2.086,0.3870,1.5633,0.589,0.091,0.282,0.149,0.001,60,14,134,0,175,0,328557.69,36171.133,68088.723,60.715,24371.982,11.521,42964.458,15308.635,7332.450,15111.590,12089.272,10847.873,12926.873,3387.550,0.000375,0.011556,3929,0,108,26,133,108,13200,14,25,58.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136199,3044,3915,102786.201,68023.202,24365.380,1.948,58.442,38124.267,13861.701,972.155,302,272,13,108,151,94756,30,1,0,25.000,16.715,0.000,0.000,0.000,8.055,2.528,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,6000,5993,51,0
2731,91.0,5998,221,23,1427,4571,0,0,4219,386.54,1.205,0.801,0.128,0.063,0.227,-0.895,2.091,0.3883,1.5596,0.587,0.083,0.297,0.149,0.000,37,18,143,0,174,0,333617.88,35841.663,67872.575,100.358,25140.515,10.173,43193.938,15314.308,7247.127,15490.815,12392.652,11478.287,14844.747,3577.822,0.000341,0.009987,3932,0,108,35,142,107,12897,5,35,95.960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136839,3048,3927,103586.582,67818.172,25138.582,2.237,95.960,38396.104,13869.856,973.641,303,287,18,108,161,94847,30,1,0,25.000,16.715,0.000,0.000,0.000,8.176,2.494,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,6000,5993,51,0
2761,92.0,5997,226,23,1403,4594,0,0,4164,340.30,1.209,0.802,0.129,0.063,0.224,-0.895,2.092,0.3808,1.5679,0.596,0.098,0.300,0.149,0.001,44,22,184,0,164,0,335301.53,35425.895,68332.173,114.187,24257.902,11.747,43454.285,15572.966,7084.692,17275.438,13820.351,13255.938,15657.635,3708.007,0.000447,0.007133,3918,0,148,36,184,148,12614,24,36,110.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137522,3065,3894,103051.658,68273.977,24253.389,3.315,110.872,38705.971,14096.011,1007.032,343,320,22,148,150,97956,30,1,0,25.000,16.715,0.000,0.000,0.000,8.297,2.707,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,6000,5993,51,0
2791,93.0,6000,202,23,1380,4620,0,0,4271,363.59,1.213,0.802,0.130,0.063,0.221,-0.895,2.090,0.3833,1.5665,0.606,0.083,0.311,0.149,0.001,41,18,135,0,141,0,339978.19,35066.044,68460.611,101.312,24093.082,10.314,43723.863,15548.315,7198.041,13670.860,10936.688,10556.533,15832.877,3357.492,0.000424,0.005400,3762,0,92,43,135,92,12874,7,43,99.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138072,3066,3755,102946.749,68434.066,24090.767,2.129,99.183,39005.766,14112.661,974.368,262,236,18,92,126,74433,30,0,0,0.000,0.000,0.000,0.000,0.000,8.416,2.979,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,6000,5993,51,0
2821,94.0,6000,182,23,1368,4632,0,0,4242,384.62,1.215,0.802,0.130,0.063,0.220,-0.895,2.088,0.3810,1.5598,0.604,0.089,0.315,0.149,0.002,47,14,129,0,165,0,342593.91,34410.165,66223.345,45.880,23727.512,9.123,43973.660,15500.065,7167.855,14426.397,11541.118,11439.258,13671.768,3425.796,0.000543,0.003255,3716,0,108,21,128,108,12931,10,20,42.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138703,2971,3706,100103.614,66178.113,23718.906,2.605,42.603,39296.516,14092.763,953.127,285,273,13,108,152,94234,30,0,0,0.000,0.000,0.000,0.000,0.000,8.535,3.041,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,6000,5993,51,0
2851,95.0,6000,190,24,1342,4658,0,0,4266,420.89,1.220,0.804,0.130,0.064,0.216,-0.895,2.087,0.3763,1.5650,0.603,0.078,0.328,0.149,0.002,49,22,141,0,149,0,343980.12,33686.172,65401.701,113.751,23725.404,10.930,44207.969,15570.747,7158.811,14513.355,11610.684,10055.720,14515.164,3404.311,0.000404,0.002457,3777,0,99,42,140,99,12647,34,41,111.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139236,2927,3743,99134.013,65380.543,23714.056,2.321,111.272,39565.958,14162.940,959.856,286,260,22,99,139,93676,30,0,0,0.000,0.000,0.000,0.000,0.000,8.653,3.826,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,6000,5970,80,1
2881,96.0,5999,187,24,1308,4691,0,0,4314,443.60,1.225,0.806,0.129,0.064,0.212,-0.895,2.089,0.3776,1.5652,0.619,0.090,0.309,0.149,0.003,43,18,133,0,172,0,340448.47,32232.655,63290.184,54.045,23051.679,8.944,44511.171,15763.683,7196.246,15342.858,12274.287,11414.570,13786.380,3367.932,0.000436,0.001702,3835,0,106,27,133,106,12666,73,27,51.910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140099,2829,3762,95975.653,63248.152,23031.210,2.135,51.910,39938.143,14372.318,958.840,310,276,18,106,152,106345,12,0,0,0.000,0.000,0.000,0.000,0.000,3.494,1.799,0.000,0,1,0,0,1,690,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,6000,5970,80,1
2911,97.0,6000,182,24,1291,4709,0,0,4223,460.14,1.227,0.806,0.129,0.065,0.210,-0.895,2.090,0.3782,1.5532,0.619,0.071,0.289,0.149,0.003,47,22,160,0,170,0,335447.41,31279.427,62887.342,82.154,22610.588,11.039,44764.869,15836.878,7146.745,16536.175,13228.940,11664.676,13094.247,3435.327,0.000389,0.002618,3649,0,127,33,159,126,12858,78,33,77.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140822,2816,3571,95153.307,62859.277,22596.052,2.723,77.437,40244.497,14455.843,957.983,328,310,22,127,161,121206,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,6000,5970,80,1
2941,98.0,6000,202,24,1256,4744,0,0,4090,378.90,1.233,0.807,0.128,0.065,0.205,-0.895,2.086,0.3793,1.5501,0.600,0.057,0.269,0.149,0.004,39,21,203,0,157,0,325456.34,29387.581,60300.931,78.811,22009.681,10.184,45037.100,15972.681,6888.089,17905.751,14324.601,13988.219,10747.804,3543.335,0.000317,0.004479,3752,0,162,41,203,162,12753,39,41,75.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141746,2702,3713,91665.998,60282.258,22006.604,3.327,75.484,40591.877,14539.678,1026.614,359,324,21,162,141,113502,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,6000,5970,80,1
2971,99.0,5999,163,24,1196,4803,0,0,4011,438.60,1.243,0.811,0.128,0.064,0.198,-0.895,2.076,0.3832,1.5539,0.626,0.059,0.228,0.149,0.004,46,27,234,0,190,0,314474.19,27807.967,59557.239,125.507,19536.611,11.406,45445.128,16000.321,6676.530,21357.941,17086.353,14061.271,8799.784,3218.267,0.000376,0.004315,3520,0,172,62,233,172,12985,21,61,120.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143112,2668,3499,87975.502,59535.009,19531.816,3.401,120.798,41119.730,14562.734,1041.180,435,376,27,172,177,134239,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,6000,5970,80,1
3001,100.0,5998,153,26,1153,4845,0,0,4011,419.48,1.249,0.814,0.126,0.065,0.193,-0.896,2.075,0.3805,1.5520,0.623,0.044,0.186,0.149,0.004,56,31,242,0,171,0,299364.28,26115.369,56737.274,105.294,18069.476,10.311,45827.992,16161.677,6563.410,20935.327,16748.262,14931.216,7239.592,3156.875,0.000428,0.002228,3360,0,193,49,240,191,13039,24,49,97.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144667,2533,3336,83074.042,56705.744,18066.674,3.847,97.958,41646.227,14717.616,1067.801,422,380,31,193,156,124544,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,5998,5959,597,3
3031,101.0,5999,152,26,1124,4875,0,0,4007,444.82,1.254,0.815,0.126,0.065,0.189,-0.897,2.073,0.3826,1.5486,0.630,0.054,0.162,0.149,0.004,56,27,192,0,188,0,285437.97,24544.748,53632.643,83.949,16925.599,10.332,46272.067,16150.094,6531.941,19109.749,15287.799,10896.995,5823.650,2690.950,0.000453,0.001654,3335,0,150,42,190,148,13633,34,42,78.540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145806,2398,3301,78290.671,53616.422,16912.763,2.303,78.540,42199.208,14687.534,1098.241,379,349,27,150,172,128192,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,5998,5959,597,3
3061,102.0,6000,125,26,1088,4912,0,0,3981,408.37,1.259,0.816,0.125,0.067,0.185,-0.897,2.075,0.3844,1.5518,0.624,0.025,0.121,0.149,0.005,32,36,195,0,230,0,270151.16,22667.701,53138.539,82.854,17022.656,10.037,46495.436,16332.713,6460.923,21835.675,17468.541,10790.267,4025.731,2703.715,0.000346,0.000659,3347,0,151,44,195,151,13534,35,44,80.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146904,2384,3312,77945.363,53121.723,17019.684,2.476,80.377,42528.587,14858.436,1121.743,440,403,36,151,216,155891,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,5998,5959,597,3
3091,103.0,5998,128,26,1051,4947,0,0,4003,387.68,1.263,0.816,0.125,0.066,0.180,-0.897,2.079,0.3871,1.5451,0.627,0.025,0.085,0.149,0.005,42,46,173,1,251,0,251462.66,21495.668,48306.832,94.116,14873.769,10.442,46688.760,16404.818,6480.944,22061.731,17649.385,10282.559,2034.984,2280.696,0.000289,0.001864,3352,0,131,42,171,130,13800,38,41,90.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147937,2161,3314,70065.382,48293.398,14871.055,2.013,90.476,42818.265,14982.734,1079.557,443,408,46,131,231,148892,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,5998,5959,597,3
3121,104.0,5999,127,26,1046,4953,0,0,4046,413.61,1.265,0.816,0.125,0.066,0.180,-0.898,2.087,0.3847,1.5449,0.622,0.017,0.052,0.148,0.005,43,41,131,0,265,0,232404.48,20185.766,45122.030,33.829,13622.455,10.127,46793.715,16511.993,6539.505,20640.151,16512.121,6915.365,1521.925,1989.270,0.000357,0.000820,3188,0,112,19,131,112,13592,46,19,32.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148472,2017,3142,65148.728,45104.595,13619.016,1.586,32.242,42975.251,15126.002,1050.774,413,407,41,112,254,158890,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,5998,5959,597,3
3151,105.0,6000,108,26,1056,4944,0,0,4060,476.67,1.265,0.814,0.125,0.065,0.181,-0.898,2.092,0.3838,1.5441,0.620,0.001,0.015,0.148,0.004,45,59,119,0,325,0,210878.12,19770.856,42138.520,41.306,13273.087,10.253,46847.843,16527.149,6595.988,23650.414,18920.332,6448.321,487.299,1840.359,0.000253,-0.000052,3141,0,98,21,119,98,13564,30,21,40.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148350,1884,3111,61469.257,42129.002,13271.452,1.052,40.254,43009.567,15157.730,1032.688,463,472,58,98,316,176612,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151,6000,6000,150,0
3181,106.0,5768,99,26,1042,4726,0,0,4006,465.08,1.262,0.812,0.126,0.065,0.185,-0.899,2.088,0.3879,1.5342,0.645,0.002,0.008,0.149,0.004,36,77,103,0,379,0,191303.78,18802.244,39514.367,51.400,11833.365,10.977,46103.060,16213.011,6628.986,15409.930,12327.944,4172.739,213.315,1529.251,0.000398,-0.003293,2999,0,77,26,103,77,13169,41,26,50.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145738,1766,2958,56896.523,39500.223,11830.275,0.576,50.824,42269.443,14875.662,1004.004,307,525,77,77,371,219125,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151,6000,6000,150,0
3211,107.0,5447,121,26,1029,4418,0,0,3804,416.64,1.256,0.809,0.126,0.063,0.191,-0.900,2.092,0.3857,1.5276,0.638,0.000,0.008,0.149,0.003,44,84,72,1,396,0,173337.98,17864.675,36922.975,32.550,11193.257,8.846,43640.387,15078.348,6410.424,10925.792,8740.634,3810.378,144.514,1516.778,0.000247,-0.005303,2920,0,55,17,72,55,11999,68,17,32.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137369,1640,2852,53201.226,36902.714,11183.429,0.467,32.082,39848.341,13848.925,904.980,216,524,84,55,385,209259,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151,6000,6000,150,0
