tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated
331,11.0,1887,426,48,150,1674,23,40,11,157.00,0.886,1.070,0.088,0.061,0.082,-0.676,1.492,0.3218,2.3821,0.852,0.280,0.035,0.120,-0.068,50,133,67,0,2,0,62887.32,1616.174,16568.454,39.512,776.609,9.427,10304.293,4605.029,14.974,5855.684,4684.547,1920.319,204.603,466.774,0.000131,-0.008145,88,0,65,2,56,54,23338,0,2,5.602,153,15,15,3,0,10,2,303,86,85,24,0,61,0,31956,609,51,14608.596,11384.928,495.169,0.386,2.397,5772.628,2779.444,181.548,112,109,75,33,1,14956,18910,368,33,8835.958,5052.683,276.318,2.865,3.205,3672.918,1403.781,89.591,35,79,48,30,1,13033,923,16,1,265.802,102.192,2.348,12.618,0.000,197.619,56.553,8.275,0,7,5,2,0,1879,363,4,3,45.238,4.985,2.774,7.470,0.000,87.215,19.674,6.700,0,1,1,0,0,159,437,1,0,25.000,1.261,0.000,0.000,0.000,87.496,14.250,0.366,0,3,3,0,0,950,324,1,0,25.000,0.124,0.000,10.571,0.000,44.791,5.573,2.188,0,1,1,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,301,1937,1937,0,0
361,12.0,1860,438,48,154,1657,15,34,13,184.77,0.886,1.075,0.082,0.059,0.085,-0.694,1.498,0.3259,2.4075,0.823,0.286,0.036,0.122,-0.067,61,121,75,0,1,0,64423.20,1734.389,18887.875,47.261,582.515,8.582,10078.085,4596.923,13.622,6445.464,5156.371,2509.644,201.826,444.453,0.000135,-0.007610,59,0,72,3,63,61,22824,0,3,5.820,117,11,11,3,0,8,0,285,72,70,20,1,49,0,32338,703,33,16681.368,13292.720,366.205,0.765,3.610,5906.742,2830.522,196.813,128,88,51,36,1,13721,17461,389,25,9577.250,5470.224,215.907,2.953,0.000,3384.537,1350.701,84.861,35,92,56,36,0,17111,834,19,1,283.735,107.489,0.403,8.262,1.244,172.394,52.729,5.875,0,3,3,0,0,775,322,2,0,15.000,2.752,0.000,17.881,0.966,77.562,14.875,7.208,0,3,3,0,0,1037,293,1,0,25.000,2.412,0.000,0.000,0.000,54.750,9.392,0.162,0,5,5,0,0,1708,238,1,0,7.500,0.125,0.000,11.580,0.000,31.596,3.884,2.271,0,3,3,0,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,301,1937,1937,0,0
391,13.0,1893,428,48,157,1693,12,31,14,195.60,0.886,1.085,0.080,0.059,0.086,-0.702,1.504,0.3318,2.4507,0.801,0.255,0.034,0.123,-0.068,55,90,65,0,1,0,66796.48,1779.388,19421.247,40.590,654.337,8.669,10119.091,4665.377,17.641,7309.468,5847.574,1980.158,179.967,443.815,0.000130,-0.009141,85,0,59,6,48,45,23045,0,6,5.217,115,23,22,8,0,13,1,225,67,55,12,0,39,4,33826,723,50,17586.389,13951.888,472.989,0.349,2.295,6212.934,3012.025,198.889,139,93,48,45,0,14830,16475,381,25,9310.063,5388.918,172.687,3.630,0.000,3175.229,1267.865,66.400,41,51,37,13,1,11035,718,11,5,145.159,53.805,3.544,5.205,2.245,149.756,41.433,3.214,0,3,2,1,0,1135,270,2,4,44.462,7.036,2.510,10.347,0.593,64.538,12.046,7.243,0,0,0,0,0,0,202,2,1,59.520,1.763,2.607,0.000,0.000,37.363,6.884,0.530,0,2,2,0,0,744,208,2,0,15.000,0.028,0.000,15.842,0.084,27.116,4.475,6.257,0,1,1,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,301,1937,1937,0,0
421,14.0,1965,506,48,161,1772,6,26,14,213.64,0.889,1.096,0.077,0.059,0.086,-0.719,1.511,0.3228,2.5061,0.803,0.280,0.030,0.126,-0.070,49,93,79,0,2,0,69228.41,1862.247,21149.737,35.267,586.149,7.675,10404.319,4845.084,18.647,9420.013,7536.011,2735.828,226.594,500.845,0.000096,-0.009168,72,0,74,5,66,64,23542,16,4,8.448,90,11,10,2,0,6,2,211,72,71,20,0,49,2,35904,850,35,20685.741,16553.453,403.004,1.064,0.000,6642.946,3251.834,215.745,203,95,49,46,0,16990,15885,324,21,7837.955,4489.587,174.107,4.813,7.966,3064.507,1192.184,71.865,33,62,35,25,2,13318,613,13,0,167.500,61.545,0.000,8.178,0.000,126.364,37.473,5.592,0,4,1,3,0,1634,269,5,0,72.500,14.555,0.000,11.272,0.378,64.433,13.122,8.330,0,1,1,0,0,420,139,0,0,0.000,0.000,0.000,0.000,0.000,26.269,5.791,0.384,0,4,4,0,0,1643,132,1,0,7.500,0.125,0.000,1.241,0.103,16.196,3.205,2.072,0,2,2,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,301,1937,1937,0,0
451,15.0,2125,476,40,170,1925,6,24,13,200.81,0.894,1.103,0.076,0.058,0.086,-0.729,1.512,0.3276,2.5415,0.790,0.229,0.028,0.128,-0.068,64,50,81,0,1,0,75142.49,2013.548,26095.535,52.042,848.738,9.168,11066.226,5355.221,17.763,11282.669,9026.135,2706.536,294.830,549.933,0.000150,-0.009240,116,0,77,4,67,63,24988,37,4,11.462,85,5,5,4,0,1,0,196,84,65,12,0,53,0,39581,1064,56,26381.511,20997.287,655.411,0.466,8.540,7393.029,3733.843,256.127,242,85,31,53,1,15395,15604,353,21,8616.709,4987.316,177.715,6.168,0.442,3005.771,1174.295,87.546,37,41,17,24,0,8162,515,8,1,162.948,55.577,6.251,3.518,2.480,108.746,34.966,6.340,0,1,1,0,0,426,228,4,1,34.521,4.557,1.060,11.196,0.000,55.420,9.791,5.577,0,1,1,0,0,428,60,2,0,32.500,1.763,0.000,0.000,0.000,10.368,1.775,0.025,0,0,0,0,0,0,120,3,0,22.500,0.251,0.000,13.802,0.000,14.243,3.010,2.710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,2125,2125,0,0
481,16.0,2293,451,40,180,2088,6,19,14,199.88,0.898,1.112,0.073,0.056,0.086,-0.740,1.514,0.3234,2.5886,0.816,0.211,0.028,0.131,-0.068,48,72,79,0,2,0,80659.75,2249.427,26995.802,42.789,938.353,6.570,12025.229,5915.747,15.935,12357.908,9886.327,2497.502,323.158,521.607,0.000144,-0.010478,161,0,75,4,72,68,26720,65,4,13.702,78,5,5,1,0,2,2,195,92,80,22,0,58,0,44597,1113,79,27861.053,22129.658,816.302,0.902,12.552,8431.173,4283.358,298.765,271,96,42,52,2,16507,15229,329,17,8182.131,4797.684,119.240,4.689,0.000,2920.367,1153.224,83.393,36,48,26,22,0,11805,459,7,0,87.500,32.820,0.000,9.884,1.150,100.451,30.301,7.748,0,3,2,1,0,1392,163,4,0,30.000,5.397,0.000,8.366,0.000,41.628,7.789,6.612,0,2,2,0,0,915,60,1,0,7.500,0.319,0.000,0.000,0.000,10.368,1.669,0.051,0,0,0,0,0,0,120,0,0,0.000,0.000,0.000,5.246,0.000,14.243,2.357,0.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,2125,2125,0,0
511,17.0,2420,474,40,184,2214,5,17,16,217.42,0.910,1.123,0.071,0.055,0.085,-0.750,1.530,0.3233,2.6111,0.793,0.174,0.028,0.133,-0.067,45,69,116,0,0,0,86215.80,2380.366,29737.847,58.434,1239.591,6.588,13006.089,6604.144,21.428,12221.174,9776.940,3596.415,252.840,695.442,0.000144,-0.011538,179,0,108,8,97,91,28727,56,8,17.821,81,6,6,2,0,2,2,176,88,86,27,0,58,0,49619,1255,89,31634.568,25121.333,1028.867,1.540,12.576,9476.409,4886.152,362.850,271,124,41,83,0,24832,14906,304,34,7859.729,4526.819,210.341,4.175,1.541,2864.692,1178.795,80.919,29,50,25,25,0,12520,413,9,0,137.500,51.157,0.000,9.197,3.133,92.098,23.853,7.114,0,1,1,0,0,325,124,3,0,22.500,4.457,0.000,17.280,0.570,29.775,6.162,11.222,0,1,1,0,0,485,60,5,0,107.500,6.096,0.000,0.000,0.000,10.379,2.850,0.051,0,0,0,0,0,0,106,0,0,0.000,0.000,0.000,2.131,0.000,12.995,1.429,1.435,0,1,1,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,451,2125,2125,0,0
541,18.0,2584,452,40,199,2366,4,15,26,216.91,0.918,1.129,0.069,0.053,0.086,-0.759,1.533,0.3219,2.6308,0.746,0.141,0.029,0.135,-0.067,62,93,106,0,0,0,92091.52,2458.056,31837.200,61.701,974.826,6.638,14014.519,7186.425,30.794,14077.005,11261.604,3536.047,269.100,628.964,0.000160,-0.011998,202,0,100,6,86,82,31022,81,6,18.290,64,21,21,7,4,0,10,159,75,74,13,0,59,0,54676,1349,100,33928.538,27153.572,837.481,1.515,17.329,10579.734,5441.507,431.522,311,136,58,78,0,24415,14157,317,21,7909.126,4595.378,115.474,4.651,0.000,2755.338,1133.850,85.497,31,53,31,22,0,14797,371,6,0,97.500,36.902,0.000,2.602,0.000,81.294,21.269,3.124,0,2,2,0,0,987,94,1,0,25.000,4.818,0.000,13.477,0.961,20.368,4.010,9.678,0,1,1,0,0,515,60,1,0,25.000,1.444,0.000,0.000,0.000,10.505,2.255,0.255,0,0,0,0,0,0,67,0,0,0.000,0.000,0.000,19.830,0.000,9.480,1.137,7.453,0,1,1,0,0,518,0,0,0,0,1,0,0,0,0,0,0,0,451,2125,2125,0,0
571,19.0,2751,449,40,202,2533,4,12,30,203.25,0.925,1.138,0.067,0.052,0.085,-0.765,1.533,0.3324,2.6363,0.788,0.144,0.028,0.136,-0.068,59,84,96,0,1,0,99370.40,2651.619,34106.211,28.111,936.263,6.665,14982.241,7650.347,45.094,13614.772,10891.818,2906.040,621.520,578.860,0.000177,-0.013503,184,0,91,5,92,87,32968,63,5,11.154,60,8,8,3,0,0,5,120,54,48,4,0,44,0,59243,1433,88,35951.124,29027.008,769.698,1.638,10.090,11560.592,5924.603,466.713,306,133,62,71,0,22431,13897,342,28,8520.210,5010.023,158.316,6.126,1.064,2735.708,1095.911,89.913,34,40,20,19,1,11303,327,5,0,107.500,45.136,0.000,1.956,0.000,70.917,18.647,2.343,0,2,1,1,0,590,67,1,2,30.936,4.818,1.144,1.776,0.000,12.481,1.214,2.245,0,1,1,0,0,548,60,1,3,41.802,1.444,0.971,0.000,0.000,10.661,1.472,0.127,0,0,0,0,0,0,60,0,0,0.000,0.000,0.000,5.461,0.000,8.942,1.099,2.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,2125,2125,0,0
601,20.0,3002,412,37,218,2771,3,10,35,205.35,0.935,1.147,0.067,0.049,0.085,-0.772,1.539,0.3280,2.6409,0.760,0.110,0.028,0.138,-0.068,64,89,106,0,3,0,106458.08,2891.118,37568.069,35.023,1498.353,6.572,16345.771,8351.018,51.387,17755.086,14204.069,3680.759,625.090,801.493,0.000257,-0.014934,252,0,103,3,95,93,35601,81,3,3.453,60,15,15,5,0,3,6,76,24,24,2,0,22,0,65487,1640,140,41670.186,33300.162,1261.864,2.688,0.000,12915.278,6582.210,536.372,400,158,66,90,2,27256,13786,282,30,7208.456,4185.831,198.236,6.348,3.404,2726.641,1068.846,93.417,30,34,21,12,1,11156,286,6,1,128.540,48.917,5.479,1.549,0.000,61.937,14.411,1.356,0,1,0,1,0,455,53,2,0,50.000,9.635,0.000,0.000,0.000,9.667,0.711,0.491,0,1,1,0,0,594,60,0,0,0.000,0.000,0.000,0.000,0.000,10.816,1.452,0.229,0,0,0,0,0,0,56,0,0,0.000,0.000,0.000,13.357,0.049,8.583,1.085,4.065,0,1,1,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,601,3002,3002,7,0
631,21.0,3202,372,37,229,2962,2,9,46,211.76,0.942,1.152,0.070,0.048,0.086,-0.778,1.537,0.3322,2.6528,0.745,0.087,0.029,0.140,-0.068,56,95,115,0,1,0,113644.19,3111.070,39318.128,37.718,1806.329,6.668,17918.770,9211.468,61.956,16240.750,12992.600,3616.805,380.751,842.902,0.000291,-0.016985,252,0,109,6,108,102,38774,27,6,18.607,60,10,10,6,0,2,2,60,12,12,2,0,10,0,72398,1702,195,43755.230,34739.901,1604.209,2.343,18.607,14488.735,7326.898,642.052,368,171,79,91,1,30116,13608,308,30,7833.439,4500.101,196.622,4.615,0.000,2698.263,1094.892,77.367,26,32,14,18,0,10686,249,6,0,45.000,17.598,0.000,1.264,0.000,53.108,10.876,0.837,0,1,1,0,0,562,30,2,0,50.000,9.635,0.000,0.000,0.000,6.895,0.313,0.281,0,0,0,0,0,0,54,1,0,25.000,1.444,0.000,0.000,0.000,9.289,1.271,0.102,0,1,1,0,0,625,30,0,0,0.000,0.000,0.000,8.871,0.000,5.500,0.998,4.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,3002,3002,7,0
661,22.0,3362,359,37,231,3122,2,7,53,209.74,0.949,1.159,0.069,0.049,0.084,-0.782,1.536,0.3343,2.6619,0.775,0.074,0.031,0.140,-0.068,53,121,144,0,6,0,119323.78,3346.365,41359.101,39.758,1803.474,6.589,19182.658,10094.841,78.306,17125.495,13700.396,4973.865,379.255,931.604,0.000280,-0.019486,237,0,136,8,140,132,41391,11,8,21.812,60,5,5,3,0,2,0,39,14,14,4,0,10,0,77964,1842,203,47197.537,37404.915,1662.349,4.996,21.812,15778.840,8057.064,748.251,388,222,99,117,6,41165,13463,259,23,6590.193,3882.735,128.547,3.054,0.000,2677.219,1150.644,73.282,33,39,20,19,0,12535,196,5,0,125.000,48.076,0.000,1.929,0.000,40.330,9.666,0.837,0,2,2,0,0,1214,30,1,0,25.000,4.818,0.000,0.000,0.000,6.993,0.313,0.421,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.827,0.519,0.051,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,6.604,0.000,5.578,0.998,2.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,3002,3002,7,0
691,23.0,3524,342,37,247,3268,2,7,69,223.90,0.959,1.158,0.067,0.048,0.085,-0.788,1.539,0.3268,2.6650,0.766,0.061,0.025,0.141,-0.068,60,146,158,0,3,0,124237.05,3618.563,42808.173,42.557,1728.728,5.616,20352.452,10688.525,95.602,18801.049,15040.839,5286.265,373.224,999.746,0.000186,-0.019707,252,0,151,7,148,142,44074,17,6,15.189,60,9,9,6,0,1,2,30,18,18,0,0,18,0,83150,1888,210,48439.124,38733.946,1546.078,5.064,15.189,17004.239,8608.177,806.401,424,241,116,123,2,46855,13023,268,25,6825.627,3984.781,158.840,3.063,0.000,2584.362,1127.628,74.469,22,59,30,28,1,18697,180,5,0,55.000,22.513,0.000,0.000,0.000,36.343,9.068,0.000,0,0,0,0,0,0,30,1,0,25.000,4.818,0.000,0.000,0.000,7.091,0.313,1.263,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.867,0.519,0.076,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,14.885,0.000,5.656,0.998,4.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,3002,3002,7,0
721,24.0,3701,286,37,249,3446,0,6,94,216.85,0.969,1.165,0.068,0.047,0.084,-0.793,1.540,0.3311,2.6705,0.783,0.072,0.023,0.143,-0.069,47,128,163,0,4,0,129870.68,3911.403,45116.488,40.678,2080.863,8.191,21520.085,11334.637,125.692,18938.810,15151.048,5222.147,369.869,1074.745,0.000183,-0.020498,307,0,152,11,160,149,46395,37,11,29.106,26,6,6,1,0,2,3,30,17,17,0,0,17,0,88564,2005,240,51689.494,41180.386,1891.196,4.919,29.106,18326.169,9248.262,903.144,432,245,110,132,3,47029,12077,257,28,6519.237,3856.558,146.753,4.024,0.000,2413.729,1047.312,71.342,27,36,16,19,1,13112,175,1,2,13.707,2.970,2.458,0.000,0.000,35.547,9.278,0.000,0,1,1,0,0,716,30,0,0,0.000,0.000,0.000,0.000,0.000,7.188,0.313,1.193,0,0,0,0,0,0,19,0,0,0.000,0.000,0.000,0.000,0.000,1.836,0.329,0.127,0,1,1,0,0,710,7,0,0,0.000,0.000,0.000,0.476,0.000,1.331,0.233,0.000,0,1,0,1,0,698,0,0,0,0,0,0,0,0,0,0,0,0,601,3002,3002,7,0
751,25.0,3837,271,29,259,3572,0,6,111,230.31,0.975,1.168,0.067,0.047,0.085,-0.797,1.544,0.3380,2.6727,0.717,0.031,0.026,0.144,-0.070,51,154,167,0,11,0,134698.53,4007.260,46414.608,33.736,2376.430,6.281,22699.619,12130.832,150.168,18793.885,15035.109,5472.984,278.400,1136.978,0.000287,-0.021079,332,0,161,6,163,157,48492,26,6,21.582,0,0,0,0,0,0,0,30,8,8,0,0,8,0,93556,2082,289,53947.393,42739.336,2263.845,5.765,21.582,19588.161,10018.478,973.529,424,273,131,135,7,57404,11604,232,17,5917.765,3599.983,93.018,0.569,0.000,2323.424,1005.434,65.243,27,52,23,26,3,17176,150,2,0,50.000,21.043,0.000,0.000,0.000,29.700,7.783,0.000,0,0,0,0,0,0,30,1,0,25.000,4.818,0.000,0.000,0.000,7.286,0.313,0.561,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,3837,3837,10,0
781,26.0,3914,301,29,269,3639,0,6,143,224.36,0.980,1.171,0.069,0.046,0.086,-0.800,1.543,0.3215,2.6825,0.729,0.037,0.029,0.144,-0.070,53,154,211,0,12,0,137001.88,4149.795,46345.682,27.350,2565.550,7.203,23487.603,12586.094,179.516,18248.813,14599.051,6493.601,460.230,1362.672,0.000174,-0.020392,435,0,205,6,208,202,50220,77,6,13.745,0,0,0,0,0,0,0,30,24,24,0,0,24,0,96743,2076,326,54166.320,42853.226,2362.952,7.118,13.745,20400.589,10432.927,1021.184,416,342,143,188,11,67622,11281,226,32,5906.250,3425.624,194.173,1.493,0.000,2270.739,997.881,58.987,22,29,11,17,1,9743,150,2,0,50.000,21.043,0.000,0.000,0.000,30.054,7.293,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,7.384,0.313,1.684,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,3837,3837,10,0
811,27.0,4066,265,29,274,3788,0,4,181,234.41,0.987,1.176,0.070,0.046,0.086,-0.804,1.540,0.3330,2.6867,0.737,0.044,0.025,0.146,-0.070,40,149,181,0,13,0,140868.30,4337.647,48396.283,25.078,2487.798,6.537,24444.426,12945.664,238.131,20000.876,16000.701,5671.156,402.516,1190.513,0.000210,-0.019449,440,0,174,7,178,171,51768,93,7,13.804,0,0,0,0,0,0,0,11,10,9,0,0,9,0,100421,2183,321,56618.529,45230.909,2272.403,6.642,13.804,21381.668,10819.191,1045.449,463,303,131,161,11,60236,11036,207,23,5316.448,3124.244,130.005,0.782,0.000,2217.819,952.355,59.566,20,31,16,13,2,10855,149,0,3,5.317,0.000,2.105,0.000,0.000,30.262,6.486,0.000,0,1,1,0,0,810,11,0,0,0.000,0.000,0.000,0.000,0.000,2.732,0.115,0.702,0,1,1,0,0,792,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,3837,3837,10,0
841,28.0,4110,287,29,279,3827,0,4,222,215.55,0.995,1.178,0.070,0.045,0.087,-0.806,1.545,0.3351,2.6935,0.750,0.043,0.025,0.146,-0.069,45,159,231,0,20,0,142722.75,4523.572,48782.939,45.461,2395.040,6.259,25281.990,13359.751,292.931,18495.622,14796.498,7366.301,189.375,1308.054,0.000163,-0.019079,388,0,218,13,228,215,52756,35,13,31.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103771,2206,322,57147.647,45608.184,2213.213,7.396,31.206,22327.090,11167.890,1146.075,423,358,144,195,19,71147,10432,205,31,5351.653,3114.927,161.332,1.389,0.000,2106.409,916.413,56.764,13,39,15,23,1,13156,120,1,0,7.500,2.970,0.000,0.000,0.000,25.313,5.400,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,3837,3837,10,0
871,29.0,4183,266,29,283,3897,0,3,291,227.53,1.003,1.183,0.072,0.044,0.087,-0.810,1.556,0.3297,2.6977,0.737,0.049,0.023,0.147,-0.068,46,167,246,0,24,0,145778.81,4818.709,51772.608,32.666,2509.941,7.776,25952.956,13733.413,372.072,20896.084,16716.868,7742.029,224.461,1363.770,0.000194,-0.019671,368,0,237,9,244,235,55138,3,9,19.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106419,2374,338,61318.939,48969.507,2366.358,7.903,19.508,23095.327,11529.860,1196.648,477,382,153,209,20,82085,9778,180,27,4671.764,2764.411,141.757,1.873,0.000,1992.029,889.847,47.271,19,45,13,28,4,14869,91,1,0,25.000,10.927,0.000,0.000,0.000,20.718,4.998,0.000,0,1,1,0,0,842,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,751,3837,3837,10,0
901,30.0,4163,271,23,301,3860,0,2,351,221.07,1.007,1.179,0.075,0.043,0.090,-0.812,1.561,0.3207,2.6731,0.735,0.037,0.022,0.146,-0.068,37,164,291,0,27,0,144578.22,5084.740,49381.705,25.922,2768.530,6.670,26355.280,13931.725,480.385,18828.947,15063.158,9341.612,216.433,1601.738,0.000245,-0.019875,374,0,285,6,290,284,56986,2,6,13.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107898,2271,348,59300.326,47004.338,2634.408,9.121,13.759,23610.401,11729.307,1259.991,418,434,149,260,25,90271,8980,153,24,4025.756,2312.719,132.930,1.519,0.000,1867.744,830.746,43.854,19,40,14,25,1,12117,64,1,0,25.000,10.927,0.000,0.000,0.000,12.505,2.377,0.000,0,1,1,0,0,795,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,4163,4163,163,0
931,31.0,4148,259,23,321,3825,0,2,429,254.34,1.014,1.174,0.079,0.044,0.094,-0.814,1.570,0.3342,2.6609,0.721,0.022,0.023,0.146,-0.066,42,172,257,0,31,0,143966.31,5397.508,48266.653,32.906,2848.442,6.847,26495.083,13900.920,573.193,18050.129,14440.103,7969.211,235.371,1525.172,0.000197,-0.020295,460,0,249,8,254,246,56951,51,8,20.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107730,2216,388,57933.349,45781.666,2720.341,8.459,20.886,23863.785,11807.463,1213.515,402,402,144,231,27,91516,8065,157,21,4121.384,2437.305,121.620,0.313,0.000,1699.851,768.589,35.986,13,48,28,18,2,21690,60,0,0,0.000,0.000,0.000,0.000,0.000,11.364,1.999,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,4163,4163,163,0
