tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated
961,32.0,3881,273,37,275,3582,3,21,508,220.74,1.131,1.385,0.089,0.054,0.078,-0.818,1.619,0.3653,2.6966,0.725,0.022,0.035,0.082,0.117,51,192,123,0,58,0,138892.61,4469.896,48014.318,38.476,2866.865,7.157,28751.851,14147.655,778.824,16757.312,13405.850,4384.565,645.497,1033.186,0.000243,0.000356,459,0,113,10,116,106,28213,4,10,19.384,100,24,24,7,0,7,10,367,214,208,0,0,202,6,94379,2029,405,53298.138,43597.568,2630.353,2.122,13.406,24619.114,11784.628,551.422,363,309,167,95,47,68948,12544,299,48,7867.430,4261.971,224.199,1.707,5.978,3125.625,1483.024,168.467,11,46,21,16,9,15747,725,13,2,351.281,138.122,10.634,0.000,0.000,172.784,82.717,9.394,0,6,4,1,1,4022,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,100,0,0,0.000,0.000,0.000,15.263,0.000,18.185,1.310,2.317,0,1,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,901,3836,3836,56,0
991,33.0,3853,276,37,273,3559,3,18,608,271.59,1.132,1.388,0.089,0.054,0.079,-0.824,1.609,0.3768,2.7023,0.753,0.040,0.035,0.082,0.119,52,195,131,0,76,0,138311.81,4599.206,48104.754,29.327,2575.109,8.430,28976.798,14260.312,924.958,16170.963,12936.771,4035.387,946.268,936.183,0.000209,0.001769,447,0,120,11,125,115,28652,21,11,12.041,90,31,30,5,0,11,14,314,143,138,0,0,133,5,96025,2046,375,53614.301,44225.477,2372.925,2.418,10.654,25099.906,12031.707,566.413,352,341,173,103,65,81675,11661,268,51,7060.648,3740.909,201.129,2.139,1.364,2912.316,1364.827,156.723,12,46,21,15,10,16466,567,11,0,275.000,113.321,0.000,0.000,0.000,132.135,67.130,4.600,1,4,1,2,1,1653,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,90,0,0,0.000,0.000,0.000,12.729,0.022,17.462,1.228,2.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,3836,3836,56,0
1021,34.0,3847,248,37,281,3550,3,13,714,300.38,1.132,1.389,0.089,0.054,0.081,-0.831,1.602,0.3738,2.7044,0.730,0.028,0.036,0.082,0.120,43,202,92,0,97,0,139308.50,4677.299,48270.306,37.553,2642.914,7.513,28783.496,14121.237,1075.926,16486.501,13189.201,3159.637,750.170,800.694,0.000375,0.003469,456,0,84,8,82,74,28068,21,8,13.430,90,38,38,10,0,17,11,272,150,148,0,0,142,6,96024,2086,389,54301.650,44970.953,2436.653,1.676,13.430,25182.271,12103.479,527.464,351,320,169,68,83,72740,10495,231,46,6086.467,3284.514,205.580,1.810,0.000,2644.785,1219.175,142.261,16,56,29,15,12,23282,483,0,0,0.000,0.000,0.000,0.000,0.000,111.790,52.759,5.199,0,5,4,1,0,3837,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,90,1,0,7.500,0.021,0.000,20.638,0.000,17.640,1.256,3.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,3836,3836,56,0
1051,35.0,3816,234,35,278,3527,3,8,797,261.20,1.136,1.392,0.090,0.052,0.081,-0.836,1.606,0.3797,2.7055,0.736,0.032,0.036,0.082,0.121,50,182,117,0,99,0,138977.30,4614.254,47478.834,53.309,2798.292,8.118,28820.093,14130.850,1266.982,15941.957,12753.566,3642.271,535.857,893.165,0.000225,0.003551,479,0,101,16,110,94,26809,19,16,32.154,90,27,27,7,0,12,8,153,91,88,0,0,83,5,96867,2053,411,53919.313,44477.007,2585.526,1.512,29.783,25518.640,12223.125,555.527,343,332,162,85,85,72534,9399,206,48,5503.345,2939.054,199.241,1.806,2.371,2382.073,1112.107,127.194,10,44,18,16,10,20448,323,5,1,134.254,50.481,4.017,0.000,0.000,73.566,40.127,2.838,0,5,2,0,3,2962,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,90,1,0,7.500,0.021,0.000,17.837,0.000,17.825,1.211,2.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,3816,3816,167,0
1081,36.0,3756,200,35,282,3465,3,6,877,266.33,1.137,1.390,0.089,0.053,0.082,-0.839,1.611,0.3805,2.6975,0.727,0.032,0.037,0.082,0.121,50,173,108,0,127,0,137193.73,4605.741,45921.182,44.894,2881.550,6.957,28514.330,13994.104,1422.637,14946.166,11956.933,4024.183,513.500,897.385,0.000186,0.003717,571,0,95,13,101,88,26320,60,13,26.064,90,29,29,7,0,12,10,87,61,59,0,0,54,5,96086,1995,472,52736.260,43087.519,2749.337,2.236,25.382,25432.497,12216.340,578.502,318,355,156,85,114,87253,8530,193,38,5055.768,2778.198,127.298,1.330,0.682,2173.575,993.745,109.553,11,36,15,10,11,15572,226,4,1,105.970,42.722,2.515,0.000,0.000,51.756,24.815,1.320,0,2,2,0,0,786,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,90,0,0,0.000,0.000,0.000,15.264,0.000,18.040,1.243,3.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,3816,3816,167,0
1111,37.0,3722,203,35,274,3439,4,5,1013,266.60,1.143,1.393,0.091,0.053,0.081,-0.842,1.613,0.3677,2.7049,0.737,0.029,0.037,0.082,0.122,37,163,128,0,87,0,134523.42,4487.286,45021.531,55.916,3015.946,5.933,28335.917,13849.787,1615.819,14985.615,11988.492,3924.122,651.633,860.650,0.000254,0.005524,585,0,108,20,117,97,25971,69,20,25.384,112,50,50,11,0,32,7,39,21,19,0,0,19,0,95609,1961,480,51908.883,42403.335,2844.643,2.063,25.384,25437.956,12185.851,550.180,317,318,148,91,79,78816,7777,179,36,4713.958,2550.290,137.978,0.559,0.000,2000.058,909.535,110.960,13,38,15,17,6,20130,159,5,0,125.000,50.280,0.000,0.000,0.000,40.138,22.571,0.713,0,1,0,0,1,123,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,112,0,0,0.000,0.000,0.000,27.911,0.000,20.218,1.326,3.998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,3816,3816,167,0
1141,38.0,3678,215,35,269,3401,3,5,1106,256.68,1.146,1.394,0.092,0.056,0.081,-0.845,1.615,0.3654,2.6978,0.752,0.022,0.034,0.082,0.123,26,152,94,0,123,0,131613.67,4464.889,44209.924,29.164,2791.276,5.430,28156.138,13636.846,1815.068,14151.796,11321.437,3410.999,952.311,812.014,0.000228,0.007709,573,0,84,10,91,81,25371,56,10,19.812,106,38,38,3,0,14,21,30,24,24,0,0,24,0,95403,1937,476,51154.619,42068.548,2620.976,1.643,19.812,25526.150,12142.062,540.347,312,324,143,71,110,77012,6830,145,41,3912.354,2125.390,169.666,0.275,0.000,1768.222,777.053,92.895,8,34,9,12,13,16648,150,1,0,25.000,10.852,0.000,0.000,0.000,38.494,18.244,1.141,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,106,0,0,0.000,0.000,0.000,7.433,0.000,19.491,1.314,3.042,0,1,0,1,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,1051,3816,3816,167,0
1171,39.0,3630,184,35,267,3356,3,4,1232,324.93,1.148,1.396,0.090,0.058,0.081,-0.849,1.605,0.3706,2.7142,0.761,0.019,0.034,0.083,0.124,40,171,88,0,119,0,127787.70,4331.594,42786.965,27.807,2475.059,6.854,28097.305,13592.984,2028.945,14315.218,11452.174,3025.427,633.329,731.310,0.000172,0.008668,535,0,76,12,82,70,24620,69,12,12.099,90,36,36,6,0,19,11,30,13,12,0,0,12,0,95261,1898,430,49635.311,41050.958,2345.446,2.070,12.099,25607.252,12184.819,528.582,312,333,156,72,105,88888,6268,117,34,3136.151,1705.498,125.194,0.387,0.000,1631.058,720.698,76.225,5,29,15,3,11,16913,139,2,2,55.426,21.542,2.312,0.000,0.000,35.524,16.514,0.618,0,1,0,1,0,996,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,90,0,0,0.000,0.000,0.000,13.250,0.000,17.784,1.285,3.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,3816,3816,167,0
1201,40.0,3501,216,34,270,3224,3,4,1274,299.27,1.147,1.394,0.087,0.057,0.084,-0.852,1.599,0.3736,2.7234,0.749,0.026,0.034,0.083,0.124,30,149,106,0,161,0,121514.55,4259.585,39841.689,24.597,2079.962,7.444,27349.336,13223.285,2191.025,12464.978,9971.982,3747.408,690.546,704.415,0.000218,0.008879,440,0,97,9,104,95,23392,29,9,17.126,90,28,28,2,0,16,10,30,8,7,0,0,7,0,93079,1766,353,46082.535,38271.272,1946.486,1.232,17.126,25086.158,11958.647,512.800,268,369,136,90,143,93139,5467,105,58,2843.996,1557.538,131.674,0.475,0.000,1418.782,603.083,66.575,4,35,13,7,15,17064,120,0,0,0.000,0.000,0.000,0.000,0.000,30.131,16.383,0.380,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,90,0,0,0.000,0.000,0.000,5.764,0.000,17.962,1.231,2.770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3501,3499,83,1
1231,41.0,3332,204,34,273,3054,3,2,1266,300.95,1.148,1.392,0.088,0.057,0.087,-0.855,1.605,0.3659,2.7205,0.749,0.022,0.037,0.083,0.126,40,159,94,0,184,0,116861.67,4179.991,39708.959,28.954,2358.764,6.714,26262.891,12655.887,2235.352,11718.543,9374.835,3787.771,608.559,676.614,0.000169,0.009168,449,0,85,9,88,79,22109,28,9,14.343,90,24,24,6,0,12,6,30,9,9,0,0,9,0,89442,1774,370,46688.059,38563.621,2249.254,1.148,14.343,24230.796,11524.975,484.609,250,391,144,79,168,106251,4545,76,51,2058.881,1091.802,90.219,0.000,0.000,1189.446,512.471,55.699,3,32,13,6,13,17046,90,2,0,50.000,21.132,0.000,0.000,0.000,23.547,12.525,0.428,0,2,2,0,0,1145,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,90,0,0,0.000,0.000,0.000,13.464,0.000,18.141,1.277,2.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3501,3499,83,1
1261,42.0,3200,219,34,277,2919,2,2,1238,332.43,1.147,1.388,0.088,0.056,0.090,-0.858,1.608,0.3779,2.7227,0.742,0.014,0.036,0.084,0.125,44,139,60,0,201,0,112246.30,4037.691,36792.145,13.309,2250.535,6.560,25121.182,12036.737,2175.945,11672.826,9338.261,2589.835,651.653,548.601,0.000211,0.009910,404,0,53,7,59,52,21487,0,7,11.413,74,15,15,1,0,10,4,30,9,7,0,0,7,0,85509,1635,368,43207.061,35702.087,2153.361,0.720,11.413,23269.776,11016.635,467.562,254,368,133,49,186,103028,3835,73,36,1983.808,1063.965,97.173,0.000,0.000,1010.435,433.800,46.614,1,22,6,3,13,13393,60,2,0,50.000,21.705,0.000,0.000,0.000,16.294,7.601,0.428,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,74,0,0,0.000,0.000,0.000,1.176,0.000,16.879,1.107,1.676,0,1,0,1,0,156,0,0,0,0,0,0,0,0,0,0,0,0,1201,3501,3499,83,1
1291,43.0,3098,213,34,277,2817,2,2,1174,327.82,1.147,1.383,0.089,0.054,0.092,-0.860,1.601,0.3731,2.7290,0.752,0.004,0.036,0.084,0.125,37,107,57,0,180,0,108727.37,4067.817,36200.811,16.522,2401.813,6.531,24316.000,11620.869,2108.504,10641.805,8513.444,2603.707,469.365,557.279,0.000174,0.011419,405,0,51,6,53,47,20550,0,6,9.753,60,16,16,4,0,5,7,30,20,20,0,0,20,0,82736,1615,385,42763.871,35187.770,2315.975,0.821,9.753,22596.400,10714.756,410.096,230,320,104,45,171,93318,3296,66,20,1792.865,980.397,85.837,0.733,0.000,868.097,382.234,39.636,5,17,3,6,8,10873,60,2,0,50.000,21.705,0.000,0.000,0.000,16.575,9.653,0.951,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,1,0,7.500,0.021,0.000,5.216,0.000,15.797,0.967,1.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3501,3499,83,1
1321,44.0,2989,218,34,282,2703,2,2,1155,278.57,1.145,1.376,0.088,0.051,0.096,-0.861,1.598,0.3722,2.7284,0.773,0.014,0.036,0.083,0.123,44,135,46,0,152,0,105609.74,4016.441,34620.930,8.544,2015.141,7.655,23539.201,11207.050,2039.667,9779.295,7823.436,1999.837,543.950,477.979,0.000231,0.013500,361,0,45,1,45,44,19815,0,1,0.672,60,6,6,1,0,5,0,30,2,2,0,0,2,0,80120,1554,347,40898.427,33862.721,1958.353,0.782,0.672,21919.514,10381.193,389.138,214,314,126,45,143,85771,2874,47,13,1267.525,722.236,54.811,0.269,0.000,759.064,331.147,34.455,0,14,9,0,5,6155,60,2,1,54.680,21.419,1.978,0.000,0.000,16.767,8.844,0.095,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,0,0,0.000,0.000,0.000,6.821,0.000,15.976,0.940,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3501,3499,83,1
1351,45.0,2891,197,35,296,2592,2,1,1100,315.62,1.143,1.365,0.088,0.053,0.101,-0.863,1.604,0.3735,2.7308,0.753,0.017,0.036,0.083,0.121,51,116,50,0,169,0,100970.05,4003.594,32318.426,24.744,2347.304,7.399,22673.192,10779.484,1973.775,10275.563,8220.450,2490.923,465.889,548.085,0.000222,0.013690,407,0,48,2,43,41,18840,1,2,8.271,60,26,22,7,0,10,5,30,7,5,0,0,5,0,76875,1443,382,38605.883,31608.911,2258.333,0.472,8.271,21100.569,10026.247,354.644,216,317,113,46,158,93024,2549,46,22,1297.758,679.390,88.957,0.515,0.000,676.756,293.277,32.029,2,12,2,2,8,6808,46,1,0,25.000,10.852,0.000,0.000,0.000,12.849,5.519,0.333,0,1,1,0,0,984,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,1,2,10.913,0.021,0.010,15.487,0.000,16.155,1.063,2.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,2891,2886,78,1
1381,46.0,2750,199,35,295,2452,2,1,1063,315.50,1.142,1.360,0.087,0.051,0.104,-0.864,1.602,0.3780,2.7383,0.750,0.010,0.033,0.083,0.120,44,132,65,0,143,0,94197.45,3916.404,28978.790,27.718,2141.713,8.243,21802.008,10316.397,1883.376,8726.243,6980.995,2776.767,661.510,510.205,0.000226,0.011705,389,0,57,8,60,52,18333,5,8,18.284,60,22,22,5,0,14,3,30,16,16,0,0,16,0,73646,1303,368,34883.254,28442.656,2083.250,0.429,18.284,20322.440,9597.035,370.358,189,313,125,55,133,93086,2149,35,16,971.048,526.470,58.075,0.000,0.000,569.762,250.200,25.118,0,16,7,2,7,6604,30,0,0,0.000,0.000,0.000,0.000,0.000,8.353,3.570,0.761,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,0,0,0.000,0.000,0.000,9.006,0.000,16.333,1.102,2.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,2891,2886,78,1
1411,47.0,2593,186,35,297,2293,2,1,977,320.61,1.141,1.353,0.086,0.051,0.109,-0.865,1.604,0.3823,2.7433,0.727,0.003,0.038,0.084,0.119,46,118,40,0,180,0,88767.86,3680.020,27540.787,3.738,2034.681,8.434,20615.276,9727.314,1759.294,8007.802,6406.242,1974.991,508.338,467.362,0.000142,0.011534,367,0,38,2,39,37,17431,1,2,2.549,60,15,15,1,0,12,2,30,8,8,0,0,8,0,69338,1238,344,33108.758,27030.940,1961.014,0.276,2.549,19230.834,9090.540,344.399,169,321,116,37,168,99058,1816,33,22,947.245,500.023,73.667,0.000,0.000,479.485,203.440,16.683,2,9,2,1,6,5907,30,0,0,0.000,0.000,0.000,0.000,0.000,8.551,3.460,0.380,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,1,0,7.500,0.021,0.000,0.912,0.000,16.512,1.093,1.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,2891,2886,78,1
1441,48.0,2471,219,35,300,2169,2,0,888,310.49,1.138,1.347,0.087,0.050,0.113,-0.866,1.607,0.3806,2.7521,0.756,0.003,0.038,0.084,0.118,53,127,33,0,124,0,83921.52,3563.565,25762.784,20.026,1871.646,8.466,19604.940,9204.040,1620.748,7042.437,5633.949,1516.067,415.967,422.467,0.000224,0.013132,383,0,28,5,30,25,16760,29,5,14.003,60,22,22,3,0,18,1,14,3,1,0,0,1,0,65383,1147,337,30669.411,25241.916,1811.598,0.162,14.003,18247.664,8606.575,326.314,150,268,124,27,117,77881,1651,34,17,951.911,508.323,59.921,0.000,0.000,439.484,183.237,14.624,1,7,2,1,4,3744,14,0,0,0.000,0.000,0.000,0.000,0.000,4.042,1.611,0.143,0,1,1,0,0,707,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,0,0,0.000,0.000,0.000,5.861,0.000,16.691,1.084,2.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,2891,2886,78,1
1471,49.0,2325,211,35,304,2019,2,0,779,346.89,1.134,1.339,0.088,0.050,0.119,-0.867,1.609,0.3860,2.7484,0.766,0.003,0.038,0.083,0.117,49,122,58,0,127,0,78182.59,3532.586,23677.880,14.446,1893.616,7.029,18581.961,8684.764,1416.848,7030.893,5624.714,2081.145,326.828,466.117,0.000198,0.011684,364,0,53,5,56,51,16080,2,5,7.417,60,16,16,2,0,8,6,0,0,0,0,0,0,0,61492,1065,349,28654.534,23330.976,1857.580,0.796,7.417,17241.820,8115.666,319.346,149,296,118,52,126,98299,1522,23,13,638.309,346.562,36.036,0.000,0.000,410.314,164.298,14.379,2,5,4,1,0,2478,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,0,0,0.000,0.000,0.000,6.233,0.000,16.869,1.071,1.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,2891,2886,78,1
1501,50.0,2185,207,33,306,1877,2,0,717,367.38,1.124,1.331,0.088,0.050,0.125,-0.868,1.621,0.3861,2.7605,0.768,0.003,0.038,0.083,0.116,44,127,39,0,108,0,72682.21,3420.394,21293.294,25.125,1859.835,6.149,17332.015,8075.103,1275.986,5719.478,4575.582,1548.541,501.522,362.130,0.000147,0.010920,365,0,27,12,36,24,15268,9,12,20.533,60,17,17,3,0,10,4,0,0,0,0,0,0,0,56951,959,346,26037.037,21058.223,1833.253,0.503,20.533,16021.624,7590.784,260.616,119,254,123,27,104,85577,1366,15,10,418.074,234.364,26.568,0.000,0.000,369.845,140.108,11.715,0,7,4,0,3,3743,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,0,0,0.000,0.000,0.000,4.089,0.000,17.048,1.081,1.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,2185,2185,23,0
1531,51.0,2064,196,33,300,1762,2,0,618,356.90,1.119,1.327,0.089,0.048,0.129,-0.870,1.624,0.3789,2.7741,0.740,0.000,0.037,0.083,0.115,43,106,47,0,102,0,68192.99,3100.236,20868.748,36.856,1521.396,6.706,16264.258,7585.707,1143.219,5846.088,4676.871,1633.058,347.917,351.680,0.000193,0.009358,325,0,34,13,44,31,14457,1,13,28.157,60,17,16,3,0,10,3,0,0,0,0,0,0,0,53390,928,306,24809.490,20437.706,1459.934,0.352,28.157,15013.087,7118.144,255.336,124,233,103,32,98,78429,1183,27,18,776.153,429.448,60.717,0.000,0.000,320.973,132.254,10.298,2,8,3,2,3,4630,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,0,0,0.000,0.000,0.000,8.347,0.000,17.226,1.097,2.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,2185,2185,23,0
1561,52.0,1903,193,33,297,1605,1,0,530,380.79,1.112,1.317,0.090,0.048,0.137,-0.873,1.633,0.3821,2.7807,0.740,0.000,0.037,0.083,0.114,49,128,62,0,76,0,62132.52,2872.394,17578.292,22.002,1229.528,8.209,15188.257,7096.002,962.278,4542.058,3633.646,1799.190,232.518,346.513,0.000150,0.010660,248,0,52,10,60,50,13650,0,10,15.929,43,16,8,2,0,3,3,0,0,0,0,0,0,0,49624,787,237,20903.310,17174.600,1178.162,0.459,15.929,14002.203,6645.063,256.162,96,246,124,51,71,82386,1011,26,11,728.270,402.311,51.366,0.000,0.000,273.293,117.380,10.008,0,7,4,1,2,5593,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,43,0,0,0.000,0.000,0.000,5.615,0.000,9.480,0.622,1.916,0,1,0,0,1,1544,0,0,0,0,0,0,0,0,0,0,0,0,1501,2185,2185,23,0
