tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
3841,128.0,3004,124,15,2357,647,0,0,1115,422.55,0.530,0.710,0.699,0.066,0.596,-0.881,2.092,0.3360,2.9487,0.525,0.012,0.000,0.079,-0.007,293,39,64,0,65,0,79505.11,20664.596,12771.272,103.416,2843.441,98.061,13846.438,9551.428,1791.154,9415.201,7532.161,2103.157,14.663,969.648,0.000177,-0.008843,699,0,16,48,64,16,11897,265,48,103.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18161,577,431,17405.022,12693.906,2693.635,0.408,103.008,4169.405,7430.204,246.638,159,84,34,16,34,11103,30,1,3,47.856,17.056,15.593,0.000,0.000,10.403,4.351,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3751,2821,2804,7,0,46236,21215,3871,24052,11230,2133,90,90,0,0,0,0,7049,1851,714,10303,3617,899,839,320,102,0,0,0,1423.311,83.106,4367.270,434.262,53,37,0,223,56,349,601,200,58,1094,195,315,335,229,189,200,45,24,147,206,25,0,0,0,0,0,0,0,0,0,0,0,0,433,295,170,101,69,0,0,0,216,30,86,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5573,0.4098,13,0,0,0.4366,0.4314,15,0,0
3871,129.0,3085,100,15,2380,705,0,0,1121,414.90,0.535,0.727,0.698,0.066,0.587,-0.883,2.094,0.3333,2.9840,0.522,0.011,0.003,0.078,-0.010,287,53,81,0,60,0,84135.26,21919.324,14313.439,138.048,2936.671,100.378,14471.452,10390.427,1791.593,9460.008,7568.006,2435.997,15.551,743.641,0.000191,-0.008453,626,0,18,63,81,18,12411,159,63,137.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20224,642,462,19200.160,14215.563,2797.226,0.322,137.726,4670.104,8234.476,249.453,158,101,46,18,37,16468,44,3,5,101.021,51.167,17.752,0.000,0.000,15.146,6.719,0.000,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3751,2821,2804,7,0,46720,21628,3438,24342,11229,2599,90,90,0,0,0,0,7977,1754,644,11383,4213,951,908,529,91,0,0,0,1444.786,83.235,4781.439,421.307,51,29,0,217,59,373,673,244,57,1095,212,323,307,238,205,219,67,28,154,204,33,0,0,0,0,0,0,0,0,0,0,0,0,458,295,159,100,61,0,0,0,227,36,82,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5779,0.4270,12,0,0,0.4474,0.4263,15,0,0
3901,130.0,3172,128,15,2408,764,0,0,1171,322.67,0.541,0.742,0.697,0.067,0.578,-0.885,2.098,0.3363,3.0026,0.500,0.014,0.004,0.078,-0.013,275,52,114,0,76,0,88387.05,22711.742,16496.238,178.477,3755.387,99.796,14944.920,11197.077,1841.380,11498.815,9199.052,3763.853,11.377,1076.297,0.000198,-0.008446,859,0,45,69,114,45,12529,281,69,177.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21888,741,568,22543.942,16454.576,3583.547,0.737,177.741,5033.783,8940.609,328.941,205,146,50,45,51,19444,60,1,10,82.217,17.056,39.035,0.000,0.000,20.712,8.115,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901,3172,3137,16,0,46784,21314,4244,24722,11378,2282,90,90,0,0,0,0,8819,2096,755,12277,4275,1095,852,501,97,0,0,0,1447.234,89.456,5317.545,498.328,45,46,0,276,72,445,765,261,72,1079,233,331,308,242,215,230,61,46,192,219,16,0,0,0,0,0,0,0,0,0,0,0,0,478,301,159,93,65,0,0,0,242,46,92,73,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5563,0.4574,12,1,0,0.4385,0.4189,15,0,0
3931,131.0,3314,127,15,2507,807,0,0,1210,338.37,0.539,0.744,0.700,0.066,0.577,-0.886,2.105,0.3345,2.9551,0.487,0.011,0.010,0.078,-0.014,286,58,109,0,69,0,92471.62,23876.958,17398.514,114.846,3698.430,87.002,15549.390,12118.705,1895.621,12661.067,10128.854,4019.773,0.000,1190.042,0.000142,-0.008789,906,0,62,47,108,62,12942,322,46,113.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23317,782,584,23544.419,17323.974,3593.677,0.978,113.647,5331.945,9713.345,455.818,202,159,57,62,40,22445,60,2,0,50.000,34.111,0.000,0.000,0.000,20.821,10.884,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901,3172,3137,16,0,48207,21219,4689,25539,11111,2686,89,89,0,0,0,0,9362,2242,827,13262,4899,1132,753,450,51,0,0,0,1436.565,101.572,5870.722,515.069,75,35,0,294,71,445,811,298,69,1103,248,361,312,261,222,285,46,27,165,248,36,0,0,0,0,0,0,0,0,0,0,0,0,501,333,155,103,64,0,0,0,281,30,73,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5670,0.5123,12,1,0,0.4133,0.4151,15,0,0
3961,132.0,3486,123,15,2609,877,0,0,1275,329.26,0.545,0.753,0.697,0.067,0.572,-0.888,2.107,0.3365,2.9682,0.479,0.013,0.008,0.078,-0.016,306,58,105,0,80,0,98813.31,25845.333,19409.304,166.809,3861.018,90.086,16334.799,13213.948,1975.993,14054.945,11243.956,3443.393,111.833,1188.795,0.000160,-0.009504,949,0,36,69,104,36,14134,360,68,165.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25096,868,587,25821.132,19328.778,3716.239,0.680,165.967,5714.052,10682.309,486.739,222,152,58,36,58,19920,90,2,2,69.176,33.145,12.341,0.000,0.000,28.104,30.048,2.626,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901,3172,3137,16,0,50306,22019,4418,26602,11348,2867,60,60,0,0,0,0,9940,3124,830,14307,5195,1438,939,528,80,0,0,0,1486.765,101.231,6652.216,582.690,60,41,0,300,92,514,910,312,89,1133,235,397,317,285,242,340,73,25,210,208,21,0,0,0,0,0,0,0,0,0,0,0,0,536,363,160,118,64,0,0,0,240,46,94,57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5263,0.4408,14,0,0,0.4218,0.4119,14,0,0
3991,133.0,3692,140,15,2720,972,0,0,1367,250.07,0.554,0.765,0.697,0.068,0.565,-0.890,2.111,0.3355,2.9801,0.463,0.015,0.007,0.078,-0.018,314,77,96,0,75,0,106448.16,27290.981,21529.318,120.700,4996.138,91.085,17304.219,13979.712,2129.666,15689.791,12551.833,3169.951,306.124,1278.526,0.000174,-0.010957,1134,0,50,46,96,50,14511,381,46,120.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27338,967,746,29476.176,21446.873,4839.186,0.580,120.120,6310.483,11413.096,441.218,268,174,75,50,49,19526,104,1,7,71.780,16.090,30.405,0.000,0.000,31.257,32.326,7.071,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901,3172,3137,16,0,52451,22852,4532,27277,11595,2843,44,44,0,0,0,0,10720,3230,800,15660,5790,1382,1062,454,52,0,0,0,1537.377,106.751,7074.142,541.411,70,45,0,341,92,592,1008,333,96,1167,249,404,340,304,256,311,100,42,247,253,19,0,0,0,0,0,0,0,0,0,0,0,0,557,376,173,123,75,0,0,0,289,54,122,71,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5462,0.4774,13,1,0,0.3998,0.3815,15,0,0
4021,134.0,3927,116,15,2840,1087,0,0,1542,256.49,0.566,0.780,0.691,0.069,0.557,-0.893,2.112,0.3326,2.9057,0.460,0.013,0.005,0.077,-0.021,287,57,128,0,93,0,113086.45,29604.429,22940.247,177.326,5863.232,89.272,18739.706,15842.230,2348.511,17665.744,14132.595,3931.915,161.485,1526.711,0.000203,-0.012548,1289,0,46,82,127,46,15511,406,81,176.420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30930,1021,882,31824.072,22839.425,5681.455,0.753,173.421,7244.703,13075.811,547.736,291,175,56,46,73,26539,123,3,1,87.202,50.201,7.853,0.000,3.000,33.650,34.908,7.273,0,1,0,0,1,361,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901,3172,3137,16,0,54997,23388,4762,28672,11902,3009,30,30,0,0,0,0,11965,3616,1150,18062,6581,1737,1026,391,103,0,0,0,1584.847,110.992,7969.097,754.222,69,41,0,360,107,560,1051,370,109,1196,261,435,363,309,276,375,127,44,230,276,35,0,0,0,0,0,0,0,0,0,0,0,0,584,401,191,122,85,0,0,0,304,46,115,84,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5505,0.4777,15,1,1,0.3963,0.4126,15,0,0
4051,135.0,4121,121,18,2984,1137,0,0,1695,236.87,0.569,0.776,0.692,0.069,0.559,-0.891,2.110,0.3337,2.9328,0.438,0.013,0.008,0.078,-0.022,282,74,139,0,118,0,119383.14,31520.296,24477.155,173.782,6739.371,82.251,19794.441,17045.019,2617.405,17987.303,14389.843,4844.864,213.511,1761.835,0.000158,-0.014295,1456,0,67,72,138,67,15853,486,71,172.430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32946,1093,969,34478.594,24335.437,6497.363,1.079,159.729,7831.288,14179.757,552.914,283,232,72,67,93,24998,102,3,1,81.509,51.310,4.189,0.000,12.700,23.157,33.422,5.622,0,1,0,0,1,171,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4051,4121,4073,139,3,57243,24299,4854,30076,12432,2839,30,30,0,0,0,0,12225,3905,1119,19715,7159,2128,1108,449,85,0,0,0,1659.141,103.814,8774.742,841.293,53,46,0,386,105,652,1138,386,103,1236,267,467,382,332,300,384,103,52,284,270,44,0,0,0,0,0,0,0,0,0,0,0,0,641,430,196,131,83,0,0,0,320,77,137,77,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5494,0.4787,14,0,0,0.4166,0.4011,16,0,0
4081,136.0,4339,98,18,3107,1232,0,0,1922,309.01,0.574,0.784,0.690,0.072,0.555,-0.892,2.111,0.3350,2.9187,0.432,0.012,0.007,0.078,-0.025,306,62,157,0,126,0,126604.77,33806.635,26364.289,210.821,7593.292,85.819,20940.535,17497.105,2974.967,19442.686,15554.149,5757.878,192.444,1908.644,0.000296,-0.017526,1582,0,72,85,157,72,16898,433,85,209.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35337,1182,1148,37702.506,26276.755,7434.357,1.427,209.394,8461.820,14532.758,582.790,318,222,61,71,90,29645,96,3,1,83.170,49.725,5.496,0.000,0.000,22.640,22.512,9.086,0,1,0,1,0,49,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4051,4121,4073,139,3,60579,25406,5226,30794,12483,3106,30,30,0,0,0,0,12667,3479,1247,21486,6945,2152,1280,450,90,0,0,0,1691.133,116.941,8254.782,874.586,73,40,0,378,116,699,1216,403,124,1292,289,469,397,349,311,383,132,53,270,348,46,0,0,0,0,0,0,0,0,0,0,0,0,670,427,208,142,79,0,0,0,372,67,143,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5569,0.4845,14,0,0,0.4036,0.3992,15,0,0
4111,137.0,4538,113,18,3207,1331,0,0,2197,300.77,0.583,0.795,0.690,0.073,0.548,-0.894,2.114,0.3307,2.8665,0.415,0.014,0.005,0.077,-0.025,302,68,175,0,130,0,131691.94,35327.934,26919.701,283.675,8853.690,79.833,22110.178,18846.706,3377.923,19948.839,15959.071,6681.446,231.807,2206.328,0.000231,-0.018348,1922,0,69,106,174,69,18062,568,105,282.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38279,1201,1350,39572.204,26811.856,8658.652,1.370,279.892,9204.483,15793.576,564.420,331,232,68,68,96,26849,74,2,4,82.430,32.907,21.606,0.000,2.187,17.742,22.503,6.662,0,1,0,1,0,164,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4051,4121,4073,139,3,62882,26791,5177,31696,13237,2955,30,30,0,0,0,0,13835,3658,1412,23122,7588,2209,1396,558,103,0,0,0,1789.449,114.484,9000.463,961.741,46,63,1,415,109,732,1241,416,113,1368,277,483,398,341,340,392,142,90,273,388,46,0,0,0,0,0,0,0,0,0,0,0,0,697,444,216,135,70,0,0,0,395,90,144,101,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5616,0.4723,15,1,0,0.4074,0.3754,16,0,0
4141,138.0,4682,122,18,3248,1434,0,0,2425,263.33,0.592,0.811,0.694,0.075,0.539,-0.895,2.115,0.3311,2.8727,0.415,0.014,0.006,0.077,-0.027,311,66,269,0,156,0,135159.67,37288.258,29199.706,427.680,9298.832,85.197,23282.653,20521.642,3871.324,22237.072,17789.658,8865.889,121.470,2337.504,0.000212,-0.019160,2097,0,83,186,266,81,18967,608,185,424.890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41518,1305,1484,42494.248,29121.456,9063.517,1.567,424.890,10077.951,17284.763,697.536,365,262,65,83,114,30327,60,0,5,34.569,0.000,22.724,0.000,0.000,14.353,15.426,6.258,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4051,4121,4073,139,3,64540,27551,5341,32205,13675,2755,30,14,16,0,0,0,15295,4098,1371,24828,8389,2398,1455,522,131,0,0,0,1837.713,111.025,10000.231,1008.889,57,47,1,477,126,752,1346,471,124,1375,296,493,410,327,347,510,132,73,322,342,55,0,0,0,0,0,0,0,0,0,0,0,0,701,428,247,144,57,0,0,0,410,70,141,105,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5573,0.4817,15,1,0,0.3819,0.3935,15,0,0
4171,139.0,4764,123,18,3273,1491,0,0,2580,281.27,0.599,0.820,0.698,0.075,0.535,-0.897,2.116,0.3322,2.8945,0.415,0.014,0.008,0.078,-0.029,294,84,292,0,171,0,138163.09,38529.856,31580.252,483.028,9498.075,88.835,24173.798,22474.866,4225.030,22084.542,17667.634,9864.692,162.301,2272.127,0.000179,-0.018513,2068,0,90,202,287,89,20142,556,198,478.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43932,1405,1511,45135.490,31440.754,9214.126,1.664,475.995,10814.536,19107.332,817.901,367,310,84,90,136,36053,60,4,1,109.658,65.815,6.497,0.000,2.736,14.266,11.792,2.749,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4051,4121,4073,139,3,64952,27458,5852,32700,13799,3088,30,0,30,0,0,0,16443,4162,1475,25991,10278,2393,1558,651,137,0,0,0,1830.093,123.397,11538.028,1023.996,70,53,0,474,156,823,1452,484,155,1393,292,454,437,362,335,495,167,93,312,353,71,0,0,0,0,0,0,0,0,0,0,0,0,698,396,284,144,66,0,0,0,433,80,140,124,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5800,0.4862,15,1,0,0.3850,0.3945,15,0,0
4201,140.0,4907,108,18,3332,1575,0,0,2759,267.84,0.607,0.831,0.701,0.076,0.530,-0.897,2.115,0.3332,2.8433,0.411,0.012,0.009,0.078,-0.031,311,62,291,0,189,0,143102.03,40114.107,33840.166,407.839,10621.419,81.857,24994.388,22308.965,4509.845,24318.929,19455.144,10087.345,139.827,2519.022,0.000189,-0.019365,2248,0,119,172,289,119,20356,555,169,403.910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45729,1506,1690,48997.074,33770.741,10428.761,2.314,403.910,11459.532,18895.120,845.835,409,325,59,118,148,37310,65,0,3,28.597,0.000,18.747,0.000,0.000,14.778,9.488,4.346,0,1,0,1,0,152,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4201,4907,4902,206,0,66134,27433,6169,32826,14337,2725,30,7,23,0,0,0,17409,4326,1764,26747,9147,2679,1638,586,201,0,0,0,1839.343,125.380,10539.462,1184.322,59,84,2,496,173,860,1544,502,168,1396,310,463,473,363,327,462,189,88,365,419,52,0,0,0,0,0,0,0,0,0,0,0,0,714,411,285,150,66,0,0,0,437,108,183,117,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5744,0.4260,16,1,0,0.3902,0.3815,18,0,0
