tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
8821,294.0,3523,28,38,2626,897,0,0,2020,561.48,0.709,0.725,0.609,0.064,0.675,-0.968,2.401,0.2537,2.5768,0.468,0.003,0.002,0.111,-0.066,194,64,12,0,232,0,83479.74,26300.275,14984.659,5.311,8603.953,112.995,23254.041,14259.878,3567.741,5080.523,4064.419,1123.472,63.631,560.496,0.000150,0.005002,2134,0,0,12,8,0,30455,287,1,1.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28823,618,1847,24228.039,14958.383,8530.704,0.000,1.389,11802.402,12438.490,27.220,74,213,58,0,155,67306,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8701,4184,3600,49,5,65166,28684,5206,14384,7024,1384,0,0,0,0,0,0,3837,840,279,13690,5873,1531,11296,5405,1116,0,0,0,1349.303,76.510,6012.082,543.804,27,102,0,240,48,348,632,239,60,1178,220,423,323,212,270,393,75,73,160,154,42,0,0,0,0,0,0,0,0,0,0,0,0,513,422,145,103,45,0,0,0,170,79,101,53,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5663,0.4516,19,0,0,0.4870,0.4545,26,0,0
8851,295.0,3439,38,34,2586,853,0,0,1931,614.95,0.699,0.714,0.607,0.064,0.681,-0.968,2.408,0.2532,2.4861,0.465,0.003,0.002,0.111,-0.066,227,51,12,0,169,0,80361.30,24651.940,13411.699,20.529,8359.546,116.019,22009.416,13348.230,3363.029,6104.594,4883.675,774.731,14.435,471.846,0.000149,0.006671,1960,0,0,12,11,0,29829,238,7,18.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26406,555,1722,22381.121,13372.869,8301.765,0.000,18.688,10747.316,11566.125,22.561,90,134,33,0,101,41921,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8851,3439,2956,20,0,64037,28059,5056,14161,6810,1484,0,0,0,0,0,0,3535,703,359,12305,4975,1017,10566,4881,926,0,0,0,1314.368,77.250,5303.344,447.585,41,105,2,207,47,330,574,198,51,1162,196,427,312,218,271,329,83,79,171,156,35,0,0,0,0,0,0,0,0,0,0,0,0,513,419,146,106,44,0,0,0,195,76,92,53,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5378,0.4616,20,0,0,0.4453,0.4230,24,0,0
8881,296.0,3325,26,34,2538,787,0,0,1819,669.30,0.686,0.696,0.609,0.063,0.691,-0.968,2.414,0.2512,2.4405,0.473,0.004,0.001,0.111,-0.065,213,61,15,1,169,0,77123.41,23643.326,12585.554,17.381,7564.435,118.662,21131.944,12449.108,3176.415,5407.902,4326.322,1047.789,4.418,592.912,0.000225,0.009266,1893,0,3,12,12,3,29387,291,6,13.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24844,520,1602,20687.141,12533.597,7483.717,0.000,13.266,10056.996,10712.427,23.402,79,145,48,3,94,49100,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8851,3439,2956,20,0,63294,27563,5291,13674,6478,1245,0,0,0,0,0,0,3294,872,275,11320,4590,1098,10230,4484,1112,0,0,0,1270.224,75.639,4889.257,471.118,28,101,0,193,58,284,547,204,54,1109,227,411,298,221,272,303,59,72,163,155,35,0,0,0,0,0,0,0,0,0,0,0,0,509,407,146,96,44,0,0,0,203,59,85,51,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5514,0.4658,19,0,0,0.4473,0.4353,24,0,0
8911,297.0,3209,33,34,2490,719,0,0,1729,612.78,0.672,0.678,0.611,0.061,0.701,-0.967,2.418,0.2488,2.5351,0.468,0.003,0.004,0.111,-0.064,242,52,7,0,162,0,74672.80,22936.256,11321.651,5.451,6984.763,107.463,20035.628,11553.202,3015.899,4343.892,3475.114,648.791,54.466,537.191,0.000126,0.009578,1664,0,0,7,2,0,29400,259,1,2.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22822,467,1405,18805.701,11293.524,6908.456,0.000,2.407,9230.218,9899.104,19.159,63,131,38,0,93,38919,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8851,3439,2956,20,0,62114,26547,5619,13198,6012,1176,0,0,0,0,0,0,2874,562,254,10465,4393,872,9483,3883,971,0,0,0,1211.864,76.614,4294.356,397.801,32,83,2,169,53,267,482,163,48,1068,225,399,302,238,258,254,78,57,139,153,38,0,0,0,0,0,0,0,0,0,0,0,0,505,395,151,98,48,0,0,0,171,56,75,56,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5459,0.4670,18,0,0,0.4364,0.4509,24,0,0
8941,298.0,3119,37,34,2456,663,0,0,1622,659.66,0.659,0.661,0.612,0.061,0.711,-0.968,2.419,0.2502,2.4774,0.480,0.004,0.000,0.111,-0.063,225,50,7,2,154,0,73003.52,22343.462,10868.745,6.327,6159.971,114.963,19079.752,10835.809,2810.434,4906.791,3925.433,626.275,0.956,553.242,0.000168,0.009933,1596,0,1,6,6,1,28937,363,2,4.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20847,448,1233,17459.161,10852.912,6066.576,0.000,4.280,8442.437,9232.388,13.215,66,122,39,1,82,33850,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8851,3439,2956,20,0,61290,25985,5518,12938,5580,1019,0,0,0,0,0,0,2485,588,279,9668,4071,950,8694,3869,795,0,0,0,1164.761,74.741,4231.893,396.062,39,72,0,170,44,247,457,169,40,1046,201,402,300,245,262,275,63,43,126,133,23,0,0,0,0,0,0,0,0,0,0,0,0,499,396,162,102,50,0,0,0,148,49,63,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5592,0.4388,17,0,0,0.4461,0.4355,23,0,0
8971,299.0,3039,36,34,2430,608,0,1,1482,678.55,0.643,0.643,0.615,0.060,0.721,-0.966,2.424,0.2469,2.4302,0.489,0.005,0.000,0.112,-0.063,218,59,4,0,144,0,72956.16,22198.719,10348.736,2.628,6107.137,122.076,18087.155,9741.262,2576.580,4883.135,3906.508,759.983,0.000,455.834,0.000211,0.011549,1436,0,0,4,3,0,28944,239,2,1.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18926,427,1197,16887.433,10327.856,6036.726,0.000,1.484,7667.206,8198.501,4.459,61,116,48,0,68,29577,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,5,0,0,0.000,0.000,0.000,0.000,0.000,0.448,0.089,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8851,3439,2956,20,0,60547,25403,5083,12537,5142,1040,0,0,0,0,0,0,2106,492,212,8646,3807,836,8179,3534,735,0,0,0,1124.664,66.127,3770.419,332.419,30,63,0,157,52,231,441,161,45,1003,206,411,307,247,256,243,67,41,118,117,22,0,0,1,0,0,0,0,0,0,0,0,0,503,398,165,110,45,0,0,0,125,53,65,30,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5308,0.4205,14,0,0,0.4523,0.4389,23,0,0
9001,300.0,3038,33,33,2428,609,0,1,1411,669.82,0.642,0.643,0.612,0.059,0.722,-0.966,2.429,0.2464,2.6339,0.474,0.005,0.000,0.112,-0.063,222,43,8,2,91,0,73429.60,21963.848,10367.381,3.915,5947.514,110.739,17691.868,9365.958,2394.322,5781.420,4625.136,758.639,0.000,494.633,0.000167,0.013713,1384,0,0,8,3,0,29012,227,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18175,427,1157,16731.885,10327.845,5874.465,0.000,0.000,7324.074,7862.681,3.598,78,77,32,0,45,21461,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.687,0.459,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001,3038,3014,4,1,60526,25012,5233,12500,5092,751,0,0,0,0,0,0,2008,437,206,8158,3355,625,8039,3234,645,0,0,0,1087.000,67.452,3339.098,274.667,40,67,1,144,46,259,452,144,45,1003,184,413,322,256,250,232,61,45,127,125,19,0,0,1,0,0,0,0,0,0,0,0,0,513,405,167,110,46,0,0,0,134,46,80,38,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5174,0.4834,16,0,0,0.4672,0.4183,23,0,0
9031,301.0,3039,35,33,2436,602,0,1,1357,648.67,0.639,0.639,0.611,0.059,0.724,-0.966,2.434,0.2459,2.4444,0.470,0.005,0.000,0.112,-0.063,263,49,5,1,97,0,74347.52,21685.924,10484.450,3.187,5643.589,121.272,17537.999,9064.419,2302.711,6130.865,4904.692,606.366,0.000,517.974,0.000132,0.013474,1312,0,0,5,2,0,29048,220,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17940,432,1092,16530.584,10454.626,5554.381,0.000,0.000,7199.113,7574.248,1.993,82,89,39,0,50,24229,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.687,0.512,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001,3038,3014,4,1,60480,24956,4554,12440,4949,867,0,0,0,0,0,0,1974,263,178,7829,3146,737,8167,3364,969,0,0,0,1076.802,58.927,3206.893,329.371,27,49,0,169,54,227,448,165,48,994,189,407,326,261,259,238,63,40,107,132,22,0,0,1,0,0,0,0,0,0,0,0,0,535,401,168,109,40,0,0,0,139,41,71,34,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5221,0.4631,15,0,0,0.4806,0.3866,22,0,0
9061,302.0,3038,31,33,2441,596,0,1,1350,718.31,0.637,0.638,0.609,0.059,0.726,-0.967,2.439,0.2457,2.6354,0.465,0.005,0.002,0.112,-0.062,243,47,4,2,88,0,75344.02,21934.479,9950.759,1.605,6229.132,126.766,17618.453,8965.423,2233.688,5422.728,4338.183,531.735,0.000,456.505,0.000235,0.012372,1469,0,0,4,1,0,28893,304,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18091,410,1165,16580.223,9913.109,6153.481,0.000,0.000,7282.133,7493.022,3.660,69,75,34,0,41,18183,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.687,0.460,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001,3038,3014,4,1,60464,24536,5104,12583,4964,969,0,0,0,0,0,0,1936,310,167,7762,3288,830,8423,3523,923,0,0,0,1046.404,64.219,3269.014,333.012,25,65,0,148,49,233,434,153,55,970,213,397,339,263,259,239,54,47,111,120,25,0,0,1,0,0,0,0,0,0,0,0,0,552,389,168,110,39,0,0,0,147,43,64,25,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5470,0.4706,15,1,0,0.4448,0.4065,23,0,0
9091,303.0,3056,42,33,2465,590,0,1,1312,680.52,0.633,0.633,0.608,0.059,0.730,-0.967,2.440,0.2458,2.5488,0.465,0.006,0.000,0.112,-0.062,235,43,5,1,86,0,76591.06,22180.744,10401.632,4.068,6133.673,118.095,17564.620,9309.541,2196.586,5963.549,4770.839,551.121,6.750,518.066,0.000148,0.012602,1418,0,0,5,3,0,29320,280,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17814,429,1138,16957.602,10376.247,6049.592,0.000,0.000,7189.936,7828.302,3.974,77,83,32,0,51,22744,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.687,0.618,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001,3038,3014,4,1,60997,24222,5753,12645,5003,843,0,0,0,0,0,0,1978,490,181,7405,3147,653,8461,3960,699,0,0,0,1043.540,70.303,3637.967,271.498,23,59,0,183,42,230,444,182,40,976,233,401,331,266,258,239,48,33,128,104,38,0,0,1,0,0,0,0,0,0,0,0,0,547,392,155,121,41,0,0,0,142,35,73,33,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5477,0.4672,14,1,0,0.4737,0.4207,21,0,0
9121,304.0,3102,55,33,2491,610,0,1,1313,663.53,0.636,0.640,0.603,0.059,0.728,-0.968,2.444,0.2468,2.7099,0.463,0.006,0.003,0.112,-0.063,224,35,4,0,88,0,78747.70,22932.641,11094.226,2.268,6941.696,117.426,17779.021,9499.922,2148.567,6677.039,5341.631,553.792,0.000,555.787,0.000151,0.013092,1535,0,0,4,3,0,29916,263,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18213,458,1272,18508.066,11082.577,6858.997,0.000,0.000,7358.364,8006.846,4.765,83,63,26,0,37,16244,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,2.687,0.630,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001,3038,3014,4,1,61384,24160,6197,12745,4992,985,0,0,0,0,0,0,2127,592,228,7547,2766,687,8569,3768,780,0,0,0,1047.973,82.625,3445.279,308.506,31,62,0,173,39,268,467,167,42,992,228,406,337,272,256,239,73,50,93,113,42,0,0,1,0,0,0,0,0,0,0,0,0,553,400,151,121,46,0,0,0,121,47,63,43,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4941,0.4586,14,0,0,0.4578,0.4168,22,0,0
9151,305.0,3149,44,35,2517,632,0,0,1331,676.75,0.641,0.644,0.600,0.060,0.726,-0.970,2.444,0.2468,2.4667,0.467,0.006,0.002,0.113,-0.064,211,40,5,0,86,0,82142.44,24021.443,12163.460,4.545,6989.926,116.573,18054.387,9895.452,2172.077,7193.138,5754.510,740.038,15.079,479.056,0.000206,0.014283,1439,0,0,5,3,0,30442,234,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18703,500,1205,19638.847,12146.811,6928.340,0.000,0.000,7548.682,8369.508,5.240,101,79,30,0,49,26794,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,11,0,0,0.000,0.000,0.000,0.000,0.000,0.985,0.229,0.000,0,1,0,0,1,166,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9151,3149,2918,62,2,62157,25039,5889,12857,4930,815,0,0,0,0,0,0,2129,754,232,7764,2932,690,8821,3792,962,0,0,0,1090.721,73.998,3763.406,345.569,32,57,1,184,39,276,510,187,47,997,242,405,338,271,264,249,66,45,108,134,30,0,0,0,0,0,0,0,0,0,0,0,0,552,396,155,124,51,0,0,0,145,55,52,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5349,0.4884,16,1,0,0.4722,0.4099,26,0,0
9181,306.0,3229,74,35,2557,672,0,0,1381,555.57,0.649,0.655,0.594,0.060,0.721,-0.971,2.448,0.2477,2.8454,0.450,0.005,0.004,0.113,-0.065,228,40,2,0,75,0,86358.83,24999.017,13415.633,0.652,7144.677,120.503,18578.909,10566.588,2230.512,8018.609,6414.887,704.238,42.112,472.835,0.000124,0.014882,1415,0,0,2,0,0,30796,160,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19669,552,1255,21065.324,13395.509,7081.207,0.000,0.000,7934.808,9013.293,8.357,110,70,33,0,37,16388,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9151,3149,2918,62,2,63097,25775,6026,12953,4701,1069,0,0,0,0,0,0,2140,719,209,8031,3245,717,9498,4270,858,0,0,0,1106.694,79.914,4187.816,338.308,33,60,1,219,58,319,566,205,57,1036,232,413,332,274,270,270,70,45,109,150,28,0,0,0,0,0,0,0,0,0,0,0,0,554,399,157,134,45,0,0,0,151,63,57,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5538,0.4355,17,1,0,0.4796,0.4218,26,0,1
9211,307.0,3350,62,35,2623,727,0,0,1424,564.48,0.657,0.669,0.588,0.060,0.715,-0.972,2.454,0.2468,2.7539,0.454,0.006,0.003,0.112,-0.066,238,41,4,0,81,0,90818.80,25972.927,14221.355,5.378,8114.217,109.926,19238.872,10879.435,2303.625,9659.749,7727.799,731.817,47.878,606.102,0.000198,0.016470,1605,0,0,4,2,0,31380,252,2,4.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20928,585,1353,22859.296,14174.648,8014.752,0.000,4.831,8421.252,9287.046,6.356,127,72,32,0,40,15024,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9151,3149,2918,62,2,64638,26790,6609,12966,4545,978,0,0,0,0,0,0,2311,677,240,8538,3091,977,10079,4310,1068,0,0,0,1141.071,82.976,3938.466,415.628,29,73,0,209,77,315,613,206,75,1065,247,415,357,269,270,254,71,56,132,170,44,0,0,0,0,0,0,0,0,0,0,0,0,567,397,164,138,45,0,0,0,181,73,70,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5319,0.4731,18,1,0,0.4679,0.4025,26,1,0
