tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
9211,307.0,4370,72,24,3374,995,0,1,2118,572.71,0.565,0.656,0.184,0.044,0.607,-0.960,2.213,0.3635,2.4836,0.531,0.004,0.001,0.114,-0.046,98,25,75,2,57,0,125404.53,31929.470,13698.041,162.594,8859.238,39.653,18525.576,10761.841,3459.840,12959.229,10367.384,2540.259,0.000,591.986,0.000275,-0.121689,1443,0,11,64,75,11,27489,134,64,162.579,0,0,0,0,0,0,0,30,20,5,0,0,5,0,28622,567,1309,23329.238,13582.657,8803.173,0.015,162.579,7698.225,8383.622,96.306,170,73,23,11,39,15183,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,1,0,7.500,3.037,0.000,0.000,0.000,3.723,0.516,1.028,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9151,3998,3998,79,0,435,270,24,62494,28915,4097,36171,16347,2746,515,180,5,27910,9839,2109,742,233,32,0,0,0,0,0,0,1433.209,81.180,5506.301,368.968,42,54,0,253,59,318,619,247,60,1553,233,324,1051,52,161,367,81,56,435,34,22,0,0,0,1,0,0,0,0,0,0,0,0,598,445,312,233,0,0,0,0,233,156,85,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4486,0.4098,20,0,0,0.4713,0.4492,20,0,0
9241,308.0,4593,76,24,3501,1091,0,1,2285,579.34,0.573,0.668,0.183,0.043,0.600,-0.959,2.212,0.3646,2.5021,0.529,0.004,0.001,0.114,-0.044,121,39,81,4,96,0,133694.69,34164.297,16421.160,185.527,9384.521,33.953,19529.832,12045.665,3718.865,15234.330,12187.464,3584.107,1.447,554.034,0.000273,-0.124232,1537,0,12,69,80,12,28316,141,68,185.341,0,0,0,0,0,0,0,30,10,8,0,0,7,1,31184,682,1396,26711.166,16306.409,9308.317,0.014,185.341,8407.521,9568.220,95.728,198,103,36,12,55,22906,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.717,0.506,0.514,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9151,3998,3998,79,0,466,270,19,64619,30259,4065,37440,16696,2884,572,202,42,30335,11583,2276,879,325,68,0,0,0,0,0,0,1513.709,83.039,6449.172,399.064,42,50,0,286,56,395,733,284,55,1613,245,345,1079,52,167,394,92,60,476,46,23,0,0,0,1,0,0,0,0,0,0,0,0,611,479,309,244,0,0,0,0,247,188,78,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4429,0.3863,20,0,0,0.4891,0.4468,20,0,0
9271,309.0,4916,59,24,3660,1255,0,1,2538,434.73,0.588,0.686,0.183,0.044,0.587,-0.958,2.213,0.3651,2.4739,0.505,0.003,0.001,0.115,-0.040,127,27,76,2,82,0,142706.50,36250.973,18163.625,128.914,11542.543,35.597,20989.400,12861.974,4040.745,18225.575,14580.460,3242.513,0.000,751.963,0.000290,-0.125712,1850,0,26,50,75,26,29459,150,49,128.625,0,0,0,0,0,0,0,30,2,2,0,0,1,1,35067,757,1700,30793.971,18040.836,11459.015,0.208,128.625,9483.134,10242.143,126.731,263,100,26,26,48,20609,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.714,0.498,0.103,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9151,3998,3998,79,0,496,268,21,66891,31584,4746,39364,17469,3189,600,238,20,34059,11802,2671,1038,340,156,0,0,0,0,0,0,1584.488,93.010,6517.941,475.988,33,74,0,283,66,438,804,294,64,1705,275,336,1107,61,176,401,112,89,571,59,23,0,0,0,1,0,0,0,0,0,0,0,0,627,513,305,235,0,0,0,0,300,257,85,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4413,0.4038,20,0,0,0.5006,0.4321,20,0,0
9301,310.0,5183,73,24,3826,1357,0,0,2815,513.91,0.596,0.693,0.182,0.045,0.583,-0.958,2.217,0.3674,2.4618,0.495,0.004,0.001,0.115,-0.037,113,41,77,2,109,0,150818.11,38205.761,18737.600,118.940,12514.885,31.372,22549.169,14366.424,4509.831,17337.222,13869.778,3236.434,6.915,814.473,0.000282,-0.127625,2025,0,22,55,77,22,30851,102,53,115.465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39104,776,1923,32374.606,18603.924,12436.256,0.059,115.465,10592.763,11595.513,134.101,230,129,39,22,68,27920,30,0,0,0.000,0.000,0.000,0.000,0.000,5.302,2.561,0.000,0,0,0,0,0,0,1,0,0,0.000,0.000,0.000,0.000,0.000,0.124,0.017,0.000,0,1,1,0,0,195,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9301,5183,5180,217,0,514,272,24,69799,33199,5178,41430,18819,3325,637,255,36,37871,13372,2942,1234,445,145,30,30,0,0,0,0,1691.089,96.346,7464.518,533.805,42,64,2,320,75,449,830,309,76,1796,293,365,1133,61,178,492,117,56,630,45,17,0,0,0,0,0,0,0,0,0,0,0,0,631,541,312,253,0,0,0,0,307,262,100,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4480,0.4091,20,0,0,0.5017,0.4522,22,0,0
9331,311.0,5524,74,24,3984,1540,0,0,3095,607.90,0.610,0.711,0.182,0.046,0.571,-0.956,2.220,0.3696,2.4673,0.480,0.004,0.001,0.116,-0.032,125,22,93,4,114,0,159492.56,41130.170,20744.979,183.059,15302.267,33.900,24071.483,15791.497,4957.888,20357.916,16286.333,3572.140,12.096,907.067,0.000350,-0.130182,2469,0,17,76,93,17,32213,132,74,179.740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43084,865,2337,37479.056,20591.211,15225.799,0.077,179.740,11721.921,12913.601,137.966,289,108,21,17,70,24392,47,1,0,7.500,3.774,0.000,0.000,0.000,6.917,3.411,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9301,5183,5180,217,0,564,324,0,72259,33656,5471,43441,19801,3418,670,300,67,41616,14638,3332,1485,529,126,30,30,0,0,0,0,1736.782,100.987,8305.130,592.459,45,106,0,372,84,478,933,367,84,1825,301,386,1234,60,178,537,125,85,694,80,19,0,0,0,0,0,0,0,0,0,0,0,0,681,575,321,281,0,0,0,0,345,309,104,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4567,0.4251,20,0,0,0.4873,0.4312,22,0,0
9361,312.0,5834,72,24,4144,1690,0,0,3463,464.55,0.618,0.722,0.181,0.048,0.564,-0.956,2.226,0.3684,2.4609,0.466,0.004,0.001,0.116,-0.030,118,32,98,3,145,0,168830.56,43960.400,23424.449,199.697,16201.648,34.099,25856.701,17534.170,5533.809,20962.321,16769.857,4197.208,0.000,932.189,0.000204,-0.131009,2619,0,23,75,97,23,33588,67,74,199.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48185,977,2552,41193.838,23273.753,16142.235,0.080,199.437,13100.137,14565.397,154.818,307,158,32,23,103,31631,73,0,0,0.000,0.000,0.000,0.000,0.000,9.294,4.130,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9301,5183,5180,217,0,567,330,0,75303,34470,5722,45203,20659,3271,685,314,110,46518,16458,3201,1710,757,80,30,30,0,0,0,0,1761.094,105.084,9502.068,553.200,50,79,0,377,94,567,1040,392,86,1892,313,393,1298,67,181,628,102,67,799,67,27,0,0,0,0,0,0,0,0,0,0,0,0,709,592,318,320,0,0,0,0,364,335,116,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4645,0.4042,20,0,0,0.4808,0.4430,22,0,0
9391,313.0,5997,57,24,4200,1797,0,0,3863,465.10,0.629,0.732,0.181,0.049,0.557,-0.955,2.222,0.3680,2.4758,0.458,0.027,0.055,0.116,-0.027,120,25,119,3,149,0,178274.50,46501.988,25208.099,245.628,19302.128,30.006,27483.572,19159.926,6249.013,16718.811,13375.049,5084.676,42.748,1148.080,0.000223,-0.130961,3382,0,22,97,119,22,34455,180,96,243.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52816,1056,3202,46346.973,25054.737,19257.879,0.069,243.614,14404.256,16124.155,170.638,250,144,24,22,98,25793,71,0,0,0.000,0.000,0.000,0.000,0.000,7.442,3.462,0.000,0,1,1,0,0,101,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9301,5183,5180,217,0,517,281,25,77322,34863,6141,47161,21429,3755,670,388,46,51101,18025,4055,1775,756,142,11,11,0,0,0,0,1783.768,117.387,10427.874,699.529,56,116,0,452,83,580,1130,460,87,1928,307,388,1343,59,175,654,137,96,817,69,24,0,0,0,0,0,0,0,0,0,0,0,0,728,602,302,333,0,0,0,0,385,325,132,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4490,0.3928,19,0,0,0.5008,0.4559,23,0,0
9421,314.0,5992,65,24,4206,1786,0,0,4162,489.55,0.628,0.730,0.180,0.049,0.559,-0.955,2.223,0.3672,2.3955,0.453,0.045,0.116,0.116,-0.028,112,38,88,3,181,0,190702.61,48338.686,26720.567,150.749,20080.863,30.493,27806.165,19621.092,6869.556,11091.453,8873.163,4369.048,800.382,1097.361,0.000286,-0.130395,3450,0,22,66,88,22,34325,114,66,150.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53662,1121,3336,48797.105,26568.127,20029.552,0.056,150.694,14715.863,16549.167,175.620,168,180,37,22,121,37166,60,0,0,0.000,0.000,0.000,0.000,0.000,5.505,2.533,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9301,5183,5180,217,0,558,300,37,77651,35597,5424,47367,22069,3739,655,423,22,51773,19027,4160,1949,767,252,0,0,0,0,0,0,1830.451,108.984,10884.944,748.341,53,117,0,502,90,606,1190,491,95,1967,292,363,1350,61,173,679,139,65,817,49,37,0,0,0,0,0,0,0,0,0,0,0,0,758,583,294,312,0,0,0,0,394,294,123,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4599,0.4136,19,0,0,0.5077,0.4459,23,0,0
9451,315.0,5996,64,23,4218,1778,0,0,4282,467.86,0.629,0.729,0.180,0.048,0.560,-0.956,2.226,0.3687,2.4366,0.451,0.069,0.181,0.116,-0.029,115,15,91,4,220,0,204788.09,50646.093,28361.377,182.764,20667.340,33.199,27748.325,19678.223,7236.278,12099.053,9679.242,5019.032,1845.092,1157.984,0.000232,-0.128911,3401,0,26,65,90,26,34223,98,64,182.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53241,1187,3302,51009.774,28192.085,20607.500,0.089,182.529,14643.799,16595.655,165.248,180,188,14,26,148,37112,69,0,1,7.964,0.000,3.811,0.000,0.000,6.747,3.679,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9451,5996,5996,271,0,621,373,15,77593,35830,5212,47736,22663,3438,689,421,52,51385,19520,3806,1925,776,189,0,0,0,0,0,0,1864.391,103.843,11070.661,692.693,44,117,0,486,102,672,1261,499,93,1980,291,380,1342,55,170,695,128,96,733,86,40,0,0,0,0,0,0,0,0,0,0,0,0,758,589,288,312,0,0,0,0,410,304,112,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4686,0.4186,20,0,0,0.4913,0.4531,23,0,0
9481,316.0,5999,72,23,4212,1787,0,0,4421,387.32,0.631,0.730,0.181,0.049,0.559,-0.955,2.229,0.3704,2.4562,0.460,0.098,0.272,0.116,-0.028,109,23,78,1,186,0,222018.88,53579.467,31937.544,175.186,21961.728,34.393,27852.871,20241.146,7509.909,10707.086,8565.669,5357.172,4159.302,1199.596,0.000276,-0.128079,3382,0,11,67,77,11,33874,142,66,175.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53344,1327,3239,55940.205,31750.936,21834.872,0.057,175.037,14745.100,17113.674,157.389,162,157,21,11,125,30051,109,0,1,8.628,0.000,4.129,0.000,0.000,11.717,7.919,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9451,5996,5996,271,0,642,390,0,77355,36078,5447,47790,22995,3059,704,413,43,51277,19970,3948,2176,880,146,0,0,0,0,0,0,1915.007,102.425,11494.483,715.605,58,98,0,562,112,751,1417,552,115,2014,287,378,1301,61,171,697,125,92,757,70,46,0,0,0,0,0,0,0,0,0,0,0,0,749,575,277,310,0,0,0,0,417,311,112,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4769,0.4255,20,0,0,0.5072,0.4688,23,0,0
9511,317.0,6000,73,23,4192,1808,0,0,4475,487.84,0.635,0.733,0.180,0.049,0.557,-0.955,2.231,0.3669,2.5563,0.469,0.125,0.358,0.116,-0.027,94,13,80,1,156,0,240581.12,56813.538,32608.176,191.698,23151.274,28.952,27992.242,20884.631,7697.897,9178.319,7342.655,5315.556,6124.222,1200.959,0.000341,-0.125287,3363,0,11,69,79,11,33490,109,68,191.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53831,1361,3254,57890.249,32420.171,22995.848,0.036,191.622,14913.019,17751.544,158.731,135,116,11,10,95,24237,149,1,0,7.500,3.852,0.000,0.000,0.000,19.562,11.913,0.066,0,1,0,1,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9451,5996,5996,271,0,649,366,28,76770,36180,5357,47876,23192,3145,696,392,42,51687,20719,3610,2263,973,191,30,0,0,0,0,0,1921.626,102.745,11989.076,662.459,52,107,0,546,105,802,1452,557,108,1995,295,367,1287,67,181,728,146,69,734,83,48,0,0,0,0,0,0,0,0,0,0,0,0,752,574,278,298,0,0,0,0,402,309,105,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4840,0.4219,20,0,0,0.5020,0.4709,23,0,0
9541,318.0,5997,75,23,4183,1814,0,0,4387,416.03,0.637,0.734,0.180,0.049,0.556,-0.954,2.232,0.3662,2.4705,0.462,0.156,0.422,0.116,-0.027,91,15,110,1,142,0,257536.33,58948.981,34750.197,287.927,25386.734,25.779,28094.119,21133.184,7755.664,9464.109,7571.287,7238.264,9529.818,1388.032,0.000248,-0.126028,3433,0,20,90,110,20,33227,109,90,287.830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54164,1443,3322,62383.368,34504.173,25254.442,0.097,287.830,15028.441,17997.416,177.924,133,131,15,20,96,28363,192,0,2,14.209,0.000,6.970,0.000,0.000,28.201,22.111,0.430,0,1,0,0,1,201,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,9451,5996,5996,271,0,710,350,56,76562,36065,5465,47632,22957,3256,703,371,118,52063,21110,3730,2263,825,174,30,15,11,0,0,0,1896.973,109.353,12297.466,703.034,52,128,0,601,126,810,1535,597,114,2006,307,371,1258,65,176,721,125,79,785,68,36,0,0,0,0,0,0,0,0,0,0,0,0,722,567,286,295,0,0,0,0,399,317,129,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4791,0.4204,20,0,0,0.5095,0.4656,23,0,0
9571,319.0,6000,82,23,4157,1843,0,0,4311,525.44,0.642,0.740,0.181,0.050,0.552,-0.955,2.234,0.3689,2.4165,0.461,0.176,0.475,0.117,-0.026,85,7,122,0,130,0,273527.78,60078.117,37186.296,291.366,25908.552,30.845,28224.348,20716.709,7623.404,9437.784,7550.228,8260.514,13330.071,1521.724,0.000442,-0.125817,3281,0,32,90,122,32,33245,80,90,291.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54667,1551,3200,65608.783,36955.191,25827.987,0.289,291.077,15183.810,17550.220,180.571,138,108,7,32,69,22762,180,0,1,15.615,0.000,7.472,0.000,0.000,23.013,17.178,0.672,0,2,0,0,2,131,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9451,5996,5996,271,0,786,332,67,76218,36859,6053,47383,23353,3272,713,366,119,52487,20241,3877,2304,1027,202,56,30,0,0,0,0,1952.584,113.745,11699.563,719.395,51,136,0,612,149,894,1648,613,137,2061,305,369,1189,58,175,695,148,92,768,98,42,0,0,0,0,0,0,0,0,0,0,0,0,690,557,256,288,0,0,0,0,410,344,138,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4858,0.4049,20,0,0,0.5115,0.4640,23,0,0
