tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
3361,112.0,3332,164,19,2199,1133,0,0,1741,397.04,0.752,0.648,0.191,0.032,0.531,-0.920,1.620,0.3322,1.9877,0.642,0.005,0.008,0.138,-0.050,195,96,46,0,192,0,80123.02,20299.317,16345.926,49.704,7941.740,78.854,18060.607,16476.622,2996.296,7500.301,6000.241,1502.330,135.323,1135.166,0.000147,0.022647,1987,0,12,34,43,12,33982,278,31,49.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35645,710,1709,26142.325,16229.764,7812.611,0.089,49.022,11193.644,14138.530,420.133,133,245,92,12,141,55050,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301,3670,3660,81,1,39994,19440,2406,25665,12099,1787,1010,639,171,0,0,0,262,129,20,33197,14991,2299,2156,1086,147,30,0,0,1431.837,62.688,8291.927,449.936,47,166,2,210,36,504,757,215,41,1044,150,151,215,415,224,478,91,46,129,303,86,0,0,0,0,0,0,0,0,0,0,0,0,336,330,302,37,0,0,0,0,229,217,92,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4767,0.4113,13,0,0,0.4608,0.4606,15,0,0
3391,113.0,3208,151,19,2172,1036,0,0,1605,407.23,0.735,0.635,0.191,0.033,0.543,-0.921,1.625,0.3306,2.0509,0.654,0.004,0.007,0.138,-0.051,187,106,38,0,157,0,77043.88,19400.170,15877.481,47.062,7145.905,80.490,16962.038,14802.965,2739.582,7349.621,5879.697,1304.080,11.911,1113.353,0.000199,0.023524,1915,0,5,33,36,5,32787,369,31,46.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32296,691,1546,24733.306,15772.392,6988.637,0.054,46.505,10170.778,12555.481,388.239,125,222,101,5,116,54115,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301,3670,3660,81,1,39199,18714,2423,25514,11844,1659,1010,618,174,0,0,0,241,164,27,29968,12694,2103,2057,1025,132,30,17,3,1377.545,59.993,6989.335,432.198,37,125,0,215,59,443,730,222,57,1018,143,161,215,413,222,448,72,36,99,311,70,0,0,0,0,0,0,0,0,0,0,0,0,343,321,303,44,0,0,0,0,206,222,75,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4904,0.4454,13,0,0,0.4577,0.4554,14,0,0
3421,114.0,3062,161,19,2114,948,0,0,1513,451.89,0.723,0.625,0.191,0.033,0.553,-0.921,1.631,0.3276,2.0377,0.651,0.005,0.006,0.138,-0.053,208,72,44,1,154,0,72280.47,18263.975,13505.565,61.402,6359.283,80.930,16163.320,14335.396,2542.629,5198.810,4159.048,1487.994,28.240,997.008,0.000154,0.024145,1689,0,2,42,42,2,32343,286,40,60.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30095,583,1403,21186.000,13353.647,6209.631,0.022,60.702,9482.360,12179.967,360.847,91,179,67,2,110,41378,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301,3670,3660,81,1,38463,18280,2364,24931,11366,1673,960,542,128,0,0,0,203,156,11,27754,12560,2048,2103,862,109,35,14,4,1312.164,57.359,7117.760,414.702,35,140,0,187,46,408,631,193,39,985,155,158,210,391,215,416,61,36,85,299,51,0,0,0,0,0,0,0,0,0,0,0,0,338,302,293,41,0,0,0,0,192,193,61,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4734,0.4043,13,0,0,0.4310,0.4570,14,0,0
3451,115.0,2929,162,19,2087,842,0,0,1374,459.92,0.701,0.607,0.191,0.032,0.569,-0.923,1.634,0.3284,2.0556,0.656,0.006,0.010,0.137,-0.058,194,81,37,1,132,0,69249.94,17316.294,12763.592,50.242,5760.897,95.034,14980.771,12711.522,2330.397,4701.886,3761.509,1218.704,112.041,866.840,0.000146,0.024882,1534,0,5,32,31,5,30468,297,26,49.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26834,546,1237,19665.608,12639.217,5611.541,0.025,49.423,8434.656,10668.437,294.059,75,181,76,5,100,41778,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3451,2929,2927,47,0,37573,17558,2684,24368,11215,1716,918,521,41,0,0,0,195,89,10,24582,10660,1912,1997,858,161,60,0,0,1269.106,62.519,6169.815,390.067,44,124,1,205,43,342,589,197,47,977,149,163,188,389,221,381,74,36,81,211,59,0,0,0,0,0,0,0,0,0,0,0,0,329,305,294,33,0,0,0,0,148,155,73,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4747,0.4166,13,0,0,0.4482,0.4569,14,0,0
3481,116.0,2858,155,19,2062,796,0,0,1279,441.52,0.690,0.600,0.193,0.031,0.575,-0.926,1.637,0.3297,2.0732,0.654,0.004,0.005,0.136,-0.058,187,67,24,0,113,0,66449.28,16496.845,11966.251,43.219,5345.977,85.938,14230.833,11895.126,2118.730,5234.989,4187.992,983.868,226.323,805.093,0.000119,0.024888,1433,0,0,24,22,0,29807,314,22,43.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24696,514,1119,18421.498,11841.046,5225.881,0.000,43.065,7736.167,9914.629,245.622,83,129,63,0,66,31339,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3451,2929,2927,47,0,37168,17583,2588,24123,11118,1753,865,517,12,0,0,0,161,56,14,22383,9832,1842,2092,1214,149,60,0,0,1266.628,60.056,5931.287,365.515,40,130,0,163,43,336,549,178,48,977,137,152,194,381,221,370,50,42,69,220,45,0,0,0,0,0,0,0,0,0,0,0,0,320,309,288,31,0,0,0,0,145,149,66,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4452,0.3973,11,0,0,0.4749,0.4925,14,0,0
3511,117.0,2776,154,19,2051,725,0,0,1183,442.95,0.672,0.587,0.196,0.031,0.589,-0.929,1.638,0.3301,2.0534,0.650,0.004,0.010,0.135,-0.061,237,75,16,1,113,0,64753.91,15924.491,10938.843,21.506,5073.328,95.541,13559.327,10807.937,1965.586,5008.062,4006.450,461.863,18.388,765.498,0.000159,0.023172,1329,0,0,16,13,0,29302,283,13,20.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22733,468,1045,17000.353,10849.396,4908.812,0.000,20.852,7087.099,8850.816,201.026,85,156,71,0,85,37006,30,0,1,3.145,0.000,2.063,0.000,0.000,9.341,11.764,1.561,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3451,2929,2927,47,0,36894,17733,2261,23893,11326,1294,883,554,12,0,0,0,157,85,12,20719,8743,1631,1827,1144,135,60,0,0,1279.501,50.665,5116.035,337.044,25,102,0,136,33,332,502,152,43,984,121,134,201,381,230,299,62,37,82,194,51,0,0,0,0,0,0,0,0,0,0,0,0,329,308,279,30,0,0,0,0,132,152,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4698,0.4303,11,0,0,0.4619,0.4788,13,0,0
3541,118.0,2707,165,19,2023,684,0,0,1080,475.65,0.662,0.580,0.196,0.032,0.595,-0.930,1.639,0.3312,2.0939,0.662,0.003,0.013,0.135,-0.061,223,67,17,0,96,0,63643.01,15491.343,10451.333,27.735,4071.759,106.324,12952.615,9968.768,1795.831,4481.635,3585.308,759.826,29.068,678.874,0.000128,0.023021,1059,0,0,17,12,0,28041,230,12,26.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21040,444,829,15356.030,10308.983,3968.048,0.000,26.985,6526.716,8054.923,171.753,75,115,56,0,59,31279,17,0,0,0.000,0.000,0.000,0.000,0.000,5.297,11.476,0.885,0,1,1,0,0,47,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3451,2929,2927,47,0,36310,17528,2380,23809,10961,1525,937,548,89,0,0,0,141,122,11,19204,8070,1516,1652,943,97,60,44,6,1263.595,54.376,4555.329,301.167,38,93,0,155,22,330,496,136,27,957,140,140,205,365,216,320,47,23,71,174,49,0,0,0,0,0,0,0,0,0,0,0,0,328,301,273,24,0,0,0,0,125,135,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4855,0.4455,10,0,0,0.4749,0.4681,12,0,0
3571,119.0,2621,175,19,1972,649,0,0,1010,471.59,0.657,0.576,0.194,0.032,0.599,-0.931,1.641,0.3330,2.0793,0.660,0.005,0.009,0.135,-0.063,178,76,29,0,90,0,62902.88,15113.577,10428.295,40.973,4091.821,92.390,12456.133,9489.043,1641.061,4580.474,3664.379,1042.736,184.133,593.780,0.000127,0.022598,936,0,1,28,23,1,27350,159,22,40.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19825,444,777,15390.521,10354.140,3991.054,0.000,40.384,6124.689,7633.083,166.346,81,116,68,1,47,31464,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3451,2929,2927,47,0,35423,16937,2690,23445,10936,1665,963,571,63,0,0,0,154,61,6,18034,7701,1458,1577,868,74,60,43,3,1232.845,62.496,4372.506,273.349,38,81,0,137,33,316,476,144,30,957,136,134,198,347,200,282,48,20,55,182,62,0,0,0,0,0,0,0,0,0,0,0,0,324,279,260,16,0,0,0,0,132,135,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5331,0.3968,10,0,0,0.4847,0.4643,12,0,0
3601,120.0,2571,191,18,1957,614,0,0,922,511.39,0.649,0.568,0.195,0.033,0.606,-0.932,1.643,0.3358,2.0532,0.672,0.004,0.005,0.135,-0.065,203,68,34,1,76,0,62267.68,14806.484,10451.701,48.071,4176.189,90.241,12117.985,9274.059,1510.193,5146.423,4117.138,1161.288,3.581,845.064,0.000140,0.021354,1030,0,7,27,31,7,26715,243,24,47.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18982,445,787,15466.009,10368.054,4062.288,0.034,47.566,5861.337,7446.969,143.344,83,118,65,7,46,27190,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,2571,2562,18,0,34780,16927,2750,23183,11199,1563,989,589,62,0,0,0,171,71,14,17345,7008,1325,1415,656,63,51,0,4,1250.489,60.749,4085.133,263.530,32,98,0,138,36,321,479,142,28,957,149,141,207,319,184,225,45,21,70,204,49,0,0,0,0,0,0,0,0,0,0,0,0,308,259,263,21,0,0,0,0,146,136,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4943,0.4343,10,0,0,0.4693,0.4426,12,0,0
3631,121.0,2545,171,18,1926,619,0,0,878,562.08,0.651,0.572,0.196,0.032,0.604,-0.935,1.642,0.3366,2.1069,0.670,0.007,0.008,0.135,-0.065,197,72,22,1,67,0,63610.46,14783.266,11059.929,32.480,4266.199,99.062,11878.748,8708.562,1377.353,5690.095,4552.076,722.808,71.758,635.638,0.000164,0.020522,959,0,2,20,18,2,26149,169,16,31.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18450,470,790,16190.603,10976.956,4172.940,0.072,31.616,5694.282,6889.127,147.857,101,96,62,2,32,26111,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,2571,2562,18,0,34101,16418,2621,23054,11446,1505,973,589,31,0,0,0,183,41,21,16827,6269,1403,1410,730,115,30,7,4,1252.442,58.241,3603.813,283.546,41,79,0,146,30,306,502,138,37,938,148,135,197,339,169,241,41,18,70,207,42,0,0,0,0,0,0,0,0,0,0,0,0,297,265,249,29,0,0,0,0,141,142,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4893,0.4435,10,0,0,0.4779,0.4537,12,0,0
3661,122.0,2523,188,18,1913,610,0,0,827,507.86,0.650,0.573,0.196,0.032,0.606,-0.937,1.645,0.3365,2.1090,0.666,0.006,0.007,0.135,-0.065,212,57,40,0,52,0,63068.43,14724.536,9313.699,69.341,4085.960,100.782,11859.896,8683.318,1322.133,4921.428,3937.142,1170.534,0.000,629.450,0.000139,0.020088,960,0,3,37,36,3,25918,197,33,68.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18559,394,763,13991.785,9185.894,3956.940,0.005,68.214,5723.156,6863.266,175.146,73,82,47,3,32,18945,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,2571,2562,18,0,33675,16172,2572,22855,11332,1873,980,570,30,0,0,0,168,38,0,16875,6404,1492,1486,824,66,30,30,0,1231.483,63.283,3585.034,266.627,44,74,0,145,32,280,440,137,37,944,139,121,188,345,176,261,53,13,60,186,37,0,0,0,0,0,0,0,0,0,0,0,0,304,263,238,25,0,0,0,0,135,122,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5267,0.4287,9,0,0,0.5029,0.4992,12,0,0
3691,123.0,2523,195,18,1905,618,0,0,806,524.05,0.650,0.578,0.195,0.034,0.605,-0.940,1.643,0.3378,2.0697,0.675,0.006,0.008,0.134,-0.067,222,54,33,0,63,0,63785.74,14954.014,10611.913,47.966,3680.889,96.089,11755.796,8795.327,1251.477,5987.379,4789.903,1197.228,40.692,658.586,0.000217,0.021602,897,0,8,25,31,8,25267,208,23,47.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18377,450,689,14948.949,10503.502,3549.504,0.096,47.105,5640.160,6961.811,178.676,102,94,47,8,39,23093,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,2571,2562,18,0,33296,16270,2569,22869,11327,1710,1011,589,32,0,0,0,239,18,7,16536,7651,1377,1559,719,106,43,7,4,1234.884,61.099,4097.661,267.071,34,63,0,148,27,329,497,162,36,930,149,103,193,354,176,289,51,27,46,183,22,0,0,0,0,0,0,0,0,0,0,0,0,305,271,225,25,0,0,0,0,115,113,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5519,0.4683,10,1,0,0.5128,0.4807,12,0,0
3721,124.0,2525,197,18,1893,632,0,0,762,511.92,0.654,0.585,0.194,0.033,0.602,-0.941,1.647,0.3418,2.1119,0.671,0.008,0.006,0.134,-0.067,214,55,40,1,51,0,65328.18,15309.858,11563.076,68.781,3442.581,94.744,11759.685,8948.375,1199.056,6101.588,4881.271,1359.732,194.862,717.243,0.000128,0.021297,904,0,5,35,34,5,25631,230,29,66.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18517,494,674,15834.557,11489.586,3327.540,0.153,66.569,5656.155,7134.049,164.394,104,90,52,5,33,20427,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,2571,2562,18,0,32912,16315,2094,22955,10869,2122,1039,608,50,0,0,0,300,74,19,16294,7726,1303,1851,674,131,72,0,0,1230.310,59.104,4287.738,254.303,41,84,1,148,31,354,531,156,37,921,129,104,200,354,185,268,50,20,64,185,45,0,0,0,0,0,0,0,0,0,0,0,0,321,275,222,25,0,0,0,0,124,128,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4916,0.4052,10,0,0,0.4745,0.4748,12,0,0
3751,125.0,2551,223,18,1910,641,0,0,738,489.73,0.655,0.587,0.193,0.033,0.602,-0.940,1.651,0.3378,2.1561,0.666,0.008,0.003,0.134,-0.067,215,63,30,0,54,0,67732.59,15684.535,11881.234,52.748,4081.976,96.823,11962.082,9195.001,1137.916,6804.680,5443.744,834.806,36.951,686.409,0.000160,0.020888,874,0,4,26,27,4,25576,196,23,52.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19061,504,678,16802.326,11789.179,3969.979,0.010,52.204,5827.026,7374.118,188.065,107,98,56,4,38,23078,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3751,2551,2551,45,0,32840,15844,2496,23170,10966,1812,1034,560,56,0,0,0,258,140,19,16373,6523,1270,2324,1005,177,106,5,4,1201.039,61.274,3848.521,259.796,38,89,0,171,44,352,541,155,33,917,147,114,209,339,184,257,46,19,69,200,50,0,0,0,0,0,0,0,0,0,0,0,0,327,267,221,31,0,0,0,0,128,139,57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4772,0.4067,9,0,0,0.4793,0.4806,13,0,0
