tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
6991,233.0,3672,62,31,2471,1201,0,0,2207,435.30,0.790,0.708,0.261,0.040,0.625,-0.965,1.778,0.4013,2.1041,0.596,0.002,0.017,0.132,-0.126,133,55,36,1,198,0,89994.52,25485.859,18350.558,39.818,11095.239,96.125,23075.295,16934.549,3945.822,7282.215,5825.772,1737.962,315.825,1172.269,0.000197,-0.001524,2828,0,10,26,32,10,43079,283,22,38.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37084,757,2545,30251.356,18246.599,10949.554,0.079,38.754,14572.005,14222.579,229.333,116,196,48,10,138,51025,27,0,0,0.000,0.000,0.000,0.000,0.000,5.144,1.723,0.000,0,1,1,0,0,124,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6901,4057,4041,108,2,38996,18185,2866,34956,16934,2367,750,270,0,0,0,0,0,0,0,26693,10079,1796,10418,4741,766,0,0,0,1778.178,88.085,6298.074,409.916,42,61,0,256,50,492,792,256,52,1176,183,184,216,437,275,490,89,40,152,363,67,0,0,0,0,0,0,0,0,0,0,0,0,432,329,325,26,0,0,0,0,240,275,78,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5022,0.4369,14,0,0,0.4486,0.4701,16,0,0
7021,234.0,3522,46,31,2438,1084,0,0,2080,407.98,0.768,0.692,0.265,0.040,0.640,-0.965,1.777,0.3993,2.0924,0.600,0.001,0.017,0.133,-0.132,159,54,34,0,190,0,85725.12,24161.245,17131.723,48.835,9661.528,103.753,21923.416,15721.743,3766.146,5480.551,4384.441,1785.699,225.123,1092.971,0.000207,-0.002375,2574,0,5,29,29,5,42681,286,24,47.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34293,706,2288,27535.680,17055.234,9529.629,0.054,47.838,13510.540,13040.118,217.052,82,199,52,5,142,59386,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6901,4057,4041,108,2,38596,18473,2805,34345,16817,2330,750,270,0,0,0,0,0,0,0,24742,8759,1742,9551,4270,746,0,0,0,1789.368,86.674,5438.309,372.586,48,95,0,215,47,455,733,233,49,1187,167,162,226,435,261,415,86,47,130,321,85,0,0,0,0,0,0,0,0,0,0,0,0,426,320,315,23,0,0,0,0,222,258,86,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5018,0.4218,13,0,0,0.4363,0.4501,14,0,0
7051,235.0,3388,53,29,2385,1003,0,0,1914,531.92,0.752,0.684,0.266,0.041,0.649,-0.965,1.782,0.4000,2.1515,0.612,0.001,0.016,0.133,-0.134,153,52,29,1,176,0,80461.48,23053.411,14269.670,20.775,8729.777,103.700,20741.120,14767.873,3517.628,5230.359,4184.287,1265.904,304.916,963.981,0.000140,-0.001796,2301,0,9,20,21,9,42120,282,12,19.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31530,588,2019,23590.914,14176.068,8612.461,0.056,19.337,12456.237,12146.751,197.173,77,159,42,9,108,42829,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7051,3388,3386,7,0,37837,18063,2526,33766,16658,2267,739,247,0,0,0,0,0,0,0,22532,8160,1840,8998,3858,671,0,0,0,1778.284,77.664,5103.662,387.415,39,59,0,184,44,401,622,186,40,1143,159,157,237,430,259,380,90,29,122,327,55,0,0,0,0,0,0,0,0,0,0,0,0,423,314,317,29,0,0,0,0,223,244,52,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5012,0.4154,12,0,0,0.4186,0.4681,14,0,0
7081,236.0,3216,43,29,2329,887,0,0,1776,480.30,0.728,0.668,0.268,0.041,0.665,-0.966,1.787,0.4001,2.0999,0.623,0.001,0.019,0.134,-0.137,166,66,28,0,196,0,76108.42,22168.238,13175.835,35.727,7742.307,106.066,19340.951,13382.254,3204.490,4828.943,3863.155,1428.071,426.105,985.190,0.000171,-0.001383,2075,0,2,26,21,2,41498,294,19,33.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28427,545,1781,21502.185,13103.121,7620.325,0.001,33.488,11240.717,10915.749,172.838,69,185,58,2,125,52523,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7051,3388,3386,7,0,37218,17120,2665,32781,15863,2118,755,242,23,0,0,0,0,0,0,19879,7275,1629,8548,3797,685,0,0,0,1650.705,79.301,4657.704,361.371,57,66,0,165,48,349,572,181,40,1072,174,156,243,440,244,353,77,44,111,256,46,0,0,0,0,0,0,0,0,0,0,0,0,431,316,304,32,0,0,0,0,180,204,64,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4912,0.4272,13,0,0,0.4354,0.4193,14,0,0
7111,237.0,3098,68,29,2293,805,0,0,1676,536.01,0.709,0.655,0.270,0.040,0.678,-0.965,1.787,0.3970,2.1476,0.612,0.000,0.027,0.135,-0.140,168,52,22,1,152,0,73903.45,21565.958,12302.678,34.822,7260.076,111.528,18020.539,12070.672,2986.508,4423.378,3538.702,1102.763,236.701,806.579,0.000182,-0.000371,1807,0,2,20,19,2,41534,212,17,34.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25347,506,1595,20059.968,12211.240,7153.855,0.029,34.389,10037.400,9708.545,158.961,61,143,44,2,97,41547,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7051,3388,3386,7,0,36492,16420,2668,32216,15096,2130,793,235,61,0,0,0,0,0,0,17519,6138,1425,7828,3226,584,0,0,0,1566.624,81.027,3916.365,310.357,63,82,0,192,29,341,537,162,39,1049,144,152,257,450,241,290,45,37,124,276,33,0,0,0,0,0,0,0,0,0,0,0,0,437,322,304,37,0,0,0,0,185,189,69,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4690,0.4368,12,0,0,0.4555,0.4604,14,0,0
7141,238.0,3016,56,29,2266,750,0,0,1598,543.06,0.694,0.646,0.269,0.040,0.687,-0.966,1.789,0.4005,2.1111,0.620,0.000,0.028,0.135,-0.143,187,54,19,2,121,0,73190.51,20952.940,12313.179,23.061,6462.903,122.877,17070.881,11240.078,2832.571,4789.688,3831.751,899.925,277.472,723.253,0.000127,-0.000452,1670,0,2,17,15,2,41178,211,13,22.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,509,1459,19306.244,12273.646,6359.071,0.030,22.654,9209.588,8899.550,157.708,71,126,48,2,76,41094,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7051,3388,3386,7,0,36272,16590,2278,31441,14678,1925,809,200,38,0,0,0,0,0,0,16004,5658,1167,7253,2911,506,0,0,0,1556.551,72.971,3598.358,259.680,59,37,0,169,32,313,526,184,29,1047,136,156,267,423,237,276,67,29,95,246,37,0,0,0,0,0,0,0,0,0,0,0,0,439,312,303,29,0,0,0,0,158,182,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4655,0.4268,11,0,0,0.4798,0.4568,14,0,0
7171,239.0,2964,63,29,2250,714,0,0,1564,541.03,0.685,0.640,0.271,0.040,0.694,-0.966,1.788,0.4001,2.1315,0.626,0.001,0.015,0.135,-0.145,179,42,19,0,116,0,71866.69,20480.101,11160.228,23.734,6620.378,115.381,16579.578,10857.352,2696.398,5237.606,4190.085,801.767,191.287,813.983,0.000131,-0.000352,1590,0,3,16,12,3,40668,208,9,22.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22187,461,1382,18198.995,11077.376,6502.005,0.023,22.273,8804.911,8556.765,152.211,76,112,35,3,74,34770,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7051,3388,3386,7,0,35625,16160,2549,31274,14615,1971,819,230,91,0,0,0,0,0,0,15311,5465,1225,6876,2664,377,0,0,0,1528.677,74.084,3431.490,243.802,45,42,0,175,30,292,490,171,32,1023,164,141,258,423,241,285,61,31,81,219,37,0,0,0,0,0,0,0,0,0,0,0,0,414,317,304,28,0,0,0,0,130,167,56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5319,0.4038,12,1,0,0.4764,0.4275,14,0,0
7201,240.0,2911,55,24,2223,688,0,0,1432,576.09,0.677,0.636,0.270,0.041,0.698,-0.966,1.795,0.3966,2.1523,0.623,0.001,0.019,0.135,-0.148,168,40,16,0,121,0,72054.99,20142.683,11613.071,21.437,5921.099,121.214,16054.834,10205.944,2555.964,4997.287,3997.830,898.464,55.806,818.416,0.000142,0.000329,1535,0,4,12,15,4,40515,258,11,21.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20945,481,1277,17968.117,11560.733,5801.399,0.027,21.218,8326.940,7961.147,137.679,70,96,30,4,62,29365,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7201,2911,2911,26,0,35292,15947,2521,31040,14166,2371,840,329,47,0,0,0,0,0,0,14629,5510,1405,6316,2725,462,0,0,0,1480.547,79.413,3461.034,292.520,58,30,0,138,37,315,498,152,41,1012,151,154,237,422,247,265,63,15,88,224,33,0,0,0,0,0,0,0,0,0,0,0,0,412,308,312,28,0,0,0,0,140,157,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5039,0.4060,12,1,0,0.4830,0.4492,14,0,0
7231,241.0,2894,59,24,2223,671,0,0,1363,539.65,0.671,0.631,0.271,0.039,0.703,-0.965,1.798,0.3949,2.1633,0.619,0.001,0.018,0.136,-0.151,205,50,24,0,81,0,71843.47,19858.671,10715.682,32.002,6165.149,113.516,15657.124,9902.015,2359.847,5388.203,4310.562,973.967,44.209,803.074,0.000164,0.001166,1468,0,2,22,18,2,40725,215,16,30.830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20109,446,1253,17349.562,10668.734,6047.494,0.010,30.830,7977.176,7730.146,117.321,68,85,38,2,45,21098,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7201,2911,2911,26,0,35428,15739,2533,30386,14143,1975,832,355,39,0,0,0,0,0,0,14020,5142,1209,6089,2428,485,0,0,0,1444.672,69.733,3184.974,262.594,54,36,0,144,26,296,462,125,37,998,159,167,236,412,251,244,40,26,90,236,35,0,0,0,0,0,0,0,0,0,0,0,0,416,310,312,28,0,0,0,0,147,159,68,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5132,0.4116,12,0,0,0.4514,0.4135,13,0,0
7261,242.0,2883,48,24,2233,650,0,0,1317,558.30,0.663,0.626,0.271,0.038,0.709,-0.965,1.797,0.3927,2.1754,0.618,0.001,0.020,0.136,-0.152,181,39,12,0,93,0,73081.03,20389.032,10902.750,14.283,5974.646,112.397,15588.856,9692.719,2227.508,5170.024,4136.019,676.363,116.289,732.762,0.000126,0.001137,1364,0,0,12,9,0,40922,208,9,13.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19874,449,1156,17296.980,10824.259,5861.844,0.000,13.887,7883.171,7555.589,114.544,65,86,32,0,54,26076,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7201,2911,2911,26,0,35722,15472,2668,30264,13914,2346,812,325,48,0,0,0,0,0,0,13843,4751,946,6031,2332,455,0,0,0,1405.048,77.962,2937.236,217.251,52,29,0,144,27,296,478,153,28,992,171,168,227,417,258,228,50,25,101,228,18,0,0,0,0,0,0,0,0,0,0,0,0,410,325,307,28,0,0,0,0,137,149,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4933,0.4196,12,0,0,0.4752,0.4535,13,0,0
7291,243.0,2920,81,24,2246,674,0,0,1268,649.98,0.669,0.630,0.271,0.039,0.705,-0.965,1.801,0.3954,2.1696,0.627,0.001,0.024,0.135,-0.155,197,34,15,0,62,0,75089.04,20685.050,11573.045,23.001,6524.751,141.249,15628.817,9739.772,2142.672,5965.178,4772.143,624.410,94.403,849.980,0.000165,0.001831,1451,0,0,15,10,0,41486,210,10,22.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19772,476,1241,18546.693,11494.472,6410.887,0.000,22.205,7864.973,7585.735,129.939,80,56,26,0,30,17884,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7201,2911,2911,26,0,35919,15421,2549,30607,14142,2264,775,346,82,0,0,0,0,0,0,13611,4862,1140,6161,2164,522,0,0,0,1409.718,71.223,2946.162,255.773,59,37,0,166,38,330,501,151,40,1000,157,168,243,434,244,258,52,13,84,223,44,0,0,0,0,0,0,0,0,0,0,0,0,426,338,303,22,0,0,0,0,155,161,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5035,0.4322,12,0,0,0.4515,0.4375,12,0,0
7321,244.0,2934,86,24,2264,670,0,0,1258,637.44,0.665,0.629,0.270,0.039,0.708,-0.964,1.802,0.3941,2.1777,0.614,0.000,0.027,0.135,-0.157,193,38,20,1,80,0,76795.27,21539.900,11913.382,39.704,5961.913,123.774,15922.640,10158.690,2081.674,5917.801,4734.241,1278.266,343.377,818.560,0.000160,0.002285,1279,0,1,19,16,1,41824,181,15,38.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20384,492,1098,18352.525,11850.935,5849.351,0.009,38.967,8109.383,7970.297,140.329,73,77,33,1,43,26942,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7201,2911,2911,26,0,36175,15852,2381,30729,14031,2283,756,376,64,0,0,0,0,0,0,13817,5481,903,6567,2672,497,0,0,0,1432.654,68.303,3487.506,215.373,46,25,0,157,34,331,517,173,30,1016,155,174,241,430,248,261,50,20,87,227,25,0,0,0,0,0,0,0,0,0,0,0,0,423,345,303,22,0,0,0,0,150,152,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4986,0.4061,12,0,0,0.4601,0.4325,12,0,0
7351,245.0,2981,84,24,2291,690,0,0,1238,566.99,0.666,0.628,0.270,0.039,0.706,-0.965,1.806,0.3939,2.1474,0.601,0.001,0.032,0.135,-0.159,183,39,21,0,72,0,81149.81,22081.686,13952.461,32.119,6482.954,117.140,15950.799,10133.342,2008.704,7067.498,5653.998,1079.775,271.594,854.003,0.000093,0.002702,1359,0,1,20,17,1,42740,167,16,31.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20426,578,1192,20949.082,13841.475,6392.345,0.000,31.028,8076.607,7951.024,137.533,93,73,33,1,39,21219,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7351,2981,2981,2,0,36759,15935,2503,30673,14182,2124,780,417,13,0,0,0,0,0,0,13754,5146,858,6672,2763,462,0,0,0,1421.809,72.033,3412.586,211.138,53,37,0,209,35,368,614,195,40,1031,149,177,250,418,266,279,49,20,110,209,23,0,0,0,0,0,0,0,0,0,0,0,0,432,334,319,26,0,0,0,0,142,156,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4891,0.4173,12,0,0,0.4621,0.4372,12,0,0
7381,246.0,3092,85,24,2357,735,0,0,1247,525.76,0.672,0.632,0.268,0.040,0.702,-0.965,1.807,0.3942,2.1443,0.596,0.001,0.027,0.135,-0.158,191,36,15,0,63,0,85730.60,22996.816,14672.482,29.514,6812.098,125.257,16421.466,10517.339,2009.158,8901.063,7120.850,853.808,472.619,1063.419,0.000195,0.003858,1413,0,1,14,12,1,43763,224,11,29.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21323,608,1189,22046.386,14596.475,6666.695,0.008,29.201,8406.551,8269.145,142.536,116,71,33,1,37,22691,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7351,2981,2981,2,0,37877,16491,2296,30704,14498,2064,852,469,41,0,0,0,0,0,0,14479,5554,1140,6844,3159,618,0,0,0,1479.281,68.592,3683.689,282.002,38,32,0,198,30,410,637,196,35,1060,155,172,253,436,281,314,47,23,84,231,36,0,0,0,0,0,0,0,0,0,0,0,0,449,349,319,25,0,0,0,0,135,177,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5557,0.4244,12,0,0,0.4471,0.4217,12,0,0
