tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer
31,1.0,470,11310,0,156,143,78,93,1,10.45,0.852,0.799,0.218,0.182,0.229,-0.150,1.580,0.3171,1.2213,0.805,0.417,0.236,0.097,-0.010,45,0,40,0,0,0,26595.76,1398.133,9418.682,466.034,54.925,11.656,2301.489,626.835,0.168,4033.239,3226.591,478.360,1840.777,1932.103,0.000140,-0.001689,32,0,32,8,30,23,3791,22,8,192.154
61,2.0,555,9941,0,167,212,74,102,2,19.19,0.881,0.845,0.213,0.168,0.209,-0.239,1.570,0.3232,1.3801,0.768,0.425,0.196,0.094,-0.015,55,0,17,0,0,0,29692.62,1408.798,8755.354,230.792,53.325,20.388,2621.026,697.749,2.609,4000.388,3200.310,230.066,2139.196,807.363,0.000101,-0.002035,69,0,14,3,14,11,4497,47,3,80.795
91,3.0,669,8317,0,168,322,70,109,4,31.41,0.912,0.904,0.197,0.160,0.180,-0.336,1.579,0.3245,1.5526,0.772,0.393,0.172,0.090,-0.021,79,0,24,0,0,0,34895.27,1456.374,11818.014,352.367,202.686,25.963,3233.798,959.029,4.132,5585.700,4468.560,350.095,1687.154,1072.757,0.000102,-0.002303,102,0,18,6,16,11,5598,62,6,140.352
121,4.0,872,6486,0,171,506,68,127,4,39.67,0.943,0.966,0.168,0.138,0.147,-0.408,1.582,0.3338,1.7386,0.756,0.380,0.130,0.083,-0.031,87,5,22,0,0,0,42856.88,1438.602,16837.596,184.327,164.730,26.140,4134.999,1297.283,7.135,9275.594,7420.475,195.186,1965.104,1044.086,0.000104,-0.002485,93,0,19,3,19,17,7037,62,3,63.399
151,5.0,1156,4314,45,176,783,62,135,5,52.34,0.971,1.022,0.135,0.123,0.122,-0.462,1.592,0.3251,1.8949,0.754,0.364,0.099,0.077,-0.043,132,9,43,0,0,0,53772.07,1504.527,23744.216,430.745,334.715,18.860,5507.595,1988.967,7.226,13528.616,10822.893,421.759,2365.746,1767.280,0.000230,-0.004756,130,0,37,6,31,27,10201,103,6,89.944
181,6.0,1426,2455,45,181,1048,56,141,5,67.46,0.991,1.056,0.121,0.103,0.108,-0.490,1.611,0.3257,2.0058,0.744,0.354,0.082,0.073,-0.048,119,17,46,0,0,0,62613.30,1572.035,23819.213,200.537,329.642,25.269,7362.583,2939.673,7.915,13685.596,10948.477,187.956,1604.622,1910.679,0.000187,-0.005989,107,0,43,3,43,40,13569,47,3,60.337
211,7.0,1625,1130,45,187,1256,46,136,5,101.25,1.002,1.086,0.104,0.099,0.102,-0.515,1.621,0.3300,2.1421,0.762,0.299,0.063,0.070,-0.051,120,34,87,0,1,0,65510.50,1695.956,21886.088,800.408,605.159,18.623,8890.616,4109.520,9.274,13129.572,10503.658,781.890,1360.713,3707.334,0.000177,-0.008048,112,0,77,10,71,63,16794,12,10,240.053
241,8.0,1623,713,45,189,1269,37,128,7,112.29,0.999,1.093,0.098,0.093,0.103,-0.524,1.628,0.3343,2.1678,0.765,0.222,0.056,0.069,-0.053,107,64,101,0,0,0,60608.57,1826.964,13166.848,626.150,921.669,19.189,9413.799,4674.376,9.390,6525.092,5220.074,601.623,673.145,3844.534,0.000160,-0.009652,144,0,95,6,86,80,18197,2,6,203.309
271,9.0,1549,621,45,191,1209,32,117,9,134.88,0.995,1.090,0.090,0.091,0.108,-0.529,1.633,0.3329,2.1787,0.761,0.204,0.057,0.069,-0.053,91,74,87,0,0,0,55708.52,1892.316,10448.080,552.396,509.322,15.521,9142.177,4392.673,12.576,3427.016,2741.613,524.325,508.004,2527.678,0.000158,-0.010468,119,0,79,8,75,67,18346,24,8,222.167
301,10.0,1425,707,42,190,1110,22,103,9,151.88,0.986,1.085,0.087,0.085,0.113,-0.539,1.636,0.3304,2.1918,0.773,0.189,0.057,0.069,-0.052,84,100,93,0,2,0,50811.11,1982.243,9600.372,745.509,698.562,17.140,8396.248,3874.947,13.848,2883.833,2307.066,823.456,746.931,2793.343,0.000095,-0.010639,168,0,86,7,61,57,17024,60,7,68.852
331,11.0,1353,752,42,202,1040,16,95,10,168.77,0.984,1.075,0.075,0.082,0.124,-0.545,1.648,0.3334,2.2099,0.733,0.183,0.056,0.069,-0.052,70,91,96,0,0,0,49354.48,2086.828,12182.994,614.913,446.519,12.318,7800.529,3636.571,16.167,4640.930,3712.744,583.080,501.060,2875.773,0.000183,-0.012426,124,0,90,6,78,74,16285,42,6,124.090
361,12.0,1344,772,42,210,1030,14,90,11,186.99,0.986,1.079,0.075,0.079,0.129,-0.548,1.652,0.3315,2.2566,0.764,0.205,0.049,0.068,-0.052,79,70,77,0,1,0,49470.22,2251.595,13259.967,431.348,469.197,11.747,7591.855,3598.942,17.428,5653.962,4523.170,407.399,467.852,2612.894,0.000157,-0.013315,100,0,70,7,67,62,15635,9,7,61.919
391,13.0,1339,878,42,213,1038,13,75,13,202.99,0.983,1.083,0.072,0.073,0.131,-0.553,1.660,0.3254,2.2846,0.755,0.178,0.048,0.067,-0.055,79,70,81,0,2,0,50905.75,2482.818,14466.823,525.667,564.860,10.848,7550.337,3629.452,18.567,5951.233,4760.986,503.044,572.995,2575.140,0.000140,-0.015458,139,0,70,11,65,56,15796,56,11,205.587
421,14.0,1381,835,42,224,1082,11,64,15,199.84,0.983,1.091,0.069,0.066,0.135,-0.556,1.662,0.3334,2.3195,0.764,0.174,0.041,0.066,-0.060,88,45,94,0,2,0,53346.04,2646.080,16763.981,547.733,705.192,11.614,7605.501,3688.996,22.676,7254.474,5803.579,529.801,729.650,3489.983,0.000099,-0.015983,100,0,88,6,81,75,16639,11,6,104.565
451,15.0,1436,853,38,237,1127,10,62,16,195.18,0.988,1.095,0.068,0.060,0.138,-0.556,1.668,0.3200,2.3551,0.730,0.173,0.044,0.066,-0.061,69,48,106,0,0,0,56792.44,3012.903,18641.792,736.113,600.449,10.015,7957.267,3973.093,24.414,8477.497,6781.997,709.308,727.696,3857.133,0.000132,-0.014700,105,0,96,10,90,80,17928,1,10,235.269
481,16.0,1544,917,38,261,1217,7,59,18,202.88,0.990,1.100,0.068,0.061,0.142,-0.560,1.664,0.3305,2.3780,0.707,0.172,0.037,0.067,-0.062,78,49,104,0,0,0,61235.98,3239.695,20585.323,674.669,831.990,9.363,8461.314,4179.410,25.896,10510.638,8408.510,655.945,596.122,4035.333,0.000103,-0.015187,141,0,97,7,90,83,19178,7,7,131.278
511,17.0,1629,890,38,273,1294,6,56,15,199.08,0.993,1.110,0.071,0.065,0.142,-0.564,1.675,0.3311,2.4064,0.699,0.154,0.037,0.067,-0.061,75,35,126,0,4,0,65646.01,3613.631,21607.401,776.482,1113.306,7.809,9056.325,4519.621,27.550,10140.256,8112.205,816.862,584.146,4554.924,0.000185,-0.016610,163,0,108,18,112,96,20437,14,18,376.013
541,18.0,1737,796,38,283,1396,5,53,24,179.06,1.006,1.114,0.075,0.068,0.140,-0.568,1.665,0.3404,2.4298,0.659,0.131,0.036,0.066,-0.062,83,38,153,0,0,0,69466.16,3678.441,24270.678,818.323,1108.310,12.689,9786.862,4991.253,32.104,12389.958,9911.966,788.697,765.986,6104.401,0.000163,-0.016160,202,0,137,16,137,125,21167,20,15,305.459
