tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer
31,1.0,469,7730,0,160,126,90,93,0,14.25,0.873,0.816,0.186,0.164,0.242,-0.069,1.543,0.3303,1.3233,0.836,0.450,0.123,0.103,-0.009,33,0,16,0,0,0,25058.65,1463.938,5880.716,653.587,26.620,12.196,2330.136,904.177,0.000,3360.639,2688.511,653.347,1343.555,343.272,0.000144,0.001384,10,0,14,2,3,3,3240,0,2,12.295
61,2.0,506,7089,0,170,153,89,94,0,23.48,0.895,0.838,0.177,0.149,0.240,-0.114,1.538,0.3393,1.3444,0.785,0.476,0.140,0.101,-0.008,49,0,11,0,0,0,26208.76,1500.140,5466.203,273.620,114.242,13.363,2562.176,1002.457,0.000,1984.681,1587.745,271.612,1545.465,311.205,0.000124,0.002282,45,0,9,2,4,4,3850,26,2,5.332
91,3.0,608,6177,0,172,239,86,111,1,39.44,0.949,0.921,0.154,0.130,0.212,-0.231,1.532,0.3517,1.5592,0.825,0.442,0.110,0.095,-0.001,49,3,13,0,0,0,29958.90,1565.935,9600.612,131.752,164.572,17.968,3165.922,1141.404,0.112,5188.420,4150.736,127.835,1434.004,641.203,0.000092,0.003109,23,0,10,3,10,8,5451,5,3,62.267
121,4.0,771,5067,0,179,401,85,106,1,43.56,0.984,0.993,0.143,0.105,0.193,-0.361,1.533,0.3482,1.7441,0.805,0.425,0.095,0.092,0.007,78,4,34,0,0,0,36038.79,1576.804,14360.485,808.623,162.316,21.921,4130.783,1688.252,1.686,8347.601,6678.081,800.560,1565.205,810.016,0.000125,0.004942,33,0,32,2,13,12,7855,5,2,54.583
151,5.0,963,3875,67,191,578,82,112,3,47.36,1.015,1.057,0.126,0.091,0.176,-0.440,1.519,0.3728,1.9504,0.836,0.403,0.084,0.088,0.006,78,16,41,0,0,0,42419.41,1725.127,18000.362,84.774,471.777,24.995,5473.834,2302.791,1.996,10440.239,8352.191,85.134,1187.798,2290.047,0.000147,0.006451,88,0,39,2,38,38,11068,49,2,2.778
181,6.0,1147,2612,67,207,763,75,102,5,68.43,1.035,1.107,0.114,0.082,0.163,-0.492,1.481,0.4026,2.0142,0.823,0.362,0.081,0.086,0.006,75,37,42,0,0,0,49481.30,1885.872,21415.011,691.896,557.246,27.088,6862.707,2971.683,7.109,11148.316,8918.653,674.270,2743.590,1441.861,0.000222,0.009521,158,0,38,4,25,23,13249,102,4,119.009
211,7.0,1388,1323,67,219,1024,59,86,7,101.03,1.048,1.154,0.098,0.077,0.151,-0.552,1.476,0.4015,2.1838,0.784,0.320,0.054,0.084,0.005,86,64,40,0,2,0,57258.51,1947.590,24782.737,446.600,631.583,21.774,8499.942,3947.044,10.447,14750.752,11800.601,427.350,1949.782,1615.008,0.000176,0.012212,167,0,37,3,32,29,17169,106,3,72.552
241,8.0,1537,560,67,225,1190,48,74,9,109.75,1.044,1.176,0.090,0.072,0.146,-0.592,1.469,0.3965,2.2818,0.784,0.298,0.046,0.084,0.011,76,85,58,0,0,0,58518.72,2081.621,19844.577,410.679,725.558,20.243,10060.834,4875.786,17.249,12012.023,9609.619,386.593,766.684,2567.121,0.000157,0.013511,142,0,53,5,52,47,20043,63,5,77.305
271,9.0,1471,437,67,230,1139,39,63,11,115.90,1.025,1.169,0.087,0.069,0.153,-0.606,1.474,0.3848,2.3020,0.798,0.252,0.041,0.084,0.013,74,106,76,0,2,0,51476.52,2298.872,10608.681,757.653,1261.436,15.291,10008.381,5575.118,16.901,4663.264,3730.611,769.192,896.229,2508.933,0.000151,0.012252,204,0,72,4,56,53,18865,71,4,99.539
301,10.0,1360,374,60,234,1047,28,51,15,136.37,1.000,1.160,0.083,0.062,0.162,-0.623,1.485,0.3764,2.3313,0.791,0.231,0.036,0.084,0.013,63,150,49,0,2,0,46535.18,2439.012,10315.397,693.869,1094.587,12.845,9157.888,5537.901,24.010,3568.391,2854.713,657.633,624.288,1674.210,0.000113,0.011081,178,0,45,4,31,27,17027,59,4,130.676
