tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,452,12509,0,157,99,81,115,0,16.67,0.855,0.784,0.191,0.200,0.241,-0.035,1.587,0.3355,1.2739,0.783,0.433,0.197,0.100,0.001,48,0,15,0,0,0,25313.55,1399.778,6581.564,35.290,33.839,15.181,2335.840,621.615,0.000,2365.197,1892.158,829.120,1777.622,79.967,0.000110,-0.000407,11,0,10,5,2,2,2774,0,5,1.320,617,68,52,4,0,38,10
61,2.0,487,10945,0,168,121,76,122,1,26.97,0.863,0.777,0.193,0.183,0.240,-0.096,1.573,0.3346,1.2615,0.801,0.476,0.201,0.101,0.002,64,0,18,0,0,0,26524.11,1469.932,6142.267,39.031,15.765,19.203,2438.801,620.060,0.092,2084.406,1667.524,917.427,1951.744,95.660,0.000068,-0.000190,8,0,18,0,5,5,2790,3,0,0.000,529,25,20,7,0,12,1
91,3.0,545,9367,0,171,167,75,132,1,35.78,0.882,0.771,0.203,0.182,0.224,-0.180,1.586,0.3357,1.2731,0.823,0.462,0.176,0.102,0.002,62,1,12,0,0,0,28438.81,1534.450,7598.086,13.490,97.814,25.698,2731.367,691.467,1.387,2793.727,2234.982,507.481,2631.211,109.670,0.000111,0.000907,29,0,8,4,6,5,3126,11,4,4.667,480,29,25,2,0,21,2
121,4.0,610,7915,0,176,227,73,134,1,45.88,0.883,0.771,0.192,0.171,0.211,-0.271,1.582,0.3256,1.2975,0.831,0.443,0.147,0.105,-0.001,67,5,25,0,0,0,30208.99,1616.722,7861.451,26.279,59.928,22.618,3061.438,821.235,1.387,3671.565,2937.252,1063.674,1927.652,124.581,0.000119,0.001847,22,0,20,5,21,16,4042,2,5,13.095,483,14,10,3,0,7,0
151,5.0,695,6488,62,185,294,72,144,1,56.81,0.882,0.767,0.192,0.164,0.200,-0.340,1.586,0.3412,1.3204,0.779,0.411,0.124,0.109,0.004,80,7,25,0,0,0,32795.07,1648.253,9570.035,21.261,154.129,20.113,3387.332,922.738,1.387,4446.429,3557.143,1104.505,2111.572,236.647,0.000135,0.002981,39,0,18,7,20,16,4794,0,7,17.055,475,16,5,2,0,3,0
181,6.0,818,4971,62,197,398,64,159,1,73.03,0.890,0.762,0.192,0.145,0.186,-0.428,1.600,0.3368,1.3142,0.802,0.365,0.113,0.112,0.004,98,19,20,0,0,0,37549.73,1799.985,12098.917,27.840,211.609,20.950,3983.234,1115.266,1.387,6295.701,5036.561,889.822,1756.825,166.409,0.000062,0.002940,54,0,16,4,14,12,5776,40,4,12.246,469,22,12,4,0,3,5
211,7.0,982,3545,62,217,535,56,174,1,92.71,0.897,0.754,0.169,0.140,0.177,-0.503,1.602,0.3393,1.3579,0.785,0.323,0.089,0.118,0.007,110,36,20,0,0,0,43175.32,1998.688,14330.091,12.316,233.586,20.616,4706.231,1540.173,1.387,8630.781,6904.625,1050.730,1490.500,200.324,0.000133,0.003272,86,0,18,2,17,16,7390,63,2,6.698,368,22,20,2,0,17,1
241,8.0,1146,2372,62,229,697,49,171,1,115.92,0.916,0.758,0.163,0.152,0.167,-0.562,1.603,0.3446,1.3902,0.770,0.310,0.075,0.120,0.007,108,28,28,0,0,0,47992.72,2268.671,14517.326,7.766,525.185,17.865,5601.574,2020.293,1.387,8907.303,7125.842,1046.317,1225.574,299.762,0.000142,0.003627,143,0,27,1,24,23,8822,95,1,2.152,285,17,11,1,0,10,0
271,9.0,1232,1717,62,240,788,40,164,1,146.68,0.923,0.757,0.150,0.157,0.165,-0.599,1.607,0.3543,1.4300,0.772,0.292,0.060,0.122,0.008,123,44,19,0,0,0,48554.31,2477.041,9739.049,11.980,833.593,21.518,6338.774,2279.680,1.387,5979.410,4783.528,736.750,786.063,327.945,0.000110,0.004133,209,0,17,2,18,16,10521,119,2,5.832,248,19,19,0,1,5,13
301,10.0,1258,1183,56,260,805,31,162,2,155.24,0.918,0.758,0.141,0.156,0.173,-0.619,1.612,0.3488,1.4653,0.750,0.273,0.058,0.122,0.006,121,68,25,0,0,0,47891.60,2752.182,8243.731,18.252,794.972,18.196,6604.224,2361.010,1.507,4643.873,3715.098,819.216,579.938,382.206,0.000118,0.003898,246,0,20,5,25,20,11573,165,5,17.355,276,18,7,0,0,3,4
