tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,433,11134,0,135,129,84,85,0,12.26,0.867,0.812,0.208,0.191,0.218,-0.119,1.526,0.3243,1.2292,0.811,0.489,0.208,0.104,-0.006,37,0,50,0,0,0,24815.61,1262.267,7966.833,78.929,18.086,11.192,2261.796,640.667,0.000,2962.247,2369.798,2716.947,1372.575,259.323,0.000180,-0.001719,19,0,33,17,39,27,3398,0,17,39.965,709,102,80,6,0,68,6
61,2.0,535,9355,0,144,216,84,91,1,20.52,0.895,0.863,0.190,0.184,0.192,-0.247,1.513,0.3182,1.3384,0.809,0.479,0.174,0.104,-0.016,42,0,25,0,0,0,28365.19,1223.191,9662.356,19.801,57.147,16.272,2559.660,697.856,0.125,4969.630,3975.704,1244.209,1670.850,189.141,0.000106,-0.002840,30,0,23,2,23,21,3571,0,2,9.489,703,89,74,1,0,71,2
91,3.0,707,7396,0,142,386,81,98,2,27.37,0.965,0.969,0.167,0.167,0.156,-0.395,1.516,0.3230,1.6224,0.855,0.465,0.133,0.109,-0.030,60,0,49,0,0,0,36113.69,1278.064,16932.032,40.360,58.238,23.717,3536.699,1050.740,1.930,9175.577,7340.462,2002.680,1860.365,214.425,0.000120,-0.003415,11,0,44,5,40,35,4844,0,5,15.492,678,49,40,0,0,35,5
121,4.0,1087,4918,0,142,771,77,97,1,32.19,1.042,1.102,0.132,0.151,0.119,-0.536,1.518,0.3314,2.0796,0.826,0.465,0.079,0.110,-0.053,104,2,54,0,1,0,50617.91,1261.517,30393.112,33.539,166.311,24.492,5602.985,1951.369,2.948,18857.495,15085.996,2589.711,2925.498,339.936,0.000108,-0.003541,29,0,51,3,48,45,6857,0,3,12.794,638,48,38,1,0,32,5
151,5.0,1507,2412,48,145,1191,72,99,3,41.74,1.079,1.177,0.111,0.136,0.102,-0.604,1.523,0.3265,2.3127,0.840,0.448,0.070,0.113,-0.058,114,9,115,0,0,0,64123.31,1279.248,36602.040,117.834,265.168,29.218,8641.054,3396.839,1.934,23404.995,18723.996,5169.653,2077.563,525.680,0.000148,-0.004075,35,0,112,3,93,90,9814,0,3,15.183,598,59,59,21,0,37,1
181,6.0,1665,1007,48,143,1358,66,98,6,66.33,1.089,1.198,0.104,0.128,0.096,-0.630,1.527,0.3239,2.3354,0.849,0.413,0.053,0.114,-0.061,103,46,173,0,0,0,62469.25,1315.618,24124.571,166.625,513.969,31.367,11377.403,4462.948,4.645,16158.174,12926.539,6353.134,1125.322,705.780,0.000182,-0.006199,56,0,165,8,134,126,12891,3,8,49.829,509,155,155,39,0,116,0
211,7.0,1605,391,48,142,1329,55,79,13,98.07,1.080,1.201,0.099,0.119,0.098,-0.649,1.528,0.3384,2.3700,0.857,0.345,0.048,0.114,-0.061,95,131,107,0,0,0,54063.75,1331.505,12575.120,57.578,625.794,24.180,11532.342,4792.223,15.668,7457.503,5966.003,3580.307,353.375,604.289,0.000121,-0.007040,67,0,103,4,88,84,13713,0,4,10.857,390,66,64,14,0,48,2
241,8.0,1396,114,48,133,1153,46,64,22,114.88,1.070,1.194,0.101,0.117,0.102,-0.656,1.540,0.3351,2.3644,0.834,0.293,0.040,0.115,-0.061,68,176,121,0,0,0,41104.45,1329.357,6984.535,83.574,861.096,20.958,10643.237,5152.212,28.444,3666.928,2933.542,3956.724,194.872,647.889,0.000230,-0.009783,82,0,108,13,109,96,13162,0,13,56.110,386,81,81,11,0,63,7
271,9.0,1089,73,48,134,873,33,49,23,139.86,1.046,1.169,0.105,0.113,0.119,-0.653,1.553,0.3359,2.3468,0.817,0.239,0.039,0.113,-0.062,54,243,84,0,3,0,30778.25,1299.683,3585.902,34.156,790.220,15.684,8492.680,3812.223,37.811,902.731,722.185,2140.737,56.262,525.688,0.000154,-0.010398,89,0,80,4,76,72,10439,0,4,17.802,298,24,24,4,0,20,0
301,10.0,857,111,47,131,659,28,39,20,160.82,1.022,1.143,0.103,0.103,0.136,-0.640,1.556,0.3322,2.3441,0.814,0.244,0.045,0.113,-0.067,45,187,49,0,6,0,24141.58,1364.778,2528.671,32.479,460.099,15.685,6498.650,2547.110,35.005,381.605,305.284,1122.169,26.565,256.776,0.000069,-0.011066,56,0,43,6,41,36,7828,0,6,13.297,214,19,18,6,0,9,3
331,11.0,694,166,47,135,504,24,31,16,180.99,0.993,1.106,0.101,0.090,0.158,-0.628,1.556,0.3389,2.2998,0.809,0.252,0.038,0.113,-0.063,46,149,21,0,6,0,20376.32,1377.906,2438.223,17.297,262.877,14.394,4952.848,1824.937,30.055,464.535,371.628,520.222,48.592,129.121,0.000063,-0.011460,39,0,19,2,17,15,5902,6,2,6.744,168,5,5,3,0,2,0
361,12.0,561,239,47,140,378,18,25,9,211.07,0.954,1.054,0.104,0.086,0.189,-0.622,1.557,0.3350,2.2603,0.799,0.271,0.031,0.112,-0.058,54,125,21,0,7,0,18169.20,1488.407,2675.978,14.954,210.952,13.686,3901.643,1387.557,22.795,769.157,615.326,714.413,81.809,124.415,0.000076,-0.012331,21,0,20,1,15,15,4829,0,1,0.312,138,4,4,3,0,1,0
391,13.0,496,273,47,149,317,9,21,7,230.42,0.924,1.027,0.104,0.073,0.218,-0.642,1.562,0.3335,2.3286,0.762,0.255,0.029,0.112,-0.059,43,76,23,0,3,0,17346.73,1539.923,3196.896,20.317,165.704,13.839,3136.279,1180.915,13.488,1379.083,1103.267,667.607,167.848,137.648,0.000084,-0.013390,18,0,18,5,16,13,3917,0,5,12.194,68,8,8,2,0,6,0
