tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer
31,1.0,466,11352,0,152,142,80,92,1,8.40,0.855,0.793,0.204,0.179,0.230,-0.147,1.579,0.3025,1.2321,0.801,0.434,0.223,0.097,-0.008,40,0,35,0,0,0,26407.81,1396.736,8958.520,39.725,52.484,11.521,2268.581,612.669,0.167,3700.571,2960.457,1780.298,1687.204,197.423,0.000169,-0.002093,30,0,27,8,28,21,3793,21,8,19.311
61,2.0,556,9974,0,161,218,76,101,1,20.51,0.876,0.863,0.185,0.170,0.207,-0.250,1.574,0.3112,1.4446,0.775,0.429,0.200,0.091,-0.012,55,0,16,0,0,0,30221.02,1402.260,9825.988,28.116,126.355,19.280,2612.747,696.889,2.511,4091.872,3273.498,913.768,2235.594,163.276,0.000137,-0.002673,88,0,11,5,14,9,4480,63,5,16.397
91,3.0,686,8419,0,156,346,73,111,2,31.11,0.916,0.951,0.155,0.164,0.173,-0.338,1.579,0.3120,1.7274,0.759,0.423,0.160,0.083,-0.015,77,0,31,0,0,0,35605.09,1396.988,13158.673,43.115,144.324,26.262,3282.816,1009.190,2.599,6347.454,5077.963,1432.396,1961.369,256.844,0.000103,-0.003526,126,0,22,9,29,21,5449,106,9,32.442
121,4.0,974,6469,0,163,623,68,120,3,36.67,0.939,1.056,0.121,0.141,0.142,-0.439,1.588,0.3135,2.0491,0.781,0.374,0.121,0.072,-0.019,89,3,55,0,1,0,46139.65,1401.654,23013.185,24.506,181.047,26.827,4526.363,1637.553,4.648,13596.009,10876.808,2301.552,2407.696,307.767,0.000178,-0.004918,96,0,49,6,50,47,7269,77,6,10.807
151,5.0,1399,3966,49,167,1035,63,134,5,49.06,0.952,1.156,0.094,0.116,0.118,-0.499,1.595,0.3136,2.3605,0.790,0.335,0.088,0.063,-0.021,104,10,102,0,0,0,61767.61,1506.487,35976.482,39.383,330.204,21.584,6884.885,2873.390,6.184,21063.245,16850.596,4193.922,3044.978,678.390,0.000114,-0.005679,139,0,98,4,100,96,11191,65,4,8.668
181,6.0,1732,2252,49,179,1364,57,132,9,58.36,0.937,1.213,0.080,0.102,0.110,-0.532,1.600,0.3161,2.4247,0.794,0.302,0.072,0.059,-0.021,125,38,101,0,0,0,70601.84,1638.779,30878.549,52.585,291.954,26.867,9129.793,4358.909,9.797,18003.880,14403.104,4186.726,1854.407,595.272,0.000155,-0.004912,98,0,101,0,93,93,14504,33,0,0.000
211,7.0,1984,873,49,194,1625,46,119,11,85.55,0.922,1.255,0.072,0.099,0.109,-0.556,1.588,0.3221,2.6226,0.787,0.227,0.055,0.056,-0.018,109,67,144,0,2,0,74335.88,1797.236,29477.291,103.316,1175.524,20.533,10809.180,5722.381,15.710,17734.725,14187.780,5185.138,1108.204,1256.240,0.000167,-0.006046,179,0,142,2,111,109,16886,45,2,6.636
241,8.0,1916,699,49,192,1578,38,108,20,100.79,0.916,1.253,0.070,0.092,0.111,-0.563,1.591,0.3203,2.6579,0.779,0.219,0.049,0.056,-0.018,108,61,161,0,1,0,65025.94,1902.975,13833.812,61.289,1008.660,18.437,11281.404,5906.060,21.437,5971.084,4776.868,5393.891,211.826,1099.181,0.000176,-0.007178,175,0,155,6,138,134,17199,41,6,6.208
271,9.0,1799,562,49,187,1490,31,91,20,130.45,0.898,1.243,0.069,0.088,0.113,-0.573,1.580,0.3202,2.6641,0.764,0.203,0.045,0.057,-0.019,96,97,150,0,3,0,58577.59,1895.505,14322.808,68.043,528.001,16.770,10459.493,5482.719,32.702,4815.771,3852.617,4822.229,185.501,788.908,0.000208,-0.008997,118,0,140,10,139,129,17091,22,10,26.676
301,10.0,1689,478,41,183,1411,22,73,20,146.56,0.882,1.239,0.067,0.084,0.115,-0.589,1.591,0.3203,2.7041,0.790,0.219,0.042,0.058,-0.020,75,128,120,0,3,0,55562.57,1879.562,14719.016,40.961,446.938,13.175,9572.594,4955.386,31.284,5308.631,4246.905,3304.735,133.275,595.553,0.000135,-0.009733,72,0,109,11,113,103,17247,1,11,19.037
331,11.0,1600,527,41,182,1334,21,63,25,156.85,0.876,1.234,0.067,0.083,0.118,-0.592,1.604,0.3294,2.7304,0.779,0.181,0.043,0.058,-0.021,76,106,105,0,1,0,53372.27,1933.382,14315.932,60.656,730.895,10.501,8923.245,4813.243,34.758,4693.671,3754.937,2877.298,162.316,750.684,0.000086,-0.009433,111,0,97,8,94,86,17295,14,8,19.363
361,12.0,1527,569,41,186,1278,16,47,28,184.34,0.871,1.236,0.068,0.078,0.123,-0.603,1.614,0.3198,2.7823,0.767,0.161,0.045,0.058,-0.021,73,96,104,0,1,0,53378.77,2056.965,15860.964,50.877,517.890,10.928,8461.360,4457.422,37.264,4900.061,3920.049,3073.756,338.295,614.193,0.000110,-0.008494,120,0,99,5,95,90,16537,26,5,14.727
391,13.0,1524,717,41,200,1274,12,38,23,191.52,0.872,1.234,0.069,0.072,0.129,-0.609,1.622,0.3242,2.7847,0.754,0.170,0.047,0.056,-0.021,59,75,92,0,5,0,54141.34,2261.565,15929.627,37.947,372.484,7.753,8233.101,4269.007,41.605,6392.289,5113.831,2769.167,325.852,549.390,0.000167,-0.005959,105,0,88,4,81,79,15683,14,4,4.692
421,14.0,1601,662,41,216,1340,11,34,29,186.93,0.876,1.243,0.070,0.072,0.131,-0.615,1.622,0.3240,2.8440,0.740,0.162,0.040,0.056,-0.022,53,54,114,0,1,0,58296.12,2507.466,21295.200,45.028,695.810,6.713,8423.089,4540.669,38.433,9505.534,7604.427,3670.250,373.336,746.019,0.000157,-0.004772,128,0,109,5,111,106,15850,4,5,15.440
451,15.0,1662,697,36,225,1400,8,29,24,187.77,0.881,1.248,0.069,0.071,0.132,-0.622,1.616,0.3174,2.8504,0.704,0.138,0.036,0.056,-0.022,71,63,138,0,3,0,60763.59,2666.472,21433.304,62.426,936.816,6.807,8933.693,5001.116,40.475,10129.045,8103.236,4470.315,305.705,917.630,0.000181,-0.003348,182,0,124,14,129,115,16814,26,14,33.346
481,16.0,1747,709,36,229,1486,5,27,26,187.15,0.887,1.257,0.070,0.071,0.130,-0.631,1.626,0.3305,2.8524,0.708,0.131,0.037,0.055,-0.023,86,44,146,0,1,0,64507.76,2784.418,23848.569,56.766,765.467,7.995,9343.052,5268.752,36.804,10717.922,8574.338,4844.403,444.363,864.624,0.000159,-0.004212,118,0,136,10,141,131,17558,9,10,22.545
511,17.0,1845,776,36,253,1563,5,24,35,193.20,0.889,1.257,0.071,0.068,0.134,-0.635,1.618,0.3444,2.8621,0.716,0.130,0.040,0.055,-0.022,79,48,135,0,1,0,69072.62,3043.682,24690.795,66.472,805.472,7.697,9799.210,5492.923,48.974,10832.287,8665.830,4392.604,462.559,873.350,0.000174,-0.004200,144,0,132,3,118,116,17790,26,3,5.341
541,18.0,2013,689,36,275,1711,4,23,48,170.72,0.897,1.262,0.074,0.067,0.134,-0.639,1.632,0.3445,2.8760,0.706,0.120,0.039,0.054,-0.022,75,44,143,0,2,0,75057.23,3463.559,28151.155,56.353,1230.774,6.241,10704.237,6026.050,66.499,13918.441,11134.753,4552.036,519.197,1034.765,0.000111,-0.003668,175,0,135,8,133,125,18266,11,8,14.094
571,19.0,2152,657,36,292,1833,4,23,53,181.81,0.906,1.267,0.074,0.066,0.134,-0.638,1.627,0.3394,2.9086,0.714,0.106,0.035,0.054,-0.022,84,49,164,0,3,0,80392.38,3823.120,29714.598,82.924,1106.240,6.618,11648.652,6636.010,88.554,13827.056,11061.645,5566.240,502.284,1078.339,0.000159,-0.003411,176,0,149,15,148,135,19199,12,15,29.859
601,20.0,2251,641,32,301,1924,4,22,59,166.85,0.912,1.273,0.073,0.068,0.133,-0.639,1.635,0.3482,2.8959,0.693,0.110,0.035,0.054,-0.022,77,39,213,0,2,0,83685.75,4230.709,30501.890,86.560,1309.793,7.119,12490.971,7152.716,95.046,13705.875,10964.701,7148.338,561.012,1336.528,0.000155,-0.001948,203,0,193,20,201,184,19534,7,20,40.382
631,21.0,2332,639,32,310,2000,4,18,65,195.65,0.914,1.278,0.073,0.068,0.133,-0.639,1.620,0.3615,2.9132,0.706,0.103,0.036,0.054,-0.023,76,57,213,0,5,0,86563.56,4389.363,30955.293,105.931,1442.467,9.590,13089.675,7472.962,103.129,13728.715,10982.973,7115.729,615.964,1429.573,0.000215,-0.003663,223,0,184,29,195,167,19938,6,29,54.270
661,22.0,2460,662,32,345,2093,4,18,73,183.18,0.916,1.277,0.075,0.067,0.139,-0.636,1.626,0.3644,2.9160,0.677,0.087,0.035,0.054,-0.021,85,61,213,0,8,0,91072.45,4811.281,33392.218,70.697,1275.728,6.596,13737.707,7790.475,112.261,15844.434,12675.548,6885.324,679.389,1391.269,0.000113,-0.003687,241,0,202,11,201,191,20167,33,11,22.153
691,23.0,2567,642,32,364,2184,3,16,77,174.65,0.920,1.279,0.078,0.066,0.140,-0.639,1.630,0.3814,2.9305,0.657,0.074,0.032,0.055,-0.022,67,60,234,0,3,0,95420.23,5158.168,35195.977,92.763,1588.055,6.218,14470.845,8294.087,126.572,15646.246,12516.997,7877.085,610.984,1590.301,0.000138,-0.003854,243,0,208,26,223,200,20340,12,26,46.324
721,24.0,2731,565,32,401,2312,3,15,94,173.24,0.922,1.276,0.079,0.066,0.143,-0.639,1.655,0.3782,2.9431,0.631,0.072,0.029,0.055,-0.025,65,51,243,0,4,0,99471.02,5393.136,36554.838,89.678,1856.002,6.549,15305.238,8756.929,142.395,17874.319,14299.456,7808.032,652.308,1747.101,0.000188,-0.005236,352,0,232,11,234,223,20806,47,11,33.811
751,25.0,2787,577,28,422,2348,2,15,96,164.41,0.927,1.268,0.083,0.065,0.146,-0.645,1.631,0.3799,2.9353,0.656,0.064,0.031,0.056,-0.027,81,63,295,0,7,0,102134.96,6077.792,37436.634,114.140,2009.159,6.483,16043.094,9261.159,156.765,16475.544,13180.435,9550.692,736.922,1920.875,0.000171,-0.006734,352,0,273,22,281,260,22176,33,22,37.930
781,26.0,2839,569,28,451,2371,2,15,115,166.58,0.928,1.263,0.087,0.065,0.152,-0.647,1.642,0.3843,2.9463,0.631,0.051,0.033,0.056,-0.028,81,59,319,0,6,0,104530.62,6597.275,38648.169,120.101,2297.376,7.073,16552.444,9461.172,175.816,16945.337,13556.270,10798.759,410.407,2182.228,0.000275,-0.004280,384,0,291,28,307,281,22760,19,28,51.934
811,27.0,2909,589,28,483,2412,2,12,137,185.79,0.930,1.256,0.090,0.064,0.156,-0.651,1.656,0.3829,2.9465,0.644,0.054,0.034,0.057,-0.028,79,74,303,0,8,0,107258.16,7000.680,38055.037,105.743,2565.036,5.007,16765.335,9470.399,216.814,17855.895,14284.716,9749.282,446.085,2214.814,0.000202,-0.004288,474,0,274,29,294,267,22705,52,27,46.901
841,28.0,3049,527,28,518,2519,1,11,161,190.69,0.935,1.249,0.092,0.065,0.159,-0.653,1.654,0.3832,2.9205,0.624,0.050,0.033,0.058,-0.029,94,71,268,0,8,0,112640.95,7684.000,40847.854,117.023,2805.721,6.893,17481.652,9856.017,239.867,19205.312,15364.250,9046.154,532.953,2268.388,0.000219,-0.002737,508,0,237,31,258,228,23382,59,30,52.712
871,29.0,3190,533,28,563,2615,1,11,191,205.26,0.936,1.247,0.096,0.066,0.163,-0.653,1.660,0.3840,2.9079,0.612,0.041,0.032,0.059,-0.029,91,75,247,0,8,0,116578.52,8037.462,39607.478,106.122,3101.254,6.874,18486.888,10341.703,289.179,18352.262,14681.810,8256.559,540.406,2228.306,0.000218,-0.003028,566,0,228,19,235,217,24567,43,19,43.931
901,30.0,3299,454,26,597,2690,1,11,230,197.91,0.941,1.245,0.098,0.065,0.167,-0.654,1.653,0.3952,2.8741,0.597,0.034,0.028,0.059,-0.030,78,65,307,0,22,0,118155.05,8454.061,41233.359,115.273,3249.683,7.496,19284.108,10839.565,347.705,19785.804,15828.644,10620.779,579.952,2596.901,0.000209,-0.001105,616,0,275,32,302,271,24936,46,32,73.575
931,31.0,3302,481,26,596,2697,1,8,295,175.31,0.945,1.244,0.102,0.065,0.166,-0.657,1.656,0.3874,2.8659,0.611,0.037,0.027,0.059,-0.030,52,79,365,0,19,0,118226.23,8715.708,42003.726,167.674,3262.294,8.744,19824.629,11220.199,421.900,18502.640,14802.112,12431.366,364.129,2853.179,0.000173,0.000260,670,0,312,53,354,301,25479,93,53,99.301
