tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer
31,1.0,442,11039,0,149,124,88,81,0,10.75,0.855,0.764,0.253,0.185,0.235,-0.085,1.550,0.3093,1.1504,0.830,0.436,0.181,0.097,-0.001,29,0,36,0,0,0,24394.09,1363.490,6806.913,60.735,34.462,9.142,2210.596,607.020,0.000,2778.574,2222.859,1952.814,1639.084,234.509,0.000175,-0.001191,34,0,25,11,23,16,3983,19,11,27.966
61,2.0,463,9825,0,149,152,82,80,1,18.59,0.865,0.781,0.269,0.193,0.224,-0.151,1.550,0.3198,1.1767,0.814,0.490,0.166,0.098,-0.002,60,0,22,0,0,0,25121.58,1360.016,5678.931,27.890,49.521,15.212,2324.146,585.056,0.158,1668.809,1335.047,958.477,2039.898,97.852,0.000187,-0.002316,17,0,15,7,13,8,3932,0,7,9.915
91,3.0,486,8875,0,145,177,82,82,3,30.48,0.874,0.795,0.299,0.196,0.211,-0.193,1.541,0.3214,1.1911,0.828,0.497,0.167,0.098,-0.004,60,1,18,0,0,0,25736.56,1331.579,5694.716,39.659,38.717,18.429,2519.193,598.720,2.911,1625.282,1300.226,1033.642,1835.551,135.901,0.000114,-0.003443,15,0,13,5,9,7,3911,7,5,11.328
121,4.0,531,7882,0,147,222,79,83,5,38.65,0.883,0.817,0.321,0.206,0.200,-0.249,1.539,0.3184,1.2259,0.815,0.483,0.159,0.100,-0.008,68,2,10,0,0,0,27260.28,1356.363,6226.167,24.932,63.917,19.492,2769.016,641.667,9.036,2211.932,1769.546,584.440,1519.855,117.344,0.000085,-0.004039,46,0,7,3,3,2,4198,32,3,5.331
151,5.0,599,6820,56,153,281,74,91,6,52.93,0.901,0.845,0.352,0.218,0.189,-0.313,1.539,0.3271,1.2547,0.760,0.477,0.135,0.102,-0.011,64,5,15,0,0,0,29183.58,1355.239,7800.371,12.273,148.634,19.005,3215.323,740.170,11.462,3438.954,2751.163,625.139,1744.280,220.417,0.000087,-0.004164,69,0,12,3,8,7,4379,38,3,3.130
181,6.0,660,6002,56,163,329,71,97,6,67.70,0.896,0.853,0.380,0.205,0.184,-0.357,1.539,0.3370,1.2777,0.775,0.442,0.117,0.104,-0.013,91,13,10,0,0,0,31061.34,1463.881,7512.407,13.345,97.261,21.108,3765.659,803.051,12.027,3209.464,2567.571,338.181,1477.067,73.989,0.000098,-0.003714,38,0,9,1,7,6,4592,0,1,3.814
211,7.0,721,5156,56,168,403,57,93,5,93.98,0.901,0.876,0.442,0.205,0.174,-0.436,1.536,0.3372,1.3410,0.763,0.423,0.107,0.104,-0.020,96,31,15,0,2,0,33578.51,1551.752,9506.297,24.454,81.560,23.781,4208.282,887.729,10.149,4257.726,3406.181,941.590,1470.498,195.541,0.000103,-0.002967,32,0,13,2,11,9,4746,13,2,11.359
241,8.0,790,4511,56,178,472,49,91,7,124.90,0.902,0.887,0.504,0.224,0.171,-0.493,1.543,0.3269,1.3677,0.759,0.393,0.085,0.103,-0.025,95,28,28,0,1,0,35548.69,1639.928,9412.315,22.320,92.730,21.187,4664.424,995.896,9.039,4943.357,3954.686,1139.540,1071.540,235.280,0.000118,-0.001883,54,0,26,2,20,18,5056,37,2,6.374
271,9.0,838,3944,56,182,532,37,87,11,157.82,0.890,0.905,0.566,0.222,0.166,-0.548,1.552,0.3297,1.4416,0.765,0.390,0.084,0.099,-0.034,102,32,39,0,1,0,37022.96,1747.351,9699.491,36.953,154.580,20.287,5199.678,1130.678,14.481,4569.714,3655.771,1704.231,740.159,306.355,0.000135,0.000323,72,0,33,6,32,27,5172,34,6,18.917
301,10.0,960,3385,52,189,653,30,88,15,164.06,0.879,0.939,0.634,0.208,0.153,-0.591,1.556,0.3270,1.5584,0.784,0.344,0.074,0.093,-0.046,102,31,11,0,0,0,40925.24,1941.511,11780.966,12.814,154.668,21.302,5762.540,1238.965,21.041,6078.143,4862.515,538.097,905.374,151.369,0.000125,0.001416,40,0,8,3,4,4,5060,0,3,2.358
