tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer
31,1.0,442,8370,0,147,120,92,83,0,9.35,0.831,0.789,0.195,0.176,0.234,-0.090,1.524,0.3039,1.3565,0.809,0.435,0.149,0.108,-0.007,37,0,20,0,0,0,24576.91,1341.805,5442.733,48.035,21.173,8.005,2113.327,725.590,0.000,2214.889,1771.911,1109.013,911.237,135.249,0.000108,-0.000224,19,0,15,5,11,8,3129,5,5,10.283
61,2.0,509,7505,0,156,185,86,82,0,23.69,0.842,0.809,0.231,0.188,0.216,-0.224,1.522,0.2950,1.3820,0.762,0.532,0.147,0.112,-0.020,54,0,16,0,0,0,26563.99,1301.287,6380.816,37.236,65.865,15.197,2290.314,701.739,0.000,3138.156,2510.525,731.080,1241.022,140.473,0.000111,-0.001329,40,0,13,3,5,5,3416,23,3,0.100
91,3.0,606,6645,0,152,278,85,91,0,36.62,0.872,0.860,0.273,0.215,0.181,-0.335,1.520,0.2956,1.4631,0.773,0.513,0.108,0.116,-0.028,78,0,16,0,0,0,29362.81,1283.519,7830.967,32.808,81.078,24.185,2851.084,804.957,0.000,4366.224,3492.979,805.288,837.590,176.302,0.000145,-0.002777,36,0,7,9,7,3,4000,0,9,12.856
121,4.0,757,5526,0,153,423,82,99,0,40.09,0.878,0.908,0.311,0.233,0.150,-0.441,1.524,0.2981,1.6281,0.813,0.510,0.083,0.119,-0.035,91,2,28,0,0,0,34145.43,1268.546,12711.200,16.030,96.004,28.511,3613.770,1041.085,0.000,6983.418,5586.734,1261.403,1686.603,213.617,0.000096,-0.002298,44,0,25,3,23,22,4727,16,3,3.963
151,5.0,977,4251,43,152,647,77,101,0,57.34,0.899,0.976,0.314,0.269,0.121,-0.526,1.521,0.3002,1.8524,0.815,0.493,0.079,0.119,-0.045,91,15,23,0,0,0,42481.32,1295.583,17684.600,26.459,54.257,24.017,4879.324,1452.645,0.000,10061.593,8049.274,892.026,1333.689,100.747,0.000119,-0.001825,19,0,19,4,17,14,6141,1,4,12.353
181,6.0,1180,3045,43,160,847,73,100,3,62.21,0.877,0.999,0.326,0.245,0.109,-0.575,1.527,0.2873,1.9724,0.793,0.469,0.069,0.121,-0.042,120,17,74,0,0,0,48154.05,1351.179,19382.688,48.825,163.129,25.706,6384.131,1981.195,0.177,11016.506,8813.205,3058.250,1128.434,354.475,0.000128,-0.001261,31,0,73,1,56,56,7580,0,1,0.022
211,7.0,1341,2089,43,156,1012,61,112,5,79.29,0.861,1.016,0.334,0.230,0.097,-0.610,1.531,0.2920,1.9992,0.785,0.474,0.064,0.121,-0.040,123,36,71,0,0,0,51286.27,1405.539,17741.758,61.971,96.094,25.272,7235.794,2589.096,5.292,10001.726,8001.381,2895.485,1056.922,294.116,0.000205,0.000225,13,0,62,9,62,53,8758,0,9,32.339
241,8.0,1412,1302,43,149,1118,44,101,7,117.44,0.862,1.039,0.316,0.229,0.089,-0.651,1.539,0.2897,2.0618,0.770,0.423,0.064,0.120,-0.042,116,70,93,0,0,0,53322.00,1372.649,18353.698,74.938,474.801,22.183,7782.065,2993.565,7.771,9163.645,7330.916,3092.071,1617.848,439.502,0.000105,0.000695,60,0,81,12,76,67,9173,1,12,37.291
271,9.0,1495,776,43,159,1211,29,96,9,126.29,0.868,1.053,0.291,0.236,0.091,-0.678,1.542,0.2928,2.1447,0.768,0.377,0.050,0.118,-0.045,107,78,74,0,0,0,53865.22,1397.575,16660.949,37.102,816.076,18.164,8390.252,3528.608,9.795,9262.414,7409.931,2332.059,759.671,679.540,0.000106,0.001275,89,0,73,1,64,63,8932,25,1,4.814
301,10.0,1518,605,35,160,1245,26,87,10,130.48,0.860,1.061,0.280,0.226,0.090,-0.692,1.543,0.2857,2.1924,0.735,0.344,0.052,0.118,-0.045,101,68,45,0,2,0,52170.61,1491.169,12142.671,19.217,615.050,14.160,8492.511,3481.735,12.524,5180.403,4144.323,1433.674,483.778,407.363,0.000143,0.002236,86,0,43,2,39,37,8924,21,2,10.405
