tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
331,11.0,1376,534,59,161,1165,8,42,13,172.00,0.966,1.247,0.116,0.100,0.116,-0.631,1.544,0.3419,2.6464,0.828,0.211,0.035,0.134,-0.006,45,120,68,0,2,0,48406.34,1852.455,16949.823,12.356,548.304,7.284,8418.649,4392.373,14.280,6160.705,4928.564,2159.928,118.392,522.926,0.000137,0.008907,119,0,65,3,67,64,16328,59,3,5.081,159,22,22,1,0,21,0
361,12.0,1417,573,59,173,1204,7,33,18,175.22,0.960,1.253,0.113,0.095,0.120,-0.639,1.562,0.3299,2.7210,0.784,0.150,0.033,0.137,-0.005,45,76,57,0,1,0,50734.79,2011.367,17609.166,19.832,615.745,6.367,8375.070,4576.023,24.937,6923.315,5538.652,2122.777,308.445,520.008,0.000111,0.008874,129,0,55,2,54,52,16349,60,2,10.630,72,4,4,3,0,1,0
391,13.0,1490,609,59,186,1278,3,23,20,195.88,0.960,1.265,0.111,0.092,0.122,-0.650,1.561,0.3303,2.7836,0.768,0.172,0.031,0.138,-0.003,39,80,60,0,3,0,54596.16,2260.997,19677.461,44.151,654.745,5.317,8672.597,4831.748,32.111,8592.812,6874.249,2123.824,220.246,522.152,0.000150,0.009745,123,0,53,7,53,46,17520,38,7,10.280,60,6,6,6,0,0,0
421,14.0,1623,594,59,197,1404,3,19,22,193.38,0.965,1.274,0.109,0.090,0.123,-0.659,1.555,0.3407,2.7863,0.782,0.157,0.032,0.140,-0.002,61,53,79,0,0,0,59370.70,2490.048,22584.383,32.514,875.871,5.235,9310.189,5116.526,35.581,10685.030,8548.024,2739.547,363.802,629.751,0.000150,0.011111,105,0,68,11,78,67,19189,0,11,24.889,74,2,2,0,0,1,1
451,15.0,1709,703,49,200,1491,3,15,24,201.31,0.970,1.284,0.108,0.087,0.121,-0.665,1.554,0.3298,2.7955,0.753,0.145,0.028,0.141,-0.002,42,64,97,0,0,0,63027.59,2657.000,22317.435,55.272,631.787,5.424,9982.489,5516.377,38.748,9845.573,7876.458,3144.343,170.202,551.541,0.000134,0.012318,92,0,79,18,91,74,20501,0,18,39.837,61,4,3,3,0,0,0
481,16.0,1898,585,49,204,1679,3,12,30,188.48,0.978,1.298,0.107,0.088,0.116,-0.670,1.565,0.3316,2.8436,0.770,0.147,0.024,0.140,-0.004,40,60,97,0,0,0,70324.09,2799.867,28602.855,56.448,799.749,6.947,10789.265,6296.200,43.394,13908.391,11126.713,3376.454,238.432,637.257,0.000203,0.013467,101,0,82,15,88,75,21574,0,15,33.962,58,6,4,4,0,0,0
511,17.0,2039,522,49,213,1811,3,12,33,200.83,0.984,1.306,0.109,0.088,0.115,-0.675,1.572,0.3274,2.8543,0.757,0.122,0.028,0.140,-0.006,34,55,142,0,3,0,74544.87,2976.947,29541.058,64.218,1271.010,5.651,11997.527,7250.475,52.089,13682.918,10946.335,4987.744,382.282,954.741,0.000200,0.014287,167,0,124,18,135,120,23908,11,18,46.800,53,10,5,3,0,1,1
541,18.0,2146,496,49,219,1913,3,11,35,175.33,0.987,1.314,0.112,0.088,0.115,-0.679,1.574,0.3413,2.8688,0.748,0.105,0.024,0.140,-0.007,42,67,140,0,3,0,78060.96,3239.473,29365.784,67.419,1094.283,3.771,12764.546,7749.222,59.099,12673.517,10138.814,4890.419,268.823,889.771,0.000164,0.015856,134,0,121,19,138,119,25239,0,19,49.052,63,5,5,2,0,2,1
571,19.0,2232,511,49,242,1981,3,6,35,184.60,0.990,1.310,0.113,0.087,0.120,-0.684,1.589,0.3433,2.8747,0.727,0.103,0.023,0.140,-0.007,36,98,164,0,3,0,82558.11,3605.080,31432.025,36.153,1317.869,3.871,13325.999,8078.173,63.014,14045.489,11236.392,5125.157,116.616,1058.053,0.000184,0.016796,195,0,157,7,160,153,26160,8,7,13.048,55,6,6,4,0,2,0
601,20.0,2365,519,41,264,2095,2,4,40,173.77,0.998,1.310,0.112,0.085,0.124,-0.688,1.602,0.3406,2.8627,0.753,0.098,0.022,0.139,-0.007,36,64,167,0,5,0,87982.68,4160.038,33827.725,42.006,1535.242,4.114,14165.410,8442.381,66.181,15032.634,12026.107,5443.636,321.342,1159.722,0.000188,0.017376,213,0,158,9,163,154,26700,0,9,15.945,52,9,6,4,0,2,0
631,21.0,2510,517,41,294,2211,2,3,38,185.23,1.003,1.304,0.113,0.084,0.128,-0.693,1.607,0.3477,2.8783,0.707,0.068,0.020,0.138,-0.005,31,84,186,0,4,0,93397.16,4973.625,36020.732,53.987,1704.440,4.234,15003.250,8851.543,65.977,16961.468,13569.175,6215.203,813.767,1291.824,0.000163,0.017932,210,0,171,15,184,169,27780,0,15,33.573,48,15,15,2,3,10,0
661,22.0,2686,495,41,335,2347,1,3,45,168.07,1.005,1.298,0.114,0.084,0.135,-0.694,1.625,0.3448,2.8774,0.699,0.051,0.020,0.137,-0.005,28,76,174,0,1,0,100608.15,5720.876,38352.174,63.151,1803.524,4.570,16175.271,9545.246,68.445,17130.613,13704.491,6058.170,354.219,1297.744,0.000200,0.018456,253,0,154,20,174,154,29002,0,20,48.193,13,2,2,0,0,2,0
691,23.0,2828,479,41,353,2471,1,3,60,173.43,1.009,1.298,0.118,0.087,0.136,-0.698,1.620,0.3522,2.8605,0.675,0.054,0.018,0.137,-0.005,28,80,260,0,3,0,103505.22,6576.098,39267.073,136.721,2156.508,4.417,17099.296,10296.289,80.555,19482.830,15586.264,9521.062,450.912,1738.145,0.000154,0.018943,290,0,208,52,260,208,29832,1,51,115.776,19,18,9,0,0,9,0
721,24.0,2847,454,41,371,2473,1,2,68,178.59,1.013,1.293,0.121,0.085,0.140,-0.702,1.608,0.3607,2.8759,0.704,0.054,0.019,0.137,-0.004,31,83,347,0,3,0,104938.23,6764.779,40157.021,134.162,2135.902,4.447,17728.321,10647.493,102.502,18271.901,14617.521,11331.841,283.968,1874.447,0.000184,0.019554,302,0,307,40,347,307,31212,6,40,110.860,21,15,7,0,0,7,0
751,25.0,2950,432,35,407,2541,0,2,74,177.11,1.016,1.282,0.124,0.086,0.147,-0.710,1.601,0.3680,2.8812,0.679,0.052,0.017,0.136,-0.004,33,93,304,0,7,0,109958.70,7642.977,43239.243,123.119,2967.192,4.160,18197.693,10905.988,105.016,20506.760,16405.409,10208.307,465.762,2000.753,0.000192,0.020167,416,0,260,44,304,260,31014,1,44,105.354,5,5,5,0,0,5,0
781,26.0,3036,390,35,438,2596,0,2,88,179.62,1.020,1.278,0.127,0.085,0.152,-0.715,1.612,0.3759,2.8800,0.695,0.048,0.018,0.135,-0.003,39,92,303,0,11,0,114764.84,8510.665,43278.064,132.825,3226.745,4.718,18974.022,11507.807,122.010,19909.570,15927.656,10076.428,368.202,2085.032,0.000288,0.020266,452,0,256,47,303,256,30836,6,47,116.529,0,0,0,0,0,0,0
811,27.0,3119,383,35,440,2677,0,2,94,166.83,1.031,1.282,0.128,0.085,0.151,-0.720,1.612,0.3839,2.8813,0.669,0.041,0.017,0.133,-0.004,34,78,363,0,9,0,117902.66,9036.427,44680.994,208.788,3326.690,4.766,19638.782,12139.398,130.986,21675.965,17340.772,12001.449,275.071,2267.513,0.000254,0.019968,493,0,285,78,363,285,31047,5,78,191.584,0,0,0,0,0,0,0
841,28.0,3202,404,35,469,2731,0,2,130,161.65,1.034,1.275,0.133,0.084,0.155,-0.721,1.616,0.3928,2.8686,0.684,0.036,0.015,0.133,-0.005,30,89,364,0,5,0,119400.34,9188.095,45282.489,167.527,3696.283,4.859,20466.765,12536.480,164.245,22078.249,17662.599,12825.909,230.239,2501.133,0.000188,0.020306,566,0,305,59,364,305,32299,47,59,148.670,0,0,0,0,0,0,0
871,29.0,3132,460,35,461,2669,0,2,150,168.67,1.041,1.273,0.141,0.085,0.157,-0.723,1.613,0.3888,2.8444,0.717,0.033,0.017,0.132,-0.005,38,97,479,0,8,0,116609.30,10059.142,43768.484,275.702,3722.816,6.540,20532.433,12172.623,197.339,21159.911,16927.929,16646.716,304.412,2808.871,0.000182,0.019114,541,0,381,98,479,381,31847,12,98,252.212,0,0,0,0,0,0,0
901,30.0,3159,419,28,477,2680,0,2,170,154.93,1.047,1.268,0.146,0.086,0.161,-0.727,1.619,0.3879,2.8233,0.692,0.025,0.018,0.132,-0.005,27,110,412,0,10,0,118711.83,10319.123,46289.842,241.551,3684.226,6.248,20491.603,11969.989,226.868,22790.130,18232.105,14521.722,426.932,2552.840,0.000167,0.018701,550,0,325,87,412,325,30692,14,87,220.534,0,0,0,0,0,0,0
931,31.0,3230,406,28,488,2740,0,2,182,162.54,1.056,1.267,0.153,0.086,0.161,-0.732,1.640,0.3862,2.8011,0.667,0.025,0.019,0.131,-0.006,36,96,389,0,18,0,121936.12,10390.020,46773.881,237.483,3793.628,5.055,21030.066,12173.691,254.947,23564.051,18851.241,13309.577,294.763,2401.242,0.000244,0.019135,533,0,293,96,389,293,30306,21,94,214.865,0,0,0,0,0,0,0
961,32.0,3260,372,28,519,2740,0,1,200,173.82,1.057,1.259,0.158,0.086,0.168,-0.735,1.641,0.3798,2.7958,0.670,0.021,0.020,0.130,-0.006,42,102,435,0,13,0,122839.55,10701.517,47402.665,198.073,4215.549,4.579,21602.870,12544.003,270.749,23701.540,18961.232,15018.150,432.718,2790.019,0.000211,0.020928,642,0,358,77,435,358,30043,13,77,174.496,0,0,0,0,0,0,0
991,33.0,3226,371,28,551,2674,0,1,220,189.74,1.057,1.248,0.166,0.087,0.177,-0.740,1.660,0.3931,2.7826,0.691,0.016,0.022,0.128,-0.005,31,97,474,0,13,0,122480.48,11636.792,46137.955,188.431,4705.057,5.614,21725.669,12689.315,310.973,22812.084,18249.668,15647.323,408.543,2978.020,0.000181,0.022159,696,0,402,72,474,402,30144,1,71,160.343,0,0,0,0,0,0,0
1021,34.0,3202,358,28,576,2625,0,1,243,175.27,1.062,1.237,0.171,0.088,0.184,-0.744,1.666,0.3972,2.7672,0.672,0.017,0.025,0.126,-0.005,30,96,466,0,13,0,122920.41,12367.108,46199.553,246.125,4485.949,3.253,21438.010,12183.238,340.527,22651.420,18121.137,16373.009,607.332,2900.450,0.000204,0.022590,642,0,378,88,466,378,28607,10,88,219.382,0,0,0,0,0,0,0
1051,35.0,3158,373,22,596,2561,0,1,269,191.46,1.068,1.229,0.175,0.090,0.191,-0.746,1.682,0.3951,2.7553,0.689,0.015,0.023,0.125,-0.006,23,94,468,0,13,0,122560.77,12521.981,44784.512,228.010,4916.158,3.862,21333.186,12110.993,368.117,22044.604,17635.683,15964.903,678.944,3029.084,0.000204,0.024209,737,0,383,85,468,383,27135,4,85,202.500,0,0,0,0,0,0,0
1081,36.0,3102,370,22,627,2474,0,1,292,167.32,1.070,1.216,0.186,0.091,0.202,-0.748,1.697,0.4045,2.7361,0.656,0.018,0.021,0.123,-0.006,32,86,482,0,13,0,118476.34,12971.173,42164.183,260.555,4678.105,3.946,21429.692,12043.264,410.943,21540.746,17232.597,17375.094,824.886,3088.324,0.000273,0.024833,697,0,382,100,482,382,26241,12,100,232.298,0,0,0,0,0,0,0
1111,37.0,3054,366,22,622,2431,0,1,306,163.64,1.079,1.216,0.196,0.092,0.203,-0.754,1.711,0.3942,2.7324,0.664,0.013,0.020,0.122,-0.006,27,81,471,0,8,0,116919.94,12611.063,43218.969,291.811,4827.697,4.239,21036.651,11572.334,438.379,21489.556,17191.645,16864.508,451.016,3017.441,0.000244,0.024210,715,0,364,107,471,364,25294,0,107,266.206,0,0,0,0,0,0,0
1141,38.0,2960,345,22,620,2340,0,0,327,163.35,1.086,1.211,0.208,0.093,0.208,-0.757,1.719,0.4046,2.7131,0.693,0.015,0.025,0.120,-0.006,35,82,508,0,15,0,113945.62,12670.382,42332.635,306.045,4949.567,5.075,20854.774,11434.747,462.233,21409.777,17127.822,17661.951,516.652,3071.064,0.000259,0.023347,724,0,391,117,508,391,24725,9,117,277.959,0,0,0,0,0,0,0
1171,39.0,2898,366,22,633,2265,0,0,356,174.68,1.094,1.199,0.219,0.096,0.215,-0.760,1.712,0.3834,2.6530,0.669,0.014,0.025,0.120,-0.007,30,75,435,0,18,0,113663.12,12645.271,40393.324,240.012,4871.016,5.679,20581.825,10888.480,510.302,19560.645,15648.516,14494.515,538.029,2635.835,0.000183,0.023265,700,0,339,96,435,339,23912,1,94,214.753,0,0,0,0,0,0,0
1201,40.0,2826,352,20,643,2183,0,0,359,184.33,1.097,1.189,0.223,0.095,0.223,-0.764,1.711,0.3759,2.6470,0.704,0.016,0.022,0.120,-0.006,26,68,453,0,14,0,110813.16,12651.379,39212.917,262.634,4822.379,3.791,20238.714,10607.341,539.502,19454.322,15563.458,16193.142,690.132,2817.184,0.000216,0.025518,721,0,361,92,453,361,23231,26,92,236.186,0,0,0,0,0,0,0
1231,41.0,2788,323,20,648,2140,0,0,393,176.51,1.103,1.183,0.231,0.094,0.227,-0.767,1.720,0.3617,2.6414,0.688,0.015,0.021,0.119,-0.005,39,70,421,0,12,0,107849.20,12336.901,37937.456,251.889,5239.738,4.825,20114.045,10470.212,590.187,19781.459,15825.167,15207.724,325.326,2826.435,0.000211,0.026660,765,0,327,94,421,327,22084,21,94,230.892,0,0,0,0,0,0,0
1261,42.0,2695,354,20,647,2048,0,0,410,178.88,1.109,1.171,0.245,0.096,0.233,-0.770,1.730,0.3606,2.6167,0.697,0.015,0.022,0.118,-0.006,34,69,399,0,23,0,103333.93,12280.612,34182.663,245.848,4986.000,3.788,19730.456,10075.220,632.659,16795.655,13436.524,14295.076,518.476,2613.372,0.000217,0.027253,773,0,305,94,399,305,21375,0,93,227.621,0,0,0,0,0,0,0
1291,43.0,2656,370,20,657,1999,0,0,400,183.76,1.110,1.161,0.254,0.098,0.237,-0.771,1.731,0.3567,2.5874,0.692,0.011,0.020,0.117,-0.006,36,72,352,0,20,0,99467.16,12019.803,32930.346,210.684,4643.757,5.140,19353.778,9641.122,657.078,17255.338,13804.270,13142.061,279.475,2503.011,0.000182,0.026559,705,0,270,82,352,270,20682,12,81,191.688,0,0,0,0,0,0,0
1321,44.0,2576,337,20,669,1907,0,0,424,194.68,1.103,1.150,0.270,0.096,0.247,-0.773,1.742,0.3543,2.5971,0.687,0.007,0.016,0.116,-0.003,39,81,357,0,22,0,96051.88,11728.677,32239.511,195.653,4443.653,6.255,18981.845,9252.624,696.318,16166.754,12933.403,12612.156,416.848,2385.986,0.000156,0.025344,649,0,282,75,357,282,20748,11,75,179.420,0,0,0,0,0,0,0
1351,45.0,2499,365,19,672,1827,0,0,440,200.28,1.102,1.144,0.287,0.096,0.254,-0.776,1.746,0.3725,2.5886,0.689,0.009,0.016,0.115,-0.003,41,74,336,0,26,0,91813.61,11476.332,29715.140,227.106,4950.026,6.354,18416.529,8893.577,727.774,15134.057,12107.246,12078.879,108.730,2404.547,0.000223,0.025126,800,0,254,82,336,254,19703,60,80,210.465,0,0,0,0,0,0,0
1381,46.0,2405,300,19,668,1737,0,0,443,196.74,1.102,1.133,0.307,0.097,0.261,-0.778,1.755,0.3627,2.5691,0.711,0.009,0.013,0.115,-0.003,37,88,326,0,30,0,88541.95,11057.908,29626.092,181.885,4543.564,5.037,17849.532,8721.658,734.768,15026.344,12021.075,11454.130,129.927,2242.258,0.000233,0.025579,726,0,250,76,326,250,18479,8,76,168.542,0,0,0,0,0,0,0
1411,47.0,2276,288,19,637,1639,0,0,424,183.30,1.109,1.135,0.331,0.098,0.263,-0.779,1.762,0.3651,2.5629,0.726,0.002,0.017,0.116,-0.002,35,57,309,0,23,0,84429.99,10981.270,26066.711,226.776,4389.560,4.422,17201.863,8197.632,716.436,11136.951,8909.561,10785.012,190.951,2067.436,0.000190,0.023738,693,0,219,90,309,219,17637,8,90,213.384,0,0,0,0,0,0,0
1441,48.0,2221,305,19,633,1588,0,0,459,197.85,1.108,1.130,0.349,0.095,0.267,-0.780,1.762,0.3647,2.5381,0.699,0.003,0.013,0.116,-0.000,39,60,237,0,24,0,80272.34,10049.470,23751.149,157.914,4061.946,4.193,16884.073,8058.503,753.195,11320.470,9056.376,8149.633,268.885,1737.804,0.000154,0.024199,659,0,173,64,237,173,17171,1,64,147.262,0,0,0,0,0,0,0
1471,49.0,2097,290,19,597,1500,0,0,478,191.60,1.112,1.133,0.370,0.092,0.267,-0.783,1.755,0.3664,2.5619,0.747,0.002,0.018,0.117,-0.000,31,66,255,0,21,0,76287.41,9455.059,22695.559,208.099,3706.128,3.702,16230.799,7519.952,773.463,9370.703,7496.562,8122.026,177.462,1645.799,0.000187,0.024264,594,0,173,82,255,173,17115,18,82,200.160,0,0,0,0,0,0,0
1501,50.0,1977,326,15,585,1392,0,0,431,214.96,1.107,1.124,0.390,0.093,0.275,-0.784,1.755,0.3704,2.5636,0.758,0.003,0.017,0.117,0.001,21,71,216,0,35,0,70451.61,8968.474,19719.278,155.561,3197.820,3.616,15493.645,7066.332,744.229,8555.356,6844.285,8005.528,162.395,1495.913,0.000164,0.025145,518,0,153,63,216,153,16394,24,62,144.237,0,0,0,0,0,0,0
1531,51.0,1891,294,15,567,1324,0,0,394,202.71,1.110,1.120,0.402,0.093,0.279,-0.785,1.755,0.3615,2.5621,0.762,0.007,0.020,0.116,0.002,20,77,180,0,25,0,67269.41,8235.732,19970.803,127.833,2974.671,5.016,14707.388,6580.830,670.714,8598.594,6878.875,6344.659,201.349,1291.909,0.000200,0.025667,499,0,131,49,180,131,15655,32,48,120.041,0,0,0,0,0,0,0
1561,52.0,1779,282,15,562,1217,0,0,349,230.69,1.101,1.105,0.423,0.093,0.290,-0.785,1.758,0.3633,2.5622,0.776,0.007,0.019,0.116,0.004,39,82,173,0,29,0,62662.80,7598.865,17238.495,103.548,2498.608,4.018,14059.059,6274.907,600.388,7369.125,5895.300,5850.869,154.148,1134.325,0.000142,0.025224,419,0,130,43,173,130,14858,33,43,96.454,0,0,0,0,0,0,0
1591,53.0,1718,250,15,591,1127,0,0,335,252.74,1.078,1.079,0.444,0.091,0.312,-0.787,1.757,0.3613,2.5718,0.779,0.007,0.012,0.116,0.008,29,80,124,0,28,0,60050.28,7704.107,15720.126,68.356,2471.498,3.418,13156.966,5814.110,543.689,7076.424,5661.140,4101.013,49.088,1024.957,0.000170,0.023840,419,0,98,26,124,98,14505,56,26,63.204,0,0,0,0,0,0,0
1621,54.0,1652,266,15,600,1052,0,0,324,257.76,1.064,1.062,0.461,0.091,0.326,-0.789,1.757,0.3575,2.5991,0.783,0.005,0.013,0.116,0.009,29,68,110,0,29,0,57412.62,7730.847,14130.724,57.946,2408.779,3.908,12602.925,5612.292,525.440,6017.356,4813.885,3616.250,46.797,949.997,0.000134,0.023316,432,0,89,21,110,89,14258,81,21,53.261,0,0,0,0,0,0,0
1651,55.0,1612,274,12,605,1007,0,0,286,255.46,1.055,1.051,0.480,0.088,0.335,-0.790,1.760,0.3553,2.5848,0.796,0.005,0.016,0.117,0.013,37,57,86,0,20,0,54464.55,7546.611,12521.054,75.139,2790.031,4.599,12246.238,5269.537,475.053,5187.384,4149.907,3059.090,47.933,955.547,0.000124,0.023306,538,0,56,30,86,56,13966,134,30,71.564,0,0,0,0,0,0,0
1681,56.0,1563,268,12,628,935,0,0,264,250.46,1.036,1.023,0.499,0.085,0.354,-0.789,1.760,0.3565,2.5881,0.801,0.005,0.018,0.116,0.017,36,66,80,0,26,0,52956.25,7506.954,12508.844,42.087,2487.554,4.053,11707.145,4895.799,424.690,5045.359,4036.287,2579.111,105.051,845.317,0.000093,0.022975,467,0,60,20,80,60,13689,105,20,38.320,0,0,0,0,0,0,0
1711,57.0,1517,284,12,645,872,0,0,247,276.37,1.017,1.000,0.520,0.085,0.372,-0.791,1.762,0.3497,2.5807,0.818,0.003,0.019,0.115,0.019,32,80,62,0,15,0,51615.52,7554.984,10985.829,32.806,2434.753,3.756,11256.895,4509.070,398.245,4715.883,3772.707,2001.620,0.452,804.892,0.000124,0.022078,476,0,49,13,62,49,13418,122,13,29.968,0,0,0,0,0,0,0
1741,58.0,1506,276,12,688,818,0,0,247,278.90,0.992,0.966,0.535,0.083,0.395,-0.792,1.757,0.3553,2.6108,0.791,0.001,0.015,0.114,0.023,34,71,60,0,15,0,51024.21,7696.540,11003.652,28.350,2163.347,4.659,10791.061,4271.389,378.422,5411.462,4329.170,2072.737,12.954,710.998,0.000124,0.021489,426,0,51,9,60,51,13080,96,9,25.708,0,0,0,0,0,0,0
1771,59.0,1532,269,12,723,809,0,0,245,287.67,0.983,0.952,0.548,0.087,0.406,-0.793,1.758,0.3507,2.6028,0.792,0.004,0.012,0.113,0.024,35,47,38,0,12,0,51580.93,7932.094,10831.096,19.219,2427.596,5.729,10748.910,4214.619,374.863,5046.391,4037.113,1129.014,26.660,722.344,0.000119,0.021301,491,0,29,9,38,29,13160,124,9,17.811,0,0,0,0,0,0,0
1801,60.0,1538,236,10,745,793,0,0,257,300.89,0.977,0.941,0.557,0.084,0.416,-0.794,1.758,0.3485,2.6091,0.807,0.003,0.013,0.113,0.024,34,57,38,0,11,0,51785.47,8191.494,10409.470,26.845,2581.676,5.619,10827.099,4183.220,381.537,4719.382,3775.506,1302.127,63.403,722.004,0.000104,0.020974,463,0,28,10,38,28,13418,73,10,25.310,0,0,0,0,0,0,0
1831,61.0,1542,245,10,767,775,0,0,249,302.51,0.967,0.929,0.572,0.082,0.426,-0.793,1.759,0.3435,2.6019,0.809,0.003,0.014,0.113,0.025,33,55,49,0,17,0,51170.10,8528.408,10010.009,36.576,2536.915,5.163,10912.615,4151.419,385.069,5292.429,4233.943,1852.881,65.795,764.103,0.000150,0.021211,472,0,35,14,49,35,13642,106,14,34.809,0,0,0,0,0,0,0
