tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,430,8477,0,150,89,94,97,0,14.88,0.847,0.790,0.209,0.133,0.242,-0.008,1.516,0.3253,1.2353,0.796,0.340,0.154,0.102,-0.004,35,0,24,0,0,0,23337.98,1306.218,4474.336,47.976,90.091,10.590,2178.561,687.188,0.000,1841.538,1473.230,1190.737,1026.666,230.374,0.000091,-0.000617,35,0,17,7,8,6,3164,4,7,7.845,710,122,89,7,0,75,7
61,2.0,447,7811,0,160,93,92,102,1,24.95,0.840,0.787,0.209,0.131,0.247,-0.029,1.521,0.3323,1.2511,0.761,0.419,0.167,0.102,-0.004,47,0,13,0,0,0,23248.26,1301.610,3496.819,40.739,49.835,16.689,2238.849,624.775,0.100,1058.847,847.078,780.160,911.311,161.923,0.000146,-0.000487,64,0,10,3,4,2,3380,16,3,9.628,748,98,50,3,0,47,0
91,3.0,458,7253,0,162,98,94,104,2,29.55,0.840,0.793,0.216,0.132,0.245,-0.036,1.525,0.3349,1.2358,0.820,0.407,0.159,0.101,-0.004,60,0,5,0,0,0,23051.82,1354.148,3016.384,6.212,39.192,19.482,2293.861,613.775,1.576,562.013,449.611,244.170,1091.202,216.196,0.000126,0.000551,41,0,2,3,1,1,3449,2,3,3.087,697,133,100,1,0,97,2
121,4.0,472,6657,0,165,105,93,109,3,40.68,0.840,0.801,0.218,0.130,0.243,-0.055,1.514,0.3289,1.2787,0.802,0.394,0.160,0.102,-0.002,67,4,7,0,0,0,23091.65,1418.980,3117.685,5.166,97.315,25.765,2359.991,594.651,2.716,899.704,719.763,219.878,1011.364,133.465,0.000107,0.000439,34,0,4,3,2,2,3715,6,3,2.490,798,130,99,1,0,93,5
151,5.0,484,6039,55,169,111,88,116,3,58.58,0.834,0.804,0.213,0.132,0.243,-0.083,1.522,0.3348,1.3353,0.806,0.373,0.162,0.102,-0.003,60,5,9,0,0,0,23210.23,1435.651,3914.535,16.606,75.347,26.585,2419.862,560.397,4.132,917.209,733.767,560.446,1405.809,114.125,0.000105,0.000561,25,0,5,4,2,2,3836,9,4,2.889,793,97,52,3,0,48,1
181,6.0,491,5438,55,172,116,79,124,3,78.65,0.830,0.806,0.197,0.131,0.243,-0.109,1.525,0.3295,1.3642,0.792,0.372,0.157,0.099,-0.003,64,11,14,0,0,0,23483.88,1505.186,3661.456,13.120,58.879,23.546,2508.044,526.583,4.132,1186.109,948.887,498.968,1060.754,70.400,0.000090,0.000162,22,0,7,7,4,4,4031,5,7,5.317,738,66,49,3,0,46,0
211,7.0,499,4839,55,184,113,70,132,5,103.95,0.817,0.799,0.181,0.111,0.253,-0.127,1.527,0.3210,1.4341,0.795,0.364,0.181,0.099,-0.001,80,24,15,0,1,0,24348.48,1554.226,4509.227,16.313,52.662,26.696,2501.251,540.571,4.538,1769.372,1415.498,566.278,1130.687,117.965,0.000111,-0.000618,33,0,12,3,6,6,4562,23,3,3.697,619,32,15,1,0,10,4
241,8.0,506,4359,55,190,111,62,143,4,122.02,0.814,0.810,0.165,0.099,0.257,-0.140,1.513,0.3219,1.5611,0.809,0.368,0.174,0.100,0.001,64,25,17,0,2,0,25187.06,1718.237,4366.026,22.952,30.745,23.729,2473.805,529.436,5.925,1949.298,1559.438,880.161,854.241,135.216,0.000081,-0.000363,33,0,14,3,7,6,4825,25,3,11.235,499,46,37,1,0,35,1
271,9.0,528,3965,55,204,122,47,155,4,145.83,0.799,0.824,0.155,0.096,0.266,-0.193,1.527,0.3183,1.7127,0.760,0.338,0.191,0.101,-0.001,57,23,12,0,0,0,26747.36,1852.695,4610.575,16.306,46.998,17.702,2483.353,569.913,5.421,2094.407,1675.526,412.353,878.104,151.253,0.000101,-0.000306,54,0,7,5,5,3,5026,26,5,12.948,428,24,14,0,0,14,0
301,10.0,549,3616,47,221,130,36,162,4,178.32,0.790,0.824,0.145,0.091,0.276,-0.229,1.534,0.3184,1.7731,0.732,0.312,0.198,0.100,-0.004,69,21,11,0,0,0,28164.49,1950.296,5314.162,19.688,45.646,22.830,2598.267,721.963,5.421,1877.222,1501.777,490.903,1484.337,190.671,0.000090,-0.000764,13,0,10,1,6,5,5629,0,1,6.123,265,11,11,2,0,9,0
331,11.0,595,3282,47,242,149,31,173,6,202.01,0.780,0.832,0.149,0.084,0.281,-0.261,1.530,0.3223,1.9011,0.744,0.269,0.187,0.101,-0.004,82,19,10,0,0,0,30289.42,2288.008,6072.591,17.690,50.404,19.079,2705.637,706.104,5.882,2672.308,2137.846,725.093,1409.258,166.931,0.000135,-0.001191,38,0,7,3,3,3,6328,24,3,6.048,170,12,8,0,0,6,2
361,12.0,628,3049,47,254,164,25,185,8,224.38,0.784,0.842,0.140,0.079,0.280,-0.277,1.533,0.3150,2.0153,0.725,0.256,0.174,0.102,-0.006,89,18,19,0,0,0,31930.90,2547.735,5787.994,34.137,106.596,20.408,2935.306,795.227,8.825,2539.232,2031.386,1101.394,1211.271,168.516,0.000133,-0.000708,25,0,14,5,13,10,7243,7,5,25.113,215,7,2,0,0,0,2
391,13.0,678,2893,47,285,168,21,204,7,231.62,0.783,0.848,0.130,0.074,0.292,-0.277,1.528,0.3195,2.1063,0.705,0.239,0.176,0.102,-0.006,88,9,17,0,0,0,33940.71,2762.373,5708.550,15.652,41.401,15.916,3095.224,808.287,11.015,2704.583,2163.666,644.386,1197.568,179.369,0.000121,-0.002141,19,0,15,2,9,7,7586,6,2,3.441,195,7,7,1,0,5,1
421,14.0,756,2595,47,308,201,17,230,7,239.95,0.784,0.873,0.126,0.066,0.286,-0.289,1.519,0.3129,2.2284,0.703,0.211,0.156,0.104,-0.011,85,9,22,0,0,0,36201.56,3051.976,7064.289,37.141,199.013,17.190,3414.463,1031.335,10.069,3911.196,3128.957,1091.600,1131.861,430.983,0.000154,-0.004155,69,0,11,11,14,7,8417,38,11,24.850,137,5,1,1,0,0,0
451,15.0,844,2261,39,327,244,15,258,4,233.04,0.783,0.906,0.125,0.064,0.275,-0.301,1.513,0.3246,2.3286,0.672,0.196,0.122,0.105,-0.023,79,9,56,0,0,0,38472.24,3344.633,9081.830,68.122,219.268,16.006,3800.875,1546.295,7.636,5444.097,4355.278,2177.723,1046.533,556.021,0.000137,-0.005205,62,0,33,23,19,11,9647,12,23,36.858,127,2,2,0,0,0,0
481,16.0,929,1790,39,343,287,11,288,5,187.34,0.792,0.950,0.117,0.061,0.265,-0.320,1.502,0.3231,2.5084,0.699,0.195,0.101,0.104,-0.034,72,11,78,0,1,0,40997.27,3722.191,11335.387,61.843,245.337,14.603,4346.785,2010.665,6.386,6437.640,5150.112,3026.228,1146.260,770.544,0.000163,-0.006689,73,0,62,16,54,48,11115,13,16,22.393,120,16,12,3,0,6,3
511,17.0,983,1655,39,374,285,7,317,5,171.94,0.794,0.953,0.119,0.058,0.272,-0.308,1.508,0.3255,2.5625,0.678,0.176,0.094,0.104,-0.034,99,15,66,0,0,0,42270.26,4045.336,8688.766,59.840,260.328,16.283,4662.645,1869.499,8.902,4914.917,3931.933,2452.458,796.062,748.401,0.000156,-0.007076,93,0,53,13,33,28,12233,40,13,16.058,84,5,1,0,0,0,1
541,18.0,1058,1593,39,422,300,2,334,8,172.41,0.787,0.953,0.115,0.053,0.285,-0.315,1.502,0.3297,2.6599,0.662,0.166,0.090,0.103,-0.039,82,14,47,0,0,0,44994.34,4638.755,8690.481,23.946,315.562,15.000,4967.805,1857.813,9.346,4834.681,3867.745,1554.066,625.443,647.694,0.000141,-0.007376,99,0,43,4,31,29,13128,46,4,4.652,22,7,0,0,0,0,0
571,19.0,1156,1496,39,479,322,2,353,11,192.85,0.785,0.959,0.108,0.051,0.297,-0.317,1.503,0.3241,2.7470,0.650,0.150,0.090,0.101,-0.044,88,18,40,0,0,0,49121.88,5349.136,10180.530,30.332,421.803,15.277,5397.047,2058.741,18.072,5536.137,4428.910,1318.426,766.816,766.127,0.000128,-0.006810,120,0,31,9,23,19,13792,34,9,14.611,0,0,0,0,0,0,0
601,20.0,1248,1474,36,529,355,2,362,19,189.49,0.780,0.957,0.109,0.048,0.305,-0.328,1.501,0.3320,2.7969,0.614,0.138,0.083,0.100,-0.048,87,15,52,0,0,0,52948.62,5916.679,11008.788,39.826,539.551,13.195,5811.045,2671.437,26.585,5535.328,4428.263,1760.139,833.401,928.876,0.000165,-0.005372,173,0,37,15,23,21,14776,73,15,16.106,0,0,0,0,0,0,0
631,21.0,1424,1191,36,589,457,2,376,24,181.05,0.782,0.992,0.108,0.051,0.299,-0.368,1.497,0.3310,2.9747,0.620,0.122,0.071,0.099,-0.062,102,13,86,0,1,0,58144.72,6497.171,15984.935,81.536,1075.303,12.905,6474.681,3099.856,41.988,9984.636,7987.709,3354.483,1009.532,1390.084,0.000179,-0.004593,269,0,63,23,36,32,15662,116,23,26.409,0,0,0,0,0,0,0
661,22.0,1523,1163,36,631,517,1,374,26,206.22,0.777,0.998,0.105,0.050,0.299,-0.388,1.504,0.3353,2.9836,0.612,0.111,0.070,0.100,-0.072,97,22,95,0,1,0,61327.90,7258.009,13225.443,108.001,969.910,18.718,7150.744,3435.740,49.408,7662.218,6129.775,3429.705,636.932,1173.298,0.000147,-0.003794,308,0,58,37,56,30,16645,146,37,63.168,0,0,0,0,0,0,0
