tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,514,10535,0,147,170,93,104,1,13.66,0.941,0.893,0.158,0.141,0.202,-0.167,1.592,0.3148,1.4020,0.803,0.422,0.155,0.094,0.021,41,0,41,0,0,0,28576.13,1377.051,11233.180,909.965,94.325,9.443,2585.088,754.056,0.094,6273.357,5018.686,940.652,1420.878,1372.630,0.000098,-0.000737,57,0,32,9,14,10,3871,26,7,120.143,903,100,67,15,3,49,0
61,2.0,779,8646,0,149,412,92,126,2,19.93,1.035,1.044,0.150,0.114,0.146,-0.412,1.572,0.3168,1.6236,0.837,0.490,0.105,0.082,0.042,61,0,27,0,0,0,40105.02,1338.041,21257.593,372.539,127.879,16.729,3801.204,1158.428,1.529,12639.534,10111.627,423.753,2435.181,1091.292,0.000166,-0.001474,78,0,20,7,12,10,6135,65,7,93.731,878,43,38,2,0,31,5
91,3.0,1234,6197,0,151,851,91,141,4,28.42,1.117,1.171,0.143,0.091,0.105,-0.573,1.569,0.3210,1.8899,0.829,0.444,0.071,0.073,0.053,81,0,62,0,0,0,59533.12,1356.271,37371.875,875.885,368.015,18.350,6813.147,2460.601,3.500,22805.131,18244.105,867.612,3181.342,2288.695,0.000207,-0.002803,54,0,55,7,31,30,10779,0,5,40.172,843,88,61,20,0,36,5
121,4.0,2016,2929,0,150,1609,90,167,9,38.10,1.175,1.272,0.134,0.072,0.078,-0.667,1.565,0.3387,2.1148,0.825,0.313,0.055,0.068,0.058,95,12,94,0,0,0,89461.51,1406.782,61176.086,1535.926,1138.777,20.159,11927.933,4941.373,7.623,39604.014,31683.212,1522.292,4854.565,3015.823,0.000189,-0.002760,169,0,90,4,48,46,17829,20,4,75.719,842,243,222,23,2,180,17
151,5.0,2408,1010,17,149,2004,84,171,18,65.58,1.196,1.304,0.135,0.067,0.071,-0.700,1.564,0.3410,2.2241,0.848,0.208,0.050,0.066,0.060,128,47,99,0,0,0,96708.51,1419.019,43541.150,1393.163,1400.456,24.533,17464.691,7708.374,19.753,24157.173,19325.738,1363.375,4398.354,3320.349,0.000227,-0.002476,199,0,88,11,44,39,26546,1,8,176.656,808,229,219,25,0,170,24
181,6.0,2393,402,17,154,2014,74,151,32,89.55,1.198,1.306,0.134,0.064,0.071,-0.710,1.545,0.3494,2.2580,0.811,0.143,0.043,0.065,0.060,138,103,159,0,1,0,84364.02,1402.229,21406.198,2454.868,1289.163,23.811,19218.072,8262.998,42.251,11288.899,9031.119,2537.109,1056.943,4232.637,0.000151,-0.002193,232,0,141,18,39,39,30078,30,2,7.782,751,187,160,16,0,114,30
211,7.0,2145,246,17,148,1808,57,132,38,100.17,1.190,1.303,0.129,0.057,0.074,-0.716,1.527,0.3594,2.2549,0.863,0.135,0.044,0.065,0.060,95,235,132,0,5,0,69757.95,1436.391,15369.287,1751.543,875.954,19.704,18190.209,7592.528,65.249,5581.328,4465.062,1706.477,814.269,3678.288,0.000204,-0.001751,172,0,114,18,46,43,28268,15,6,103.968,590,171,125,20,0,83,22
241,8.0,1805,296,17,140,1515,45,105,29,132.00,1.177,1.294,0.122,0.057,0.079,-0.719,1.557,0.3523,2.2690,0.876,0.136,0.045,0.066,0.061,73,296,119,0,9,0,58594.45,1403.023,13565.057,1388.065,613.647,15.015,15486.805,6348.071,63.583,3797.070,3037.656,1363.727,547.059,2950.981,0.000130,-0.001158,156,0,103,16,41,39,22694,52,3,47.117,447,122,94,16,0,72,6
271,9.0,1600,365,17,136,1347,39,78,41,155.41,1.167,1.291,0.111,0.052,0.084,-0.726,1.565,0.3558,2.2670,0.876,0.147,0.048,0.066,0.060,53,233,47,0,4,0,53254.84,1422.920,14195.021,483.842,658.520,9.341,13041.959,5385.958,66.100,3494.821,2795.857,495.440,435.460,1317.521,0.000167,-0.001200,133,0,41,6,20,19,19121,34,5,19.376,428,110,67,11,0,34,22
301,10.0,1422,399,16,136,1193,26,67,33,172.52,1.164,1.291,0.105,0.054,0.089,-0.739,1.557,0.3576,2.2935,0.860,0.140,0.051,0.067,0.061,60,188,84,0,13,0,50869.31,1449.115,16491.498,1252.033,778.663,8.164,11559.451,4806.971,62.992,4784.100,3827.280,1189.863,861.882,2140.189,0.000130,-0.002983,119,0,80,4,34,32,17406,23,2,19.616,392,54,54,21,0,25,8
