tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach
2071,69.0,2051,421,13,1112,939,0,0,360,451.78,0.889,0.951,0.490,0.076,0.415,-0.794,1.673,0.3545,2.6204,0.757,0.006,0.049,0.072,-0.029,96,39,17,0,36,0,52717.25,11498.513,16066.793,1.195,5532.885,32.875,14127.963,4329.805,576.527,6805.172,5444.138,975.324,886.629,1392.498,0.000163,-0.001027,0,5668,17,0,17,17,24020
2101,70.0,2119,448,13,1119,1000,0,0,358,478.33,0.905,0.975,0.499,0.078,0.405,-0.800,1.678,0.3562,2.6632,0.756,0.006,0.052,0.072,-0.030,105,33,25,0,33,0,56820.59,11999.808,16978.489,1.594,5801.598,26.899,14793.862,4537.003,564.459,7391.498,5913.199,1233.221,769.262,1500.446,0.000136,-0.001118,0,5619,25,0,25,25,26034
2131,71.0,2255,445,13,1132,1123,0,0,358,378.24,0.934,1.011,0.521,0.083,0.387,-0.805,1.679,0.3549,2.6558,0.763,0.007,0.053,0.070,-0.030,102,28,35,0,21,0,62326.21,12894.155,20090.322,1.440,6329.412,26.137,16029.936,5097.449,562.577,10373.260,8298.608,1418.975,707.611,1589.104,0.000144,0.001099,0,5962,35,0,35,35,27425
2161,72.0,2378,388,13,1142,1236,0,0,373,305.71,0.958,1.043,0.528,0.086,0.372,-0.811,1.682,0.3558,2.6870,0.749,0.009,0.050,0.068,-0.028,92,38,42,0,21,0,68513.99,13613.480,23119.295,1.946,6956.358,25.702,17572.707,5771.993,584.536,10616.076,8492.861,1630.825,1076.945,1786.719,0.000208,0.002872,0,6477,42,0,42,42,30472
2191,73.0,2521,382,13,1159,1362,0,0,394,274.61,0.981,1.073,0.538,0.088,0.358,-0.814,1.686,0.3494,2.6929,0.740,0.006,0.042,0.067,-0.028,86,44,68,0,15,0,73793.05,14280.588,25204.025,3.158,7224.548,24.321,19000.576,6283.557,609.469,12694.220,10155.376,2926.540,977.278,1872.452,0.000158,0.004057,0,7149,68,0,68,68,32372
2221,74.0,2666,361,13,1174,1492,0,0,417,253.29,1.000,1.099,0.543,0.091,0.344,-0.817,1.688,0.3548,2.7127,0.737,0.010,0.038,0.066,-0.026,102,44,56,0,27,0,79085.77,15320.062,26215.285,2.489,8053.347,20.915,20601.399,6867.645,650.128,12723.518,10178.814,2470.426,1134.279,1976.529,0.000143,0.003522,0,7878,56,0,56,56,34797
2251,75.0,2813,339,13,1190,1623,0,0,486,224.46,1.018,1.125,0.543,0.094,0.332,-0.820,1.693,0.3499,2.7437,0.728,0.009,0.036,0.065,-0.026,81,64,70,0,16,0,83360.17,15874.269,28029.217,3.452,9549.690,20.957,22214.334,7718.399,721.690,14060.476,11248.381,3001.660,844.785,2319.574,0.000129,0.003043,0,8595,70,0,70,70,37103
2281,76.0,2922,349,13,1210,1712,0,0,527,228.30,1.029,1.138,0.544,0.096,0.325,-0.821,1.693,0.3529,2.7527,0.717,0.005,0.032,0.064,-0.026,87,64,96,0,28,0,87094.76,16478.525,30129.942,5.250,9187.577,18.452,23592.977,8257.809,818.129,14051.271,11241.017,4252.963,759.429,2387.570,0.000227,0.002314,0,9279,96,0,96,96,39192
2311,77.0,3063,340,13,1212,1851,0,0,573,292.67,1.051,1.165,0.553,0.099,0.312,-0.825,1.696,0.3492,2.7559,0.742,0.003,0.032,0.063,-0.028,77,63,74,0,41,0,94456.36,17541.703,33748.974,3.294,10405.640,19.425,24872.442,8833.551,900.733,15405.214,12324.171,2886.511,879.563,2478.526,0.000206,0.001323,0,9846,74,0,74,74,40796
2341,78.0,3201,288,13,1211,1990,0,0,646,231.04,1.075,1.192,0.564,0.101,0.300,-0.829,1.696,0.3478,2.7564,0.728,0.007,0.029,0.062,-0.028,88,60,112,0,44,0,100079.24,18365.819,36398.726,4.545,10791.866,17.472,26700.755,9724.466,997.249,17348.122,13878.498,4535.642,1092.082,2626.389,0.000229,-0.000574,0,10182,112,0,112,112,43488
2371,79.0,3347,311,13,1220,2127,0,0,702,244.40,1.093,1.212,0.577,0.103,0.291,-0.831,1.700,0.3522,2.7353,0.720,0.004,0.027,0.061,-0.029,72,56,107,0,45,0,104450.71,18838.316,37133.040,5.433,11168.762,19.943,28535.768,10396.096,1137.525,17200.602,13760.481,4412.018,1045.698,2638.092,0.000162,-0.000117,0,10916,107,0,107,107,45948
2401,80.0,3441,292,13,1228,2213,0,0,791,215.88,1.103,1.225,0.583,0.105,0.286,-0.836,1.703,0.3441,2.7470,0.730,0.003,0.026,0.061,-0.028,82,69,145,0,54,0,106924.96,19680.686,38614.823,7.233,11365.797,16.393,30176.545,10690.096,1283.204,17516.197,14012.958,6469.933,859.268,2846.208,0.000153,-0.000022,0,11842,145,0,145,145,47556
2431,81.0,3525,316,13,1226,2299,0,0,896,271.35,1.115,1.237,0.589,0.106,0.279,-0.836,1.706,0.3491,2.7414,0.730,0.007,0.026,0.060,-0.026,67,86,139,0,64,0,111364.52,20410.079,41679.249,5.701,12182.202,14.816,31223.438,11176.560,1463.944,18219.454,14575.564,6141.054,1055.183,2951.405,0.000168,-0.001897,0,12378,139,0,139,139,48876
2461,82.0,3622,279,13,1233,2389,0,0,1062,212.09,1.126,1.246,0.594,0.108,0.274,-0.837,1.711,0.3446,2.7313,0.719,0.002,0.024,0.060,-0.025,79,78,122,0,86,0,115612.34,20984.295,42398.540,4.635,13065.799,14.116,32440.199,11775.589,1717.509,18566.935,14853.548,5441.296,1058.262,2993.409,0.000326,-0.004020,0,12693,122,0,122,122,49864
2491,83.0,3683,248,13,1229,2454,0,0,1160,245.60,1.138,1.257,0.605,0.112,0.269,-0.840,1.719,0.3446,2.7246,0.716,0.003,0.022,0.060,-0.025,65,85,178,0,98,0,118113.26,21237.971,45135.910,7.883,12972.988,11.793,33389.753,12038.033,1940.991,20765.734,16612.588,8406.819,772.123,3179.975,0.000199,-0.004977,0,13057,178,0,178,178,51592
2521,84.0,3779,275,13,1228,2551,0,0,1268,264.17,1.152,1.271,0.609,0.114,0.263,-0.842,1.722,0.3460,2.7305,0.717,0.003,0.022,0.059,-0.025,76,66,174,0,94,0,121988.65,21710.089,46775.157,7.952,13247.351,13.256,34461.918,12544.728,2144.556,21184.716,16947.773,7682.473,423.361,3123.826,0.000158,-0.003485,0,13430,174,0,174,174,52255
2551,85.0,3863,239,13,1223,2640,0,0,1419,250.87,1.167,1.286,0.616,0.114,0.257,-0.846,1.723,0.3385,2.7140,0.708,0.004,0.021,0.058,-0.026,73,72,178,0,108,0,124591.73,22091.702,47981.069,8.154,13161.260,13.872,36135.605,13037.042,2370.517,21868.153,17494.523,7831.889,639.258,3089.903,0.000190,-0.003447,0,13482,178,0,178,178,55010
2581,86.0,3912,233,13,1212,2700,0,0,1492,251.59,1.177,1.294,0.626,0.114,0.252,-0.850,1.726,0.3417,2.6998,0.707,0.006,0.020,0.058,-0.026,65,65,146,0,144,0,127503.29,22024.964,48315.669,8.387,13582.026,15.250,37108.397,13301.416,2607.498,20089.902,16071.922,6798.137,674.543,2929.492,0.000218,-0.002119,0,13705,146,0,145,145,56686
2611,87.0,3995,223,13,1210,2785,0,0,1652,243.35,1.187,1.304,0.639,0.116,0.248,-0.854,1.729,0.3424,2.6975,0.704,0.007,0.019,0.057,-0.025,57,64,150,0,128,0,131146.89,22336.662,50112.746,5.084,13125.313,11.164,38288.141,13579.761,2799.301,21119.546,16895.637,6541.945,548.921,2828.905,0.000253,-0.002895,0,14224,150,0,150,150,57916
2641,88.0,4032,207,13,1205,2827,0,0,1741,296.77,1.197,1.311,0.651,0.118,0.245,-0.856,1.732,0.3409,2.6915,0.722,0.007,0.021,0.057,-0.024,56,52,161,0,177,0,133428.09,22790.882,50931.339,6.258,13847.951,11.961,39212.271,13870.204,3028.442,21138.535,16910.828,7255.672,836.131,3016.849,0.000227,-0.003224,0,14563,161,0,161,161,58620
2671,89.0,4066,214,13,1206,2860,0,0,1811,237.42,1.206,1.315,0.660,0.119,0.243,-0.857,1.732,0.3371,2.6880,0.720,0.008,0.020,0.057,-0.023,62,72,141,0,160,0,135478.16,23334.863,49928.280,8.962,13750.531,10.840,40053.293,14154.906,3123.504,20261.266,16209.013,6470.903,551.301,2815.892,0.000296,-0.004574,0,14723,141,0,138,138,59077
2701,90.0,4151,190,22,1219,2932,0,0,1925,248.65,1.215,1.322,0.670,0.119,0.241,-0.859,1.735,0.3343,2.6902,0.699,0.009,0.018,0.056,-0.023,55,62,132,0,156,0,136624.89,23047.445,51245.194,3.521,13777.309,12.022,41227.825,14655.343,3276.609,21590.298,17272.238,6428.201,512.454,2730.931,0.000307,-0.005858,0,15023,132,0,132,132,60200
2731,91.0,4128,210,22,1220,2908,0,0,2012,261.40,1.217,1.320,0.676,0.121,0.243,-0.861,1.737,0.3292,2.6598,0.709,0.011,0.020,0.057,-0.023,60,58,143,0,193,0,136329.55,23216.205,51080.823,2.528,13923.587,12.961,41915.020,14735.600,3477.941,18471.122,14776.898,7153.351,813.735,2805.026,0.000198,-0.007536,0,15232,143,0,143,143,60617
2761,92.0,4081,222,22,1226,2855,0,0,2055,289.08,1.218,1.317,0.677,0.121,0.246,-0.863,1.744,0.3361,2.6497,0.703,0.007,0.020,0.058,-0.023,53,57,189,0,215,0,136355.75,23119.883,53015.807,3.561,13548.003,13.774,41730.607,14547.057,3580.028,20652.292,16521.834,8390.820,907.571,2826.508,0.000219,-0.007665,0,14952,189,0,189,189,59938
2791,93.0,4023,192,22,1217,2806,0,0,2065,279.35,1.222,1.317,0.674,0.121,0.248,-0.865,1.752,0.3348,2.6568,0.706,0.012,0.022,0.059,-0.024,61,58,204,0,216,0,136543.77,22837.543,54145.707,3.866,13083.940,12.945,41491.703,14521.987,3632.670,21263.749,17011.000,9049.330,1018.313,2832.346,0.000246,-0.004256,0,14550,204,0,204,204,60007
2821,94.0,4018,195,22,1233,2785,0,0,2059,254.32,1.225,1.314,0.681,0.122,0.252,-0.867,1.759,0.3313,2.6335,0.696,0.011,0.022,0.059,-0.024,68,54,209,0,182,0,133795.88,22805.267,51075.923,4.290,13360.919,13.007,41215.174,14062.614,3616.610,21940.672,17552.538,9468.185,907.277,2975.382,0.000205,-0.002140,0,14717,209,0,209,209,58341
2851,95.0,3875,231,22,1228,2647,0,0,1941,254.77,1.218,1.301,0.689,0.123,0.259,-0.868,1.765,0.3288,2.6185,0.684,0.008,0.024,0.059,-0.024,64,48,237,0,232,0,128292.85,22438.622,48056.282,5.355,12908.242,14.507,40575.747,13508.422,3459.060,18629.525,14903.620,10770.086,995.295,2968.763,0.000133,-0.001546,0,14390,237,0,237,237,56835
2881,96.0,3825,232,22,1230,2595,0,0,1904,290.88,1.216,1.295,0.695,0.123,0.262,-0.871,1.772,0.3312,2.5849,0.697,0.006,0.025,0.060,-0.023,49,45,214,0,211,0,125836.17,22414.624,48775.112,4.183,13191.410,11.523,39982.938,13116.576,3363.931,21180.300,16944.240,9194.146,917.353,2839.601,0.000162,-0.000679,0,14145,214,0,214,214,55470
2911,97.0,3793,227,22,1225,2568,0,0,1857,289.20,1.216,1.293,0.698,0.124,0.263,-0.872,1.780,0.3264,2.5922,0.696,0.009,0.022,0.060,-0.022,56,63,198,0,168,0,124014.84,21962.562,49028.367,5.055,12732.069,12.194,39514.614,13003.572,3266.298,20156.020,16124.816,9240.400,1005.142,2756.084,0.000358,0.000263,0,13996,198,0,198,198,54740
2941,98.0,3734,201,22,1216,2518,0,0,1830,354.09,1.217,1.292,0.700,0.124,0.265,-0.875,1.786,0.3274,2.5827,0.695,0.009,0.020,0.061,-0.023,77,70,174,0,185,0,123143.70,21561.096,47826.603,5.633,12377.807,14.657,38919.131,12726.910,3208.167,18549.686,14839.749,8552.086,635.637,2512.599,0.000215,-0.001122,0,13720,174,0,174,174,53632
2971,99.0,3687,218,22,1202,2485,0,0,1775,306.07,1.223,1.293,0.700,0.124,0.265,-0.878,1.790,0.3268,2.5837,0.693,0.006,0.021,0.061,-0.023,74,56,158,0,179,0,121215.93,20568.570,45701.109,4.310,11382.916,14.048,38788.759,12783.506,3159.449,17704.625,14163.701,7210.621,540.286,2178.215,0.000244,-0.005467,0,13221,158,0,158,158,54519
3001,100.0,3622,240,22,1207,2415,0,0,1750,283.11,1.219,1.284,0.710,0.125,0.270,-0.879,1.799,0.3239,2.5695,0.691,0.008,0.023,0.062,-0.023,75,62,178,0,162,0,116105.33,20015.105,42924.617,7.075,11021.955,15.729,38329.917,12396.798,3085.173,16954.438,13563.550,7875.977,731.233,2247.407,0.000244,-0.007203,0,13308,178,0,176,176,53159
3031,101.0,3478,218,22,1178,2300,0,0,1712,346.42,1.216,1.278,0.715,0.124,0.274,-0.881,1.803,0.3232,2.5762,0.707,0.004,0.021,0.063,-0.023,57,74,198,1,198,0,108949.13,19436.888,41089.553,4.172,10644.683,17.120,37262.881,11777.165,3034.651,16613.422,13290.738,9181.539,850.786,2257.102,0.000153,-0.006551,0,12364,198,0,198,198,52322
3061,102.0,3339,209,22,1157,2182,0,0,1594,340.48,1.211,1.268,0.726,0.124,0.278,-0.881,1.812,0.3188,2.5623,0.713,0.005,0.020,0.063,-0.021,70,76,169,0,194,0,104471.24,18711.170,40254.478,5.381,9989.721,13.370,35808.221,11223.311,2890.895,15324.165,12259.332,7647.317,733.331,2081.011,0.000168,-0.004788,0,12006,169,0,169,169,50166
3091,103.0,3226,208,22,1141,2085,0,0,1480,344.38,1.207,1.260,0.737,0.125,0.283,-0.881,1.822,0.3200,2.5543,0.692,0.004,0.019,0.064,-0.021,67,76,132,0,183,0,99945.66,17691.096,37419.339,3.495,9470.547,14.712,34554.346,10750.276,2676.324,14159.151,11327.321,6322.269,679.168,1825.304,0.000258,-0.004174,0,11159,132,0,132,132,48964
3121,104.0,3085,216,22,1105,1980,0,0,1382,370.70,1.205,1.255,0.746,0.126,0.286,-0.883,1.830,0.3223,2.5530,0.706,0.005,0.018,0.064,-0.021,75,73,125,1,179,0,96096.40,16568.724,36092.455,2.767,8706.184,13.731,33353.570,10182.629,2502.611,12172.355,9737.884,5769.308,707.126,1563.489,0.000289,-0.006697,0,10665,125,0,125,125,47352
3151,105.0,2963,204,22,1075,1888,0,0,1269,454.96,1.202,1.250,0.752,0.127,0.289,-0.886,1.842,0.3148,2.5314,0.707,0.005,0.018,0.065,-0.021,80,73,107,2,167,0,90835.23,15681.460,32302.280,2.128,7721.741,15.890,31872.512,9698.476,2337.784,11570.926,9256.741,5164.140,381.337,1478.601,0.000186,-0.008877,0,10225,107,0,107,107,44882
3181,106.0,2812,221,22,1061,1751,0,0,1173,336.87,1.190,1.232,0.758,0.129,0.300,-0.887,1.838,0.3173,2.5193,0.715,0.003,0.014,0.065,-0.021,66,81,141,1,146,0,83538.09,14959.931,29379.334,4.707,7360.944,17.812,30495.823,9026.688,2124.415,11007.980,8806.384,5976.845,258.017,1557.727,0.000198,-0.008390,0,9564,141,0,140,140,43042
3211,107.0,2654,219,22,1036,1618,0,0,1063,345.98,1.183,1.215,0.756,0.129,0.308,-0.888,1.843,0.3151,2.4975,0.719,0.003,0.016,0.067,-0.021,53,86,116,1,141,0,80115.55,14110.892,29849.762,4.353,6989.523,14.196,28738.717,8385.426,1942.854,9668.302,7734.642,4630.126,422.029,1334.741,0.000204,-0.006509,0,8825,116,0,115,115,41295
3241,108.0,2519,235,22,994,1525,0,0,973,430.38,1.181,1.209,0.758,0.128,0.311,-0.890,1.848,0.3096,2.5111,0.732,0.006,0.016,0.067,-0.021,54,80,105,0,121,0,75134.81,13187.448,26904.751,1.793,6394.999,14.975,27194.750,7925.004,1751.624,8853.336,7082.669,4598.952,631.031,1202.698,0.000214,-0.005444,0,8471,105,0,105,105,38518
3271,109.0,2416,255,22,971,1445,0,0,900,429.10,1.175,1.200,0.765,0.127,0.316,-0.892,1.850,0.3128,2.5004,0.732,0.003,0.021,0.068,-0.020,67,80,83,0,111,0,69775.48,12380.541,24203.565,1.384,5606.898,14.792,25897.359,7438.771,1613.370,8797.652,7038.122,3829.874,361.244,1044.677,0.000153,-0.004941,0,7580,83,0,83,83,37120
3301,110.0,2270,241,22,929,1341,0,0,799,467.42,1.166,1.190,0.772,0.126,0.321,-0.894,1.852,0.3133,2.4990,0.738,0.003,0.022,0.069,-0.021,63,80,67,0,127,0,65871.55,11517.654,23128.710,0.893,5014.915,16.503,24582.507,6983.653,1448.233,6610.445,5288.356,2960.622,424.527,829.548,0.000147,-0.005023,0,6931,67,0,67,67,35959
3331,111.0,2146,204,22,881,1265,0,0,701,568.69,1.166,1.189,0.778,0.127,0.322,-0.896,1.864,0.3025,2.4827,0.749,0.003,0.020,0.069,-0.021,62,95,52,0,109,0,61545.21,10373.545,21443.298,0.977,4602.773,16.078,23202.134,6454.576,1288.934,6760.586,5408.469,2691.034,391.584,763.794,0.000214,-0.003113,0,6288,52,0,52,52,34506
3361,112.0,2036,230,22,842,1194,0,0,636,520.49,1.165,1.184,0.777,0.127,0.324,-0.897,1.873,0.2982,2.4741,0.746,0.005,0.019,0.070,-0.021,65,93,50,0,85,0,55888.42,9506.141,18619.918,0.759,4070.634,15.124,21927.938,5996.712,1112.062,6225.192,4980.154,2463.693,314.422,723.745,0.000187,-0.001427,0,5535,50,0,50,50,33224
3391,113.0,1857,237,22,799,1058,0,0,523,461.29,1.149,1.160,0.781,0.125,0.336,-0.895,1.884,0.2961,2.4545,0.761,0.001,0.016,0.071,-0.022,72,114,61,0,97,0,49274.72,8916.916,15634.455,2.842,3463.679,16.318,20356.157,5394.388,962.412,4719.602,3775.682,2530.806,327.533,652.691,0.000114,-0.000826,0,4949,61,0,60,60,30981
3421,114.0,1730,216,22,760,970,0,0,441,571.96,1.147,1.150,0.778,0.125,0.343,-0.897,1.885,0.2939,2.4361,0.775,0.004,0.025,0.072,-0.023,69,115,26,0,86,0,46301.76,8103.471,16157.426,0.569,3068.055,14.953,18549.404,4906.646,789.184,5264.286,4211.429,1211.860,289.830,434.652,0.000170,0.000100,0,4315,26,0,26,26,28274
3451,115.0,1598,228,22,732,866,0,0,386,522.59,1.128,1.128,0.781,0.123,0.355,-0.898,1.889,0.2980,2.4573,0.784,0.001,0.020,0.074,-0.024,63,98,47,0,60,0,42082.50,7688.680,14037.906,1.081,3055.750,14.368,17287.122,4496.488,666.153,3803.437,3042.749,1937.804,250.269,548.409,0.000155,0.001294,0,3827,47,0,47,47,26616
3481,116.0,1505,257,22,694,811,0,0,327,516.77,1.126,1.126,0.788,0.123,0.357,-0.900,1.907,0.2980,2.4513,0.771,0.004,0.022,0.074,-0.025,59,103,31,1,44,0,38984.61,7103.983,13299.987,0.681,2936.893,14.250,15973.896,4124.889,575.094,4543.093,3634.475,1156.024,324.514,439.502,0.000094,0.001309,0,3488,31,0,31,31,24735
3511,117.0,1379,284,22,649,730,0,0,271,625.02,1.117,1.112,0.790,0.120,0.364,-0.900,1.916,0.2942,2.4343,0.756,0.002,0.022,0.075,-0.025,60,105,33,0,52,0,35981.21,6449.077,12309.254,0.899,2326.645,15.702,14855.871,3777.782,464.657,3305.572,2644.458,1402.005,204.287,396.905,0.000155,0.000974,0,3128,33,0,33,33,23374
3541,118.0,1307,248,22,615,692,0,0,217,668.90,1.115,1.114,0.794,0.120,0.365,-0.902,1.919,0.2956,2.4440,0.780,0.002,0.020,0.074,-0.025,54,83,20,1,40,0,34851.51,6001.665,12387.375,0.508,2168.216,15.499,13826.863,3465.775,376.435,3694.964,2955.971,673.365,113.048,324.778,0.000149,0.002273,0,2732,20,0,20,20,22074
3571,119.0,1269,256,22,589,680,0,0,178,615.27,1.122,1.129,0.791,0.121,0.361,-0.903,1.918,0.2883,2.4840,0.792,0.002,0.021,0.074,-0.025,57,86,15,0,22,0,33339.27,5765.033,11570.756,0.192,1900.310,14.420,13358.667,3398.163,299.027,4395.476,3516.381,490.594,132.756,289.917,0.000110,0.003667,0,2686,15,0,15,15,21278
3601,120.0,1228,235,22,567,661,0,0,152,624.92,1.128,1.133,0.794,0.122,0.359,-0.904,1.922,0.2930,2.4804,0.769,0.004,0.021,0.074,-0.027,66,82,16,1,19,0,32096.24,5492.956,11706.386,0.624,1968.203,16.503,12963.188,3399.041,251.437,3988.934,3191.147,527.465,234.198,269.886,0.000147,0.005376,0,2546,16,0,16,16,20996
3631,121.0,1148,267,22,542,606,0,0,124,585.05,1.117,1.120,0.793,0.121,0.367,-0.903,1.931,0.2845,2.5217,0.768,0.002,0.026,0.076,-0.027,69,101,13,1,22,0,30651.89,5259.506,10715.882,0.389,1580.798,14.843,12462.726,3210.501,210.664,2941.319,2353.056,435.908,309.014,203.049,0.000096,0.005443,0,2114,13,0,13,13,20462
3661,122.0,1107,275,22,517,590,0,0,114,614.37,1.124,1.128,0.801,0.121,0.364,-0.903,1.939,0.2872,2.4666,0.789,0.002,0.024,0.075,-0.028,54,78,17,0,13,0,30126.64,5140.240,11074.381,0.383,1486.346,13.682,11785.243,3051.639,171.825,3540.805,2832.644,613.105,184.092,226.186,0.000134,0.005376,0,1931,17,0,17,17,19194
3691,123.0,1071,299,22,494,577,0,0,105,612.36,1.134,1.139,0.794,0.122,0.361,-0.905,1.942,0.2856,2.5085,0.787,0.004,0.021,0.074,-0.027,56,71,8,1,16,0,30736.17,4997.778,11492.024,0.329,1426.402,13.072,11513.556,2974.154,165.848,3174.046,2539.237,263.791,160.140,168.308,0.000145,0.006515,0,1910,8,0,8,8,18491
3721,124.0,1080,317,22,482,598,0,0,82,582.72,1.154,1.160,0.792,0.124,0.351,-0.907,1.951,0.2826,2.4698,0.782,0.002,0.028,0.073,-0.026,63,52,13,1,9,0,31222.18,5013.983,12049.320,0.350,1752.128,16.537,11590.914,3000.979,134.819,4412.603,3530.082,528.350,205.412,234.646,0.000178,0.007723,0,1864,13,0,13,13,18773
3751,125.0,1071,301,22,469,602,0,0,64,565.17,1.160,1.174,0.792,0.124,0.345,-0.906,1.961,0.2802,2.5071,0.775,0.006,0.025,0.073,-0.027,57,76,14,4,8,0,33054.26,4998.363,13677.049,0.397,1825.986,15.517,11609.524,3133.566,101.617,4849.074,3879.259,614.512,166.998,247.700,0.000100,0.008171,0,1866,14,0,14,14,18740
3781,126.0,1105,336,22,463,642,0,0,57,493.82,1.185,1.203,0.790,0.129,0.332,-0.907,1.965,0.2833,2.5248,0.760,0.002,0.022,0.072,-0.028,60,48,23,1,6,0,34359.06,4966.215,14164.786,0.391,1758.546,13.645,11941.553,3281.843,86.598,5837.333,4669.867,923.898,156.098,269.133,0.000104,0.008367,0,1801,23,0,23,23,19265
3811,127.0,1162,340,22,447,715,0,0,46,493.37,1.223,1.252,0.792,0.135,0.309,-0.906,1.966,0.2839,2.5524,0.765,0.002,0.024,0.069,-0.028,59,49,10,2,12,0,37474.95,4996.157,16918.577,0.178,2071.065,16.117,12683.729,3575.226,69.302,6908.957,5527.165,468.013,318.603,302.364,0.000122,0.007629,0,1825,10,0,10,10,20313
3841,128.0,1235,302,22,444,791,0,0,40,430.89,1.252,1.290,0.785,0.139,0.293,-0.906,1.964,0.2809,2.5584,0.782,0.005,0.027,0.067,-0.031,69,51,10,0,6,0,40897.71,5145.636,18496.052,0.158,1940.411,13.582,13632.020,3867.514,59.700,7432.198,5945.759,443.710,496.931,232.762,0.000102,0.007061,0,2035,10,0,10,10,21819
3871,129.0,1309,318,22,442,867,0,0,38,411.35,1.281,1.320,0.784,0.143,0.278,-0.908,1.967,0.2874,2.5591,0.782,0.002,0.023,0.065,-0.034,75,58,7,0,3,0,44732.79,5552.102,19977.819,0.101,2157.838,11.913,14849.553,4380.525,51.708,7554.475,6043.580,254.153,412.667,235.454,0.000166,0.007514,0,2155,7,0,7,7,23923
3901,130.0,1391,283,22,440,951,0,0,34,278.06,1.308,1.352,0.783,0.146,0.264,-0.909,1.958,0.2824,2.5351,0.777,0.007,0.026,0.063,-0.036,75,70,10,1,6,0,48287.84,5747.819,21924.711,0.311,2255.883,13.766,16181.922,4893.164,48.329,8952.661,7162.129,436.100,516.534,251.204,0.000167,0.006924,0,2180,10,0,10,10,25764
3931,131.0,1457,276,22,440,1017,0,0,36,319.25,1.330,1.378,0.782,0.150,0.254,-0.911,1.957,0.2809,2.5521,0.758,0.005,0.020,0.062,-0.039,75,79,26,4,2,0,50993.96,5884.496,23331.648,0.686,2387.991,14.554,17313.013,5196.445,49.713,9340.958,7472.767,1168.077,590.250,325.020,0.000166,0.007888,0,2276,26,0,26,26,27554
3961,132.0,1524,304,22,447,1077,0,0,37,253.75,1.342,1.396,0.781,0.150,0.248,-0.913,1.957,0.2790,2.5415,0.760,0.004,0.017,0.062,-0.038,73,102,25,1,1,0,54275.24,6175.871,24789.864,0.713,2527.859,15.382,18347.866,5450.193,50.527,10300.650,8240.520,1045.461,404.594,326.395,0.000134,0.007750,0,2332,25,0,25,25,28490
3991,133.0,1616,291,22,454,1162,0,0,38,233.62,1.355,1.417,0.783,0.154,0.240,-0.913,1.946,0.2801,2.5480,0.773,0.009,0.022,0.061,-0.037,73,96,19,0,3,0,59739.84,6645.459,28000.343,0.443,2715.923,12.574,19409.880,5824.847,57.829,10886.510,8709.208,754.926,631.572,325.293,0.000120,0.008000,0,2423,19,0,19,19,29604
4021,134.0,1735,278,22,456,1279,0,0,42,245.51,1.374,1.446,0.784,0.157,0.229,-0.913,1.948,0.2834,2.5756,0.777,0.011,0.021,0.059,-0.039,80,79,34,0,3,0,63961.94,7074.811,29863.361,0.519,3359.209,10.324,21158.078,6582.705,64.156,12397.013,9917.610,1343.548,654.506,434.195,0.000184,0.008778,0,2757,34,0,34,34,31989
4051,135.0,1818,227,22,467,1351,0,0,39,295.22,1.386,1.462,0.789,0.157,0.224,-0.913,1.947,0.2839,2.5677,0.750,0.019,0.018,0.059,-0.042,68,102,48,3,4,0,69393.36,7437.794,33014.537,0.736,3477.796,11.441,22527.873,7144.197,61.047,12606.116,10084.893,1850.963,436.902,479.444,0.000333,0.009799,0,3078,48,0,48,48,33888
4081,136.0,1929,253,22,480,1449,0,0,47,221.91,1.401,1.474,0.788,0.160,0.219,-0.912,1.944,0.2827,2.5622,0.740,0.015,0.017,0.058,-0.044,68,90,56,0,3,0,73232.54,7812.076,33359.292,0.715,3836.940,10.503,24082.536,7717.235,67.084,13711.800,10969.440,1965.277,222.331,536.075,0.000219,0.008518,0,3180,56,0,56,56,36002
4111,137.0,2028,223,22,489,1539,0,0,47,212.21,1.415,1.488,0.786,0.161,0.214,-0.914,1.936,0.2856,2.5808,0.728,0.014,0.016,0.058,-0.048,75,86,65,1,12,0,77708.28,8276.886,37095.737,0.778,3650.827,11.797,25604.624,8134.350,73.884,13954.624,11163.699,2993.644,671.612,628.623,0.000184,0.008311,0,3144,65,0,65,65,38053
4141,138.0,2137,211,22,505,1632,0,0,45,165.35,1.427,1.498,0.783,0.163,0.211,-0.915,1.941,0.2868,2.5633,0.732,0.020,0.017,0.058,-0.051,59,125,64,0,9,0,82893.12,8842.888,39291.728,0.701,4382.414,12.563,27062.229,8592.386,72.117,16217.536,12974.029,2581.802,778.624,619.810,0.000218,0.008950,0,3502,64,0,64,64,39653
