tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach
3121,104.0,4633,242,29,2334,2299,0,0,2968,331.56,0.855,0.956,0.831,0.161,0.367,-0.791,1.683,0.3979,2.1198,0.579,0.007,0.007,0.068,-0.103,174,30,530,0,233,0,121965.52,29880.126,39247.691,31.000,15342.752,36.007,34828.744,9189.473,5590.753,20933.335,16746.668,20211.115,233.827,6449.048,0.000199,0.038914,0,11836,530,0,530,530,47264
3151,105.0,4476,235,29,2316,2160,0,0,2715,273.97,0.850,0.949,0.849,0.170,0.376,-0.791,1.683,0.4004,2.1067,0.586,0.006,0.006,0.069,-0.103,168,28,423,0,200,0,116152.32,28695.619,38559.315,25.311,15813.465,35.856,33578.812,8560.400,5122.736,21009.513,16807.610,15544.785,176.215,5908.595,0.000233,0.039975,0,11955,423,0,423,423,44262
3181,106.0,4276,246,29,2297,1979,0,0,2524,348.46,0.842,0.934,0.865,0.178,0.389,-0.790,1.677,0.4027,2.1091,0.589,0.005,0.009,0.069,-0.100,192,19,419,0,202,0,109536.68,27569.008,35993.372,25.621,14218.977,39.315,32701.267,8120.687,4712.997,18376.285,14701.029,15148.949,367.570,5476.908,0.000201,0.038796,0,11373,419,0,419,419,42548
3211,107.0,3977,259,29,2231,1746,0,0,2361,322.73,0.832,0.917,0.885,0.191,0.406,-0.788,1.673,0.4016,2.0767,0.602,0.005,0.009,0.069,-0.096,158,33,452,0,213,0,99295.65,25947.657,32307.037,26.633,14099.213,43.289,30766.810,7347.569,4374.336,16916.115,13532.892,17113.313,250.170,5286.944,0.000206,0.037615,0,10830,452,0,452,452,39883
3241,108.0,3682,284,29,2158,1524,0,0,2209,265.31,0.825,0.903,0.912,0.209,0.422,-0.780,1.668,0.4026,2.0391,0.617,0.005,0.006,0.070,-0.096,163,30,444,0,192,0,88838.34,24579.569,29681.868,27.412,15299.627,44.627,28887.903,6451.601,4087.231,15955.114,12764.091,16305.119,205.362,5617.907,0.000170,0.036968,0,10447,444,0,444,444,37688
3271,109.0,3470,340,29,2085,1385,0,0,2018,318.55,0.825,0.897,0.949,0.228,0.432,-0.772,1.670,0.4004,2.0079,0.632,0.003,0.004,0.071,-0.099,184,32,380,0,155,0,78310.29,23110.597,26092.214,24.087,14513.079,52.245,27517.708,5760.887,3773.769,15620.299,12496.240,14096.995,161.716,5319.822,0.000213,0.037581,0,10559,380,0,380,380,35767
3301,110.0,3224,345,28,1958,1266,0,0,1769,397.77,0.826,0.897,0.987,0.243,0.437,-0.768,1.675,0.3988,1.9786,0.642,0.002,0.003,0.072,-0.100,164,40,337,0,187,0,69752.28,21571.035,25133.039,20.745,13222.433,52.667,26530.471,5296.504,3387.741,14178.574,11342.859,12334.244,27.697,4870.452,0.000109,0.037328,0,10577,337,0,337,337,33973
3331,111.0,3007,327,28,1797,1210,0,0,1524,414.78,0.841,0.911,1.026,0.255,0.432,-0.763,1.689,0.3914,1.9724,0.682,0.001,0.001,0.074,-0.107,148,51,236,0,198,0,63727.73,19933.336,23262.454,15.546,11596.693,51.266,25436.192,4923.792,2916.320,12447.925,9958.340,9273.096,45.138,4151.765,0.000176,0.038115,0,10563,236,0,236,236,32857
3361,112.0,2823,343,28,1669,1154,0,0,1370,432.43,0.848,0.918,1.049,0.257,0.428,-0.765,1.696,0.3910,1.9418,0.694,0.001,0.002,0.074,-0.111,145,47,182,0,161,0,57953.95,18481.100,19995.061,11.024,9550.487,51.511,24626.633,4835.580,2569.068,9635.493,7708.394,6917.087,18.025,3367.483,0.000162,0.039110,0,10446,182,0,182,182,32031
3391,113.0,2679,306,28,1562,1117,0,0,1236,371.14,0.860,0.928,1.066,0.257,0.424,-0.767,1.712,0.3828,1.9513,0.714,0.000,0.002,0.075,-0.113,152,50,134,0,149,0,54475.68,16939.229,20036.445,8.701,7533.792,54.518,23796.901,4646.451,2299.990,8981.898,7185.519,5175.499,72.208,2675.215,0.000265,0.038616,0,9232,134,0,134,134,31419
3421,114.0,2512,293,28,1441,1071,0,0,1070,460.29,0.870,0.933,1.079,0.260,0.419,-0.769,1.723,0.3843,1.9144,0.715,0.001,0.001,0.074,-0.114,146,58,108,0,151,0,49486.86,15239.160,17298.087,7.277,7113.818,50.623,22861.769,4429.738,2025.532,7135.156,5708.125,4295.585,0.000,2493.686,0.000135,0.038400,0,8539,108,0,108,108,30101
3451,115.0,2338,286,26,1339,999,0,0,912,510.67,0.874,0.933,1.089,0.262,0.419,-0.771,1.734,0.3800,1.9035,0.737,0.000,0.001,0.075,-0.115,131,72,90,0,149,0,45705.92,13946.578,16467.303,5.838,5791.924,55.995,21650.912,4098.583,1731.548,6510.960,5208.768,3408.860,0.000,2008.558,0.000127,0.038347,0,7903,90,0,90,90,29782
3481,116.0,2207,270,26,1254,953,0,0,820,458.39,0.879,0.938,1.097,0.267,0.417,-0.771,1.739,0.3795,1.8921,0.750,0.000,0.001,0.075,-0.116,141,82,82,0,103,0,41133.62,12928.458,14934.185,4.728,5391.022,58.460,20655.586,3885.648,1514.372,6494.676,5195.741,3231.922,20.238,1832.967,0.000119,0.038937,0,7588,82,0,82,82,28186
3511,117.0,2039,274,26,1154,885,0,0,705,517.33,0.883,0.941,1.098,0.266,0.416,-0.773,1.747,0.3746,1.8900,0.751,0.000,0.001,0.075,-0.116,112,80,60,1,134,0,37678.99,11961.080,14104.795,3.239,4667.558,51.456,19425.691,3644.987,1330.943,5186.126,4148.901,2438.109,92.804,1553.987,0.000146,0.039410,0,6518,60,0,60,60,27283
3541,118.0,1930,275,26,1097,833,0,0,634,440.70,0.884,0.938,1.090,0.259,0.419,-0.773,1.746,0.3707,1.8777,0.757,0.000,0.001,0.075,-0.117,122,77,35,0,89,0,35433.54,11173.014,12670.433,1.735,4342.728,52.999,18050.163,3385.461,1170.861,4425.197,3540.158,1204.210,46.370,1348.533,0.000132,0.040417,0,5924,35,0,35,35,25538
3571,119.0,1811,285,26,1043,768,0,0,535,463.85,0.876,0.932,1.081,0.251,0.424,-0.775,1.748,0.3705,1.9048,0.770,0.000,0.000,0.075,-0.116,113,77,43,1,87,0,33489.34,10505.630,12672.468,2.148,3927.255,56.513,17129.741,3203.169,1007.648,4241.829,3393.463,1729.290,0.000,1206.234,0.000120,0.041757,0,5286,43,0,43,43,24615
3601,120.0,1734,291,25,995,739,0,0,468,499.43,0.875,0.936,1.078,0.250,0.423,-0.778,1.751,0.3712,1.9282,0.794,0.000,0.000,0.075,-0.117,110,77,26,0,64,0,32449.30,10107.990,11753.718,1.266,3911.720,57.118,16122.566,3005.744,857.036,4300.540,3440.432,922.649,0.000,1134.908,0.000096,0.042006,0,4686,26,0,26,26,23240
3631,121.0,1684,263,25,958,726,0,0,399,492.65,0.879,0.938,1.084,0.247,0.422,-0.784,1.752,0.3688,1.9444,0.791,0.000,0.000,0.075,-0.118,138,68,29,0,52,0,33023.46,9823.875,13153.087,1.462,3777.965,51.862,15490.091,2906.000,740.171,4721.199,3776.959,1206.467,0.000,1117.295,0.000131,0.042678,0,4387,29,0,29,29,22313
3661,122.0,1643,285,25,928,715,0,0,360,516.40,0.882,0.940,1.081,0.243,0.420,-0.787,1.757,0.3691,1.9205,0.792,0.000,0.000,0.074,-0.119,102,76,23,0,33,0,33416.55,9599.182,12175.858,1.053,3514.978,56.842,15182.464,2860.854,638.375,4284.967,3427.974,860.097,0.000,984.217,0.000119,0.043343,0,4184,23,0,23,23,22377
3691,123.0,1617,326,25,896,721,0,0,307,514.48,0.891,0.949,1.085,0.236,0.413,-0.792,1.758,0.3631,1.9022,0.770,0.000,0.000,0.073,-0.122,105,77,22,0,36,0,34419.02,9364.497,12875.632,1.128,3869.012,54.316,14987.776,2803.015,569.332,5209.382,4167.506,762.976,0.000,1073.816,0.000094,0.043081,0,4030,22,0,22,22,22039
3721,124.0,1650,310,25,874,776,0,0,282,436.89,0.914,0.977,1.102,0.239,0.397,-0.792,1.762,0.3705,1.9646,0.793,0.000,0.000,0.073,-0.129,112,57,18,1,24,0,36544.24,9342.023,14637.583,0.810,3838.118,60.125,15356.264,2943.528,497.352,6387.083,5109.667,715.249,0.000,1065.388,0.000139,0.043575,0,3803,18,0,18,18,22835
3751,125.0,1685,308,25,851,834,0,0,262,473.66,0.934,1.006,1.124,0.247,0.381,-0.794,1.763,0.3678,1.9745,0.813,0.000,0.001,0.073,-0.135,106,67,13,1,26,0,38690.45,9587.971,15048.861,0.596,3936.765,51.350,16008.051,3196.614,449.951,6738.612,5390.890,419.920,0.000,1068.963,0.000106,0.043568,0,3816,13,0,13,13,23662
3781,126.0,1726,296,25,839,887,0,0,233,371.12,0.949,1.028,1.144,0.254,0.369,-0.797,1.765,0.3663,1.9641,0.799,0.000,0.000,0.073,-0.137,103,59,38,0,25,0,40176.20,9816.160,16605.303,1.901,4299.116,45.742,16794.498,3464.104,405.903,7681.121,6144.897,1490.422,0.000,1246.466,0.000108,0.044274,0,3955,38,0,38,38,24946
3811,127.0,1757,326,25,821,936,0,0,219,337.73,0.968,1.048,1.154,0.254,0.357,-0.803,1.766,0.3610,1.9703,0.795,0.000,0.001,0.074,-0.140,109,86,36,1,22,0,42890.16,9935.448,18365.263,1.558,4730.698,49.403,17449.745,3632.259,357.384,8451.730,6761.384,1189.491,0.000,1269.079,0.000079,0.043871,0,4140,36,0,36,36,25743
3841,128.0,1847,312,25,814,1033,0,0,191,294.05,0.993,1.080,1.177,0.264,0.339,-0.807,1.766,0.3635,2.0158,0.789,0.001,0.001,0.075,-0.146,116,69,32,0,23,0,47278.53,10212.694,21271.118,1.464,4665.418,50.993,18439.894,3939.073,328.071,10162.920,8130.336,1137.872,0.000,1219.410,0.000147,0.045203,0,4096,32,0,32,32,27319
3871,129.0,1920,276,25,810,1110,0,0,181,217.32,1.013,1.108,1.190,0.271,0.326,-0.810,1.767,0.3671,2.0287,0.795,0.000,0.000,0.076,-0.152,113,77,51,0,11,0,50761.01,10533.865,22665.196,2.465,5422.644,51.024,19819.662,4331.740,295.143,10065.325,8052.260,1755.510,1.017,1502.909,0.000155,0.045924,0,4807,51,0,51,51,28519
3901,130.0,1984,328,25,796,1188,0,0,174,264.20,1.035,1.135,1.208,0.279,0.313,-0.810,1.767,0.3630,2.0416,0.791,0.000,0.001,0.075,-0.159,115,70,66,2,19,0,53563.47,10965.220,23903.362,2.837,5500.507,46.302,21031.085,4704.715,284.111,10506.223,8404.979,2387.740,0.037,1560.029,0.000168,0.046132,0,4716,66,0,66,66,29863
3931,131.0,2055,318,25,791,1264,0,0,168,217.26,1.055,1.156,1.220,0.286,0.302,-0.812,1.769,0.3580,2.0405,0.770,0.000,0.001,0.076,-0.164,112,83,79,0,20,0,57181.01,11402.874,26854.613,4.182,5997.629,37.234,22159.970,4971.406,263.100,12100.763,9680.611,3106.471,14.532,1708.503,0.000188,0.047694,0,5261,79,0,79,79,30629
3961,132.0,2144,299,25,784,1360,0,0,162,201.21,1.075,1.179,1.240,0.293,0.288,-0.815,1.769,0.3602,2.0186,0.793,0.000,0.001,0.075,-0.169,97,68,83,1,19,0,61779.69,11795.377,29519.128,5.003,6356.551,45.726,23608.794,5300.854,249.952,12404.440,9923.552,3256.958,7.814,1815.565,0.000186,0.047980,0,5354,83,0,83,83,32301
3991,133.0,2256,283,25,777,1479,0,0,169,189.90,1.096,1.206,1.263,0.304,0.275,-0.817,1.770,0.3594,2.0658,0.783,0.000,0.000,0.074,-0.175,95,107,94,0,11,0,66171.41,12384.079,31808.004,4.902,6742.178,31.562,25388.560,5708.927,246.548,15626.183,12500.947,3392.618,30.344,1913.032,0.000116,0.048553,0,5846,94,0,94,94,33964
4021,134.0,2383,276,25,776,1607,0,0,178,188.47,1.113,1.233,1.283,0.313,0.261,-0.817,1.769,0.3604,2.0464,0.786,0.000,0.000,0.073,-0.182,102,89,86,0,8,0,71758.26,13039.009,34185.299,4.504,7384.700,38.486,27244.252,6147.696,254.626,14887.150,11909.720,3032.812,0.000,1985.152,0.000123,0.048925,0,6129,86,0,86,86,36123
4051,135.0,2488,277,25,773,1715,0,0,177,198.65,1.127,1.252,1.301,0.318,0.251,-0.819,1.768,0.3608,2.0542,0.783,0.000,0.000,0.072,-0.185,110,104,112,0,26,0,76502.80,13340.570,37227.555,5.710,7608.747,36.190,29193.504,6731.493,259.856,16640.835,13312.669,4198.994,0.000,2117.270,0.000182,0.048397,0,6557,112,0,112,112,39153
4081,136.0,2626,253,25,771,1855,0,0,189,183.58,1.146,1.274,1.322,0.327,0.240,-0.822,1.769,0.3640,2.0649,0.787,0.000,0.001,0.073,-0.191,106,91,129,1,18,0,82024.51,13981.825,40994.399,6.002,8368.463,36.450,31187.997,7357.531,263.499,18188.148,14550.519,4693.519,2.063,2318.284,0.000123,0.047733,0,6968,129,0,129,129,40837
4111,137.0,2716,255,25,767,1949,0,0,191,157.34,1.165,1.287,1.331,0.333,0.233,-0.826,1.770,0.3648,2.0650,0.785,0.000,0.001,0.073,-0.194,112,115,198,0,16,0,85071.03,14642.324,43723.820,9.277,8761.574,37.197,33318.240,7915.488,265.507,20462.947,16370.358,7076.747,17.809,2642.522,0.000162,0.046000,0,7127,198,0,198,198,43544
4141,138.0,2795,290,25,761,2034,0,0,199,154.84,1.182,1.300,1.341,0.342,0.226,-0.829,1.771,0.3630,2.0601,0.789,0.000,0.000,0.073,-0.195,95,122,229,2,15,0,88293.46,14930.945,46867.456,9.383,8742.275,36.360,34748.412,8190.832,260.843,21874.813,17499.851,8229.020,31.609,2749.676,0.000163,0.046871,0,7471,229,0,229,229,44812
4171,139.0,2872,266,25,761,2111,0,0,210,146.51,1.196,1.310,1.353,0.347,0.221,-0.831,1.772,0.3636,2.0615,0.798,0.000,0.001,0.074,-0.195,119,148,219,0,16,0,92038.23,15629.370,49456.508,8.076,9747.988,34.533,36647.539,8648.911,275.387,22637.263,18109.811,8311.601,24.434,2913.861,0.000170,0.046690,0,8039,219,0,219,219,46736
4201,140.0,2936,257,25,760,2176,0,0,210,140.84,1.212,1.318,1.361,0.357,0.217,-0.834,1.771,0.3603,2.0664,0.791,0.000,0.001,0.074,-0.196,109,152,231,0,26,0,95968.59,16147.700,51678.542,9.431,10061.499,29.282,37911.823,8897.505,281.284,23423.618,18738.895,9021.643,80.270,3028.064,0.000204,0.046520,0,8590,231,0,231,231,47532
4231,141.0,2991,251,25,756,2235,0,0,209,133.81,1.226,1.327,1.376,0.366,0.214,-0.834,1.773,0.3617,2.0679,0.786,0.001,0.001,0.074,-0.197,133,150,245,0,29,0,98122.88,16356.672,52660.344,8.754,10141.057,28.608,39577.251,9310.651,283.079,23760.647,19008.518,9732.070,131.763,3084.535,0.000148,0.045730,0,8884,245,0,245,245,48885
4261,142.0,3069,239,25,756,2313,0,0,204,164.68,1.237,1.337,1.391,0.373,0.210,-0.833,1.773,0.3601,2.0464,0.806,0.001,0.001,0.074,-0.199,120,131,254,0,30,0,102545.91,17197.749,56326.247,9.780,10711.582,33.297,41017.450,9544.989,283.466,24467.812,19574.250,10156.831,0.000,3214.444,0.000163,0.046484,0,9435,254,0,254,254,49688
4291,143.0,3143,230,25,753,2390,0,0,204,151.93,1.247,1.345,1.406,0.380,0.206,-0.832,1.773,0.3609,2.0364,0.802,0.000,0.001,0.074,-0.200,108,164,291,0,20,0,106129.27,17503.109,58954.849,12.320,11022.827,32.239,42418.037,9908.886,278.156,27090.479,21672.384,11441.969,5.127,3416.654,0.000254,0.044550,0,9367,291,0,291,291,50832
4321,144.0,3217,255,25,755,2462,0,0,199,143.72,1.255,1.355,1.418,0.381,0.202,-0.834,1.773,0.3598,2.0373,0.795,0.000,0.002,0.074,-0.200,112,132,282,0,25,0,110410.57,17686.291,60402.746,11.383,11286.831,33.819,43751.885,10236.776,285.801,25413.004,20330.403,11029.470,28.784,3403.804,0.000321,0.043806,0,9653,282,0,282,282,51916
4351,145.0,3321,254,25,753,2568,0,0,206,168.46,1.267,1.366,1.431,0.383,0.197,-0.836,1.773,0.3633,2.0210,0.785,0.001,0.002,0.075,-0.201,124,141,307,0,22,0,114514.03,18201.383,63830.107,12.522,11625.291,36.702,45624.784,10600.827,288.515,28583.224,22866.580,11938.774,157.757,3613.247,0.000270,0.043472,0,9615,307,0,307,307,54097
4381,146.0,3348,235,25,748,2600,0,0,203,173.82,1.277,1.368,1.439,0.386,0.195,-0.838,1.774,0.3629,2.0079,0.796,0.000,0.003,0.075,-0.200,101,151,362,1,25,0,115450.77,18367.091,64059.643,14.507,11684.383,32.647,47320.169,10953.857,296.043,28102.451,22481.961,13321.962,240.894,3751.083,0.000206,0.042997,0,9725,362,0,362,362,55271
4411,147.0,3346,225,25,748,2598,0,0,201,137.13,1.283,1.369,1.445,0.390,0.196,-0.840,1.773,0.3653,2.0040,0.786,0.000,0.003,0.076,-0.200,120,192,347,0,21,0,116396.51,18686.746,64374.227,13.381,12220.873,31.368,47838.627,10961.348,302.084,27889.358,22311.487,13436.512,182.747,3829.432,0.000153,0.043179,0,10105,347,0,347,347,54979
4441,148.0,3319,210,25,749,2570,0,0,216,140.63,1.291,1.365,1.451,0.394,0.198,-0.842,1.775,0.3631,1.9992,0.774,0.000,0.003,0.076,-0.198,127,179,383,0,22,0,117091.62,18810.337,65515.614,14.500,11835.663,34.117,47905.059,10909.938,313.269,28044.246,22435.397,14848.172,207.870,3852.175,0.000222,0.043941,0,10074,383,0,383,383,54566
4471,149.0,3331,223,25,748,2583,0,0,233,151.65,1.300,1.366,1.465,0.393,0.198,-0.846,1.775,0.3621,1.9817,0.790,0.003,0.002,0.077,-0.196,110,155,362,0,28,0,117599.96,18949.535,65461.905,13.413,12257.879,36.075,48414.996,10897.331,339.396,28174.526,22539.621,14698.723,90.769,3840.395,0.000215,0.044124,0,10405,362,0,362,362,53799
4501,150.0,3379,230,25,748,2631,0,0,272,145.21,1.313,1.369,1.481,0.402,0.195,-0.849,1.777,0.3611,1.9601,0.783,0.000,0.004,0.077,-0.198,103,170,357,1,25,0,119941.37,18845.867,68699.045,14.182,12544.998,33.527,49699.429,11041.299,399.943,30607.839,24486.271,14064.425,75.949,3815.076,0.000174,0.044974,0,10625,357,0,357,357,53857
4531,151.0,3423,214,25,744,2679,0,0,289,161.79,1.330,1.378,1.494,0.410,0.192,-0.851,1.778,0.3606,1.9527,0.784,0.000,0.003,0.078,-0.200,111,172,319,0,36,0,120123.39,18844.227,66417.426,11.840,12301.532,32.679,51217.812,11223.587,450.573,29358.324,23486.659,12452.426,361.927,3513.488,0.000274,0.045401,0,11041,319,0,319,319,54122
4561,152.0,3427,200,25,739,2688,0,0,321,169.11,1.343,1.379,1.501,0.412,0.191,-0.853,1.779,0.3650,1.9606,0.802,0.000,0.004,0.078,-0.200,129,196,287,1,39,0,120648.77,18903.828,67251.455,11.891,12326.961,36.483,52435.099,11445.000,497.829,27207.509,21766.008,12096.511,201.614,3524.238,0.000236,0.044380,0,11025,287,0,287,287,54480
4591,153.0,3383,175,25,736,2647,0,0,343,152.99,1.351,1.375,1.504,0.414,0.192,-0.855,1.778,0.3585,1.9376,0.794,0.000,0.004,0.079,-0.199,109,211,300,0,43,0,119388.07,18982.867,65019.361,11.831,12240.925,30.339,52464.184,11373.475,544.946,26415.646,21132.517,11973.802,235.711,3399.506,0.000194,0.043797,0,11252,300,0,300,300,53130
4621,154.0,3421,197,25,733,2688,0,0,381,162.98,1.363,1.377,1.513,0.416,0.189,-0.857,1.778,0.3621,1.9115,0.800,0.000,0.001,0.079,-0.200,103,181,272,0,46,0,120513.18,18468.211,67195.609,9.599,12080.671,32.290,53079.054,11374.094,590.874,27901.661,22321.329,10592.182,91.602,3240.179,0.000284,0.043592,0,11564,272,0,272,272,52678
4651,155.0,3370,186,25,732,2638,0,0,393,153.98,1.366,1.369,1.510,0.414,0.191,-0.856,1.778,0.3633,1.8869,0.799,0.000,0.002,0.079,-0.198,108,204,280,0,64,0,117977.69,18326.540,63566.579,9.612,11727.021,28.674,53281.968,11353.227,631.706,25822.723,20658.178,10785.464,79.821,3141.489,0.000258,0.043898,0,11502,280,0,280,280,52299
4681,156.0,3298,182,25,726,2572,0,0,422,173.79,1.372,1.367,1.508,0.408,0.193,-0.858,1.780,0.3671,1.9142,0.785,0.000,0.002,0.079,-0.197,113,205,296,2,51,0,114532.20,17857.636,63051.645,11.328,11259.010,30.424,52428.640,11179.246,657.757,25174.819,20139.856,11751.868,96.769,3216.860,0.000186,0.043695,0,11297,296,0,296,296,52195
4711,157.0,3210,192,25,717,2493,0,0,431,161.04,1.375,1.362,1.507,0.406,0.196,-0.858,1.781,0.3645,1.8988,0.822,0.000,0.002,0.079,-0.196,108,185,294,1,62,0,110941.50,17366.621,62044.249,10.434,10740.550,37.024,51577.473,10997.895,691.993,23855.235,19084.188,11646.548,211.805,3115.236,0.000201,0.043494,0,11034,294,0,294,294,50406
4741,158.0,3165,168,25,712,2453,0,0,436,179.66,1.381,1.362,1.508,0.400,0.197,-0.859,1.781,0.3641,1.8811,0.784,0.000,0.004,0.079,-0.195,98,182,246,0,71,0,109760.59,16908.946,61793.647,8.549,10513.601,34.292,50779.391,10771.601,703.458,23909.912,19127.930,9740.588,258.564,2856.476,0.000222,0.044985,0,11117,246,0,246,246,49565
4771,159.0,3093,151,25,707,2386,0,0,434,191.60,1.384,1.357,1.507,0.398,0.199,-0.861,1.782,0.3633,1.8968,0.810,0.000,0.003,0.079,-0.193,105,178,245,1,63,0,107865.11,16503.953,59366.371,7.168,10062.417,32.072,49887.474,10447.961,712.119,21963.693,17570.955,9459.876,144.591,2728.207,0.000186,0.045872,0,10975,245,0,245,245,48845
4801,160.0,3030,159,25,700,2330,0,0,444,211.69,1.387,1.353,1.505,0.397,0.201,-0.864,1.783,0.3649,1.8849,0.811,0.000,0.003,0.080,-0.191,120,165,214,1,63,0,105843.16,15958.522,57090.070,6.886,9780.084,30.942,48880.458,10185.484,721.101,20165.339,16132.272,8684.286,59.055,2513.983,0.000231,0.047741,0,10799,214,0,214,214,46783
4831,161.0,2971,161,25,698,2273,0,0,444,189.26,1.387,1.349,1.507,0.395,0.203,-0.868,1.783,0.3614,1.8744,0.808,0.000,0.003,0.080,-0.189,113,181,190,0,65,0,103157.39,15388.167,54587.972,5.542,9125.615,42.347,48451.679,10029.193,731.627,20006.212,16004.969,7151.940,82.632,2219.131,0.000211,0.047898,0,10527,190,0,190,190,45939
4861,162.0,2911,138,25,687,2224,0,0,405,229.38,1.395,1.346,1.510,0.393,0.204,-0.870,1.783,0.3610,1.8592,0.799,0.000,0.002,0.080,-0.187,110,179,169,2,79,0,97751.52,14808.448,50885.891,4.669,8755.672,32.179,47874.371,9800.729,704.110,19812.333,15849.867,6592.608,82.340,2088.260,0.000296,0.049226,0,10333,169,0,169,169,44763
4891,163.0,2763,154,25,670,2093,0,0,385,231.21,1.392,1.336,1.507,0.393,0.209,-0.869,1.780,0.3617,1.8491,0.807,0.000,0.003,0.080,-0.184,105,203,177,3,74,0,91413.30,14101.489,48018.897,4.230,8050.261,36.698,46375.935,9351.247,642.306,16573.999,13259.200,6686.417,117.828,1974.304,0.000141,0.050288,0,9563,177,0,177,177,43237
4921,164.0,2608,142,25,657,1951,0,0,369,258.91,1.386,1.323,1.502,0.383,0.215,-0.870,1.780,0.3673,1.8327,0.806,0.000,0.003,0.080,-0.178,101,205,162,6,73,0,85358.88,13315.853,44953.872,4.158,7667.888,37.407,44008.596,8796.220,620.712,15720.841,12576.673,5871.248,43.562,1843.796,0.000235,0.050168,0,9295,162,0,162,162,40889
4951,165.0,2449,139,25,649,1800,0,0,335,221.55,1.378,1.308,1.483,0.376,0.224,-0.869,1.781,0.3636,1.8456,0.815,0.000,0.002,0.080,-0.176,96,211,149,2,56,0,79359.76,12506.347,41799.992,4.053,6937.784,39.928,41117.198,8148.996,569.233,14016.479,11213.184,5777.711,156.735,1736.345,0.000189,0.050551,0,8618,149,0,149,149,37888
4981,166.0,2373,164,25,640,1733,0,0,318,284.18,1.376,1.301,1.480,0.372,0.228,-0.871,1.780,0.3676,1.8105,0.815,0.000,0.002,0.080,-0.174,103,164,85,3,54,0,76140.95,11797.315,39121.826,2.279,6326.805,39.152,39019.351,7672.074,527.880,12372.452,9897.962,3057.463,47.986,1340.992,0.000176,0.050811,0,8178,85,0,85,85,35269
