tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore
31,1.0,445,12818,0,148,103,78,116,1,18.63,0.858,0.791,0.187,0.196,0.236,-0.056,1.588,0.3279,1.2655,0.734,0.405,0.189,0.101,0.001,46,0,19,0,0,0,25126.34,1253.146,6861.201,49.517,31.613,16.130,2327.628,601.539,0.164,2315.804,1852.643,1089.534,1889.452,80.171,0.000103,-0.000061,7,0,13,6,2,2,2761,0,6,1.420,616,71,34,7,0,27,0,709,140,93,5,0,88,0,1413,288,2,3286.496,2798.208,22.694,0.045,0.000,326.346,84.775,1.547,13,2,0,2,0,32,1477,254,3,2742.664,1584.706,7.449,0.000,0.000,279.911,94.367,0.659,10,0,0,0,0,0,1533,292,1,3261.786,1045.833,1.098,1.021,0.000,320.909,90.074,1.287,5,2,0,2,0,29,2013,420,1,4359.387,773.319,0.372,8.646,0.979,473.775,127.753,2.585,8,5,0,5,0,126,1291,359,0,4477.500,290.165,0.000,7.018,0.287,284.556,75.344,1.787,3,2,0,2,0,33,1151,231,0,2677.500,29.380,0.000,31.368,0.154,249.652,79.430,3.611,0,2,0,2,0,47,0,2,2,0,4,1,0,0,1,0,0,1
61,2.0,482,11551,0,162,123,74,123,1,27.30,0.865,0.784,0.192,0.185,0.236,-0.110,1.575,0.3126,1.2454,0.724,0.481,0.194,0.103,0.002,66,0,25,0,0,0,26168.07,1313.078,6708.785,75.377,106.549,19.168,2433.822,592.255,2.453,2421.097,1936.877,1247.591,2147.510,147.659,0.000117,-0.000612,74,0,24,1,5,4,2963,61,1,5.557,540,31,26,15,0,10,1,627,133,103,5,0,98,0,1760,271,2,3594.003,3066.865,2.849,0.099,5.557,392.301,100.395,3.882,26,11,0,11,0,246,1616,280,3,3074.416,1779.263,17.071,0.000,0.000,317.591,97.300,0.833,11,5,0,5,0,196,1586,231,6,2404.836,800.686,16.323,0.000,0.000,333.566,85.746,1.186,4,3,0,3,0,132,1981,322,0,3342.500,596.745,0.000,10.486,0.000,472.084,119.607,3.549,4,0,0,0,0,0,1249,211,2,3056.674,200.787,0.192,5.217,0.000,273.188,68.776,0.758,1,1,0,1,0,34,1018,217,0,2695.000,36.302,0.000,54.017,0.000,212.070,65.362,4.489,0,4,0,4,0,182,0,1,0,0,1,0,0,0,0,0,0,0
91,3.0,516,10320,0,159,163,72,122,1,36.13,0.889,0.779,0.193,0.179,0.220,-0.188,1.573,0.3221,1.2308,0.758,0.459,0.196,0.104,0.005,73,2,17,0,0,0,27668.42,1337.860,7635.025,22.584,29.702,22.988,2676.493,620.838,2.453,2132.075,1705.660,739.213,2929.134,100.567,0.000123,-0.000188,28,0,10,7,4,3,3148,23,7,6.501,484,17,11,5,0,4,2,625,98,45,2,0,42,1,2319,329,0,4585.000,3972.507,0.000,0.010,0.000,513.345,125.363,2.878,33,4,0,4,0,99,1962,308,2,3427.811,1995.667,9.349,0.000,3.798,418.268,107.621,1.050,13,2,0,2,0,112,1667,204,0,2090.000,699.876,0.000,0.000,0.000,342.243,86.289,0.323,1,1,1,0,0,82,1999,260,2,3074.258,526.887,0.646,3.302,2.206,484.203,124.079,2.815,0,2,0,2,0,141,1230,225,1,2818.291,194.480,0.860,6.819,0.494,269.346,69.488,1.153,1,3,1,2,0,220,960,183,0,2265.000,32.556,0.000,5.952,0.003,202.465,57.613,1.395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,4.0,566,9249,0,162,206,70,128,1,44.35,0.904,0.787,0.186,0.169,0.209,-0.262,1.565,0.3358,1.2500,0.764,0.469,0.178,0.106,0.005,72,3,16,0,0,0,29435.11,1391.036,7514.374,39.018,76.664,23.109,2931.606,684.950,2.453,2766.059,2212.848,687.240,2253.308,64.972,0.000112,0.000692,13,0,12,4,6,3,3969,0,4,9.348,504,28,21,9,0,10,1,614,52,20,0,0,17,3,3208,357,9,5140.295,4553.567,56.887,0.008,4.833,719.379,181.046,5.342,44,9,0,9,0,371,2188,282,2,2548.135,1454.348,19.553,0.146,4.462,475.222,120.400,1.300,11,1,0,1,0,93,1763,237,0,2092.500,743.445,0.000,0.000,0.000,348.399,93.497,0.309,6,2,1,1,0,185,2004,228,0,2725.000,466.159,0.000,0.000,0.000,485.036,119.255,0.462,1,1,1,0,0,103,1200,151,0,1780.000,119.582,0.000,4.234,0.000,257.380,61.303,0.884,0,0,0,0,0,0,930,160,2,1772.320,21.247,0.223,25.282,0.052,196.443,56.590,2.471,0,2,1,1,0,211,0,0,0,0,2,0,0,0,0,0,0,0
151,5.0,627,8215,45,169,264,70,124,1,51.06,0.923,0.784,0.173,0.155,0.200,-0.339,1.570,0.3309,1.2690,0.722,0.444,0.157,0.107,0.007,79,4,8,0,0,0,31875.76,1416.124,8799.231,13.237,37.924,18.392,3294.146,774.839,2.453,2993.573,2394.858,282.942,2753.463,81.389,0.000126,0.001589,22,0,4,4,5,2,5345,14,4,9.888,506,19,18,2,0,16,0,652,74,27,0,0,27,0,4636,430,0,6182.500,5498.421,0.000,0.028,5.513,1050.129,259.929,10.430,51,2,0,2,0,10,2420,331,5,3340.076,1902.910,20.765,0.000,4.243,530.119,140.781,1.466,8,0,0,0,0,0,1831,224,0,2135.000,719.759,0.000,0.000,0.000,351.821,95.802,0.489,1,1,1,0,0,110,1942,189,2,1991.893,357.289,5.021,0.000,0.000,457.573,109.048,0.603,0,4,3,1,0,479,1209,126,0,1400.000,90.556,0.000,1.221,0.132,258.568,58.609,0.312,1,0,0,0,0,0,889,119,1,1350.457,15.654,0.000,2.099,0.000,187.980,54.303,0.446,0,1,0,1,0,140,0,1,0,0,0,0,0,1,0,0,0,0
181,6.0,685,7223,45,175,319,64,127,1,75.33,0.931,0.785,0.166,0.144,0.191,-0.405,1.581,0.3235,1.2344,0.679,0.400,0.153,0.108,0.008,76,13,19,0,0,0,33837.01,1440.321,10356.996,54.967,172.639,16.899,3711.070,852.858,2.453,3613.677,2890.942,1259.768,3185.045,157.102,0.000102,0.001517,34,0,13,6,6,4,5840,17,6,18.951,452,32,14,7,0,5,2,556,81,34,2,0,31,1,5819,493,7,7983.917,7007.643,80.388,0.015,15.942,1338.260,330.403,12.048,53,9,5,4,0,996,2775,344,6,3582.538,1992.584,33.905,0.000,0.000,622.997,164.158,1.583,17,5,1,4,0,632,1887,220,0,1930.000,677.863,0.000,0.000,0.000,369.525,96.260,0.556,7,2,0,2,0,336,1875,187,4,2095.964,365.333,5.018,4.931,2.770,444.105,94.351,1.415,1,4,4,0,0,686,1211,106,0,1145.000,74.122,0.000,4.342,0.239,266.396,55.543,1.289,0,2,0,2,0,343,835,127,0,1670.000,25.201,0.000,26.729,0.000,180.593,49.589,2.843,0,4,3,1,0,689,0,0,0,0,1,0,0,0,0,0,0,0
211,7.0,794,6231,45,182,431,56,125,1,95.71,0.959,0.777,0.156,0.115,0.173,-0.503,1.587,0.3157,1.2740,0.707,0.374,0.145,0.111,0.012,86,26,18,0,0,0,38755.23,1558.503,14588.891,3.517,262.235,19.080,4196.459,1063.087,2.372,6424.579,5139.663,918.162,3625.456,142.237,0.000121,0.001702,40,0,15,3,12,12,7284,8,3,0.851,439,30,16,2,2,12,0,557,45,9,1,0,7,1,7906,720,27,12789.163,11199.185,225.879,0.032,0.000,1785.695,539.088,18.036,120,21,11,10,0,2567,3165,356,4,3784.989,2063.511,16.673,0.599,0.000,720.130,186.270,2.049,19,7,5,2,0,1040,2028,197,0,2055.000,695.129,0.000,0.000,0.000,389.374,95.063,0.133,4,2,1,1,0,385,1762,195,1,2236.084,395.275,0.706,0.396,0.000,408.413,86.060,0.874,0,3,3,0,0,595,1124,83,0,1007.500,69.608,0.000,1.639,0.607,240.385,49.525,0.814,0,4,4,0,0,798,710,78,0,1162.500,19.846,0.000,0.000,0.244,148.975,39.751,1.564,0,4,2,2,0,804,0,0,0,0,0,0,0,1,0,0,0,0
241,8.0,982,5094,45,195,622,45,120,5,118.12,0.991,0.770,0.139,0.099,0.154,-0.611,1.591,0.3315,1.3073,0.718,0.328,0.114,0.114,0.021,106,31,31,0,0,0,47132.98,1755.928,19918.453,19.048,409.512,19.375,5160.581,1510.783,1.645,10653.385,8522.708,1281.982,2973.172,256.849,0.000137,0.002211,74,0,29,2,26,24,10648,28,2,10.940,352,29,11,4,2,2,3,508,91,45,1,0,44,0,12354,990,35,19088.988,16684.052,375.035,0.219,10.940,2779.550,975.552,36.151,211,33,10,23,0,2135,3529,385,2,4003.352,2225.859,18.850,0.000,0.000,805.134,197.467,1.909,20,7,4,3,0,1061,2018,164,1,1498.070,519.719,8.955,0.000,0.000,377.508,93.878,0.547,2,4,3,1,0,902,1672,153,0,1602.500,299.294,0.000,0.442,0.000,379.842,83.657,1.103,2,5,5,0,0,1135,955,81,0,870.000,62.184,0.000,1.844,0.000,187.104,45.091,0.658,0,6,5,1,0,1306,533,57,8,964.100,15.988,0.529,5.603,0.000,102.590,27.401,0.921,0,5,4,1,0,1108,0,0,0,0,0,0,0,0,0,0,0,0
271,9.0,1265,3969,45,211,902,37,115,8,135.02,1.031,0.776,0.118,0.083,0.134,-0.697,1.579,0.3283,1.3677,0.693,0.303,0.093,0.116,0.027,122,26,39,0,2,0,57948.13,1956.318,24809.462,10.805,505.827,22.111,6635.507,2080.271,11.407,15044.751,12035.801,1591.274,2336.084,297.938,0.000143,0.002264,93,0,36,3,29,29,15472,32,3,0.265,305,17,8,2,1,1,4,436,112,77,5,0,69,3,18703,1210,46,24623.598,21583.594,476.323,0.332,0.000,4230.338,1521.082,60.126,315,41,9,30,2,2482,3886,348,2,4030.461,2235.297,12.603,0.453,0.000,887.037,219.846,1.978,11,5,4,1,0,919,2009,169,0,1442.500,516.587,0.000,0.000,0.000,363.031,87.484,0.919,4,6,3,3,0,1142,1557,138,8,1563.506,297.389,3.816,7.766,0.000,347.592,79.418,0.986,1,4,4,0,0,1003,841,69,5,755.317,43.511,2.085,1.239,0.243,162.726,37.956,0.517,0,2,0,2,0,513,416,42,0,857.500,16.578,0.000,0.750,0.023,79.317,19.418,0.757,0,6,6,0,0,1562,0,0,0,0,0,0,0,0,0,0,0,0
301,10.0,1645,2786,38,218,1292,32,103,13,130.78,1.073,0.791,0.100,0.065,0.112,-0.766,1.577,0.3425,1.4426,0.685,0.261,0.078,0.117,0.034,128,34,52,0,1,0,73918.11,2048.045,34513.521,40.352,945.736,19.846,8800.619,3075.520,13.391,20312.914,16250.331,2037.973,2238.575,403.276,0.000187,0.003375,156,0,45,7,44,37,21746,31,7,20.863,258,30,26,3,0,16,7,455,144,113,5,0,102,6,28252,1614,103,36883.784,32216.954,842.325,0.389,15.699,6465.082,2483.632,99.075,437,46,7,39,0,2750,3981,271,16,2864.269,1542.792,88.986,0.000,4.289,909.460,233.044,3.033,13,14,10,4,0,2152,1866,118,0,1200.000,424.371,0.000,0.000,0.875,334.449,80.654,1.279,3,4,4,0,0,1042,1377,106,5,1101.962,195.362,6.420,7.152,0.000,303.177,72.426,1.990,0,11,8,2,1,3091,784,34,0,552.500,36.995,0.000,11.948,0.000,147.412,34.608,0.743,0,2,2,0,0,576,248,19,1,392.705,6.083,0.521,0.000,0.000,43.292,12.239,0.173,0,3,3,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0
