tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore
31,1.0,449,11342,0,137,148,79,85,1,12.09,0.864,0.809,0.225,0.187,0.211,-0.164,1.530,0.3246,1.2042,0.730,0.431,0.199,0.106,-0.010,33,0,44,0,0,0,25960.97,1174.223,8958.344,72.969,56.912,11.662,2306.646,606.359,0.144,3340.171,2672.137,2399.621,1352.129,262.970,0.000114,-0.001661,38,0,28,16,32,22,3597,21,16,32.651,670,88,64,6,0,49,9,669,137,128,3,0,123,2,2230,459,3,5434.503,4415.871,26.373,1.135,16.116,420.383,116.440,6.429,44,6,0,6,0,123,1729,386,4,4120.363,2251.353,8.625,3.371,11.146,403.356,122.887,7.871,23,8,0,8,0,110,1563,334,5,3630.736,1220.263,9.369,2.731,2.068,349.778,99.966,4.170,5,3,0,3,0,36,1005,249,2,2785.793,510.076,1.524,0.000,3.172,237.307,61.518,1.901,1,6,0,6,0,47,1341,285,3,2957.789,201.231,1.636,17.005,0.150,298.719,84.253,1.976,0,3,0,3,0,31,1143,205,0,2937.500,23.938,0.000,16.076,0.000,222.712,62.845,1.184,0,2,0,2,0,27,0,0,0,0,8,1,0,0,0,0,0,0
61,2.0,568,9730,0,144,258,78,88,1,19.61,0.895,0.834,0.240,0.153,0.180,-0.285,1.529,0.3167,1.3027,0.720,0.465,0.158,0.110,-0.026,47,0,40,0,0,0,30039.50,1107.068,11415.535,30.798,79.145,16.816,2718.095,703.563,2.156,6098.532,4878.826,1788.932,1772.332,270.087,0.000137,-0.002534,38,0,34,6,34,28,4444,19,6,13.367,626,60,43,0,0,40,3,721,137,121,10,0,102,9,3307,488,6,7942.916,6206.925,36.191,0.859,6.180,592.051,182.409,7.130,94,12,0,12,0,288,2515,485,7,6607.210,3522.051,31.902,3.914,4.838,627.244,181.948,11.304,40,12,0,12,0,236,1535,278,1,2594.571,907.182,0.819,3.865,2.349,352.796,93.421,3.031,6,6,0,6,0,142,1041,196,1,2244.519,398.722,1.059,8.793,0.000,246.600,59.052,2.965,4,2,0,2,0,96,1274,200,4,2336.566,146.411,2.134,0.000,0.000,284.564,72.159,0.463,0,1,0,1,0,34,1064,156,0,2237.500,18.279,0.000,0.000,0.000,210.041,52.084,0.424,0,1,0,1,0,45,1,0,1,0,2,0,0,1,0,0,0,0
91,3.0,730,8130,0,141,419,77,93,1,22.86,0.931,0.872,0.227,0.149,0.145,-0.384,1.528,0.3143,1.4363,0.771,0.475,0.115,0.113,-0.037,61,1,36,0,0,0,36053.91,1154.631,14533.477,40.365,193.299,22.734,3653.541,1014.124,2.156,7842.418,6273.934,1415.818,1807.910,252.024,0.000139,-0.004052,52,0,29,7,25,18,6335,20,7,18.631,607,51,42,0,0,39,3,757,159,136,12,2,121,1,5678,629,11,10648.685,8204.842,67.463,0.352,13.772,1023.743,323.947,15.521,125,20,0,20,0,247,4329,584,16,9134.727,4920.580,91.081,1.840,3.357,1098.834,342.106,18.666,63,8,0,8,0,248,1584,201,4,1921.553,651.675,12.288,0.666,1.502,362.713,90.091,2.801,3,1,1,0,0,80,1122,214,1,2956.630,544.391,0.968,18.876,0.000,266.646,62.226,5.058,4,0,0,0,0,0,1290,164,0,1860.000,119.900,0.000,0.000,0.000,286.907,68.634,0.352,0,0,0,0,0,0,1043,110,0,1717.500,12.770,0.000,0.000,0.000,207.658,47.556,0.709,0,1,0,1,0,84,0,0,0,0,0,0,0,1,0,0,0,0
121,4.0,942,6492,0,139,634,76,93,1,28.35,0.962,0.905,0.190,0.142,0.119,-0.471,1.529,0.3182,1.6231,0.776,0.446,0.098,0.114,-0.046,99,3,49,0,0,0,43849.56,1134.271,18454.994,24.392,301.556,26.317,4855.540,1444.314,2.156,10540.300,8432.240,1838.417,1225.183,344.340,0.000165,-0.005613,49,0,45,4,46,42,8230,4,4,11.360,585,45,27,0,0,22,5,753,266,236,8,1,224,3,9373,786,26,14925.824,11464.500,245.426,1.627,9.059,1728.298,565.185,21.713,195,30,0,30,0,776,6364,711,10,10799.377,5981.132,52.924,2.275,0.000,1590.099,520.948,28.679,63,13,3,10,0,542,1548,133,0,1277.500,434.228,0.000,5.575,2.301,360.238,92.581,5.342,0,3,0,3,0,258,1219,143,2,1968.574,374.776,0.580,3.555,0.000,285.261,61.024,3.394,3,1,0,1,0,111,1290,106,5,1254.883,90.574,1.045,0.000,0.000,287.023,65.468,0.696,0,0,0,0,0,0,1003,86,2,1369.433,11.163,0.014,0.000,0.000,201.550,44.535,0.255,0,1,0,1,0,104,0,1,0,0,0,0,0,0,0,0,0,0
151,5.0,1299,4143,36,135,988,73,103,2,41.86,0.996,0.952,0.167,0.125,0.093,-0.531,1.533,0.3194,1.8092,0.792,0.437,0.075,0.116,-0.059,92,12,70,0,0,0,56483.05,1148.549,28520.267,57.929,307.173,23.082,6594.118,2032.061,2.237,17881.124,14304.900,2891.555,1613.249,383.813,0.000147,-0.005404,47,0,64,6,60,54,10197,0,6,22.820,625,75,70,6,0,59,5,864,378,339,8,0,330,1,14290,1067,26,20282.770,15660.757,248.023,1.326,18.659,2738.475,892.069,29.300,253,43,7,36,0,1840,9565,1235,10,20715.812,11623.013,53.274,9.179,4.161,2297.921,749.573,36.906,179,24,4,20,0,1003,1651,180,5,1993.480,659.482,5.256,2.365,0.000,396.080,106.650,5.519,3,5,0,5,0,190,1290,144,0,2252.500,428.676,0.000,4.009,0.000,301.132,67.971,4.188,2,1,1,0,0,105,1243,93,4,1056.331,78.254,0.619,0.000,0.000,272.594,60.435,0.532,0,2,0,2,0,255,984,79,2,1366.534,13.105,0.001,18.230,0.000,198.975,43.301,3.278,0,1,0,1,0,145,0,0,0,0,11,0,0,0,0,0,0,0
181,6.0,1604,2182,36,130,1306,68,100,4,64.14,1.016,0.978,0.160,0.112,0.082,-0.568,1.532,0.3156,1.8808,0.826,0.423,0.062,0.119,-0.063,106,20,85,0,0,0,67134.81,1160.458,29062.878,100.450,231.816,26.862,8948.836,2871.765,4.764,16865.945,13492.756,3092.759,1056.893,323.812,0.000171,-0.006444,41,0,80,5,57,53,11809,0,5,15.894,573,126,125,26,0,98,0,874,441,422,8,2,410,2,20424,998,16,20817.778,16300.463,216.649,0.856,5.388,4047.062,1364.905,30.720,245,59,2,57,0,3243,13987,1254,0,21112.500,12023.215,0.000,7.200,7.851,3314.536,1111.462,40.104,160,26,11,15,0,2051,1737,87,25,993.793,336.915,15.167,6.195,2.641,427.010,109.985,7.195,1,6,2,4,0,688,1303,85,0,1617.500,302.597,0.000,0.753,0.000,304.607,68.479,2.988,3,3,2,1,0,328,1202,67,0,660.000,51.805,0.000,25.718,0.000,272.292,55.976,5.885,0,2,1,1,0,334,917,25,0,310.000,2.426,0.000,43.834,0.013,195.531,37.834,5.599,0,3,1,2,0,500,0,0,0,0,2,0,0,0,0,0,0,0
211,7.0,1715,1159,36,132,1435,60,88,8,85.48,1.029,0.986,0.159,0.104,0.080,-0.588,1.536,0.3095,1.8932,0.782,0.364,0.047,0.118,-0.067,117,45,139,0,1,0,65950.88,1195.434,20916.490,80.924,490.146,26.254,10533.919,3576.916,7.629,12229.873,9783.898,5535.874,477.631,798.840,0.000131,-0.007069,63,0,138,1,121,120,12744,0,1,3.685,527,79,79,14,0,54,11,763,391,361,9,2,349,1,24609,730,28,15921.822,12293.042,289.591,1.939,0.000,4963.332,1764.380,59.060,186,95,13,81,1,6685,17169,784,25,14673.804,8177.151,190.165,23.465,3.685,4116.499,1409.436,60.352,107,66,19,47,0,5096,1674,70,7,667.654,241.058,7.890,3.921,0.000,404.304,106.858,6.006,0,8,5,3,0,1410,1149,49,0,717.500,145.703,0.000,7.741,0.000,259.971,54.466,3.122,0,7,2,5,0,1049,1116,22,3,284.549,13.190,2.500,23.556,0.000,247.839,48.616,2.737,0,3,2,1,0,579,790,10,0,127.500,0.779,0.000,16.618,0.000,163.725,28.496,3.373,0,5,4,1,0,975,0,0,0,0,3,0,0,0,0,0,0,0
241,8.0,1679,1015,36,133,1424,45,77,9,120.23,1.024,0.988,0.147,0.098,0.081,-0.606,1.538,0.3181,1.9235,0.826,0.323,0.043,0.119,-0.067,89,77,105,0,2,0,60347.50,1227.469,12340.587,50.901,685.803,21.637,10640.560,3562.679,10.483,5940.570,4752.456,3068.108,227.745,524.644,0.000076,-0.006851,94,0,104,1,82,81,12005,11,1,3.286,417,99,99,8,0,86,5,571,271,264,19,0,245,0,25432,443,53,10699.942,7937.490,512.895,2.239,0.000,5143.556,1725.769,44.933,100,105,32,72,1,11058,17580,358,30,7390.887,4201.585,153.057,5.377,0.000,4241.077,1505.369,43.883,44,50,24,26,0,5405,1426,35,0,315.000,113.714,0.000,2.688,3.286,334.687,95.049,3.585,0,7,6,1,0,1091,1011,19,0,282.500,58.069,0.000,21.083,0.000,227.312,48.139,6.468,1,5,4,1,0,1118,931,18,0,240.000,13.223,0.000,4.098,0.000,199.333,38.760,2.063,0,9,5,3,1,1997,611,2,0,32.500,0.684,0.000,12.130,0.000,114.674,16.576,2.671,0,6,5,1,0,1337,0,0,0,0,0,0,0,0,0,0,0,0
271,9.0,1656,823,36,137,1415,35,69,9,128.76,1.013,0.993,0.138,0.094,0.083,-0.618,1.533,0.3172,1.9621,0.781,0.343,0.035,0.121,-0.068,112,94,99,0,3,0,56825.86,1288.488,13899.894,40.701,239.969,19.878,10262.714,3500.948,13.572,6730.706,5384.565,3086.751,118.470,422.130,0.000147,-0.006906,38,0,98,1,85,84,11929,0,1,3.343,351,63,59,7,2,46,4,521,207,197,11,0,183,3,25080,443,13,10031.630,7777.810,117.993,3.104,0.000,5055.382,1623.866,41.277,99,113,50,60,3,13566,17268,489,18,10067.417,5915.712,114.050,7.330,3.343,4091.611,1585.455,38.850,69,64,29,35,0,7494,1273,36,4,339.758,116.706,5.803,4.368,0.000,294.446,87.696,2.622,0,4,3,1,0,709,894,17,3,276.648,52.994,2.123,8.030,0.000,197.136,43.038,3.885,0,4,2,2,0,784,722,9,0,190.000,9.723,0.000,7.558,0.000,155.525,29.090,2.219,0,6,6,0,0,1488,498,4,0,47.500,0.880,0.000,6.968,0.000,86.621,12.401,1.467,0,4,4,0,0,1042,0,0,0,0,0,0,0,0,0,0,0,0
301,10.0,1605,632,33,138,1380,30,57,9,147.32,0.998,0.993,0.121,0.091,0.085,-0.629,1.535,0.3151,2.0105,0.778,0.333,0.032,0.122,-0.071,74,124,86,0,0,0,55949.10,1331.541,15468.581,56.427,372.525,23.053,9824.458,3496.006,12.749,5994.105,4795.284,2650.234,123.753,427.288,0.000143,-0.008319,49,0,81,5,72,67,11703,0,5,14.367,292,25,25,8,0,16,1,443,150,146,13,0,132,1,24735,531,22,12105.159,9362.253,215.863,1.218,5.077,4933.323,1659.982,32.075,101,106,56,50,0,14361,16978,512,26,10239.084,5901.659,156.659,8.945,9.290,3890.457,1587.517,36.523,51,81,55,26,0,10465,1084,34,0,290.000,109.356,0.000,4.112,0.000,251.917,73.979,3.577,0,8,6,2,0,1802,785,18,0,275.000,56.467,0.000,3.676,0.000,174.468,36.848,2.456,0,4,2,2,0,1002,598,6,0,62.500,2.964,0.000,8.236,0.000,124.631,22.456,1.288,0,3,2,1,0,871,384,1,1,32.541,0.167,0.003,15.872,0.000,59.141,6.640,2.437,0,2,2,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0
