tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore
31,1.0,471,11305,0,140,160,81,90,1,12.78,0.892,0.821,0.234,0.181,0.209,-0.161,1.529,0.3212,1.2490,0.820,0.471,0.245,0.105,-0.008,42,0,55,0,0,0,27471.61,1286.643,12647.355,148.014,98.446,10.105,2434.291,732.750,0.132,4774.416,3819.533,3073.745,2548.025,217.915,0.000171,-0.001740,20,0,39,16,38,28,3704,0,16,49.633,712,91,68,6,0,54,8,690,159,151,14,0,135,1,2097,426,1,4704.264,4233.356,3.583,7.711,25.276,410.183,116.343,25.021,43,9,0,9,0,156,2015,397,11,4721.401,3511.362,79.502,12.100,11.063,466.200,138.505,34.221,42,11,0,11,0,125,1605,320,2,3493.003,2014.096,5.033,25.551,2.951,370.034,106.187,25.901,6,5,0,5,0,93,1137,285,3,2989.117,1262.702,5.237,11.358,9.459,271.549,74.040,14.638,6,7,0,7,0,71,1391,301,3,3375.560,865.175,5.091,20.891,0.884,313.312,87.788,6.979,5,5,0,5,0,70,1163,222,0,3100.000,232.962,0.000,20.770,0.000,226.334,64.495,3.891,0,2,0,2,0,27,1,0,0,0,9,1,0,0,0,0,0,1
61,2.0,554,9743,0,144,236,78,96,2,19.23,0.957,0.859,0.253,0.171,0.186,-0.236,1.525,0.3177,1.3165,0.815,0.458,0.232,0.107,-0.018,49,0,71,0,0,0,31516.95,1232.163,15372.266,141.770,168.719,15.540,3057.355,936.181,2.087,6638.242,5310.594,3541.977,3519.152,316.450,0.000167,-0.003354,45,0,66,5,58,53,4541,17,5,19.925,656,65,43,7,0,31,5,799,210,198,22,0,163,13,2184,289,3,3833.337,3430.060,35.542,6.939,7.302,445.836,124.973,23.458,18,15,0,15,0,461,3849,672,17,11279.932,8501.605,115.020,26.895,9.217,1021.890,311.355,73.338,107,34,0,34,0,485,1680,277,3,2610.422,1539.735,5.023,33.466,3.406,409.128,110.951,38.899,10,8,0,8,0,177,1130,216,4,2319.409,944.004,7.461,16.283,0.000,272.863,68.163,11.303,6,3,0,3,0,132,1279,174,1,2045.394,494.945,0.956,38.262,0.000,293.735,71.611,9.655,2,4,0,4,0,120,1090,178,0,2612.500,203.735,0.000,0.000,0.000,213.935,54.728,1.773,1,2,0,2,0,88,0,0,1,0,3,0,0,3,0,0,0,1
91,3.0,666,8427,0,140,352,75,99,3,27.41,0.995,0.898,0.222,0.162,0.156,-0.313,1.517,0.3215,1.4504,0.808,0.457,0.198,0.108,-0.014,65,2,44,0,0,0,35338.27,1234.947,13945.356,79.498,269.232,23.421,3751.571,1161.587,3.596,6521.261,5217.009,1810.943,3197.481,209.048,0.000179,-0.005665,62,0,31,13,40,28,5862,16,13,41.575,606,62,43,0,0,40,3,781,182,178,15,0,156,7,2752,315,5,3796.271,3340.631,29.959,3.432,15.042,591.544,157.581,39.066,35,5,0,5,0,135,5876,614,36,10664.336,7888.668,216.092,10.010,17.661,1528.767,480.753,113.407,105,17,1,16,0,605,1785,193,2,1737.879,1005.607,6.918,19.931,7.775,446.606,116.447,24.421,6,5,1,4,0,170,1110,215,3,2469.506,1036.278,6.953,4.550,0.000,278.303,63.827,7.701,3,3,0,3,0,186,1244,133,0,1277.500,319.639,0.000,0.000,1.096,283.169,67.110,2.296,0,1,0,1,0,75,1069,134,0,2055.000,155.656,0.000,0.000,0.000,211.757,49.903,2.221,0,2,0,2,0,171,0,0,0,0,2,0,0,0,0,0,0,0
121,4.0,885,6776,0,136,567,71,111,3,38.71,1.040,0.955,0.196,0.143,0.124,-0.374,1.514,0.3297,1.6522,0.834,0.426,0.143,0.112,-0.016,91,6,51,0,0,0,43574.88,1190.162,21571.179,93.293,363.556,22.441,4881.424,1648.969,4.650,11725.673,9380.539,2444.486,2960.093,333.271,0.000144,-0.007209,65,0,43,8,45,37,8788,7,8,31.703,578,46,35,3,0,28,4,791,200,192,6,0,170,16,3244,375,10,4199.646,3636.127,65.102,6.351,7.745,710.159,192.538,47.173,34,12,0,12,0,584,10137,1050,28,20787.200,15353.072,267.379,23.507,21.198,2536.947,844.244,210.670,225,27,2,25,0,841,1830,164,2,1745.286,1028.097,4.824,2.770,2.759,461.177,119.322,10.263,2,2,1,1,0,198,1259,241,3,2446.209,1050.259,3.193,11.931,0.000,311.959,71.395,6.147,9,2,0,2,0,228,1203,73,11,704.077,169.091,15.544,0.000,0.000,272.962,61.943,2.276,1,3,2,1,0,309,1003,105,4,1566.911,131.703,0.463,17.032,0.000,202.310,45.838,2.326,0,2,0,2,0,225,0,0,0,0,7,0,0,2,0,0,0,0
151,5.0,1203,4563,38,124,867,63,149,4,59.08,1.097,1.025,0.205,0.122,0.096,-0.415,1.513,0.3317,1.8589,0.823,0.371,0.099,0.116,-0.021,84,14,116,0,0,0,56236.20,1130.473,32853.591,176.348,628.855,24.144,7010.967,2632.691,4.742,19504.333,15603.467,4908.628,2416.674,624.519,0.000232,-0.010230,105,0,101,15,103,92,12678,33,15,51.595,549,53,51,5,0,43,3,864,240,232,7,0,213,11,3919,357,1,4387.099,3808.613,10.898,16.582,10.193,858.817,238.013,84.801,46,13,1,12,0,590,17214,1573,65,33927.246,24798.541,576.663,67.728,38.981,4350.713,1535.907,350.191,356,86,8,78,0,3531,2348,291,4,4318.503,2693.381,22.349,7.430,0.000,628.847,172.286,5.949,27,5,0,5,0,439,1545,229,2,2655.771,1144.120,4.240,9.558,1.322,374.597,98.004,6.175,16,3,2,1,0,345,1117,69,0,622.500,164.612,0.000,0.000,1.100,247.305,53.212,4.528,0,4,2,2,0,519,901,89,0,1577.500,114.942,0.000,23.455,0.000,181.597,41.357,8.467,0,4,1,3,0,498,0,0,0,0,12,0,0,9,0,0,0,0
181,6.0,1549,2636,38,122,1202,59,166,3,65.78,1.115,1.070,0.210,0.105,0.079,-0.441,1.510,0.3504,2.0186,0.900,0.295,0.076,0.118,-0.021,100,29,106,0,1,0,66474.01,1129.407,33463.940,174.370,729.831,24.656,9910.654,3828.568,5.904,20817.663,16654.131,4171.583,1909.486,540.182,0.000244,-0.012545,100,0,101,5,88,84,17633,19,5,9.971,414,80,80,16,0,63,1,1069,529,522,17,0,505,0,4366,258,4,2757.875,2332.422,59.479,5.120,0.000,960.986,279.572,59.088,29,21,6,15,0,1772,26447,1733,61,37740.931,27722.441,588.626,52.725,9.332,6873.682,2524.034,442.878,423,92,15,77,0,4793,2956,192,13,3349.453,2067.110,69.567,33.094,0.000,858.423,255.143,21.884,21,10,3,7,0,767,1771,173,1,2675.926,1154.902,5.712,6.592,0.639,438.038,105.649,6.076,6,4,3,0,1,682,1006,43,2,365.752,84.338,2.602,42.632,0.000,233.814,46.047,10.037,0,3,1,2,0,499,840,52,0,810.000,61.213,0.000,24.236,0.000,174.746,34.656,10.432,0,1,1,0,0,181,0,0,0,0,13,0,0,9,0,0,0,0
211,7.0,1726,1390,38,127,1353,56,190,8,93.36,1.120,1.095,0.216,0.098,0.076,-0.443,1.505,0.3550,2.1162,0.848,0.236,0.055,0.118,-0.023,113,57,110,0,0,0,68374.91,1137.869,26077.263,144.044,569.982,20.209,12285.153,4999.762,5.796,14846.090,11876.872,3804.404,949.969,443.977,0.000202,-0.014759,68,0,108,2,85,84,21792,0,2,4.702,455,113,113,18,0,89,6,1264,879,854,13,0,836,5,4610,175,6,2019.403,1731.913,6.637,12.362,0.000,994.389,298.286,59.479,20,17,7,10,0,1610,34545,1365,51,28458.072,20695.524,545.926,49.537,2.122,9039.139,3479.958,560.396,272,127,41,86,0,10603,3650,203,7,4045.818,2598.220,13.194,11.505,0.000,1075.094,344.914,25.328,33,10,6,4,0,1420,1832,116,1,2223.465,950.810,2.403,16.006,2.580,437.174,102.616,6.506,12,8,2,6,0,1026,931,20,2,173.390,46.558,1.392,35.787,0.000,212.068,38.746,12.623,0,2,1,1,0,393,791,16,1,159.884,16.913,0.430,14.146,0.000,158.609,30.558,7.902,0,1,0,1,0,192,0,0,0,0,15,0,0,18,0,0,0,0
241,8.0,1662,1047,38,128,1323,45,166,14,108.94,1.116,1.098,0.212,0.087,0.077,-0.455,1.502,0.3538,2.1435,0.846,0.227,0.045,0.118,-0.024,95,105,121,0,0,0,60159.11,1187.443,14715.984,143.289,565.040,21.180,12682.091,5118.304,15.597,6912.079,5529.663,4368.816,183.874,511.417,0.000139,-0.015320,79,0,117,4,115,111,21779,0,4,13.000,405,77,77,1,0,71,5,1245,818,818,8,0,802,8,4560,81,5,1099.099,925.931,32.454,5.797,0.000,967.499,298.990,40.978,8,14,9,5,0,2009,36162,822,64,17109.869,12372.226,511.601,94.644,13.000,9520.560,3627.925,576.499,140,165,76,89,0,14612,3609,83,7,1643.145,1040.311,15.243,10.499,0.000,1080.118,352.863,20.058,6,20,11,9,0,2970,1744,50,3,615.994,262.935,5.741,16.414,0.000,412.041,97.074,7.649,3,12,4,8,0,1804,810,14,0,210.000,49.524,0.000,0.000,0.000,177.788,32.179,3.351,0,7,3,4,0,1503,740,13,0,115.000,9.712,0.000,2.935,0.000,147.628,25.696,2.538,0,4,2,2,0,913,0,0,0,0,2,0,0,3,0,0,0,0
271,9.0,1560,913,38,125,1243,37,155,21,124.78,1.109,1.102,0.202,0.081,0.079,-0.464,1.503,0.3512,2.1743,0.870,0.248,0.047,0.118,-0.025,70,164,80,0,0,0,54698.22,1215.522,14143.739,87.922,311.740,18.054,11890.470,4712.561,24.226,6055.885,4844.708,2484.965,292.158,292.511,0.000186,-0.016637,53,0,75,5,67,63,20292,1,5,17.771,300,73,72,2,0,67,3,1222,810,807,11,0,796,0,4575,100,3,1665.382,1400.448,48.657,9.072,0.000,956.272,307.358,30.265,13,13,12,1,0,1866,34038,705,45,15582.540,11469.549,237.060,40.885,17.391,8932.903,3383.894,449.718,115,195,129,66,0,21825,3431,82,3,1673.571,1025.078,17.306,0.699,0.000,1029.707,348.148,17.664,11,15,12,3,0,1979,1438,24,1,366.928,158.597,5.509,16.246,0.000,341.861,77.763,14.884,1,8,4,4,0,838,647,14,0,105.000,27.809,0.000,0.911,0.380,146.638,24.113,4.554,0,3,3,0,0,770,588,10,0,145.000,10.775,0.000,2.338,0.000,111.505,19.140,2.948,0,5,4,1,0,1283,0,0,0,0,2,0,0,2,0,0,0,0
301,10.0,1537,695,34,129,1235,29,144,23,139.75,1.108,1.115,0.200,0.078,0.081,-0.472,1.502,0.3516,2.2331,0.838,0.209,0.040,0.119,-0.027,90,145,64,0,4,0,53492.61,1226.069,17753.126,83.767,353.565,15.852,11376.380,4585.609,32.040,8175.027,6540.022,2117.597,251.704,270.234,0.000136,-0.016419,43,0,61,3,52,49,19171,0,3,14.354,224,41,40,8,0,21,11,1045,672,669,5,0,661,3,4422,77,5,1305.658,1091.896,23.598,3.378,0.000,928.980,296.353,31.552,13,20,13,7,0,3668,32729,924,36,21462.549,15644.551,327.845,35.586,14.354,8592.452,3424.996,350.721,166,162,113,45,4,19588,3224,72,2,1313.734,836.836,2.122,1.735,0.000,974.482,306.146,15.682,4,14,11,3,0,2022,1307,17,0,250.000,109.314,0.000,7.645,0.000,310.169,71.130,6.564,0,6,3,3,0,1242,572,3,0,57.500,12.768,0.000,0.000,0.000,128.802,23.089,1.085,0,3,2,1,0,875,407,4,0,82.500,4.055,0.000,21.069,0.000,69.382,12.190,13.299,0,5,3,2,0,1402,0,0,0,0,5,0,0,0,0,0,0,0
