tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore
31,1.0,527,10488,0,147,165,102,113,0,11.55,0.925,0.898,0.154,0.151,0.197,-0.111,1.608,0.3165,1.4242,0.761,0.442,0.166,0.094,0.021,47,0,44,0,0,0,29157.01,1351.532,12869.937,103.987,65.254,10.990,2599.013,758.109,0.000,6856.233,5484.986,2270.194,1367.649,186.244,0.000122,-0.001513,22,0,35,9,25,18,3894,0,9,21.321,883,124,89,16,3,70,0,802,201,150,8,0,137,5,1794,405,2,5474.184,4779.273,3.858,0.623,10.300,403.260,132.148,22.312,45,8,0,8,0,61,2036,334,16,5948.155,3589.370,55.069,5.810,3.486,401.810,117.232,22.806,59,9,0,9,0,100,1589,393,1,4817.543,2134.790,5.745,11.300,6.870,353.087,101.738,9.594,22,5,0,5,0,47,1377,402,0,4660.000,1283.468,0.000,1.642,0.000,349.376,103.426,6.927,10,3,0,3,0,8,1470,254,1,3885.035,499.175,0.261,38.379,0.635,301.170,87.555,13.612,4,6,0,6,0,83,1663,281,2,3272.093,114.264,0.321,24.911,0.030,384.606,93.420,9.631,2,4,0,4,0,46,3,1,2,0,9,3,0,1,3,0,0,0
61,2.0,776,8661,0,157,336,107,176,0,15.47,0.953,1.018,0.130,0.135,0.151,-0.263,1.585,0.3200,1.6935,0.791,0.459,0.121,0.082,0.051,58,0,11,0,0,0,38983.10,1342.348,18245.769,14.844,109.949,16.532,3651.481,1153.689,0.000,10389.271,8311.417,518.192,2222.296,153.355,0.000177,-0.002375,30,0,9,2,7,7,6313,1,2,2.663,877,80,73,2,0,65,6,1177,437,369,2,0,365,2,3662,529,2,9473.645,8066.862,10.830,0.952,0.000,863.767,313.799,58.971,105,5,0,5,0,117,3625,388,11,8371.718,4954.388,64.204,0.862,0.000,710.118,231.553,26.657,83,3,0,3,0,90,2523,434,5,7564.165,3521.204,18.910,2.582,0.000,530.486,159.791,10.924,51,0,0,0,0,0,1639,306,2,3673.179,1019.276,10.573,0.000,2.113,425.213,128.669,12.203,6,0,0,0,0,0,1476,200,9,2614.815,345.469,3.529,2.957,0.549,308.844,81.873,5.158,2,0,0,0,0,0,1621,199,0,2210.000,76.301,0.000,4.828,0.000,376.666,81.213,2.395,0,1,0,1,0,57,1,0,0,0,11,2,0,3,4,0,0,2
91,3.0,1163,6181,0,151,626,110,276,1,25.86,1.001,1.165,0.105,0.120,0.111,-0.390,1.582,0.3288,2.0087,0.812,0.444,0.084,0.070,0.077,65,2,92,0,0,0,54689.42,1395.707,33146.389,144.400,226.175,16.409,5679.599,2171.436,0.120,19804.358,15843.487,3869.703,2784.025,514.426,0.000257,-0.003997,52,0,82,10,51,48,10356,9,10,10.831,1075,277,257,27,0,223,7,2267,1051,981,28,0,938,15,8170,1022,7,21421.243,18419.508,56.835,4.593,6.840,1954.766,813.222,132.767,258,39,0,39,0,957,5688,524,16,11117.988,6699.715,98.065,1.275,0.000,1139.023,420.698,42.409,108,22,1,21,0,685,4658,656,8,13510.463,6356.241,33.563,22.724,1.234,951.718,334.092,25.760,98,16,0,16,0,494,1867,297,1,4085.499,1114.384,6.610,14.507,0.000,474.454,142.126,18.095,11,4,0,4,0,137,1620,133,8,2136.542,307.559,10.843,48.799,2.362,335.499,88.322,20.672,2,2,1,1,0,89,1649,136,3,1381.875,45.450,1.332,41.671,0.395,382.094,78.776,14.599,0,1,0,1,0,82,1,0,0,0,24,3,1,11,1,0,0,0
121,4.0,1687,3537,0,150,1054,102,381,2,42.13,1.020,1.266,0.091,0.101,0.095,-0.482,1.587,0.3212,2.2481,0.843,0.393,0.068,0.063,0.097,109,9,108,0,0,0,72802.05,1414.301,42011.081,135.897,546.140,17.979,8924.953,3971.481,1.979,26011.976,20809.582,4577.798,2167.331,602.715,0.000179,-0.002985,67,0,103,5,70,68,15513,0,5,7.790,1057,306,287,24,0,259,4,3329,1713,1651,27,0,1594,30,16703,1177,33,27324.869,23460.841,402.994,7.608,0.000,4041.696,1937.283,249.761,361,45,4,41,0,1868,8299,602,10,13457.343,8372.125,82.917,5.775,4.582,1712.914,680.931,71.040,118,25,0,25,0,1253,7662,874,7,18912.278,8987.772,34.221,25.643,1.168,1559.264,582.678,43.414,147,26,0,26,0,905,1993,214,12,3017.590,826.217,20.912,18.246,1.365,489.563,148.252,29.262,9,8,3,5,0,562,1571,91,5,1316.632,169.777,5.095,39.148,0.675,324.896,85.261,16.685,2,4,0,4,0,334,1586,70,0,787.500,32.540,0.000,31.688,0.000,369.148,73.229,14.213,0,4,2,2,0,409,0,0,0,0,23,0,0,42,0,0,0,2
151,5.0,2098,1523,36,153,1440,95,410,3,58.29,1.026,1.300,0.085,0.092,0.089,-0.526,1.598,0.3211,2.3492,0.809,0.294,0.052,0.063,0.107,97,25,136,0,1,0,83590.14,1423.380,38848.522,187.168,1098.894,22.015,12163.801,5677.697,2.150,23147.852,18518.282,4744.526,1719.942,733.285,0.000155,-0.003118,113,0,130,6,79,75,21778,0,6,9.327,994,239,232,40,0,182,9,4390,2380,2300,31,1,2211,57,25113,1141,63,27007.586,22765.850,711.309,6.632,0.000,6011.611,3016.167,313.668,325,87,13,73,1,4150,12288,695,30,16795.436,10363.206,290.040,8.219,5.339,2564.920,1054.870,90.441,165,34,5,29,0,3084,9997,487,15,11071.836,5178.420,92.933,21.448,2.364,2023.007,727.277,76.212,71,19,2,17,0,929,2044,87,3,1169.524,334.137,2.014,26.016,1.388,490.451,154.052,26.031,3,9,2,7,0,507,1488,45,2,630.007,86.662,2.598,54.010,0.236,308.789,81.230,18.226,0,2,0,2,0,256,1476,51,0,662.500,28.520,0.000,61.517,0.000,328.656,66.180,11.929,0,5,3,2,0,626,0,0,0,0,8,0,0,25,0,0,0,0
181,6.0,2323,466,36,153,1692,85,393,4,88.56,1.029,1.330,0.082,0.079,0.083,-0.564,1.589,0.3292,2.4928,0.827,0.268,0.040,0.061,0.114,110,67,124,0,0,0,84365.84,1443.603,29196.145,109.184,835.750,20.999,14492.120,6752.597,6.446,17124.146,13699.317,4002.362,630.543,664.346,0.000206,-0.004450,158,0,119,5,99,97,27739,39,5,10.732,865,215,191,16,0,168,5,4379,2087,2061,33,0,1963,65,32413,1068,62,25833.397,21852.540,588.490,4.133,9.968,7757.696,3907.808,387.583,319,111,39,72,0,8663,15010,390,30,9445.654,5881.651,144.876,19.459,0.000,3116.130,1188.769,121.762,78,34,10,24,0,3120,10312,111,18,2524.005,1116.894,70.573,23.619,0.000,2120.827,712.002,76.548,11,22,4,18,0,1998,1833,36,7,700.119,190.747,7.648,7.600,0.000,437.436,131.105,23.539,1,7,5,2,0,870,1425,22,0,445.000,70.986,0.000,30.540,0.764,304.567,78.848,17.903,1,5,3,2,0,741,1302,23,2,338.407,13.392,0.081,13.102,0.000,287.589,55.063,9.953,0,6,5,1,0,864,0,0,0,0,2,0,0,2,0,0,0,0
211,7.0,2141,312,36,142,1562,67,370,13,96.79,1.028,1.329,0.084,0.080,0.085,-0.569,1.578,0.3264,2.5172,0.851,0.225,0.034,0.061,0.114,80,98,235,0,1,0,68828.76,1430.490,14474.811,201.769,1018.646,16.977,14773.658,7144.101,11.986,6362.544,5090.035,7210.698,268.099,963.093,0.000202,-0.006485,166,0,221,14,183,174,28867,39,14,35.904,705,208,179,39,1,122,16,4083,1534,1499,54,0,1385,60,34601,501,72,12931.583,10463.157,760.571,13.428,20.899,8341.270,4277.937,477.995,112,202,56,146,0,15832,15118,173,30,4289.559,2558.256,150.587,13.306,11.138,3106.775,1190.132,114.668,25,63,12,50,1,5063,9791,126,19,3065.672,1317.481,89.815,46.065,2.436,1991.589,699.065,56.547,12,30,13,17,0,3611,1675,15,1,296.992,75.970,7.768,11.788,0.000,389.146,113.441,18.021,0,7,4,3,0,1151,1239,9,0,155.000,25.975,0.000,61.599,1.432,261.463,66.844,36.659,0,9,7,2,0,1486,1102,4,5,79.175,1.884,0.599,19.679,0.000,233.745,43.474,11.322,0,9,6,3,0,1801,0,0,0,0,2,0,0,0,0,0,0,0
241,8.0,1926,327,36,137,1412,51,326,16,134.10,1.020,1.326,0.083,0.078,0.088,-0.579,1.584,0.3256,2.5214,0.821,0.168,0.032,0.060,0.115,58,160,138,0,1,0,58490.17,1368.151,12844.932,129.616,952.291,11.221,13205.234,6409.482,26.570,3420.659,2736.528,3777.120,47.324,531.424,0.000159,-0.007358,116,0,130,8,112,105,25095,5,8,27.654,563,136,132,22,0,96,14,3713,1168,1123,30,0,1057,36,30803,441,83,11659.532,9381.938,759.533,6.316,21.348,7468.944,3966.858,397.659,72,172,90,82,0,18809,13702,145,17,3639.258,2190.202,118.445,5.444,5.963,2799.212,1043.906,83.202,6,56,27,29,0,6927,9139,110,9,2605.337,1178.123,40.579,29.602,0.000,1834.142,645.266,36.698,3,37,25,11,1,5652,1350,15,0,217.500,61.597,0.000,3.002,0.343,305.549,85.207,12.683,0,10,8,2,0,1935,1002,6,2,55.364,7.468,1.232,50.901,0.000,209.132,49.982,17.606,0,6,3,3,0,1199,803,6,0,45.000,0.274,0.000,6.697,0.000,161.789,30.211,4.291,0,10,7,3,0,2269,0,0,0,0,0,0,0,0,0,0,0,0
271,9.0,1700,319,36,131,1258,38,273,15,144.01,1.014,1.327,0.083,0.070,0.092,-0.593,1.583,0.3270,2.5370,0.869,0.176,0.037,0.060,0.117,52,221,88,0,4,0,53647.03,1350.966,14343.931,72.341,588.750,8.305,11552.064,5436.970,26.421,3562.616,2850.093,2380.905,157.068,344.429,0.000115,-0.007849,93,0,82,6,63,58,21657,0,6,7.535,454,102,90,22,2,65,1,3219,899,851,12,0,803,36,27680,517,53,12937.544,10788.186,485.267,3.877,5.163,6705.733,3457.111,269.618,74,164,125,38,1,19120,11936,159,20,3920.561,2413.034,77.464,3.417,0.000,2406.641,883.387,52.825,9,73,46,25,2,10491,7839,95,11,2266.526,1027.261,24.713,9.705,1.994,1521.985,558.188,25.930,3,49,33,15,1,8447,1153,20,1,293.380,84.551,0.810,1.234,0.000,255.647,68.910,6.733,0,7,6,1,0,1555,803,5,0,72.500,11.272,0.000,37.704,0.379,166.428,38.805,17.487,0,6,4,2,0,1444,500,2,8,32.224,0.685,0.496,8.869,0.000,93.181,19.529,5.192,0,7,6,1,0,1767,0,0,0,0,0,0,0,0,0,0,0,0
301,10.0,1533,416,34,132,1138,29,234,11,158.59,1.011,1.326,0.082,0.062,0.093,-0.602,1.585,0.3417,2.5812,0.846,0.182,0.041,0.060,0.119,40,172,103,0,2,0,49944.95,1394.801,14412.034,93.667,534.455,6.095,10326.145,4871.965,22.829,4493.562,3594.850,2938.937,154.391,389.591,0.000181,-0.009596,72,0,99,4,73,70,19628,3,4,9.193,438,91,90,28,3,53,6,2672,705,666,19,0,596,51,25449,490,46,12279.425,10319.174,377.180,4.379,6.473,6169.910,3167.253,219.111,83,167,96,69,2,24112,10412,184,15,4550.326,2808.821,115.682,4.382,0.000,2087.454,803.240,37.673,14,50,34,16,0,8240,6641,113,5,2682.753,1213.481,24.488,18.575,2.053,1279.949,473.617,21.842,8,40,29,11,0,7493,888,12,1,164.519,45.253,1.497,1.532,0.000,201.507,49.709,4.500,0,7,5,2,0,1756,595,3,2,45.080,5.362,0.815,35.977,0.668,121.159,28.625,16.252,0,7,6,1,0,1945,394,2,0,15.000,0.485,0.000,19.629,0.000,67.162,13.807,4.112,0,2,2,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0
331,11.0,1455,427,34,130,1102,20,203,14,183.30,1.015,1.332,0.083,0.053,0.094,-0.622,1.597,0.3181,2.6207,0.856,0.192,0.045,0.061,0.121,36,140,88,0,1,0,51125.29,1470.363,18323.752,83.585,499.214,5.579,9584.000,4601.849,19.587,6327.754,5062.204,2490.017,366.968,369.396,0.000150,-0.011350,73,0,85,3,63,61,18983,0,3,12.230,341,49,39,20,0,16,3,2443,636,597,25,3,546,23,24107,638,46,15998.928,13563.973,327.392,4.071,11.937,5886.409,3047.098,199.012,120,127,80,47,0,19124,9516,220,14,5555.241,3421.727,134.378,3.471,0.000,1907.954,772.490,33.875,24,53,27,25,1,10506,5775,115,5,2682.555,1206.686,33.999,21.519,0.000,1077.803,405.601,18.095,5,33,23,10,0,6908,762,16,2,300.079,93.246,1.722,5.271,0.000,170.951,40.706,6.115,0,3,1,2,0,832,450,3,6,33.235,3.259,1.722,24.480,0.293,88.956,22.958,11.034,0,4,4,0,0,1264,302,1,0,7.500,0.297,0.000,12.542,0.000,53.271,9.656,4.341,0,5,4,1,0,1597,0,0,0,0,0,0,0,0,0,0,0,0
