tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer
331,11.0,1400,669,50,153,1028,19,200,10,168.49,1.008,1.077,0.073,0.055,0.100,-0.456,1.512,0.3285,2.5002,0.830,0.235,0.041,0.068,0.032,105,71,85,0,2,0,51381.56,1677.492,13642.798,45.450,494.037,13.514,8021.018,3808.923,13.395,4500.208,3600.166,2493.146,367.903,640.617,0.000238,0.002935,91,0,72,13,76,66,28985,23,13,20.689
361,12.0,1386,698,50,162,1023,14,187,11,155.18,1.010,1.079,0.072,0.054,0.105,-0.464,1.513,0.3157,2.4948,0.810,0.222,0.039,0.068,0.032,113,58,76,0,3,0,50742.57,1737.375,13619.548,42.659,552.327,16.371,7919.238,3659.054,19.496,5114.890,4091.912,2518.986,208.953,689.872,0.000251,0.007423,88,0,74,2,70,68,29201,6,2,4.175
391,13.0,1375,736,50,169,1021,11,174,11,179.42,1.008,1.082,0.071,0.050,0.109,-0.470,1.523,0.3211,2.5247,0.787,0.237,0.036,0.067,0.033,103,76,62,0,3,0,51372.79,1898.085,14259.621,41.605,460.409,13.121,7862.269,3662.902,16.375,5428.744,4342.996,2075.759,371.510,494.534,0.000175,0.010539,73,0,59,3,53,51,29118,0,3,3.949
421,14.0,1398,760,50,171,1061,10,156,15,194.90,1.017,1.088,0.072,0.049,0.109,-0.478,1.518,0.3287,2.5156,0.776,0.211,0.040,0.066,0.034,94,66,71,0,0,0,53629.75,1972.052,16723.877,43.266,700.437,13.139,7896.103,3845.950,19.667,6616.042,5292.833,2242.496,435.999,718.805,0.000116,0.012204,94,0,65,6,63,57,29329,0,6,8.959
451,15.0,1442,779,45,175,1118,9,140,18,201.09,1.030,1.092,0.070,0.046,0.109,-0.487,1.508,0.3374,2.4966,0.786,0.183,0.040,0.066,0.035,98,43,90,0,2,0,56547.99,2065.488,18899.680,55.397,620.563,10.298,8193.278,3977.767,24.900,7396.510,5917.208,3040.521,637.944,748.614,0.000172,0.014154,94,0,83,7,76,71,30516,1,7,12.189
481,16.0,1505,756,45,180,1190,7,128,18,218.05,1.042,1.100,0.070,0.044,0.109,-0.497,1.501,0.3248,2.5120,0.785,0.161,0.032,0.065,0.036,91,40,100,0,3,0,59351.00,2218.440,20243.216,79.820,741.092,8.939,8595.116,4248.448,31.742,8639.759,6911.807,3608.437,690.705,836.066,0.000178,0.015529,127,0,90,10,82,73,31770,17,10,14.821
511,17.0,1575,768,45,181,1272,7,115,20,209.18,1.053,1.108,0.071,0.044,0.107,-0.504,1.513,0.3313,2.5188,0.757,0.171,0.028,0.065,0.040,115,37,114,0,3,0,62989.83,2263.210,22166.514,69.712,590.133,12.001,9158.568,4498.775,28.324,9439.091,7551.273,4054.295,446.026,786.801,0.000116,0.014695,119,0,101,13,106,94,34260,34,13,29.405
541,18.0,1641,746,45,184,1345,6,106,18,189.39,1.063,1.112,0.069,0.043,0.106,-0.510,1.518,0.3444,2.5336,0.744,0.141,0.025,0.063,0.041,119,30,142,0,4,0,65622.54,2305.661,23315.534,69.563,856.044,10.755,9684.186,4714.203,30.933,10286.895,8229.516,4832.016,660.964,1078.365,0.000103,0.014679,187,0,132,10,137,127,36404,51,10,17.780
571,19.0,1712,761,45,176,1430,5,101,21,181.08,1.074,1.120,0.071,0.042,0.101,-0.514,1.525,0.3512,2.5241,0.758,0.165,0.025,0.062,0.044,95,31,140,0,0,0,68861.24,2364.639,24752.321,83.524,809.947,12.299,10225.167,4926.179,37.273,10346.952,8277.562,5115.908,554.775,1033.090,0.000128,0.016012,140,0,124,16,133,117,38587,0,16,32.806
601,20.0,1828,683,40,184,1549,4,91,19,204.96,1.086,1.122,0.075,0.040,0.101,-0.519,1.526,0.3478,2.5088,0.716,0.136,0.026,0.061,0.045,121,33,139,0,1,0,73116.18,2417.927,26851.395,83.701,802.781,12.159,10828.179,5352.532,32.397,12117.017,9693.614,4952.558,505.122,1003.896,0.000172,0.015911,144,0,124,15,132,117,41101,30,15,34.928
631,21.0,1956,636,40,196,1673,3,84,24,210.74,1.088,1.124,0.076,0.041,0.102,-0.523,1.526,0.3599,2.5266,0.711,0.117,0.023,0.061,0.047,116,34,113,0,0,0,78114.75,2541.300,28155.175,58.435,804.357,12.864,11796.073,5752.894,36.710,11651.190,9320.952,4541.335,284.671,1014.422,0.000132,0.016405,232,0,107,6,107,101,44626,110,6,14.716
661,22.0,2071,637,40,209,1788,3,71,29,188.73,1.093,1.123,0.076,0.042,0.102,-0.529,1.533,0.3683,2.5205,0.720,0.086,0.024,0.060,0.047,121,44,155,0,1,0,80618.75,2908.678,28595.919,76.594,835.190,13.849,12679.958,6179.636,41.993,13384.070,10707.256,5824.585,498.842,1175.363,0.000203,0.015748,218,0,146,9,144,135,47894,85,9,19.279
691,23.0,2138,656,40,206,1863,3,66,37,187.83,1.101,1.127,0.075,0.043,0.100,-0.530,1.551,0.3563,2.5244,0.721,0.083,0.019,0.060,0.048,116,40,175,0,1,0,83169.72,3066.416,29650.332,90.346,1071.673,13.242,13287.488,6584.858,56.335,11999.036,9599.229,6324.981,305.540,1297.114,0.000091,0.015921,224,0,150,25,172,147,49905,33,25,49.482
721,24.0,2255,612,40,213,1980,3,59,46,199.42,1.104,1.128,0.077,0.041,0.099,-0.533,1.569,0.3622,2.5232,0.714,0.080,0.018,0.059,0.048,119,47,161,0,4,0,87137.84,3229.223,31726.090,76.446,939.428,13.713,13974.965,6950.541,72.701,13875.475,11100.380,5724.803,364.437,1201.096,0.000189,0.015429,173,0,142,19,153,134,53243,3,19,35.646
751,25.0,2333,582,33,209,2067,3,54,62,216.38,1.108,1.136,0.077,0.042,0.096,-0.536,1.592,0.3396,2.5380,0.693,0.077,0.016,0.058,0.049,125,68,167,0,2,0,91336.51,3253.401,33005.079,88.093,952.898,13.876,14574.170,7172.556,89.289,13404.530,10723.624,6006.596,404.529,1219.859,0.000122,0.015599,182,0,144,23,161,138,56044,0,23,48.445
781,26.0,2399,545,33,207,2139,3,50,69,213.49,1.114,1.141,0.080,0.041,0.094,-0.539,1.589,0.3582,2.5507,0.692,0.068,0.015,0.058,0.050,114,57,198,0,4,0,92383.30,3256.616,32561.093,105.093,1239.742,12.292,15184.187,7493.855,106.482,13838.573,11070.859,7490.514,277.860,1555.391,0.000182,0.016587,230,0,170,28,192,165,58387,13,28,54.456
811,27.0,2454,497,33,204,2199,2,49,77,212.90,1.115,1.148,0.082,0.039,0.093,-0.540,1.585,0.3446,2.5714,0.709,0.083,0.016,0.058,0.051,112,55,176,0,6,0,94950.27,3187.897,33284.676,78.794,989.323,12.402,15640.716,7794.703,121.932,12396.732,9917.386,6433.522,195.397,1318.792,0.000169,0.015953,197,0,155,21,173,152,60216,5,21,41.371
841,28.0,2552,508,33,207,2294,2,49,96,233.27,1.114,1.154,0.083,0.040,0.092,-0.542,1.592,0.3497,2.5833,0.725,0.077,0.017,0.058,0.052,116,51,184,0,1,0,97756.69,3432.198,34535.332,71.330,1139.110,13.394,16080.165,8013.536,137.262,14127.058,11301.646,6459.839,297.115,1419.114,0.000129,0.015850,223,0,166,18,184,166,62474,6,18,38.901
871,29.0,2585,469,33,209,2338,1,37,102,206.91,1.120,1.156,0.083,0.039,0.092,-0.545,1.568,0.3663,2.5721,0.729,0.077,0.015,0.058,0.052,119,60,220,0,4,0,98691.63,3488.257,34241.036,89.153,1107.742,14.917,16588.476,8214.802,169.592,13444.825,10755.860,7390.618,365.636,1465.407,0.000231,0.016761,217,0,194,26,218,193,64537,2,25,51.855
901,30.0,2634,462,29,211,2391,0,32,106,211.96,1.128,1.158,0.084,0.039,0.092,-0.547,1.570,0.3606,2.5634,0.690,0.038,0.015,0.057,0.053,115,56,197,0,13,0,100246.91,3334.423,35326.731,75.937,1343.081,12.921,16950.118,8419.191,170.041,13438.752,10751.002,6778.416,600.573,1575.728,0.000197,0.015794,286,0,176,21,197,176,65569,49,21,41.630
931,31.0,2666,486,29,221,2413,0,32,130,216.92,1.128,1.156,0.086,0.038,0.095,-0.549,1.585,0.3609,2.5591,0.677,0.023,0.017,0.057,0.055,126,64,210,0,10,0,100205.59,3350.430,34574.425,73.256,1219.056,13.667,17351.220,8615.122,195.340,13433.143,10746.515,7208.466,385.352,1597.304,0.000136,0.014376,311,0,195,15,208,193,67139,76,15,30.450
961,32.0,2695,413,29,230,2435,0,30,161,225.10,1.128,1.156,0.087,0.039,0.097,-0.549,1.599,0.3640,2.5718,0.664,0.017,0.016,0.057,0.055,113,67,195,0,11,0,101453.70,3502.878,35064.602,52.771,1229.791,14.466,17582.815,8855.881,232.417,12807.550,10246.040,6343.532,306.739,1489.241,0.000159,0.014933,299,0,181,14,195,181,68228,61,14,20.263
991,33.0,2699,452,29,228,2444,0,27,163,216.24,1.128,1.162,0.090,0.039,0.097,-0.551,1.594,0.3579,2.5894,0.642,0.031,0.017,0.056,0.056,109,78,216,0,16,0,100505.68,3532.221,33936.663,84.343,1174.552,15.325,17737.668,8908.684,267.327,13198.352,10558.682,7163.140,275.860,1508.902,0.000185,0.014524,289,0,186,30,215,185,68083,45,30,47.815
1021,34.0,2713,495,29,226,2464,0,23,164,243.29,1.131,1.165,0.091,0.039,0.096,-0.552,1.603,0.3743,2.6010,0.638,0.027,0.016,0.056,0.056,116,81,177,0,18,0,100969.70,3507.336,33653.081,69.181,1244.314,18.024,17814.883,8816.899,270.169,12301.303,9841.043,5864.412,174.071,1364.876,0.000181,0.014034,246,0,156,21,175,154,68229,0,21,34.551
1051,35.0,2738,466,27,233,2482,0,23,183,230.29,1.132,1.163,0.092,0.040,0.098,-0.553,1.615,0.3535,2.5947,0.657,0.017,0.016,0.056,0.056,121,94,166,0,16,0,100788.12,3675.002,34162.676,61.112,1547.437,17.205,18077.787,8797.420,284.140,12862.120,10289.696,6273.919,428.158,1646.532,0.000228,0.016199,340,0,149,17,166,149,68643,29,17,28.873
1081,36.0,2751,459,27,225,2508,0,18,204,238.62,1.134,1.168,0.092,0.040,0.096,-0.556,1.625,0.3567,2.6087,0.680,0.027,0.017,0.056,0.055,114,99,165,0,10,0,100122.44,3753.932,32964.194,67.939,1424.565,16.813,18206.776,8858.641,314.644,12252.945,9802.356,5663.132,379.503,1578.459,0.000194,0.016190,367,0,139,26,165,139,68613,83,26,38.921
1111,37.0,2736,411,27,234,2486,0,16,206,247.09,1.131,1.167,0.093,0.039,0.100,-0.558,1.635,0.3696,2.6046,0.663,0.026,0.016,0.056,0.056,117,90,197,0,15,0,98923.43,3726.815,33307.171,62.739,1245.805,15.313,18312.231,8987.030,332.791,12097.990,9678.392,6395.722,230.426,1617.937,0.000196,0.014357,401,0,179,18,195,179,68971,119,16,30.886
1141,38.0,2667,361,27,228,2429,0,10,213,273.27,1.133,1.168,0.095,0.039,0.101,-0.560,1.641,0.3656,2.5945,0.664,0.026,0.016,0.055,0.056,136,102,206,0,20,0,95585.18,3554.275,30865.740,76.091,1190.064,18.076,18167.532,9059.701,351.813,10959.476,8767.581,6376.650,245.703,1441.063,0.000169,0.013661,325,0,174,32,206,174,68450,51,32,44.928
1171,39.0,2591,409,27,224,2358,0,9,224,273.74,1.134,1.169,0.096,0.039,0.102,-0.561,1.647,0.3617,2.6055,0.651,0.036,0.015,0.055,0.057,144,96,163,0,26,0,93058.95,3475.772,29823.042,61.893,1136.771,18.347,17508.230,8654.553,362.005,8952.307,7161.846,5917.002,254.922,1399.764,0.000132,0.013494,321,0,142,21,163,142,66593,82,21,33.140
1201,40.0,2521,370,25,220,2293,0,8,226,257.88,1.136,1.170,0.097,0.039,0.103,-0.562,1.656,0.3701,2.6071,0.682,0.045,0.016,0.055,0.058,124,103,188,0,26,0,90243.36,3469.025,29743.960,73.336,1006.691,17.674,17175.887,8475.356,360.418,10566.874,8453.499,6447.884,212.992,1315.996,0.000129,0.012450,251,0,164,24,188,164,65249,44,24,41.178
1231,41.0,2450,389,25,223,2221,0,6,225,259.75,1.134,1.167,0.098,0.040,0.106,-0.564,1.659,0.3675,2.6008,0.660,0.031,0.014,0.055,0.058,119,104,147,0,28,0,87365.05,3336.804,27373.898,76.819,1044.510,16.873,16672.678,8259.793,363.139,8563.907,6851.126,5186.199,278.276,1192.968,0.000180,0.012840,248,0,117,30,147,117,63154,38,30,53.517
1261,42.0,2410,371,25,220,2184,0,6,239,290.19,1.134,1.170,0.099,0.040,0.107,-0.564,1.657,0.3662,2.6267,0.679,0.014,0.017,0.055,0.058,128,86,151,0,25,0,84686.73,3346.673,26973.557,63.294,1164.497,16.525,16267.935,7948.924,364.554,9391.962,7513.569,5069.474,317.558,1215.008,0.000168,0.011667,248,0,132,19,151,132,61784,10,19,41.535
1291,43.0,2349,387,25,242,2101,0,6,255,267.61,1.124,1.161,0.101,0.039,0.117,-0.566,1.676,0.3692,2.6214,0.667,0.025,0.015,0.056,0.058,111,97,138,0,27,0,81890.36,3459.371,25441.004,31.661,1093.630,15.932,16029.109,7829.361,383.457,8334.298,6667.439,4289.506,425.258,1104.849,0.000149,0.010357,209,0,131,7,138,131,60908,0,7,10.243
1321,44.0,2288,380,25,241,2042,0,5,262,276.95,1.118,1.162,0.103,0.039,0.119,-0.567,1.665,0.3783,2.6326,0.680,0.025,0.014,0.056,0.058,105,90,134,0,28,0,78620.35,3400.342,24129.495,61.406,1168.154,16.826,15457.954,7566.805,401.113,7867.322,6293.858,4487.622,243.483,1130.811,0.000175,0.010541,244,0,110,24,134,110,58744,7,24,42.416
1351,45.0,2204,327,22,241,1958,0,5,266,315.95,1.111,1.159,0.105,0.039,0.122,-0.570,1.669,0.3784,2.6349,0.694,0.029,0.013,0.057,0.058,93,98,116,0,34,0,76014.95,3179.713,23521.084,50.312,1159.646,14.337,14943.356,7431.172,412.900,6831.368,5465.094,3958.263,146.530,1098.022,0.000156,0.010825,249,0,98,18,116,98,57001,7,18,32.076
1381,46.0,2134,333,22,244,1886,0,4,271,282.69,1.109,1.154,0.106,0.039,0.126,-0.572,1.681,0.3779,2.6451,0.692,0.016,0.014,0.057,0.058,105,99,103,0,22,0,71910.27,3235.687,20329.683,42.871,1096.217,11.582,14358.132,7110.174,402.830,6429.159,5143.328,3396.889,153.167,1005.891,0.000199,0.009441,224,0,87,16,103,87,54532,2,16,27.519
1411,47.0,2045,311,22,249,1792,0,4,269,308.36,1.109,1.146,0.107,0.040,0.131,-0.573,1.683,0.3740,2.6235,0.694,0.012,0.014,0.057,0.059,99,102,96,0,33,0,69524.73,3171.329,20490.534,39.851,978.573,14.730,13865.265,6777.549,405.099,5837.823,4670.259,2857.825,103.528,910.420,0.000144,0.008253,253,0,78,18,96,78,52396,55,18,25.969
1441,48.0,1928,307,22,245,1679,0,4,262,303.98,1.108,1.141,0.108,0.039,0.135,-0.573,1.689,0.3777,2.6212,0.714,0.008,0.014,0.058,0.059,109,85,114,0,31,0,64675.50,3158.086,17613.105,58.376,923.546,15.852,13266.232,6391.894,400.659,4603.904,3683.123,3616.116,174.102,909.006,0.000180,0.007452,194,0,89,25,114,89,49932,8,25,43.431
1471,49.0,1805,339,22,228,1573,0,4,228,323.25,1.110,1.145,0.110,0.040,0.135,-0.575,1.680,0.3625,2.6368,0.658,0.009,0.015,0.058,0.059,98,109,104,0,34,0,60085.22,2830.338,16448.069,76.153,763.463,15.966,12522.546,5859.572,370.953,5152.643,4122.114,3328.179,71.501,761.567,0.000097,0.007807,155,0,65,39,103,65,46919,0,38,63.536
1501,50.0,1743,306,20,242,1498,0,3,186,351.32,1.101,1.137,0.110,0.041,0.145,-0.577,1.682,0.3685,2.6490,0.652,0.017,0.014,0.059,0.060,95,91,53,0,34,0,56717.35,2542.681,15552.587,27.284,847.487,13.857,11905.647,5594.427,312.993,4703.931,3763.145,1961.456,70.835,704.277,0.000103,0.007266,196,0,43,10,53,43,44171,29,10,19.828
1531,51.0,1659,298,20,239,1417,0,3,168,356.02,1.095,1.131,0.111,0.043,0.148,-0.577,1.681,0.3870,2.6252,0.651,0.017,0.014,0.058,0.058,106,90,79,0,24,0,52646.41,2405.795,14213.497,36.072,700.251,15.672,11329.334,5351.872,255.835,4530.540,3624.432,2188.270,21.894,672.991,0.000126,0.006844,172,0,61,18,79,61,42235,17,18,26.361
1561,52.0,1533,309,20,231,1299,0,3,134,394.02,1.091,1.130,0.111,0.043,0.154,-0.579,1.687,0.3787,2.6375,0.681,0.013,0.012,0.058,0.059,93,99,76,0,28,0,48290.66,2328.179,12785.399,31.844,736.403,11.691,10651.637,5073.522,208.094,3221.392,2577.113,2151.742,19.614,752.278,0.000135,0.007888,204,0,60,16,76,60,39586,44,16,22.238
1591,53.0,1450,269,20,246,1201,0,3,112,371.71,1.074,1.119,0.113,0.045,0.169,-0.579,1.703,0.3661,2.6546,0.644,0.012,0.015,0.059,0.060,94,101,53,0,15,0,45372.34,2251.170,12347.601,17.379,636.915,13.718,9829.308,4628.941,172.614,3413.178,2730.543,1612.062,32.972,575.949,0.000120,0.008636,163,0,47,6,53,47,36501,27,6,9.180
1621,54.0,1369,258,20,246,1122,0,1,97,378.03,1.064,1.110,0.115,0.045,0.177,-0.581,1.711,0.3874,2.6614,0.672,0.020,0.014,0.059,0.060,72,95,48,0,14,0,41765.94,2230.258,10577.998,24.873,563.225,10.221,9200.293,4363.998,149.881,3139.965,2511.972,1450.680,144.775,501.904,0.000147,0.009658,149,0,37,11,48,37,34022,21,11,18.894
1651,55.0,1265,279,19,252,1013,0,0,77,381.42,1.050,1.099,0.116,0.046,0.193,-0.583,1.709,0.3827,2.6782,0.655,0.028,0.015,0.060,0.060,93,94,56,0,12,0,37962.49,2183.351,9260.496,23.102,551.378,11.968,8550.422,3994.849,125.925,2320.073,1856.058,1601.140,11.058,522.988,0.000119,0.010285,158,0,46,10,56,46,31672,39,10,15.709
1681,56.0,1174,264,19,244,930,0,0,59,385.07,1.044,1.096,0.118,0.048,0.200,-0.585,1.707,0.3900,2.6893,0.701,0.033,0.014,0.060,0.060,95,84,59,0,8,0,34857.36,2121.991,8913.335,27.205,521.829,13.087,7898.510,3665.281,98.096,2433.014,1946.412,1547.056,3.631,468.495,0.000099,0.010864,136,0,41,18,57,41,29293,24,16,20.259
1711,57.0,1069,271,19,234,835,0,0,46,466.27,1.030,1.087,0.120,0.050,0.208,-0.588,1.713,0.3846,2.7109,0.724,0.026,0.013,0.060,0.061,75,97,45,0,12,0,32700.91,2103.898,8292.569,44.350,478.722,13.130,7137.075,3286.886,68.679,1881.704,1505.363,1329.353,15.518,383.408,0.000086,0.011256,102,0,21,24,44,21,26340,10,23,41.110
1741,58.0,991,313,19,234,757,0,0,38,418.04,1.016,1.072,0.124,0.054,0.222,-0.588,1.709,0.3884,2.6978,0.731,0.026,0.015,0.062,0.064,75,90,32,0,5,0,30884.32,2037.086,7259.943,24.552,390.932,12.836,6552.330,2977.541,58.834,1914.591,1531.673,803.587,23.326,339.633,0.000059,0.011115,102,0,19,13,31,19,24344,23,12,22.442
1771,59.0,924,309,19,232,692,0,0,30,394.17,1.007,1.058,0.125,0.055,0.234,-0.591,1.707,0.3902,2.7008,0.732,0.030,0.014,0.062,0.066,71,68,50,0,5,0,29566.85,2034.850,7702.248,26.163,479.804,12.322,6022.393,2762.413,48.859,2221.712,1777.369,1390.808,19.311,392.607,0.000135,0.010502,88,0,35,15,48,35,22462,0,13,21.092
1801,60.0,903,344,19,231,672,0,0,27,439.00,0.998,1.055,0.124,0.054,0.239,-0.594,1.717,0.3906,2.7016,0.720,0.026,0.018,0.063,0.064,72,54,31,0,1,0,28969.77,2033.096,7406.953,30.245,361.970,13.760,5667.268,2592.524,40.671,2566.326,2053.061,841.000,91.565,321.081,0.000098,0.011082,92,0,17,14,31,17,21218,25,14,27.571
1831,61.0,882,383,19,236,646,0,0,24,474.98,0.990,1.046,0.122,0.056,0.249,-0.597,1.718,0.3994,2.7123,0.685,0.021,0.020,0.063,0.066,92,62,18,0,2,0,28637.03,1988.213,7129.575,10.485,488.043,13.594,5488.604,2510.728,36.563,2459.710,1967.768,526.135,46.778,360.265,0.000109,0.011804,149,0,11,7,16,11,20431,60,5,8.370
1861,62.0,859,388,19,246,613,0,0,26,416.04,0.982,1.038,0.124,0.055,0.265,-0.599,1.722,0.3930,2.7179,0.690,0.028,0.016,0.064,0.067,97,45,44,0,0,0,28432.18,1960.247,7594.876,27.593,314.466,13.712,5336.518,2412.269,35.596,2539.859,2031.887,1144.362,36.549,314.300,0.000073,0.011406,140,0,31,13,42,31,19871,78,11,23.308
1891,63.0,858,391,19,257,601,0,0,29,408.62,0.970,1.031,0.126,0.056,0.275,-0.601,1.733,0.4322,2.7443,0.702,0.023,0.025,0.064,0.070,101,39,22,0,2,0,29061.62,2113.273,7698.596,10.461,311.301,12.904,5257.488,2369.183,38.987,2482.232,1985.786,659.963,104.646,266.179,0.000087,0.011541,95,0,18,4,22,18,19639,41,4,8.006
1921,64.0,863,432,19,265,598,0,0,31,419.55,0.960,1.027,0.125,0.058,0.282,-0.603,1.728,0.4161,2.7753,0.697,0.034,0.023,0.064,0.070,108,42,36,0,2,0,29425.51,2298.114,7559.935,31.183,342.959,10.844,5204.591,2357.960,41.069,3247.425,2597.940,951.642,43.175,277.417,0.000120,0.011679,75,0,19,17,34,19,19378,5,15,28.342
1951,65.0,854,465,19,249,605,0,0,30,399.32,0.968,1.044,0.124,0.059,0.268,-0.609,1.706,0.4315,2.7837,0.702,0.032,0.025,0.063,0.072,103,38,53,0,0,0,30161.04,2308.520,8465.011,65.432,395.212,10.931,5143.275,2346.390,42.668,3242.347,2593.878,1461.842,113.271,347.515,0.000100,0.011893,92,0,19,34,53,19,19173,18,34,62.610
1981,66.0,914,531,19,266,648,0,0,31,389.53,0.965,1.049,0.128,0.058,0.268,-0.615,1.706,0.4302,2.8347,0.694,0.030,0.023,0.064,0.068,89,23,39,0,4,0,31810.05,2435.705,9563.992,33.699,448.119,10.523,5272.649,2443.252,44.504,4920.165,3936.132,1196.420,85.363,358.166,0.000090,0.012770,92,0,23,16,38,23,19889,13,15,29.844
