tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer
31,1.0,470,11339,0,154,144,79,93,1,8.62,0.859,0.800,0.208,0.180,0.229,-0.149,1.585,0.3056,1.2320,0.811,0.429,0.222,0.098,-0.006,44,0,34,0,0,0,26510.36,1406.098,9048.914,39.693,59.538,11.471,2270.394,552.940,0.160,3846.384,3077.107,1746.546,1743.184,201.135,0.000155,-0.001940,32,0,26,8,27,20,3745,21,8,19.311
61,2.0,580,9947,0,164,228,77,111,1,17.69,0.895,0.865,0.211,0.174,0.204,-0.242,1.579,0.3170,1.4367,0.808,0.415,0.190,0.092,-0.012,55,0,18,0,0,0,31275.88,1445.069,10780.810,22.265,125.838,17.991,2708.602,681.206,2.405,5042.089,4033.671,808.983,2107.502,165.506,0.000130,-0.002294,68,0,15,3,14,11,4523,44,3,9.728
91,3.0,742,8350,0,160,393,75,114,1,31.47,0.935,0.952,0.197,0.184,0.169,-0.356,1.581,0.3185,1.7206,0.778,0.394,0.148,0.086,-0.021,78,0,29,0,0,0,37765.01,1467.812,15268.553,40.163,219.842,21.619,3627.141,1068.283,2.405,7637.045,6109.636,1640.533,2146.647,274.980,0.000131,-0.003355,97,0,20,9,26,18,5790,64,9,33.370
121,4.0,1044,6202,0,163,673,74,134,1,38.99,0.969,1.043,0.178,0.186,0.138,-0.431,1.590,0.3177,1.9627,0.790,0.362,0.124,0.081,-0.032,100,2,43,0,0,0,50173.34,1430.041,25771.964,38.841,367.377,27.706,5045.410,1650.289,2.405,13927.111,11141.689,2059.738,2937.812,351.440,0.000169,-0.005061,144,0,37,6,33,29,7994,107,6,12.384
151,5.0,1398,3953,56,173,1008,69,148,4,53.40,0.978,1.103,0.159,0.174,0.118,-0.485,1.589,0.3362,2.1500,0.807,0.312,0.101,0.076,-0.034,131,12,110,0,0,0,62444.18,1565.864,32466.769,53.164,383.232,23.539,7218.839,2618.312,2.711,19063.238,15250.591,4428.062,3009.698,724.683,0.000103,-0.005552,155,0,105,5,98,94,11829,95,5,9.120
181,6.0,1681,2262,56,180,1285,61,155,6,71.24,0.982,1.139,0.144,0.171,0.111,-0.518,1.599,0.3312,2.1919,0.793,0.300,0.086,0.073,-0.036,134,43,111,0,0,0,70690.47,1683.537,30335.024,49.426,467.775,28.967,9482.179,3677.341,7.926,17419.273,13935.419,4039.167,2430.228,701.009,0.000169,-0.004614,160,0,110,1,93,92,15135,105,1,2.437
211,7.0,1838,1155,56,186,1449,52,151,9,87.82,0.981,1.159,0.140,0.173,0.108,-0.537,1.602,0.3278,2.2411,0.777,0.247,0.077,0.072,-0.038,139,44,130,0,1,0,71314.48,1725.934,24150.367,73.900,860.285,25.578,10783.531,4405.786,12.805,13091.092,10472.874,4809.447,1688.521,1007.876,0.000155,-0.003061,190,0,121,9,119,110,16650,72,9,26.123
241,8.0,1788,742,56,182,1431,42,133,16,108.54,0.983,1.166,0.141,0.177,0.107,-0.550,1.596,0.3350,2.2867,0.805,0.187,0.067,0.071,-0.036,122,70,169,0,1,0,64883.86,1832.479,16643.928,78.683,975.913,25.083,11146.543,4587.096,19.937,7567.374,6053.900,5699.413,874.475,1144.779,0.000135,-0.003724,160,0,159,10,153,144,16504,24,10,27.107
271,9.0,1631,634,56,172,1319,37,103,14,129.49,0.974,1.165,0.146,0.191,0.111,-0.561,1.607,0.3370,2.3227,0.785,0.209,0.067,0.072,-0.035,108,97,181,0,3,0,57433.10,1861.810,13447.677,92.461,566.747,20.632,10557.188,4341.715,20.784,4929.000,3943.200,5733.068,348.131,866.025,0.000161,-0.004645,135,0,167,14,148,135,15654,48,14,25.005
301,10.0,1480,689,48,167,1204,26,83,18,150.71,0.962,1.161,0.148,0.194,0.115,-0.574,1.610,0.3335,2.3530,0.764,0.192,0.075,0.074,-0.034,89,136,136,0,0,0,52622.47,1764.696,13187.870,68.610,516.924,13.272,9446.435,3895.321,23.545,4799.389,3839.511,4302.446,492.907,711.270,0.000133,-0.005376,154,0,122,14,121,107,14180,70,14,32.267
