tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore
31,1.0,436,12796,0,139,101,78,118,0,17.11,0.867,0.795,0.189,0.202,0.228,-0.050,1.563,0.3287,1.2568,0.545,0.259,0.189,0.100,0.002,43,0,18,0,0,0,24866.17,891.597,6802.377,41.437,25.511,16.310,2315.937,623.840,0.000,1992.295,1593.836,981.020,1883.801,80.307,0.000094,0.000176,7,0,11,7,2,2,2791,0,7,1.662,622,58,36,6,0,30,0,714,142,95,4,0,91,0,1414,283,1,3295.124,2802.259,16.479,0.045,0.000,325.437,84.542,5.275,12,2,0,2,0,32,1476,251,3,2684.555,1551.400,7.151,0.000,0.000,279.655,94.307,1.142,10,0,0,0,0,0,1558,296,1,3221.753,1023.976,1.090,1.021,0.000,324.814,91.499,4.216,5,2,0,2,0,29,2003,416,1,4276.880,746.451,0.370,6.401,0.951,478.058,128.596,8.278,8,4,0,4,0,101,1302,362,1,4731.690,302.626,0.422,12.754,0.670,284.408,73.817,9.830,3,2,0,2,0,33,1129,217,0,2362.500,22.523,0.000,19.554,0.041,243.092,76.682,8.263,0,1,0,1,0,14,0,1,2,0,5,1,0,0,0,0,0,1
61,2.0,463,11540,0,152,119,73,119,0,28.98,0.868,0.788,0.198,0.189,0.233,-0.100,1.568,0.3173,1.2479,0.525,0.447,0.193,0.102,0.003,60,0,23,0,0,0,25233.33,881.457,6020.483,64.831,25.933,19.841,2374.054,614.466,0.000,1929.536,1543.629,1179.585,1942.408,103.186,0.000132,-0.000430,14,0,22,1,5,4,2906,2,1,5.156,545,28,23,11,0,11,1,640,135,104,7,0,97,0,1632,233,3,3019.346,2501.939,8.431,0.097,5.156,371.044,94.249,14.282,17,7,0,7,0,168,1589,271,0,2890.000,1663.504,0.000,0.000,0.000,311.635,95.674,2.612,12,5,0,5,0,205,1628,232,5,2390.417,787.550,14.804,0.000,0.000,341.958,91.988,3.258,3,3,0,3,0,136,1940,318,0,3312.500,565.476,0.000,14.624,0.000,470.034,120.169,13.181,3,1,0,1,0,59,1249,231,4,3581.115,237.186,0.909,5.217,0.000,273.593,64.857,2.570,1,1,0,1,0,34,996,192,0,2140.000,24.460,0.000,39.738,0.000,205.433,62.845,10.930,0,5,0,5,0,221,0,0,0,0,0,0,0,1,0,0,0,0
91,3.0,503,10289,0,156,155,70,122,0,39.52,0.892,0.790,0.194,0.187,0.221,-0.177,1.567,0.3320,1.2776,0.545,0.474,0.184,0.105,0.006,75,1,12,0,0,0,26140.05,903.419,7353.965,18.600,45.416,25.062,2613.484,648.806,0.000,2163.609,1730.887,578.934,3008.744,86.578,0.000076,-0.000291,24,0,9,3,5,4,3123,15,3,4.780,476,17,14,3,0,9,2,604,74,33,2,0,30,1,2241,301,3,4463.041,3708.177,14.590,0.010,0.000,507.333,121.207,28.758,30,2,0,2,0,115,1924,324,2,3403.395,1940.505,6.303,0.484,3.394,398.558,107.599,5.462,9,2,0,2,0,159,1664,226,0,2290.000,758.760,0.000,0.000,0.000,344.084,94.217,0.699,7,1,1,0,0,82,1910,270,4,2910.390,489.018,1.933,3.302,1.079,467.444,116.294,8.244,0,2,0,2,0,142,1224,221,0,2970.000,185.711,0.000,6.436,0.307,269.705,65.156,3.087,0,2,0,2,0,139,920,183,0,2072.500,24.897,0.000,3.589,0.000,192.416,55.567,2.129,0,1,0,1,0,81,0,0,0,0,0,0,0,1,0,0,0,0
121,4.0,559,9225,0,160,214,69,116,1,51.15,0.909,0.792,0.189,0.171,0.207,-0.267,1.560,0.3434,1.2787,0.540,0.456,0.150,0.111,0.010,65,5,14,0,0,0,27534.21,952.583,7919.440,18.985,98.627,25.225,2888.195,729.057,0.124,3069.558,2455.646,781.410,2324.224,159.922,0.000110,-0.000184,64,0,11,3,12,9,3754,45,3,8.399,492,17,11,2,0,8,1,573,45,14,0,0,13,1,3172,376,12,6055.683,4973.870,52.380,0.395,4.415,715.980,172.714,57.497,50,5,0,5,0,265,2220,307,4,2895.670,1593.461,30.876,0.551,3.984,465.713,126.635,7.042,13,2,0,2,0,154,1731,192,2,1784.723,611.318,3.379,0.000,0.000,355.292,99.154,1.073,3,3,1,2,0,286,1843,186,1,2154.008,366.438,0.938,0.000,0.000,447.866,106.851,1.475,1,4,3,1,0,428,1212,184,0,2237.500,153.720,0.000,0.000,0.000,267.891,61.302,0.444,1,0,0,0,0,0,871,160,0,1672.500,18.430,0.000,9.640,0.000,183.639,50.042,2.755,0,2,1,1,0,212,0,0,0,0,0,0,0,3,0,0,0,0
151,5.0,631,8183,33,157,294,67,113,1,56.09,0.936,0.799,0.171,0.157,0.183,-0.355,1.562,0.3354,1.3255,0.536,0.433,0.139,0.115,0.017,75,4,25,0,0,0,29528.66,934.294,9547.900,14.548,58.453,21.469,3277.825,897.978,1.856,4266.242,3412.994,1042.561,2250.234,178.596,0.000104,0.000036,83,0,21,4,17,16,4817,70,4,3.522,478,21,18,5,0,7,6,599,78,32,0,0,30,2,4932,445,2,7754.436,6242.307,33.819,0.830,0.000,1101.087,290.094,95.636,86,18,2,16,0,589,2539,345,3,3334.922,1864.186,6.721,0.000,2.542,536.364,153.307,5.013,12,0,0,0,0,0,1731,224,1,2577.425,841.338,2.165,0.000,0.000,350.031,100.569,1.360,2,0,0,0,0,0,1695,180,5,1840.221,319.434,5.771,0.000,0.000,399.883,92.778,2.491,0,5,2,3,0,627,1208,141,0,1670.000,101.345,0.000,10.196,0.980,268.141,61.452,5.671,0,1,0,1,0,129,829,94,2,1008.271,11.302,0.000,0.000,0.000,174.814,48.267,0.394,0,1,0,1,0,140,0,0,0,0,0,0,0,0,0,0,0,0
181,6.0,697,7120,33,151,374,59,113,1,70.74,0.966,0.810,0.149,0.153,0.163,-0.432,1.574,0.3333,1.3784,0.535,0.417,0.121,0.118,0.025,80,18,51,0,0,0,32077.25,960.445,13182.407,62.440,86.836,22.864,3795.177,1202.426,1.856,5857.898,4686.318,2619.387,2603.065,263.211,0.000124,-0.000797,53,0,43,8,35,32,5712,38,8,23.567,491,61,38,9,0,20,9,553,73,40,2,0,38,0,6978,639,8,12922.588,10357.295,79.218,1.680,21.512,1571.248,540.707,136.304,115,41,5,36,0,1985,2803,333,2,3017.563,1627.623,6.616,0.000,0.000,586.020,172.043,5.155,12,6,3,3,0,783,1786,191,0,1870.000,628.999,0.000,0.000,0.000,365.436,104.132,1.930,4,2,1,1,0,309,1633,201,0,1945.000,346.627,0.000,5.232,1.470,384.918,81.511,4.333,1,3,3,0,0,534,1169,128,5,1447.631,88.363,0.692,18.900,0.581,268.052,55.754,6.222,0,4,2,2,0,680,769,81,0,817.500,8.563,0.000,13.060,0.004,165.955,45.436,8.467,0,4,3,1,0,683,0,0,0,0,0,0,0,0,0,0,0,0
211,7.0,849,5936,33,155,535,50,109,2,95.35,1.001,0.813,0.133,0.116,0.141,-0.526,1.578,0.3328,1.4156,0.536,0.400,0.108,0.123,0.034,85,33,37,0,0,0,39610.36,980.074,19131.580,21.062,141.165,20.212,4428.650,1583.984,1.932,9541.610,7633.288,1481.941,3009.016,185.765,0.000138,-0.001556,19,0,33,4,30,28,6701,0,4,5.649,420,29,16,4,0,11,1,522,78,46,4,0,42,0,10086,1008,15,20204.595,16158.947,132.520,1.158,5.210,2282.637,923.743,156.501,191,44,17,27,0,3123,3152,348,3,3618.278,1951.292,6.232,0.000,0.000,654.562,195.496,4.416,19,4,3,1,0,807,1769,139,1,1573.689,506.526,2.413,3.102,0.000,356.629,96.982,2.482,3,5,3,2,0,920,1492,157,0,1510.000,275.291,0.000,1.375,0.000,339.908,74.082,3.956,1,4,4,0,0,768,1026,100,0,1310.000,82.004,0.000,9.778,0.419,225.908,45.503,5.916,0,5,3,2,0,1001,629,52,0,530.000,6.132,0.000,0.000,0.020,125.217,33.896,1.520,0,4,3,1,0,783,0,0,0,0,1,0,0,0,0,0,0,0
241,8.0,1069,4659,33,156,770,43,100,3,112.55,1.032,0.816,0.119,0.101,0.119,-0.603,1.577,0.3364,1.4862,0.554,0.321,0.090,0.126,0.045,100,36,41,0,0,0,48327.26,1060.411,22235.613,18.457,675.418,19.428,5730.331,2279.784,3.114,12762.112,10209.690,1739.777,1924.810,367.341,0.000108,-0.001832,73,0,40,1,39,38,8936,12,1,3.694,372,30,30,2,0,27,1,441,79,43,3,0,40,0,16009,1219,51,24788.642,19255.792,599.804,1.434,3.694,3632.899,1528.796,243.494,264,45,16,29,0,2892,3633,383,10,3826.991,2062.700,41.204,0.309,0.000,735.983,225.291,12.414,27,11,3,8,0,1397,1753,158,0,1465.000,532.812,0.000,2.168,0.000,335.606,89.908,1.790,2,6,4,2,0,1276,1362,109,0,957.500,169.775,0.000,0.000,0.000,298.827,67.424,2.310,1,6,5,1,0,1321,859,68,0,965.000,63.057,0.000,0.533,0.000,178.161,40.200,1.773,0,4,4,0,0,893,521,33,0,335.000,3.574,0.000,10.318,0.000,96.338,24.097,1.456,0,3,3,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0
271,9.0,1333,3561,33,157,1051,33,92,8,132.62,1.059,0.826,0.097,0.085,0.101,-0.661,1.575,0.3441,1.5743,0.557,0.306,0.074,0.131,0.057,100,35,41,0,0,0,58749.34,1137.542,25453.658,24.053,368.113,23.631,7312.070,2919.410,5.377,14505.991,11604.793,1565.192,1217.391,272.535,0.000130,-0.001941,74,0,38,3,31,30,11904,23,3,2.894,260,52,48,4,0,39,5,425,92,62,8,0,49,5,23215,1335,46,29145.909,23051.646,329.410,1.065,2.317,5258.854,2068.940,337.656,315,41,13,28,0,3874,3974,331,4,3125.394,1737.930,19.310,0.055,0.000,793.398,254.030,15.912,19,12,8,4,0,2495,1677,98,1,929.951,342.772,1.078,2.611,0.000,317.765,76.017,2.260,1,5,4,1,0,1266,1253,98,0,997.500,185.165,0.000,7.788,0.000,272.804,64.871,3.622,0,4,4,0,0,1017,743,64,0,725.000,49.289,0.000,9.641,0.577,151.264,34.471,5.878,1,4,0,4,0,690,395,19,0,142.500,1.966,0.000,0.000,0.000,67.440,15.635,0.469,0,7,6,1,0,1812,0,0,0,0,0,0,0,0,0,0,0,0
301,10.0,1602,2560,28,155,1338,23,86,12,125.81,1.086,0.838,0.087,0.074,0.089,-0.701,1.576,0.3366,1.6196,0.544,0.258,0.060,0.134,0.062,97,38,86,0,0,0,67183.27,1177.769,29424.523,38.826,658.150,20.563,9146.797,3839.400,15.827,17034.964,13627.972,3694.500,1468.848,634.825,0.000162,-0.001133,110,0,80,6,80,76,15401,31,6,18.485,179,11,9,4,0,4,1,457,107,72,0,0,60,12,31579,1508,69,34202.771,27098.329,622.016,3.802,10.726,7124.939,2839.360,450.911,375,96,19,77,0,5810,4360,299,8,3207.622,1808.155,21.959,0.986,7.092,873.543,303.082,24.581,13,6,4,2,0,1304,1559,78,0,672.500,241.741,0.000,0.000,0.000,296.067,69.341,3.828,1,1,1,0,0,153,1136,99,1,918.533,162.376,0.169,0.000,0.000,245.946,61.687,2.569,0,5,4,1,0,1433,620,25,1,421.240,35.177,0.497,15.553,0.666,122.263,27.992,7.298,0,7,7,0,0,2005,231,13,0,97.500,0.401,0.000,0.000,0.000,35.768,8.784,0.000,0,3,3,0,0,864,0,0,0,0,0,0,0,1,0,0,0,0
