tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
331,11.0,904,324,28,129,664,21,90,8,182.77,1.114,1.199,0.066,0.058,0.120,-0.633,1.571,0.3429,2.3523,0.829,0.264,0.041,0.062,0.067,45,129,37,0,1,0,30451.38,1418.739,7669.705,39.949,397.216,8.936,6893.041,2905.589,9.471,2038.018,1630.415,1000.454,245.159,193.458,0.000102,-0.001197,43,0,31,6,18,14,9183,0,6,8.541,298,26,21,11,0,10,0
361,12.0,826,439,28,129,606,13,78,7,214.29,1.110,1.194,0.066,0.057,0.128,-0.650,1.566,0.3327,2.3919,0.865,0.295,0.042,0.062,0.066,39,96,25,0,1,0,29338.97,1493.190,7531.334,21.143,322.591,7.267,6141.665,2541.693,8.478,1952.654,1562.123,748.818,159.309,167.586,0.000093,-0.001009,40,0,22,3,12,10,8141,0,3,3.546,254,20,16,8,0,8,0
391,13.0,789,507,28,137,576,6,70,8,226.39,1.107,1.185,0.064,0.053,0.138,-0.671,1.568,0.3366,2.4306,0.815,0.292,0.043,0.062,0.065,33,78,20,0,0,0,29703.55,1567.421,8685.037,33.376,343.584,8.337,5761.335,2331.115,10.601,2678.122,2142.497,750.674,365.908,165.999,0.000096,0.000069,40,0,20,0,10,10,7510,0,0,0.000,137,19,19,9,1,9,0
421,14.0,798,501,28,142,590,6,60,10,235.13,1.105,1.192,0.064,0.050,0.140,-0.684,1.561,0.3325,2.4909,0.805,0.296,0.037,0.063,0.065,53,61,25,0,1,0,31850.11,1652.666,10743.662,17.769,438.803,7.981,5618.556,2365.323,12.440,4202.528,3362.022,789.285,410.170,231.263,0.000079,-0.000058,57,0,23,2,15,14,7723,1,2,2.071,90,27,12,4,0,8,0
451,15.0,837,539,26,148,631,5,53,10,238.79,1.113,1.198,0.065,0.050,0.139,-0.702,1.556,0.3303,2.5167,0.778,0.243,0.033,0.062,0.065,58,43,16,0,1,0,34257.41,1796.575,11155.052,8.583,716.200,7.764,5835.673,2547.719,18.994,4454.866,3563.893,664.779,337.299,257.462,0.000153,-0.001425,65,0,14,2,12,12,8042,2,2,2.051,90,1,1,1,0,0,0
481,16.0,890,570,26,159,679,3,49,5,237.86,1.118,1.203,0.065,0.050,0.141,-0.714,1.549,0.3259,2.5674,0.762,0.258,0.036,0.063,0.066,67,29,31,0,4,0,36310.95,1888.854,11915.069,36.987,397.988,7.244,6203.516,2794.430,12.496,5150.126,4120.100,1267.095,253.330,226.478,0.000102,-0.002434,31,0,30,1,20,19,9074,0,1,7.393,90,7,7,7,0,0,0
511,17.0,958,512,26,160,753,2,43,5,254.23,1.125,1.220,0.065,0.049,0.134,-0.731,1.549,0.3257,2.6060,0.769,0.250,0.031,0.062,0.066,66,39,30,0,1,0,40420.64,2033.680,14741.924,48.901,637.479,8.856,6587.345,2990.398,9.517,6004.151,4803.321,1234.318,385.258,307.153,0.000147,-0.004374,81,0,20,10,25,15,10068,28,10,36.181,72,5,5,3,0,2,0
541,18.0,1034,615,26,171,823,1,39,9,251.51,1.134,1.224,0.065,0.049,0.133,-0.739,1.554,0.3240,2.6170,0.747,0.234,0.031,0.061,0.067,67,37,36,0,0,0,42975.11,2131.971,14129.569,34.422,789.749,9.172,7182.130,3284.792,9.079,6601.775,5281.420,1165.565,395.937,383.632,0.000157,-0.005430,109,0,32,4,23,19,10915,43,4,8.443,57,13,13,8,0,5,0
571,19.0,1149,524,26,185,927,0,37,9,243.26,1.137,1.238,0.064,0.048,0.130,-0.745,1.558,0.3191,2.6478,0.713,0.227,0.033,0.061,0.068,71,38,29,0,1,0,47740.68,2285.495,17768.225,14.371,904.217,5.649,7993.477,3630.373,15.938,7983.341,6386.673,1178.563,443.412,444.091,0.000176,-0.005375,122,0,27,2,24,23,12163,16,2,9.117,14,3,3,1,0,2,0
601,20.0,1255,461,24,201,1024,0,30,17,212.55,1.137,1.242,0.063,0.048,0.130,-0.753,1.572,0.3140,2.6711,0.711,0.209,0.030,0.061,0.069,75,56,49,0,0,0,51541.17,2538.425,18697.545,9.835,1007.864,8.477,8922.125,4163.084,20.323,9162.985,7330.388,1790.360,255.222,461.599,0.000129,-0.006087,107,0,47,2,44,43,14137,4,2,3.382,0,0,0,0,0,0,0
631,21.0,1328,493,24,202,1101,0,25,18,205.68,1.145,1.254,0.062,0.043,0.125,-0.760,1.571,0.3141,2.6808,0.743,0.218,0.028,0.061,0.071,78,54,58,0,2,0,53699.22,2792.296,18449.820,26.323,1069.530,7.534,9547.992,4558.972,27.868,8283.109,6626.487,2134.582,645.143,539.213,0.000124,-0.006162,124,0,48,10,56,47,14907,13,10,22.888,0,0,0,0,0,0,0
661,22.0,1447,423,24,219,1204,0,24,20,215.74,1.152,1.257,0.062,0.041,0.124,-0.764,1.585,0.3129,2.7000,0.726,0.169,0.026,0.060,0.070,50,44,39,0,1,0,57699.38,3064.901,20396.125,23.292,1370.814,6.542,10358.345,4899.774,32.067,8953.786,7163.029,1421.802,404.196,577.222,0.000155,-0.007062,201,0,36,3,39,36,16358,60,3,22.010,0,0,0,0,0,0,0
691,23.0,1511,429,24,243,1248,0,20,20,191.43,1.150,1.248,0.064,0.044,0.130,-0.768,1.582,0.3070,2.6779,0.671,0.185,0.028,0.061,0.070,67,59,64,0,2,0,60072.01,3311.121,20115.459,12.291,1286.757,6.713,11086.934,5224.166,32.622,8273.281,6618.625,2052.975,396.850,618.032,0.000156,-0.007236,192,0,61,3,64,61,17031,51,3,9.945,0,0,0,0,0,0,0
721,24.0,1570,384,24,252,1301,0,17,23,187.62,1.153,1.253,0.065,0.045,0.130,-0.770,1.586,0.3163,2.6843,0.707,0.175,0.029,0.062,0.070,71,63,69,0,0,0,62040.82,3649.772,20854.347,17.277,1724.506,7.679,11604.603,5355.415,35.170,8520.625,6816.500,2774.441,303.628,775.199,0.000148,-0.007484,244,0,65,4,69,65,17393,70,3,12.305,0,0,0,0,0,0,0
751,25.0,1657,402,22,276,1366,0,15,25,185.02,1.148,1.247,0.069,0.045,0.134,-0.775,1.605,0.3002,2.6723,0.674,0.145,0.026,0.063,0.070,59,69,69,0,1,0,64014.99,4025.434,20903.785,31.801,1541.634,7.909,12078.643,5533.827,37.160,9731.237,7784.990,2469.013,280.292,641.668,0.000087,-0.007626,180,0,61,8,69,61,17975,15,7,27.020,0,0,0,0,0,0,0
781,26.0,1699,343,22,287,1400,0,12,23,240.87,1.151,1.239,0.069,0.044,0.136,-0.782,1.603,0.2953,2.6877,0.663,0.143,0.024,0.063,0.069,59,89,96,0,3,0,66310.16,4383.410,23099.412,65.081,1811.455,7.001,12624.556,5877.125,39.690,9978.530,7982.824,3551.307,377.794,786.561,0.000139,-0.009082,218,0,74,22,96,74,18675,20,22,62.470,0,0,0,0,0,0,0
811,27.0,1752,372,22,306,1436,0,10,28,250.99,1.144,1.235,0.069,0.045,0.140,-0.784,1.616,0.2876,2.7109,0.668,0.131,0.023,0.064,0.071,64,86,76,0,1,0,68029.30,4764.321,21910.095,32.252,2031.522,6.180,12940.366,6177.062,36.979,9301.970,7441.576,2758.012,372.998,841.720,0.000220,-0.008349,270,0,65,11,76,65,19432,40,11,30.021,0,0,0,0,0,0,0
841,28.0,1800,366,22,335,1457,0,8,34,194.49,1.136,1.223,0.068,0.042,0.148,-0.787,1.615,0.2880,2.7112,0.645,0.125,0.025,0.065,0.070,61,87,88,0,5,0,70586.78,5350.513,23286.497,35.660,2418.238,7.614,13169.261,6248.854,48.491,9719.922,7775.938,3138.666,600.213,965.717,0.000161,-0.007312,307,0,77,11,88,77,20437,25,11,32.186,0,0,0,0,0,0,0
871,29.0,1867,366,22,349,1513,0,5,36,218.46,1.141,1.229,0.069,0.039,0.149,-0.792,1.626,0.2805,2.7450,0.647,0.109,0.027,0.065,0.071,78,76,86,0,2,0,73019.95,5521.849,23390.437,64.990,2498.891,6.840,13621.426,6476.451,55.923,9972.722,7978.178,3042.925,479.987,872.852,0.000138,-0.007236,358,0,60,26,86,60,21306,66,25,61.496,0,0,0,0,0,0,0
901,30.0,1930,352,20,377,1549,0,4,31,208.02,1.137,1.224,0.071,0.039,0.155,-0.794,1.620,0.2848,2.7595,0.625,0.109,0.025,0.065,0.070,61,77,91,0,1,0,74724.76,5954.010,23446.009,39.599,2450.269,6.479,14175.865,6675.235,55.051,9968.982,7975.185,3266.501,596.640,971.718,0.000205,-0.008347,375,0,78,13,91,78,21697,69,13,36.126,0,0,0,0,0,0,0
931,31.0,2004,339,20,412,1587,0,5,39,204.51,1.130,1.215,0.075,0.040,0.163,-0.799,1.621,0.2823,2.7642,0.615,0.092,0.024,0.065,0.072,72,83,87,0,3,0,76461.94,6383.818,23577.022,25.713,2847.804,8.231,14600.739,6786.162,51.570,10579.534,8463.627,3010.955,653.497,1030.547,0.000212,-0.006770,419,0,74,13,86,74,21987,72,12,22.644,0,0,0,0,0,0,0
961,32.0,2085,308,20,450,1630,0,5,52,216.96,1.121,1.209,0.076,0.040,0.169,-0.800,1.632,0.2748,2.7547,0.581,0.069,0.025,0.066,0.072,70,91,87,0,4,0,78210.70,6644.094,24570.277,44.392,3271.777,6.668,15122.630,6988.017,67.261,11145.085,8916.068,3209.357,805.274,1088.439,0.000144,-0.006216,508,0,75,12,84,73,22696,101,11,35.224,0,0,0,0,0,0,0
991,33.0,2137,243,20,473,1658,0,6,59,224.74,1.119,1.206,0.074,0.040,0.173,-0.803,1.643,0.2769,2.7559,0.591,0.072,0.022,0.066,0.072,63,90,93,0,2,0,79395.79,7108.492,23580.515,51.783,3346.344,8.150,15570.655,7252.180,80.597,10137.776,8110.221,3070.861,452.372,1101.483,0.000167,-0.004550,512,0,74,19,92,73,23102,79,19,47.923,0,0,0,0,0,0,0
1021,34.0,2169,285,20,503,1661,0,5,68,242.56,1.113,1.194,0.076,0.041,0.181,-0.808,1.652,0.2678,2.7682,0.554,0.074,0.022,0.067,0.072,60,98,93,0,4,0,80194.93,7288.874,22870.274,52.314,3405.108,7.336,15727.522,7397.019,93.062,9485.769,7588.615,2877.935,338.810,1080.822,0.000211,-0.003102,551,0,71,22,91,71,23440,102,20,50.932,0,0,0,0,0,0,0
1051,35.0,2154,236,19,520,1631,0,3,77,257.18,1.108,1.184,0.075,0.039,0.188,-0.808,1.656,0.2640,2.7570,0.566,0.058,0.024,0.068,0.069,76,124,127,0,3,0,80542.30,7495.205,23951.617,56.670,4045.206,8.524,15778.352,7440.100,108.938,10315.221,8252.177,4090.966,443.163,1231.563,0.000183,-0.004049,639,0,101,26,126,101,23645,118,23,51.095,0,0,0,0,0,0,0
1081,36.0,2157,253,19,539,1617,0,1,94,238.24,1.109,1.180,0.078,0.039,0.194,-0.811,1.662,0.2641,2.7683,0.580,0.050,0.023,0.068,0.068,65,101,121,0,5,0,79840.52,7718.306,21970.595,66.758,3507.290,9.086,15600.654,7253.697,127.012,9982.297,7985.838,3968.116,390.301,1121.191,0.000243,-0.002995,557,0,94,27,121,94,23239,105,27,63.581,0,0,0,0,0,0,0
1111,37.0,2175,243,19,578,1597,0,0,112,266.36,1.099,1.163,0.080,0.038,0.205,-0.815,1.667,0.2702,2.7608,0.584,0.045,0.023,0.069,0.069,68,77,97,0,8,0,79464.74,8197.063,21147.750,42.946,4109.080,9.633,15793.976,7312.450,156.693,8400.111,6720.089,3318.781,262.548,1239.072,0.000183,-0.003442,715,0,81,16,97,81,23193,166,16,40.645,0,0,0,0,0,0,0
1141,38.0,2192,249,19,611,1581,0,0,116,257.07,1.092,1.148,0.081,0.036,0.213,-0.820,1.677,0.2695,2.7617,0.572,0.038,0.018,0.069,0.069,60,96,106,0,6,0,78206.64,8608.069,20299.252,57.114,3953.244,8.580,15802.661,7279.913,173.266,9499.500,7599.600,3601.125,239.796,1225.878,0.000209,-0.002801,774,0,82,24,105,82,23245,222,23,53.618,0,0,0,0,0,0,0
1171,39.0,2199,222,19,625,1574,0,0,131,248.09,1.089,1.146,0.080,0.035,0.217,-0.821,1.676,0.2651,2.8002,0.587,0.030,0.020,0.069,0.069,72,99,108,0,7,0,78047.38,8638.814,21380.350,116.036,4231.676,8.793,15731.224,7325.087,188.073,9301.721,7441.377,3762.106,184.381,1243.249,0.000178,-0.001593,724,0,68,40,106,68,22761,125,38,114.291,0,0,0,0,0,0,0
1201,40.0,2198,253,17,647,1551,0,0,152,282.69,1.083,1.136,0.081,0.036,0.224,-0.824,1.687,0.2614,2.8060,0.589,0.037,0.019,0.070,0.068,90,99,88,0,9,0,76526.65,8658.513,18877.299,81.985,3978.548,10.294,15796.253,7352.429,220.100,8078.272,6462.618,2858.636,263.565,1031.888,0.000131,-0.001111,643,0,52,36,87,52,23408,60,35,79.990,0,0,0,0,0,0,0
1231,41.0,2165,209,17,667,1498,0,0,170,269.89,1.072,1.121,0.082,0.034,0.234,-0.824,1.684,0.2652,2.8210,0.583,0.030,0.021,0.071,0.068,85,111,87,0,16,0,75720.87,8662.374,19548.700,88.841,4196.417,10.201,15481.285,7119.096,240.400,7489.101,5991.281,3198.569,374.502,1194.027,0.000124,-0.001722,725,0,55,32,85,53,23021,125,32,81.259,0,0,0,0,0,0,0
1261,42.0,2149,209,17,690,1459,0,0,169,271.11,1.063,1.107,0.083,0.034,0.243,-0.825,1.692,0.2573,2.8265,0.589,0.033,0.021,0.072,0.067,87,105,76,0,22,0,74895.13,8631.691,18266.578,55.857,4216.183,9.676,15189.403,6834.406,270.846,7944.133,6355.307,2561.499,209.747,1125.133,0.000142,-0.001363,805,0,53,23,75,52,23108,164,23,51.773,0,0,0,0,0,0,0
1291,43.0,2125,224,17,705,1420,0,0,177,258.65,1.055,1.093,0.085,0.034,0.249,-0.827,1.692,0.2632,2.8145,0.603,0.033,0.021,0.073,0.067,83,94,99,0,15,0,72866.01,8494.918,17323.419,85.205,4144.147,9.013,14974.483,6702.634,277.602,7720.039,6176.031,3170.798,129.849,1133.290,0.000148,-0.001730,669,0,64,35,98,63,22353,54,35,80.626,0,0,0,0,0,0,0
1321,44.0,2076,208,17,715,1361,0,0,187,276.83,1.049,1.077,0.086,0.034,0.257,-0.828,1.701,0.2682,2.8161,0.599,0.036,0.022,0.074,0.066,83,92,86,0,24,0,71613.43,8446.855,16564.158,72.094,3809.640,11.163,14451.341,6402.332,296.569,6424.271,5139.417,2618.910,127.589,1154.089,0.000186,-0.003206,701,0,55,31,86,55,21751,129,31,70.368,0,0,0,0,0,0,0
1351,45.0,2012,197,16,717,1295,0,0,192,277.01,1.038,1.066,0.087,0.032,0.265,-0.828,1.705,0.2698,2.8264,0.608,0.033,0.022,0.075,0.066,73,92,99,0,17,0,69335.51,8229.037,15604.303,89.629,3773.186,10.027,14082.166,6297.309,314.197,5912.782,4730.226,3112.805,196.497,1015.359,0.000202,-0.003175,657,0,59,40,98,58,21104,98,40,85.906,0,0,0,0,0,0,0
1381,46.0,1959,212,16,721,1238,0,0,192,329.01,1.031,1.054,0.090,0.032,0.273,-0.830,1.702,0.2722,2.8275,0.583,0.019,0.019,0.076,0.065,87,85,93,0,24,0,66082.36,7931.265,13939.313,100.135,3792.367,9.767,13592.064,6001.722,316.755,6202.576,4962.061,2919.590,128.217,1025.003,0.000199,-0.003238,713,0,52,41,91,50,21220,176,41,95.496,0,0,0,0,0,0,0
1411,47.0,1908,181,16,721,1187,0,0,201,327.57,1.027,1.046,0.089,0.033,0.280,-0.832,1.706,0.2679,2.8307,0.620,0.026,0.021,0.077,0.063,83,82,69,0,21,0,64610.48,7757.890,14303.390,60.559,3219.394,13.889,13134.955,5668.376,328.494,5207.063,4165.651,2361.057,180.669,878.749,0.000137,-0.003217,654,0,44,25,69,44,20311,167,25,59.566,0,0,0,0,0,0,0
1441,48.0,1859,178,16,738,1121,0,0,213,334.61,1.011,1.025,0.092,0.034,0.293,-0.835,1.705,0.2670,2.8438,0.608,0.034,0.020,0.078,0.063,79,91,67,0,15,0,61510.23,7476.445,12043.995,75.852,3026.851,10.985,12697.791,5405.656,339.063,4941.732,3953.386,2259.139,176.495,830.056,0.000168,-0.002241,554,0,40,27,67,40,19754,106,27,75.325,0,0,0,0,0,0,0
1471,49.0,1781,179,16,768,1013,0,0,213,325.15,0.985,0.986,0.096,0.033,0.318,-0.835,1.705,0.2696,2.8617,0.595,0.026,0.020,0.081,0.063,103,106,66,0,19,0,58181.55,7461.024,10611.069,36.320,3194.527,12.313,11985.516,5045.919,353.759,4552.575,3642.060,2214.307,119.113,807.966,0.000104,-0.001909,515,0,50,16,66,50,18645,62,16,35.455,0,0,0,0,0,0,0
1501,50.0,1726,167,16,768,958,0,0,200,334.14,0.972,0.973,0.098,0.032,0.327,-0.839,1.696,0.2763,2.8675,0.604,0.026,0.016,0.082,0.060,91,85,75,0,15,0,55894.85,7131.400,11033.985,86.181,2969.065,13.695,11289.725,4745.053,342.297,4918.484,3934.787,2388.951,39.510,749.030,0.000156,-0.000828,501,0,40,35,72,37,17450,76,35,79.611,0,0,0,0,0,0,0
1531,51.0,1617,181,16,749,868,0,0,195,356.08,0.956,0.955,0.101,0.032,0.339,-0.841,1.701,0.2702,2.8937,0.621,0.023,0.015,0.083,0.060,91,79,108,0,15,0,52157.74,6865.786,9731.308,120.258,2821.974,12.708,10656.558,4510.192,321.397,3735.501,2988.401,3233.452,186.925,798.846,0.000170,0.000619,561,0,59,49,106,57,16717,166,49,115.524,0,0,0,0,0,0,0
1561,52.0,1530,190,16,732,798,0,0,171,361.29,0.945,0.937,0.103,0.031,0.349,-0.843,1.705,0.2718,2.8973,0.642,0.019,0.014,0.085,0.060,101,65,96,0,14,0,48095.20,6449.898,7963.106,126.924,2591.460,13.509,9868.712,4092.317,304.795,3415.445,2732.356,2868.292,70.580,714.677,0.000082,0.000635,459,0,48,48,96,48,15702,86,48,126.311,0,0,0,0,0,0,0
1591,53.0,1441,163,16,716,725,0,0,149,370.25,0.935,0.918,0.103,0.032,0.362,-0.846,1.708,0.2736,2.8694,0.654,0.021,0.021,0.086,0.060,94,71,84,0,15,0,45924.54,6119.891,8512.831,106.049,2031.786,11.048,9201.363,3654.117,269.571,3327.482,2661.986,2434.996,56.996,626.896,0.000117,0.001087,430,0,42,42,84,42,14549,128,42,105.345,0,0,0,0,0,0,0
1621,54.0,1358,173,16,700,658,0,0,120,445.70,0.924,0.896,0.104,0.032,0.375,-0.850,1.707,0.2707,2.8664,0.640,0.020,0.020,0.088,0.059,105,59,82,0,14,0,43063.87,5973.511,6951.323,120.103,2081.648,13.391,8607.538,3430.329,224.871,2742.879,2194.304,2397.327,163.417,533.555,0.000153,0.002659,357,0,32,50,82,32,14043,64,50,119.551,0,0,0,0,0,0,0
1651,55.0,1280,187,16,684,596,0,0,100,371.14,0.913,0.876,0.107,0.033,0.389,-0.850,1.704,0.2794,2.8530,0.652,0.019,0.017,0.090,0.060,104,54,82,0,8,0,40381.90,5606.473,6557.260,116.287,1759.471,13.329,7975.443,3142.309,176.235,2620.452,2096.362,2625.265,30.035,488.613,0.000139,0.004151,273,0,38,44,82,38,13252,18,43,113.195,0,0,0,0,0,0,0
1681,56.0,1214,186,16,681,533,0,0,90,407.93,0.889,0.846,0.110,0.032,0.407,-0.851,1.693,0.2781,2.8582,0.661,0.016,0.013,0.091,0.061,115,57,76,0,4,0,38141.61,5399.574,6091.101,106.736,1799.051,13.400,7352.160,2809.740,152.012,2709.537,2167.630,2431.429,45.952,504.504,0.000131,0.005242,340,0,39,37,76,39,12288,82,37,106.118,0,0,0,0,0,0,0
1711,57.0,1151,199,16,665,486,0,0,67,409.90,0.878,0.827,0.109,0.033,0.418,-0.852,1.699,0.2767,2.9001,0.661,0.014,0.012,0.091,0.058,116,51,66,0,10,0,36224.86,5094.893,4937.922,106.506,1465.269,13.275,6831.696,2544.702,120.527,2457.052,1965.642,1677.354,46.812,343.571,0.000094,0.005372,298,0,18,48,66,18,11524,79,47,104.097,0,0,0,0,0,0,0
1741,58.0,1115,194,16,657,458,0,0,56,392.41,0.871,0.817,0.111,0.034,0.426,-0.854,1.708,0.2813,2.8985,0.649,0.014,0.017,0.093,0.058,126,39,53,0,2,0,35694.16,4888.269,5811.758,88.350,1288.948,12.150,6463.394,2387.777,97.018,2280.896,1824.716,1497.019,80.306,337.378,0.000117,0.006487,270,0,20,33,51,18,11111,96,33,80.574,0,0,0,0,0,0,0
1771,59.0,1099,205,16,659,440,0,0,54,393.29,0.863,0.804,0.112,0.034,0.433,-0.856,1.710,0.2779,2.9180,0.663,0.018,0.018,0.093,0.058,106,32,43,0,0,0,34479.64,4810.174,4747.405,69.901,1335.625,13.961,6271.692,2332.739,87.907,2286.293,1829.035,1352.095,3.951,336.355,0.000106,0.006584,271,0,18,25,41,16,11014,95,25,64.135,0,0,0,0,0,0,0
1801,60.0,1089,196,15,666,423,0,0,49,403.59,0.853,0.790,0.112,0.034,0.443,-0.859,1.712,0.2737,2.9239,0.668,0.021,0.021,0.094,0.059,104,39,24,0,4,0,34761.45,4899.034,5242.691,42.288,1185.465,12.992,6147.136,2257.987,77.057,2231.986,1785.589,665.038,50.477,258.119,0.000124,0.007646,271,0,8,16,24,8,11268,117,16,42.138,0,0,0,0,0,0,0
1831,61.0,1078,231,15,682,396,0,0,52,408.61,0.838,0.764,0.115,0.034,0.457,-0.861,1.713,0.2759,2.9228,0.670,0.026,0.023,0.097,0.060,110,39,26,0,2,0,34127.99,4967.067,4250.089,31.462,1390.216,16.278,5956.506,2132.522,72.050,2177.228,1741.782,875.023,24.917,385.610,0.000106,0.007810,291,0,16,10,26,16,10712,109,10,31.160,0,0,0,0,0,0,0
