tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,453,12496,0,157,99,81,116,0,17.79,0.852,0.786,0.189,0.204,0.242,-0.035,1.582,0.3373,1.2654,0.794,0.433,0.196,0.100,0.001,48,0,14,0,0,0,25352.23,1400.941,6617.810,35.306,33.839,15.137,2336.105,621.863,0.000,2365.197,1892.158,828.194,1776.669,80.077,0.000127,-0.000474,11,0,9,5,2,2,2765,0,5,1.320,616,68,52,4,0,38,10
61,2.0,488,10936,0,169,121,75,123,0,30.45,0.860,0.786,0.191,0.190,0.240,-0.100,1.563,0.3398,1.2908,0.809,0.473,0.188,0.101,0.001,63,0,17,0,0,0,26521.98,1488.905,6072.398,36.571,21.108,19.154,2440.823,616.864,0.000,2032.740,1626.192,928.321,1938.381,97.192,0.000071,-0.000280,11,0,17,0,5,5,2710,3,0,0.000,518,23,18,5,0,12,1
91,3.0,554,9387,0,177,177,73,127,0,39.26,0.874,0.779,0.190,0.188,0.226,-0.199,1.575,0.3457,1.3246,0.826,0.452,0.164,0.102,0.002,67,1,14,0,0,0,29052.68,1563.626,8379.869,16.593,38.747,24.436,2761.387,695.459,0.000,3157.278,2525.823,544.694,2720.027,76.367,0.000142,0.001564,14,0,10,4,5,4,3168,9,4,4.607,484,25,20,4,0,14,2
121,4.0,619,8109,0,185,239,71,124,0,48.40,0.879,0.782,0.186,0.169,0.216,-0.277,1.573,0.3447,1.3645,0.818,0.432,0.145,0.102,-0.001,81,4,18,0,0,0,31179.54,1665.854,7776.234,18.409,18.532,23.219,3041.068,778.753,0.000,3361.579,2689.263,716.280,2024.372,100.848,0.000129,0.003232,27,0,15,3,16,13,3654,15,3,9.057,510,12,9,2,0,7,0
151,5.0,721,6879,67,197,338,67,119,0,58.96,0.879,0.783,0.166,0.154,0.202,-0.375,1.574,0.3569,1.4478,0.766,0.401,0.149,0.104,0.000,94,7,24,0,0,0,35038.68,1719.565,10231.410,19.256,104.267,22.184,3463.769,990.947,0.000,4989.863,3991.891,887.882,1592.008,178.512,0.000158,0.003669,84,0,18,6,20,15,4672,75,6,12.999,504,11,5,2,0,2,1
181,6.0,917,5415,67,202,534,59,122,1,72.37,0.894,0.806,0.139,0.129,0.172,-0.491,1.589,0.3473,1.5581,0.794,0.381,0.112,0.105,-0.007,95,15,40,0,0,0,41972.84,1839.192,16953.127,60.136,132.315,26.636,4237.762,1448.913,0.069,9771.483,7817.187,1820.967,2187.819,268.468,0.000140,0.003026,47,0,35,5,25,22,5649,26,5,23.335,446,24,15,10,0,3,2
211,7.0,1133,4106,67,209,754,51,119,2,92.09,0.896,0.816,0.118,0.106,0.150,-0.570,1.593,0.3428,1.6473,0.765,0.354,0.092,0.108,-0.017,114,32,25,0,0,0,50117.64,1961.809,18867.728,21.071,312.349,23.624,5321.985,1970.496,1.168,10455.426,8364.341,1110.900,1958.925,251.250,0.000206,0.001757,110,0,20,5,17,16,7944,63,5,14.423,383,29,27,1,0,20,6
241,8.0,1416,2746,67,221,1035,45,115,4,113.90,0.908,0.841,0.129,0.095,0.137,-0.616,1.587,0.3543,1.7424,0.786,0.335,0.067,0.108,-0.025,96,30,36,0,0,0,58547.15,2194.666,21432.150,22.027,529.797,19.385,6531.498,2637.197,3.273,13635.281,10908.225,1388.924,1564.691,366.688,0.000196,-0.000494,117,0,34,2,32,30,10323,65,2,13.518,280,28,13,2,0,5,6
271,9.0,1629,1764,67,242,1250,32,105,5,130.68,0.911,0.863,0.125,0.083,0.136,-0.655,1.589,0.3646,1.8668,0.756,0.298,0.061,0.109,-0.030,116,49,65,0,1,0,63297.29,2376.867,20218.274,42.141,785.965,23.824,7963.655,3637.648,7.063,12677.769,10142.216,2296.480,872.854,573.893,0.000259,-0.003247,192,0,62,3,50,47,13816,92,3,9.068,249,30,30,8,1,16,5
301,10.0,1822,934,51,253,1443,27,99,6,144.79,0.907,0.884,0.119,0.078,0.132,-0.677,1.586,0.3650,1.9561,0.755,0.273,0.050,0.110,-0.034,132,59,43,0,0,0,67132.48,2625.191,19934.689,12.184,1155.882,24.834,9062.612,4358.381,8.469,11355.989,9084.792,1346.100,1156.148,533.967,0.000156,-0.004198,198,0,41,2,39,37,17400,76,2,5.786,264,55,51,0,5,35,11
331,11.0,1902,516,51,256,1536,17,93,9,151.52,0.903,0.893,0.114,0.074,0.130,-0.694,1.591,0.3651,2.0396,0.765,0.242,0.046,0.110,-0.035,125,87,41,0,0,0,66816.63,2777.842,15651.428,42.720,1125.644,21.884,9751.607,4956.117,11.252,7929.572,6343.658,1354.541,634.643,493.753,0.000175,-0.005629,192,0,30,11,36,25,20155,72,11,34.906,214,26,26,2,0,23,1
361,12.0,1847,499,51,279,1468,14,86,13,135.00,0.889,0.883,0.108,0.071,0.140,-0.700,1.595,0.3627,2.0566,0.749,0.204,0.043,0.111,-0.033,103,120,56,0,1,0,62481.49,3064.522,10977.129,14.158,1217.170,17.020,9706.509,5064.169,16.499,4459.087,3567.269,1704.403,363.996,643.558,0.000186,-0.006722,176,0,54,2,51,49,20676,24,2,4.521,106,22,18,0,0,18,0
391,13.0,1781,493,51,293,1398,12,78,15,155.20,0.879,0.877,0.107,0.069,0.148,-0.705,1.593,0.3754,2.0723,0.703,0.215,0.040,0.111,-0.032,97,117,75,0,3,0,59646.12,3357.763,11767.368,30.666,977.478,14.715,9181.836,4738.031,19.853,4840.255,3872.204,2044.998,413.232,625.170,0.000116,-0.006546,161,0,69,6,60,54,20056,38,6,14.008,112,16,16,2,0,12,2
421,14.0,1753,467,51,317,1354,8,74,21,170.29,0.869,0.873,0.100,0.068,0.159,-0.710,1.608,0.3722,2.1070,0.688,0.202,0.045,0.111,-0.032,83,104,58,0,0,0,59132.63,3623.051,12637.724,27.939,880.451,15.040,8796.486,4463.639,25.766,4996.202,3996.962,1527.133,501.944,487.990,0.000132,-0.006344,134,0,52,6,50,44,19660,13,6,18.988,122,14,14,2,0,10,2
451,15.0,1728,496,47,337,1323,5,63,24,198.68,0.862,0.874,0.091,0.065,0.169,-0.720,1.622,0.3821,2.1563,0.707,0.190,0.042,0.111,-0.032,80,111,69,0,2,0,60099.86,4212.065,13996.670,35.657,1244.315,12.565,8660.921,4404.695,37.615,5823.953,4659.162,2037.703,344.920,626.518,0.000163,-0.006318,161,0,60,9,63,54,20030,8,9,22.350,86,6,6,4,0,2,0
481,16.0,1786,497,47,373,1353,4,56,29,200.70,0.861,0.879,0.087,0.065,0.179,-0.724,1.625,0.3846,2.1894,0.683,0.155,0.039,0.110,-0.033,91,82,66,0,2,0,63246.75,4748.997,15934.428,28.540,1277.291,10.472,8599.623,4463.321,40.787,7706.638,6165.310,1712.415,487.091,720.513,0.000123,-0.006406,246,0,57,9,59,50,19824,64,9,18.401,74,5,5,2,0,1,2
511,17.0,1860,528,47,407,1404,3,46,34,227.35,0.858,0.884,0.082,0.061,0.188,-0.731,1.634,0.3856,2.2566,0.695,0.152,0.037,0.109,-0.033,89,78,59,0,1,0,66691.50,5316.436,16267.100,24.058,1392.129,10.044,8972.449,4740.510,50.566,7840.613,6272.490,1771.534,400.706,658.952,0.000179,-0.007020,242,0,50,9,51,45,20780,55,9,15.702,60,7,6,2,0,4,0
541,18.0,1970,531,47,455,1471,2,42,42,232.02,0.852,0.890,0.083,0.057,0.196,-0.734,1.644,0.3870,2.3045,0.657,0.154,0.033,0.108,-0.033,95,75,56,0,3,0,71800.55,6009.132,18745.772,25.623,1837.375,12.179,9382.146,5059.354,59.130,8958.219,7166.575,2009.553,537.722,831.924,0.000154,-0.006732,263,0,49,7,47,44,22564,35,7,17.686,34,2,2,0,0,2,0
571,19.0,2123,511,47,509,1580,1,33,48,232.74,0.852,0.894,0.081,0.052,0.203,-0.739,1.646,0.3927,2.3407,0.651,0.134,0.031,0.107,-0.035,98,62,77,0,1,0,76865.70,6877.667,19863.021,30.975,2085.395,13.036,10106.389,5524.355,66.370,10948.809,8759.048,2419.800,529.952,869.886,0.000204,-0.006690,342,0,64,13,77,64,25006,117,13,28.100,48,9,9,0,0,6,3
601,20.0,2294,515,37,576,1689,1,28,52,235.67,0.850,0.896,0.081,0.052,0.211,-0.744,1.653,0.4006,2.3491,0.625,0.113,0.029,0.106,-0.036,94,60,72,0,4,0,82284.73,7886.086,20727.711,49.036,2563.852,12.725,10880.429,6008.806,74.943,11283.120,9026.496,2552.935,466.974,1003.092,0.000104,-0.006080,405,0,56,16,72,56,27105,127,16,44.259,30,4,4,0,0,1,3
631,21.0,2508,456,37,661,1821,1,25,66,227.34,0.845,0.900,0.081,0.054,0.222,-0.747,1.658,0.4138,2.3948,0.629,0.085,0.028,0.104,-0.037,107,68,55,0,1,0,90167.16,9391.037,22795.598,36.619,2915.262,11.575,11870.572,6495.486,83.742,12416.506,9933.205,1911.018,440.581,1056.123,0.000157,-0.006701,501,0,46,9,55,46,29546,134,9,34.391,30,0,0,0,0,0,0
661,22.0,2738,405,37,765,1949,1,23,75,205.90,0.841,0.900,0.080,0.051,0.234,-0.750,1.656,0.4229,2.4244,0.612,0.092,0.024,0.104,-0.039,96,71,100,0,2,0,96274.60,10933.951,23254.702,66.548,3562.310,10.590,12966.772,7219.982,104.245,14695.201,11756.161,3246.705,314.493,1356.534,0.000174,-0.007040,588,0,81,19,100,81,31524,157,19,63.099,30,7,1,0,0,1,0
691,23.0,2908,420,37,859,2026,0,23,80,220.86,0.837,0.898,0.078,0.050,0.245,-0.753,1.655,0.4310,2.4247,0.599,0.071,0.026,0.103,-0.039,88,75,127,0,4,0,101580.56,12441.400,23298.473,103.530,4019.118,13.283,13892.490,7696.708,111.785,13640.224,10912.180,4168.471,378.135,1561.804,0.000173,-0.007590,640,0,93,34,127,93,33524,104,34,100.301,26,5,5,0,0,5,0
721,24.0,3144,373,37,990,2132,0,22,105,229.48,0.829,0.893,0.078,0.049,0.259,-0.755,1.654,0.4411,2.4473,0.598,0.073,0.026,0.102,-0.039,91,68,108,0,9,0,109603.76,14547.393,25934.617,27.450,5393.178,9.868,14785.836,8127.070,136.772,15204.636,12163.709,3728.782,617.447,2049.435,0.000175,-0.007882,815,0,96,12,108,96,35069,124,12,24.308,0,0,0,0,0,0,0
751,25.0,3358,416,33,1128,2209,0,21,129,218.82,0.821,0.885,0.076,0.049,0.273,-0.756,1.647,0.4390,2.4695,0.576,0.066,0.026,0.101,-0.039,98,96,163,0,7,0,116155.68,16530.661,25575.119,106.658,5209.290,13.421,15785.687,8527.116,174.218,17153.723,13722.978,5078.549,464.090,2200.113,0.000182,-0.008223,811,0,123,40,163,123,37208,64,40,103.074,0,0,0,0,0,0,0
781,26.0,3613,373,33,1279,2314,0,20,152,198.27,0.818,0.879,0.077,0.047,0.287,-0.758,1.651,0.4476,2.4637,0.564,0.062,0.022,0.100,-0.040,101,71,154,0,9,0,124069.63,18651.716,26781.868,121.605,6433.806,15.964,16872.605,8984.004,209.224,17741.538,14193.230,5058.171,580.210,2388.715,0.000155,-0.007228,1001,0,118,36,154,118,38718,110,36,117.529,0,0,0,0,0,0,0
811,27.0,3848,361,33,1456,2374,1,17,194,227.57,0.810,0.866,0.079,0.046,0.305,-0.760,1.655,0.4530,2.4560,0.555,0.054,0.022,0.100,-0.040,116,91,171,0,9,0,131927.81,21661.610,26596.085,134.392,8078.560,13.580,18063.226,9641.649,254.145,17882.391,14305.913,5538.789,597.959,2861.653,0.000271,-0.008069,1290,0,124,47,171,124,39694,146,47,129.790,0,0,0,0,0,0,0
841,28.0,4136,362,33,1628,2492,1,15,252,222.70,0.809,0.862,0.079,0.049,0.318,-0.764,1.659,0.4696,2.4695,0.553,0.046,0.020,0.100,-0.041,109,71,202,0,13,0,141559.50,24444.386,28790.473,189.168,8941.790,14.474,19157.918,10118.449,324.106,20557.662,16446.130,6551.170,411.785,3117.376,0.000266,-0.008929,1521,0,135,67,198,132,40775,245,66,175.280,0,0,0,0,0,0,0
871,29.0,4324,336,33,1731,2581,1,11,332,208.83,0.812,0.866,0.081,0.052,0.325,-0.767,1.664,0.4812,2.4701,0.540,0.042,0.021,0.099,-0.041,106,94,268,0,14,0,147381.34,25920.537,27962.223,300.262,10864.812,15.333,20578.925,10891.912,458.992,20504.793,16403.834,8254.716,331.924,3743.766,0.000213,-0.008178,1787,0,155,113,264,155,41981,209,109,292.531,0,0,0,0,0,0,0
901,30.0,4377,336,30,1804,2563,1,9,428,218.65,0.810,0.863,0.082,0.051,0.335,-0.767,1.673,0.4744,2.4632,0.554,0.039,0.021,0.099,-0.042,104,83,375,0,27,0,149258.44,27998.172,27346.918,383.158,11581.678,13.478,21202.176,11151.729,611.856,19490.641,15592.513,12098.427,473.590,4415.242,0.000193,-0.008429,1927,0,235,140,371,232,42571,167,139,370.222,0,0,0,0,0,0,0
931,31.0,4434,349,30,1884,2540,1,9,618,245.29,0.811,0.859,0.084,0.054,0.345,-0.769,1.676,0.4766,2.4635,0.545,0.035,0.024,0.099,-0.042,124,72,411,0,30,0,151407.14,29578.135,28087.696,390.209,12222.128,15.497,21528.620,11196.321,844.900,20731.864,16585.491,13352.429,338.215,4500.483,0.000163,-0.008492,2140,0,259,152,411,259,41616,240,150,376.704,0,0,0,0,0,0,0
