tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,429,11135,0,136,124,80,89,1,12.93,0.858,0.800,0.197,0.182,0.223,-0.128,1.519,0.3175,1.2456,0.803,0.471,0.208,0.106,-0.003,34,0,60,0,0,0,24654.84,1268.325,8146.146,83.713,15.221,11.090,2263.915,662.811,0.094,3185.240,2548.192,3176.506,1164.675,289.632,0.000136,-0.001460,10,0,43,17,46,36,3569,0,17,37.813,681,80,54,6,0,44,4
61,2.0,497,9526,0,140,188,76,93,2,20.25,0.849,0.826,0.189,0.173,0.202,-0.235,1.514,0.3209,1.2999,0.800,0.493,0.204,0.111,-0.004,39,0,28,0,0,0,27053.02,1226.984,8210.465,31.327,30.333,16.601,2374.902,635.026,1.563,3380.416,2704.333,1187.094,2011.269,184.653,0.000105,-0.001821,26,0,19,9,20,13,4189,10,9,14.531,603,53,38,1,0,32,5
91,3.0,673,7902,0,130,368,75,100,3,25.26,0.864,0.889,0.173,0.165,0.151,-0.379,1.519,0.3160,1.6143,0.833,0.523,0.133,0.122,-0.009,57,0,25,0,0,0,32984.16,1182.420,12982.518,31.843,160.622,22.741,2998.489,919.615,3.819,7320.225,5856.180,959.104,1771.795,148.774,0.000131,-0.001274,25,0,13,12,22,12,6268,6,12,23.557,568,50,41,1,0,37,3
121,4.0,900,6198,0,130,598,72,100,3,30.32,0.857,0.942,0.146,0.184,0.121,-0.479,1.522,0.3076,1.8973,0.860,0.492,0.113,0.133,-0.016,80,2,50,0,0,0,40501.05,1180.117,18348.296,24.916,293.606,23.756,4078.977,1507.173,6.198,10191.042,8152.834,2069.044,1969.857,366.982,0.000149,-0.002012,41,0,47,3,48,45,10079,0,3,10.397,579,62,53,2,0,46,5
151,5.0,1123,4348,66,126,834,68,95,3,38.22,0.849,0.974,0.132,0.188,0.102,-0.541,1.532,0.3126,2.0538,0.850,0.484,0.092,0.139,-0.014,77,6,131,0,0,0,47126.47,1209.827,23623.789,108.940,261.831,21.256,5335.571,2114.280,6.198,12910.683,10328.547,5168.110,2531.614,579.231,0.000088,-0.002442,36,0,125,6,105,101,14283,2,6,21.440,590,67,67,22,0,45,0
181,6.0,1428,2630,66,127,1146,65,90,6,58.56,0.829,1.006,0.109,0.191,0.089,-0.591,1.535,0.3015,2.1806,0.854,0.465,0.080,0.145,-0.021,104,24,124,0,0,0,55868.45,1190.993,26605.338,82.919,130.576,21.838,6649.379,2748.413,7.399,16052.467,12841.973,4391.563,1637.516,492.507,0.000125,-0.003246,22,0,116,8,107,99,18808,3,8,31.037,504,68,68,14,0,54,0
211,7.0,1595,1265,66,128,1337,58,72,7,75.17,0.812,1.026,0.102,0.192,0.084,-0.621,1.528,0.3105,2.2960,0.835,0.445,0.055,0.149,-0.024,97,48,215,0,0,0,58296.68,1207.614,24901.567,64.163,264.066,19.689,7769.416,3603.110,11.505,15033.105,12026.484,7092.301,1423.172,838.983,0.000132,-0.003831,28,0,212,3,197,194,23422,0,3,8.908,464,33,32,8,0,22,2
241,8.0,1498,652,66,123,1272,46,57,6,89.50,0.806,1.029,0.098,0.196,0.086,-0.634,1.523,0.3067,2.3326,0.831,0.431,0.047,0.149,-0.024,102,48,284,0,2,0,51944.64,1222.998,15898.521,109.966,264.394,22.564,7922.610,3716.761,9.754,8218.816,6575.053,8783.842,524.303,982.496,0.000132,-0.003527,31,0,275,9,261,252,23993,11,9,36.338,396,59,59,8,0,50,1
271,9.0,1327,479,66,116,1126,33,52,9,119.82,0.800,1.023,0.094,0.197,0.090,-0.643,1.534,0.2997,2.3565,0.838,0.440,0.038,0.151,-0.022,94,70,229,0,1,0,43209.27,1179.533,9031.591,78.341,233.036,19.825,7135.492,3268.079,9.061,4451.387,3561.110,6763.328,179.646,778.959,0.000097,-0.003199,34,0,218,11,219,209,21953,2,11,38.615,324,35,34,4,0,27,3
301,10.0,1191,441,55,108,1016,24,43,7,146.51,0.793,1.025,0.089,0.194,0.092,-0.657,1.536,0.3045,2.4010,0.830,0.417,0.039,0.151,-0.021,69,80,141,0,0,0,38324.55,1184.765,8292.012,78.112,317.016,15.280,6341.909,2855.832,11.257,2980.236,2384.189,4038.410,118.388,477.757,0.000129,-0.005081,30,0,131,10,132,122,19738,1,10,45.142,249,29,29,9,0,19,1
331,11.0,1069,495,55,109,907,17,36,11,156.40,0.784,1.018,0.089,0.186,0.098,-0.668,1.538,0.3055,2.4236,0.812,0.394,0.033,0.150,-0.019,57,78,129,0,1,0,34193.36,1190.249,7344.549,53.139,277.938,12.120,5545.408,2483.384,9.209,2999.339,2399.472,3495.126,168.205,417.931,0.000098,-0.006396,25,0,122,7,120,113,17937,0,7,23.179,171,20,17,6,0,10,1
361,12.0,995,512,55,109,842,14,30,9,166.98,0.782,1.017,0.084,0.177,0.104,-0.677,1.543,0.3120,2.4680,0.816,0.339,0.027,0.151,-0.021,60,63,106,0,2,0,32077.50,1233.137,8599.411,64.616,379.865,12.808,5012.300,2268.377,12.020,3459.834,2767.868,3400.587,156.321,471.452,0.000136,-0.007540,65,0,99,7,96,89,16489,12,7,39.534,105,8,8,3,0,5,0
