tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore
31,1.0,443,12824,0,147,102,78,116,0,18.21,0.858,0.788,0.188,0.199,0.234,-0.052,1.593,0.3312,1.2677,0.660,0.361,0.182,0.100,0.001,43,0,19,0,0,0,24823.98,1103.890,6666.179,49.917,30.957,16.078,2316.421,626.236,0.000,2238.723,1790.979,1110.118,1829.276,80.335,0.000086,0.000058,6,0,13,6,2,2,2762,0,6,1.533,615,71,34,7,0,27,0,719,132,85,5,0,80,0,1406,276,2,3143.846,2668.082,22.549,0.045,0.000,323.112,84.010,4.805,13,3,0,3,0,58,1480,251,3,2702.387,1561.784,7.314,0.000,0.000,280.213,94.787,1.600,10,0,0,0,0,0,1533,298,1,3254.271,1047.736,1.094,1.021,0.000,321.196,89.864,4.306,5,2,0,2,0,29,2014,409,0,4135.000,728.395,0.000,7.655,0.966,478.823,129.090,8.446,8,5,0,5,0,127,1288,358,0,4470.000,287.947,0.000,20.108,0.526,280.366,74.814,11.252,3,2,0,2,0,33,1130,217,0,2362.500,22.523,0.000,19.555,0.041,243.561,76.930,8.263,0,1,0,1,0,15,0,1,2,0,4,1,0,0,0,0,0,1
61,2.0,470,11575,0,158,121,74,117,1,28.41,0.863,0.781,0.185,0.191,0.236,-0.105,1.576,0.3192,1.2663,0.636,0.481,0.192,0.101,0.003,65,0,25,0,0,0,25620.02,1132.308,6066.521,71.559,28.748,19.560,2373.454,618.299,0.124,2010.983,1608.787,1278.299,1705.508,96.463,0.000083,0.000450,15,0,22,3,5,4,2960,3,3,5.693,538,31,24,13,0,10,1,638,96,65,5,0,60,0,1665,257,8,3166.690,2601.448,10.070,0.097,5.375,365.793,95.928,16.464,23,9,0,9,0,190,1617,272,0,2775.000,1602.607,0.000,0.000,0.000,316.130,97.267,1.035,9,4,0,4,0,201,1538,222,3,2308.791,783.364,12.217,0.000,0.000,318.779,83.076,2.159,3,3,0,3,0,135,1949,328,0,3230.000,576.535,0.000,11.279,0.000,467.950,121.184,11.310,2,1,0,1,0,59,1249,231,1,3361.986,221.764,0.091,5.217,0.317,269.999,66.456,3.850,1,1,0,1,0,34,1018,194,0,2190.000,25.368,0.000,49.274,0.001,210.472,64.068,15.404,0,4,0,4,0,182,0,0,0,0,1,0,0,1,0,0,0,0
91,3.0,508,10371,0,160,155,70,123,1,36.90,0.885,0.771,0.193,0.191,0.224,-0.178,1.585,0.3208,1.2517,0.679,0.475,0.175,0.104,0.005,66,1,15,0,0,0,26877.65,1159.268,6839.175,17.469,51.388,24.329,2586.645,635.385,1.859,2199.814,1759.851,701.413,2261.264,131.757,0.000089,0.000288,23,0,12,3,7,6,2963,8,3,5.015,508,21,18,4,0,12,2,610,77,31,2,0,27,2,2147,308,2,3898.915,3196.944,11.253,0.171,0.000,473.445,110.577,21.477,31,5,0,5,0,200,1865,276,7,3263.699,1882.108,22.543,0.000,3.615,386.994,106.415,3.165,10,1,0,1,0,3,1703,264,0,2522.500,876.141,0.000,0.000,0.000,356.467,92.585,0.344,8,1,1,0,0,84,1909,254,5,2825.127,484.004,1.738,3.302,1.081,460.812,119.685,8.372,0,2,0,2,0,141,1221,231,1,2813.619,182.465,2.666,5.392,0.319,266.376,68.806,3.424,0,3,0,3,0,227,950,168,0,1907.500,22.607,0.000,3.589,0.000,199.502,57.151,2.265,0,1,0,1,0,81,0,0,0,0,1,0,0,0,0,0,0,0
121,4.0,564,9297,0,159,212,71,122,3,48.37,0.907,0.773,0.182,0.172,0.202,-0.264,1.589,0.3301,1.2630,0.694,0.478,0.143,0.106,0.002,70,3,16,0,0,0,28310.96,1233.946,7042.517,19.842,76.612,22.910,2857.154,721.838,3.312,3061.377,2449.102,749.984,1817.744,100.682,0.000179,0.001694,16,0,11,5,11,9,3793,0,5,7.390,512,15,10,2,0,7,1,616,47,15,0,0,14,1,3224,336,11,5111.033,4155.946,55.872,0.182,0.000,694.183,155.515,51.062,51,3,0,3,0,153,2058,259,1,2405.443,1355.551,16.395,0.146,6.579,435.035,121.641,7.129,12,2,0,2,0,120,1841,249,2,2175.141,754.003,4.229,0.000,0.000,383.572,107.663,1.141,5,4,0,4,0,321,1838,203,0,2135.000,377.049,0.000,0.000,0.422,441.558,110.591,3.048,1,4,3,1,0,423,1213,215,0,2697.500,190.829,0.000,7.220,0.388,266.613,66.865,2.129,2,0,0,0,0,0,902,167,2,1821.517,21.058,0.116,4.904,0.000,191.013,51.297,1.497,0,1,0,1,0,93,0,0,0,0,1,0,0,0,0,0,0,0
151,5.0,626,8238,42,159,276,68,123,3,56.91,0.933,0.775,0.173,0.170,0.186,-0.333,1.597,0.3322,1.3013,0.693,0.453,0.131,0.113,0.005,65,5,22,0,0,0,30696.56,1255.254,9154.304,11.119,72.101,20.312,3287.746,923.317,5.288,3734.899,2987.919,878.044,2034.735,158.966,0.000106,0.002225,22,0,16,6,19,15,5461,6,5,7.007,506,12,9,1,0,4,4,643,117,72,0,1,66,5,4865,427,6,7157.060,5707.746,43.180,0.722,1.114,1050.937,268.337,105.400,67,15,1,14,0,754,2466,318,1,3180.258,1848.624,4.591,0.358,5.577,522.542,156.740,7.459,11,0,0,0,0,0,1973,277,6,2616.480,910.994,13.756,0.000,0.000,407.052,117.778,5.705,5,1,1,0,0,131,1743,185,2,1819.436,331.021,4.636,0.000,0.000,412.105,96.886,3.634,0,2,2,0,0,267,1220,168,0,2222.500,157.086,0.000,1.205,0.315,267.777,64.421,3.374,0,1,0,1,0,114,860,92,1,1010.689,12.770,0.109,0.000,0.000,182.149,51.771,0.355,0,2,1,1,0,261,0,0,0,0,0,0,0,1,0,0,0,0
181,6.0,718,7222,42,166,363,64,125,4,72.94,0.952,0.775,0.154,0.143,0.171,-0.409,1.608,0.3199,1.3198,0.658,0.434,0.109,0.116,0.005,75,13,23,0,0,0,33325.07,1305.287,10569.690,44.940,93.650,23.687,3865.111,1153.881,5.902,5251.616,4201.293,1184.606,1907.623,123.962,0.000163,0.001821,11,0,18,5,11,9,6612,0,5,19.212,433,54,31,7,0,22,2,581,97,63,2,3,54,4,6646,465,8,8778.415,6924.027,84.472,0.555,17.229,1461.228,432.619,123.304,84,12,3,9,0,803,2916,338,1,3801.148,2151.917,3.710,0.439,0.000,639.396,198.458,14.938,19,5,2,3,0,391,2080,226,2,2062.961,726.005,5.468,0.000,0.000,434.435,119.156,3.177,8,1,0,1,0,162,1736,227,0,2315.000,406.744,0.000,5.363,1.700,417.184,86.394,9.230,3,7,4,3,0,1167,1222,150,0,2105.000,146.734,0.000,6.000,0.230,275.764,63.933,5.688,2,1,0,1,0,169,786,102,0,1307.500,18.699,0.000,13.370,0.053,168.855,43.865,11.085,0,5,4,1,0,851,0,0,0,0,0,0,0,1,0,0,0,0
211,7.0,837,6226,42,169,490,55,123,4,95.96,0.969,0.774,0.139,0.126,0.152,-0.486,1.609,0.3088,1.3769,0.639,0.385,0.096,0.121,0.001,86,31,16,0,0,0,38182.07,1332.296,13470.490,21.845,210.405,23.711,4355.344,1445.376,6.961,6830.684,5464.548,749.958,1887.672,156.189,0.000089,0.001665,28,0,10,6,13,9,8325,1,6,17.258,342,27,7,0,0,7,0,550,75,38,2,0,36,0,8953,634,17,12070.676,9464.066,178.055,0.191,17.051,1948.584,691.906,148.804,123,14,10,4,0,1853,3444,416,4,4830.515,2747.101,24.756,1.059,0.000,747.660,241.314,22.151,29,11,10,1,0,1678,2119,220,1,2159.117,741.224,0.460,1.134,0.000,439.815,123.620,2.019,4,3,2,1,0,564,1564,152,5,1355.832,241.383,4.151,2.203,0.000,364.683,75.700,2.513,1,4,3,1,0,767,1146,133,0,1802.500,132.012,0.000,0.000,0.184,247.987,57.833,1.192,0,7,4,3,0,1382,656,47,0,545.000,8.479,0.000,0.000,0.023,131.553,35.332,1.280,0,2,2,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0
241,8.0,971,5201,42,171,642,48,110,8,127.12,1.000,0.793,0.138,0.102,0.136,-0.553,1.612,0.3168,1.4511,0.653,0.386,0.087,0.126,0.000,99,34,31,0,0,0,43939.38,1424.293,17049.862,22.823,227.102,23.134,5293.717,2014.965,9.371,8555.936,6844.749,1319.804,2131.780,258.844,0.000130,0.000650,44,0,28,3,28,26,11825,0,3,2.854,344,26,5,2,0,2,1,517,98,51,0,0,51,0,12826,746,26,14559.442,11426.327,205.161,0.352,2.850,2772.036,1106.293,275.843,153,25,12,13,0,2357,4280,486,3,7762.564,4448.637,13.315,7.526,0.000,959.874,284.967,38.726,39,15,5,10,0,1860,2096,206,3,1752.540,629.894,5.119,0.000,0.000,434.107,114.910,2.369,1,9,6,3,0,1661,1458,155,3,1317.219,242.007,3.008,0.000,0.000,337.060,68.260,3.385,0,5,3,2,0,957,982,116,0,1622.500,111.525,0.000,0.000,0.000,196.564,45.092,0.832,1,4,4,0,0,899,559,26,9,308.965,2.480,0.499,12.092,0.003,106.077,27.045,4.526,0,4,4,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0
271,9.0,1235,3857,42,176,922,38,99,12,159.21,1.049,0.835,0.133,0.090,0.115,-0.626,1.608,0.3144,1.5838,0.633,0.341,0.072,0.131,0.001,95,48,38,0,0,0,55222.91,1512.945,26457.392,44.689,647.897,20.397,6658.634,2775.188,17.806,15218.215,12174.572,1699.417,2229.283,307.523,0.000170,-0.000776,76,0,32,6,30,26,15660,5,6,15.926,267,29,25,2,0,21,2,491,77,56,5,0,51,0,17264,1094,67,23156.974,18273.518,619.828,0.498,14.759,3828.118,1561.573,388.137,257,39,25,14,0,5670,5692,670,4,12352.019,7096.523,16.241,3.193,0.000,1406.591,467.875,80.846,79,16,2,14,0,2106,1918,181,0,1935.000,659.428,0.000,1.639,0.614,391.301,103.850,1.509,3,7,5,2,0,1498,1258,115,0,1090.000,197.038,0.000,10.860,0.000,287.534,58.170,4.681,0,8,8,0,0,1839,899,87,0,1020.000,73.339,0.000,11.972,0.553,175.862,39.298,5.342,0,3,1,2,0,780,429,24,0,250.000,3.220,0.000,0.000,0.000,74.583,18.838,0.149,0,7,7,0,0,1816,0,0,0,0,1,0,0,0,0,0,0,0
301,10.0,1527,2571,39,176,1229,29,93,14,139.90,1.094,0.870,0.137,0.075,0.100,-0.662,1.613,0.3237,1.7045,0.633,0.307,0.061,0.134,0.001,120,48,77,0,0,0,66202.10,1573.407,31874.768,38.656,1061.054,18.021,8863.690,4139.634,20.045,18583.064,14866.452,3360.208,1777.436,630.007,0.000162,-0.001290,128,0,71,6,68,63,21514,23,6,13.621,190,15,11,5,0,1,5,499,114,105,4,0,85,16,24079,1137,98,26884.320,20960.516,982.676,1.230,2.920,5429.198,2364.476,547.701,284,58,27,31,0,4791,7926,844,5,17685.682,10022.606,63.721,8.763,10.095,2138.697,790.700,180.569,123,39,8,31,0,2587,1798,144,0,1587.500,575.965,0.000,0.423,0.000,368.494,102.123,6.577,4,9,3,6,0,2273,1095,71,1,657.230,117.226,0.366,3.050,0.000,246.167,53.135,2.278,0,4,4,0,0,1159,740,47,0,667.500,48.137,0.000,11.569,0.607,136.662,33.312,2.559,0,7,4,3,0,1793,264,12,1,111.767,0.660,0.082,0.000,0.000,40.399,11.285,0.375,0,2,2,0,0,566,0,0,0,0,3,0,0,0,0,0,0,0
