tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,451,12788,0,157,102,79,113,1,17.44,0.864,0.788,0.184,0.201,0.240,-0.048,1.584,0.3309,1.2739,0.788,0.420,0.187,0.101,-0.001,51,0,16,0,0,0,25243.67,1385.137,6608.858,37.487,25.315,16.236,2343.409,596.968,0.136,2408.122,1926.498,912.731,1779.878,87.188,0.000096,-0.000363,9,0,10,6,2,2,2814,0,6,1.726,612,47,31,4,0,25,2
61,2.0,486,11469,0,166,132,74,114,2,30.19,0.883,0.779,0.183,0.181,0.236,-0.118,1.568,0.3271,1.2555,0.823,0.464,0.197,0.101,-0.001,61,0,21,0,0,0,26783.31,1435.309,6730.778,38.892,48.145,20.448,2481.247,582.993,2.153,2301.053,1840.842,1139.771,1846.842,152.121,0.000092,-0.000428,22,0,18,3,8,7,3005,9,3,5.871,495,30,24,5,0,17,1
91,3.0,549,10164,0,168,192,73,116,2,38.41,0.914,0.771,0.182,0.165,0.216,-0.207,1.579,0.3365,1.2536,0.836,0.446,0.178,0.101,-0.001,82,0,9,0,0,0,29338.29,1532.091,7986.578,15.771,141.654,24.699,2816.631,662.020,3.809,3014.929,2411.943,432.799,2310.453,150.763,0.000119,0.000082,40,0,6,3,5,3,3931,27,3,6.956,463,14,12,2,0,7,3
121,4.0,651,8839,0,173,288,73,117,2,48.77,0.955,0.771,0.166,0.146,0.194,-0.297,1.577,0.3422,1.2820,0.827,0.434,0.144,0.103,-0.009,77,1,18,0,0,0,33108.52,1595.848,10458.539,24.811,201.941,22.696,3358.310,850.598,3.809,5163.770,4131.016,747.504,2191.915,124.079,0.000093,0.001052,80,0,13,5,15,11,5416,59,5,14.059,490,19,16,2,0,8,6
151,5.0,822,7334,37,177,465,69,111,2,60.13,1.024,0.760,0.141,0.127,0.165,-0.398,1.572,0.3321,1.3299,0.807,0.435,0.107,0.105,-0.013,92,6,30,0,0,0,40513.09,1595.437,16423.642,29.282,234.564,21.382,4269.627,1215.960,3.809,9104.085,7283.268,1145.760,1960.858,226.966,0.000158,0.002131,85,0,23,7,27,21,7965,60,7,20.622,488,15,13,2,0,6,5
181,6.0,1005,5952,37,185,647,64,109,2,70.87,1.058,0.760,0.117,0.110,0.148,-0.466,1.595,0.3365,1.3538,0.787,0.373,0.090,0.105,-0.015,83,17,40,0,0,0,46844.64,1692.949,18475.091,48.244,385.907,24.349,5650.053,1752.438,3.809,10577.014,8461.611,1705.585,2255.018,402.431,0.000162,0.003448,99,0,35,5,30,28,11196,50,5,22.743,442,20,14,5,0,4,5
211,7.0,1215,4527,37,196,860,56,103,3,95.99,1.086,0.762,0.101,0.091,0.137,-0.520,1.598,0.3348,1.4167,0.793,0.316,0.081,0.106,-0.018,114,39,23,0,0,0,54971.56,1859.493,21866.087,9.076,631.236,26.058,6981.537,2392.604,3.924,11980.802,9584.642,1020.616,2389.639,423.251,0.000159,0.004599,129,0,20,3,20,19,15009,61,3,2.474,362,28,24,1,0,16,7
241,8.0,1398,3227,37,201,1057,45,95,7,116.56,1.098,0.766,0.100,0.083,0.127,-0.562,1.601,0.3461,1.4746,0.781,0.269,0.072,0.104,-0.020,126,39,52,0,0,0,60269.12,1996.352,21412.386,57.688,881.240,26.077,8343.901,2942.515,7.275,11814.171,9451.337,2045.146,1839.056,628.137,0.000110,0.004193,204,0,47,5,32,28,18622,59,5,9.955,328,21,20,16,0,1,3
271,9.0,1526,2465,37,210,1193,38,85,11,129.21,1.098,0.773,0.095,0.075,0.122,-0.591,1.591,0.3482,1.5110,0.770,0.262,0.067,0.102,-0.022,119,64,44,0,0,0,63191.05,2154.573,18424.467,24.350,669.759,27.503,9229.422,3158.888,12.454,9920.706,7936.565,1720.917,1087.258,488.388,0.000142,0.003909,167,0,38,6,32,30,21697,63,6,4.516,339,27,21,5,1,14,1
301,10.0,1656,1835,35,222,1332,27,75,19,143.80,1.105,0.786,0.089,0.067,0.119,-0.617,1.591,0.3345,1.5572,0.743,0.234,0.057,0.101,-0.025,132,84,60,0,1,0,67017.48,2256.145,22061.713,39.143,748.360,21.503,10084.368,3560.213,20.347,11850.845,9480.676,2499.013,1434.663,561.789,0.000127,0.003889,164,0,55,5,46,44,23601,60,5,5.932,285,30,25,7,0,6,12
