tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,444,11343,0,139,140,79,86,1,11.36,0.862,0.805,0.223,0.170,0.215,-0.147,1.524,0.3220,1.2323,0.801,0.468,0.200,0.104,-0.009,32,0,45,0,0,0,25692.71,1273.208,8763.646,71.253,28.914,11.466,2296.154,792.029,0.136,3175.830,2540.664,2397.153,1398.566,247.530,0.000122,-0.001753,24,0,30,15,33,24,3472,9,15,32.800,672,93,60,6,0,45,9
61,2.0,567,9747,0,148,240,79,100,2,18.78,0.895,0.844,0.222,0.154,0.183,-0.251,1.518,0.3120,1.3800,0.822,0.473,0.162,0.105,-0.024,45,0,15,0,0,0,30071.63,1264.288,10713.794,17.460,60.253,16.196,2685.342,835.667,2.119,5234.270,4187.416,654.443,2219.722,172.475,0.000145,-0.002345,27,0,11,4,11,7,4011,6,4,8.414,626,74,47,0,0,42,5
91,3.0,711,8217,0,148,379,78,106,2,26.76,0.914,0.884,0.191,0.137,0.154,-0.332,1.510,0.3269,1.5208,0.810,0.473,0.121,0.109,-0.030,61,1,23,0,0,0,34708.70,1284.927,12338.351,24.903,142.471,20.341,3507.093,1223.807,3.302,6425.193,5140.155,995.084,1790.061,206.728,0.000163,-0.003514,31,0,17,6,19,13,5392,6,6,14.209,639,42,24,1,0,20,3
121,4.0,896,6532,0,150,561,76,109,3,36.26,0.933,0.927,0.160,0.117,0.133,-0.393,1.510,0.3325,1.7364,0.821,0.460,0.113,0.112,-0.037,78,4,29,0,0,0,42203.96,1300.272,17220.081,23.874,189.067,21.719,4471.632,1720.777,3.442,8559.337,6847.470,1152.074,1735.738,253.424,0.000148,-0.004230,39,0,27,2,24,23,7119,4,2,3.678,645,74,64,4,0,55,5
151,5.0,1271,4220,72,153,939,74,105,3,46.46,0.968,0.985,0.126,0.095,0.108,-0.461,1.510,0.3191,1.9087,0.860,0.438,0.078,0.116,-0.053,86,15,44,0,0,0,55820.99,1353.172,28493.531,61.813,255.359,23.987,6060.374,2381.904,5.412,17603.939,14083.151,1928.207,2067.713,327.097,0.000156,-0.004471,51,0,44,0,24,24,9060,7,0,0.000,668,77,77,18,0,59,0
181,6.0,1648,1975,72,159,1320,67,102,5,66.07,0.976,1.022,0.103,0.083,0.096,-0.500,1.513,0.3199,2.0446,0.864,0.428,0.067,0.116,-0.060,94,28,45,0,0,0,69591.63,1414.509,31576.889,30.475,233.975,24.698,8688.789,3595.329,7.962,18124.905,14499.924,1559.231,1472.842,302.094,0.000196,-0.006159,74,0,44,1,36,36,11874,44,1,0.009,567,73,72,7,0,65,0
211,7.0,1818,1007,72,160,1509,58,91,6,95.35,0.977,1.036,0.086,0.070,0.092,-0.519,1.523,0.3219,2.1177,0.837,0.363,0.047,0.117,-0.065,95,64,57,0,1,0,69964.29,1463.687,20111.698,38.725,507.835,20.479,10496.669,4752.835,9.531,11706.244,9364.995,2101.480,1003.746,535.939,0.000208,-0.007884,96,0,55,2,46,44,13647,27,2,3.729,454,92,90,5,7,76,2
241,8.0,1800,785,72,164,1503,50,83,7,115.90,0.971,1.034,0.079,0.068,0.093,-0.532,1.515,0.3288,2.1338,0.832,0.354,0.044,0.117,-0.068,86,88,64,0,0,0,64607.05,1553.421,12314.473,32.330,479.056,24.845,10693.144,4845.987,10.222,5255.813,4204.650,1875.893,299.291,481.760,0.000136,-0.008711,69,0,63,1,51,50,13214,8,1,3.169,366,83,83,3,0,71,9
271,9.0,1787,536,72,165,1512,36,74,11,137.82,0.960,1.046,0.077,0.066,0.094,-0.552,1.519,0.3271,2.2038,0.870,0.352,0.040,0.118,-0.065,80,103,63,0,2,0,61303.79,1621.389,14266.467,46.933,469.053,19.838,10464.825,4674.896,12.141,5990.690,4792.552,2071.872,377.321,438.863,0.000151,-0.009550,70,0,59,4,56,52,12343,0,4,23.062,269,29,22,2,0,18,2
301,10.0,1708,466,62,170,1443,30,65,13,154.22,0.958,1.047,0.071,0.062,0.097,-0.560,1.526,0.3333,2.2441,0.850,0.312,0.040,0.119,-0.065,68,127,41,0,3,0,58539.29,1702.087,12477.870,7.835,620.895,16.404,10150.304,4464.820,19.250,3667.479,2933.983,894.045,232.668,457.712,0.000077,-0.010000,70,0,41,0,38,38,12131,0,0,0.000,213,18,17,1,0,15,1
331,11.0,1665,497,62,177,1405,25,58,12,173.61,0.956,1.043,0.067,0.060,0.101,-0.567,1.519,0.3248,2.2626,0.862,0.299,0.036,0.120,-0.067,61,117,21,0,2,0,57067.87,1808.089,12959.210,5.122,678.157,15.076,9768.939,4335.403,21.225,3787.867,3030.294,688.070,205.085,467.537,0.000156,-0.011804,89,0,21,0,21,21,11481,0,0,0.000,172,28,28,0,0,25,3
361,12.0,1659,476,62,181,1416,17,45,12,193.17,0.958,1.049,0.064,0.051,0.103,-0.580,1.517,0.3292,2.2825,0.844,0.287,0.039,0.121,-0.069,54,99,29,0,3,0,58201.29,1958.284,15879.212,16.367,822.012,12.177,9574.537,4279.858,17.949,5114.120,4091.296,1036.077,237.490,551.709,0.000145,-0.013394,102,0,27,2,28,26,10958,0,2,10.018,128,14,14,0,0,7,7
391,13.0,1676,532,62,190,1437,12,37,15,203.41,0.964,1.051,0.061,0.051,0.106,-0.592,1.521,0.3249,2.2976,0.819,0.263,0.034,0.122,-0.072,55,95,25,0,0,0,59957.96,2082.406,16488.559,6.815,775.845,8.208,9775.113,4341.578,21.587,5573.873,4459.098,828.731,186.608,552.712,0.000103,-0.013898,123,0,25,0,25,25,10762,8,0,0.000,114,15,15,0,0,15,0
421,14.0,1752,537,62,195,1516,8,33,17,217.43,0.970,1.056,0.060,0.050,0.106,-0.604,1.527,0.3254,2.3176,0.836,0.236,0.033,0.123,-0.072,74,76,12,0,0,0,63678.50,2204.526,18681.916,9.212,808.294,10.227,10068.273,4400.299,24.893,6702.001,5361.601,496.933,283.580,560.743,0.000181,-0.014573,151,0,11,1,12,11,10329,50,1,6.973,100,11,11,0,0,9,2
451,15.0,1840,536,50,206,1599,6,29,20,228.97,0.977,1.056,0.059,0.048,0.106,-0.611,1.523,0.3327,2.3098,0.772,0.233,0.029,0.124,-0.073,57,77,31,0,3,0,67498.05,2301.646,20313.248,8.541,876.655,11.644,10562.631,4622.653,28.648,8087.206,6469.765,994.974,403.977,573.553,0.000142,-0.015408,118,0,30,1,31,30,10282,0,1,4.722,77,16,16,0,0,14,2
481,16.0,1953,545,50,208,1715,6,24,19,236.73,0.983,1.063,0.056,0.048,0.103,-0.619,1.521,0.3329,2.3266,0.787,0.197,0.028,0.124,-0.074,52,83,32,0,0,0,72492.02,2393.780,22712.169,14.053,875.513,11.368,11239.175,5037.281,33.019,9279.611,7423.689,1100.117,327.463,533.060,0.000181,-0.016912,113,0,29,3,32,29,10578,4,3,7.821,79,19,19,0,0,12,7
511,17.0,2100,547,50,220,1857,3,20,21,252.32,0.990,1.070,0.055,0.048,0.102,-0.628,1.518,0.3332,2.3523,0.790,0.214,0.031,0.125,-0.075,62,90,22,0,2,0,78812.20,2685.087,24999.016,1.050,877.408,8.250,12128.439,5446.532,33.957,10647.505,8518.004,682.954,445.647,497.943,0.000186,-0.020146,112,0,21,1,21,21,10851,2,0,0.000,67,13,13,0,0,10,3
541,18.0,2286,495,50,234,2031,3,18,29,259.20,0.995,1.075,0.053,0.048,0.101,-0.633,1.520,0.3275,2.3687,0.753,0.184,0.028,0.126,-0.076,68,60,24,0,0,0,85498.10,2825.318,27451.831,8.293,1236.095,9.540,13351.586,6042.825,37.829,11019.160,8815.328,821.861,451.245,690.363,0.000228,-0.020214,161,0,21,3,24,21,11622,3,3,5.152,60,12,9,0,0,8,1
