tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,493,10562,0,153,143,97,100,0,14.33,0.908,0.873,0.155,0.147,0.219,-0.085,1.595,0.3190,1.4099,0.784,0.425,0.153,0.097,0.013,39,0,33,0,0,0,27533.41,1388.320,9951.707,87.125,30.630,9.951,2498.360,885.672,0.000,4948.157,3958.526,1752.246,995.162,156.680,0.000141,-0.000831,19,0,25,8,11,5,3653,0,8,14.830,949,130,94,16,3,75,0
61,2.0,637,9012,0,158,240,94,145,0,22.21,0.962,0.971,0.138,0.135,0.186,-0.217,1.581,0.3157,1.5907,0.838,0.462,0.115,0.090,0.024,60,0,15,0,0,0,33049.39,1404.394,12180.619,19.110,120.109,16.692,3142.450,1130.185,0.000,6603.719,5282.975,722.274,1546.778,225.707,0.000111,-0.001004,67,0,11,4,10,8,5026,34,4,4.944,921,66,62,2,0,54,6
91,3.0,898,7059,0,159,427,94,218,2,30.14,1.021,1.083,0.114,0.116,0.147,-0.333,1.574,0.3176,1.8099,0.815,0.421,0.083,0.083,0.036,70,0,49,0,0,0,43309.34,1466.329,21615.880,53.241,176.769,18.878,4523.781,1928.435,0.193,13165.707,10532.565,2107.235,1235.603,447.118,0.000113,-0.001035,49,0,44,5,32,31,7143,0,5,4.130,878,132,118,11,8,93,6
121,4.0,1322,4517,0,160,766,88,308,6,40.61,1.083,1.193,0.104,0.111,0.117,-0.447,1.584,0.3259,2.0644,0.799,0.375,0.058,0.079,0.049,98,11,72,0,0,0,59954.26,1441.244,34778.150,62.638,409.218,19.124,6956.232,3329.317,4.434,22019.776,17615.821,2886.875,1503.228,553.071,0.000138,-0.000478,108,0,67,5,56,53,11224,44,5,3.507,850,142,138,11,2,119,6
151,5.0,1846,1929,76,162,1207,82,395,7,55.24,1.110,1.269,0.097,0.093,0.098,-0.510,1.583,0.3371,2.2149,0.791,0.284,0.044,0.078,0.059,115,19,52,0,0,0,76731.13,1483.342,40599.209,83.033,760.244,23.385,10800.429,5413.071,10.533,25518.027,20414.422,2295.685,1340.533,424.851,0.000098,-0.000707,97,0,46,6,26,24,16915,8,6,11.239,834,152,129,20,0,95,14
181,6.0,2043,590,76,156,1396,72,419,7,90.57,1.119,1.293,0.091,0.084,0.091,-0.542,1.582,0.3356,2.3009,0.838,0.199,0.036,0.078,0.064,98,57,106,0,2,0,75870.76,1470.455,28131.422,105.375,1203.990,20.347,14105.141,7373.528,10.787,15578.012,12462.410,3905.278,1097.469,959.823,0.000167,0.000095,162,0,95,11,69,62,20823,0,11,16.678,763,103,98,23,3,55,17
211,7.0,1945,388,76,147,1347,62,389,5,109.57,1.116,1.299,0.087,0.078,0.090,-0.554,1.580,0.3482,2.3358,0.850,0.177,0.032,0.078,0.066,90,124,74,0,2,0,64505.81,1492.645,12987.924,57.597,1274.651,20.119,14249.909,7371.802,8.642,4365.177,3492.142,2419.635,247.204,732.888,0.000167,0.001194,224,0,65,9,53,49,20731,4,9,13.040,614,130,118,15,0,72,29
241,8.0,1734,348,76,141,1208,50,335,5,123.30,1.111,1.299,0.087,0.075,0.093,-0.564,1.587,0.3329,2.3337,0.841,0.142,0.031,0.079,0.067,74,168,105,0,1,0,53244.31,1416.572,10784.019,83.728,558.579,20.192,12960.251,6486.245,7.824,2671.188,2136.950,2884.154,97.691,575.417,0.000112,0.001159,196,0,96,9,81,72,18400,69,9,22.029,501,95,95,21,0,57,17
271,9.0,1513,334,76,131,1077,31,274,4,146.04,1.105,1.300,0.083,0.075,0.096,-0.583,1.588,0.3322,2.3654,0.842,0.153,0.032,0.079,0.070,53,231,52,0,2,0,47544.82,1400.224,12445.062,33.926,576.186,11.150,11408.831,5617.288,6.377,2749.549,2199.639,1433.266,111.191,451.844,0.000114,0.000704,166,0,43,9,44,38,15652,44,9,16.941,377,91,73,5,0,64,4
301,10.0,1365,388,56,127,990,23,225,1,174.18,1.097,1.300,0.084,0.071,0.099,-0.603,1.598,0.3290,2.3899,0.858,0.173,0.033,0.079,0.073,51,183,41,0,5,0,45727.68,1365.053,14472.049,23.669,502.351,8.519,10063.555,4987.490,5.010,3485.094,2788.075,1291.153,271.059,362.624,0.000124,-0.000314,72,0,36,5,37,32,13928,0,5,5.499,216,32,32,4,0,24,4
