tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,446,13323,0,156,100,79,111,0,16.16,0.854,0.783,0.189,0.196,0.242,-0.036,1.592,0.3376,1.2605,0.790,0.436,0.193,0.100,-0.001,47,0,19,0,0,0,25316.20,1399.099,7041.496,39.500,44.481,15.715,2320.912,611.158,0.000,2301.798,1841.439,1038.538,2043.860,103.191,0.000136,-0.000213,27,0,14,5,5,5,2786,23,5,1.413,625,51,34,5,1,28,0
61,2.0,475,12489,0,167,116,74,118,0,30.82,0.864,0.783,0.194,0.181,0.241,-0.084,1.581,0.3273,1.2519,0.827,0.443,0.201,0.101,0.001,67,0,19,0,0,0,26276.48,1492.126,6159.483,41.285,51.183,19.633,2405.389,588.653,0.000,1861.004,1488.803,986.264,2258.865,121.244,0.000092,-0.000219,20,0,15,4,6,4,2703,10,4,7.672,524,27,21,6,0,14,1
91,3.0,516,11696,0,173,145,75,123,1,36.84,0.874,0.783,0.208,0.173,0.233,-0.129,1.594,0.3273,1.2816,0.808,0.439,0.187,0.101,-0.001,69,0,12,0,0,0,27624.59,1543.111,6800.389,24.455,32.024,23.191,2631.721,617.168,0.069,2027.155,1621.724,529.923,2726.252,109.278,0.000117,0.000152,31,0,9,3,7,5,2777,20,3,12.455,495,26,17,3,0,12,2
121,4.0,569,10808,0,184,182,73,130,2,52.20,0.879,0.797,0.208,0.172,0.228,-0.185,1.600,0.3519,1.3301,0.799,0.418,0.179,0.101,-0.002,69,3,13,0,0,0,29752.14,1645.347,7967.256,27.441,13.709,21.813,2889.965,705.181,1.165,2597.758,2078.207,489.227,2858.687,48.720,0.000158,0.001812,14,0,8,5,8,3,3073,3,5,14.384,490,35,28,3,2,23,0
151,5.0,627,9931,79,191,238,69,129,3,64.17,0.879,0.804,0.211,0.158,0.219,-0.265,1.611,0.3446,1.3766,0.822,0.408,0.163,0.098,-0.003,76,8,18,0,0,0,32032.30,1752.507,8499.136,11.163,25.031,17.873,3216.286,845.235,3.659,3266.456,2613.165,803.750,2316.382,144.044,0.000116,0.001772,11,0,15,3,15,13,3652,0,3,5.788,506,3,2,0,0,2,0
181,6.0,694,9185,79,209,294,61,130,4,82.79,0.872,0.808,0.213,0.152,0.218,-0.343,1.609,0.3464,1.3831,0.768,0.349,0.132,0.095,-0.005,79,13,30,0,0,0,34077.32,1891.471,9101.510,47.848,101.745,21.919,3592.834,953.114,4.749,4099.633,3279.707,1537.675,1906.425,181.081,0.000085,0.001443,31,0,25,5,20,18,3744,9,5,23.052,466,38,16,5,0,8,3
211,7.0,799,8234,79,220,402,51,126,4,97.63,0.876,0.814,0.235,0.135,0.204,-0.447,1.621,0.3504,1.4179,0.779,0.332,0.128,0.092,-0.009,96,27,29,0,0,0,39000.50,2067.974,12501.465,26.212,49.758,19.624,3998.931,1106.313,6.262,6227.007,4981.606,1097.680,2092.332,125.558,0.000078,0.001155,17,0,18,11,24,15,4057,0,11,15.179,363,17,16,3,0,13,0
241,8.0,939,7140,79,235,540,39,125,7,125.58,0.889,0.817,0.248,0.129,0.189,-0.532,1.615,0.3572,1.4557,0.749,0.311,0.125,0.086,-0.012,126,28,31,0,0,0,45610.86,2282.380,15221.628,37.379,180.479,18.221,4616.360,1301.498,7.140,7817.687,6254.149,1287.911,1927.502,227.077,0.000107,0.000359,47,0,24,7,26,20,4658,17,7,18.136,286,15,13,3,0,8,2
271,9.0,1101,6014,79,251,695,33,122,10,142.66,0.902,0.823,0.254,0.131,0.176,-0.594,1.635,0.3612,1.5021,0.686,0.307,0.106,0.081,-0.016,132,23,46,0,0,0,52053.55,2399.777,17165.683,46.096,462.690,20.415,5623.540,1699.467,10.381,9017.876,7214.301,1712.423,2008.099,311.372,0.000113,-0.000156,163,0,34,12,32,23,5531,99,12,24.396,249,14,12,5,0,4,2
301,10.0,1283,4976,67,258,879,28,118,12,149.20,0.920,0.845,0.252,0.133,0.161,-0.636,1.634,0.3622,1.5660,0.695,0.283,0.089,0.079,-0.018,116,30,52,0,0,0,59284.23,2536.239,19480.467,48.456,481.192,18.116,6439.695,2078.271,16.018,10549.849,8439.879,1964.496,1883.810,342.226,0.000131,-0.000215,150,0,36,16,49,34,5981,85,16,40.882,209,15,12,2,2,8,0
331,11.0,1469,4193,67,280,1042,21,126,14,130.05,0.931,0.852,0.271,0.127,0.155,-0.648,1.632,0.3589,1.5875,0.696,0.246,0.082,0.079,-0.017,126,21,72,0,0,0,66264.42,2713.794,21774.220,54.478,651.829,18.426,7676.825,2623.160,20.395,11032.682,8826.146,2804.066,1744.016,487.304,0.000183,0.001162,184,0,62,10,69,59,7038,79,10,48.674,170,6,6,1,0,1,4
361,12.0,1690,3538,67,292,1255,15,128,15,128.29,0.947,0.877,0.264,0.126,0.146,-0.663,1.631,0.3690,1.6731,0.678,0.226,0.072,0.081,-0.015,136,34,69,0,0,0,74796.89,2995.330,24894.167,64.259,636.928,14.678,9067.635,3205.099,21.783,12994.706,10395.765,2611.173,1453.302,463.352,0.000218,0.003220,140,0,55,14,66,52,8509,33,14,43.606,97,10,9,2,0,2,5
391,13.0,1972,2958,67,326,1501,14,131,23,139.59,0.956,0.891,0.254,0.122,0.143,-0.675,1.643,0.3794,1.7301,0.653,0.199,0.056,0.080,-0.016,170,24,57,0,2,0,84369.95,3446.977,27794.364,29.168,743.487,17.834,10542.556,3675.866,26.066,14508.229,11606.583,2413.161,1599.990,538.165,0.000144,0.004369,149,0,54,3,57,54,10188,13,3,19.367,79,14,14,0,2,2,10
421,14.0,2231,2484,67,342,1746,10,133,26,148.15,0.971,0.902,0.259,0.108,0.139,-0.675,1.631,0.3797,1.7599,0.669,0.170,0.047,0.081,-0.016,167,38,101,0,3,0,93103.66,3887.664,31139.607,75.864,1264.464,20.445,12432.944,4436.528,38.827,16236.509,12989.207,4067.162,1177.736,968.936,0.000201,0.006071,277,0,84,17,99,82,12075,18,17,59.040,52,5,5,1,2,0,2
