tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
661,22.0,5999,423,39,109,5881,1,8,2503,199.09,0.837,1.056,0.071,0.062,0.080,-0.883,1.573,0.3484,2.5105,0.829,0.037,0.104,0.147,0.090,39,114,601,0,176,0,230585.41,1890.468,90464.496,100.396,1272.642,10.531,30067.208,16487.925,3761.796,33514.714,26811.772,21203.502,2138.074,2259.894,0.000318,-0.023671,212,0,595,6,573,567,89130,10,6,15.621,30,15,15,15,0,0,0
691,23.0,6000,451,39,106,5886,1,7,2897,211.62,0.853,1.058,0.074,0.063,0.080,-0.883,1.553,0.3569,2.4826,0.878,0.047,0.130,0.148,0.091,41,73,595,0,183,0,241252.09,1915.902,93718.524,73.454,1051.406,8.504,30749.568,16605.901,4522.944,32089.343,25671.475,21736.448,2734.928,2273.524,0.000436,-0.028836,167,0,590,5,568,564,88311,2,5,10.311,30,11,11,10,0,0,0
721,24.0,5994,449,39,100,5888,1,5,3195,205.10,0.868,1.064,0.075,0.063,0.079,-0.884,1.556,0.3504,2.4779,0.830,0.040,0.150,0.148,0.091,31,44,649,0,197,0,249645.27,1894.599,98721.008,72.111,1150.530,11.444,31412.470,16788.536,5124.927,33373.449,26698.759,25378.789,4137.656,2777.478,0.000331,-0.032681,205,0,642,7,626,619,87896,20,7,16.153,30,14,14,14,0,0,0
751,25.0,6000,405,37,93,5901,1,5,3391,207.44,0.882,1.069,0.077,0.064,0.079,-0.885,1.545,0.3465,2.4574,0.847,0.043,0.146,0.148,0.093,37,35,710,0,219,0,252053.80,1881.475,99942.048,120.406,866.452,9.737,32033.202,17010.818,5612.285,37042.461,29633.969,29658.137,4769.121,3043.351,0.000293,-0.035945,158,0,701,9,674,665,87348,0,9,13.591,30,16,16,14,0,2,0
781,26.0,6000,424,37,84,5911,1,4,3478,181.80,0.898,1.071,0.079,0.065,0.078,-0.885,1.533,0.3541,2.4393,0.847,0.083,0.141,0.149,0.093,46,46,787,0,209,0,251960.83,1803.320,103986.064,120.950,1107.530,8.372,32764.509,17263.078,5846.300,39820.942,31856.755,33129.130,5672.605,3363.481,0.000353,-0.034901,191,0,779,8,751,743,86986,0,8,20.201,30,15,15,15,0,0,0
811,27.0,5998,463,37,79,5914,1,4,3437,184.14,0.910,1.074,0.081,0.065,0.077,-0.886,1.537,0.3540,2.4253,0.841,0.089,0.129,0.150,0.093,43,32,812,0,234,0,249460.98,1700.269,102431.480,125.291,846.422,11.000,33326.505,17622.703,5888.347,41408.938,33127.151,33909.848,4258.903,3468.798,0.000431,-0.033506,133,0,805,7,771,766,86878,1,7,11.332,30,20,20,20,0,0,0
841,28.0,5985,414,37,73,5908,1,3,3485,187.88,0.926,1.080,0.085,0.064,0.076,-0.885,1.520,0.3587,2.4191,0.889,0.082,0.122,0.151,0.095,38,31,837,0,213,0,248864.44,1681.169,106099.163,120.898,862.226,10.195,33949.234,17821.428,5914.598,41633.394,33306.716,34212.513,4719.959,3553.361,0.000361,-0.032077,136,0,830,7,793,786,87578,0,7,12.435,30,19,19,19,0,0,0
871,29.0,5991,385,37,69,5918,1,3,3412,185.89,0.939,1.084,0.090,0.064,0.075,-0.886,1.518,0.3410,2.4071,0.871,0.000,0.118,0.151,0.096,38,27,847,0,239,0,249998.98,1605.444,107592.755,137.278,954.277,10.520,34629.628,18190.595,5897.106,43937.050,35149.641,32985.861,4241.682,3468.652,0.000313,-0.035449,150,0,842,5,803,798,87484,20,5,16.068,30,23,23,23,0,0,0
901,30.0,6000,398,31,65,5933,1,1,3472,214.88,0.952,1.088,0.093,0.065,0.075,-0.887,1.530,0.3370,2.3968,0.851,0.046,0.128,0.152,0.098,43,32,752,0,230,0,254233.97,1520.887,108438.602,120.313,821.290,9.835,35180.053,18290.869,5860.903,40119.642,32095.714,30814.870,4529.968,3144.220,0.000421,-0.038448,138,0,746,6,720,714,86733,0,6,15.635,30,15,15,15,0,0,0
931,31.0,5994,400,31,63,5929,1,1,3506,189.96,0.965,1.092,0.096,0.065,0.075,-0.887,1.533,0.3469,2.4002,0.846,0.048,0.135,0.152,0.099,34,34,728,0,236,0,258718.84,1470.576,110279.760,98.353,800.193,8.717,35789.698,18432.826,5953.026,39334.430,31467.545,30980.934,5110.940,3229.504,0.000316,-0.041316,124,0,723,5,695,691,84709,0,5,5.829,30,12,12,12,0,0,0
961,32.0,5991,393,31,59,5930,1,1,3522,173.88,0.977,1.095,0.102,0.065,0.075,-0.888,1.548,0.3412,2.3898,0.850,0.051,0.138,0.153,0.100,42,34,731,0,232,0,260755.94,1459.683,108587.326,113.526,846.226,10.812,36403.982,18536.977,5970.007,39758.242,31806.594,30598.207,5541.222,3121.395,0.000326,-0.039508,130,0,724,7,695,688,83165,0,7,8.780,30,11,11,11,0,0,0
991,33.0,6000,399,31,57,5941,1,1,3583,167.04,0.984,1.097,0.106,0.065,0.075,-0.889,1.543,0.3183,2.3771,0.797,0.035,0.142,0.153,0.100,49,33,673,0,247,0,262761.03,1365.228,108030.015,122.065,611.377,12.833,36845.164,18640.134,6028.528,38395.671,30716.538,28868.017,6619.153,2832.095,0.000411,-0.040783,99,0,668,5,634,630,82933,0,5,12.660,30,15,15,15,0,0,0
1021,34.0,6000,352,31,52,5946,1,1,3558,201.05,0.991,1.099,0.108,0.064,0.074,-0.891,1.544,0.3297,2.3641,0.815,0.077,0.154,0.153,0.100,46,36,632,0,260,0,268278.25,1268.546,111344.876,101.073,726.968,11.069,37160.628,18611.561,6045.480,37122.019,29697.616,27992.166,7205.762,2757.269,0.000322,-0.039206,118,0,627,5,597,593,82966,0,5,8.636,30,10,10,10,0,0,0
1051,35.0,5997,327,30,52,5943,1,1,3536,200.91,1.000,1.101,0.112,0.064,0.075,-0.891,1.559,0.3201,2.3573,0.816,0.096,0.147,0.153,0.101,48,34,610,0,272,0,268320.28,1249.826,106283.789,114.253,575.222,11.147,37502.160,18642.699,5972.602,36616.430,29293.144,28985.295,6281.173,2898.614,0.000344,-0.040357,84,0,608,2,577,576,83073,0,2,4.530,30,15,15,15,0,0,0
1081,36.0,5995,342,30,51,5942,1,1,3535,176.26,1.006,1.102,0.115,0.061,0.074,-0.892,1.564,0.2953,2.3439,0.826,0.039,0.141,0.153,0.101,44,41,597,0,265,0,265197.97,1204.612,102835.499,125.623,764.277,9.746,37932.209,18727.143,5985.471,36397.117,29117.695,27882.929,6718.158,2762.715,0.000449,-0.040071,114,0,595,2,555,553,83157,0,2,3.393,30,20,20,20,0,0,0
1111,37.0,6000,327,30,45,5953,1,1,3601,186.65,1.013,1.104,0.120,0.060,0.074,-0.893,1.603,0.2998,2.3368,0.814,0.044,0.144,0.153,0.102,37,39,499,0,255,0,267463.75,1173.854,102487.763,126.264,579.145,10.248,38198.504,18638.069,5993.548,32400.718,25920.575,23298.913,6667.665,2245.265,0.000272,-0.040649,89,0,493,6,456,452,82413,0,6,9.902,30,22,22,21,0,1,0
1141,38.0,6000,290,30,44,5954,1,1,3652,198.29,1.020,1.105,0.124,0.059,0.074,-0.893,1.576,0.3133,2.3253,0.825,0.000,0.136,0.153,0.104,35,53,536,0,275,0,263568.84,1023.576,98851.671,86.248,555.890,8.660,38540.431,18758.415,6035.004,35186.832,28149.466,24974.878,6029.505,2480.812,0.000489,-0.039066,96,0,535,1,505,504,80816,0,1,3.615,30,11,11,11,0,0,0
1171,39.0,6000,263,30,41,5957,1,1,3609,171.18,1.028,1.107,0.130,0.059,0.074,-0.893,1.582,0.3226,2.3043,0.826,0.000,0.106,0.154,0.106,48,49,628,0,245,0,252684.44,962.250,94318.221,79.927,394.204,7.612,38893.793,18879.244,6048.213,37639.915,30111.932,27122.816,5074.523,2698.226,0.000483,-0.037482,77,0,626,2,596,594,79595,0,2,1.966,30,15,15,12,0,3,0
1201,40.0,5990,274,27,38,5950,1,1,3532,191.62,1.038,1.112,0.134,0.060,0.074,-0.893,1.567,0.3245,2.2974,0.814,0.026,0.068,0.154,0.108,43,57,693,0,264,0,237634.97,874.254,91120.902,91.906,389.585,8.811,39380.320,19028.298,5887.947,41265.887,33012.710,28447.411,3258.877,2880.508,0.000297,-0.036878,79,0,690,3,662,659,79176,15,3,10.755,30,15,15,15,0,0,0
1231,41.0,5998,243,27,37,5959,1,1,3430,169.53,1.051,1.115,0.135,0.060,0.075,-0.893,1.565,0.3260,2.2852,0.823,0.027,0.036,0.154,0.110,44,50,676,0,266,0,223762.44,818.609,88461.071,84.505,420.299,9.363,39959.995,19214.934,5718.121,41442.467,33153.974,25911.000,1546.114,2598.064,0.000273,-0.036829,106,0,675,1,643,642,77704,0,1,2.064,30,17,17,17,0,0,0
1261,42.0,5834,204,27,35,5797,1,1,3288,195.68,1.063,1.116,0.138,0.061,0.075,-0.895,1.604,0.3191,2.2785,0.819,0.000,0.019,0.155,0.110,34,59,744,0,308,0,207304.52,833.633,84193.195,91.307,363.562,8.586,40246.890,19328.591,5463.561,39409.443,31527.555,25411.884,645.559,2597.678,0.000259,-0.037820,105,0,742,2,704,702,76743,0,2,1.930,30,20,20,19,0,1,0
1291,43.0,5529,203,27,34,5493,1,1,3164,169.54,1.071,1.116,0.139,0.061,0.076,-0.895,1.602,0.3171,2.2639,0.797,0.000,0.019,0.155,0.110,51,82,650,0,284,0,191420.16,788.284,76776.441,74.501,251.007,9.793,38858.810,18515.334,5172.629,29684.419,23747.536,22359.213,416.027,2264.692,0.000162,-0.037437,75,0,649,1,617,616,73157,0,1,1.508,30,18,18,18,0,0,0
1321,44.0,5195,211,27,30,5163,1,1,2989,176.09,1.079,1.115,0.141,0.061,0.075,-0.896,1.645,0.3075,2.2367,0.826,0.000,0.020,0.155,0.109,50,79,574,0,316,0,178407.89,733.714,72903.813,65.142,219.191,8.908,37193.362,17387.508,4956.177,26595.515,21276.412,19356.720,509.374,1992.684,0.000283,-0.037740,66,0,572,2,547,545,68156,0,2,1.164,30,14,14,14,0,0,0
1351,45.0,4883,203,26,27,4854,1,1,2666,215.20,1.089,1.116,0.146,0.060,0.075,-0.896,1.684,0.3173,2.2150,0.788,0.000,0.016,0.156,0.108,43,87,487,0,360,0,168952.98,662.996,69726.417,53.309,204.226,9.353,35312.238,16168.610,4548.397,26153.169,20922.535,16511.372,490.450,1635.927,0.000309,-0.041185,55,0,485,2,464,462,62207,0,2,0.951,30,13,13,13,0,0,0
1381,46.0,4662,240,26,25,4635,1,1,2541,210.69,1.096,1.116,0.148,0.062,0.075,-0.897,1.728,0.2968,2.1899,0.781,0.000,0.018,0.156,0.108,50,91,398,0,320,0,160741.56,581.859,65454.756,66.048,201.832,9.052,33833.861,15273.347,4165.395,24863.919,19891.136,14351.831,263.715,1453.156,0.000203,-0.042326,36,0,396,2,368,366,57208,0,2,1.243,30,16,16,15,0,1,0
1411,47.0,4408,221,26,23,4383,1,1,2311,224.66,1.102,1.118,0.152,0.061,0.075,-0.897,1.724,0.3206,2.1651,0.818,0.000,0.017,0.157,0.109,60,102,382,0,304,0,149689.09,552.815,58566.697,57.657,217.477,9.031,32393.609,14350.743,3862.588,22588.450,18070.760,13387.414,391.806,1325.786,0.000198,-0.042659,55,0,382,0,359,359,52771,0,0,0.000,30,12,12,12,0,0,0
1441,48.0,4145,196,26,22,4121,1,1,2084,224.48,1.109,1.118,0.151,0.060,0.075,-0.898,1.715,0.3161,2.1483,0.835,0.000,0.018,0.157,0.109,59,102,318,0,291,0,140814.33,523.319,56025.025,53.073,196.522,10.198,31024.458,13464.412,3532.859,19032.641,15226.113,11909.568,563.505,1174.847,0.000213,-0.043256,52,0,317,1,298,297,49213,0,1,1.777,30,18,18,11,0,7,0
1471,49.0,3846,213,26,22,3822,1,1,1832,246.82,1.116,1.117,0.152,0.063,0.075,-0.899,1.715,0.3154,2.1224,0.887,0.000,0.018,0.157,0.109,58,107,316,0,283,0,130082.48,475.013,50139.492,33.838,120.136,8.926,29115.422,12431.096,3139.194,17348.982,13879.186,11446.631,621.576,1156.484,0.000334,-0.045564,36,0,316,0,300,300,45209,0,0,0.000,30,12,12,4,0,8,0
1501,50.0,3612,187,26,21,3589,1,1,1645,224.51,1.125,1.120,0.154,0.062,0.076,-0.900,1.718,0.3179,2.1073,0.859,0.000,0.019,0.157,0.109,46,116,294,0,261,0,121542.84,424.514,48129.538,47.106,214.771,8.880,27387.355,11524.994,2783.517,18827.164,15061.731,10394.298,254.997,1030.200,0.000235,-0.046721,59,0,294,0,272,272,41631,0,0,0.000,30,8,8,8,0,0,0
1531,51.0,3352,170,26,21,3329,1,1,1510,268.93,1.131,1.122,0.155,0.063,0.076,-0.901,1.718,0.3127,2.1066,0.853,0.000,0.020,0.157,0.110,52,114,261,0,224,0,112454.04,377.773,42361.354,22.286,100.742,8.001,25961.607,10763.587,2544.696,14551.793,11641.435,8434.993,352.676,882.291,0.000164,-0.046428,35,0,261,0,249,249,38230,0,0,0.000,30,11,11,8,0,3,0
1561,52.0,3084,174,26,21,3061,1,1,1325,249.59,1.137,1.125,0.157,0.063,0.076,-0.902,1.718,0.3026,2.1138,0.824,0.000,0.022,0.157,0.111,51,114,241,0,223,0,102724.78,319.815,38351.904,27.906,155.022,8.099,24046.799,9848.753,2274.042,13408.422,10726.737,8352.582,393.558,831.468,0.000189,-0.044564,49,0,241,0,230,230,34607,0,0,0.000,30,6,6,6,0,0,0
1591,53.0,2847,160,26,20,2825,1,1,1147,244.90,1.140,1.130,0.152,0.064,0.076,-0.904,1.720,0.3283,2.1113,0.864,0.000,0.023,0.157,0.111,56,126,196,0,187,0,96860.58,287.334,37156.186,41.614,80.473,7.298,22293.142,9104.682,1965.410,11758.158,9406.527,6749.333,211.439,673.705,0.000233,-0.043196,29,0,196,0,182,182,31112,0,0,0.000,30,12,12,12,0,0,0
1621,54.0,2649,161,26,19,2628,1,1,1028,263.31,1.147,1.134,0.158,0.065,0.077,-0.906,1.709,0.3164,2.1158,0.817,0.000,0.025,0.157,0.112,68,111,177,0,163,0,89954.40,271.509,33032.853,23.959,42.705,7.456,20855.070,8425.042,1723.641,10966.947,8773.558,6160.397,261.481,615.477,0.000135,-0.043545,12,0,176,1,168,167,28297,0,1,1.197,30,4,4,4,0,0,0
1651,55.0,2451,165,26,19,2431,1,0,851,268.36,1.150,1.134,0.156,0.065,0.078,-0.907,1.709,0.3126,2.0886,0.837,0.000,0.023,0.157,0.112,51,126,136,0,173,0,83524.59,237.336,29160.525,11.228,71.561,7.694,19307.602,7674.283,1451.614,10222.419,8177.936,4788.606,108.900,463.409,0.000162,-0.043935,29,0,136,0,133,133,26069,0,0,0.000,30,3,3,3,0,0,0
1681,56.0,2283,157,26,17,2265,1,0,712,282.45,1.155,1.136,0.157,0.068,0.078,-0.907,1.700,0.2974,2.0786,0.925,0.000,0.027,0.157,0.112,59,113,135,0,147,0,77973.80,223.825,28048.005,17.566,68.146,6.458,18077.062,7091.846,1212.488,9830.515,7864.412,4801.873,212.134,478.671,0.000178,-0.044511,33,0,135,0,130,130,23613,0,0,0.000,30,12,12,5,0,7,0
1711,57.0,2162,143,26,15,2146,1,0,595,305.55,1.163,1.141,0.161,0.069,0.078,-0.908,1.705,0.3293,2.0344,0.920,0.000,0.025,0.157,0.113,52,111,110,0,103,0,73410.09,200.273,25985.244,14.998,64.118,8.042,17047.685,6593.939,1017.638,8878.196,7102.557,3760.381,195.137,373.804,0.000201,-0.046856,16,0,109,1,105,104,21888,0,1,0.890,30,5,5,5,0,0,0
1741,58.0,1999,150,26,14,1984,1,0,505,263.76,1.165,1.147,0.161,0.067,0.078,-0.908,1.743,0.3226,2.0459,0.914,0.000,0.028,0.157,0.113,66,129,104,0,85,0,68319.66,167.993,23328.187,11.828,82.838,8.886,16140.586,6149.587,848.028,6676.623,5341.299,3460.767,297.900,366.250,0.000138,-0.048000,15,0,104,0,99,99,20384,0,0,0.000,30,5,5,5,0,0,0
1771,59.0,1903,134,26,14,1888,1,0,416,275.63,1.169,1.149,0.162,0.066,0.078,-0.908,1.743,0.3200,2.0480,0.887,0.000,0.021,0.157,0.112,46,124,90,0,76,0,64229.46,159.585,22876.163,10.813,44.374,8.189,15259.096,5770.177,703.717,8469.290,6775.432,3076.903,317.678,315.322,0.000148,-0.048267,12,0,90,0,87,87,19008,0,0,0.000,30,3,3,3,0,0,0
1801,60.0,1777,158,24,14,1763,0,0,349,261.62,1.170,1.151,0.159,0.066,0.079,-0.910,1.743,0.2937,2.0470,0.914,0.000,0.024,0.157,0.111,56,132,91,0,66,0,60777.14,150.626,22094.239,1.675,63.859,8.719,14409.970,5469.219,588.431,7106.972,5685.578,3190.561,284.613,334.676,0.000127,-0.048235,14,0,91,0,91,91,17743,0,0,0.000,1,0,0,0,0,0,0
