tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,533,10919,0,151,175,96,111,0,14.83,0.939,0.909,0.161,0.146,0.198,-0.156,1.573,0.3392,1.3904,0.784,0.404,0.131,0.094,0.025,38,0,36,0,0,0,28865.48,1366.017,12133.653,86.106,117.727,9.227,2579.504,737.755,0.000,6823.734,5458.987,1885.647,1303.465,233.188,0.000121,-0.000838,36,0,25,11,15,7,3688,1,10,18.003,918,112,74,15,3,55,1
61,2.0,853,9168,0,156,452,95,150,2,18.82,1.019,1.066,0.126,0.115,0.140,-0.396,1.559,0.3324,1.7042,0.807,0.455,0.086,0.081,0.054,69,0,13,0,0,0,42499.12,1333.709,23175.068,18.738,131.169,15.332,4000.944,1253.868,0.197,14186.685,11349.348,562.071,1971.578,267.874,0.000110,-0.000412,95,0,11,2,4,4,5864,51,2,1.755,877,54,41,3,0,34,4
91,3.0,1434,6839,0,155,1025,91,163,2,27.78,1.101,1.203,0.090,0.101,0.094,-0.563,1.551,0.3316,1.9937,0.799,0.413,0.055,0.074,0.081,87,1,51,0,0,0,65534.85,1386.496,42088.129,73.291,354.122,19.782,7437.359,2867.905,2.949,27552.158,22041.727,2272.764,1985.920,434.861,0.000169,-0.000283,110,0,46,5,28,26,10053,70,5,5.676,809,91,74,18,0,49,7
121,4.0,2135,3889,0,156,1735,86,158,4,39.42,1.148,1.283,0.070,0.089,0.073,-0.643,1.553,0.3426,2.2299,0.831,0.365,0.045,0.072,0.097,128,17,129,0,1,0,91659.21,1396.509,58337.349,68.422,715.499,23.626,12714.410,5503.922,2.467,37451.152,29960.922,5189.439,1976.520,800.933,0.000144,-0.000757,93,0,127,2,113,111,14289,3,2,1.053,745,137,119,16,2,90,11
151,5.0,2676,1358,58,149,2295,82,150,6,60.81,1.168,1.328,0.066,0.082,0.063,-0.681,1.556,0.3341,2.3827,0.817,0.262,0.036,0.071,0.105,112,45,234,0,0,0,106798.09,1389.886,60591.427,170.834,1417.559,30.825,18142.086,8371.311,7.961,35941.792,28753.434,9048.099,3070.046,1185.413,0.000254,0.000596,191,0,224,10,194,185,16498,2,10,33.996,728,196,182,33,0,133,16
181,6.0,2761,576,58,142,2413,72,134,4,78.26,1.174,1.341,0.061,0.075,0.061,-0.703,1.576,0.3192,2.4234,0.832,0.239,0.032,0.071,0.108,100,119,205,0,2,0,101834.89,1361.593,35719.227,127.321,1143.241,24.021,20826.315,9341.166,8.349,18220.224,14576.179,6952.192,528.900,870.369,0.000155,0.000930,163,0,199,6,165,160,16480,0,6,16.498,709,207,196,34,0,145,17
211,7.0,2535,564,58,134,2220,60,121,2,98.96,1.171,1.340,0.058,0.071,0.061,-0.709,1.577,0.3208,2.4157,0.856,0.179,0.032,0.071,0.108,78,194,237,0,3,0,86625.26,1401.878,23753.151,98.812,1124.181,15.462,20373.005,9015.775,4.525,9220.021,7376.017,7813.101,435.297,977.764,0.000149,0.001739,142,0,228,9,210,205,17965,0,9,6.512,561,138,129,22,6,92,8
241,8.0,2304,446,58,122,2039,46,97,4,124.06,1.171,1.344,0.058,0.070,0.061,-0.723,1.586,0.3308,2.3993,0.874,0.156,0.032,0.071,0.111,63,259,207,0,1,0,81169.02,1310.252,30244.924,110.733,916.682,12.708,18395.096,8450.649,4.449,10405.484,8324.387,6615.669,672.459,902.734,0.000210,0.003019,135,0,198,9,181,173,19117,0,9,27.676,495,106,105,24,0,63,18
271,9.0,2160,474,58,108,1939,35,78,7,143.98,1.171,1.358,0.056,0.066,0.059,-0.740,1.603,0.3262,2.4428,0.891,0.139,0.033,0.071,0.113,46,243,160,0,1,0,79611.55,1266.878,30923.791,99.284,677.769,10.052,16982.483,7907.771,8.043,11515.190,9212.152,5544.007,406.379,695.706,0.000120,0.002770,92,0,147,13,123,115,17724,0,13,9.101,468,139,118,31,4,73,10
301,10.0,2170,544,49,105,1974,28,63,8,148.32,1.178,1.370,0.056,0.063,0.058,-0.757,1.604,0.3255,2.4623,0.892,0.133,0.030,0.069,0.115,49,132,154,0,0,0,81634.51,1236.863,33774.981,155.964,832.291,8.058,16505.506,7712.286,12.486,13138.640,10510.913,5155.017,548.115,583.709,0.000129,0.002188,117,0,152,2,99,97,16432,0,2,5.051,406,115,115,49,1,47,18
331,11.0,2259,543,49,102,2080,19,58,11,161.12,1.185,1.389,0.055,0.060,0.056,-0.777,1.607,0.3303,2.4824,0.888,0.078,0.033,0.069,0.120,45,140,155,0,0,0,88308.74,1251.928,40213.120,86.418,847.964,7.217,16973.949,7869.452,11.931,17051.678,13641.343,5321.818,629.034,660.710,0.000203,0.000166,118,0,150,5,129,125,15624,0,5,8.246,338,70,63,23,3,29,8
361,12.0,2441,470,49,99,2279,14,49,12,165.79,1.196,1.410,0.051,0.058,0.053,-0.795,1.607,0.3333,2.5274,0.890,0.071,0.034,0.068,0.123,59,110,126,0,1,0,98572.05,1276.542,45497.030,89.068,758.447,6.919,18391.593,8450.569,16.585,18683.087,14946.470,4673.896,753.980,576.091,0.000227,-0.002242,110,0,123,3,93,91,14482,3,3,9.916,287,82,69,25,1,32,11
391,13.0,2672,489,49,97,2522,9,44,16,164.38,1.206,1.425,0.052,0.057,0.051,-0.807,1.607,0.3350,2.5462,0.881,0.082,0.036,0.067,0.124,60,94,143,0,0,0,106604.37,1250.865,47352.560,111.944,745.096,7.779,20114.274,9246.777,20.678,20964.885,16771.909,5134.759,1370.679,602.907,0.000212,-0.001729,111,0,139,4,112,108,15175,0,4,11.734,187,48,48,30,0,18,0
421,14.0,2802,496,49,97,2659,8,38,21,150.95,1.208,1.431,0.053,0.057,0.049,-0.809,1.616,0.3300,2.5760,0.864,0.062,0.034,0.067,0.125,54,121,205,0,1,0,112656.40,1243.197,50837.820,118.601,752.908,8.024,21844.589,10250.357,27.115,20404.465,16323.572,7738.273,1275.494,930.861,0.000173,-0.002859,117,0,202,3,171,170,16121,1,3,1.244,175,50,49,28,3,18,0
451,15.0,2984,447,41,94,2847,8,35,30,162.96,1.214,1.441,0.055,0.057,0.047,-0.814,1.615,0.3208,2.5948,0.858,0.064,0.030,0.067,0.126,64,113,253,0,1,0,120080.04,1286.293,57319.331,120.075,803.680,7.547,23284.325,11080.300,36.969,24631.386,19705.110,9629.103,1232.144,1112.940,0.000193,-0.004094,127,0,247,6,220,214,17011,0,6,10.553,194,57,57,26,0,31,0
481,16.0,3209,414,41,88,3085,6,30,35,157.66,1.222,1.454,0.056,0.060,0.044,-0.820,1.609,0.3237,2.6063,0.846,0.023,0.032,0.067,0.127,51,119,253,0,6,0,130340.98,1254.976,62682.702,113.746,826.278,8.271,24893.999,11893.350,52.651,27167.879,21734.303,9184.980,1251.656,1080.281,0.000224,-0.003383,145,0,246,7,222,215,16278,5,7,17.137,179,63,63,28,6,29,0
511,17.0,3446,357,41,87,3330,4,25,40,164.10,1.229,1.463,0.055,0.059,0.043,-0.827,1.604,0.3210,2.6152,0.844,0.011,0.030,0.066,0.127,44,125,245,0,6,0,139429.61,1258.389,65336.431,71.590,895.577,6.386,27006.301,12941.541,61.217,27666.908,22133.527,9398.609,1504.179,1132.546,0.000186,-0.003027,152,0,243,2,221,219,16835,0,2,1.871,124,40,40,22,4,14,0
541,18.0,3729,344,41,82,3622,4,21,59,151.92,1.235,1.474,0.057,0.061,0.042,-0.832,1.599,0.3151,2.6227,0.866,0.024,0.030,0.066,0.128,49,128,244,0,6,0,149709.92,1241.762,70941.033,77.791,866.814,8.576,29235.003,14126.061,83.774,29809.573,23847.659,9944.401,1467.565,1161.550,0.000221,-0.004148,150,0,240,4,219,217,17214,0,4,5.145,75,45,44,18,0,26,0
571,19.0,3976,352,41,80,3878,3,15,90,178.62,1.241,1.482,0.058,0.061,0.041,-0.840,1.599,0.3034,2.6424,0.851,0.025,0.030,0.066,0.129,52,144,273,0,7,0,158147.14,1251.358,73663.685,64.524,820.998,8.779,31872.294,15393.892,117.480,30355.356,24284.285,10324.896,1530.975,1231.752,0.000172,-0.002865,160,0,270,3,250,248,18634,0,3,5.207,72,29,29,17,0,12,0
601,20.0,4168,322,38,75,4078,3,12,122,155.71,1.247,1.489,0.060,0.062,0.040,-0.843,1.601,0.3094,2.6322,0.836,0.053,0.032,0.065,0.130,40,172,291,0,7,0,168065.77,1212.405,79312.046,64.034,719.701,8.624,33849.938,16214.386,176.824,30100.539,24080.431,10606.338,2573.421,1228.837,0.000181,-0.002290,134,0,286,5,270,266,18940,0,5,6.512,71,31,31,9,0,22,0
631,21.0,4426,243,38,72,4343,3,8,157,173.02,1.256,1.496,0.062,0.060,0.039,-0.847,1.599,0.3184,2.6405,0.863,0.000,0.034,0.065,0.130,44,186,284,0,17,0,179725.14,1219.465,84167.653,51.716,920.362,6.288,36082.564,17338.929,230.682,34013.886,27211.110,9794.409,2345.087,1185.025,0.000317,0.000050,172,0,281,3,263,260,19438,0,3,4.317,75,39,38,12,0,26,0
