tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,452,12779,0,157,102,80,113,0,17.94,0.861,0.789,0.188,0.203,0.241,-0.045,1.580,0.3354,1.2748,0.800,0.420,0.193,0.101,-0.000,49,0,17,0,0,0,25418.67,1392.468,6680.307,275.356,30.957,16.171,2345.538,624.132,0.000,2488.680,1990.944,831.433,1804.091,240.651,0.000119,-0.000373,10,0,12,5,2,2,2816,0,5,1.320,607,56,40,6,0,32,2
61,2.0,485,11468,0,168,121,76,120,0,29.75,0.876,0.786,0.188,0.181,0.239,-0.095,1.561,0.3306,1.2453,0.828,0.458,0.196,0.101,-0.000,61,0,19,0,0,0,26675.94,1468.057,6138.185,221.335,17.642,20.647,2465.337,610.034,0.000,2091.630,1673.304,732.376,1902.977,441.259,0.000097,-0.000148,11,0,18,1,7,6,2804,7,1,5.739,487,21,16,7,0,7,2
91,3.0,532,10212,0,170,167,75,120,0,37.48,0.899,0.780,0.186,0.166,0.224,-0.171,1.563,0.3342,1.2477,0.835,0.453,0.196,0.103,-0.001,73,0,12,0,0,0,29075.10,1553.835,7604.506,179.936,35.952,25.459,2741.162,665.686,0.000,2458.497,1966.797,437.882,2470.040,132.653,0.000147,0.000228,11,0,10,2,2,1,3156,4,2,4.420,447,48,44,7,0,35,2
121,4.0,621,8900,0,179,242,74,126,0,43.31,0.925,0.776,0.176,0.147,0.206,-0.263,1.568,0.3389,1.2523,0.824,0.425,0.152,0.108,-0.001,80,2,8,0,0,0,32248.95,1610.642,9107.190,42.863,68.717,21.062,3152.944,793.311,0.000,4061.856,3249.485,207.624,2450.487,170.105,0.000137,0.001541,27,0,7,1,6,5,4033,13,1,4.443,500,71,64,1,0,63,0
151,5.0,709,7844,41,183,333,72,121,0,63.15,0.955,0.760,0.163,0.127,0.189,-0.344,1.580,0.3457,1.2574,0.781,0.404,0.129,0.112,-0.000,100,7,21,0,0,0,35161.80,1675.907,9756.907,61.004,149.005,21.197,3728.650,989.147,0.000,4780.921,3824.737,652.024,1832.760,422.200,0.000125,0.002546,34,0,11,10,14,8,5646,8,10,24.509,500,70,68,2,0,61,5
181,6.0,817,6864,41,192,442,65,118,1,81.57,0.981,0.746,0.144,0.104,0.175,-0.418,1.592,0.3321,1.2258,0.793,0.370,0.110,0.117,0.004,98,15,30,0,0,0,38690.40,1770.290,12114.626,130.868,103.234,22.929,4381.359,1231.826,0.166,6451.825,5161.460,963.562,2026.192,593.716,0.000124,0.003349,19,0,21,9,17,16,7197,3,9,14.953,463,73,55,4,0,47,4
211,7.0,969,5626,41,194,598,57,120,2,92.92,1.011,0.736,0.119,0.094,0.155,-0.484,1.599,0.3379,1.2610,0.804,0.351,0.097,0.121,0.007,103,27,38,0,0,0,45454.30,1949.146,17913.674,58.981,257.819,27.392,5182.526,1670.215,2.595,9326.596,7461.277,990.070,2402.363,1044.817,0.000179,0.002637,40,0,32,6,32,30,9295,0,6,9.807,356,39,35,1,0,23,11
241,8.0,1304,3980,41,206,930,51,117,6,121.79,1.065,0.733,0.105,0.086,0.129,-0.547,1.593,0.3416,1.3333,0.772,0.316,0.075,0.127,0.015,118,32,45,0,1,0,58562.78,2058.007,28123.122,278.408,568.402,22.451,6737.262,2409.663,7.700,18098.476,14478.781,1057.065,2422.664,1097.008,0.000143,0.002392,94,0,42,3,31,28,13661,0,3,2.538,390,50,33,10,0,23,0
271,9.0,1570,2639,41,214,1195,43,118,12,123.56,1.097,0.735,0.096,0.087,0.117,-0.577,1.599,0.3478,1.3801,0.760,0.280,0.067,0.132,0.015,131,49,47,0,0,0,69103.91,2214.307,28517.955,225.836,725.342,25.577,9095.215,3383.731,15.280,15969.639,12775.712,1218.731,2295.086,1214.991,0.000118,0.002412,133,0,43,4,34,31,18618,3,4,16.537,404,17,16,8,0,4,4
301,10.0,1645,2214,40,224,1263,45,113,17,119.58,1.102,0.739,0.102,0.088,0.117,-0.585,1.598,0.3524,1.3884,0.755,0.241,0.058,0.133,0.014,120,53,105,0,3,0,68217.91,2383.965,17974.935,882.983,775.618,24.290,10365.797,3826.500,27.034,10170.771,8136.617,2944.052,1140.420,1789.939,0.000170,0.003601,140,0,98,7,32,29,21280,0,7,15.582,547,89,83,49,1,29,4
