tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
1801,60.0,2000,142,32,1140,850,10,669,486.48,0.900,0.777,0.251,0.039,0.412,0.074,0.017,103,40,78,0,30,0
1831,61.0,2000,150,32,1198,793,9,692,470.24,0.880,0.750,0.253,0.038,0.431,0.074,0.016,116,37,62,0,26,0
1861,62.0,2000,160,32,1268,725,7,711,539.11,0.854,0.720,0.265,0.037,0.453,0.074,0.015,97,41,71,0,26,0
1891,63.0,2000,213,32,1315,676,9,741,507.16,0.839,0.700,0.274,0.037,0.470,0.075,0.013,128,34,80,0,33,0
1921,64.0,2000,200,32,1360,630,10,804,426.62,0.824,0.681,0.279,0.038,0.485,0.075,0.012,107,25,76,0,23,0
1951,65.0,2000,224,27,1387,603,10,822,433.85,0.812,0.669,0.284,0.037,0.494,0.075,0.012,109,22,69,0,24,0
1981,66.0,2000,247,27,1409,579,12,838,432.77,0.805,0.659,0.291,0.038,0.502,0.076,0.012,107,15,75,0,22,0
2011,67.0,2000,309,27,1428,561,11,826,455.42,0.800,0.649,0.302,0.038,0.509,0.076,0.010,122,10,103,0,19,0
2041,68.0,2000,322,27,1442,547,11,798,442.14,0.794,0.643,0.306,0.038,0.515,0.077,0.009,107,14,93,0,19,0
2071,69.0,2000,373,27,1458,531,11,794,434.32,0.789,0.636,0.312,0.038,0.521,0.077,0.007,95,4,100,0,18,0
2101,70.0,2000,442,25,1460,527,13,777,382.59,0.788,0.636,0.318,0.039,0.522,0.078,0.006,120,11,87,0,20,0
2131,71.0,2000,456,25,1463,524,13,784,416.56,0.785,0.634,0.325,0.038,0.524,0.079,0.005,128,6,63,0,20,0
2161,72.0,2000,505,25,1471,514,15,780,447.11,0.785,0.631,0.331,0.040,0.526,0.078,0.004,135,4,72,0,13,0
2191,73.0,2000,528,25,1471,515,14,783,436.18,0.783,0.632,0.338,0.039,0.526,0.079,0.003,119,5,99,0,18,0
2221,74.0,2000,528,25,1463,520,17,805,400.95,0.785,0.636,0.340,0.040,0.525,0.080,0.002,114,2,84,0,15,0
2251,75.0,2000,574,25,1451,534,15,772,401.27,0.790,0.641,0.348,0.040,0.522,0.081,0.001,98,5,88,0,9,0
2281,76.0,2000,658,25,1451,536,13,762,414.20,0.789,0.641,0.356,0.040,0.522,0.082,0.001,102,1,94,0,19,0
2311,77.0,2000,770,25,1447,540,13,735,456.98,0.791,0.641,0.369,0.043,0.522,0.083,-0.003,95,3,107,0,16,0
2341,78.0,2000,790,25,1440,545,15,747,460.70,0.795,0.644,0.379,0.044,0.521,0.085,-0.004,106,1,85,0,12,0
2371,79.0,2000,880,25,1435,550,15,739,451.38,0.795,0.646,0.386,0.045,0.520,0.086,-0.005,116,3,63,0,18,0
2401,80.0,2000,881,25,1397,590,13,711,469.84,0.811,0.660,0.397,0.044,0.509,0.087,-0.007,98,1,116,0,12,0
2431,81.0,2000,772,25,1370,618,12,689,452.20,0.822,0.671,0.403,0.044,0.502,0.089,-0.009,104,2,95,0,19,0
2461,82.0,2000,860,25,1350,636,14,642,426.73,0.828,0.678,0.421,0.045,0.498,0.092,-0.012,111,3,131,0,7,0
2491,83.0,2000,895,25,1337,649,14,620,440.49,0.833,0.683,0.430,0.043,0.494,0.093,-0.013,128,4,97,0,12,0
2521,84.0,2000,981,25,1349,639,12,611,439.32,0.828,0.677,0.443,0.042,0.499,0.095,-0.015,143,5,80,0,15,0
2551,85.0,2000,979,23,1348,639,13,580,439.41,0.826,0.677,0.461,0.043,0.500,0.096,-0.016,126,4,88,0,12,0
2581,86.0,2000,1083,23,1341,647,12,560,459.70,0.825,0.680,0.475,0.042,0.498,0.098,-0.017,123,2,71,0,17,0
2611,87.0,2000,1020,23,1348,640,12,562,473.99,0.821,0.677,0.485,0.041,0.501,0.100,-0.018,125,2,63,0,12,0
2641,88.0,2000,1011,23,1336,650,14,542,515.00,0.823,0.682,0.497,0.042,0.498,0.102,-0.018,113,5,72,0,11,0
2671,89.0,2000,983,23,1332,651,17,538,561.62,0.821,0.683,0.508,0.044,0.497,0.103,-0.018,101,0,64,0,9,0
2701,90.0,2000,991,24,1342,641,17,520,576.41,0.817,0.677,0.520,0.044,0.501,0.105,-0.021,124,0,54,0,8,0
2731,91.0,2000,989,24,1340,644,16,514,545.38,0.814,0.678,0.532,0.044,0.502,0.106,-0.021,122,1,68,0,12,0
2761,92.0,2000,1033,24,1336,649,15,546,593.28,0.814,0.679,0.544,0.042,0.502,0.108,-0.023,115,2,65,0,4,0
2791,93.0,2000,1076,24,1335,651,14,548,571.38,0.812,0.678,0.554,0.042,0.503,0.110,-0.023,113,0,49,0,10,0
2821,94.0,2000,1155,24,1357,633,10,525,581.48,0.803,0.669,0.571,0.040,0.512,0.112,-0.026,121,2,60,0,11,0
2851,95.0,2000,1055,24,1371,619,10,545,549.23,0.796,0.662,0.585,0.040,0.517,0.113,-0.027,132,3,49,0,8,0
2881,96.0,2000,994,24,1389,602,9,567,570.55,0.789,0.653,0.601,0.039,0.526,0.115,-0.030,97,0,49,0,8,0
2911,97.0,2000,966,24,1391,600,9,574,578.09,0.786,0.651,0.614,0.039,0.527,0.116,-0.032,117,2,37,0,10,0
2941,98.0,2000,982,24,1406,584,10,554,590.08,0.779,0.642,0.628,0.040,0.533,0.118,-0.034,115,0,52,0,9,0
2971,99.0,2000,942,24,1421,569,10,532,611.42,0.773,0.634,0.642,0.041,0.540,0.120,-0.036,130,1,49,0,10,0
3001,100.0,2000,949,24,1428,563,9,554,639.23,0.768,0.631,0.652,0.040,0.543,0.121,-0.037,111,2,35,0,10,0
3031,101.0,2000,973,24,1432,559,9,565,633.48,0.765,0.628,0.662,0.040,0.546,0.123,-0.038,121,2,60,0,9,0
3061,102.0,2000,849,24,1418,573,9,558,678.70,0.768,0.633,0.666,0.040,0.542,0.124,-0.038,120,1,39,0,9,0
3091,103.0,2000,711,24,1422,569,9,562,688.60,0.766,0.632,0.673,0.040,0.544,0.124,-0.039,122,3,36,0,9,0
3121,104.0,2000,650,24,1434,557,9,530,693.33,0.761,0.627,0.685,0.040,0.549,0.126,-0.041,122,5,50,0,9,0
3151,105.0,2000,642,24,1441,550,9,525,730.85,0.758,0.624,0.693,0.041,0.552,0.127,-0.043,125,4,40,0,10,0
3181,106.0,2000,638,24,1449,542,9,537,692.70,0.755,0.620,0.700,0.041,0.556,0.127,-0.044,128,2,34,0,6,0
3211,107.0,2000,633,24,1455,536,9,525,710.90,0.751,0.617,0.711,0.041,0.559,0.129,-0.045,141,3,44,0,10,0
3241,108.0,2000,557,24,1464,527,9,516,747.56,0.746,0.613,0.720,0.041,0.562,0.130,-0.046,149,4,33,0,7,0
3271,109.0,2000,461,24,1476,515,9,494,750.88,0.741,0.607,0.730,0.040,0.567,0.131,-0.047,137,4,42,0,16,0
3301,110.0,2000,427,22,1475,516,9,479,771.74,0.741,0.607,0.732,0.040,0.568,0.131,-0.048,124,5,28,0,9,0
3331,111.0,2000,383,22,1481,510,9,491,782.59,0.738,0.604,0.741,0.040,0.571,0.132,-0.049,135,2,28,0,8,0
3361,112.0,2000,364,22,1485,506,9,479,775.91,0.735,0.603,0.750,0.040,0.573,0.133,-0.050,131,2,24,0,6,0
3391,113.0,2000,321,22,1487,504,9,456,765.01,0.732,0.602,0.754,0.040,0.573,0.134,-0.050,120,5,17,0,12,0
3421,114.0,2000,312,22,1499,492,9,478,735.43,0.728,0.597,0.761,0.040,0.578,0.134,-0.051,145,3,15,0,4,0
3451,115.0,2000,337,22,1520,470,10,496,787.96,0.719,0.587,0.771,0.041,0.585,0.136,-0.053,124,12,24,0,8,0
3481,116.0,2000,318,22,1531,459,10,517,831.95,0.714,0.581,0.777,0.040,0.590,0.137,-0.054,118,8,13,0,9,0
3511,117.0,2000,231,22,1547,443,10,510,848.77,0.707,0.575,0.784,0.040,0.595,0.138,-0.055,134,8,22,0,12,0
3541,118.0,2000,239,22,1563,427,10,515,897.10,0.700,0.567,0.796,0.040,0.602,0.139,-0.056,129,3,25,0,11,0
3571,119.0,2000,222,22,1571,419,10,531,928.92,0.697,0.563,0.801,0.039,0.605,0.140,-0.057,136,3,14,0,13,0
3601,120.0,2000,234,22,1575,415,10,536,967.85,0.696,0.562,0.802,0.039,0.607,0.140,-0.057,131,2,16,0,10,0
3631,121.0,2000,214,22,1591,399,10,534,982.83,0.689,0.555,0.810,0.039,0.613,0.141,-0.058,120,7,17,0,13,0
3661,122.0,2000,236,22,1600,390,10,532,942.71,0.685,0.550,0.816,0.039,0.617,0.142,-0.059,140,5,14,0,12,0
3691,123.0,2000,292,22,1616,374,10,520,946.64,0.678,0.543,0.826,0.040,0.623,0.143,-0.061,126,3,17,0,8,0
3721,124.0,2000,287,22,1628,362,10,523,978.59,0.673,0.537,0.829,0.041,0.627,0.144,-0.061,136,6,8,0,12,0
3751,125.0,2000,340,23,1630,360,10,509,945.48,0.672,0.536,0.831,0.040,0.628,0.144,-0.061,155,3,14,0,18,0
3781,126.0,2000,342,23,1635,356,9,511,951.57,0.668,0.534,0.834,0.039,0.630,0.145,-0.062,136,5,19,0,6,0
3811,127.0,2000,336,23,1640,351,9,518,940.84,0.666,0.532,0.837,0.039,0.632,0.146,-0.062,142,3,18,0,13,0
3841,128.0,2000,378,23,1645,346,9,507,942.33,0.663,0.529,0.841,0.040,0.634,0.146,-0.062,128,4,17,1,9,0
3871,129.0,2000,474,23,1657,334,9,531,973.41,0.657,0.523,0.847,0.040,0.639,0.147,-0.063,144,6,19,1,4,0
3901,130.0,2000,536,23,1658,333,9,546,1005.84,0.656,0.522,0.848,0.040,0.640,0.148,-0.063,140,1,18,0,10,0
3931,131.0,2000,637,23,1661,330,9,564,1031.82,0.654,0.521,0.853,0.040,0.641,0.149,-0.063,121,4,8,0,10,0
3961,132.0,2000,724,23,1667,324,9,591,1055.74,0.651,0.518,0.858,0.040,0.644,0.150,-0.063,128,4,15,1,2,0
3991,133.0,2000,708,23,1668,323,9,589,1074.17,0.649,0.518,0.860,0.040,0.644,0.150,-0.064,127,3,9,0,12,0
4021,134.0,2000,740,23,1671,318,11,600,1071.81,0.648,0.517,0.863,0.042,0.646,0.150,-0.064,128,2,11,0,11,0
4051,135.0,2000,820,24,1673,316,11,616,1115.15,0.647,0.515,0.861,0.042,0.646,0.150,-0.064,136,0,10,0,7,0
4081,136.0,2000,931,24,1669,320,11,617,1076.26,0.649,0.517,0.860,0.041,0.645,0.150,-0.064,140,0,12,0,9,0
4111,137.0,2000,937,24,1670,319,11,629,1117.32,0.647,0.515,0.866,0.041,0.646,0.150,-0.065,163,1,27,0,7,0
4141,138.0,2000,1064,24,1664,325,11,660,1115.23,0.650,0.519,0.864,0.041,0.644,0.150,-0.065,160,0,11,0,8,0
4171,139.0,2000,1192,24,1658,332,10,640,1158.40,0.652,0.521,0.867,0.041,0.642,0.150,-0.065,123,1,23,1,8,0
4201,140.0,2000,1195,24,1660,329,11,650,1187.78,0.650,0.521,0.872,0.041,0.643,0.151,-0.066,140,1,12,0,15,0
4231,141.0,2000,1235,24,1652,335,13,619,1220.47,0.654,0.524,0.873,0.043,0.640,0.150,-0.065,133,1,12,0,17,0
4261,142.0,2000,1323,24,1653,334,13,645,1208.33,0.654,0.524,0.875,0.043,0.641,0.150,-0.065,156,1,13,0,4,0
4291,143.0,2000,1368,24,1653,334,13,658,1201.80,0.654,0.525,0.874,0.042,0.641,0.150,-0.065,159,1,14,0,11,0
4321,144.0,2000,1521,24,1651,336,13,666,1228.94,0.654,0.526,0.875,0.042,0.641,0.150,-0.065,133,1,8,0,8,0
4351,145.0,2000,1488,24,1654,333,13,670,1241.17,0.653,0.524,0.877,0.042,0.642,0.151,-0.065,158,0,9,0,13,0
4381,146.0,2000,1591,24,1660,327,13,674,1231.67,0.651,0.521,0.881,0.042,0.644,0.151,-0.065,140,1,9,1,5,0
4411,147.0,2000,1551,24,1667,319,14,684,1235.67,0.647,0.518,0.890,0.043,0.647,0.152,-0.066,153,1,23,0,14,0
4441,148.0,2000,1519,24,1669,317,14,658,1194.29,0.646,0.517,0.895,0.044,0.648,0.152,-0.067,150,1,17,0,11,0
4471,149.0,2000,1465,24,1665,321,14,634,1180.57,0.647,0.519,0.897,0.044,0.647,0.152,-0.066,131,0,8,1,13,0
4501,150.0,2000,1509,24,1662,324,14,622,1192.56,0.648,0.520,0.898,0.044,0.646,0.152,-0.066,139,0,10,0,5,0
4531,151.0,2000,1579,24,1658,328,14,618,1222.57,0.648,0.522,0.899,0.044,0.645,0.152,-0.066,133,0,12,0,15,0
4561,152.0,2000,1660,24,1659,327,14,614,1214.44,0.646,0.521,0.905,0.045,0.645,0.153,-0.066,146,0,14,0,12,0
4591,153.0,2000,1697,24,1657,329,14,617,1286.72,0.646,0.523,0.907,0.047,0.645,0.153,-0.066,150,1,15,0,9,0
4621,154.0,2000,1713,24,1662,325,13,604,1304.35,0.644,0.521,0.909,0.047,0.647,0.154,-0.067,139,1,8,0,9,0
4651,155.0,2000,1620,25,1664,323,13,592,1341.59,0.643,0.520,0.912,0.047,0.648,0.154,-0.067,151,0,8,0,8,0
4681,156.0,2000,1587,25,1661,326,13,618,1375.25,0.643,0.521,0.914,0.047,0.647,0.154,-0.066,152,0,8,0,8,0
4711,157.0,2000,1456,25,1659,328,13,614,1397.49,0.642,0.522,0.919,0.048,0.646,0.155,-0.067,136,0,8,1,9,0
4741,158.0,2000,1381,25,1656,331,13,592,1438.68,0.644,0.523,0.919,0.048,0.645,0.155,-0.066,137,0,9,0,4,0
4771,159.0,2000,1316,25,1659,328,13,597,1493.62,0.643,0.521,0.921,0.049,0.647,0.155,-0.067,159,0,14,1,7,0
4801,160.0,2000,1315,25,1663,324,13,602,1522.09,0.641,0.518,0.923,0.049,0.648,0.155,-0.067,135,2,14,1,7,0
4831,161.0,2000,1287,25,1664,321,15,621,1534.58,0.641,0.518,0.927,0.050,0.649,0.155,-0.068,113,0,10,1,7,0
4861,162.0,2000,1251,25,1668,317,15,630,1573.30,0.638,0.516,0.934,0.052,0.651,0.156,-0.068,140,1,14,1,10,0
4891,163.0,2000,1265,25,1667,318,15,625,1558.51,0.637,0.516,0.937,0.053,0.651,0.157,-0.068,123,0,8,0,8,0
4921,164.0,2000,1203,25,1661,323,16,609,1582.55,0.639,0.519,0.939,0.053,0.649,0.156,-0.068,120,0,10,0,5,0
4951,165.0,2000,960,25,1664,320,16,596,1580.85,0.638,0.517,0.942,0.054,0.650,0.157,-0.068,134,1,9,2,6,0
4981,166.0,2000,857,25,1665,318,17,593,1565.17,0.637,0.517,0.946,0.056,0.650,0.157,-0.068,129,0,7,0,10,0
5011,167.0,2000,762,25,1667,316,17,591,1551.58,0.636,0.516,0.948,0.056,0.651,0.157,-0.069,153,0,7,1,6,0
5041,168.0,2000,771,25,1670,313,17,589,1594.69,0.636,0.514,0.949,0.056,0.652,0.157,-0.069,128,1,8,1,10,0
5071,169.0,2000,740,25,1674,309,17,570,1551.57,0.634,0.513,0.951,0.056,0.654,0.157,-0.069,156,0,10,0,16,0
5101,170.0,2000,666,26,1676,307,17,568,1530.05,0.633,0.512,0.952,0.056,0.655,0.157,-0.069,134,0,9,2,7,0
5131,171.0,2000,614,26,1678,306,16,563,1544.94,0.632,0.511,0.951,0.058,0.655,0.158,-0.069,138,1,7,0,10,0
5161,172.0,2000,556,26,1677,306,17,550,1542.17,0.632,0.512,0.954,0.059,0.655,0.158,-0.070,160,1,15,0,13,0
5191,173.0,2000,474,26,1683,300,17,529,1550.09,0.629,0.510,0.956,0.060,0.658,0.159,-0.070,131,0,10,4,11,0
5221,174.0,2000,409,26,1683,299,18,512,1572.32,0.629,0.510,0.956,0.060,0.658,0.159,-0.070,133,2,11,0,3,0
5251,175.0,2000,360,26,1688,294,18,506,1593.99,0.627,0.507,0.957,0.061,0.659,0.159,-0.070,166,3,12,4,5,0
5281,176.0,2000,345,26,1688,292,20,494,1637.51,0.626,0.507,0.959,0.063,0.660,0.159,-0.071,129,0,16,3,8,0
5311,177.0,2000,343,26,1695,286,19,491,1667.20,0.623,0.503,0.963,0.064,0.663,0.160,-0.071,149,0,11,3,9,0
5341,178.0,2000,337,26,1699,285,16,518,1693.92,0.622,0.501,0.964,0.061,0.664,0.160,-0.072,143,1,7,2,11,0
5371,179.0,2000,336,26,1704,280,16,538,1800.36,0.621,0.497,0.964,0.063,0.666,0.161,-0.072,129,4,13,4,7,0
5401,180.0,2000,301,26,1708,276,16,568,1839.54,0.619,0.495,0.966,0.063,0.668,0.161,-0.073,123,2,8,0,10,0
5431,181.0,2000,282,26,1712,273,15,585,1905.56,0.616,0.493,0.969,0.061,0.669,0.161,-0.073,143,0,13,4,4,0
5461,182.0,2000,265,26,1716,269,15,594,1989.71,0.612,0.492,0.973,0.061,0.671,0.162,-0.073,155,4,5,5,7,0
5491,183.0,2000,293,26,1721,265,14,603,2003.29,0.609,0.489,0.976,0.061,0.673,0.163,-0.074,160,1,5,2,7,0
5521,184.0,2000,359,26,1720,266,14,589,2049.52,0.608,0.489,0.980,0.061,0.673,0.163,-0.074,153,2,12,4,8,0
5551,185.0,2000,419,25,1722,264,14,584,2016.04,0.607,0.488,0.982,0.060,0.674,0.164,-0.074,164,3,3,1,8,0
5581,186.0,2000,451,25,1725,261,14,584,2073.59,0.605,0.486,0.983,0.060,0.675,0.164,-0.074,143,3,10,1,7,0
5611,187.0,2000,455,25,1731,254,15,577,2038.88,0.602,0.483,0.983,0.061,0.678,0.164,-0.074,133,4,5,3,9,0
5641,188.0,2000,517,25,1733,252,15,568,2083.57,0.601,0.482,0.985,0.061,0.678,0.165,-0.075,133,2,8,5,9,0
5671,189.0,2000,543,25,1730,253,17,572,2105.17,0.601,0.483,0.986,0.062,0.677,0.165,-0.075,165,0,4,2,5,0
5701,190.0,2000,685,25,1733,251,16,561,2127.60,0.599,0.482,0.987,0.062,0.679,0.165,-0.075,141,3,6,4,8,0
5731,191.0,2000,664,25,1738,247,15,555,2086.01,0.597,0.479,0.987,0.060,0.681,0.166,-0.075,153,3,6,2,8,0
5761,192.0,2000,795,25,1743,243,14,531,2031.94,0.594,0.476,0.990,0.060,0.683,0.166,-0.075,147,1,6,4,8,0
5791,193.0,2000,899,25,1745,241,14,514,2010.91,0.592,0.476,0.991,0.060,0.683,0.166,-0.075,146,1,8,5,6,0
5821,194.0,2000,938,25,1740,246,14,514,1990.05,0.594,0.478,0.990,0.059,0.682,0.166,-0.075,156,0,6,2,6,0
5851,195.0,2000,1016,24,1733,253,14,502,1953.81,0.597,0.481,0.990,0.059,0.679,0.166,-0.075,145,0,5,1,5,0
5881,196.0,2000,1134,24,1729,257,14,523,1970.06,0.599,0.483,0.989,0.059,0.678,0.166,-0.075,152,0,4,3,5,0
5911,197.0,2000,1175,24,1727,259,14,525,2000.88,0.600,0.484,0.990,0.059,0.677,0.166,-0.075,150,0,4,0,8,0
5941,198.0,2000,1235,24,1729,257,14,539,2065.75,0.598,0.483,0.994,0.059,0.678,0.167,-0.075,159,0,6,4,5,0
5971,199.0,2000,1373,24,1732,254,14,525,2062.42,0.597,0.481,0.998,0.059,0.679,0.167,-0.076,156,0,3,4,3,0
6001,200.0,2000,1430,24,1732,254,14,521,2058.25,0.596,0.481,1.000,0.060,0.680,0.167,-0.076,159,0,7,0,5,0
6031,201.0,2000,1510,24,1735,251,14,499,2033.82,0.595,0.480,1.002,0.059,0.681,0.167,-0.076,151,0,12,1,6,0
