tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
1351,45.0,2000,817,32,1350,648,2,512,433.15,0.681,0.669,1.034,0.119,0.497,0.113,0.014,121,7,17,0,15,0
1381,46.0,2000,732,32,1365,633,2,530,453.41,0.674,0.661,1.042,0.119,0.502,0.113,0.014,115,4,33,0,7,0
1411,47.0,2000,671,32,1373,624,3,526,467.54,0.671,0.657,1.046,0.121,0.504,0.112,0.014,125,0,17,0,20,0
1441,48.0,2000,670,32,1385,612,3,533,481.20,0.666,0.651,1.053,0.122,0.508,0.112,0.014,126,2,36,0,14,0
1471,49.0,2000,603,32,1396,601,3,530,492.65,0.662,0.645,1.058,0.122,0.512,0.112,0.014,125,3,20,0,11,0
1501,50.0,2000,519,31,1413,584,3,555,504.10,0.657,0.638,1.067,0.123,0.517,0.111,0.013,127,6,30,0,14,0
1531,51.0,2000,553,31,1418,579,3,543,511.59,0.654,0.636,1.072,0.122,0.519,0.111,0.013,131,1,33,0,12,0
1561,52.0,2000,469,31,1437,560,3,524,535.40,0.646,0.626,1.082,0.122,0.526,0.110,0.013,121,7,26,0,15,0
1591,53.0,2000,442,31,1443,554,3,536,554.72,0.644,0.622,1.083,0.122,0.528,0.110,0.013,121,1,13,0,5,0
1621,54.0,2000,414,31,1456,541,3,554,558.76,0.638,0.616,1.087,0.121,0.532,0.110,0.013,135,5,17,0,6,0
1651,55.0,2000,371,31,1465,532,3,546,584.51,0.634,0.612,1.093,0.120,0.534,0.110,0.013,122,2,28,0,11,0
1681,56.0,2000,328,31,1473,524,3,544,587.82,0.632,0.607,1.096,0.120,0.537,0.109,0.014,119,4,14,0,7,0
1711,57.0,2000,350,31,1493,504,3,572,636.46,0.622,0.596,1.103,0.119,0.543,0.109,0.014,121,9,24,0,14,0
1741,58.0,2000,337,31,1511,486,3,596,697.28,0.615,0.587,1.109,0.117,0.549,0.108,0.014,121,8,28,0,14,0
1771,59.0,2000,323,31,1519,478,3,602,723.57,0.612,0.582,1.111,0.115,0.552,0.108,0.014,136,5,25,0,13,0
1801,60.0,2000,328,28,1540,458,2,585,736.47,0.604,0.573,1.116,0.115,0.558,0.107,0.014,128,11,31,0,15,0
1831,61.0,2000,330,28,1562,436,2,552,759.20,0.597,0.561,1.118,0.116,0.565,0.107,0.013,122,14,19,0,10,0
1861,62.0,2000,331,28,1573,425,2,525,752.52,0.593,0.555,1.120,0.116,0.569,0.106,0.014,134,9,25,0,10,0
1891,63.0,2000,343,28,1587,411,2,501,761.54,0.587,0.548,1.125,0.117,0.573,0.106,0.014,134,11,24,0,16,0
1921,64.0,2000,323,28,1600,398,2,486,747.47,0.581,0.541,1.129,0.117,0.578,0.106,0.014,134,8,21,0,12,0
1951,65.0,2000,385,28,1620,378,2,480,790.78,0.574,0.531,1.132,0.117,0.584,0.106,0.014,159,12,16,0,8,0
1981,66.0,2000,411,28,1627,371,2,466,782.80,0.571,0.527,1.134,0.118,0.587,0.105,0.014,147,1,24,0,12,0
2011,67.0,2000,485,28,1634,364,2,495,800.60,0.569,0.523,1.133,0.118,0.589,0.105,0.014,166,6,25,0,11,0
2041,68.0,2000,513,28,1647,351,2,503,841.35,0.564,0.516,1.136,0.118,0.593,0.105,0.014,135,10,16,0,13,0
2071,69.0,2000,579,28,1653,345,2,511,898.50,0.562,0.511,1.138,0.117,0.595,0.105,0.014,122,6,13,0,9,0
2101,70.0,2000,666,27,1667,332,1,497,934.24,0.557,0.504,1.139,0.116,0.599,0.105,0.014,150,6,13,0,8,0
2131,71.0,2000,704,27,1673,326,1,485,924.35,0.555,0.502,1.139,0.116,0.601,0.105,0.015,153,4,3,0,7,0
2161,72.0,2000,809,27,1677,322,1,486,947.92,0.553,0.499,1.140,0.116,0.603,0.105,0.015,141,3,4,0,8,0
2191,73.0,2000,895,27,1679,320,1,496,973.11,0.553,0.497,1.141,0.117,0.603,0.105,0.015,140,3,8,0,12,0
2221,74.0,2000,982,27,1680,319,1,513,964.18,0.552,0.497,1.142,0.118,0.604,0.105,0.015,139,1,9,0,6,0
2251,75.0,2000,1059,27,1683,316,1,506,967.98,0.551,0.494,1.144,0.119,0.605,0.105,0.015,162,2,13,0,6,0
2281,76.0,2000,1129,27,1685,314,1,524,974.70,0.550,0.493,1.145,0.119,0.606,0.105,0.015,153,0,8,0,4,0
2311,77.0,2000,1190,27,1688,311,1,538,984.17,0.549,0.491,1.148,0.122,0.607,0.105,0.015,157,1,9,0,9,0
2341,78.0,2000,1331,27,1694,306,0,551,970.05,0.546,0.488,1.149,0.122,0.609,0.105,0.016,138,2,6,0,14,0
2371,79.0,2000,1310,27,1689,311,0,570,978.35,0.548,0.491,1.149,0.122,0.608,0.104,0.016,168,0,5,0,11,0
2401,80.0,2000,1441,27,1688,312,0,579,1010.33,0.548,0.492,1.151,0.123,0.607,0.105,0.016,140,0,10,0,12,0
2431,81.0,2000,1628,27,1690,310,0,560,1024.59,0.547,0.491,1.151,0.123,0.608,0.105,0.017,163,1,7,0,7,0
2461,82.0,2000,1639,27,1691,309,0,559,1026.56,0.547,0.490,1.153,0.122,0.608,0.105,0.017,140,0,4,0,10,0
2491,83.0,2000,1678,27,1694,306,0,548,1036.66,0.545,0.489,1.155,0.122,0.609,0.105,0.018,159,0,7,0,7,0
2521,84.0,2000,1719,27,1699,301,0,530,1050.68,0.543,0.487,1.158,0.122,0.611,0.105,0.018,139,1,4,0,12,0
2551,85.0,2000,1781,26,1700,300,0,534,1074.02,0.542,0.486,1.158,0.121,0.611,0.105,0.018,148,1,5,0,9,0
2581,86.0,2000,1869,26,1702,298,0,559,1098.28,0.542,0.486,1.160,0.122,0.612,0.105,0.018,156,0,7,0,9,0
2611,87.0,2000,1919,26,1702,298,0,530,1104.58,0.542,0.486,1.161,0.121,0.612,0.105,0.019,153,1,7,0,11,0
2641,88.0,2000,2000,26,1701,299,0,533,1143.12,0.542,0.487,1.162,0.121,0.611,0.105,0.019,157,0,6,0,8,0
2671,89.0,2000,1942,26,1702,298,0,533,1139.10,0.542,0.487,1.163,0.120,0.612,0.105,0.019,160,0,3,0,10,0
2701,90.0,2000,1929,26,1702,298,0,510,1167.95,0.542,0.487,1.164,0.120,0.612,0.105,0.019,155,1,5,0,9,0
2731,91.0,2000,2077,26,1702,298,0,511,1181.36,0.542,0.487,1.164,0.119,0.612,0.105,0.019,170,0,6,0,5,0
2761,92.0,2000,2110,26,1702,298,0,491,1192.06,0.542,0.487,1.164,0.120,0.612,0.105,0.019,153,0,5,0,4,0
2791,93.0,2000,2052,26,1704,296,0,480,1219.21,0.541,0.486,1.165,0.121,0.613,0.105,0.019,143,0,6,0,11,0
2821,94.0,2000,1995,26,1705,295,0,484,1225.88,0.541,0.485,1.164,0.120,0.613,0.105,0.019,160,0,2,0,9,0
2851,95.0,2000,1842,26,1707,293,0,481,1233.90,0.541,0.484,1.165,0.121,0.614,0.105,0.019,160,0,2,0,8,0
2881,96.0,2000,1768,26,1708,292,0,487,1239.28,0.540,0.484,1.165,0.121,0.614,0.105,0.019,164,0,5,0,7,0
2911,97.0,2000,1693,26,1708,292,0,488,1270.17,0.540,0.484,1.165,0.120,0.614,0.105,0.019,159,0,1,0,8,0
2941,98.0,2000,1716,26,1709,291,0,493,1290.33,0.540,0.484,1.166,0.120,0.614,0.105,0.019,150,0,5,0,7,0
2971,99.0,2000,1760,26,1709,291,0,481,1317.68,0.541,0.484,1.165,0.119,0.614,0.105,0.019,140,0,7,0,7,0
3001,100.0,2000,1734,26,1709,291,0,499,1351.76,0.541,0.484,1.164,0.120,0.614,0.105,0.019,149,0,3,0,4,0
3031,101.0,2000,1751,26,1711,289,0,492,1359.80,0.540,0.482,1.164,0.119,0.615,0.106,0.020,145,0,2,0,11,0
3061,102.0,2000,1612,26,1715,285,0,500,1383.68,0.539,0.480,1.164,0.118,0.616,0.106,0.019,147,1,6,0,6,0
3091,103.0,2000,1551,26,1716,284,0,480,1419.27,0.539,0.479,1.163,0.119,0.617,0.106,0.020,148,1,4,0,9,0
3121,104.0,2000,1427,26,1717,283,0,479,1422.19,0.538,0.478,1.164,0.118,0.617,0.106,0.020,141,0,7,0,10,0
3151,105.0,2000,1240,26,1720,280,0,488,1447.95,0.537,0.476,1.163,0.118,0.618,0.106,0.020,150,0,5,0,10,0
3181,106.0,2000,1242,26,1720,280,0,485,1452.13,0.538,0.475,1.162,0.116,0.618,0.106,0.020,156,0,6,0,10,0
3211,107.0,2000,1151,26,1722,278,0,482,1500.64,0.537,0.474,1.163,0.115,0.619,0.106,0.020,147,0,9,0,12,0
3241,108.0,2000,1008,26,1724,276,0,492,1502.46,0.536,0.473,1.163,0.115,0.619,0.106,0.020,146,0,7,0,7,0
3271,109.0,2000,990,26,1723,277,0,512,1508.69,0.536,0.474,1.163,0.114,0.619,0.106,0.020,163,0,1,0,8,0
3301,110.0,2000,920,27,1724,276,0,541,1547.18,0.536,0.473,1.162,0.114,0.620,0.106,0.020,149,1,3,0,6,0
3331,111.0,2000,852,27,1730,270,0,543,1573.05,0.534,0.470,1.164,0.113,0.622,0.106,0.020,141,1,8,0,14,0
3361,112.0,2000,748,27,1733,267,0,522,1587.48,0.533,0.469,1.163,0.113,0.623,0.106,0.020,143,1,4,1,7,0
3391,113.0,2000,720,27,1732,268,0,503,1577.89,0.534,0.470,1.162,0.112,0.622,0.106,0.020,148,0,6,0,14,0
3421,114.0,2000,656,27,1733,267,0,493,1606.25,0.533,0.469,1.163,0.112,0.623,0.106,0.020,152,3,4,0,8,0
3451,115.0,2000,653,27,1732,268,0,488,1603.95,0.533,0.470,1.163,0.112,0.622,0.106,0.019,165,1,5,0,10,0
3481,116.0,2000,608,27,1737,263,0,498,1662.73,0.532,0.467,1.164,0.112,0.624,0.106,0.020,147,2,11,1,9,0
3511,117.0,2000,578,27,1742,258,0,478,1692.26,0.530,0.465,1.166,0.111,0.625,0.106,0.019,136,6,5,0,11,0
3541,118.0,2000,533,27,1753,247,0,479,1764.11,0.525,0.459,1.168,0.111,0.629,0.105,0.019,172,5,4,2,12,0
3571,119.0,2000,515,27,1760,240,0,483,1805.53,0.523,0.455,1.169,0.112,0.632,0.105,0.019,146,5,5,2,13,0
3601,120.0,2000,534,26,1761,239,0,491,1842.88,0.521,0.455,1.170,0.111,0.632,0.105,0.019,164,1,6,2,10,0
3631,121.0,2000,496,26,1771,229,0,518,1910.45,0.517,0.449,1.171,0.111,0.636,0.105,0.019,149,8,3,1,11,0
3661,122.0,2000,502,26,1784,216,0,532,1978.62,0.511,0.441,1.175,0.109,0.640,0.105,0.020,139,10,5,4,15,0
3691,123.0,2000,538,26,1792,208,0,527,2035.87,0.508,0.438,1.176,0.107,0.642,0.105,0.020,166,10,3,2,10,0
3721,124.0,2000,572,26,1805,195,0,524,2076.47,0.503,0.429,1.179,0.108,0.647,0.104,0.020,187,12,2,2,13,0
3751,125.0,2000,583,25,1811,189,0,523,2167.02,0.500,0.425,1.180,0.107,0.649,0.104,0.020,135,3,1,6,8,0
3781,126.0,2000,621,25,1819,181,0,521,2130.89,0.497,0.421,1.181,0.105,0.652,0.104,0.020,168,5,2,4,9,0
3811,127.0,2000,708,25,1830,170,0,518,2129.23,0.493,0.416,1.183,0.106,0.655,0.104,0.020,155,5,2,5,15,0
3841,128.0,2000,837,25,1837,163,0,504,2169.88,0.491,0.413,1.184,0.105,0.657,0.104,0.021,167,4,4,5,10,0
3871,129.0,2000,899,25,1842,158,0,481,2185.59,0.489,0.410,1.183,0.105,0.659,0.104,0.021,170,3,4,6,8,0
3901,130.0,2000,1026,25,1846,154,0,487,2164.71,0.488,0.408,1.184,0.105,0.660,0.104,0.021,178,0,4,4,10,0
3931,131.0,2000,1102,25,1846,154,0,486,2157.48,0.488,0.407,1.184,0.105,0.660,0.104,0.021,168,0,3,1,6,0
3961,132.0,2000,1163,25,1848,152,0,484,2162.90,0.487,0.406,1.183,0.104,0.661,0.104,0.022,150,1,2,5,3,0
3991,133.0,2000,1255,25,1849,151,0,482,2156.61,0.487,0.406,1.182,0.103,0.661,0.104,0.022,162,1,2,0,5,0
4021,134.0,2000,1315,25,1849,151,0,469,2192.68,0.486,0.405,1.182,0.103,0.661,0.104,0.022,184,0,2,4,4,0
4051,135.0,2000,1393,25,1850,150,0,457,2182.10,0.486,0.405,1.182,0.102,0.662,0.104,0.022,179,0,6,2,6,0
4081,136.0,2000,1508,25,1852,148,0,446,2219.01,0.485,0.404,1.182,0.102,0.662,0.103,0.022,152,0,3,3,6,0
4111,137.0,2000,1691,25,1852,148,0,466,2215.50,0.485,0.404,1.182,0.102,0.662,0.104,0.022,168,0,0,0,5,0
4141,138.0,2000,1791,25,1853,147,0,479,2186.52,0.485,0.404,1.182,0.101,0.663,0.103,0.022,160,0,2,1,4,0
4171,139.0,2000,1947,25,1853,147,0,466,2124.27,0.485,0.404,1.182,0.102,0.663,0.103,0.022,191,0,5,1,6,0
4201,140.0,2000,2067,25,1853,147,0,460,2145.15,0.485,0.404,1.182,0.102,0.663,0.103,0.021,170,0,4,3,5,0
4231,141.0,2000,2091,25,1853,147,0,469,2161.95,0.485,0.404,1.181,0.101,0.663,0.103,0.022,149,0,1,2,5,0
4261,142.0,2000,2150,25,1853,147,0,477,2155.69,0.486,0.404,1.181,0.101,0.663,0.103,0.022,181,0,1,1,4,0
4291,143.0,2000,2306,25,1855,145,0,480,2149.07,0.485,0.403,1.181,0.101,0.663,0.103,0.022,181,0,6,1,7,0
4321,144.0,2000,2453,25,1855,145,0,475,2164.60,0.485,0.403,1.180,0.101,0.663,0.103,0.022,167,0,3,1,3,0
4351,145.0,2000,2485,25,1856,144,0,480,2098.59,0.484,0.402,1.180,0.101,0.664,0.103,0.021,153,0,5,1,6,0
4381,146.0,2000,2559,25,1857,143,0,484,2081.59,0.484,0.401,1.180,0.101,0.664,0.103,0.021,164,0,7,3,5,0
4411,147.0,2000,2603,25,1857,143,0,482,2092.05,0.484,0.401,1.180,0.101,0.664,0.103,0.021,185,0,4,2,2,0
4441,148.0,2000,2635,25,1857,143,0,487,2068.08,0.484,0.401,1.180,0.101,0.664,0.103,0.021,154,0,5,0,6,0
4471,149.0,2000,2776,25,1857,143,0,478,2123.79,0.484,0.401,1.180,0.100,0.664,0.103,0.021,170,0,1,5,4,0
4501,150.0,2000,2870,25,1859,141,0,475,2128.95,0.484,0.400,1.181,0.101,0.665,0.103,0.021,176,0,3,4,2,0
4531,151.0,2000,2778,25,1859,141,0,479,2134.12,0.484,0.400,1.181,0.100,0.665,0.103,0.021,172,0,6,4,7,0
4561,152.0,2000,2778,25,1859,141,0,486,2119.67,0.484,0.400,1.180,0.099,0.665,0.103,0.021,197,0,0,4,9,0
4591,153.0,2000,2705,25,1860,140,0,491,2124.74,0.484,0.399,1.180,0.099,0.665,0.103,0.021,182,0,0,2,5,0
4621,154.0,2000,2694,25,1860,140,0,504,2129.60,0.484,0.399,1.180,0.098,0.665,0.103,0.021,177,0,4,4,3,0
4651,155.0,2000,2748,25,1860,140,0,508,2090.47,0.484,0.399,1.180,0.098,0.665,0.103,0.021,156,0,3,2,9,0
4681,156.0,2000,2684,25,1860,140,0,499,2079.95,0.484,0.399,1.180,0.098,0.665,0.103,0.021,158,0,3,0,9,0
4711,157.0,2000,2750,25,1861,139,0,498,2114.19,0.484,0.398,1.180,0.098,0.665,0.103,0.021,147,0,5,3,8,0
4741,158.0,2000,2636,25,1861,139,0,487,2098.54,0.484,0.398,1.181,0.097,0.665,0.103,0.021,181,0,1,2,9,0
4771,159.0,2000,2435,25,1862,138,0,470,2120.27,0.483,0.397,1.181,0.097,0.666,0.103,0.021,167,0,4,3,2,0
4801,160.0,2000,2360,28,1863,137,0,456,2152.92,0.483,0.397,1.182,0.096,0.666,0.104,0.021,177,0,3,4,5,0
4831,161.0,2000,2274,28,1865,135,0,453,2178.09,0.482,0.396,1.181,0.096,0.666,0.104,0.021,175,0,8,3,5,0
4861,162.0,2000,2159,28,1866,134,0,463,2202.67,0.482,0.396,1.181,0.096,0.667,0.104,0.021,169,0,2,0,3,0
4891,163.0,2000,2028,28,1866,134,0,461,2189.58,0.482,0.396,1.180,0.095,0.667,0.104,0.022,173,0,6,3,7,0
4921,164.0,2000,1958,28,1867,133,0,459,2210.56,0.481,0.396,1.181,0.094,0.667,0.103,0.022,187,0,4,5,3,0
4951,165.0,2000,1950,29,1868,132,0,472,2267.57,0.481,0.396,1.182,0.093,0.667,0.103,0.022,166,0,2,8,3,0
4981,166.0,2000,1869,29,1868,132,0,463,2276.97,0.481,0.397,1.181,0.093,0.667,0.103,0.021,176,0,4,4,3,0
5011,167.0,2000,1779,29,1868,132,0,482,2283.59,0.481,0.396,1.181,0.093,0.667,0.103,0.021,169,0,1,3,1,0
5041,168.0,2000,1700,29,1868,132,0,481,2327.15,0.481,0.397,1.182,0.092,0.667,0.103,0.021,167,0,3,4,2,0
5071,169.0,2000,1563,29,1867,133,0,479,2307.75,0.482,0.398,1.181,0.092,0.667,0.103,0.021,175,0,2,2,6,0
5101,170.0,2000,1435,29,1867,133,0,468,2369.32,0.481,0.398,1.180,0.092,0.667,0.103,0.021,183,0,3,7,2,0
5131,171.0,2000,1299,29,1866,134,0,452,2332.82,0.482,0.398,1.180,0.091,0.666,0.103,0.021,161,1,2,4,8,0
5161,172.0,2000,1131,29,1868,132,0,440,2394.92,0.482,0.397,1.180,0.091,0.667,0.103,0.021,173,0,3,7,1,0
5191,173.0,2000,1059,29,1867,133,0,438,2448.09,0.482,0.398,1.179,0.090,0.667,0.103,0.021,171,0,6,4,6,0
5221,174.0,2000,944,29,1870,130,0,429,2496.57,0.481,0.396,1.179,0.090,0.667,0.103,0.021,172,1,1,8,3,0
5251,175.0,2000,897,29,1871,129,0,426,2491.70,0.480,0.395,1.180,0.092,0.668,0.103,0.021,180,0,1,3,9,0
5281,176.0,2000,837,29,1876,124,0,422,2530.28,0.478,0.393,1.181,0.091,0.670,0.103,0.021,174,0,4,9,3,0
5311,177.0,2000,781,29,1876,124,0,417,2512.25,0.478,0.393,1.181,0.092,0.669,0.103,0.022,175,0,4,4,3,0
5341,178.0,2000,711,29,1879,121,0,423,2607.77,0.476,0.391,1.180,0.091,0.670,0.103,0.022,178,1,3,12,1,0
5371,179.0,2000,686,29,1881,119,0,413,2708.94,0.475,0.390,1.179,0.089,0.671,0.103,0.022,159,0,4,10,4,0
5401,180.0,2000,595,29,1881,119,0,400,2821.34,0.476,0.391,1.177,0.089,0.671,0.103,0.022,185,0,3,14,2,0
5431,181.0,2000,603,29,1883,117,0,399,2893.59,0.476,0.390,1.176,0.088,0.672,0.103,0.022,180,0,8,13,2,0
5461,182.0,2000,632,29,1886,114,0,397,2996.82,0.474,0.388,1.175,0.087,0.673,0.103,0.022,200,0,4,13,2,0
5491,183.0,2000,660,29,1890,110,0,385,3072.35,0.473,0.386,1.174,0.086,0.674,0.103,0.022,178,3,2,10,1,0
5521,184.0,2000,651,29,1889,111,0,360,3113.99,0.473,0.387,1.172,0.083,0.673,0.103,0.022,175,2,4,10,3,0
5551,185.0,2000,700,28,1895,105,0,360,3354.00,0.471,0.385,1.172,0.079,0.675,0.102,0.022,190,0,1,26,2,0
5581,186.0,2000,757,28,1897,103,0,359,3467.05,0.470,0.383,1.171,0.077,0.675,0.103,0.022,173,0,2,11,7,0
5611,187.0,2000,849,28,1902,98,0,344,3558.69,0.468,0.381,1.172,0.076,0.677,0.102,0.023,178,2,5,14,2,0
5641,188.0,2000,927,28,1906,94,0,360,3583.83,0.466,0.379,1.173,0.075,0.678,0.102,0.023,189,2,2,10,2,0
5671,189.0,2000,1007,28,1909,91,0,357,3562.72,0.466,0.377,1.173,0.074,0.679,0.102,0.023,178,0,2,11,5,0
5701,190.0,2000,1123,28,1909,91,0,374,3506.38,0.466,0.377,1.172,0.073,0.679,0.102,0.023,183,0,4,6,2,0
5731,191.0,2000,1285,28,1910,90,0,376,3467.25,0.465,0.375,1.172,0.072,0.680,0.102,0.023,180,0,2,8,6,0
5761,192.0,2000,1422,28,1910,90,0,367,3391.10,0.465,0.375,1.171,0.071,0.680,0.102,0.023,209,0,3,9,7,0
5791,193.0,2000,1488,28,1911,89,0,371,3327.60,0.465,0.375,1.171,0.071,0.680,0.102,0.023,157,0,2,5,5,0
5821,194.0,2000,1657,28,1912,88,0,381,3342.58,0.464,0.374,1.171,0.070,0.681,0.102,0.023,196,0,1,5,3,0
5851,195.0,2000,1767,27,1912,88,0,376,3274.06,0.464,0.374,1.170,0.070,0.681,0.102,0.023,200,0,3,4,4,0
5881,196.0,2000,1915,27,1913,87,0,386,3272.64,0.464,0.373,1.171,0.070,0.681,0.102,0.023,183,0,4,2,0,0
5911,197.0,2000,2049,27,1913,87,0,383,3319.88,0.464,0.373,1.171,0.070,0.681,0.102,0.023,178,0,6,2,1,0
5941,198.0,2000,2181,27,1913,87,0,406,3200.32,0.464,0.373,1.171,0.070,0.681,0.102,0.023,183,0,6,4,3,0
5971,199.0,2000,2338,27,1913,87,0,410,3166.73,0.464,0.373,1.171,0.069,0.681,0.102,0.023,182,0,1,3,2,0
6001,200.0,2000,2424,27,1913,87,0,442,3078.71,0.464,0.373,1.170,0.069,0.681,0.102,0.023,179,0,3,3,8,0
6031,201.0,2000,2589,27,1913,87,0,421,2964.03,0.464,0.372,1.173,0.069,0.682,0.102,0.023,188,0,6,5,6,0
6061,202.0,2000,2574,27,1914,86,0,438,2950.86,0.464,0.372,1.173,0.069,0.682,0.102,0.023,200,0,2,7,3,0
