tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
2371,79.0,2000,1466,62,1595,400,5,505,755.95,0.588,0.580,0.285,0.041,0.556,0.088,-0.059,76,1,36,0,13,0
2401,80.0,2000,1558,59,1583,412,5,491,777.31,0.592,0.587,0.290,0.040,0.552,0.088,-0.059,78,1,37,0,12,0
2431,81.0,2000,1564,59,1583,412,5,495,862.92,0.593,0.588,0.295,0.042,0.552,0.088,-0.059,81,0,44,0,11,0
2461,82.0,2000,1665,59,1584,411,5,477,871.28,0.592,0.589,0.297,0.041,0.553,0.087,-0.059,77,1,37,0,10,0
2491,83.0,2000,1795,59,1587,408,5,474,826.09,0.591,0.589,0.298,0.041,0.554,0.087,-0.059,76,5,38,0,12,0
2521,84.0,2000,1919,59,1591,404,5,485,849.76,0.589,0.589,0.306,0.042,0.556,0.087,-0.059,80,0,26,0,10,0
2551,85.0,2000,1965,56,1596,399,5,477,910.58,0.586,0.587,0.311,0.041,0.557,0.087,-0.059,72,0,28,0,13,0
2581,86.0,2000,2000,56,1594,401,5,470,881.36,0.586,0.587,0.313,0.040,0.557,0.087,-0.059,57,0,35,0,11,0
2611,87.0,2000,1949,56,1595,399,6,468,885.51,0.585,0.587,0.318,0.041,0.558,0.087,-0.059,77,0,24,0,8,0
2641,88.0,2000,1956,56,1577,414,9,439,931.70,0.591,0.600,0.323,0.043,0.552,0.087,-0.057,57,0,33,0,9,0
2671,89.0,2000,1802,56,1567,423,10,443,949.15,0.595,0.607,0.325,0.044,0.548,0.087,-0.056,79,1,24,0,5,0
2701,90.0,2000,1840,53,1564,426,10,430,908.38,0.596,0.610,0.329,0.043,0.547,0.087,-0.055,75,2,35,0,9,0
2731,91.0,2000,1951,53,1558,432,10,414,951.55,0.598,0.614,0.333,0.043,0.546,0.087,-0.056,72,1,32,0,8,0
2761,92.0,2000,1869,53,1556,433,11,415,971.52,0.598,0.615,0.335,0.043,0.545,0.087,-0.055,49,1,17,0,10,0
2791,93.0,2000,1765,53,1552,435,13,413,989.11,0.599,0.618,0.339,0.044,0.545,0.087,-0.056,76,1,27,0,7,0
2821,94.0,2000,1723,53,1551,436,13,401,1007.00,0.599,0.620,0.342,0.044,0.544,0.087,-0.055,74,0,33,0,7,0
2851,95.0,2000,1656,52,1544,444,12,428,1026.25,0.601,0.626,0.346,0.044,0.541,0.087,-0.054,82,0,38,0,8,0
2881,96.0,2000,1741,52,1540,448,12,435,1004.90,0.602,0.628,0.345,0.044,0.540,0.087,-0.054,81,0,15,0,8,0
2911,97.0,2000,1670,52,1519,466,15,449,1036.89,0.609,0.644,0.345,0.046,0.533,0.087,-0.053,76,0,32,0,10,0
2941,98.0,2000,1591,52,1516,469,15,453,1060.06,0.610,0.646,0.345,0.047,0.532,0.087,-0.052,84,0,33,0,12,0
2971,99.0,2000,1474,52,1521,464,15,451,1122.79,0.608,0.642,0.352,0.047,0.535,0.087,-0.054,81,1,38,0,12,0
3001,100.0,2000,1322,51,1522,463,15,474,1104.94,0.609,0.641,0.353,0.047,0.536,0.087,-0.054,79,0,37,0,5,0
3031,101.0,2000,1300,51,1519,465,16,489,1128.27,0.609,0.643,0.352,0.047,0.535,0.087,-0.054,75,0,35,0,10,0
3061,102.0,2000,1109,51,1514,470,16,500,1116.37,0.610,0.647,0.356,0.047,0.534,0.087,-0.054,62,3,29,0,8,0
3091,103.0,2000,1066,51,1512,469,19,507,1131.46,0.611,0.649,0.355,0.048,0.534,0.088,-0.054,90,0,32,0,8,0
3121,104.0,2000,925,51,1518,460,22,492,1045.60,0.609,0.646,0.355,0.049,0.537,0.088,-0.054,68,1,36,0,7,0
3151,105.0,2000,934,47,1515,463,22,507,992.50,0.611,0.647,0.355,0.049,0.535,0.088,-0.054,68,1,39,0,12,0
3181,106.0,2000,889,47,1504,470,26,517,1047.96,0.615,0.654,0.357,0.051,0.531,0.088,-0.053,64,0,36,0,7,0
3211,107.0,2000,813,47,1494,481,25,520,1029.21,0.619,0.660,0.358,0.054,0.528,0.088,-0.053,72,2,38,0,9,0
3241,108.0,2000,684,47,1493,483,24,516,1046.84,0.620,0.660,0.358,0.055,0.528,0.089,-0.053,56,2,30,0,7,0
3271,109.0,2000,633,47,1484,492,24,517,1089.23,0.623,0.665,0.357,0.057,0.526,0.089,-0.052,66,2,38,0,12,0
3301,110.0,2000,542,43,1482,493,25,518,1136.75,0.624,0.668,0.359,0.059,0.526,0.089,-0.052,63,2,33,0,9,0
3331,111.0,2000,470,43,1489,488,23,545,1088.05,0.622,0.665,0.362,0.058,0.528,0.090,-0.053,70,2,28,0,18,0
3361,112.0,2000,446,43,1490,487,23,531,1135.33,0.622,0.666,0.366,0.059,0.528,0.089,-0.053,67,4,35,1,14,0
3391,113.0,2000,406,43,1492,486,22,540,1107.41,0.622,0.665,0.369,0.060,0.529,0.089,-0.053,77,2,31,1,13,0
3421,114.0,2000,315,43,1496,482,22,538,1108.41,0.621,0.663,0.371,0.059,0.528,0.089,-0.053,83,4,32,0,10,0
3451,115.0,2000,284,43,1496,484,20,529,1081.60,0.621,0.663,0.377,0.057,0.528,0.089,-0.053,74,1,27,0,17,0
3481,116.0,2000,279,43,1504,477,19,510,1056.40,0.619,0.658,0.381,0.056,0.532,0.089,-0.054,72,7,28,0,8,0
3511,117.0,2000,259,43,1511,470,19,505,1108.44,0.617,0.655,0.383,0.055,0.535,0.089,-0.054,66,1,39,1,11,0
3541,118.0,2000,247,43,1525,456,19,501,1133.27,0.615,0.647,0.389,0.055,0.540,0.089,-0.055,63,9,31,0,14,0
3571,119.0,2000,252,43,1529,451,20,500,1183.31,0.613,0.645,0.393,0.056,0.542,0.089,-0.056,67,4,27,3,8,0
3601,120.0,2000,254,42,1544,438,18,481,1172.94,0.610,0.637,0.393,0.055,0.547,0.090,-0.057,73,9,26,1,7,0
3631,121.0,2000,257,42,1554,428,18,500,1111.82,0.606,0.633,0.396,0.056,0.551,0.090,-0.057,59,5,35,0,12,0
3661,122.0,2000,249,42,1569,412,19,502,1085.61,0.602,0.625,0.398,0.058,0.557,0.090,-0.058,76,6,22,1,10,0
3691,123.0,2000,270,42,1577,404,19,499,1144.83,0.598,0.620,0.402,0.056,0.560,0.090,-0.059,82,1,21,4,14,0
3721,124.0,2000,301,42,1580,400,20,479,1134.02,0.598,0.619,0.401,0.058,0.562,0.090,-0.060,65,4,23,1,10,0
3751,125.0,2000,312,37,1589,391,20,481,1166.34,0.596,0.615,0.403,0.059,0.565,0.089,-0.060,75,8,26,2,9,0
3781,126.0,2000,349,37,1589,391,20,478,1207.85,0.596,0.616,0.405,0.060,0.565,0.089,-0.061,84,4,28,1,6,0
3811,127.0,2000,367,37,1599,383,18,439,1217.21,0.595,0.612,0.410,0.059,0.569,0.089,-0.061,66,9,39,0,8,0
3841,128.0,2000,407,37,1599,383,18,424,1170.14,0.595,0.613,0.410,0.058,0.569,0.089,-0.061,91,1,13,3,3,0
3871,129.0,2000,481,37,1597,386,17,423,1180.22,0.596,0.615,0.411,0.058,0.569,0.089,-0.061,78,2,24,1,7,0
3901,130.0,2000,531,33,1590,393,17,412,1202.81,0.598,0.621,0.413,0.059,0.567,0.090,-0.062,80,3,23,4,11,0
3931,131.0,2000,533,33,1585,399,16,386,1197.59,0.597,0.623,0.417,0.058,0.566,0.089,-0.062,85,1,31,2,8,0
3961,132.0,2000,604,33,1576,407,17,373,1135.95,0.600,0.630,0.416,0.060,0.563,0.089,-0.061,77,2,31,2,4,0
3991,133.0,2000,689,33,1570,409,21,384,1196.68,0.602,0.635,0.420,0.061,0.562,0.090,-0.061,75,2,31,2,8,0
4021,134.0,2000,704,33,1548,423,29,373,1230.40,0.610,0.650,0.420,0.067,0.555,0.090,-0.060,75,0,37,2,10,0
4051,135.0,2000,777,28,1547,426,27,383,1191.88,0.610,0.651,0.423,0.064,0.555,0.090,-0.060,68,1,26,0,5,0
4081,136.0,2000,843,28,1545,428,27,376,1214.56,0.611,0.654,0.425,0.063,0.554,0.089,-0.060,56,4,26,0,4,0
4111,137.0,2000,815,28,1535,436,29,399,1286.46,0.615,0.661,0.431,0.064,0.551,0.090,-0.059,78,0,36,0,4,0
4141,138.0,2000,861,28,1531,442,27,414,1210.32,0.616,0.665,0.434,0.064,0.550,0.090,-0.059,73,0,34,0,9,0
4171,139.0,2000,978,28,1521,452,27,407,1140.58,0.619,0.671,0.435,0.063,0.547,0.090,-0.059,64,1,35,0,7,0
4201,140.0,2000,1084,27,1514,459,27,413,1250.07,0.621,0.676,0.439,0.064,0.545,0.090,-0.059,66,1,34,4,7,0
4231,141.0,2000,1156,27,1507,466,27,434,1270.30,0.624,0.681,0.441,0.065,0.543,0.090,-0.058,68,0,18,0,5,0
4261,142.0,2000,1263,27,1502,471,27,439,1232.69,0.625,0.684,0.445,0.065,0.541,0.090,-0.058,70,1,35,0,7,0
4291,143.0,2000,1259,27,1485,488,27,453,1221.09,0.631,0.694,0.450,0.064,0.536,0.091,-0.058,76,1,42,0,9,0
4321,144.0,2000,1256,27,1479,497,24,450,1323.19,0.634,0.700,0.450,0.064,0.534,0.091,-0.057,61,1,30,0,8,0
4351,145.0,2000,1193,27,1461,515,24,437,1254.81,0.640,0.713,0.454,0.064,0.528,0.091,-0.057,62,2,33,0,7,0
4381,146.0,2000,1286,27,1447,529,24,415,1298.14,0.644,0.722,0.457,0.065,0.524,0.091,-0.056,57,0,33,2,9,0
4411,147.0,2000,1250,27,1436,538,26,418,1263.17,0.646,0.727,0.458,0.067,0.521,0.091,-0.055,60,1,26,1,9,0
4441,148.0,2000,1287,27,1423,552,25,428,1367.03,0.650,0.734,0.459,0.067,0.517,0.092,-0.054,60,2,44,2,6,0
4471,149.0,2000,1275,27,1410,565,25,416,1289.97,0.653,0.744,0.460,0.067,0.512,0.092,-0.054,58,3,28,1,11,0
4501,150.0,2000,1160,27,1397,579,24,415,1260.69,0.657,0.753,0.462,0.068,0.508,0.092,-0.053,57,0,38,0,8,0
4531,151.0,2000,1263,27,1383,593,24,395,1246.81,0.661,0.764,0.466,0.069,0.505,0.092,-0.052,60,4,42,0,7,0
4561,152.0,2000,1242,27,1374,603,23,383,1187.56,0.665,0.772,0.471,0.067,0.501,0.092,-0.050,56,2,43,0,4,0
4591,153.0,2000,1098,27,1364,614,22,377,1176.44,0.669,0.780,0.477,0.067,0.498,0.092,-0.050,50,1,50,1,8,0
4621,154.0,2000,989,27,1350,630,20,355,1277.79,0.674,0.790,0.484,0.068,0.494,0.093,-0.049,51,1,44,2,11,0
4651,155.0,2000,892,27,1336,644,20,344,1255.90,0.677,0.801,0.487,0.068,0.490,0.093,-0.049,54,4,38,0,4,0
4681,156.0,2000,880,27,1317,663,20,326,1189.95,0.684,0.816,0.488,0.069,0.484,0.093,-0.047,56,0,40,0,5,0
4711,157.0,2000,855,27,1299,675,26,304,1194.73,0.690,0.830,0.493,0.072,0.478,0.093,-0.046,57,2,44,1,4,0
4741,158.0,2000,930,27,1271,702,27,296,1138.40,0.699,0.850,0.495,0.073,0.468,0.093,-0.044,49,0,44,0,7,0
4771,159.0,2000,772,27,1246,727,27,311,1155.62,0.708,0.869,0.498,0.073,0.460,0.093,-0.042,56,2,39,0,9,0
4801,160.0,2000,696,25,1225,748,27,320,1183.04,0.716,0.883,0.499,0.072,0.453,0.093,-0.040,51,2,46,0,8,0
4831,161.0,2000,583,25,1220,752,28,323,1146.44,0.719,0.887,0.507,0.073,0.452,0.093,-0.040,59,4,47,1,8,0
4861,162.0,2000,581,25,1215,758,27,342,1192.48,0.721,0.890,0.515,0.073,0.450,0.093,-0.039,54,2,40,0,3,0
4891,163.0,2000,590,25,1201,770,29,352,1308.62,0.725,0.901,0.523,0.076,0.446,0.093,-0.037,45,1,55,0,5,0
4921,164.0,2000,524,25,1183,784,33,355,1314.66,0.731,0.913,0.528,0.077,0.440,0.093,-0.037,48,2,44,2,4,0
4951,165.0,2000,462,25,1181,788,31,372,1247.45,0.732,0.914,0.529,0.077,0.440,0.093,-0.036,56,8,35,0,4,0
4981,166.0,2000,424,25,1174,793,33,359,1171.74,0.735,0.919,0.535,0.078,0.437,0.093,-0.036,55,2,49,0,6,0
5011,167.0,2000,364,25,1167,798,35,358,1109.21,0.738,0.922,0.535,0.079,0.435,0.093,-0.035,41,3,36,1,4,0
5041,168.0,2000,321,25,1164,803,33,351,1165.11,0.738,0.926,0.537,0.078,0.435,0.093,-0.036,50,4,45,2,10,0
5071,169.0,2000,328,25,1168,801,31,351,1253.23,0.735,0.924,0.543,0.077,0.437,0.093,-0.037,52,5,37,5,10,0
5101,170.0,2000,306,24,1171,797,32,354,1282.36,0.734,0.923,0.545,0.077,0.439,0.093,-0.038,49,8,41,1,7,0
5131,171.0,2000,264,24,1173,796,31,355,1250.58,0.736,0.923,0.548,0.077,0.439,0.093,-0.037,44,7,45,2,7,0
5161,172.0,2000,227,24,1174,795,31,366,1291.99,0.737,0.924,0.556,0.077,0.440,0.093,-0.037,54,10,45,3,6,0
5191,173.0,2000,170,24,1170,797,33,376,1294.19,0.738,0.929,0.560,0.078,0.439,0.093,-0.037,49,9,32,3,6,0
5221,174.0,2000,182,24,1171,796,33,380,1277.00,0.738,0.928,0.564,0.079,0.439,0.093,-0.037,65,10,39,1,8,0
5251,175.0,2000,198,21,1180,789,31,376,1201.06,0.736,0.925,0.569,0.079,0.442,0.093,-0.037,51,7,28,0,14,0
5281,176.0,2000,156,21,1199,771,30,387,1108.66,0.730,0.914,0.578,0.077,0.449,0.092,-0.039,39,21,49,2,8,0
5311,177.0,2000,123,21,1214,757,29,389,1051.67,0.725,0.904,0.590,0.076,0.455,0.092,-0.040,54,11,39,2,9,0
5341,178.0,2000,113,21,1237,742,21,356,976.12,0.719,0.889,0.611,0.073,0.463,0.093,-0.043,55,21,45,2,12,0
5371,179.0,2000,124,21,1258,723,19,354,948.48,0.711,0.875,0.617,0.073,0.471,0.092,-0.044,59,27,29,1,14,0
5401,180.0,2000,110,20,1263,721,16,354,1010.82,0.709,0.874,0.622,0.071,0.473,0.092,-0.044,67,14,27,4,10,0
5431,181.0,2000,135,20,1282,704,14,365,1093.54,0.703,0.861,0.628,0.071,0.480,0.092,-0.045,47,18,38,2,9,0
5461,182.0,2000,133,20,1306,681,13,358,1110.94,0.696,0.846,0.644,0.072,0.489,0.092,-0.046,53,21,33,3,17,0
5491,183.0,2000,138,20,1325,663,12,351,1077.88,0.689,0.834,0.658,0.072,0.496,0.092,-0.048,56,23,41,2,9,0
5521,184.0,2000,167,20,1339,649,12,356,1139.17,0.686,0.826,0.666,0.071,0.501,0.092,-0.049,72,12,33,4,4,0
5551,185.0,2000,186,20,1356,633,11,363,1188.12,0.681,0.815,0.677,0.069,0.507,0.092,-0.050,50,16,39,2,18,0
5581,186.0,2000,253,20,1372,617,11,369,1205.22,0.675,0.805,0.685,0.070,0.513,0.091,-0.051,65,15,41,1,6,0
5611,187.0,2000,230,20,1379,610,11,391,1246.65,0.672,0.801,0.692,0.069,0.516,0.091,-0.053,60,9,29,1,11,0
5641,188.0,2000,284,20,1387,603,10,401,1195.30,0.670,0.795,0.698,0.068,0.519,0.091,-0.053,66,9,26,2,7,0
5671,189.0,2000,328,20,1388,601,11,424,1171.96,0.669,0.793,0.710,0.069,0.521,0.091,-0.054,46,10,46,2,9,0
5701,190.0,2000,332,19,1394,595,11,428,1206.90,0.666,0.790,0.721,0.069,0.524,0.090,-0.055,61,9,40,4,10,0
5731,191.0,2000,372,19,1389,601,10,410,1119.92,0.667,0.794,0.725,0.068,0.522,0.091,-0.054,82,3,35,1,9,0
5761,192.0,2000,388,19,1391,599,10,410,1113.68,0.666,0.792,0.724,0.068,0.523,0.091,-0.055,60,3,29,2,8,0
5791,193.0,2000,478,19,1387,603,10,404,1151.30,0.667,0.795,0.728,0.068,0.522,0.091,-0.054,60,2,32,2,9,0
5821,194.0,2000,484,19,1395,595,10,411,1027.22,0.665,0.791,0.738,0.067,0.525,0.091,-0.055,56,5,44,2,4,0
5851,195.0,2000,542,20,1399,591,10,418,991.25,0.664,0.788,0.743,0.067,0.527,0.091,-0.056,73,3,25,1,10,0
5881,196.0,2000,544,20,1398,591,11,437,1032.16,0.664,0.790,0.746,0.067,0.527,0.091,-0.056,58,0,38,2,5,0
5911,197.0,2000,629,20,1396,593,11,467,1091.07,0.664,0.791,0.747,0.066,0.527,0.091,-0.056,51,1,34,0,6,0
5941,198.0,2000,707,20,1396,593,11,483,1027.88,0.664,0.791,0.748,0.066,0.527,0.091,-0.056,64,1,31,1,4,0
5971,199.0,2000,773,20,1393,596,11,483,1037.73,0.664,0.793,0.753,0.067,0.526,0.091,-0.057,63,2,41,1,15,0
