tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
961,32.0,2000,813,49,850,1137,13,53,235.57,0.934,0.892,0.856,0.066,0.291,0.075,0.042,89,20,61,0,1,0
991,33.0,2000,837,49,860,1128,12,63,241.63,0.929,0.888,0.868,0.065,0.294,0.074,0.043,78,8,55,0,4,0
1021,34.0,2000,880,49,866,1125,9,75,242.96,0.925,0.885,0.876,0.064,0.297,0.073,0.043,73,16,48,0,1,0
1051,35.0,2000,822,37,874,1117,9,77,265.40,0.922,0.882,0.883,0.064,0.299,0.073,0.045,69,8,41,0,3,0
1081,36.0,2000,753,37,877,1114,9,97,271.62,0.921,0.880,0.887,0.064,0.300,0.073,0.045,79,6,31,0,0,0
1111,37.0,2000,762,37,882,1109,9,110,290.52,0.917,0.877,0.896,0.063,0.302,0.073,0.046,65,5,38,0,2,0
1141,38.0,2000,716,37,889,1102,9,128,316.15,0.913,0.874,0.902,0.063,0.304,0.072,0.048,71,5,34,0,1,0
1171,39.0,2000,723,37,893,1098,9,132,343.43,0.912,0.872,0.902,0.063,0.306,0.072,0.048,65,5,22,0,3,0
1201,40.0,2000,720,34,897,1094,9,138,363.78,0.911,0.870,0.905,0.063,0.307,0.072,0.048,72,6,25,0,4,0
1231,41.0,2000,674,34,902,1089,9,146,396.44,0.908,0.868,0.909,0.063,0.308,0.071,0.049,72,6,39,0,6,0
1261,42.0,2000,659,34,905,1086,9,168,411.56,0.905,0.867,0.909,0.063,0.309,0.071,0.048,65,6,51,0,3,0
1291,43.0,2000,541,34,913,1078,9,160,420.35,0.901,0.864,0.915,0.063,0.311,0.071,0.048,70,3,37,0,10,0
1321,44.0,2000,544,34,927,1064,9,166,423.93,0.895,0.859,0.916,0.062,0.315,0.070,0.048,69,11,30,0,4,0
1351,45.0,2000,517,30,934,1058,8,177,430.41,0.891,0.855,0.919,0.061,0.318,0.069,0.049,58,3,28,0,9,0
1381,46.0,2000,535,30,939,1053,8,189,438.86,0.889,0.853,0.922,0.061,0.319,0.070,0.050,63,8,36,0,2,0
1411,47.0,2000,460,30,946,1046,8,196,472.48,0.886,0.852,0.923,0.062,0.321,0.069,0.050,81,7,44,0,5,0
1441,48.0,2000,413,30,952,1041,7,217,478.95,0.884,0.851,0.922,0.062,0.323,0.069,0.050,58,9,28,0,3,0
1471,49.0,2000,359,30,968,1025,7,218,494.08,0.879,0.845,0.922,0.062,0.328,0.069,0.051,61,5,24,0,4,0
1501,50.0,2000,351,30,983,1010,7,223,529.07,0.873,0.840,0.923,0.062,0.334,0.068,0.051,72,16,33,0,3,0
1531,51.0,2000,314,30,995,998,7,239,550.84,0.868,0.836,0.925,0.061,0.338,0.068,0.051,75,12,20,0,5,0
1561,52.0,2000,265,30,1013,980,7,248,593.59,0.861,0.828,0.928,0.061,0.343,0.067,0.053,65,16,30,0,6,0
1591,53.0,2000,281,30,1034,959,7,267,642.02,0.854,0.819,0.929,0.060,0.350,0.067,0.055,54,24,34,0,4,0
1621,54.0,2000,246,30,1054,939,7,292,670.53,0.845,0.811,0.930,0.059,0.356,0.066,0.056,66,21,28,0,4,0
1651,55.0,2000,221,29,1082,910,8,291,722.04,0.834,0.802,0.930,0.059,0.364,0.064,0.058,65,31,23,0,10,0
1681,56.0,2000,174,29,1107,885,8,302,744.51,0.821,0.792,0.934,0.057,0.372,0.062,0.059,72,24,29,0,11,0
1711,57.0,2000,183,29,1151,841,8,317,745.98,0.803,0.776,0.937,0.055,0.386,0.061,0.060,73,39,23,0,10,0
1741,58.0,2000,172,29,1190,803,7,324,755.39,0.785,0.760,0.944,0.053,0.398,0.059,0.063,60,37,26,0,11,0
1771,59.0,2000,191,29,1241,750,9,325,771.37,0.764,0.739,0.947,0.053,0.414,0.056,0.067,80,42,50,0,15,0
1801,60.0,2000,191,26,1280,711,9,320,780.74,0.749,0.724,0.948,0.052,0.426,0.054,0.069,77,32,36,0,17,0
1831,61.0,2000,211,26,1325,665,10,325,728.20,0.732,0.707,0.947,0.050,0.440,0.052,0.071,94,35,35,0,18,0
1861,62.0,2000,223,26,1364,627,9,337,750.92,0.714,0.691,0.951,0.048,0.452,0.049,0.074,83,47,41,0,15,0
1891,63.0,2000,235,26,1392,599,9,365,787.99,0.705,0.681,0.951,0.047,0.461,0.048,0.075,88,22,39,0,8,0
1921,64.0,2000,227,26,1430,562,8,384,798.61,0.690,0.666,0.955,0.046,0.472,0.046,0.079,108,35,35,0,14,0
1951,65.0,2000,291,23,1462,532,6,395,805.61,0.679,0.653,0.952,0.044,0.482,0.045,0.080,115,28,40,0,11,0
1981,66.0,2000,314,23,1485,509,6,398,787.01,0.670,0.644,0.953,0.043,0.488,0.044,0.081,111,21,21,0,13,0
2011,67.0,2000,360,23,1512,482,6,404,757.60,0.661,0.634,0.953,0.041,0.497,0.042,0.082,103,26,20,0,16,0
2041,68.0,2000,447,23,1541,453,6,418,790.53,0.652,0.624,0.952,0.040,0.505,0.041,0.083,105,17,26,0,14,0
2071,69.0,2000,438,23,1549,445,6,423,767.24,0.649,0.620,0.952,0.040,0.507,0.040,0.084,97,10,22,0,10,0
2101,70.0,2000,503,21,1561,433,6,437,767.23,0.646,0.616,0.952,0.040,0.511,0.040,0.084,92,4,27,0,7,0
2131,71.0,2000,570,21,1565,429,6,429,790.19,0.645,0.616,0.952,0.040,0.512,0.039,0.084,104,5,29,0,8,0
2161,72.0,2000,686,21,1579,415,6,442,803.32,0.639,0.611,0.954,0.039,0.517,0.039,0.085,109,8,26,0,10,0
2191,73.0,2000,695,21,1588,406,6,444,769.35,0.637,0.607,0.952,0.039,0.519,0.039,0.085,93,1,30,0,6,0
2221,74.0,2000,794,21,1592,402,6,446,786.84,0.636,0.605,0.953,0.039,0.521,0.038,0.086,110,2,30,0,9,0
2251,75.0,2000,887,20,1597,397,6,442,787.23,0.635,0.603,0.950,0.040,0.522,0.038,0.086,123,2,22,0,6,0
2281,76.0,2000,949,20,1605,389,6,454,781.38,0.633,0.600,0.949,0.040,0.524,0.038,0.087,89,2,25,0,10,0
2311,77.0,2000,1038,20,1616,378,6,469,764.61,0.630,0.595,0.949,0.039,0.528,0.037,0.088,105,3,34,0,9,0
2341,78.0,2000,1175,20,1619,375,6,497,765.22,0.629,0.594,0.949,0.038,0.528,0.037,0.088,110,0,20,0,11,0
2371,79.0,2000,1208,20,1618,376,6,490,762.36,0.629,0.593,0.951,0.038,0.528,0.037,0.088,118,0,31,0,8,0
2401,80.0,2000,1281,20,1620,374,6,485,753.73,0.628,0.592,0.952,0.038,0.529,0.037,0.088,117,0,18,0,7,0
2431,81.0,2000,1318,20,1625,369,6,481,824.10,0.626,0.588,0.952,0.038,0.530,0.037,0.089,125,0,23,0,17,0
2461,82.0,2000,1347,20,1629,365,6,476,819.09,0.625,0.586,0.952,0.039,0.531,0.037,0.089,110,0,25,0,11,0
2491,83.0,2000,1401,20,1631,363,6,487,847.55,0.624,0.585,0.952,0.040,0.531,0.037,0.089,98,0,21,0,14,0
2521,84.0,2000,1431,20,1637,357,6,479,902.67,0.623,0.582,0.951,0.039,0.533,0.036,0.090,101,0,22,0,8,0
2551,85.0,2000,1578,18,1640,354,6,457,907.84,0.622,0.581,0.950,0.039,0.534,0.036,0.090,104,0,26,0,10,0
2581,86.0,2000,1556,18,1644,350,6,436,916.11,0.620,0.580,0.946,0.038,0.535,0.036,0.090,119,0,29,0,8,0
2611,87.0,2000,1674,18,1649,345,6,438,881.89,0.618,0.578,0.948,0.038,0.537,0.036,0.090,97,0,33,0,11,0
2641,88.0,2000,1767,18,1649,345,6,452,817.72,0.618,0.578,0.946,0.039,0.537,0.036,0.090,109,0,22,0,6,0
2671,89.0,2000,1794,18,1652,342,6,452,826.78,0.617,0.577,0.947,0.039,0.537,0.036,0.090,114,1,31,0,15,0
2701,90.0,2000,1895,18,1656,338,6,417,837.53,0.616,0.575,0.947,0.038,0.539,0.036,0.091,97,0,21,0,11,0
2731,91.0,2000,1813,18,1664,330,6,405,828.09,0.614,0.571,0.947,0.038,0.541,0.035,0.091,95,0,30,0,8,0
2761,92.0,2000,1726,18,1667,327,6,420,843.97,0.613,0.570,0.947,0.038,0.542,0.035,0.091,96,1,15,0,11,0
2791,93.0,2000,1690,18,1667,327,6,416,889.14,0.612,0.570,0.948,0.038,0.542,0.035,0.092,110,0,22,0,6,0
2821,94.0,2000,1611,18,1668,326,6,415,923.74,0.612,0.569,0.949,0.037,0.542,0.035,0.092,98,0,24,0,7,0
2851,95.0,2000,1613,17,1671,323,6,400,946.32,0.611,0.569,0.950,0.037,0.543,0.035,0.092,109,0,23,0,8,0
2881,96.0,2000,1609,17,1672,322,6,393,946.58,0.610,0.568,0.948,0.037,0.543,0.035,0.092,98,0,17,0,8,0
2911,97.0,2000,1671,17,1675,319,6,407,966.91,0.609,0.566,0.947,0.036,0.544,0.034,0.092,87,1,17,0,11,0
2941,98.0,2000,1668,17,1674,320,6,396,1016.70,0.609,0.566,0.946,0.036,0.544,0.035,0.092,100,0,14,0,6,0
2971,99.0,2000,1675,17,1671,323,6,391,1051.08,0.609,0.567,0.947,0.036,0.543,0.035,0.092,102,0,16,0,9,0
3001,100.0,2000,1590,17,1672,322,6,403,1051.84,0.609,0.566,0.948,0.035,0.543,0.035,0.092,104,0,22,0,4,0
3031,101.0,2000,1426,17,1671,323,6,394,1058.86,0.609,0.567,0.948,0.035,0.543,0.034,0.092,108,0,11,0,10,0
3061,102.0,2000,1313,17,1669,325,6,401,1064.80,0.610,0.568,0.948,0.036,0.542,0.035,0.092,95,0,11,0,5,0
3091,103.0,2000,1253,17,1669,325,6,407,1084.79,0.609,0.568,0.949,0.036,0.542,0.035,0.092,91,1,16,0,6,0
3121,104.0,2000,1194,17,1668,326,6,396,1113.40,0.610,0.567,0.949,0.035,0.542,0.035,0.092,100,0,33,0,8,0
3151,105.0,2000,1120,17,1666,328,6,399,1087.12,0.611,0.569,0.951,0.036,0.541,0.035,0.092,96,0,30,0,7,0
3181,106.0,2000,1037,17,1664,330,6,387,1046.25,0.610,0.569,0.953,0.038,0.541,0.035,0.092,85,0,24,0,11,0
3211,107.0,2000,1017,17,1665,329,6,369,1083.53,0.609,0.569,0.954,0.038,0.540,0.035,0.092,100,0,20,0,9,0
3241,108.0,2000,901,17,1671,324,5,363,1164.34,0.607,0.566,0.952,0.038,0.542,0.035,0.092,108,2,20,0,12,0
3271,109.0,2000,815,17,1673,322,5,347,1198.38,0.606,0.565,0.952,0.038,0.543,0.035,0.092,116,0,19,0,5,0
3301,110.0,2000,731,17,1671,324,5,349,1193.45,0.607,0.566,0.953,0.039,0.542,0.035,0.092,114,1,18,0,7,0
3331,111.0,2000,714,17,1675,320,5,354,1205.70,0.605,0.564,0.952,0.040,0.543,0.035,0.091,108,2,19,0,12,0
3361,112.0,2000,643,17,1675,320,5,344,1188.97,0.605,0.564,0.953,0.040,0.543,0.034,0.091,99,1,21,0,11,0
3391,113.0,2000,544,17,1673,322,5,357,1269.93,0.605,0.565,0.952,0.040,0.543,0.035,0.091,102,2,22,0,5,0
3421,114.0,2000,453,17,1676,319,5,379,1268.30,0.605,0.564,0.952,0.040,0.543,0.034,0.091,96,5,14,0,9,0
3451,115.0,2000,404,17,1683,312,5,385,1275.36,0.602,0.562,0.950,0.040,0.545,0.034,0.092,117,5,20,0,8,0
3481,116.0,2000,382,17,1689,306,5,395,1288.95,0.601,0.559,0.950,0.041,0.547,0.034,0.092,105,2,17,0,14,0
3511,117.0,2000,395,17,1692,303,5,400,1350.41,0.600,0.558,0.953,0.040,0.548,0.034,0.092,86,10,17,0,9,0
3541,118.0,2000,321,17,1695,300,5,415,1439.43,0.599,0.557,0.952,0.040,0.549,0.033,0.092,102,3,16,0,8,0
3571,119.0,2000,317,17,1703,292,5,431,1503.89,0.596,0.554,0.951,0.040,0.552,0.033,0.093,107,5,13,1,11,0
3601,120.0,2000,319,17,1719,276,5,456,1457.84,0.591,0.548,0.950,0.039,0.557,0.032,0.093,106,10,25,0,11,0
3631,121.0,2000,338,17,1728,267,5,497,1503.78,0.589,0.544,0.950,0.039,0.559,0.032,0.094,100,7,21,0,10,0
3661,122.0,2000,353,17,1741,255,4,509,1518.51,0.586,0.540,0.944,0.039,0.563,0.031,0.095,117,8,24,1,9,0
3691,123.0,2000,360,17,1747,249,4,510,1515.48,0.586,0.538,0.942,0.039,0.565,0.031,0.095,124,3,16,2,9,0
3721,124.0,2000,402,17,1752,244,4,533,1456.89,0.585,0.536,0.941,0.040,0.567,0.031,0.096,118,2,13,1,6,0
3751,125.0,2000,435,14,1758,238,4,580,1508.04,0.583,0.533,0.938,0.040,0.569,0.030,0.095,113,7,14,1,8,0
3781,126.0,2000,474,14,1764,232,4,559,1538.20,0.582,0.531,0.935,0.039,0.570,0.030,0.095,114,5,14,2,16,0
3811,127.0,2000,526,14,1772,224,4,541,1529.65,0.579,0.527,0.934,0.039,0.573,0.030,0.096,88,4,11,2,15,0
3841,128.0,2000,566,14,1773,223,4,519,1508.24,0.579,0.526,0.932,0.039,0.573,0.029,0.096,99,2,17,1,15,0
3871,129.0,2000,624,14,1773,223,4,504,1491.27,0.580,0.526,0.930,0.039,0.573,0.029,0.096,116,4,19,1,10,0
3901,130.0,2000,658,13,1778,218,4,487,1503.79,0.577,0.523,0.929,0.038,0.574,0.029,0.096,115,2,22,2,12,0
3931,131.0,2000,761,13,1778,218,4,475,1453.69,0.577,0.522,0.927,0.038,0.574,0.029,0.096,121,0,19,1,14,0
3961,132.0,2000,871,13,1778,218,4,443,1408.18,0.577,0.522,0.928,0.037,0.574,0.029,0.096,102,1,13,0,14,0
3991,133.0,2000,936,13,1780,216,4,446,1430.42,0.576,0.522,0.927,0.038,0.574,0.029,0.096,110,0,16,1,8,0
4021,134.0,2000,1045,13,1779,217,4,457,1402.59,0.576,0.522,0.927,0.038,0.574,0.029,0.096,103,2,20,0,6,0
4051,135.0,2000,1199,14,1778,218,4,450,1374.58,0.576,0.522,0.928,0.038,0.574,0.029,0.096,94,1,17,1,10,0
4081,136.0,2000,1263,14,1781,215,4,473,1331.85,0.575,0.521,0.927,0.038,0.575,0.029,0.097,106,0,21,0,8,0
4111,137.0,2000,1405,14,1782,214,4,464,1306.08,0.575,0.521,0.929,0.038,0.575,0.029,0.097,115,1,14,0,5,0
4141,138.0,2000,1443,14,1782,214,4,463,1303.32,0.575,0.520,0.930,0.039,0.575,0.029,0.096,90,0,18,2,4,0
4171,139.0,2000,1478,14,1783,213,4,467,1347.83,0.574,0.519,0.930,0.038,0.575,0.028,0.096,101,0,15,0,9,0
4201,140.0,2000,1534,14,1786,210,4,455,1472.89,0.573,0.518,0.928,0.038,0.576,0.028,0.097,102,0,15,2,7,0
4231,141.0,2000,1696,14,1788,208,4,464,1469.52,0.573,0.517,0.928,0.038,0.577,0.028,0.097,84,0,13,0,5,0
4261,142.0,2000,1755,14,1791,205,4,458,1477.61,0.571,0.516,0.929,0.038,0.578,0.028,0.096,107,0,11,2,12,0
4291,143.0,2000,1804,14,1793,203,4,453,1502.86,0.571,0.515,0.927,0.037,0.578,0.028,0.097,110,0,11,1,6,0
4321,144.0,2000,1915,14,1797,199,4,448,1584.27,0.570,0.513,0.925,0.037,0.579,0.028,0.097,109,0,19,1,4,0
4351,145.0,2000,2014,14,1799,197,4,443,1624.83,0.569,0.513,0.926,0.036,0.580,0.028,0.096,91,0,21,1,4,0
4381,146.0,2000,2052,14,1800,196,4,434,1658.53,0.569,0.512,0.923,0.037,0.580,0.028,0.096,106,0,16,1,8,0
4411,147.0,2000,2099,14,1801,195,4,433,1719.12,0.569,0.512,0.923,0.037,0.581,0.028,0.096,109,0,12,0,6,0
4441,148.0,2000,2122,14,1798,198,4,435,1701.55,0.569,0.513,0.923,0.037,0.580,0.028,0.096,125,0,9,0,6,0
4471,149.0,2000,2129,14,1798,198,4,425,1664.74,0.568,0.512,0.923,0.037,0.580,0.028,0.096,96,0,8,1,7,0
4501,150.0,2000,2197,14,1798,198,4,417,1620.18,0.568,0.512,0.925,0.037,0.580,0.028,0.096,125,0,16,0,6,0
4531,151.0,2000,2154,14,1795,200,5,406,1622.49,0.568,0.513,0.927,0.038,0.579,0.028,0.096,95,0,18,1,9,0
4561,152.0,2000,2072,14,1797,198,5,436,1652.79,0.569,0.512,0.929,0.038,0.580,0.028,0.095,94,0,22,1,6,0
4591,153.0,2000,2089,14,1798,197,5,443,1628.10,0.570,0.512,0.928,0.038,0.580,0.028,0.095,95,1,17,1,7,0
4621,154.0,2000,2043,14,1798,197,5,444,1577.81,0.570,0.511,0.928,0.038,0.580,0.028,0.095,108,0,12,1,11,0
4651,155.0,2000,2060,14,1800,195,5,427,1577.66,0.570,0.510,0.927,0.037,0.581,0.028,0.095,107,0,29,2,8,0
4681,156.0,2000,1942,14,1793,202,5,431,1631.39,0.572,0.512,0.929,0.036,0.579,0.028,0.094,110,0,30,2,6,0
4711,157.0,2000,1901,14,1790,205,5,432,1693.75,0.572,0.513,0.930,0.037,0.578,0.028,0.094,97,0,15,0,9,0
4741,158.0,2000,1854,14,1785,210,5,444,1679.10,0.573,0.514,0.931,0.038,0.577,0.028,0.094,108,0,17,1,7,0
4771,159.0,2000,1821,14,1784,211,5,418,1638.59,0.574,0.514,0.932,0.039,0.577,0.029,0.093,104,0,23,1,12,0
4801,160.0,2000,1755,14,1784,211,5,429,1626.40,0.574,0.515,0.933,0.039,0.577,0.029,0.093,99,0,20,0,5,0
4831,161.0,2000,1717,14,1782,213,5,427,1659.89,0.575,0.515,0.936,0.039,0.576,0.029,0.093,103,0,28,1,6,0
4861,162.0,2000,1601,14,1783,212,5,412,1672.52,0.575,0.515,0.938,0.038,0.576,0.029,0.093,103,0,19,0,9,0
4891,163.0,2000,1542,14,1781,214,5,407,1610.14,0.576,0.515,0.939,0.038,0.576,0.029,0.093,115,0,27,1,9,0
4921,164.0,2000,1489,14,1784,211,5,390,1603.12,0.576,0.513,0.940,0.038,0.576,0.029,0.093,109,1,17,2,10,0
4951,165.0,2000,1387,13,1780,215,5,393,1598.53,0.576,0.515,0.944,0.039,0.575,0.029,0.093,103,0,26,4,7,0
4981,166.0,2000,1281,13,1777,218,5,390,1623.17,0.577,0.516,0.946,0.039,0.574,0.029,0.093,86,0,26,1,5,0
5011,167.0,2000,1270,13,1777,218,5,386,1674.58,0.576,0.515,0.948,0.039,0.574,0.029,0.092,90,0,20,0,5,0
5041,168.0,2000,1161,13,1776,219,5,384,1681.71,0.576,0.515,0.948,0.039,0.573,0.029,0.092,94,0,21,2,4,0
5071,169.0,2000,1103,13,1780,216,4,378,1617.71,0.575,0.514,0.948,0.038,0.574,0.029,0.093,112,1,17,0,6,0
5101,170.0,2000,998,14,1785,211,4,371,1721.30,0.574,0.511,0.947,0.038,0.576,0.029,0.093,113,0,23,0,3,0
5131,171.0,2000,863,14,1788,208,4,390,1695.57,0.573,0.510,0.945,0.039,0.576,0.029,0.093,110,1,21,2,5,0
5161,172.0,2000,758,14,1791,205,4,387,1758.58,0.573,0.509,0.942,0.039,0.577,0.029,0.094,114,0,15,6,9,0
5191,173.0,2000,674,14,1797,199,4,387,1778.93,0.571,0.506,0.939,0.040,0.579,0.028,0.094,91,1,10,7,6,0
5221,174.0,2000,597,14,1798,198,4,399,1755.18,0.571,0.505,0.942,0.041,0.579,0.028,0.094,96,0,22,1,3,0
5251,175.0,2000,548,14,1801,195,4,387,1712.10,0.570,0.504,0.940,0.041,0.580,0.028,0.094,120,1,26,1,5,0
5281,176.0,2000,517,14,1805,191,4,389,1678.64,0.568,0.502,0.937,0.041,0.581,0.028,0.094,113,0,18,8,13,0
5311,177.0,2000,466,14,1810,186,4,384,1784.84,0.566,0.500,0.934,0.040,0.583,0.028,0.095,118,0,14,7,4,0
5341,178.0,2000,413,14,1817,179,4,381,1795.58,0.565,0.497,0.929,0.040,0.585,0.027,0.094,102,0,14,3,10,0
5371,179.0,2000,410,14,1818,178,4,378,1740.15,0.564,0.497,0.927,0.040,0.585,0.027,0.095,111,0,15,0,3,0
5401,180.0,2000,388,14,1823,174,3,365,1787.71,0.563,0.495,0.924,0.040,0.587,0.027,0.095,95,0,12,3,6,0
5431,181.0,2000,415,14,1824,173,3,374,1833.36,0.562,0.495,0.924,0.040,0.587,0.027,0.095,108,0,9,4,4,0
5461,182.0,2000,478,14,1827,170,3,387,1881.15,0.561,0.494,0.923,0.040,0.588,0.027,0.095,118,0,15,6,5,0
5491,183.0,2000,480,14,1829,168,3,391,1969.01,0.560,0.494,0.923,0.040,0.588,0.027,0.095,106,1,13,2,5,0
5521,184.0,2000,478,14,1833,164,3,402,2095.25,0.559,0.492,0.921,0.040,0.589,0.026,0.095,108,0,9,7,4,0
5551,185.0,2000,498,14,1835,162,3,400,2024.20,0.559,0.491,0.920,0.038,0.590,0.026,0.095,90,1,18,1,8,0
5581,186.0,2000,567,14,1838,159,3,428,1993.39,0.558,0.490,0.920,0.038,0.591,0.026,0.095,110,1,14,3,6,0
5611,187.0,2000,647,14,1841,156,3,421,2002.36,0.557,0.490,0.919,0.038,0.592,0.026,0.095,102,0,14,3,3,0
5641,188.0,2000,722,14,1843,154,3,432,2063.23,0.557,0.489,0.918,0.037,0.592,0.026,0.096,106,3,13,1,6,0
5671,189.0,2000,794,14,1843,154,3,433,2011.69,0.557,0.489,0.919,0.037,0.592,0.026,0.096,108,0,11,3,8,0
5701,190.0,2000,886,14,1846,151,3,418,2002.33,0.557,0.488,0.919,0.037,0.593,0.026,0.096,114,0,15,1,5,0
5731,191.0,2000,968,14,1847,150,3,407,1939.77,0.557,0.488,0.918,0.037,0.593,0.026,0.096,107,0,12,1,8,0
5761,192.0,2000,1111,14,1851,146,3,409,1946.69,0.556,0.486,0.918,0.038,0.594,0.025,0.096,123,1,14,4,7,0
5791,193.0,2000,1211,14,1851,146,3,411,1903.64,0.556,0.486,0.920,0.038,0.594,0.025,0.096,97,0,15,2,6,0
5821,194.0,2000,1307,14,1852,145,3,410,1972.17,0.556,0.486,0.921,0.037,0.595,0.025,0.096,98,1,10,2,3,0
5851,195.0,2000,1385,13,1853,144,3,415,1980.22,0.555,0.485,0.920,0.038,0.595,0.025,0.096,111,0,20,1,4,0
5881,196.0,2000,1475,13,1857,140,3,422,2033.53,0.554,0.485,0.920,0.036,0.596,0.025,0.096,105,0,16,4,4,0
5911,197.0,2000,1574,13,1857,140,3,426,2067.75,0.553,0.485,0.920,0.036,0.596,0.025,0.096,111,0,16,2,12,0
5941,198.0,2000,1655,13,1858,139,3,436,2038.20,0.553,0.484,0.918,0.036,0.596,0.025,0.096,107,0,16,2,6,0
5971,199.0,2000,1766,13,1860,137,3,420,2016.73,0.552,0.483,0.918,0.036,0.597,0.025,0.096,102,0,11,1,4,0
6001,200.0,2000,1914,13,1860,137,3,418,2000.32,0.553,0.483,0.917,0.036,0.597,0.025,0.096,103,0,13,0,6,0
6031,201.0,2000,2012,13,1861,137,2,433,2015.45,0.552,0.483,0.916,0.036,0.597,0.025,0.096,117,0,16,1,7,0
6061,202.0,2000,2093,13,1862,136,2,449,1965.35,0.551,0.483,0.917,0.037,0.598,0.025,0.097,122,0,9,3,11,0
