tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
31,1.0,606,9591,0,184,313,109,2,8.95,0.883,0.855,0.183,0.221,0.215,0.093,0.001,68,0,38,0,0,0
61,2.0,910,7431,0,233,503,174,2,14.83,0.927,0.917,0.160,0.233,0.186,0.092,-0.005,73,0,71,0,0,0
91,3.0,1453,4571,0,280,898,275,3,23.81,0.965,1.004,0.163,0.232,0.148,0.093,-0.009,88,0,200,0,0,0
121,4.0,1988,2060,0,296,1351,341,7,36.26,0.995,1.080,0.162,0.216,0.124,0.098,-0.010,94,7,301,0,0,0
151,5.0,2000,901,324,307,1371,322,12,65.59,0.995,1.078,0.161,0.203,0.125,0.097,-0.010,121,28,221,0,0,0
181,6.0,2000,504,324,328,1362,310,13,95.00,0.990,1.084,0.155,0.194,0.130,0.099,-0.011,90,79,199,0,2,0
211,7.0,1908,349,324,346,1282,280,11,103.18,0.979,1.080,0.149,0.183,0.140,0.101,-0.009,100,159,224,0,2,0
241,8.0,1772,365,324,374,1164,234,11,120.64,0.958,1.063,0.154,0.167,0.156,0.101,-0.007,91,138,187,0,1,0
271,9.0,1693,374,324,411,1076,206,15,142.56,0.939,1.048,0.152,0.154,0.174,0.102,-0.005,85,124,140,0,2,0
301,10.0,1706,455,199,476,1045,185,14,154.29,0.916,1.028,0.147,0.143,0.195,0.102,-0.004,85,105,127,0,3,0
331,11.0,1772,493,199,544,1054,174,13,165.12,0.900,1.010,0.143,0.132,0.213,0.103,-0.004,78,87,135,0,1,0
361,12.0,1916,512,199,635,1114,167,11,162.48,0.888,0.998,0.143,0.121,0.230,0.102,-0.003,109,72,161,0,2,0
391,13.0,2000,579,199,734,1123,143,13,166.98,0.866,0.973,0.141,0.106,0.253,0.101,-0.002,130,59,170,0,2,0
421,14.0,2000,575,199,792,1084,124,13,179.60,0.847,0.952,0.144,0.097,0.271,0.102,0.001,103,67,182,0,1,0
451,15.0,2000,660,147,858,1026,116,17,183.15,0.831,0.930,0.143,0.095,0.290,0.101,0.002,104,59,137,0,1,0
481,16.0,2000,704,147,896,997,107,22,164.47,0.817,0.916,0.144,0.089,0.302,0.102,0.005,94,49,112,0,0,0
511,17.0,2000,704,147,928,977,95,29,198.98,0.809,0.904,0.143,0.084,0.311,0.102,0.005,93,43,130,0,0,0
541,18.0,2000,770,147,959,954,87,36,213.18,0.801,0.892,0.144,0.079,0.323,0.102,0.005,84,25,122,0,0,0
571,19.0,2000,768,147,1004,917,79,38,228.25,0.786,0.874,0.142,0.075,0.338,0.103,0.006,86,24,127,0,3,0
601,20.0,2000,842,125,1024,894,82,39,239.01,0.783,0.864,0.139,0.076,0.346,0.103,0.004,84,19,124,0,2,0
631,21.0,2000,910,125,1066,861,73,44,240.77,0.771,0.845,0.140,0.072,0.361,0.103,0.006,82,20,101,0,0,0
661,22.0,2000,964,125,1094,835,71,51,261.05,0.762,0.832,0.141,0.071,0.370,0.103,0.006,77,11,113,0,0,0
691,23.0,2000,1090,125,1130,806,64,55,257.13,0.754,0.818,0.143,0.068,0.382,0.103,0.006,90,18,108,0,2,0
721,24.0,2000,1152,125,1152,789,59,62,277.79,0.748,0.810,0.144,0.066,0.390,0.103,0.007,81,9,67,0,3,0
751,25.0,2000,1225,113,1169,775,56,86,295.35,0.744,0.803,0.146,0.062,0.397,0.104,0.007,68,8,61,0,1,0
781,26.0,2000,1199,113,1190,757,53,103,316.98,0.738,0.796,0.148,0.062,0.405,0.103,0.005,81,10,86,0,1,0
