tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
691,23.0,2000,1461,173,682,1249,69,111,381.45,0.861,0.901,0.186,0.071,0.240,0.103,0.029,64,8,60,0,2,0
721,24.0,2000,1459,173,701,1235,64,112,405.23,0.855,0.894,0.186,0.070,0.245,0.103,0.028,55,5,65,0,1,0
751,25.0,2000,1465,160,719,1219,62,121,417.92,0.852,0.888,0.188,0.069,0.250,0.103,0.029,57,9,58,0,1,0
781,26.0,2000,1508,160,739,1199,62,133,446.29,0.849,0.880,0.192,0.071,0.255,0.102,0.030,66,2,66,0,3,0
811,27.0,2000,1601,160,756,1183,61,143,443.57,0.846,0.875,0.196,0.072,0.260,0.102,0.030,76,3,73,0,3,0
841,28.0,2000,1676,160,764,1177,59,167,451.88,0.845,0.872,0.195,0.071,0.264,0.102,0.030,68,4,70,0,3,0
871,29.0,2000,1554,160,768,1175,57,182,431.76,0.847,0.873,0.197,0.071,0.265,0.101,0.031,64,2,92,0,5,0
901,30.0,2000,1520,147,783,1160,57,220,448.61,0.843,0.869,0.196,0.071,0.269,0.101,0.032,71,2,81,0,1,0
931,31.0,2000,1626,147,785,1162,53,263,477.31,0.845,0.870,0.197,0.070,0.269,0.101,0.033,63,3,71,0,1,0
961,32.0,2000,1618,147,784,1165,51,286,464.88,0.847,0.873,0.197,0.069,0.269,0.100,0.034,75,2,50,0,4,0
991,33.0,2000,1653,147,803,1148,49,315,483.00,0.844,0.868,0.198,0.069,0.275,0.100,0.036,67,2,69,0,5,0
1021,34.0,2000,1657,147,795,1159,46,338,508.80,0.848,0.872,0.201,0.069,0.273,0.100,0.036,58,3,64,0,6,0
1051,35.0,2000,1626,132,788,1166,46,361,504.08,0.851,0.877,0.203,0.070,0.271,0.100,0.037,65,7,76,0,5,0
1081,36.0,2000,1663,132,792,1163,45,380,528.58,0.849,0.877,0.208,0.070,0.272,0.100,0.037,71,2,66,0,6,0
1111,37.0,2000,1495,132,793,1163,44,400,557.26,0.851,0.878,0.210,0.070,0.272,0.099,0.038,48,6,59,0,11,0
1141,38.0,2000,1466,132,792,1164,44,409,564.62,0.853,0.879,0.210,0.070,0.272,0.099,0.039,62,1,51,0,5,0
1171,39.0,2000,1316,132,797,1161,42,419,599.24,0.850,0.878,0.211,0.069,0.273,0.099,0.039,62,5,53,0,12,0
1201,40.0,2000,1360,122,796,1164,40,442,571.58,0.854,0.880,0.212,0.070,0.274,0.099,0.040,59,4,63,0,10,0
1231,41.0,2000,1272,122,795,1166,39,443,558.28,0.855,0.882,0.213,0.070,0.274,0.099,0.042,63,3,69,0,1,0
1261,42.0,2000,1162,122,796,1168,36,458,543.25,0.855,0.883,0.214,0.068,0.275,0.099,0.042,60,2,47,0,9,0
1291,43.0,2000,1110,122,789,1175,36,450,577.45,0.856,0.888,0.214,0.068,0.274,0.099,0.043,60,4,51,0,8,0
1321,44.0,2000,992,122,787,1177,36,465,589.41,0.858,0.891,0.213,0.068,0.275,0.099,0.044,55,5,77,0,7,0
1351,45.0,2000,995,112,799,1168,33,453,596.32,0.855,0.888,0.214,0.067,0.278,0.099,0.045,81,3,78,0,13,0
1381,46.0,2000,970,112,794,1174,32,438,633.38,0.855,0.894,0.216,0.067,0.277,0.098,0.045,55,3,61,0,4,0
1411,47.0,2000,868,112,799,1168,33,426,630.59,0.851,0.890,0.221,0.067,0.279,0.099,0.043,57,11,74,0,10,0
1441,48.0,2000,770,112,806,1164,30,409,600.86,0.851,0.888,0.221,0.066,0.280,0.099,0.042,70,3,67,0,10,0
1471,49.0,2000,735,112,816,1155,29,415,569.84,0.848,0.883,0.224,0.067,0.284,0.100,0.042,62,7,68,0,11,0
1501,50.0,2000,655,100,812,1161,27,419,581.87,0.850,0.887,0.226,0.066,0.283,0.100,0.042,65,5,64,0,9,0
1531,51.0,2000,560,100,829,1145,26,418,685.96,0.847,0.879,0.227,0.064,0.289,0.101,0.043,63,6,85,0,12,0
1561,52.0,2000,564,100,851,1122,27,396,655.41,0.839,0.871,0.226,0.063,0.296,0.102,0.044,71,15,54,0,16,0
1591,53.0,2000,558,100,862,1114,24,409,651.32,0.835,0.868,0.225,0.063,0.300,0.102,0.043,71,10,56,0,9,0
1621,54.0,2000,515,100,884,1093,23,399,607.20,0.827,0.857,0.224,0.063,0.307,0.103,0.044,69,19,47,0,8,0
1651,55.0,2000,480,93,906,1071,23,405,645.47,0.819,0.848,0.224,0.062,0.313,0.104,0.046,53,10,54,0,13,0
1681,56.0,2000,404,93,933,1045,22,394,618.15,0.811,0.836,0.224,0.061,0.321,0.104,0.046,70,23,62,0,6,0
1711,57.0,2000,413,93,958,1020,22,372,674.23,0.801,0.825,0.223,0.061,0.328,0.106,0.047,60,21,58,0,7,0
1741,58.0,2000,378,93,986,996,18,355,690.92,0.792,0.816,0.223,0.059,0.337,0.106,0.049,62,27,47,0,10,0
1771,59.0,2000,377,93,1012,971,17,374,682.67,0.783,0.806,0.225,0.058,0.345,0.108,0.048,66,24,69,0,9,0
1801,60.0,2000,389,84,1040,945,15,363,731.11,0.774,0.794,0.227,0.058,0.356,0.110,0.049,74,30,70,0,9,0
1831,61.0,2000,388,84,1087,898,15,353,755.98,0.760,0.776,0.227,0.058,0.370,0.111,0.050,84,32,51,0,11,0
1861,62.0,2000,418,84,1122,864,14,354,714.77,0.752,0.764,0.231,0.060,0.381,0.112,0.051,93,23,72,0,10,0
1891,63.0,2000,427,84,1168,817,15,357,689.84,0.738,0.748,0.228,0.060,0.396,0.112,0.054,76,34,69,0,10,0
1921,64.0,2000,485,84,1195,789,16,362,666.51,0.731,0.737,0.228,0.060,0.404,0.113,0.055,75,21,60,0,10,0
1951,65.0,2000,523,77,1204,781,15,336,647.09,0.729,0.735,0.229,0.061,0.406,0.112,0.056,83,23,83,0,14,0
1981,66.0,2000,559,77,1223,762,15,356,675.13,0.724,0.729,0.226,0.059,0.413,0.114,0.059,85,15,83,0,11,0
2011,67.0,2000,628,77,1240,744,16,366,674.34,0.722,0.724,0.224,0.059,0.418,0.114,0.059,80,16,69,0,4,0
2041,68.0,2000,746,77,1260,723,17,361,728.47,0.715,0.716,0.226,0.059,0.426,0.115,0.060,83,9,62,0,11,0
2071,69.0,2000,743,77,1284,699,17,364,708.36,0.710,0.707,0.227,0.058,0.435,0.117,0.062,77,15,66,0,12,0
2101,70.0,2000,811,70,1294,689,17,361,652.13,0.707,0.704,0.230,0.058,0.438,0.117,0.062,72,15,59,0,5,0
2131,71.0,2000,876,70,1300,686,14,369,641.01,0.707,0.703,0.231,0.056,0.441,0.117,0.063,75,9,61,0,6,0
2161,72.0,2000,963,70,1312,676,12,371,614.62,0.705,0.700,0.229,0.054,0.445,0.117,0.064,70,10,48,0,7,0
2191,73.0,2000,1059,70,1315,674,11,352,652.86,0.704,0.699,0.231,0.054,0.447,0.118,0.064,82,1,47,0,10,0
2221,74.0,2000,1248,70,1310,679,11,346,656.42,0.702,0.701,0.230,0.053,0.446,0.118,0.064,77,2,56,0,8,0
2251,75.0,2000,1297,64,1295,694,11,367,660.72,0.706,0.707,0.231,0.051,0.443,0.119,0.064,69,3,50,0,4,0
2281,76.0,2000,1456,64,1304,685,11,361,676.66,0.703,0.704,0.232,0.051,0.445,0.119,0.064,74,5,51,0,6,0
2311,77.0,2000,1514,64,1291,699,10,374,700.72,0.708,0.711,0.232,0.051,0.442,0.118,0.065,82,3,57,0,5,0
2341,78.0,2000,1471,64,1291,700,9,370,668.42,0.709,0.712,0.232,0.050,0.442,0.119,0.066,76,3,60,0,12,0
2371,79.0,2000,1653,64,1284,708,8,392,693.47,0.712,0.718,0.236,0.050,0.441,0.118,0.067,79,4,45,0,7,0
2401,80.0,2000,1737,60,1285,707,8,415,711.02,0.712,0.720,0.238,0.050,0.442,0.119,0.068,83,1,45,0,5,0
2431,81.0,2000,1789,60,1269,722,9,449,713.90,0.718,0.729,0.239,0.050,0.437,0.118,0.069,82,4,64,0,7,0
2461,82.0,2000,1908,60,1265,727,8,448,760.72,0.717,0.732,0.244,0.050,0.437,0.118,0.068,75,1,54,0,7,0
2491,83.0,2000,1959,60,1260,732,8,458,793.82,0.718,0.735,0.245,0.049,0.437,0.119,0.068,72,4,73,0,16,0
2521,84.0,2000,2022,60,1257,734,9,459,790.45,0.719,0.738,0.246,0.049,0.437,0.118,0.067,63,3,52,0,9,0
2551,85.0,2000,2043,60,1253,738,9,472,743.34,0.721,0.741,0.246,0.049,0.437,0.118,0.068,68,3,54,0,9,0
2581,86.0,2000,2052,60,1236,754,10,491,758.18,0.728,0.749,0.246,0.049,0.433,0.117,0.069,67,0,45,0,8,0
2611,87.0,2000,2037,60,1227,760,13,493,747.77,0.731,0.753,0.247,0.049,0.431,0.117,0.068,62,2,34,0,8,0
2641,88.0,2000,2032,60,1219,766,15,478,755.45,0.733,0.756,0.250,0.049,0.429,0.118,0.068,56,0,31,0,14,0
2671,89.0,2000,2027,60,1217,764,19,501,769.70,0.734,0.757,0.250,0.049,0.429,0.117,0.069,66,1,40,0,6,0
2701,90.0,2000,2062,58,1208,768,24,485,777.29,0.737,0.761,0.251,0.050,0.427,0.117,0.069,63,0,36,0,12,0
2731,91.0,2000,2060,58,1194,782,24,492,771.72,0.742,0.768,0.253,0.052,0.424,0.117,0.069,64,1,41,0,11,0
2761,92.0,2000,2036,58,1191,785,24,488,787.82,0.742,0.770,0.256,0.051,0.422,0.116,0.070,59,2,36,0,3,0
2791,93.0,2000,1954,58,1183,793,24,481,824.66,0.746,0.773,0.256,0.051,0.420,0.116,0.070,62,2,35,0,7,0
2821,94.0,2000,1883,58,1173,802,25,491,854.63,0.752,0.779,0.255,0.052,0.418,0.115,0.071,69,1,38,0,11,0
2851,95.0,2000,1936,57,1165,810,25,493,908.04,0.756,0.783,0.255,0.052,0.415,0.115,0.071,55,1,30,0,9,0
2881,96.0,2000,1862,57,1162,814,24,506,978.14,0.757,0.787,0.257,0.052,0.414,0.114,0.071,59,0,43,0,5,0
2911,97.0,2000,1809,57,1161,815,24,494,965.77,0.758,0.787,0.259,0.052,0.414,0.115,0.072,63,1,26,0,7,0
2941,98.0,2000,1741,57,1154,818,28,484,905.11,0.761,0.790,0.258,0.053,0.412,0.115,0.072,56,1,40,0,11,0
2971,99.0,2000,1656,57,1145,823,32,464,845.49,0.764,0.793,0.257,0.054,0.410,0.115,0.072,47,2,43,0,3,0
3001,100.0,2000,1473,55,1145,819,36,445,847.78,0.765,0.793,0.257,0.056,0.410,0.115,0.072,52,2,45,0,7,0
3031,101.0,2000,1401,55,1139,823,38,428,807.00,0.768,0.796,0.255,0.057,0.409,0.114,0.072,51,1,33,0,12,0
3061,102.0,2000,1328,55,1140,823,37,403,856.17,0.768,0.794,0.255,0.057,0.410,0.115,0.072,42,2,45,0,8,0
3091,103.0,2000,1221,55,1135,826,39,379,875.14,0.772,0.799,0.254,0.057,0.408,0.114,0.073,60,0,48,0,9,0
3121,104.0,2000,1235,55,1130,828,42,353,907.90,0.776,0.800,0.254,0.057,0.408,0.114,0.073,50,0,59,0,5,0
3151,105.0,2000,1148,53,1125,832,43,363,967.17,0.777,0.801,0.250,0.057,0.407,0.114,0.073,56,2,58,0,2,0
3181,106.0,2000,1002,53,1116,839,45,341,985.06,0.781,0.806,0.252,0.057,0.404,0.113,0.074,51,1,51,0,7,0
3211,107.0,2000,953,53,1116,837,47,352,998.54,0.782,0.808,0.255,0.057,0.405,0.113,0.073,53,5,41,0,4,0
3241,108.0,2000,877,53,1123,829,48,335,919.76,0.778,0.804,0.257,0.057,0.408,0.114,0.074,56,6,48,0,9,0
3271,109.0,2000,767,53,1128,823,49,327,864.17,0.776,0.802,0.258,0.058,0.409,0.114,0.073,54,2,36,0,5,0
3301,110.0,2000,686,52,1130,822,48,319,856.76,0.775,0.801,0.262,0.058,0.410,0.114,0.073,59,4,43,1,4,0
3331,111.0,2000,636,52,1133,821,46,321,886.14,0.776,0.799,0.262,0.058,0.411,0.114,0.073,58,3,37,0,7,0
3361,112.0,2000,629,52,1151,803,46,309,888.03,0.770,0.792,0.263,0.058,0.417,0.115,0.073,50,5,59,0,13,0
3391,113.0,2000,589,52,1154,801,45,307,935.19,0.769,0.792,0.263,0.058,0.419,0.115,0.073,44,6,69,0,5,0
3421,114.0,2000,505,52,1164,794,42,316,898.67,0.765,0.789,0.269,0.058,0.422,0.115,0.074,52,8,52,1,5,0
3451,115.0,2000,490,51,1160,798,42,330,996.82,0.767,0.791,0.272,0.059,0.420,0.115,0.073,60,5,39,1,2,0
3481,116.0,2000,414,51,1167,795,38,327,946.39,0.765,0.787,0.273,0.058,0.423,0.115,0.074,42,10,48,0,7,0
3511,117.0,2000,363,51,1166,800,34,345,969.93,0.765,0.788,0.274,0.056,0.424,0.116,0.073,67,9,55,2,9,0
3541,118.0,2000,348,51,1184,780,36,344,957.79,0.759,0.779,0.274,0.058,0.431,0.117,0.074,56,15,51,1,9,0
3571,119.0,2000,404,51,1212,755,33,358,1006.93,0.750,0.766,0.275,0.057,0.439,0.118,0.074,63,24,43,1,9,0
3601,120.0,2000,389,47,1229,738,33,374,960.42,0.743,0.757,0.275,0.056,0.444,0.119,0.074,59,21,39,1,8,0
3631,121.0,2000,447,47,1250,717,33,400,958.05,0.737,0.747,0.276,0.056,0.451,0.120,0.074,61,14,44,5,6,0
3661,122.0,2000,412,47,1275,694,31,399,1030.86,0.728,0.736,0.273,0.056,0.459,0.120,0.075,63,14,49,3,8,0
3691,123.0,2000,427,47,1283,686,31,402,1058.16,0.726,0.733,0.274,0.056,0.462,0.121,0.075,63,11,38,2,11,0
3721,124.0,2000,461,47,1301,671,28,409,1019.42,0.719,0.725,0.271,0.053,0.469,0.122,0.076,72,16,57,2,7,0
3751,125.0,2000,438,44,1323,649,28,414,950.78,0.711,0.714,0.272,0.053,0.475,0.123,0.075,60,19,39,1,8,0
3781,126.0,2000,502,44,1334,639,27,415,953.79,0.706,0.710,0.273,0.054,0.480,0.125,0.076,67,11,39,0,11,0
3811,127.0,2000,528,44,1344,627,29,415,923.43,0.702,0.705,0.270,0.053,0.483,0.125,0.076,68,10,51,1,3,0
3841,128.0,2000,619,44,1353,618,29,416,949.82,0.698,0.701,0.270,0.053,0.487,0.126,0.077,62,8,41,1,6,0
3871,129.0,2000,746,44,1357,614,29,432,989.67,0.698,0.701,0.273,0.053,0.488,0.126,0.077,51,6,54,1,10,0
3901,130.0,2000,792,42,1361,608,31,432,982.48,0.697,0.699,0.277,0.054,0.491,0.126,0.078,57,5,58,1,12,0
3931,131.0,2000,787,42,1362,609,29,443,952.47,0.697,0.699,0.276,0.054,0.491,0.126,0.078,61,6,36,1,11,0
3961,132.0,2000,921,42,1372,600,28,469,904.07,0.694,0.693,0.276,0.053,0.495,0.127,0.078,60,5,36,0,12,0
3991,133.0,2000,1054,42,1378,594,28,470,925.42,0.691,0.690,0.276,0.054,0.497,0.128,0.078,62,3,41,0,11,0
4021,134.0,2000,1123,42,1377,593,30,483,926.03,0.693,0.689,0.275,0.055,0.497,0.129,0.078,60,1,43,0,11,0
4051,135.0,2000,1175,40,1370,599,31,503,935.14,0.695,0.692,0.272,0.055,0.495,0.128,0.078,56,5,49,0,9,0
4081,136.0,2000,1270,40,1375,594,31,485,951.71,0.693,0.690,0.274,0.056,0.497,0.129,0.078,64,2,41,2,15,0
4111,137.0,2000,1329,40,1368,601,31,471,918.73,0.696,0.694,0.275,0.056,0.495,0.129,0.078,55,2,46,0,12,0
4141,138.0,2000,1468,40,1373,600,27,486,903.23,0.694,0.692,0.276,0.054,0.496,0.129,0.077,62,2,35,0,5,0
4171,139.0,2000,1574,40,1364,610,26,473,982.70,0.698,0.697,0.275,0.055,0.493,0.128,0.076,66,5,53,0,2,0
4201,140.0,2000,1669,40,1345,629,26,460,864.20,0.706,0.707,0.274,0.055,0.487,0.127,0.076,57,1,43,0,12,0
4231,141.0,2000,1607,40,1337,637,26,479,841.70,0.710,0.711,0.275,0.055,0.485,0.126,0.075,69,1,30,0,5,0
4261,142.0,2000,1580,40,1316,658,26,474,800.90,0.719,0.722,0.277,0.056,0.478,0.125,0.075,68,2,46,0,3,0
4291,143.0,2000,1648,40,1304,671,25,473,733.72,0.723,0.726,0.276,0.055,0.474,0.125,0.074,64,3,35,0,5,0
4321,144.0,2000,1687,40,1286,688,26,489,807.82,0.729,0.736,0.275,0.056,0.469,0.124,0.075,66,0,45,0,10,0
4351,145.0,2000,1719,40,1279,693,28,493,891.12,0.733,0.741,0.274,0.057,0.467,0.123,0.074,48,1,34,0,17,0
4381,146.0,2000,1807,40,1272,701,27,489,973.25,0.736,0.746,0.274,0.055,0.464,0.122,0.074,49,2,40,0,9,0
4411,147.0,2000,1860,40,1270,704,26,458,1006.40,0.737,0.748,0.273,0.055,0.464,0.122,0.075,44,0,33,0,15,0
4441,148.0,2000,1867,40,1273,701,26,436,1031.31,0.736,0.746,0.274,0.054,0.465,0.123,0.074,46,0,32,0,8,0
4471,149.0,2000,1912,40,1268,703,29,432,1043.84,0.739,0.747,0.273,0.055,0.463,0.122,0.074,52,1,51,0,6,0
4501,150.0,2000,1864,41,1257,712,31,460,1008.85,0.744,0.752,0.272,0.056,0.461,0.122,0.075,42,0,42,0,6,0
4531,151.0,2000,1796,41,1249,719,32,475,1028.87,0.748,0.757,0.273,0.055,0.459,0.121,0.075,53,0,42,0,9,0
4561,152.0,2000,1832,41,1241,727,32,486,1074.38,0.751,0.763,0.272,0.056,0.457,0.121,0.075,44,0,34,2,10,0
4591,153.0,2000,1670,41,1232,735,33,502,1049.10,0.754,0.766,0.269,0.055,0.454,0.121,0.075,37,2,38,0,4,0
4621,154.0,2000,1664,41,1216,752,32,516,1081.39,0.759,0.772,0.270,0.054,0.450,0.121,0.075,51,2,61,0,9,0
4651,155.0,2000,1663,41,1210,759,31,527,1095.16,0.762,0.776,0.272,0.054,0.448,0.121,0.075,48,0,38,0,10,0
4681,156.0,2000,1622,41,1207,762,31,511,1027.64,0.763,0.776,0.269,0.054,0.447,0.121,0.076,51,1,27,0,11,0
4711,157.0,2000,1540,41,1208,762,30,520,1014.81,0.763,0.776,0.268,0.054,0.448,0.121,0.076,46,0,27,1,8,0
4741,158.0,2000,1569,41,1207,765,28,528,1004.13,0.764,0.778,0.265,0.053,0.449,0.121,0.077,46,0,36,0,7,0
4771,159.0,2000,1462,41,1200,773,27,529,1029.47,0.767,0.783,0.267,0.053,0.446,0.120,0.077,48,4,41,0,11,0
4801,160.0,2000,1445,41,1201,773,26,512,1013.77,0.766,0.782,0.269,0.053,0.448,0.120,0.077,49,0,50,0,11,0
4831,161.0,2000,1404,41,1191,784,25,510,1010.59,0.769,0.788,0.268,0.053,0.445,0.119,0.078,42,3,36,0,7,0
4861,162.0,2000,1318,41,1191,785,24,502,1067.89,0.770,0.788,0.268,0.051,0.445,0.119,0.078,43,1,36,0,10,0
4891,163.0,2000,1210,41,1200,776,24,492,1107.03,0.766,0.783,0.268,0.051,0.448,0.120,0.078,50,0,25,1,9,0
4921,164.0,2000,1108,41,1202,772,26,474,1068.38,0.765,0.782,0.268,0.052,0.448,0.120,0.078,44,1,37,1,8,0
4951,165.0,2000,1011,40,1202,770,28,488,1063.59,0.767,0.783,0.268,0.053,0.448,0.120,0.078,42,0,34,1,5,0
4981,166.0,2000,943,40,1206,766,28,480,1063.26,0.766,0.781,0.266,0.053,0.449,0.120,0.078,54,3,30,1,9,0
5011,167.0,2000,932,40,1208,764,28,475,1087.11,0.764,0.779,0.264,0.052,0.451,0.121,0.078,49,4,33,0,7,0
5041,168.0,2000,876,40,1213,759,28,460,1045.90,0.761,0.776,0.264,0.052,0.452,0.122,0.078,46,3,37,2,12,0
5071,169.0,2000,819,40,1222,751,27,466,1046.68,0.758,0.773,0.264,0.051,0.456,0.123,0.079,43,2,30,0,12,0
5101,170.0,2000,721,42,1231,744,25,454,1081.72,0.755,0.768,0.265,0.049,0.458,0.124,0.079,41,5,40,0,10,0
5131,171.0,2000,667,42,1237,738,25,434,997.38,0.753,0.764,0.266,0.049,0.461,0.124,0.079,52,3,31,0,10,0
5161,172.0,2000,593,42,1244,731,25,417,1095.53,0.750,0.760,0.267,0.048,0.463,0.125,0.079,52,2,35,1,6,0
5191,173.0,2000,573,42,1255,720,25,425,1055.09,0.747,0.755,0.269,0.048,0.466,0.125,0.079,47,7,39,0,6,0
5221,174.0,2000,525,42,1258,717,25,433,1008.25,0.746,0.755,0.271,0.049,0.467,0.125,0.078,34,2,35,1,8,0
5251,175.0,2000,487,42,1260,713,27,437,1042.72,0.745,0.755,0.273,0.051,0.467,0.125,0.077,58,8,44,1,13,0
5281,176.0,2000,433,42,1268,706,26,426,1040.02,0.742,0.753,0.272,0.051,0.470,0.125,0.078,35,5,50,0,7,0
5311,177.0,2000,379,42,1281,693,26,426,1147.97,0.738,0.746,0.270,0.050,0.474,0.126,0.079,55,10,46,1,9,0
5341,178.0,2000,352,42,1311,664,25,438,1204.43,0.726,0.732,0.269,0.049,0.484,0.128,0.079,54,14,36,4,8,0
5371,179.0,2000,349,42,1324,651,25,428,1247.57,0.722,0.725,0.268,0.048,0.488,0.130,0.080,55,9,34,6,9,0
5401,180.0,2000,376,42,1341,634,25,426,1192.37,0.715,0.717,0.269,0.048,0.494,0.131,0.080,34,10,41,0,10,0
5431,181.0,2000,381,42,1345,631,24,446,1218.16,0.714,0.716,0.268,0.047,0.495,0.130,0.080,48,14,40,5,11,0
5461,182.0,2000,408,42,1369,610,21,456,1145.99,0.705,0.703,0.268,0.046,0.503,0.132,0.081,64,10,20,5,11,0
5491,183.0,2000,435,42,1393,588,19,468,1209.85,0.696,0.691,0.269,0.044,0.511,0.134,0.081,52,15,29,3,14,0
5521,184.0,2000,430,42,1402,579,19,478,1295.29,0.693,0.688,0.264,0.044,0.514,0.134,0.081,61,11,29,3,11,0
5551,185.0,2000,494,43,1419,563,18,472,1185.14,0.687,0.679,0.264,0.045,0.520,0.135,0.082,51,11,40,3,13,0
5581,186.0,2000,552,43,1436,547,17,469,1105.29,0.681,0.671,0.264,0.043,0.525,0.136,0.083,66,16,36,3,9,0
5611,187.0,2000,621,43,1440,545,15,470,1027.95,0.680,0.667,0.264,0.043,0.527,0.137,0.082,70,8,40,1,8,0
5641,188.0,2000,639,43,1441,544,15,464,1020.96,0.679,0.666,0.263,0.043,0.527,0.137,0.083,63,6,27,0,6,0
5671,189.0,2000,731,43,1444,542,14,451,985.95,0.679,0.665,0.262,0.043,0.529,0.137,0.083,56,8,36,0,8,0
5701,190.0,2000,825,41,1455,532,13,479,1037.21,0.675,0.660,0.262,0.043,0.532,0.138,0.084,57,6,32,1,6,0
5731,191.0,2000,912,41,1472,515,13,461,1089.54,0.669,0.652,0.264,0.043,0.537,0.139,0.084,79,5,40,4,10,0
5761,192.0,2000,994,41,1473,514,13,450,1102.14,0.668,0.652,0.263,0.043,0.538,0.139,0.084,66,0,28,0,11,0
5791,193.0,2000,1082,41,1477,510,13,456,1159.53,0.667,0.649,0.262,0.044,0.540,0.139,0.084,65,1,40,2,7,0
5821,194.0,2000,1175,41,1475,513,12,436,1234.16,0.668,0.650,0.259,0.044,0.539,0.139,0.085,59,0,41,3,10,0
5851,195.0,2000,1209,40,1472,516,12,416,1195.43,0.669,0.652,0.258,0.043,0.539,0.138,0.085,59,2,52,0,9,0
5881,196.0,2000,1345,40,1465,524,11,398,1095.33,0.671,0.657,0.260,0.043,0.537,0.137,0.085,57,0,61,2,9,0
5911,197.0,2000,1386,40,1461,528,11,383,1031.48,0.672,0.660,0.261,0.044,0.536,0.136,0.086,65,3,39,2,9,0
5941,198.0,2000,1511,40,1459,530,11,394,929.78,0.673,0.663,0.261,0.043,0.535,0.135,0.087,71,2,35,0,6,0
5971,199.0,2000,1531,40,1449,540,11,390,903.64,0.677,0.667,0.261,0.043,0.533,0.135,0.088,75,1,37,0,9,0
6001,200.0,2000,1562,41,1442,548,10,392,984.88,0.680,0.670,0.262,0.044,0.531,0.134,0.088,53,2,27,0,5,0
6031,201.0,2000,1681,41,1444,546,10,407,1002.28,0.679,0.669,0.262,0.044,0.533,0.135,0.088,68,0,20,1,6,0
6061,202.0,2000,1810,41,1447,543,10,399,1047.84,0.678,0.668,0.263,0.044,0.534,0.135,0.088,64,2,31,2,6,0
