tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
1951,65.0,2000,513,22,1664,246,90,370,591.67,0.669,0.414,0.806,0.071,0.612,0.084,0.119,166,11,27,0,5,0
1981,66.0,2000,532,22,1677,238,85,389,607.35,0.664,0.410,0.810,0.071,0.616,0.083,0.119,169,8,25,0,10,0
2011,67.0,2000,589,22,1687,230,83,406,653.23,0.660,0.407,0.814,0.070,0.619,0.083,0.119,191,7,21,0,6,0
2041,68.0,2000,665,22,1696,225,79,404,652.11,0.657,0.404,0.817,0.068,0.622,0.082,0.119,191,5,24,0,7,0
2071,69.0,2000,768,22,1705,213,82,429,654.23,0.654,0.399,0.821,0.070,0.625,0.082,0.119,183,5,30,0,4,0
2101,70.0,2000,869,22,1710,209,81,445,646.09,0.651,0.397,0.824,0.070,0.627,0.081,0.119,179,3,26,0,6,0
2131,71.0,2000,983,22,1716,208,76,449,651.04,0.649,0.395,0.824,0.069,0.629,0.081,0.120,178,4,20,0,6,0
2161,72.0,2000,1085,22,1718,207,75,457,649.85,0.648,0.395,0.823,0.069,0.629,0.081,0.120,157,2,29,0,7,0
2191,73.0,2000,1253,22,1730,198,72,454,649.03,0.645,0.389,0.829,0.067,0.633,0.081,0.120,169,5,23,0,5,0
2221,74.0,2000,1364,22,1731,196,73,447,667.14,0.645,0.390,0.830,0.067,0.633,0.080,0.120,165,1,22,0,9,0
2251,75.0,2000,1481,21,1733,194,73,451,683.21,0.645,0.389,0.831,0.067,0.633,0.081,0.120,179,2,17,0,7,0
2281,76.0,2000,1563,21,1733,196,71,444,714.87,0.645,0.389,0.832,0.067,0.633,0.080,0.120,163,1,27,0,8,0
2311,77.0,2000,1674,21,1735,199,66,465,763.12,0.644,0.389,0.833,0.066,0.634,0.080,0.120,172,3,23,0,6,0
2341,78.0,2000,1759,21,1749,189,62,476,757.05,0.641,0.386,0.837,0.064,0.637,0.080,0.120,186,1,40,0,8,0
2371,79.0,2000,1929,21,1756,186,58,493,765.18,0.639,0.386,0.838,0.063,0.638,0.079,0.120,170,2,25,0,10,0
2401,80.0,2000,2047,21,1765,178,57,491,743.72,0.636,0.384,0.842,0.062,0.640,0.079,0.120,163,0,22,0,12,0
2431,81.0,2000,2120,21,1772,172,56,498,774.89,0.635,0.383,0.845,0.062,0.642,0.078,0.120,163,1,13,0,11,0
2461,82.0,2000,2335,21,1780,168,52,494,792.37,0.632,0.380,0.849,0.061,0.644,0.078,0.120,192,0,30,0,9,0
2491,83.0,2000,2479,21,1784,164,52,484,801.83,0.631,0.378,0.849,0.061,0.645,0.078,0.121,179,0,23,0,7,0
2521,84.0,2000,2625,21,1792,159,49,458,807.15,0.628,0.375,0.853,0.060,0.648,0.077,0.121,182,0,20,0,7,0
2551,85.0,2000,2774,20,1792,160,48,455,842.22,0.628,0.375,0.852,0.060,0.648,0.077,0.121,170,0,14,0,9,0
2581,86.0,2000,2901,20,1797,156,47,439,874.45,0.626,0.373,0.856,0.060,0.649,0.077,0.121,186,0,23,0,7,0
2611,87.0,2000,3038,20,1800,153,47,418,903.62,0.625,0.373,0.857,0.060,0.650,0.077,0.121,182,0,17,0,10,0
2641,88.0,2000,3121,20,1804,150,46,421,914.91,0.625,0.371,0.860,0.059,0.651,0.077,0.122,178,0,15,0,7,0
2671,89.0,2000,3298,20,1808,146,46,421,883.54,0.623,0.369,0.862,0.059,0.653,0.077,0.121,184,0,25,0,6,0
2701,90.0,2000,3279,20,1812,142,46,434,885.72,0.621,0.367,0.863,0.059,0.654,0.077,0.122,190,0,27,0,7,0
2731,91.0,2000,3312,20,1818,139,43,438,927.68,0.619,0.365,0.865,0.059,0.656,0.076,0.122,189,0,15,0,7,0
2761,92.0,2000,3329,20,1822,136,42,440,921.33,0.618,0.362,0.869,0.058,0.657,0.076,0.121,192,0,12,0,11,0
2791,93.0,2000,3430,20,1831,129,40,446,945.49,0.615,0.359,0.872,0.058,0.659,0.076,0.121,185,0,22,0,5,0
2821,94.0,2000,3522,20,1834,127,39,427,929.64,0.615,0.357,0.871,0.055,0.660,0.075,0.121,176,0,30,0,5,0
2851,95.0,2000,3557,21,1837,124,39,428,924.26,0.614,0.356,0.871,0.054,0.661,0.075,0.121,197,0,17,0,7,0
2881,96.0,2000,3627,21,1838,123,39,409,947.92,0.614,0.356,0.873,0.053,0.661,0.075,0.121,204,0,21,0,5,0
2911,97.0,2000,3650,21,1839,123,38,407,1007.89,0.612,0.355,0.874,0.053,0.662,0.075,0.121,189,0,23,0,8,0
2941,98.0,2000,3402,21,1838,124,38,408,1013.18,0.613,0.356,0.876,0.052,0.661,0.075,0.121,205,0,21,0,3,0
2971,99.0,2000,3429,21,1840,122,38,411,1027.86,0.612,0.355,0.875,0.052,0.661,0.075,0.121,184,0,21,0,10,0
3001,100.0,2000,3477,21,1839,122,39,412,1001.94,0.613,0.354,0.874,0.053,0.662,0.075,0.121,195,0,19,0,6,0
3031,101.0,2000,3384,21,1841,122,37,438,1015.78,0.613,0.356,0.874,0.052,0.662,0.075,0.121,202,0,25,0,6,0
3061,102.0,2000,3264,21,1843,120,37,462,1051.16,0.612,0.356,0.874,0.051,0.662,0.074,0.121,189,0,16,0,6,0
3091,103.0,2000,3110,21,1844,119,37,457,1020.43,0.612,0.355,0.873,0.051,0.662,0.075,0.121,202,0,8,0,11,0
3121,104.0,2000,3012,21,1846,118,36,458,1026.64,0.611,0.354,0.874,0.050,0.663,0.075,0.121,175,0,9,0,5,0
3151,105.0,2000,2803,21,1840,126,34,472,1036.56,0.614,0.357,0.872,0.049,0.661,0.075,0.121,198,0,28,0,9,0
3181,106.0,2000,2590,21,1835,131,34,488,1024.58,0.616,0.359,0.872,0.050,0.660,0.076,0.121,228,0,17,0,4,0
3211,107.0,2000,2425,21,1834,131,35,476,1013.38,0.617,0.359,0.871,0.050,0.659,0.076,0.120,184,0,14,0,11,0
3241,108.0,2000,2341,21,1836,130,34,479,1093.80,0.617,0.359,0.872,0.049,0.660,0.076,0.121,211,0,23,0,5,0
3271,109.0,2000,2189,21,1839,128,33,491,1126.00,0.616,0.359,0.873,0.049,0.660,0.076,0.120,203,1,9,0,5,0
3301,110.0,2000,2005,21,1841,127,32,503,1184.90,0.616,0.358,0.875,0.048,0.661,0.076,0.120,218,0,6,0,14,0
3331,111.0,2000,1898,21,1842,125,33,507,1217.05,0.616,0.357,0.875,0.048,0.661,0.076,0.120,184,0,9,0,6,0
3361,112.0,2000,1708,21,1840,127,33,514,1257.95,0.617,0.358,0.876,0.048,0.660,0.076,0.121,173,0,9,0,9,0
3391,113.0,2000,1551,21,1837,128,35,519,1255.76,0.618,0.360,0.873,0.049,0.659,0.076,0.121,174,0,11,0,12,0
3421,114.0,2000,1442,21,1839,127,34,514,1244.14,0.617,0.358,0.876,0.049,0.661,0.076,0.121,189,0,9,0,7,0
3451,115.0,2000,1312,21,1844,123,33,519,1269.22,0.615,0.357,0.877,0.048,0.662,0.076,0.121,174,0,20,0,10,0
3481,116.0,2000,1235,21,1843,124,33,516,1281.83,0.615,0.357,0.880,0.048,0.661,0.076,0.120,180,1,13,0,10,0
3511,117.0,2000,1151,21,1844,124,32,501,1281.46,0.616,0.357,0.880,0.047,0.662,0.077,0.120,166,0,10,0,11,0
3541,118.0,2000,1043,21,1845,124,31,527,1266.89,0.615,0.356,0.881,0.047,0.662,0.077,0.120,203,1,12,0,12,0
3571,119.0,2000,990,21,1850,121,29,528,1266.49,0.614,0.354,0.882,0.047,0.664,0.077,0.120,201,2,13,0,6,0
3601,120.0,2000,947,21,1852,119,29,548,1282.47,0.613,0.354,0.882,0.046,0.664,0.077,0.120,181,4,4,0,8,0
3631,121.0,2000,918,21,1855,116,29,516,1311.66,0.613,0.353,0.881,0.046,0.665,0.077,0.120,204,3,7,0,7,0
3661,122.0,2000,893,21,1856,115,29,501,1330.35,0.613,0.352,0.882,0.046,0.665,0.077,0.120,212,1,3,0,10,0
3691,123.0,2000,927,21,1860,113,27,539,1402.56,0.611,0.351,0.882,0.045,0.666,0.077,0.120,182,2,5,0,13,0
3721,124.0,2000,951,21,1867,107,26,532,1470.81,0.608,0.347,0.879,0.045,0.669,0.077,0.120,176,3,9,0,12,0
3751,125.0,2000,1037,21,1870,105,25,539,1510.60,0.607,0.345,0.880,0.044,0.670,0.076,0.120,194,4,8,0,9,0
3781,126.0,2000,1103,21,1876,101,23,526,1573.65,0.605,0.343,0.880,0.045,0.672,0.076,0.120,198,2,12,0,8,0
3811,127.0,2000,1168,21,1880,98,22,508,1643.65,0.603,0.342,0.881,0.043,0.673,0.076,0.119,201,2,3,1,11,0
3841,128.0,2000,1229,21,1883,96,21,508,1678.19,0.603,0.341,0.882,0.043,0.674,0.076,0.120,207,2,8,0,8,0
3871,129.0,2000,1318,21,1882,96,22,494,1718.68,0.603,0.340,0.881,0.044,0.674,0.076,0.119,201,0,11,0,7,0
3901,130.0,2000,1479,22,1886,94,20,489,1731.11,0.601,0.338,0.882,0.043,0.676,0.076,0.119,228,3,5,0,4,0
3931,131.0,2000,1628,22,1888,92,20,462,1692.75,0.601,0.338,0.882,0.043,0.677,0.075,0.119,206,0,7,0,7,0
3961,132.0,2000,1804,22,1890,91,19,453,1713.20,0.601,0.336,0.883,0.043,0.677,0.076,0.119,204,1,7,1,9,0
3991,133.0,2000,1977,22,1893,90,17,428,1695.35,0.600,0.336,0.886,0.042,0.678,0.075,0.119,228,0,9,1,8,0
4021,134.0,2000,2168,22,1894,88,18,415,1695.93,0.599,0.334,0.886,0.043,0.679,0.076,0.120,211,2,6,0,8,0
4051,135.0,2000,2372,22,1894,87,19,431,1713.11,0.599,0.334,0.884,0.044,0.679,0.075,0.120,202,1,9,1,6,0
4081,136.0,2000,2575,22,1896,85,19,387,1721.50,0.599,0.333,0.885,0.043,0.680,0.075,0.119,211,0,12,1,10,0
4111,137.0,2000,2856,22,1898,84,18,393,1704.86,0.598,0.332,0.884,0.042,0.680,0.075,0.120,216,0,8,0,4,0
4141,138.0,2000,3078,22,1900,84,16,403,1717.27,0.597,0.330,0.886,0.042,0.681,0.075,0.120,229,1,14,2,6,0
4171,139.0,2000,3253,22,1902,83,15,407,1721.56,0.597,0.329,0.886,0.042,0.682,0.075,0.120,200,0,7,2,8,0
4201,140.0,2000,3474,22,1903,82,15,403,1697.51,0.597,0.330,0.884,0.041,0.682,0.075,0.120,225,0,8,1,8,0
4231,141.0,2000,3683,22,1905,80,15,409,1715.83,0.596,0.329,0.884,0.040,0.683,0.075,0.120,202,0,9,1,5,0
4261,142.0,2000,3992,22,1906,79,15,404,1708.56,0.596,0.329,0.884,0.040,0.683,0.074,0.120,226,0,2,0,5,0
4291,143.0,2000,4192,22,1907,78,15,412,1757.74,0.596,0.331,0.884,0.040,0.683,0.074,0.120,196,0,7,2,8,0
4321,144.0,2000,4306,22,1908,78,14,414,1732.94,0.595,0.332,0.883,0.040,0.683,0.074,0.120,203,0,7,0,5,0
4351,145.0,2000,4427,22,1910,76,14,416,1734.85,0.595,0.330,0.884,0.040,0.684,0.074,0.120,220,0,7,0,9,0
4381,146.0,2000,4542,22,1911,75,14,406,1728.56,0.594,0.329,0.882,0.040,0.684,0.074,0.120,186,0,9,2,10,0
4411,147.0,2000,4648,22,1911,75,14,385,1725.08,0.593,0.329,0.881,0.039,0.684,0.074,0.120,170,1,5,1,5,0
4441,148.0,2000,4731,22,1912,74,14,387,1690.90,0.593,0.330,0.881,0.039,0.684,0.073,0.121,213,0,10,0,4,0
4471,149.0,2000,4952,22,1912,74,14,378,1693.52,0.594,0.330,0.880,0.039,0.684,0.073,0.121,204,0,6,1,12,0
4501,150.0,2000,5161,22,1914,72,14,405,1688.04,0.593,0.329,0.881,0.039,0.685,0.073,0.121,218,0,6,1,1,0
4531,151.0,2000,5262,22,1914,72,14,392,1657.39,0.593,0.329,0.881,0.039,0.685,0.073,0.121,194,0,3,1,7,0
4561,152.0,2000,5324,22,1915,71,14,393,1673.98,0.593,0.328,0.881,0.038,0.685,0.073,0.121,199,0,6,2,2,0
4591,153.0,2000,5222,22,1915,71,14,384,1670.51,0.592,0.328,0.881,0.038,0.685,0.073,0.121,205,0,9,1,6,0
4621,154.0,2000,5206,22,1916,70,14,391,1664.21,0.592,0.328,0.883,0.038,0.686,0.073,0.121,212,0,8,1,9,0
4651,155.0,2000,5174,22,1916,70,14,392,1681.71,0.592,0.327,0.883,0.039,0.686,0.073,0.121,220,0,5,1,4,0
4681,156.0,2000,5192,22,1916,70,14,395,1742.42,0.592,0.327,0.884,0.039,0.686,0.073,0.121,216,0,14,2,3,0
4711,157.0,2000,5170,22,1916,70,14,396,1765.48,0.591,0.327,0.884,0.039,0.686,0.073,0.121,213,0,6,3,6,0
4741,158.0,2000,5233,22,1917,69,14,400,1764.87,0.590,0.326,0.884,0.039,0.687,0.073,0.121,231,0,5,1,10,0
4771,159.0,2000,5198,22,1917,69,14,411,1778.31,0.590,0.326,0.884,0.039,0.687,0.073,0.121,206,0,7,1,5,0
4801,160.0,2000,5220,22,1919,67,14,420,1785.85,0.589,0.325,0.885,0.039,0.687,0.072,0.121,199,0,2,1,8,0
4831,161.0,2000,5111,22,1919,67,14,444,1837.83,0.589,0.325,0.884,0.038,0.687,0.073,0.122,204,0,6,2,3,0
4861,162.0,2000,5067,22,1919,67,14,451,1869.74,0.590,0.325,0.885,0.039,0.687,0.073,0.121,214,0,10,5,7,0
4891,163.0,2000,4861,22,1919,67,14,443,1901.36,0.590,0.325,0.885,0.039,0.687,0.072,0.122,223,0,7,5,5,0
4921,164.0,2000,4676,22,1921,66,13,459,1992.97,0.590,0.323,0.885,0.038,0.688,0.073,0.121,215,0,8,5,2,0
4951,165.0,2000,4612,21,1921,66,13,483,2037.56,0.590,0.323,0.885,0.038,0.688,0.073,0.121,239,0,4,3,4,0
4981,166.0,2000,4414,21,1922,66,12,488,2048.63,0.589,0.322,0.884,0.038,0.688,0.072,0.121,201,0,4,3,2,0
5011,167.0,2000,4139,21,1923,65,12,483,2079.66,0.588,0.322,0.887,0.038,0.688,0.072,0.121,210,0,2,6,7,0
5041,168.0,2000,3949,21,1923,65,12,498,2116.05,0.588,0.322,0.886,0.038,0.688,0.072,0.121,220,0,2,4,3,0
5071,169.0,2000,3785,21,1924,64,12,500,2157.82,0.588,0.321,0.887,0.038,0.689,0.073,0.121,209,0,2,5,2,0
5101,170.0,2000,3587,21,1924,64,12,524,2140.05,0.588,0.321,0.889,0.038,0.689,0.073,0.121,240,0,4,3,6,0
5131,171.0,2000,3493,21,1925,63,12,530,2153.06,0.587,0.320,0.889,0.038,0.689,0.073,0.121,202,0,2,0,6,0
5161,172.0,2000,3291,21,1928,60,12,523,2142.52,0.586,0.318,0.891,0.038,0.690,0.073,0.121,225,0,3,5,8,0
5191,173.0,2000,3085,21,1928,60,12,545,2152.59,0.587,0.319,0.890,0.038,0.690,0.072,0.121,205,0,2,4,6,0
5221,174.0,2000,2875,21,1928,60,12,527,2275.42,0.587,0.320,0.892,0.038,0.690,0.072,0.121,220,0,9,9,3,0
5251,175.0,2000,2637,21,1928,60,12,539,2280.79,0.587,0.320,0.891,0.040,0.690,0.072,0.121,198,0,3,4,9,0
5281,176.0,2000,2459,21,1929,60,11,535,2302.90,0.586,0.319,0.892,0.039,0.690,0.072,0.122,223,0,2,6,4,0
5311,177.0,2000,2295,21,1930,59,11,518,2359.85,0.586,0.320,0.891,0.039,0.690,0.072,0.122,225,0,8,6,9,0
5341,178.0,2000,2173,21,1931,58,11,498,2361.28,0.585,0.319,0.891,0.040,0.691,0.072,0.122,219,0,4,4,8,0
5371,179.0,2000,1965,21,1932,58,10,471,2310.28,0.585,0.318,0.891,0.039,0.691,0.072,0.122,222,0,3,4,7,0
5401,180.0,2000,1792,21,1932,58,10,470,2316.66,0.585,0.318,0.891,0.039,0.691,0.072,0.122,210,0,3,5,2,0
5431,181.0,2000,1687,21,1933,57,10,458,2363.42,0.584,0.318,0.890,0.039,0.691,0.072,0.122,223,0,3,4,4,0
5461,182.0,2000,1627,21,1934,56,10,447,2393.96,0.584,0.318,0.889,0.039,0.692,0.072,0.122,202,0,3,6,5,0
5491,183.0,2000,1605,21,1935,55,10,422,2406.14,0.583,0.316,0.890,0.040,0.693,0.072,0.122,217,0,8,3,6,0
5521,184.0,2000,1596,21,1937,53,10,387,2512.79,0.582,0.316,0.886,0.040,0.693,0.072,0.122,207,2,6,10,6,0
5551,185.0,2000,1554,21,1938,53,9,388,2470.38,0.582,0.315,0.886,0.039,0.694,0.072,0.123,216,0,6,2,3,0
5581,186.0,2000,1577,21,1939,52,9,393,2506.00,0.581,0.315,0.887,0.039,0.694,0.072,0.123,203,0,3,5,3,0
5611,187.0,2000,1676,21,1941,50,9,369,2514.57,0.579,0.314,0.886,0.039,0.695,0.072,0.123,201,0,3,7,5,0
5641,188.0,2000,1793,21,1938,53,9,359,2517.56,0.581,0.315,0.886,0.038,0.694,0.072,0.123,202,0,7,7,5,0
5671,189.0,2000,1882,21,1940,51,9,360,2569.59,0.580,0.315,0.886,0.038,0.695,0.072,0.123,199,0,5,5,7,0
5701,190.0,2000,2039,21,1941,50,9,372,2589.10,0.580,0.314,0.886,0.038,0.695,0.072,0.123,208,0,4,5,5,0
5731,191.0,2000,2240,21,1941,50,9,365,2610.72,0.580,0.314,0.886,0.039,0.695,0.071,0.123,206,0,2,2,7,0
5761,192.0,2000,2478,21,1942,49,9,329,2619.35,0.580,0.313,0.887,0.038,0.696,0.071,0.123,215,0,4,4,6,0
5791,193.0,2000,2689,21,1943,48,9,339,2648.39,0.579,0.313,0.885,0.039,0.696,0.071,0.123,204,1,2,5,4,0
5821,194.0,2000,2876,21,1943,48,9,340,2623.19,0.579,0.313,0.884,0.039,0.696,0.071,0.123,224,1,2,3,1,0
5851,195.0,2000,3083,21,1943,48,9,344,2636.30,0.579,0.313,0.884,0.039,0.696,0.071,0.123,243,0,7,4,3,0
5881,196.0,2000,3323,21,1943,48,9,344,2584.94,0.580,0.312,0.885,0.039,0.696,0.071,0.124,194,0,6,1,4,0
5911,197.0,2000,3559,21,1943,48,9,342,2605.41,0.580,0.312,0.884,0.039,0.697,0.071,0.124,197,0,2,3,5,0
5941,198.0,2000,3840,21,1943,48,9,344,2596.06,0.579,0.312,0.884,0.039,0.697,0.072,0.124,201,0,3,4,3,0
5971,199.0,2000,4211,21,1944,47,9,350,2612.60,0.579,0.312,0.884,0.039,0.697,0.071,0.124,212,0,3,4,3,0
6001,200.0,2000,4576,21,1944,47,9,362,2607.35,0.579,0.311,0.885,0.040,0.697,0.071,0.124,229,0,4,3,3,0
6031,201.0,2000,4879,21,1944,47,9,357,2633.08,0.578,0.311,0.884,0.040,0.697,0.071,0.124,218,0,2,4,7,0
6061,202.0,2000,5087,21,1945,47,8,367,2623.71,0.578,0.310,0.885,0.039,0.698,0.071,0.124,229,0,6,2,5,0
