tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
871,29.0,2000,972,117,1058,929,13,183,304.45,0.888,0.849,0.152,0.047,0.366,0.100,-0.005,70,1,96,0,3,0
901,30.0,2000,1000,102,1078,909,13,195,295.24,0.888,0.842,0.154,0.045,0.374,0.098,-0.008,60,4,130,0,5,0
931,31.0,2000,1022,102,1081,906,13,202,295.36,0.890,0.843,0.156,0.046,0.374,0.098,-0.008,63,3,98,0,4,0
961,32.0,2000,963,102,1085,902,13,217,343.17,0.890,0.844,0.156,0.046,0.377,0.098,-0.011,68,9,107,0,5,0
991,33.0,2000,935,102,1080,908,12,242,351.67,0.891,0.850,0.158,0.045,0.376,0.098,-0.014,68,6,113,0,2,0
1021,34.0,2000,871,102,1103,885,12,263,363.16,0.885,0.839,0.161,0.045,0.384,0.098,-0.017,72,2,103,0,5,0
1051,35.0,2000,901,95,1117,871,12,270,382.58,0.883,0.834,0.162,0.044,0.388,0.098,-0.019,71,1,93,0,3,0
1081,36.0,2000,845,95,1135,856,9,294,453.24,0.879,0.830,0.162,0.043,0.393,0.098,-0.021,66,4,96,0,5,0
1111,37.0,2000,804,95,1155,838,7,311,456.15,0.873,0.823,0.165,0.041,0.399,0.098,-0.023,72,3,86,0,7,0
1141,38.0,2000,851,95,1166,828,6,344,428.89,0.870,0.821,0.167,0.040,0.404,0.097,-0.025,60,2,79,0,7,0
1171,39.0,2000,829,95,1182,812,6,384,408.74,0.864,0.813,0.169,0.041,0.410,0.096,-0.027,59,4,76,0,6,0
1201,40.0,2000,788,84,1188,806,6,375,419.08,0.867,0.812,0.172,0.041,0.410,0.096,-0.028,59,2,72,0,13,0
1231,41.0,2000,737,84,1188,806,6,377,439.77,0.868,0.812,0.173,0.042,0.409,0.097,-0.027,55,4,74,0,4,0
1261,42.0,2000,770,84,1186,808,6,393,455.21,0.868,0.815,0.177,0.042,0.408,0.097,-0.029,66,1,78,0,8,0
1291,43.0,2000,659,84,1185,808,7,387,455.89,0.866,0.820,0.178,0.044,0.408,0.097,-0.031,64,6,90,0,5,0
1321,44.0,2000,618,84,1186,807,7,391,477.11,0.866,0.820,0.180,0.044,0.410,0.097,-0.032,51,4,70,0,8,0
1351,45.0,2000,588,73,1195,798,7,370,425.08,0.860,0.819,0.181,0.045,0.412,0.096,-0.034,61,7,81,0,14,0
1381,46.0,2000,545,73,1210,783,7,368,449.91,0.855,0.812,0.181,0.045,0.419,0.096,-0.037,60,4,88,0,10,0
1411,47.0,2000,533,73,1222,771,7,371,495.17,0.850,0.806,0.182,0.044,0.424,0.096,-0.038,64,5,93,0,10,0
1441,48.0,2000,474,73,1227,766,7,401,456.91,0.849,0.803,0.183,0.044,0.425,0.096,-0.038,54,3,92,0,5,0
1471,49.0,2000,427,73,1242,751,7,421,442.64,0.846,0.796,0.184,0.043,0.429,0.095,-0.038,60,8,71,0,7,0
1501,50.0,2000,423,67,1272,722,6,431,506.22,0.835,0.783,0.185,0.041,0.440,0.094,-0.039,65,6,70,0,13,0
1531,51.0,2000,342,67,1291,703,6,461,524.18,0.829,0.776,0.188,0.042,0.445,0.093,-0.040,61,8,75,0,9,0
1561,52.0,2000,340,67,1308,688,4,453,537.18,0.823,0.767,0.191,0.042,0.452,0.093,-0.041,62,10,66,0,9,0
1591,53.0,2000,292,67,1335,661,4,465,548.20,0.812,0.753,0.192,0.041,0.462,0.092,-0.043,67,16,59,0,13,0
1621,54.0,2000,284,67,1347,649,4,462,514.66,0.809,0.746,0.192,0.040,0.467,0.092,-0.044,64,12,43,0,10,0
1651,55.0,2000,269,63,1370,628,2,460,560.89,0.802,0.736,0.192,0.039,0.474,0.092,-0.044,68,16,54,0,17,0
1681,56.0,2000,252,63,1396,602,2,480,613.95,0.791,0.726,0.195,0.037,0.483,0.091,-0.046,62,17,41,0,7,0
1711,57.0,2000,236,63,1427,571,2,483,603.51,0.778,0.713,0.196,0.036,0.492,0.090,-0.046,66,14,52,0,18,0
1741,58.0,2000,238,63,1448,550,2,470,589.51,0.771,0.702,0.198,0.035,0.499,0.090,-0.047,73,11,57,0,19,0
1771,59.0,2000,200,63,1472,526,2,452,625.12,0.762,0.692,0.200,0.034,0.507,0.090,-0.048,75,18,52,0,11,0
1801,60.0,2000,217,56,1487,511,2,449,681.34,0.757,0.683,0.202,0.034,0.512,0.090,-0.049,64,10,55,0,16,0
1831,61.0,2000,244,56,1520,479,1,448,679.91,0.744,0.670,0.203,0.033,0.522,0.090,-0.049,83,19,47,0,15,0
1861,62.0,2000,250,56,1551,448,1,456,710.73,0.733,0.656,0.204,0.032,0.533,0.089,-0.051,83,18,56,0,12,0
1891,63.0,2000,278,56,1574,425,1,470,702.64,0.724,0.647,0.207,0.031,0.539,0.089,-0.051,64,15,62,0,13,0
1921,64.0,2000,295,56,1596,403,1,465,654.12,0.717,0.637,0.207,0.031,0.546,0.088,-0.052,84,19,65,0,11,0
1951,65.0,2000,324,53,1619,380,1,469,602.58,0.709,0.625,0.207,0.031,0.554,0.088,-0.054,76,10,68,0,17,0
1981,66.0,2000,373,53,1634,365,1,473,618.03,0.704,0.617,0.208,0.031,0.558,0.088,-0.052,64,12,51,0,13,0
2011,67.0,2000,412,53,1637,362,1,469,647.01,0.704,0.615,0.208,0.030,0.559,0.088,-0.053,76,7,50,0,10,0
2041,68.0,2000,449,53,1642,357,1,464,623.98,0.704,0.611,0.209,0.031,0.560,0.088,-0.051,88,3,51,0,9,0
2071,69.0,2000,488,53,1647,352,1,453,595.90,0.703,0.608,0.210,0.031,0.561,0.088,-0.050,89,3,50,0,7,0
2101,70.0,2000,519,51,1647,352,1,459,601.48,0.705,0.608,0.211,0.031,0.561,0.088,-0.050,85,5,58,0,10,0
2131,71.0,2000,593,51,1648,351,1,456,620.04,0.707,0.606,0.214,0.031,0.560,0.088,-0.047,71,1,43,0,9,0
2161,72.0,2000,641,51,1653,346,1,472,667.05,0.707,0.605,0.214,0.030,0.561,0.088,-0.047,76,4,42,0,9,0
2191,73.0,2000,724,51,1655,344,1,461,701.67,0.706,0.604,0.214,0.031,0.562,0.088,-0.048,66,5,49,0,6,0
2221,74.0,2000,708,51,1651,348,1,456,705.66,0.709,0.605,0.215,0.031,0.560,0.089,-0.046,77,0,38,0,12,0
2251,75.0,2000,816,50,1654,345,1,449,685.74,0.708,0.603,0.216,0.031,0.561,0.088,-0.045,68,0,58,0,9,0
2281,76.0,2000,908,50,1663,336,1,467,650.68,0.707,0.598,0.218,0.031,0.564,0.088,-0.046,89,0,64,0,10,0
2311,77.0,2000,976,50,1662,337,1,470,633.48,0.708,0.601,0.220,0.031,0.563,0.088,-0.045,83,4,37,0,11,0
2341,78.0,2000,1098,50,1667,332,1,456,633.41,0.706,0.598,0.223,0.030,0.565,0.088,-0.046,81,0,40,0,9,0
2371,79.0,2000,1156,50,1668,331,1,423,645.39,0.705,0.598,0.224,0.030,0.566,0.088,-0.046,80,0,36,0,9,0
2401,80.0,2000,1227,48,1671,328,1,428,660.23,0.705,0.595,0.226,0.030,0.566,0.088,-0.046,73,0,38,0,5,0
2431,81.0,2000,1327,48,1672,327,1,407,727.98,0.704,0.594,0.227,0.030,0.567,0.088,-0.045,78,1,49,0,17,0
2461,82.0,2000,1337,48,1664,335,1,413,721.94,0.710,0.597,0.229,0.030,0.564,0.088,-0.045,80,1,60,0,11,0
2491,83.0,2000,1398,48,1662,337,1,388,746.93,0.711,0.597,0.233,0.030,0.564,0.088,-0.045,84,1,46,0,8,0
2521,84.0,2000,1582,48,1667,332,1,385,773.40,0.709,0.593,0.235,0.030,0.565,0.088,-0.045,74,0,41,0,9,0
2551,85.0,2000,1735,48,1666,332,2,385,753.07,0.708,0.593,0.239,0.031,0.565,0.088,-0.046,76,1,52,0,6,0
2581,86.0,2000,1772,48,1662,335,3,382,805.42,0.710,0.595,0.243,0.033,0.563,0.088,-0.046,91,2,54,0,7,0
2611,87.0,2000,1705,48,1665,332,3,394,789.11,0.708,0.592,0.250,0.033,0.565,0.088,-0.048,64,0,53,0,6,0
2641,88.0,2000,1690,48,1665,331,4,399,749.21,0.707,0.591,0.258,0.034,0.564,0.088,-0.049,78,1,53,0,5,0
2671,89.0,2000,1827,48,1660,335,5,396,755.14,0.708,0.592,0.264,0.034,0.563,0.088,-0.050,80,0,51,0,6,0
2701,90.0,2000,1835,48,1667,328,5,397,730.46,0.706,0.588,0.271,0.034,0.566,0.088,-0.051,76,0,65,0,8,0
2731,91.0,2000,1895,48,1680,315,5,415,778.34,0.701,0.582,0.278,0.035,0.570,0.088,-0.052,85,1,39,0,6,0
2761,92.0,2000,1988,48,1678,317,5,421,850.70,0.700,0.583,0.284,0.036,0.571,0.089,-0.054,79,1,47,0,5,0
2791,93.0,2000,1937,48,1680,315,5,422,886.42,0.699,0.582,0.290,0.035,0.572,0.089,-0.053,79,0,59,0,9,0
2821,94.0,2000,1970,48,1692,303,5,450,829.57,0.696,0.575,0.299,0.034,0.576,0.089,-0.053,91,0,65,0,4,0
2851,95.0,2000,1928,47,1689,306,5,469,793.61,0.698,0.575,0.302,0.033,0.574,0.090,-0.052,93,1,47,0,5,0
2881,96.0,2000,1903,47,1693,302,5,460,799.87,0.698,0.572,0.309,0.032,0.573,0.090,-0.050,79,0,60,0,6,0
2911,97.0,2000,1852,47,1680,315,5,453,859.03,0.703,0.577,0.313,0.033,0.568,0.091,-0.049,79,0,64,0,9,0
2941,98.0,2000,1774,47,1681,314,5,455,862.91,0.701,0.577,0.318,0.033,0.569,0.091,-0.050,76,0,57,0,6,0
2971,99.0,2000,1638,47,1679,316,5,463,840.89,0.702,0.577,0.322,0.033,0.569,0.092,-0.051,92,0,42,0,15,0
3001,100.0,2000,1585,47,1675,320,5,478,797.42,0.705,0.579,0.329,0.034,0.567,0.092,-0.051,88,1,56,0,7,0
3031,101.0,2000,1579,47,1685,310,5,470,801.13,0.701,0.573,0.337,0.034,0.570,0.092,-0.050,88,0,65,0,13,0
3061,102.0,2000,1470,47,1683,312,5,460,837.68,0.701,0.574,0.342,0.034,0.570,0.093,-0.051,86,0,43,0,7,0
3091,103.0,2000,1464,47,1692,303,5,452,882.64,0.697,0.570,0.350,0.034,0.573,0.093,-0.052,85,2,50,0,10,0
3121,104.0,2000,1371,47,1688,307,5,467,879.79,0.697,0.571,0.356,0.034,0.571,0.093,-0.053,92,0,45,0,7,0
3151,105.0,2000,1253,46,1692,303,5,476,858.09,0.695,0.570,0.362,0.033,0.572,0.094,-0.054,94,0,43,0,5,0
3181,106.0,2000,1183,46,1690,305,5,496,759.86,0.695,0.570,0.368,0.033,0.573,0.094,-0.055,87,0,37,0,10,0
3211,107.0,2000,1147,46,1698,297,5,509,778.97,0.692,0.566,0.373,0.033,0.575,0.094,-0.055,74,1,27,0,16,0
3241,108.0,2000,1002,46,1699,296,5,519,817.58,0.690,0.567,0.375,0.033,0.575,0.094,-0.056,69,0,19,0,10,0
3271,109.0,2000,976,46,1706,289,5,528,810.80,0.687,0.564,0.379,0.033,0.577,0.095,-0.057,85,1,33,0,7,0
3301,110.0,2000,893,44,1709,286,5,552,841.79,0.686,0.562,0.382,0.033,0.578,0.094,-0.058,71,0,28,0,8,0
3331,111.0,2000,819,44,1713,282,5,553,882.42,0.685,0.560,0.385,0.033,0.580,0.095,-0.058,84,0,25,0,15,0
3361,112.0,2000,794,44,1725,270,5,556,884.64,0.681,0.554,0.388,0.033,0.584,0.095,-0.059,74,1,28,0,12,0
3391,113.0,2000,717,44,1731,264,5,564,865.63,0.679,0.551,0.390,0.033,0.585,0.095,-0.059,94,0,22,0,12,0
3421,114.0,2000,639,44,1734,261,5,574,883.16,0.678,0.549,0.391,0.032,0.587,0.095,-0.059,84,1,22,0,8,0
3451,115.0,2000,612,40,1745,252,3,566,884.06,0.676,0.543,0.398,0.030,0.590,0.096,-0.059,105,1,31,0,11,0
3481,116.0,2000,571,40,1747,250,3,579,920.03,0.675,0.542,0.402,0.032,0.591,0.096,-0.061,93,0,24,0,11,0
3511,117.0,2000,582,40,1749,248,3,562,902.27,0.674,0.540,0.408,0.032,0.592,0.096,-0.060,82,1,17,0,9,0
3541,118.0,2000,498,40,1751,246,3,532,947.50,0.673,0.539,0.412,0.032,0.592,0.096,-0.061,80,0,29,0,13,0
3571,119.0,2000,490,40,1750,247,3,524,1030.49,0.674,0.539,0.416,0.032,0.592,0.097,-0.062,93,1,17,2,13,0
3601,120.0,2000,457,39,1754,243,3,520,1135.72,0.673,0.536,0.422,0.032,0.593,0.098,-0.063,102,1,25,0,9,0
3631,121.0,2000,445,39,1758,239,3,525,1156.72,0.672,0.533,0.425,0.032,0.594,0.098,-0.063,75,6,21,1,10,0
3661,122.0,2000,461,39,1759,238,3,521,1204.06,0.672,0.532,0.425,0.032,0.595,0.098,-0.064,96,2,19,1,4,0
3691,123.0,2000,458,39,1765,233,2,549,1261.63,0.670,0.530,0.428,0.030,0.598,0.098,-0.065,87,3,14,1,7,0
3721,124.0,2000,482,39,1765,232,3,549,1298.67,0.670,0.530,0.432,0.031,0.598,0.098,-0.064,96,1,16,0,9,0
3751,125.0,2000,536,39,1768,229,3,558,1330.22,0.668,0.528,0.434,0.030,0.599,0.099,-0.066,76,1,17,2,10,0
3781,126.0,2000,610,39,1775,222,3,560,1331.03,0.664,0.524,0.439,0.030,0.602,0.099,-0.067,78,2,26,3,12,0
3811,127.0,2000,660,39,1778,219,3,557,1322.03,0.662,0.522,0.440,0.030,0.603,0.099,-0.067,89,1,24,1,13,0
3841,128.0,2000,745,39,1787,211,2,525,1329.50,0.659,0.519,0.443,0.029,0.606,0.100,-0.068,91,2,9,1,12,0
3871,129.0,2000,829,39,1793,205,2,511,1321.46,0.656,0.515,0.446,0.029,0.609,0.100,-0.069,92,2,22,0,9,0
3901,130.0,2000,968,37,1797,201,2,507,1261.91,0.655,0.512,0.451,0.029,0.610,0.100,-0.070,95,2,14,0,11,0
3931,131.0,2000,955,37,1802,196,2,498,1218.27,0.652,0.510,0.457,0.028,0.612,0.101,-0.071,90,1,32,0,11,0
3961,132.0,2000,1096,37,1797,201,2,492,1205.20,0.654,0.512,0.457,0.029,0.611,0.101,-0.072,86,1,21,0,6,0
3991,133.0,2000,1213,37,1793,205,2,501,1216.10,0.654,0.515,0.458,0.029,0.610,0.102,-0.073,95,0,17,0,6,0
4021,134.0,2000,1290,37,1794,204,2,497,1263.94,0.654,0.513,0.463,0.029,0.611,0.102,-0.074,102,0,34,1,8,0
4051,135.0,2000,1447,37,1792,206,2,505,1262.38,0.655,0.514,0.466,0.029,0.611,0.102,-0.074,92,0,23,2,4,0
4081,136.0,2000,1524,37,1796,202,2,527,1253.28,0.652,0.511,0.471,0.029,0.611,0.103,-0.074,79,0,23,1,6,0
4111,137.0,2000,1702,37,1802,196,2,533,1250.08,0.649,0.508,0.474,0.030,0.613,0.103,-0.074,96,0,29,0,4,0
4141,138.0,2000,1815,37,1805,193,2,518,1257.94,0.648,0.507,0.481,0.030,0.615,0.104,-0.075,94,0,26,1,10,0
4171,139.0,2000,1940,37,1807,191,2,516,1283.99,0.647,0.506,0.485,0.030,0.616,0.104,-0.077,101,0,17,0,5,0
4201,140.0,2000,2182,38,1806,192,2,503,1244.78,0.647,0.506,0.490,0.031,0.616,0.105,-0.078,100,0,23,1,14,0
4231,141.0,2000,2289,38,1809,189,2,517,1287.30,0.646,0.504,0.495,0.031,0.617,0.105,-0.077,94,0,18,0,4,0
4261,142.0,2000,2435,38,1812,186,2,524,1351.08,0.645,0.502,0.499,0.031,0.618,0.106,-0.078,103,2,30,0,3,0
4291,143.0,2000,2535,38,1811,187,2,558,1394.29,0.644,0.502,0.501,0.031,0.618,0.106,-0.078,98,0,17,0,10,0
4321,144.0,2000,2629,38,1817,181,2,548,1408.76,0.640,0.499,0.505,0.031,0.620,0.106,-0.078,91,0,14,1,11,0
4351,145.0,2000,2716,37,1818,180,2,553,1459.68,0.639,0.498,0.511,0.029,0.620,0.107,-0.078,77,0,26,0,9,0
4381,146.0,2000,2845,37,1821,177,2,552,1492.82,0.638,0.496,0.514,0.030,0.621,0.107,-0.078,99,0,12,0,10,0
4411,147.0,2000,2922,37,1822,176,2,553,1427.01,0.638,0.495,0.517,0.028,0.621,0.107,-0.079,92,0,16,1,16,0
4441,148.0,2000,2921,37,1825,173,2,568,1342.99,0.636,0.493,0.523,0.029,0.622,0.108,-0.079,97,1,25,0,7,0
4471,149.0,2000,2932,37,1826,172,2,568,1382.32,0.635,0.493,0.527,0.029,0.622,0.108,-0.080,91,1,16,0,6,0
4501,150.0,2000,3025,37,1828,170,2,562,1405.66,0.634,0.491,0.529,0.029,0.623,0.108,-0.080,104,0,19,2,11,0
4531,151.0,2000,3177,37,1825,173,2,571,1386.03,0.634,0.492,0.533,0.030,0.622,0.108,-0.080,109,0,12,0,10,0
4561,152.0,2000,3216,37,1827,171,2,568,1362.58,0.632,0.491,0.537,0.031,0.623,0.109,-0.082,83,1,22,0,12,0
4591,153.0,2000,3144,37,1827,171,2,571,1339.77,0.633,0.492,0.539,0.031,0.624,0.109,-0.083,93,0,8,0,11,0
4621,154.0,2000,3113,37,1826,172,2,561,1436.52,0.632,0.491,0.543,0.031,0.624,0.109,-0.084,108,0,14,1,8,0
4651,155.0,2000,3105,37,1828,170,2,550,1493.83,0.630,0.490,0.551,0.031,0.625,0.110,-0.085,100,0,21,2,7,0
4681,156.0,2000,3011,37,1825,173,2,533,1494.56,0.631,0.491,0.553,0.031,0.624,0.109,-0.086,109,0,9,2,6,0
4711,157.0,2000,2919,37,1824,174,2,525,1487.00,0.631,0.491,0.555,0.031,0.624,0.110,-0.086,86,0,15,1,5,0
4741,158.0,2000,2829,37,1824,174,2,489,1520.83,0.631,0.491,0.556,0.031,0.624,0.110,-0.086,81,0,12,2,6,0
4771,159.0,2000,2753,37,1827,171,2,501,1550.55,0.630,0.490,0.559,0.031,0.625,0.110,-0.085,81,1,14,1,6,0
4801,160.0,2000,2692,37,1823,175,2,480,1607.89,0.632,0.492,0.564,0.031,0.624,0.110,-0.085,98,0,17,1,11,0
4831,161.0,2000,2693,37,1822,176,2,480,1582.21,0.632,0.492,0.569,0.032,0.624,0.111,-0.086,99,0,15,0,11,0
4861,162.0,2000,2654,37,1826,172,2,466,1610.64,0.632,0.490,0.573,0.033,0.626,0.111,-0.087,102,0,24,3,8,0
4891,163.0,2000,2575,37,1830,168,2,471,1649.28,0.630,0.488,0.577,0.033,0.628,0.111,-0.088,119,0,12,2,9,0
4921,164.0,2000,2431,37,1830,168,2,447,1619.80,0.631,0.487,0.583,0.032,0.628,0.112,-0.088,83,1,13,0,7,0
4951,165.0,2000,2274,36,1830,168,2,440,1563.76,0.631,0.487,0.584,0.032,0.629,0.112,-0.089,114,0,12,0,12,0
4981,166.0,2000,2186,36,1830,168,2,451,1520.20,0.631,0.487,0.587,0.032,0.629,0.112,-0.090,98,0,18,1,3,0
5011,167.0,2000,2064,36,1833,165,2,446,1545.56,0.631,0.486,0.588,0.032,0.630,0.112,-0.089,104,0,14,2,11,0
5041,168.0,2000,1989,36,1835,163,2,433,1552.38,0.631,0.485,0.590,0.031,0.631,0.112,-0.089,100,0,7,1,2,0
5071,169.0,2000,1808,36,1828,170,2,437,1587.68,0.633,0.488,0.595,0.032,0.629,0.113,-0.090,96,0,21,0,7,0
5101,170.0,2000,1652,35,1828,170,2,443,1593.20,0.634,0.488,0.595,0.032,0.629,0.113,-0.090,105,0,20,0,3,0
5131,171.0,2000,1433,35,1831,167,2,452,1519.92,0.632,0.486,0.599,0.032,0.630,0.114,-0.090,105,1,14,0,8,0
5161,172.0,2000,1346,35,1831,167,2,448,1543.74,0.632,0.486,0.604,0.032,0.631,0.114,-0.091,119,0,19,0,8,0
5191,173.0,2000,1252,35,1832,166,2,443,1568.20,0.632,0.485,0.606,0.032,0.631,0.114,-0.091,115,1,16,3,10,0
5221,174.0,2000,1146,35,1834,164,2,433,1597.39,0.631,0.484,0.607,0.032,0.632,0.114,-0.091,108,0,10,1,13,0
5251,175.0,2000,1029,35,1836,162,2,442,1632.68,0.631,0.482,0.608,0.032,0.633,0.114,-0.092,119,0,18,0,4,0
5281,176.0,2000,895,35,1838,160,2,453,1641.96,0.630,0.481,0.611,0.032,0.634,0.114,-0.094,94,0,11,1,4,0
5311,177.0,2000,803,35,1839,159,2,451,1628.63,0.630,0.480,0.613,0.031,0.634,0.114,-0.094,88,1,9,1,9,0
5341,178.0,2000,776,35,1838,160,2,453,1664.34,0.629,0.480,0.617,0.031,0.634,0.114,-0.094,103,0,9,0,4,0
5371,179.0,2000,719,35,1837,161,2,447,1647.61,0.630,0.480,0.622,0.030,0.634,0.115,-0.094,101,1,11,0,9,0
5401,180.0,2000,715,34,1835,163,2,447,1745.10,0.630,0.481,0.624,0.030,0.633,0.115,-0.095,101,0,15,4,7,0
5431,181.0,2000,700,34,1838,160,2,453,1852.67,0.629,0.479,0.625,0.030,0.634,0.115,-0.095,90,0,18,5,7,0
5461,182.0,2000,735,34,1844,154,2,462,1915.82,0.627,0.476,0.628,0.030,0.636,0.115,-0.095,99,0,9,3,10,0
5491,183.0,2000,726,34,1845,153,2,448,1943.46,0.626,0.476,0.630,0.030,0.637,0.115,-0.096,98,0,11,1,8,0
5521,184.0,2000,794,34,1850,148,2,476,1997.73,0.625,0.473,0.633,0.030,0.639,0.116,-0.096,115,2,13,5,3,0
5551,185.0,2000,816,34,1853,145,2,488,1980.01,0.624,0.471,0.635,0.031,0.640,0.116,-0.097,100,0,12,3,9,0
5581,186.0,2000,907,34,1858,140,2,510,1972.44,0.622,0.469,0.636,0.032,0.642,0.116,-0.098,98,1,9,2,8,0
5611,187.0,2000,972,34,1860,138,2,515,1983.17,0.621,0.468,0.638,0.032,0.643,0.116,-0.098,93,0,11,2,8,0
5641,188.0,2000,1037,34,1861,137,2,526,1949.90,0.621,0.467,0.642,0.032,0.643,0.117,-0.098,109,0,20,4,10,0
5671,189.0,2000,1110,34,1861,137,2,536,1836.89,0.621,0.466,0.642,0.032,0.643,0.117,-0.098,118,0,19,3,10,0
5701,190.0,2000,1221,34,1862,136,2,535,1881.03,0.620,0.466,0.644,0.032,0.644,0.117,-0.099,91,0,6,5,2,0
5731,191.0,2000,1349,34,1864,134,2,547,1846.81,0.620,0.465,0.643,0.032,0.645,0.117,-0.100,116,0,5,3,11,0
5761,192.0,2000,1487,34,1862,136,2,525,1827.57,0.620,0.465,0.647,0.032,0.644,0.118,-0.100,121,1,14,2,9,0
5791,193.0,2000,1680,34,1863,135,2,514,1951.38,0.619,0.464,0.649,0.032,0.645,0.118,-0.101,91,0,17,2,7,0
5821,194.0,2000,1842,34,1864,134,2,504,1986.87,0.618,0.463,0.654,0.031,0.645,0.118,-0.101,95,0,15,0,8,0
5851,195.0,2000,1966,34,1865,133,2,505,1981.61,0.617,0.462,0.657,0.031,0.646,0.119,-0.101,119,0,8,0,5,0
5881,196.0,2000,2082,34,1866,132,2,510,1938.82,0.616,0.462,0.658,0.031,0.646,0.119,-0.103,106,1,7,1,8,0
5911,197.0,2000,2301,34,1866,132,2,522,1950.45,0.616,0.463,0.659,0.031,0.646,0.119,-0.104,108,0,11,1,3,0
5941,198.0,2000,2373,34,1867,131,2,515,1998.84,0.615,0.462,0.663,0.031,0.647,0.119,-0.104,118,0,11,3,6,0
5971,199.0,2000,2663,34,1872,126,2,508,2040.90,0.612,0.459,0.666,0.031,0.649,0.120,-0.106,109,0,17,3,7,0
6001,200.0,2000,2841,33,1873,125,2,499,2028.27,0.611,0.459,0.666,0.031,0.650,0.120,-0.107,113,0,17,3,3,0
