tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
1411,47.0,2000,395,60,546,1425,29,225,440.08,0.870,1.013,0.229,0.069,0.211,0.122,-0.023,51,24,102,0,6,0
1441,48.0,2000,371,60,566,1406,28,217,435.01,0.867,1.007,0.229,0.068,0.219,0.122,-0.023,57,11,100,0,7,0
1471,49.0,2000,363,60,575,1400,25,220,407.36,0.862,1.007,0.231,0.067,0.221,0.122,-0.024,45,18,105,0,5,0
1501,50.0,2000,283,55,597,1377,26,224,416.01,0.854,0.999,0.231,0.067,0.228,0.122,-0.021,50,31,118,0,6,0
1531,51.0,2000,248,55,597,1378,25,215,421.78,0.851,1.004,0.235,0.067,0.229,0.122,-0.019,51,14,113,0,4,0
1561,52.0,2000,252,55,621,1353,26,201,416.83,0.843,0.997,0.236,0.067,0.234,0.122,-0.016,51,26,105,0,8,0
1591,53.0,2000,198,55,644,1332,24,178,431.01,0.833,0.991,0.232,0.066,0.242,0.122,-0.015,45,38,108,0,11,0
1621,54.0,2000,214,55,684,1296,20,168,445.90,0.822,0.980,0.232,0.063,0.254,0.121,-0.015,52,34,111,0,4,0
1651,55.0,2000,186,47,710,1270,20,150,442.66,0.813,0.972,0.237,0.061,0.263,0.121,-0.015,58,30,104,0,5,0
1681,56.0,2000,175,47,749,1236,15,141,437.68,0.803,0.958,0.238,0.059,0.275,0.121,-0.015,59,43,85,0,10,0
1711,57.0,2000,147,47,780,1205,15,128,480.80,0.791,0.948,0.241,0.059,0.285,0.120,-0.012,58,51,106,0,5,0
1741,58.0,2000,128,47,820,1164,16,131,423.88,0.778,0.935,0.244,0.059,0.297,0.119,-0.007,61,44,120,0,6,0
1771,59.0,2000,140,47,856,1128,16,132,507.68,0.769,0.922,0.247,0.059,0.308,0.119,-0.004,55,53,99,0,3,0
1801,60.0,2000,137,39,888,1094,18,127,445.82,0.759,0.912,0.258,0.060,0.317,0.119,-0.002,64,46,153,0,4,0
1831,61.0,2000,124,39,929,1056,15,122,411.58,0.749,0.893,0.261,0.059,0.330,0.118,-0.001,55,46,124,0,13,0
1861,62.0,2000,135,39,972,1013,15,120,439.55,0.737,0.877,0.262,0.059,0.344,0.118,0.001,58,50,102,0,4,0
1891,63.0,2000,159,39,1000,985,15,117,456.67,0.727,0.869,0.261,0.058,0.354,0.117,0.002,71,54,101,0,9,0
1921,64.0,2000,148,39,1040,946,14,123,435.61,0.718,0.854,0.263,0.057,0.367,0.117,0.005,86,50,117,0,3,0
1951,65.0,2000,181,36,1069,918,13,137,398.67,0.708,0.844,0.267,0.057,0.377,0.116,0.006,81,36,137,0,6,0
1981,66.0,2000,219,36,1097,890,13,143,434.09,0.699,0.836,0.273,0.058,0.386,0.116,0.007,77,50,150,0,5,0
2011,67.0,2000,208,36,1102,885,13,143,380.05,0.693,0.835,0.279,0.058,0.389,0.115,0.010,93,34,138,0,6,0
2041,68.0,2000,265,36,1125,862,13,149,380.21,0.684,0.827,0.283,0.059,0.397,0.114,0.013,90,31,131,0,5,0
2071,69.0,2000,297,36,1125,861,14,151,403.30,0.680,0.828,0.286,0.060,0.397,0.114,0.012,97,30,100,0,4,0
2101,70.0,2000,336,32,1126,857,17,155,442.31,0.675,0.829,0.295,0.063,0.398,0.114,0.014,91,19,131,0,3,0
2131,71.0,2000,384,32,1112,868,20,157,375.01,0.673,0.833,0.303,0.067,0.394,0.113,0.015,84,20,133,0,6,0
2161,72.0,2000,385,32,1084,891,25,167,349.84,0.674,0.847,0.313,0.071,0.386,0.113,0.016,77,20,136,0,3,0
2191,73.0,2000,417,32,1074,902,24,168,361.02,0.674,0.847,0.324,0.072,0.383,0.113,0.016,86,5,148,0,4,0
2221,74.0,2000,495,32,1048,925,27,174,347.78,0.675,0.857,0.333,0.075,0.375,0.114,0.018,89,9,138,0,3,0
2251,75.0,2000,542,30,1039,934,27,189,359.18,0.676,0.862,0.339,0.077,0.372,0.114,0.017,89,8,130,0,2,0
2281,76.0,2000,590,30,1018,956,26,204,323.91,0.677,0.870,0.351,0.078,0.366,0.114,0.019,83,9,167,0,1,0
2311,77.0,2000,599,30,967,1006,27,205,348.32,0.683,0.891,0.365,0.080,0.350,0.114,0.024,80,9,199,0,3,0
2341,78.0,2000,558,30,911,1062,27,195,350.07,0.690,0.913,0.387,0.082,0.332,0.114,0.029,68,10,168,0,2,0
2371,79.0,2000,636,30,881,1092,27,192,383.17,0.687,0.926,0.406,0.084,0.323,0.114,0.031,68,9,166,0,3,0
2401,80.0,2000,657,25,826,1144,30,176,324.02,0.691,0.948,0.428,0.089,0.306,0.114,0.034,56,6,175,0,3,0
2431,81.0,2000,621,25,795,1172,33,174,326.21,0.690,0.957,0.445,0.093,0.296,0.114,0.036,57,8,147,0,5,0
2461,82.0,2000,642,25,750,1212,38,163,349.19,0.691,0.974,0.460,0.099,0.283,0.113,0.036,57,6,160,0,2,0
2491,83.0,2000,682,25,701,1260,39,155,396.65,0.693,0.995,0.477,0.103,0.268,0.113,0.038,59,5,145,0,5,0
2521,84.0,2000,685,25,672,1287,41,138,342.70,0.694,1.004,0.489,0.106,0.260,0.113,0.039,53,7,140,0,1,0
2551,85.0,2000,667,24,639,1317,44,131,335.55,0.695,1.017,0.505,0.108,0.249,0.112,0.043,55,12,124,0,0,0
2581,86.0,2000,656,24,589,1365,46,133,377.95,0.697,1.036,0.518,0.112,0.233,0.113,0.045,52,3,108,0,3,0
2611,87.0,2000,773,24,548,1403,49,126,427.76,0.698,1.051,0.534,0.117,0.219,0.113,0.049,57,4,162,0,1,0
2641,88.0,2000,680,24,516,1433,51,125,418.23,0.696,1.065,0.553,0.121,0.210,0.113,0.052,51,9,158,0,3,0
2671,89.0,2000,682,24,474,1480,46,124,409.07,0.697,1.081,0.568,0.119,0.197,0.113,0.053,55,4,129,0,5,0
2701,90.0,2000,698,22,458,1495,47,126,402.77,0.696,1.088,0.577,0.120,0.192,0.113,0.056,47,4,117,0,2,0
2731,91.0,2000,687,22,428,1526,46,129,390.71,0.696,1.100,0.590,0.121,0.183,0.113,0.057,42,6,103,0,6,0
2761,92.0,2000,732,22,404,1549,47,135,442.86,0.697,1.110,0.601,0.122,0.174,0.113,0.060,44,7,91,0,3,0
2791,93.0,2000,667,22,397,1558,45,140,423.65,0.694,1.112,0.617,0.121,0.172,0.113,0.062,39,7,120,0,2,0
2821,94.0,2000,597,22,378,1579,43,137,409.20,0.689,1.119,0.631,0.122,0.166,0.113,0.064,52,8,97,0,0,0
2851,95.0,2000,619,18,360,1597,43,140,382.27,0.689,1.128,0.643,0.123,0.160,0.112,0.065,52,9,87,0,2,0
2881,96.0,2000,628,18,341,1617,42,146,380.43,0.688,1.136,0.653,0.123,0.154,0.112,0.066,44,10,82,0,2,0
2911,97.0,2000,595,18,325,1632,43,145,405.42,0.687,1.142,0.656,0.124,0.150,0.112,0.067,46,4,70,0,4,0
2941,98.0,2000,595,18,305,1654,41,171,399.45,0.689,1.150,0.664,0.124,0.143,0.112,0.066,49,3,78,0,2,0
2971,99.0,2000,592,18,281,1675,44,168,438.20,0.691,1.162,0.674,0.127,0.136,0.112,0.069,42,10,83,0,7,0
3001,100.0,2000,512,16,266,1685,49,169,467.89,0.692,1.170,0.680,0.131,0.131,0.112,0.068,37,5,79,0,3,0
3031,101.0,2000,512,16,265,1685,50,178,451.14,0.693,1.171,0.685,0.132,0.131,0.111,0.070,45,9,61,0,2,0
3061,102.0,2000,427,16,259,1691,50,200,486.79,0.694,1.173,0.687,0.132,0.129,0.111,0.070,40,11,53,0,5,0
3091,103.0,2000,397,16,255,1697,48,225,487.20,0.695,1.177,0.691,0.131,0.128,0.111,0.071,33,10,63,0,5,0
3121,104.0,2000,392,16,250,1702,48,237,469.23,0.695,1.179,0.696,0.131,0.126,0.111,0.071,39,10,66,0,2,0
3151,105.0,2000,347,15,255,1696,49,239,485.89,0.694,1.177,0.702,0.131,0.128,0.111,0.072,34,13,65,0,8,0
3181,106.0,2000,315,15,241,1711,48,250,545.41,0.694,1.181,0.701,0.130,0.124,0.111,0.072,39,7,82,0,10,0
3211,107.0,2000,324,15,241,1709,50,256,530.40,0.694,1.182,0.702,0.131,0.124,0.111,0.072,48,10,61,0,7,0
3241,108.0,2000,261,15,239,1711,50,269,520.46,0.694,1.184,0.705,0.131,0.123,0.111,0.073,36,7,61,0,5,0
3271,109.0,2000,240,15,243,1709,48,282,482.43,0.692,1.182,0.709,0.130,0.124,0.111,0.073,29,11,59,0,3,0
3301,110.0,2000,235,12,244,1706,50,290,536.04,0.691,1.182,0.714,0.130,0.125,0.111,0.074,36,18,68,0,11,0
3331,111.0,2000,195,12,251,1700,49,307,560.49,0.690,1.179,0.719,0.129,0.127,0.111,0.074,33,21,58,0,5,0
3361,112.0,2000,168,12,252,1701,47,317,580.65,0.689,1.178,0.721,0.128,0.127,0.111,0.074,37,24,70,0,6,0
3391,113.0,2000,176,12,254,1699,47,344,561.53,0.687,1.177,0.720,0.127,0.128,0.111,0.075,55,34,58,0,15,0
3421,114.0,2000,159,12,265,1689,46,359,549.10,0.685,1.174,0.725,0.126,0.131,0.111,0.076,39,31,61,0,12,0
3451,115.0,2000,132,12,268,1690,42,373,560.69,0.684,1.174,0.727,0.124,0.131,0.111,0.076,34,27,61,0,14,0
3481,116.0,2000,119,12,282,1676,42,371,533.43,0.683,1.169,0.728,0.124,0.135,0.111,0.077,45,37,63,0,17,0
3511,117.0,2000,123,12,295,1661,44,410,536.98,0.681,1.163,0.730,0.124,0.139,0.111,0.078,50,43,37,0,19,0
3541,118.0,2000,108,12,317,1635,48,418,499.32,0.680,1.155,0.739,0.126,0.146,0.111,0.080,36,33,80,0,25,0
3571,119.0,2000,96,12,330,1622,48,391,539.51,0.678,1.150,0.740,0.125,0.150,0.112,0.079,44,62,52,0,32,0
3601,120.0,2000,101,11,347,1601,52,380,513.99,0.674,1.143,0.744,0.127,0.155,0.112,0.082,40,42,77,0,24,0
3631,121.0,2000,97,11,361,1587,52,377,553.62,0.673,1.139,0.743,0.126,0.159,0.111,0.082,28,52,64,0,24,0
3661,122.0,2000,108,11,397,1555,48,386,509.83,0.669,1.125,0.749,0.122,0.170,0.112,0.084,47,81,60,0,27,0
3691,123.0,2000,130,11,430,1519,51,390,501.17,0.667,1.113,0.753,0.122,0.180,0.112,0.084,54,71,65,1,27,0
3721,124.0,2000,150,11,462,1487,51,384,528.44,0.663,1.103,0.763,0.121,0.189,0.112,0.087,39,63,67,0,34,0
3751,125.0,2000,145,9,494,1454,52,369,499.83,0.661,1.092,0.768,0.121,0.199,0.112,0.088,50,59,81,0,27,0
3781,126.0,2000,145,9,522,1423,55,357,454.69,0.658,1.082,0.777,0.121,0.208,0.112,0.090,54,63,82,0,23,0
3811,127.0,2000,178,9,566,1381,53,349,483.62,0.656,1.070,0.785,0.118,0.221,0.112,0.091,69,79,79,0,31,0
3841,128.0,2000,163,9,602,1341,57,329,520.29,0.654,1.060,0.792,0.119,0.231,0.112,0.093,60,59,97,1,26,0
3871,129.0,2000,214,9,634,1313,53,319,504.82,0.653,1.050,0.799,0.115,0.241,0.112,0.095,60,49,81,0,22,0
3901,130.0,2000,232,9,657,1293,50,343,497.35,0.653,1.043,0.807,0.112,0.248,0.112,0.096,66,43,78,0,14,0
3931,131.0,2000,279,9,675,1279,46,348,509.20,0.652,1.036,0.814,0.109,0.253,0.112,0.097,79,35,71,0,20,0
3961,132.0,2000,337,9,694,1260,46,368,428.04,0.651,1.030,0.818,0.109,0.259,0.112,0.098,77,25,44,0,10,0
3991,133.0,2000,339,9,701,1255,44,380,458.64,0.651,1.029,0.818,0.108,0.260,0.111,0.099,73,29,57,0,8,0
4021,134.0,2000,402,9,714,1246,40,403,451.42,0.649,1.024,0.820,0.105,0.265,0.112,0.099,69,13,55,0,10,0
4051,135.0,2000,415,8,718,1244,38,412,462.18,0.647,1.023,0.822,0.103,0.266,0.111,0.101,60,20,56,0,5,0
4081,136.0,2000,445,8,721,1242,37,438,473.20,0.645,1.021,0.822,0.103,0.267,0.112,0.101,81,16,51,0,9,0
4111,137.0,2000,469,8,727,1234,39,447,484.42,0.644,1.019,0.822,0.103,0.268,0.111,0.102,63,14,55,0,10,0
4141,138.0,2000,492,8,737,1225,38,468,513.22,0.643,1.016,0.822,0.103,0.271,0.111,0.102,65,11,49,0,10,0
4171,139.0,2000,543,8,741,1220,39,460,562.81,0.643,1.015,0.825,0.103,0.272,0.111,0.103,86,3,45,0,7,0
4201,140.0,2000,556,8,750,1213,37,478,572.24,0.643,1.012,0.827,0.102,0.275,0.111,0.103,71,7,56,0,6,0
4231,141.0,2000,597,8,755,1208,37,510,573.29,0.644,1.011,0.832,0.102,0.276,0.111,0.104,59,4,58,0,8,0
4261,142.0,2000,670,8,761,1202,37,511,539.33,0.644,1.009,0.833,0.102,0.278,0.111,0.104,70,3,40,0,8,0
4291,143.0,2000,734,8,761,1201,38,521,508.29,0.645,1.009,0.837,0.103,0.279,0.111,0.103,64,2,51,0,7,0
4321,144.0,2000,700,8,772,1193,35,524,532.46,0.643,1.005,0.843,0.101,0.282,0.111,0.104,70,4,59,0,10,0
4351,145.0,2000,666,8,771,1197,32,527,588.63,0.644,1.007,0.841,0.099,0.281,0.111,0.105,66,7,48,0,12,0
4381,146.0,2000,715,8,774,1194,32,538,592.41,0.643,1.005,0.841,0.100,0.282,0.111,0.105,67,3,57,1,9,0
4411,147.0,2000,744,8,771,1200,29,539,570.59,0.644,1.006,0.844,0.098,0.282,0.111,0.105,71,2,56,0,6,0
4441,148.0,2000,743,8,778,1194,28,524,586.38,0.644,1.006,0.845,0.096,0.284,0.111,0.106,59,1,42,0,4,0
4471,149.0,2000,753,8,779,1192,29,529,621.72,0.644,1.006,0.844,0.097,0.284,0.110,0.106,71,0,52,0,8,0
4501,150.0,2000,734,8,775,1195,30,531,655.20,0.645,1.008,0.842,0.098,0.283,0.110,0.106,73,2,42,0,7,0
4531,151.0,2000,818,8,770,1199,31,510,656.53,0.646,1.010,0.838,0.099,0.281,0.110,0.107,74,2,48,0,13,0
4561,152.0,2000,777,8,775,1194,31,522,626.03,0.646,1.008,0.840,0.099,0.282,0.110,0.107,53,2,37,0,8,0
4591,153.0,2000,720,8,777,1194,29,508,563.70,0.646,1.008,0.839,0.098,0.283,0.110,0.107,69,2,48,0,11,0
4621,154.0,2000,728,8,772,1199,29,520,568.97,0.646,1.010,0.840,0.098,0.281,0.110,0.108,58,2,49,0,9,0
4651,155.0,2000,725,9,767,1204,29,512,610.41,0.646,1.011,0.841,0.098,0.280,0.110,0.107,68,2,42,0,11,0
4681,156.0,2000,662,9,762,1210,28,537,625.16,0.647,1.012,0.841,0.098,0.279,0.110,0.106,53,2,29,0,11,0
4711,157.0,2000,643,9,762,1210,28,546,667.16,0.647,1.012,0.846,0.098,0.279,0.110,0.105,73,4,43,0,8,0
4741,158.0,2000,644,9,765,1208,27,545,709.91,0.647,1.012,0.847,0.097,0.280,0.110,0.105,67,5,39,1,10,0
4771,159.0,2000,609,9,765,1210,25,546,684.55,0.645,1.012,0.849,0.096,0.280,0.110,0.105,57,1,32,0,15,0
4801,160.0,2000,523,9,767,1207,26,546,676.99,0.646,1.011,0.849,0.097,0.281,0.110,0.104,62,2,49,0,13,0
4831,161.0,2000,521,9,762,1213,25,550,672.23,0.646,1.012,0.846,0.096,0.279,0.110,0.104,52,1,38,0,10,0
4861,162.0,2000,529,9,775,1200,25,565,668.86,0.645,1.007,0.851,0.096,0.283,0.110,0.105,67,9,47,0,9,0
4891,163.0,2000,503,9,794,1182,24,563,702.86,0.644,1.001,0.855,0.095,0.289,0.111,0.107,56,2,33,0,9,0
4921,164.0,2000,464,9,801,1176,23,541,733.88,0.642,0.998,0.857,0.094,0.291,0.111,0.107,66,1,41,1,12,0
4951,165.0,2000,445,10,813,1162,25,563,762.29,0.641,0.994,0.861,0.095,0.294,0.111,0.108,61,5,42,1,12,0
4981,166.0,2000,384,10,815,1157,28,561,743.59,0.640,0.993,0.860,0.097,0.294,0.111,0.108,67,6,40,0,10,0
5011,167.0,2000,338,10,822,1150,28,542,730.39,0.641,0.993,0.867,0.096,0.296,0.111,0.109,49,2,54,0,17,0
5041,168.0,2000,311,10,821,1152,27,544,754.77,0.642,0.993,0.871,0.096,0.296,0.111,0.110,66,4,43,0,5,0
5071,169.0,2000,287,10,832,1142,26,551,813.74,0.640,0.989,0.873,0.094,0.299,0.111,0.111,67,2,21,0,17,0
5101,170.0,2000,234,10,849,1126,25,566,837.68,0.640,0.984,0.873,0.093,0.304,0.111,0.111,66,10,39,0,8,0
5131,171.0,2000,237,10,863,1110,27,573,857.57,0.639,0.980,0.876,0.094,0.308,0.111,0.112,65,3,27,0,10,0
5161,172.0,2000,239,10,872,1097,31,593,835.52,0.639,0.978,0.877,0.095,0.311,0.111,0.113,63,5,34,0,13,0
5191,173.0,2000,210,10,881,1088,31,609,824.71,0.640,0.974,0.877,0.095,0.313,0.111,0.113,61,8,32,1,11,0
5221,174.0,2000,188,10,898,1071,31,627,793.02,0.638,0.968,0.884,0.094,0.318,0.111,0.114,47,8,33,0,13,0
5251,175.0,2000,150,10,909,1061,30,659,803.22,0.637,0.966,0.888,0.093,0.322,0.111,0.115,70,8,27,0,11,0
5281,176.0,2000,145,10,905,1065,30,677,851.76,0.637,0.968,0.884,0.093,0.321,0.111,0.115,67,9,36,0,8,0
5311,177.0,2000,157,10,910,1059,31,680,863.43,0.637,0.966,0.882,0.094,0.322,0.111,0.115,61,5,19,0,17,0
5341,178.0,2000,132,10,912,1057,31,661,913.63,0.636,0.966,0.883,0.094,0.323,0.111,0.115,61,9,39,1,13,0
5371,179.0,2000,123,10,927,1041,32,647,921.83,0.633,0.960,0.883,0.094,0.327,0.111,0.116,65,14,49,0,19,0
5401,180.0,2000,128,10,941,1028,31,630,942.10,0.631,0.955,0.884,0.092,0.331,0.111,0.117,64,10,38,1,20,0
5431,181.0,2000,121,10,955,1015,30,615,919.67,0.630,0.951,0.884,0.091,0.336,0.111,0.117,62,13,28,1,20,0
5461,182.0,2000,142,10,969,1003,28,563,895.83,0.628,0.946,0.887,0.089,0.340,0.111,0.117,62,19,35,0,17,0
5491,183.0,2000,145,10,981,995,24,549,934.39,0.626,0.942,0.887,0.086,0.344,0.111,0.118,56,18,38,2,24,0
5521,184.0,2000,160,10,1006,971,23,528,945.82,0.623,0.935,0.890,0.084,0.351,0.111,0.120,71,22,41,2,20,0
5551,185.0,2000,184,11,1017,962,21,504,1024.26,0.621,0.932,0.891,0.084,0.355,0.111,0.120,76,15,28,3,20,0
5581,186.0,2000,192,11,1026,952,22,483,1058.19,0.620,0.929,0.891,0.084,0.357,0.111,0.122,83,15,24,2,15,0
5611,187.0,2000,235,11,1038,942,20,488,1074.64,0.619,0.925,0.895,0.082,0.361,0.111,0.122,73,20,21,1,13,0
5641,188.0,2000,229,11,1048,932,20,486,962.11,0.618,0.921,0.898,0.081,0.363,0.111,0.123,79,17,28,0,21,0
5671,189.0,2000,225,11,1065,915,20,483,943.73,0.617,0.916,0.902,0.080,0.368,0.111,0.124,80,12,21,1,16,0
5701,190.0,2000,294,12,1075,905,20,473,887.31,0.616,0.912,0.900,0.080,0.371,0.111,0.125,81,5,25,2,10,0
5731,191.0,2000,311,12,1082,898,20,479,904.17,0.615,0.910,0.899,0.079,0.374,0.111,0.126,80,12,29,1,9,0
5761,192.0,2000,377,12,1082,898,20,488,950.66,0.614,0.910,0.899,0.079,0.374,0.111,0.126,89,5,26,0,15,0
5791,193.0,2000,398,12,1085,895,20,492,999.40,0.614,0.910,0.898,0.079,0.374,0.111,0.126,67,2,32,1,5,0
5821,194.0,2000,432,12,1079,901,20,503,994.91,0.614,0.911,0.899,0.080,0.373,0.111,0.126,82,3,27,1,4,0
5851,195.0,2000,441,13,1089,892,19,527,1009.32,0.614,0.908,0.901,0.079,0.376,0.111,0.126,79,4,27,0,8,0
5881,196.0,2000,551,13,1090,890,20,509,998.05,0.615,0.908,0.901,0.079,0.376,0.111,0.126,67,2,29,0,13,0
5911,197.0,2000,553,13,1093,887,20,508,1018.20,0.615,0.908,0.902,0.080,0.377,0.111,0.126,77,1,26,0,10,0
5941,198.0,2000,600,13,1097,883,20,492,1011.41,0.615,0.907,0.903,0.080,0.378,0.111,0.126,77,0,32,0,11,0
5971,199.0,2000,630,13,1099,881,20,477,1004.12,0.615,0.906,0.902,0.081,0.379,0.111,0.127,76,3,48,1,14,0
6001,200.0,2000,697,13,1091,889,20,471,1031.45,0.616,0.911,0.901,0.081,0.376,0.111,0.127,71,2,37,0,7,0
6031,201.0,2000,695,13,1087,894,19,449,984.41,0.616,0.911,0.902,0.081,0.375,0.111,0.127,58,2,45,1,5,0
6061,202.0,2000,762,13,1086,895,19,445,1019.64,0.615,0.912,0.901,0.081,0.374,0.111,0.127,82,1,38,0,3,0
6091,203.0,2000,785,13,1087,895,18,442,1064.80,0.616,0.912,0.902,0.081,0.375,0.111,0.127,87,0,25,0,4,0
6121,204.0,2000,889,13,1087,895,18,421,1020.95,0.616,0.912,0.902,0.080,0.374,0.111,0.127,75,3,30,0,12,0
