tick,sim_second,organisms,food,species,plants,foragers,predators,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event
31,1.0,903,11637,0,189,619,95,1,13.48,0.940,0.933,0.193,0.138,0.160,0.095,0.019,65,0,25,0,0,0
61,2.0,2000,6732,0,219,1602,179,2,16.71,0.999,1.060,0.180,0.121,0.103,0.099,0.027,102,0,62,0,0,0
91,3.0,2000,3498,0,225,1599,176,7,31.18,1.000,1.059,0.180,0.120,0.104,0.099,0.025,147,1,76,0,0,0
121,4.0,2000,1702,0,231,1591,178,13,67.99,0.991,1.056,0.182,0.119,0.105,0.099,0.022,99,51,93,0,0,0
151,5.0,2000,767,356,253,1562,185,17,94.64,0.970,1.050,0.183,0.122,0.109,0.100,0.016,89,146,80,0,1,0
181,6.0,2000,544,356,284,1542,174,22,119.36,0.950,1.042,0.177,0.119,0.118,0.100,0.016,77,111,70,0,2,0
211,7.0,2000,535,356,303,1530,167,26,138.40,0.939,1.034,0.172,0.118,0.123,0.099,0.014,73,83,70,0,3,0
241,8.0,2000,491,356,315,1525,160,37,158.54,0.930,1.037,0.171,0.116,0.126,0.099,0.014,70,73,87,0,4,0
271,9.0,2000,553,356,341,1510,149,40,174.99,0.922,1.034,0.163,0.111,0.134,0.100,0.015,62,80,83,0,5,0
301,10.0,2000,598,266,359,1502,139,46,190.01,0.914,1.034,0.156,0.106,0.140,0.100,0.017,68,76,73,0,5,0
331,11.0,2000,650,266,389,1480,131,50,199.34,0.908,1.027,0.153,0.103,0.150,0.100,0.017,52,73,65,0,2,0
361,12.0,2000,673,266,419,1452,129,62,214.35,0.901,1.018,0.150,0.102,0.158,0.100,0.017,59,65,70,0,1,0
391,13.0,2000,680,266,440,1431,129,66,222.59,0.899,1.015,0.148,0.102,0.165,0.099,0.017,56,48,62,0,5,0
