tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
31,1.0,464,10151,0,158,106,89,111,0,12.23,0.890,0.820,0.215,0.157,0.236,-0.030,1.489,0.3358,1.2979,0.801,0.392,0.170,0.093,-0.002,42,0,22,0,0,0,25482.32,1391.466,8125.555,41.789,62.875,10.832,2403.857,1128.928,0.000,3322.297,2657.838,1240.227,1725.587,203.819,0.000116,-0.000455,27,0,14,8,12,7,3199,0,8,13.370,680,83,55,4,8,35,8,998,208,179,6,0,170,3,1405,231,0,2747.500,2295.181,0.000,0.283,6.849,304.756,145.385,2.970,10,2,0,2,0,33,1687,324,9,4887.449,2831.825,26.524,0.657,1.666,384.981,212.252,6.281,17,3,0,3,0,62,1452,302,11,3958.105,1442.750,32.219,2.352,3.430,317.855,184.222,14.924,12,4,0,4,0,28,1606,303,3,4399.347,722.662,3.203,11.365,1.272,329.553,162.489,7.188,9,2,0,2,0,21,1407,247,4,3065.039,208.267,0.930,6.844,0.154,319.926,137.831,15.285,0,2,0,2,0,19,1394,250,0,2732.500,21.459,0.000,6.917,0.000,312.224,156.708,4.559,0,1,0,1,0,30,2,2,1,0,6,1,0,2,0,0,0,0,2286,0,28,2176,0,92,0,0,0,0,0,0,4629,37,265,4322,21,282,0,0,0,0,0,0,0.000,2.673,32.959,84.315,0,0,0,77,38,167,1854,9,128,0,6,14,65,59,14,5,4,5,52,34,6,2,15,10,49,28,7,2,11,11,31,25,9,152,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.4246,0.4246,1,0,0
61,2.0,487,9059,0,161,117,86,123,0,19.62,0.913,0.841,0.212,0.152,0.229,-0.067,1.486,0.3544,1.3210,0.813,0.391,0.172,0.093,-0.001,54,0,23,0,0,0,25803.60,1385.533,6982.914,49.667,78.348,14.724,2643.576,1458.533,0.000,2008.613,1606.891,1100.555,2268.714,223.729,0.000126,-0.001166,40,0,19,4,2,1,3118,7,4,3.379,642,76,44,5,2,32,4,1070,284,242,14,0,214,14,1482,196,5,2243.013,1804.357,19.396,0.000,0.000,326.097,164.759,2.822,6,0,0,0,0,0,1854,288,0,5100.000,2860.001,0.000,0.000,0.000,455.599,312.890,1.679,19,13,0,13,0,245,1777,253,14,3449.894,1313.500,39.173,0.974,1.982,420.270,256.261,13.873,11,2,0,2,0,16,1740,191,5,3007.555,507.069,6.682,26.279,1.173,360.803,249.050,15.556,2,1,0,1,0,58,1322,183,7,2399.189,172.531,2.179,7.432,0.163,304.368,153.018,8.987,0,1,0,1,0,33,1296,143,2,1924.321,11.735,0.635,11.601,0.061,292.046,181.693,5.966,0,2,0,2,0,98,0,1,0,0,2,0,0,1,0,0,0,0,2378,0,90,2401,15,143,0,0,0,0,0,0,4831,315,554,4640,265,632,0,0,0,0,0,0,1.328,4.102,314.046,185.744,0,0,0,56,40,181,1369,78,206,1,10,17,63,58,12,11,20,6,40,35,5,14,17,9,52,22,9,7,13,6,30,21,9,150,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3799,0.3799,1,0,0
91,3.0,514,8058,0,161,154,80,119,1,41.27,0.946,0.872,0.197,0.137,0.220,-0.129,1.484,0.3514,1.3829,0.826,0.391,0.153,0.090,-0.002,64,11,23,0,0,0,26311.70,1412.663,7620.144,31.028,58.458,20.424,2881.957,2127.538,0.141,2733.504,2186.804,951.659,1902.003,145.740,0.000142,-0.002060,28,0,18,5,9,8,3412,11,5,4.745,600,52,41,4,0,31,6,1175,283,225,11,0,213,1,1622,217,2,2388.293,1889.839,6.612,0.067,0.000,368.152,213.955,4.433,13,5,0,5,0,391,2340,346,6,7040.487,3963.350,16.988,0.480,0.000,607.406,739.784,4.628,38,9,3,6,0,440,1958,142,6,1866.676,699.402,19.960,2.529,2.022,480.316,336.512,15.754,3,3,1,2,0,209,1749,218,2,3793.008,665.239,0.680,11.132,2.378,368.277,324.364,11.296,2,6,2,4,0,472,1281,139,0,1602.500,106.542,0.000,0.000,0.344,285.909,189.087,3.481,0,3,3,0,0,232,1226,146,1,2165.495,14.349,0.083,12.075,0.000,276.228,184.107,3.599,0,3,2,1,0,239,0,0,0,0,0,0,0,0,0,0,0,0,2415,0,180,2407,30,203,0,0,0,0,0,0,5043,596,570,5133,1132,757,0,0,0,0,0,0,2.655,6.780,1058.248,183.840,0,0,0,68,31,204,1304,242,197,1,16,21,52,58,13,47,20,6,54,23,4,21,16,24,29,19,10,10,12,8,26,17,7,144,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3132,0.3132,1,0,0
121,4.0,600,6905,0,161,243,74,122,1,54.19,1.007,0.939,0.171,0.129,0.197,-0.218,1.485,0.3483,1.5226,0.837,0.404,0.125,0.084,-0.002,80,16,20,0,0,0,29339.84,1409.027,11446.873,21.166,120.564,28.385,3327.016,3100.197,2.112,5588.806,4471.045,764.611,1297.212,240.019,0.000103,-0.002998,47,0,14,6,16,11,3322,9,6,10.992,602,44,19,2,3,14,0,1024,164,130,2,0,124,4,1801,157,3,1433.904,1130.317,8.722,0.000,3.176,413.057,318.271,6.016,5,2,2,0,0,236,3998,667,23,14983.758,8314.214,65.607,3.083,2.864,1109.442,1639.998,16.029,99,10,4,6,0,643,1933,198,6,2705.791,1018.877,33.151,0.365,4.758,474.259,386.624,12.360,6,8,4,4,0,578,1668,182,1,3348.617,581.143,0.686,1.086,0.000,345.971,298.005,4.031,5,3,1,2,0,224,1187,121,2,1508.288,108.508,0.181,2.845,0.194,247.441,178.438,3.829,0,2,1,1,0,199,1129,116,3,1627.784,14.497,0.393,2.796,0.000,253.730,139.211,4.495,0,4,3,1,0,443,0,0,0,0,5,0,0,2,0,0,0,0,2390,0,240,2381,31,235,0,0,0,0,0,0,5086,782,935,6630,2158,909,0,0,0,0,0,0,2.702,8.813,1791.457,294.587,0,0,0,107,49,219,1528,432,336,2,16,15,56,60,12,74,55,3,46,47,18,34,23,7,34,18,6,16,11,6,23,13,5,143,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.2650,0.2650,1,0,0
151,5.0,729,5485,61,166,381,65,117,1,68.64,1.078,1.010,0.152,0.105,0.177,-0.306,1.491,0.3513,1.7173,0.840,0.392,0.107,0.077,-0.000,77,42,29,0,0,0,34195.47,1510.123,17940.872,37.845,245.138,26.418,4313.276,5319.469,2.112,9182.185,7345.748,1091.201,1723.064,347.643,0.000150,-0.004692,49,0,21,8,21,13,3310,14,8,17.803,532,42,33,7,0,14,12,905,215,180,1,0,171,8,1885,210,1,2224.968,1769.884,1.989,0.125,2.011,423.727,304.036,8.007,12,9,6,3,0,1081,7360,1112,33,25673.775,14313.482,219.616,3.278,14.101,2129.284,3467.446,42.077,160,30,17,13,0,1492,1974,186,1,2833.901,1130.430,1.646,0.000,1.691,480.806,698.684,14.480,9,7,7,0,0,791,1572,134,0,2440.000,412.071,0.000,2.986,0.000,327.365,302.566,4.074,4,8,7,1,0,1027,1113,106,0,1407.500,105.189,0.000,13.653,0.000,229.675,212.455,9.750,0,4,2,2,0,547,1023,66,0,950.000,8.879,0.000,0.000,0.000,225.450,155.378,0.593,0,5,3,2,0,728,1,1,0,0,2,0,0,6,0,0,0,0,2462,0,283,2448,121,208,0,0,0,0,0,0,5150,1391,849,9777,3225,2102,0,0,0,0,0,0,6.724,10.654,3272.020,585.887,0,0,0,118,57,283,1878,692,410,5,16,17,59,53,16,122,82,12,34,111,20,48,15,8,23,19,4,19,8,6,17,11,4,145,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,1.0000,1.0000,8,8,8,0.4571,0.3436,15,0,0
181,6.0,996,3419,61,174,678,46,98,1,96.94,1.169,1.124,0.121,0.086,0.149,-0.419,1.505,0.3481,1.9498,0.825,0.379,0.077,0.069,-0.002,104,73,13,0,0,0,45323.34,1654.685,30585.134,30.746,199.007,23.294,6255.228,8990.095,2.112,16546.549,13237.239,664.504,1695.080,226.367,0.000099,-0.005205,45,0,11,2,6,5,3460,8,2,4.008,407,68,61,5,8,46,2,819,253,200,3,0,191,6,2227,218,0,3595.000,2717.795,0.000,0.095,0.000,539.381,369.248,5.155,27,3,3,0,0,482,13628,1924,30,46035.526,26075.932,181.425,0.726,2.987,4066.842,7128.177,48.178,308,33,30,3,0,1898,1853,159,6,2894.150,1164.469,7.803,0.567,0.000,471.350,763.373,17.559,5,16,11,5,0,1952,1324,106,0,2212.500,355.437,0.000,0.628,1.020,279.469,281.824,2.617,2,12,9,3,0,1417,964,58,1,790.041,58.626,0.363,14.151,0.000,204.563,153.542,18.633,0,7,7,0,0,1181,688,40,0,475.000,4.512,0.000,10.572,0.000,153.337,86.805,4.376,0,12,12,0,0,1960,0,0,0,0,2,0,0,0,0,0,0,0,2494,47,311,2658,186,220,0,0,0,0,0,0,5154,1677,745,15523,5727,3183,7,0,7,0,0,0,11.457,14.304,5931.337,960.925,0,0,0,120,65,311,2562,1043,493,9,20,18,54,52,21,274,98,13,75,211,7,35,21,5,23,12,2,11,8,3,13,7,4,145,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1.0000,1.0000,6,6,6,0.4416,0.3856,13,0,0
211,7.0,1136,1801,61,184,828,36,88,3,87.30,1.195,1.165,0.113,0.078,0.145,-0.460,1.501,0.3506,2.1026,0.798,0.321,0.066,0.065,0.002,109,123,29,0,0,0,48610.91,1706.529,27874.828,17.691,488.957,23.449,8329.335,13152.557,3.573,13696.505,10957.204,864.437,792.847,429.428,0.000123,-0.005789,56,0,27,2,24,22,3470,2,2,9.506,273,51,42,4,0,38,0,682,175,144,1,1,137,5,3145,266,5,5255.287,3899.379,49.954,0.000,6.034,875.336,695.324,3.442,45,5,2,3,0,666,19988,1650,45,40468.403,22460.697,433.457,5.483,3.472,6005.049,11305.473,66.093,227,117,95,22,0,6649,1607,141,3,2974.099,1226.085,2.988,0.000,0.000,397.850,569.490,13.009,8,9,8,1,0,1381,1135,70,0,1347.500,206.520,0.000,0.011,0.000,233.834,213.891,2.938,0,9,9,0,0,1504,769,30,1,369.240,28.327,0.174,0.000,0.000,159.191,121.823,1.092,0,4,3,1,0,773,452,21,0,192.500,1.464,0.000,2.691,0.000,98.335,34.154,4.658,0,6,6,0,0,1178,0,0,0,0,3,0,0,3,0,0,0,0,2586,93,358,2795,224,294,0,0,0,0,0,0,4934,1752,728,22027,8883,3178,135,0,42,0,0,0,17.240,17.756,8903.764,999.249,0,0,0,143,75,364,2200,892,366,13,26,17,56,50,22,319,135,47,143,145,39,35,12,2,17,17,5,10,4,0,15,6,1,145,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1.0000,1.0000,6,6,6,0.4380,0.3603,10,0,0
241,8.0,1142,1030,61,191,850,21,80,4,97.44,1.202,1.180,0.107,0.078,0.150,-0.494,1.510,0.3482,2.1818,0.824,0.267,0.059,0.064,0.002,77,178,10,0,2,0,45016.67,1870.995,19665.020,10.923,585.210,17.623,9052.329,13069.310,6.798,9147.437,7317.949,274.756,433.488,475.009,0.000145,-0.006503,102,0,7,3,10,7,3356,17,3,10.125,175,42,35,0,2,20,13,622,193,168,0,0,165,3,4533,230,11,5517.995,4186.302,104.568,0.217,0.000,1363.486,1174.025,6.471,49,12,10,2,0,1615,21014,1051,61,26014.529,14314.137,390.477,0.581,9.475,6320.067,10721.273,52.527,128,144,140,2,2,10482,1724,99,9,2386.214,961.707,43.293,0.000,0.650,443.686,704.999,13.993,9,13,12,1,0,1972,904,44,4,817.764,136.368,9.078,0.000,0.000,179.840,146.951,1.189,0,3,2,1,0,667,576,14,0,175.000,12.527,0.000,0.000,0.000,119.424,92.654,0.891,0,9,9,0,0,2025,246,2,0,15.000,0.252,0.000,0.000,0.000,44.917,13.119,2.096,0,6,5,1,0,1332,0,0,0,0,0,0,0,1,0,0,0,0,2682,176,413,2955,274,405,0,0,0,0,0,0,4740,1837,705,23872,7613,3825,385,0,104,0,0,0,32.833,20.709,7636.466,1214.645,0,0,0,160,81,444,1456,534,200,17,30,15,52,50,27,250,129,54,326,61,30,27,18,2,15,15,3,5,2,0,11,3,0,144,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1.0000,1.0000,4,4,4,0.4525,0.3583,9,0,0
271,9.0,972,978,61,202,685,16,69,4,100.03,1.168,1.140,0.101,0.078,0.176,-0.510,1.513,0.3541,2.1153,0.792,0.228,0.071,0.066,-0.004,81,231,12,0,0,0,36597.40,1987.171,10460.806,12.383,678.255,15.027,8200.176,10943.506,7.411,3289.278,2631.422,217.864,368.692,484.127,0.000128,-0.007126,89,0,11,1,10,9,3077,8,1,7.877,163,27,27,2,0,25,0,518,136,117,1,2,109,5,4877,158,13,3871.752,2955.774,129.451,0.132,7.877,1520.992,1571.883,7.557,28,33,32,1,0,3507,17987,506,65,13186.830,7015.241,520.938,0.782,0.000,5435.465,8434.708,48.640,31,191,181,10,0,16816,1438,34,3,771.242,313.517,11.424,0.530,0.000,363.272,496.491,10.936,1,7,7,0,0,769,816,34,0,675.000,118.943,0.000,0.000,0.000,161.461,146.199,0.523,0,5,5,0,0,1209,406,5,0,55.000,4.380,0.000,0.000,0.000,83.300,62.920,0.728,0,4,4,0,0,1040,154,1,0,7.500,0.126,0.000,3.062,0.000,28.131,5.662,2.117,0,1,1,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,2898,278,356,3055,322,492,0,0,0,0,0,0,4065,1436,869,21141,6008,2971,472,77,172,0,0,0,49.057,18.538,5908.553,1102.369,0,0,0,168,96,436,752,249,88,24,26,15,50,54,33,212,105,72,150,110,36,18,14,2,16,16,3,3,2,0,10,1,0,152,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1.0000,1.0000,6,6,6,0.4239,0.3228,11,0,0
301,10.0,863,1033,53,215,580,11,57,4,122.48,1.136,1.106,0.098,0.072,0.204,-0.534,1.509,0.3585,2.0520,0.820,0.223,0.052,0.067,-0.009,62,203,2,0,1,0,33180.96,2281.540,12129.154,1.327,633.764,13.534,6971.124,9312.376,6.302,4389.304,3511.443,-66.136,303.373,423.563,0.000114,-0.006525,96,0,1,1,2,1,2848,7,1,1.310,145,12,12,0,0,6,6,371,97,91,0,0,83,8,5220,260,24,6225.348,4550.401,236.203,0.000,0.000,1668.464,1949.106,3.522,45,27,27,0,0,3052,13765,505,52,13078.675,7133.748,368.664,0.017,0.000,4179.449,6639.916,27.601,37,160,160,0,0,17794,1201,36,5,859.103,347.488,12.069,0.000,1.310,294.862,374.665,6.098,0,8,7,0,1,1484,639,9,8,236.253,31.601,10.747,0.000,0.000,124.941,112.401,1.110,0,4,3,1,0,810,286,2,0,32.500,2.295,0.000,0.000,0.000,54.126,16.527,0.094,0,3,3,0,0,859,133,0,0,0.000,0.000,0.000,0.000,0.000,23.717,5.691,0.326,0,2,2,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,3121,430,328,3091,411,442,2,0,0,0,0,0,3094,996,598,17752,5428,2433,398,66,101,0,0,0,71.701,15.280,5129.653,791.927,0,0,0,212,127,546,830,205,103,33,26,17,51,59,29,169,91,49,105,129,37,20,8,1,10,12,6,1,1,0,8,1,0,156,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1.0000,1.0000,5,5,5,0.4384,0.3385,10,0,0
