tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
31,1.0,445,11013,0,161,102,71,111,0,14.56,0.856,0.777,0.216,0.162,0.254,-0.082,1.525,0.3057,1.2469,0.786,0.404,0.180,0.097,-0.006,43,0,25,0,0,0,24341.65,1407.752,6906.330,32.618,34.009,14.979,2306.009,1025.299,0.000,2482.619,1986.096,1264.863,2226.575,192.276,0.000096,-0.000547,22,0,21,4,16,15,3320,9,4,3.767,593,95,65,3,3,53,6,988,235,167,12,0,152,2,1749,302,0,3420.000,2982.245,0.000,0.466,0.000,334.325,200.170,16.031,8,4,0,4,0,68,1346,197,1,2790.195,1652.127,11.385,0.000,0.000,303.186,130.750,3.355,4,1,0,1,0,24,1709,257,9,4009.637,1386.379,20.676,7.538,2.083,413.300,197.468,20.260,17,9,0,9,0,120,1604,343,0,3465.000,565.878,0.000,7.102,1.508,341.199,165.836,8.413,5,4,0,4,0,40,1218,167,2,2084.487,143.428,0.424,13.745,0.176,305.578,110.823,8.785,0,2,0,2,0,19,1018,200,1,2485.028,22.602,0.050,0.000,0.000,207.510,99.721,1.953,0,1,0,1,0,26,3,1,0,0,4,1,0,1,1,0,0,0,2264,0,56,2111,0,72,0,0,0,0,0,0,4515,19,404,4129,1,375,0,0,0,0,0,0,0.000,2.431,11.361,100.549,0,0,0,21,103,138,1550,6,129,0,9,38,68,31,15,4,21,26,31,15,5,1,21,25,41,17,6,0,11,15,33,9,3,149,2,0,0,0,0,0,1,76,1,0,0,0,0,0,0,89,0,0,0,0,0,0,0,58,1,1,0,0,0,0,0,0.9867,0.9867,1,1,1,0.3888,0.3888,1,0,0
61,2.0,453,10195,0,164,98,70,121,0,22.89,0.858,0.775,0.213,0.159,0.254,-0.081,1.513,0.3081,1.2427,0.807,0.415,0.170,0.097,-0.005,65,0,22,0,0,0,23436.74,1454.011,5474.995,31.854,23.191,23.737,2343.297,1091.562,0.000,1166.285,933.028,1235.230,2797.877,164.541,0.000107,-0.001415,23,0,15,7,15,13,3568,4,7,13.527,582,69,54,2,0,44,8,1186,318,279,5,0,271,3,1655,185,0,2420.000,2149.083,0.000,0.893,12.730,320.785,216.925,10.769,2,2,0,2,0,54,1311,122,1,1722.614,1064.126,1.673,0.541,0.000,287.992,134.890,7.602,2,6,0,6,0,149,1832,246,8,4495.596,1542.206,8.743,4.861,0.000,438.129,233.006,17.111,14,5,0,5,0,72,1641,273,10,3071.920,518.127,6.944,0.000,0.000,341.637,181.557,6.664,2,1,0,1,0,56,1170,131,0,1332.500,86.425,0.000,12.032,0.607,296.053,109.563,5.742,0,0,0,0,0,0,941,74,0,852.500,8.176,0.000,0.000,0.190,190.209,88.917,3.515,0,1,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,2507,0,156,2462,0,162,0,0,0,0,0,0,4425,174,969,4125,34,1086,0,0,0,0,0,0,0.000,6.211,78.646,264.958,0,1,0,17,104,150,1089,35,295,0,12,40,66,26,20,8,28,15,32,10,5,2,40,22,42,10,5,0,17,15,29,8,1,149,2,0,0,0,0,0,1,62,0,0,0,0,0,0,0,78,0,1,0,0,0,0,0,52,1,0,0,0,0,0,0,0.9884,0.9884,1,1,1,0.3731,0.3731,1,0,0
91,3.0,484,9332,0,163,103,70,148,1,25.59,0.874,0.794,0.206,0.158,0.240,-0.093,1.511,0.3057,1.2705,0.802,0.417,0.184,0.097,-0.000,72,0,12,0,0,0,23880.74,1472.528,5988.964,20.476,32.405,27.386,2460.829,1336.647,0.090,1818.126,1454.501,544.788,2234.780,97.212,0.000115,-0.000993,11,0,7,5,9,6,3830,1,5,14.361,610,99,69,0,0,57,12,1438,439,386,6,0,372,7,1686,183,1,2083.350,1822.991,9.582,0.000,13.681,326.959,243.060,5.567,3,0,0,0,0,0,1318,153,0,1847.500,1090.297,0.000,0.095,0.000,287.038,163.782,4.211,2,1,0,1,0,14,2300,347,8,6999.280,2388.891,21.589,4.589,0.000,548.826,370.324,25.972,29,5,0,5,0,76,1706,228,1,2573.038,435.942,0.773,1.431,0.595,353.536,196.167,8.946,5,1,0,1,0,16,1170,113,0,1127.500,67.249,0.000,0.000,0.085,296.370,136.815,4.423,0,0,0,0,0,0,930,64,0,865.000,7.242,0.000,0.000,0.000,188.947,99.768,2.431,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2476,0,171,2424,0,259,0,0,0,0,0,0,4661,352,1422,4449,263,1488,0,0,0,0,0,0,0.000,8.627,265.119,408.585,0,8,0,18,118,161,1160,82,451,0,17,41,58,28,19,13,35,12,29,9,5,13,59,22,42,5,7,6,15,15,27,6,1,143,3,0,0,0,0,0,0,55,0,0,0,0,0,0,0,72,3,0,0,0,0,0,1,46,2,1,0,0,0,0,0,0.9723,0.9723,1,1,1,0.3223,0.3223,1,0,0
121,4.0,496,8465,0,169,100,64,163,1,45.43,0.869,0.790,0.190,0.140,0.245,-0.103,1.525,0.3027,1.3610,0.812,0.408,0.196,0.096,-0.000,76,12,19,0,0,0,24314.21,1488.697,6061.317,22.346,34.656,22.108,2574.920,1656.570,1.348,1701.155,1360.924,850.086,1595.191,120.544,0.000094,-0.001318,20,0,17,2,17,15,4200,11,2,10.557,608,80,50,0,0,39,11,1748,596,552,13,0,539,0,1718,157,3,1455.610,1231.673,11.343,0.116,10.557,332.434,232.627,5.016,1,3,1,2,0,341,1334,123,3,1875.552,1040.950,14.321,0.242,0.000,288.180,185.023,6.456,2,5,2,3,0,455,2813,401,1,8736.677,2945.477,2.651,9.164,0.000,655.545,612.979,39.939,30,12,3,9,0,612,1775,271,0,3467.500,615.755,0.000,2.267,0.000,359.195,233.904,6.018,1,2,1,1,0,209,1116,95,0,1202.500,80.740,0.000,0.000,0.000,281.715,145.526,2.001,0,5,3,2,0,548,926,79,2,917.849,6.417,0.089,0.000,0.000,188.521,107.312,1.604,0,1,1,0,0,117,0,0,0,0,0,0,0,2,0,0,0,0,2479,0,232,2550,17,429,0,0,0,0,0,0,4775,404,1980,4907,686,1668,0,0,0,0,0,0,0.680,13.591,526.981,541.093,0,5,0,16,120,185,1188,135,617,2,24,40,62,22,19,9,46,14,17,8,6,25,77,14,36,4,7,2,22,13,22,5,0,140,3,0,0,0,0,0,0,45,0,0,0,0,0,0,0,56,5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0.9723,0.9723,1,1,1,0.3407,0.3407,1,0,0
151,5.0,543,7451,64,175,111,55,202,1,67.02,0.881,0.806,0.164,0.112,0.235,-0.137,1.527,0.3074,1.5293,0.799,0.394,0.166,0.093,0.001,62,23,14,0,0,0,26558.30,1591.190,8443.419,20.840,95.044,19.281,2708.850,1975.118,1.348,3400.353,2720.282,539.192,1735.363,171.421,0.000137,-0.002167,46,0,11,3,11,8,4876,29,3,12.837,567,35,26,2,0,24,0,2244,781,751,6,0,740,5,1637,150,1,1505.826,1254.892,30.200,0.021,12.837,301.188,219.161,5.097,4,8,5,3,0,1082,1526,165,10,3062.164,1642.249,32.643,0.725,0.000,342.737,245.390,11.726,11,2,1,1,0,265,3578,616,1,13820.750,4653.880,3.667,4.837,0.000,802.901,909.301,37.484,55,12,8,4,0,970,1885,267,2,3953.481,722.676,1.210,0.173,0.000,362.932,246.300,6.034,5,3,2,1,0,423,989,102,0,1500.000,95.497,0.000,0.696,0.000,246.271,116.013,2.538,0,4,4,0,0,573,864,61,3,691.306,4.744,0.198,1.551,0.000,172.616,92.082,2.289,0,5,3,2,0,719,0,0,0,0,1,0,0,7,0,0,0,0,2511,0,369,2639,80,413,0,0,0,0,0,0,4964,506,2515,5515,710,2756,0,0,0,0,0,0,4.751,15.925,600.865,890.245,0,2,0,27,135,211,1387,162,906,3,28,37,67,24,16,11,62,14,13,8,3,28,120,15,27,7,5,3,19,11,16,5,1,141,3,0,0,0,0,0,0,35,0,3,0,0,0,0,0,50,4,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0.9549,0.9502,6,5,5,0.4572,0.4845,9,0,0
181,6.0,615,6343,64,186,118,47,264,1,86.94,0.891,0.819,0.143,0.087,0.224,-0.169,1.526,0.2958,1.6342,0.759,0.366,0.138,0.088,0.000,76,33,16,0,0,0,29099.04,1644.537,9487.898,25.211,60.504,20.843,2983.665,2476.808,1.348,4864.807,3891.846,849.690,1178.229,154.198,0.000150,-0.000170,19,0,9,7,13,9,5367,2,7,18.784,377,26,19,0,0,19,0,2762,1181,1138,8,0,1106,24,1659,177,4,1564.948,1312.481,21.414,0.012,9.658,281.029,195.907,4.068,13,7,7,0,0,1175,1730,99,2,1785.627,960.047,19.364,0.000,5.691,400.565,310.788,15.333,8,6,6,0,0,995,4870,767,4,17694.660,6220.104,9.780,6.415,0.000,1099.951,1328.226,50.214,71,16,8,8,0,1471,2058,276,2,4172.133,811.832,4.407,0.000,3.333,375.108,322.532,10.864,11,5,4,1,0,735,811,79,1,1036.850,70.345,0.306,0.000,0.000,184.347,94.885,0.692,0,4,4,0,0,635,685,60,4,761.075,2.770,0.011,0.000,0.102,126.652,58.960,1.043,0,4,4,0,0,659,0,0,0,0,4,0,0,3,0,0,0,0,2575,19,459,2803,79,438,0,0,0,0,0,0,5132,572,2759,6681,950,3514,0,0,0,0,0,0,6.008,17.124,805.597,1050.453,0,6,5,31,151,212,1502,179,994,4,30,51,64,26,11,10,61,14,17,14,2,42,143,27,42,6,4,4,21,8,10,2,2,149,3,0,0,0,0,0,0,35,7,5,0,0,0,0,0,55,22,1,0,0,0,0,1,22,0,0,0,0,0,0,0,0.9044,0.8285,7,5,2,0.4994,0.4160,12,0,0
211,7.0,696,5289,64,200,135,37,324,1,107.79,0.909,0.834,0.130,0.075,0.217,-0.201,1.528,0.2947,1.7221,0.781,0.325,0.113,0.085,0.001,91,35,20,0,0,0,32293.40,1828.705,11004.981,28.690,96.678,21.500,3414.104,2713.330,1.348,5547.959,4438.368,868.477,1388.089,173.085,0.000148,0.001698,19,0,18,2,17,15,6211,3,2,11.388,404,14,14,1,0,13,0,3342,1565,1496,12,0,1470,14,1802,138,1,1361.609,1163.773,11.373,0.159,8.914,283.488,180.208,4.795,10,5,3,2,0,801,1946,154,4,3318.105,1718.490,38.204,0.320,2.474,452.327,331.900,27.612,18,5,4,1,0,666,6569,881,5,20666.256,7245.118,20.972,5.895,0.000,1465.390,1507.122,69.108,88,27,13,14,0,1953,2276,232,2,3812.163,733.652,5.510,3.310,0.000,402.389,371.179,9.447,4,6,5,1,0,1079,688,64,4,767.089,47.060,2.041,7.618,0.000,150.592,86.044,0.358,0,6,6,0,0,1174,599,46,0,502.500,2.258,0.000,0.000,0.000,106.534,37.722,0.118,0,4,4,0,0,813,0,0,0,0,6,0,0,5,0,0,0,0,2809,60,485,2975,61,497,0,0,0,0,0,0,5710,614,3182,8170,582,4836,0,0,0,0,0,0,7.510,17.954,518.118,1376.232,0,2,2,34,230,238,1556,92,1064,5,35,61,60,29,10,6,88,13,17,9,2,24,228,17,40,14,1,3,15,6,8,2,3,159,1,0,0,0,0,0,0,33,4,4,0,0,0,0,0,59,7,2,0,0,0,0,4,18,0,1,0,0,0,0,0,0.9661,0.9157,6,5,5,0.5312,0.5799,12,0,0
241,8.0,816,4231,64,219,175,26,396,1,133.18,0.912,0.881,0.122,0.067,0.205,-0.231,1.525,0.2890,1.9356,0.724,0.283,0.095,0.085,-0.003,90,31,11,0,1,0,35847.70,1945.804,11914.760,5.370,91.868,20.486,3918.589,3405.454,1.457,6397.841,5118.273,448.990,1010.823,246.749,0.000187,0.005146,42,0,10,1,11,10,7166,18,1,1.641,305,5,5,0,0,5,0,4047,2132,2073,6,0,2059,8,1892,103,2,918.758,774.217,5.306,0.299,0.000,282.121,188.678,4.981,5,3,2,1,0,574,2594,271,4,5745.562,3305.862,24.533,0.558,0.000,594.843,502.933,28.867,42,5,3,2,0,538,8488,895,11,21330.314,6625.444,37.875,2.872,1.641,1858.300,2019.819,91.115,85,16,10,6,0,2153,2266,242,0,4790.000,1015.511,0.000,0.000,0.000,403.338,367.730,6.635,11,7,6,1,0,1136,519,47,7,578.066,29.931,2.526,0.000,0.000,111.782,55.208,0.024,0,6,6,0,0,1365,450,20,0,395.000,2.704,0.000,0.000,0.000,72.279,41.983,0.031,0,5,4,0,1,1145,0,0,0,0,3,0,0,4,0,0,0,0,3067,90,518,3128,90,554,25,0,0,0,0,0,6069,450,4016,10140,812,6205,0,0,0,0,0,0,10.953,19.161,579.826,1823.173,0,22,0,46,227,303,1634,113,919,7,41,70,61,31,9,7,94,12,31,29,2,30,243,15,84,22,2,2,10,3,6,2,3,170,1,0,0,0,0,0,0,71,2,1,0,0,0,0,0,113,10,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0.9553,0.9831,9,8,9,0.5361,0.4834,12,1,0
271,9.0,915,3265,64,230,235,21,429,1,148.27,0.907,0.925,0.111,0.062,0.193,-0.259,1.530,0.2958,2.1210,0.711,0.257,0.082,0.087,-0.010,100,49,15,0,0,0,38655.03,2128.996,13279.105,23.175,345.632,24.068,4481.333,4867.749,1.638,6353.753,5083.002,772.504,721.971,508.008,0.000149,0.006579,73,0,11,4,13,9,8869,18,4,14.988,298,27,21,0,0,19,2,4775,2337,2241,3,0,2232,4,2058,123,0,1010.000,844.487,0.000,0.006,0.000,294.456,225.517,8.009,8,5,3,2,0,1236,3990,411,15,9480.395,5382.626,126.828,2.135,12.414,883.538,1118.599,52.362,65,12,6,6,0,1312,10172,839,38,20719.328,6106.183,189.716,0.262,2.574,2146.084,2743.487,90.632,67,26,26,0,0,3430,2279,188,1,3834.366,825.437,2.043,5.785,0.000,389.190,451.729,9.708,8,12,9,3,0,2558,405,27,1,473.558,26.659,0.639,0.000,0.000,83.396,41.365,1.328,0,1,1,0,0,256,295,8,0,77.500,0.605,0.000,0.000,0.000,43.777,16.973,0.090,0,4,4,0,0,1019,0,0,0,0,0,0,0,4,0,0,0,0,3307,121,684,3379,92,707,30,0,0,0,0,0,6127,676,3765,13072,1628,6659,0,0,0,0,0,0,12.914,24.211,1405.256,1972.343,0,22,0,42,277,348,1633,169,877,8,49,78,60,26,9,33,141,19,11,26,5,61,206,83,53,23,3,2,8,3,3,3,2,172,1,0,0,0,0,0,0,60,0,0,0,0,0,0,1,151,0,7,0,0,0,0,4,11,0,0,0,0,0,0,0,0.9916,0.9837,8,8,8,0.5302,0.5006,11,0,0
301,10.0,1030,2484,50,248,348,18,416,3,150.49,0.904,0.959,0.104,0.060,0.183,-0.310,1.537,0.2977,2.2563,0.747,0.238,0.078,0.089,-0.018,119,73,9,0,0,0,41718.43,2342.691,14906.877,7.736,296.920,16.926,5057.155,6288.115,1.873,7729.568,6183.655,319.615,510.295,470.942,0.000107,0.006836,73,0,8,1,9,8,10804,9,1,4.987,262,24,22,0,0,16,6,4632,1804,1735,2,0,1724,9,2218,110,0,947.500,786.207,0.000,0.238,4.987,298.609,252.501,12.219,8,1,0,1,0,262,6577,573,15,13965.734,8380.162,118.931,0.148,0.000,1413.931,2159.303,98.600,122,13,13,0,0,1632,10508,678,41,16820.121,4973.312,156.239,2.362,0.000,2164.014,3057.222,63.300,39,52,45,7,0,5252,2351,156,5,3000.106,631.101,10.475,0.000,0.000,387.937,471.833,7.042,9,12,12,0,0,2760,370,19,3,321.620,18.968,2.043,0.000,0.000,77.126,39.463,0.841,0,3,3,0,0,876,240,5,0,37.500,0.161,0.000,0.000,0.000,34.746,10.413,0.270,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3523,147,757,3598,94,870,36,0,0,0,0,0,6575,895,3924,15689,1933,7819,0,0,0,0,0,0,14.579,27.403,1836.322,2500.194,0,22,1,55,324,423,1583,162,800,9,58,81,64,28,8,57,227,26,16,21,1,35,191,86,66,19,19,2,4,5,2,4,1,179,2,0,0,0,0,0,0,49,1,14,0,0,0,0,0,182,6,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0.9814,0.9305,8,8,6,0.5098,0.4580,10,0,0
